,Spring Baron,Roy Rip,Dauntless,Zsa Zsa Express,Peta Stop,Coughlin,Candy Kaos,Tiny Sparkle
04-01-2023 13:14:24.608459,"(13.0, 29.0, 24.0)","(17.0, 50.0, 27.142857142857142)","(2.9, 5.3, 4.525)","(8.0, 17.0, 12.6)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:14:25.662703,"(13.0, 29.0, 24.0)","(17.0, 50.0, 27.142857142857142)","(2.9, 5.3, 4.525)","(8.0, 17.0, 12.6)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:14:26.809128,"(13.0, 29.0, 24.0)","(17.0, 50.0, 27.142857142857142)","(2.9, 5.3, 4.525)","(8.0, 17.0, 12.6)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:14:27.985920,"(13.0, 29.0, 24.0)","(17.0, 50.0, 27.142857142857142)","(2.9, 5.3, 4.525)","(8.0, 17.0, 12.6)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:14:29.212567,"(13.0, 29.0, 24.0)","(17.0, 50.0, 27.142857142857142)","(2.9, 5.3, 4.525)","(8.0, 17.0, 12.6)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:14:30.358325,"(13.0, 29.0, 24.0)","(17.0, 50.0, 27.142857142857142)","(2.9, 5.3, 4.525)","(8.0, 17.0, 12.6)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:14:31.560320,"(13.0, 29.0, 24.0)","(17.0, 50.0, 26.42857142857143)","(2.9, 5.3, 4.525)","(8.0, 17.0, 12.6)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:14:32.732736,"(13.0, 29.0, 24.0)","(17.0, 50.0, 26.42857142857143)","(2.9, 5.3, 4.525)","(8.0, 17.0, 12.6)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:14:33.905313,"(13.0, 29.0, 24.0)","(17.0, 50.0, 26.42857142857143)","(2.9, 5.3, 4.525)","(8.0, 17.0, 12.6)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:14:35.037014,"(13.0, 29.0, 24.0)","(17.0, 50.0, 26.42857142857143)","(2.9, 5.3, 4.525)","(8.0, 17.0, 12.6)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:14:36.111545,"(13.0, 29.0, 24.0)","(17.0, 50.0, 26.42857142857143)","(2.9, 5.3, 4.525)","(8.0, 17.0, 12.6)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:14:37.177287,"(13.0, 29.0, 24.0)","(17.0, 50.0, 26.42857142857143)","(2.9, 5.3, 4.525)","(8.0, 17.0, 12.6)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:14:38.280923,"(13.0, 29.0, 24.0)","(17.0, 50.0, 26.42857142857143)","(2.9, 5.3, 4.525)","(8.0, 17.0, 12.6)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:14:39.454254,"(13.0, 29.0, 24.0)","(17.0, 50.0, 26.42857142857143)","(2.9, 5.3, 4.525)","(8.0, 17.0, 12.6)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:14:40.534968,"(13.0, 29.0, 24.0)","(17.0, 50.0, 26.42857142857143)","(2.9, 5.3, 4.525)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:14:41.674349,"(13.0, 29.0, 24.0)","(17.0, 50.0, 31.142857142857142)","(2.9, 5.3, 4.525)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:14:42.868607,"(13.0, 29.0, 24.0)","(17.0, 50.0, 31.142857142857142)","(2.9, 5.3, 4.525)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:14:44.111704,"(13.0, 29.0, 24.0)","(17.0, 50.0, 31.142857142857142)","(2.9, 5.3, 4.525)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:14:45.485700,"(13.0, 29.0, 24.0)","(17.0, 50.0, 30.0)","(2.9, 5.3, 4.525)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:14:46.807818,"(13.0, 29.0, 24.0)","(17.0, 50.0, 26.363636363636363)","(2.9, 5.3, 4.525)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:14:48.149323,"(13.0, 29.0, 24.0)","(17.0, 50.0, 26.727272727272727)","(2.9, 5.3, 4.525)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:14:49.499953,"(13.0, 29.0, 24.0)","(17.0, 50.0, 26.727272727272727)","(2.9, 5.3, 4.525)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:14:50.748347,"(13.0, 30.0, 20.4)","(17.0, 50.0, 26.727272727272727)","(2.9, 5.3, 4.525)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:14:51.910419,"(13.0, 30.0, 20.4)","(17.0, 50.0, 26.727272727272727)","(2.9, 5.3, 4.525)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:14:53.081913,"(13.0, 30.0, 20.4)","(17.0, 50.0, 26.727272727272727)","(2.9, 5.3, 4.525)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:14:54.264102,"(13.0, 30.0, 20.4)","(17.0, 50.0, 26.727272727272727)","(2.9, 5.3, 4.525)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:14:55.454601,"(13.0, 30.0, 20.4)","(17.0, 50.0, 31.142857142857142)","(2.9, 5.3, 4.525)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:14:56.612775,"(13.0, 30.0, 20.4)","(17.0, 50.0, 31.142857142857142)","(2.9, 5.3, 4.525)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:14:57.809207,"(13.0, 30.0, 20.4)","(17.0, 50.0, 31.142857142857142)","(2.9, 5.3, 4.525)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:14:59.111403,"(13.0, 30.0, 20.4)","(17.0, 50.0, 31.142857142857142)","(2.9, 5.3, 4.525)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:15:00.351754,"(13.0, 30.0, 20.4)","(17.0, 50.0, 31.142857142857142)","(2.9, 5.3, 4.525)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:15:01.685011,"(13.0, 30.0, 20.4)","(17.0, 50.0, 31.142857142857142)","(2.9, 5.3, 4.525)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:15:03.011650,"(13.0, 30.0, 20.4)","(17.0, 50.0, 31.142857142857142)","(2.9, 5.3, 5.052)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:15:04.338527,"(13.0, 30.0, 20.4)","(17.0, 50.0, 31.142857142857142)","(2.9, 5.3, 5.052)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:15:05.876827,"(13.0, 30.0, 20.4)","(17.0, 50.0, 31.142857142857142)","(2.9, 5.3, 5.052)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.066666666666666)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 65.0, 57.666666666666664)"
04-01-2023 13:15:07.314469,"(13.0, 30.0, 20.4)","(17.0, 50.0, 26.727272727272727)","(2.9, 5.3, 5.052)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.754545454545455)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 6.6)","(21.0, 65.0, 40.5)"
04-01-2023 13:15:08.620951,"(13.0, 30.0, 20.4)","(17.0, 50.0, 26.727272727272727)","(2.9, 5.3, 5.052)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.8)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.65)","(21.0, 60.0, 40.5)"
04-01-2023 13:15:09.846512,"(13.0, 30.0, 20.4)","(17.0, 50.0, 26.727272727272727)","(2.9, 5.3, 5.052)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.8)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 5.8)","(21.0, 60.0, 40.5)"
04-01-2023 13:15:11.054187,"(13.0, 30.0, 20.4)","(17.0, 50.0, 26.727272727272727)","(2.9, 5.3, 5.052)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.8)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 6.6)","(21.0, 60.0, 40.5)"
04-01-2023 13:15:12.250760,"(13.0, 30.0, 23.333333333333336)","(17.0, 50.0, 26.727272727272727)","(2.9, 5.3, 5.052)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.8)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 6.6)","(21.0, 60.0, 39.84615384615385)"
04-01-2023 13:15:13.510334,"(13.0, 28.0, 23.333333333333336)","(17.0, 50.0, 26.727272727272727)","(2.9, 5.3, 5.052)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.8)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 6.6)","(21.0, 70.0, 39.84615384615385)"
04-01-2023 13:15:14.738264,"(13.0, 28.0, 23.333333333333336)","(17.0, 50.0, 26.727272727272727)","(2.9, 5.3, 5.052)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.8)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 6.6)","(21.0, 70.0, 39.84615384615385)"
04-01-2023 13:15:15.984029,"(13.0, 28.0, 23.333333333333336)","(17.0, 50.0, 26.727272727272727)","(2.9, 5.3, 5.052)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.8)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 6.6)","(21.0, 70.0, 39.84615384615385)"
04-01-2023 13:15:17.305304,"(13.0, 28.0, 23.333333333333336)","(17.0, 50.0, 26.727272727272727)","(2.9, 5.3, 5.052)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.835294117647059)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 6.833333333333334)","(21.0, 70.0, 39.84615384615385)"
04-01-2023 13:15:18.620604,"(13.0, 28.0, 23.333333333333336)","(17.0, 50.0, 23.6)","(2.9, 5.3, 5.052)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.835294117647059)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.2, 6.2)","(21.0, 70.0, 39.84615384615385)"
04-01-2023 13:15:19.935877,"(13.0, 28.0, 23.333333333333336)","(17.0, 50.0, 23.6)","(2.9, 5.3, 5.052)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.835294117647059)","(4.0, 7.0, 4.913636363636364)","(5.0, 6.8, 6.0)","(21.0, 70.0, 39.84615384615385)"
04-01-2023 13:15:21.275987,"(13.0, 28.0, 23.333333333333336)","(17.0, 50.0, 23.6)","(2.9, 5.3, 5.052)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.835294117647059)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.2, 6.733333333333333)","(21.0, 70.0, 39.84615384615385)"
04-01-2023 13:15:22.596442,"(13.0, 28.0, 23.333333333333336)","(17.0, 50.0, 23.6)","(2.9, 5.3, 5.052)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.835294117647059)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.6, 6.090909090909091)","(21.0, 70.0, 39.84615384615385)"
04-01-2023 13:15:23.913709,"(13.0, 28.0, 23.333333333333336)","(17.0, 50.0, 23.6)","(2.9, 5.3, 5.052)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.835294117647059)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.4, 5.5)","(21.0, 70.0, 39.84615384615385)"
04-01-2023 13:15:25.098709,"(13.0, 28.0, 23.333333333333336)","(17.0, 50.0, 31.714285714285715)","(2.9, 5.3, 5.052)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.835294117647059)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.0, 5.5)","(21.0, 70.0, 39.84615384615385)"
04-01-2023 13:15:26.311097,"(13.0, 28.0, 23.333333333333336)","(17.0, 50.0, 31.714285714285715)","(2.9, 5.3, 5.052)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.835294117647059)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.0, 6.090909090909091)","(21.0, 70.0, 39.84615384615385)"
04-01-2023 13:15:27.537929,"(13.0, 28.0, 23.333333333333336)","(17.0, 50.0, 31.714285714285715)","(2.9, 5.3, 5.052)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.835294117647059)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.4, 6.090909090909091)","(21.0, 70.0, 39.84615384615385)"
04-01-2023 13:15:28.762694,"(13.0, 28.0, 23.333333333333336)","(17.0, 50.0, 31.714285714285715)","(2.9, 5.3, 5.052)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.835294117647059)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.4, 5.733333333333333)","(21.0, 70.0, 39.84615384615385)"
04-01-2023 13:15:29.952711,"(13.0, 29.0, 24.0)","(17.0, 50.0, 31.714285714285715)","(2.9, 5.3, 5.052)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.835294117647059)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.2, 5.5)","(21.0, 70.0, 39.84615384615385)"
04-01-2023 13:15:31.142037,"(13.0, 29.0, 24.0)","(17.0, 50.0, 31.714285714285715)","(2.9, 5.3, 5.052)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.835294117647059)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.0, 5.5)","(21.0, 70.0, 39.84615384615385)"
04-01-2023 13:15:32.344853,"(13.0, 29.0, 24.0)","(17.0, 50.0, 31.714285714285715)","(2.9, 5.3, 5.052)","(8.0, 17.0, 13.615384615384615)","(4.4, 7.0, 6.835294117647059)","(4.0, 7.0, 4.913636363636364)","(5.0, 7.0, 6.090909090909091)","(21.0, 70.0, 39.84615384615385)"
