,Spring Baron,Roy Rip,Dauntless,Zsa Zsa Express,Peta Stop,Coughlin,Candy Kaos,Tiny Sparkle
04-01-2023 13:22:20.030806,"(13.0, 19.5, 16.583333333333332)","(17.0, 50.0, 21.815789473684212)","(2.9, 4.8, 4.05)","(8.0, 14.5, 13.3)","(4.4, 6.0, 5.34)","(4.0, 6.0, 5.423076923076923)","(5.0, 4.8, 4.753846153846154)","(21.0, 44.0, 31.692307692307693)"
04-01-2023 13:22:21.191877,"(13.0, 19.5, 16.583333333333332)","(17.0, 50.0, 21.815789473684212)","(2.9, 4.8, 4.05)","(8.0, 14.5, 13.3)","(4.4, 5.9, 5.34)","(4.0, 6.0, 5.423076923076923)","(5.0, 4.8, 4.753846153846154)","(21.0, 44.0, 31.692307692307693)"
04-01-2023 13:22:22.350056,"(13.0, 19.5, 16.583333333333332)","(17.0, 50.0, 21.815789473684212)","(2.9, 4.8, 4.05)","(8.0, 14.5, 13.3)","(4.4, 5.9, 5.34)","(4.0, 6.0, 5.423076923076923)","(5.0, 4.8, 4.753846153846154)","(21.0, 44.0, 31.692307692307693)"
04-01-2023 13:22:23.485661,"(13.0, 19.5, 16.583333333333332)","(17.0, 50.0, 21.815789473684212)","(2.9, 4.8, 4.05)","(8.0, 14.5, 13.3)","(4.4, 5.9, 5.633333333333334)","(4.0, 6.0, 5.423076923076923)","(5.0, 4.8, 4.730769230769231)","(21.0, 44.0, 31.692307692307693)"
04-01-2023 13:22:24.685675,"(13.0, 19.5, 16.583333333333332)","(17.0, 50.0, 21.815789473684212)","(2.9, 4.8, 4.05)","(8.0, 14.5, 13.3)","(4.4, 5.9, 5.633333333333334)","(4.0, 6.0, 5.35)","(5.0, 4.8, 4.730769230769231)","(21.0, 44.0, 31.692307692307693)"
04-01-2023 13:22:25.823519,"(13.0, 25.0, 20.5)","(17.0, 50.0, 21.815789473684212)","(2.9, 4.8, 4.05)","(8.0, 14.5, 13.3)","(4.4, 5.9, 5.66)","(4.0, 6.2, 5.423076923076923)","(5.0, 4.8, 4.730769230769231)","(21.0, 44.0, 31.692307692307693)"
04-01-2023 13:22:26.866555,"(13.0, 24.0, 17.333333333333332)","(17.0, 50.0, 21.815789473684212)","(2.9, 4.8, 4.157142857142857)","(8.0, 14.5, 13.3)","(4.4, 5.9, 5.66)","(4.0, 6.0, 5.423076923076923)","(5.0, 4.8, 4.730769230769231)","(21.0, 44.0, 31.692307692307693)"
04-01-2023 13:22:28.004812,"(13.0, 24.0, 17.333333333333332)","(17.0, 50.0, 21.815789473684212)","(2.9, 4.8, 4.157142857142857)","(8.0, 14.5, 13.3)","(4.4, 5.9, 5.6)","(4.0, 6.0, 5.423076923076923)","(5.0, 4.8, 4.730769230769231)","(21.0, 44.0, 30.666666666666668)"
04-01-2023 13:22:29.175180,"(13.0, 23.0, 19.5)","(17.0, 50.0, 21.815789473684212)","(2.9, 4.8, 4.157142857142857)","(8.0, 14.5, 13.3)","(4.4, 5.9, 5.6)","(4.0, 6.0, 5.423076923076923)","(5.0, 4.8, 4.730769230769231)","(21.0, 44.0, 38.4)"
04-01-2023 13:22:30.368091,"(13.0, 23.0, 19.5)","(17.0, 50.0, 21.815789473684212)","(2.9, 4.8, 4.157142857142857)","(8.0, 14.5, 13.3)","(4.4, 5.9, 5.677777777777778)","(4.0, 6.0, 5.423076923076923)","(5.0, 4.8, 4.730769230769231)","(21.0, 42.0, 30.0)"
04-01-2023 13:22:31.472581,"(13.0, 22.0, 17.5)","(17.0, 50.0, 21.815789473684212)","(2.9, 4.8, 4.157142857142857)","(8.0, 14.5, 13.3)","(4.4, 5.9, 5.677777777777778)","(4.0, 6.0, 5.35)","(5.0, 4.8, 4.730769230769231)","(21.0, 42.0, 36.8)"
04-01-2023 13:22:32.609758,"(13.0, 22.0, 17.5)","(17.0, 50.0, 21.815789473684212)","(2.9, 4.8, 4.157142857142857)","(8.0, 14.5, 13.3)","(4.4, 5.9, 5.677777777777778)","(4.0, 6.2, 5.423076923076923)","(5.0, 4.8, 4.730769230769231)","(21.0, 40.0, 36.8)"
04-01-2023 13:22:33.763246,"(13.0, 21.0, 16.833333333333332)","(18.0, 50.0, 21.815789473684212)","(3.0, 4.8, 4.157142857142857)","(8.0, 14.5, 13.3)","(4.6, 5.9, 5.592307692307693)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.616666666666666)","(21.0, 40.0, 29.81818181818182)"
04-01-2023 13:22:34.850696,"(13.0, 21.0, 16.454545454545453)","(18.0, 46.0, 26.357142857142858)","(3.0, 4.8, 4.157142857142857)","(8.0, 14.5, 13.3)","(4.6, 5.9, 5.592307692307693)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.616666666666666)","(21.0, 40.0, 29.81818181818182)"
04-01-2023 13:22:35.970924,"(13.0, 21.0, 16.454545454545453)","(18.0, 46.0, 23.083333333333332)","(3.0, 5.1, 4.5)","(8.0, 14.5, 13.3)","(4.6, 5.9, 5.4714285714285715)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.616666666666666)","(21.0, 40.0, 29.81818181818182)"
04-01-2023 13:22:37.133793,"(13.0, 21.0, 16.454545454545453)","(18.0, 46.0, 21.735294117647058)","(3.0, 5.1, 4.5)","(8.0, 14.5, 13.3)","(4.6, 5.9, 5.473529411764706)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.616666666666666)","(21.0, 40.0, 29.81818181818182)"
04-01-2023 13:22:38.378012,"(13.0, 21.0, 16.454545454545453)","(18.0, 46.0, 21.735294117647058)","(3.0, 5.1, 4.833333333333333)","(8.0, 14.5, 13.3)","(4.6, 5.9, 5.553846153846154)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.616666666666666)","(21.0, 40.0, 29.81818181818182)"
04-01-2023 13:22:39.596605,"(13.0, 21.0, 16.454545454545453)","(18.0, 46.0, 21.735294117647058)","(3.0, 5.1, 4.833333333333333)","(8.0, 14.5, 13.3)","(4.6, 5.8, 5.317241379310345)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.616666666666666)","(21.0, 40.0, 29.81818181818182)"
04-01-2023 13:22:40.777121,"(13.0, 20.0, 16.666666666666668)","(18.0, 46.0, 21.735294117647058)","(3.0, 5.1, 4.833333333333333)","(8.0, 14.5, 12.727272727272727)","(4.6, 5.8, 5.317241379310345)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.616666666666666)","(21.0, 40.0, 29.81818181818182)"
04-01-2023 13:22:41.883760,"(13.0, 20.0, 16.666666666666668)","(18.0, 46.0, 21.735294117647058)","(3.0, 5.1, 4.833333333333333)","(8.0, 14.5, 12.727272727272727)","(4.6, 5.8, 5.460606060606061)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.616666666666666)","(21.0, 40.0, 29.81818181818182)"
04-01-2023 13:22:43.034664,"(13.0, 20.0, 16.444444444444443)","(18.0, 46.0, 26.909090909090907)","(3.0, 5.1, 4.833333333333333)","(8.0, 14.5, 12.727272727272727)","(4.6, 5.8, 5.460606060606061)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.719512195121951)","(21.0, 40.0, 28.8)"
04-01-2023 13:22:44.173005,"(13.0, 20.0, 16.444444444444443)","(18.0, 46.0, 26.909090909090907)","(3.0, 5.1, 4.333333333333333)","(8.0, 14.5, 12.727272727272727)","(4.6, 5.8, 5.460606060606061)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.719512195121951)","(21.0, 40.0, 28.8)"
04-01-2023 13:22:45.342567,"(13.0, 20.0, 16.444444444444443)","(18.0, 46.0, 26.909090909090907)","(3.0, 5.1, 4.333333333333333)","(8.0, 14.5, 12.727272727272727)","(4.6, 5.8, 5.460606060606061)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.719512195121951)","(21.0, 40.0, 28.8)"
04-01-2023 13:22:46.456685,"(13.0, 20.0, 16.444444444444443)","(18.0, 46.0, 26.909090909090907)","(3.0, 5.1, 4.333333333333333)","(8.0, 14.5, 13.23076923076923)","(4.6, 5.8, 5.48)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.719512195121951)","(21.0, 40.0, 28.8)"
04-01-2023 13:22:47.681556,"(13.0, 19.5, 16.583333333333332)","(18.0, 46.0, 26.909090909090907)","(3.0, 5.1, 4.366666666666666)","(8.0, 14.0, 12.823529411764707)","(4.6, 5.8, 5.48)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.719512195121951)","(21.0, 40.0, 28.8)"
04-01-2023 13:22:48.864045,"(13.0, 19.5, 16.583333333333332)","(18.0, 46.0, 26.909090909090907)","(3.0, 5.1, 4.366666666666666)","(8.0, 14.0, 12.823529411764707)","(4.6, 5.8, 5.56)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.719512195121951)","(21.0, 40.0, 28.8)"
04-01-2023 13:22:50.070665,"(13.0, 19.5, 16.583333333333332)","(18.0, 46.0, 26.909090909090907)","(3.0, 5.1, 4.366666666666666)","(8.0, 14.0, 12.823529411764707)","(4.6, 5.8, 5.56)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.719512195121951)","(21.0, 40.0, 28.8)"
04-01-2023 13:22:51.132897,"(13.0, 19.5, 16.583333333333332)","(18.0, 46.0, 26.909090909090907)","(3.0, 5.1, 4.366666666666666)","(8.0, 14.0, 12.823529411764707)","(4.6, 5.8, 5.56)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.719512195121951)","(21.0, 40.0, 28.8)"
04-01-2023 13:22:52.157940,"(13.0, 19.5, 16.583333333333332)","(18.0, 46.0, 26.909090909090907)","(3.0, 5.1, 4.366666666666666)","(8.0, 14.0, 12.823529411764707)","(4.6, 5.8, 5.56)","(4.2, 6.0, 5.25)","(4.8, 4.8, 4.719512195121951)","(21.0, 40.0, 28.8)"
04-01-2023 13:22:53.256896,"(13.0, 22.0, 19.0)","(18.0, 46.0, 26.909090909090907)","(3.0, 5.1, 4.366666666666666)","(8.0, 14.0, 12.823529411764707)","(4.6, 5.8, 5.56)","(4.2, 6.2, 5.423076923076923)","(4.8, 4.8, 4.719512195121951)","(21.0, 40.0, 28.8)"
04-01-2023 13:22:54.498553,"(13.0, 21.0, 16.833333333333332)","(18.0, 46.0, 26.909090909090907)","(3.0, 5.1, 4.366666666666666)","(8.0, 14.0, 12.823529411764707)","(4.6, 5.8, 5.56)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.719512195121951)","(21.0, 40.0, 34.5)"
04-01-2023 13:22:55.689324,"(13.0, 21.0, 16.454545454545453)","(18.0, 46.0, 26.909090909090907)","(3.0, 5.1, 4.366666666666666)","(8.0, 14.0, 12.823529411764707)","(4.6, 5.8, 5.56)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.719512195121951)","(21.0, 38.0, 35.2)"
04-01-2023 13:22:56.895939,"(13.0, 21.0, 16.454545454545453)","(18.0, 46.0, 26.909090909090907)","(3.0, 5.1, 4.366666666666666)","(8.0, 14.0, 12.823529411764707)","(4.6, 5.8, 5.553571428571429)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.719512195121951)","(21.0, 40.0, 32.5)"
04-01-2023 13:22:58.092197,"(14.0, 21.0, 16.454545454545453)","(19.0, 46.0, 26.909090909090907)","(3.0, 5.1, 4.366666666666666)","(8.5, 14.0, 12.823529411764707)","(4.6, 5.8, 5.56)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.6625)","(21.0, 40.0, 32.5)"
04-01-2023 13:22:59.227820,"(14.0, 21.0, 16.454545454545453)","(19.0, 46.0, 26.909090909090907)","(3.0, 5.1, 4.366666666666666)","(8.5, 14.0, 12.823529411764707)","(4.6, 5.8, 5.072727272727272)","(4.2, 6.0, 5.35)","(4.8, 4.8, 4.6625)","(21.0, 40.0, 32.5)"
04-01-2023 13:23:00.339530,"(14.0, 21.0, 16.833333333333332)","(19.0, 46.0, 26.909090909090907)","(3.0, 5.1, 4.366666666666666)","(8.5, 14.0, 12.823529411764707)","(4.6, 5.8, 5.072727272727272)","(4.2, 6.2, 5.423076923076923)","(4.8, 4.8, 4.6625)","(21.0, 40.0, 35.5)"
04-01-2023 13:23:01.464050,"(14.0, 20.0, 16.666666666666668)","(19.0, 46.0, 26.909090909090907)","(3.0, 5.1, 4.366666666666666)","(8.5, 14.0, 12.823529411764707)","(4.6, 5.8, 5.239999999999999)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.6625)","(21.0, 40.0, 34.0)"
04-01-2023 13:23:02.873308,"(14.0, 20.0, 16.666666666666668)","(19.0, 46.0, 26.909090909090907)","(3.0, 5.1, 4.366666666666666)","(8.5, 14.0, 12.823529411764707)","(4.6, 5.8, 5.3)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.6625)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:04.238065,"(14.0, 20.0, 16.444444444444443)","(19.0, 46.0, 26.909090909090907)","(3.0, 5.1, 4.366666666666666)","(8.5, 14.0, 12.823529411764707)","(4.6, 5.8, 5.3)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.6625)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:05.563691,"(14.0, 20.0, 16.444444444444443)","(19.0, 46.0, 26.909090909090907)","(3.0, 5.1, 4.366666666666666)","(8.5, 14.0, 12.478260869565217)","(4.6, 5.8, 5.3)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.6625)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:06.956211,"(14.0, 20.0, 16.666666666666668)","(19.0, 46.0, 26.909090909090907)","(3.0, 5.1, 4.366666666666666)","(8.5, 14.0, 12.478260869565217)","(4.6, 5.8, 5.3)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.6625)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:08.222209,"(14.0, 19.5, 16.583333333333332)","(19.0, 46.0, 26.909090909090907)","(3.0, 5.1, 4.366666666666666)","(8.5, 14.0, 12.478260869565217)","(4.6, 5.8, 5.191304347826087)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.6625)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:09.480623,"(14.0, 19.5, 16.583333333333332)","(19.0, 46.0, 26.909090909090907)","(3.0, 5.1, 4.366666666666666)","(8.5, 14.0, 12.478260869565217)","(4.6, 5.8, 5.386206896551724)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.6625)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:10.606508,"(14.0, 19.5, 16.583333333333332)","(19.0, 46.0, 27.333333333333332)","(3.0, 5.1, 4.366666666666666)","(8.5, 14.0, 12.68421052631579)","(4.6, 5.8, 5.386206896551724)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.6625)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:11.824862,"(14.0, 19.5, 16.583333333333332)","(19.0, 46.0, 27.333333333333332)","(3.0, 5.1, 4.366666666666666)","(8.5, 14.0, 12.68421052631579)","(4.6, 5.8, 5.386206896551724)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.6625)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:13.054125,"(14.0, 19.5, 16.583333333333332)","(19.0, 46.0, 27.333333333333332)","(3.0, 5.1, 4.733333333333333)","(8.5, 14.0, 12.68421052631579)","(4.6, 5.8, 5.386206896551724)","(4.2, 6.0, 5.35)","(4.8, 4.8, 4.6625)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:14.232710,"(14.0, 25.0, 20.5)","(19.0, 46.0, 27.333333333333332)","(3.0, 5.1, 4.733333333333333)","(8.5, 14.0, 12.68421052631579)","(4.6, 5.8, 5.32)","(4.2, 6.2, 5.423076923076923)","(4.8, 4.8, 4.6625)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:15.360703,"(14.0, 24.0, 17.333333333333332)","(19.0, 46.0, 27.333333333333332)","(3.0, 4.8, 4.4363636363636365)","(8.5, 14.0, 12.68421052631579)","(4.6, 5.8, 5.32)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.6625)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:16.536429,"(14.0, 24.0, 16.533333333333335)","(19.0, 46.0, 27.333333333333332)","(3.0, 4.8, 4.466666666666667)","(8.5, 14.0, 12.68421052631579)","(4.6, 5.8, 5.3999999999999995)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.6625)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:17.857190,"(14.0, 23.0, 18.0)","(19.0, 46.0, 27.333333333333332)","(3.0, 4.8, 4.466666666666667)","(8.5, 14.0, 12.68421052631579)","(4.6, 5.8, 6.125)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.6625)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:19.160625,"(14.0, 22.0, 17.5)","(19.0, 46.0, 27.333333333333332)","(3.0, 4.8, 4.466666666666667)","(8.5, 14.0, 12.68421052631579)","(4.6, 6.2, 6.14375)","(4.2, 6.0, 5.423076923076923)","(4.8, 4.8, 4.6625)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:21.627477,"(14.0, 22.0, 16.545454545454547)","(19.0, 46.0, 27.333333333333332)","(3.0, 5.1, 4.855555555555555)","(8.5, 14.0, 12.68421052631579)","(4.6, 6.2, 6.14375)","(4.2, 6.2, 5.35)","(4.8, 4.8, 4.6625)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:23.194026,"(14.0, 22.0, 16.545454545454547)","(19.0, 46.0, 28.5)","(3.0, 5.1, 4.4111111111111105)","(8.5, 14.0, 12.68421052631579)","(4.6, 6.2, 5.490909090909091)","(4.2, 6.2, 5.423076923076923)","(4.8, 4.8, 4.692682926829268)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:24.654783,"(14.0, 21.0, 16.454545454545453)","(19.0, 42.0, 31.09090909090909)","(3.0, 4.8, 4.4111111111111105)","(8.5, 14.0, 12.68421052631579)","(4.6, 6.2, 5.475471698113208)","(4.2, 6.0, 5.464285714285714)","(4.8, 4.8, 4.692682926829268)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:26.186972,"(14.0, 21.0, 16.454545454545453)","(19.0, 42.0, 28.285714285714285)","(3.0, 4.8, 4.4111111111111105)","(8.5, 14.0, 12.68421052631579)","(4.6, 6.2, 5.475471698113208)","(4.2, 6.0, 5.7727272727272725)","(4.8, 4.8, 4.692682926829268)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:27.456977,"(14.0, 21.0, 16.454545454545453)","(19.0, 42.0, 38.30769230769231)","(3.0, 4.8, 4.8999999999999995)","(8.5, 14.0, 12.68421052631579)","(4.6, 6.2, 5.475471698113208)","(4.2, 6.0, 5.822222222222223)","(4.8, 4.8, 4.692682926829268)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:28.561993,"(14.0, 21.0, 16.833333333333332)","(19.0, 40.0, 38.30769230769231)","(3.0, 5.1, 4.8999999999999995)","(8.5, 14.0, 12.68421052631579)","(4.6, 6.2, 5.3999999999999995)","(4.2, 6.2, 5.416666666666666)","(4.8, 4.8, 4.684210526315789)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:29.768039,"(14.0, 20.0, 16.666666666666668)","(19.0, 38.0, 26.125)","(3.0, 4.8, 4.4111111111111105)","(8.5, 14.0, 12.68421052631579)","(4.6, 6.2, 5.475471698113208)","(4.2, 6.0, 5.071428571428571)","(4.8, 4.8, 4.684210526315789)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:31.010247,"(14.0, 20.0, 16.666666666666668)","(19.0, 38.0, 23.07142857142857)","(3.0, 4.8, 4.4111111111111105)","(8.5, 14.0, 12.68421052631579)","(4.6, 6.2, 5.475471698113208)","(4.2, 6.0, 5.071428571428571)","(4.8, 4.8, 4.684210526315789)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:32.185312,"(14.0, 20.0, 16.444444444444443)","(19.0, 38.0, 23.07142857142857)","(3.0, 4.8, 4.4111111111111105)","(8.5, 14.0, 12.558823529411764)","(4.6, 6.2, 5.475471698113208)","(4.2, 6.0, 5.75)","(4.8, 4.8, 4.684210526315789)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:33.314813,"(14.0, 20.0, 16.444444444444443)","(19.0, 38.0, 23.464285714285715)","(3.0, 4.8, 4.4111111111111105)","(8.5, 13.5, 12.558823529411764)","(4.6, 6.2, 5.475471698113208)","(4.2, 6.0, 5.0)","(4.8, 4.8, 4.684210526315789)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:34.429047,"(14.0, 20.0, 16.444444444444443)","(19.0, 38.0, 23.857142857142858)","(3.0, 4.8, 4.66)","(8.5, 13.5, 12.558823529411764)","(4.6, 6.2, 5.475471698113208)","(4.2, 6.0, 5.346666666666667)","(4.8, 4.8, 4.684210526315789)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:35.647256,"(14.0, 20.0, 17.0)","(19.0, 38.0, 23.857142857142858)","(3.0, 5.1, 4.455555555555556)","(8.5, 13.5, 12.558823529411764)","(4.6, 6.2, 5.475471698113208)","(4.2, 6.2, 5.416666666666666)","(4.8, 4.8, 4.684210526315789)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:36.767701,"(14.0, 19.5, 16.583333333333332)","(19.0, 38.0, 24.642857142857142)","(3.0, 4.9, 4.455555555555556)","(8.5, 13.5, 12.558823529411764)","(4.6, 6.2, 5.475471698113208)","(4.2, 6.0, 5.416666666666666)","(4.8, 4.8, 4.684210526315789)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:37.891968,"(14.0, 19.5, 17.5)","(19.0, 38.0, 24.642857142857142)","(3.0, 4.9, 4.233333333333333)","(8.5, 13.5, 12.558823529411764)","(4.6, 6.2, 5.475471698113208)","(4.2, 6.0, 5.416666666666666)","(4.8, 4.8, 4.684210526315789)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:39.330088,"(14.0, 19.5, 17.5)","(19.0, 38.0, 24.642857142857142)","(3.0, 4.9, 4.581818181818182)","(8.5, 13.5, 12.558823529411764)","(4.6, 6.2, 5.475471698113208)","(4.2, 6.0, 5.416666666666666)","(4.8, 4.8, 4.684210526315789)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:40.719594,"(14.0, 19.5, 17.5)","(19.0, 38.0, 24.642857142857142)","(3.0, 4.9, 4.685714285714286)","(8.5, 13.5, 12.558823529411764)","(4.6, 6.2, 5.475471698113208)","(4.2, 6.0, 5.416666666666666)","(4.8, 4.8, 4.684210526315789)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:41.907841,"(14.0, 19.5, 17.5)","(19.0, 38.0, 24.642857142857142)","(3.0, 4.9, 4.75)","(8.5, 13.5, 14.2)","(4.6, 6.2, 5.488888888888889)","(4.2, 6.0, 5.358333333333333)","(4.8, 4.8, 4.663414634146341)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:43.484082,"(14.0, 26.0, 25.192307692307693)","(18.0, 38.0, 24.642857142857142)","(3.1, 5.1, 4.6)","(8.5, 14.5, 14.2)","(4.6, 6.2, 5.25)","(4.2, 5.9, 5.206666666666667)","(4.6, 4.8, 4.663414634146341)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:45.081035,"(14.0, 26.0, 20.97826086956522)","(18.0, 38.0, 24.642857142857142)","(3.1, 4.8, 4.6)","(8.5, 14.5, 14.2)","(4.6, 6.0, 5.289473684210526)","(4.2, 5.9, 5.358333333333333)","(4.6, 4.8, 4.684210526315789)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:46.386762,"(14.0, 26.0, 20.97826086956522)","(18.0, 38.0, 24.642857142857142)","(3.1, 4.8, 4.6)","(8.5, 14.5, 14.2)","(4.6, 6.0, 5.463636363636364)","(4.2, 5.9, 5.358333333333333)","(4.6, 4.8, 4.59375)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:47.657237,"(14.0, 23.0, 21.5)","(18.0, 38.0, 24.642857142857142)","(3.1, 4.8, 4.6)","(8.5, 14.5, 14.2)","(4.6, 5.9, 5.1909090909090905)","(4.2, 5.9, 5.358333333333333)","(4.6, 4.8, 4.59375)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:48.939929,"(14.0, 23.0, 19.25)","(18.0, 38.0, 24.642857142857142)","(3.1, 4.8, 4.983333333333333)","(8.5, 14.5, 14.2)","(4.6, 5.9, 5.1909090909090905)","(4.2, 5.9, 5.416666666666666)","(4.6, 4.8, 4.59375)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:50.155655,"(14.0, 23.0, 19.25)","(18.0, 38.0, 24.642857142857142)","(3.1, 5.1, 4.983333333333333)","(8.5, 14.5, 14.2)","(4.6, 5.9, 5.246153846153846)","(4.2, 6.0, 5.253333333333333)","(4.6, 4.8, 4.59375)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:51.395850,"(14.0, 23.0, 19.25)","(18.0, 38.0, 23.217391304347828)","(3.1, 4.9, 4.622222222222223)","(8.5, 14.5, 14.2)","(4.6, 5.8, 5.333333333333333)","(4.2, 6.0, 5.253333333333333)","(4.6, 4.8, 4.59375)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:52.722328,"(14.0, 23.0, 17.428571428571427)","(18.0, 38.0, 28.5)","(3.1, 4.9, 4.622222222222223)","(8.5, 14.5, 14.2)","(4.6, 5.8, 5.199999999999999)","(4.2, 6.0, 5.253333333333333)","(4.6, 4.8, 4.59375)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:54.086780,"(14.0, 22.0, 19.03846153846154)","(18.0, 36.0, 26.0)","(3.1, 4.9, 4.622222222222223)","(8.5, 14.5, 14.2)","(4.6, 5.8, 5.199999999999999)","(4.2, 6.0, 5.253333333333333)","(4.6, 4.8, 4.59375)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:55.431596,"(14.0, 22.0, 18.15)","(18.0, 36.0, 26.0)","(3.1, 4.9, 4.622222222222223)","(8.5, 14.5, 14.2)","(4.6, 5.8, 5.199999999999999)","(4.2, 6.0, 5.58)","(4.6, 4.8, 4.59375)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:56.761591,"(14.0, 22.0, 17.470588235294116)","(18.0, 36.0, 23.647058823529413)","(3.1, 4.9, 4.5777777777777775)","(8.5, 14.5, 14.2)","(4.6, 5.8, 5.276470588235294)","(4.2, 6.0, 5.358333333333333)","(4.6, 4.8, 4.59375)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:58.104872,"(14.0, 22.0, 17.470588235294116)","(18.0, 36.0, 23.647058823529413)","(3.1, 4.8, 4.5777777777777775)","(8.5, 14.5, 13.1875)","(4.6, 5.7, 5.185714285714285)","(4.2, 5.9, 5.358333333333333)","(4.6, 4.8, 4.605882352941176)","(21.0, 40.0, 35.8)"
04-01-2023 13:23:59.404554,"(14.0, 22.0, 17.470588235294116)","(18.0, 36.0, 23.647058823529413)","(3.1, 4.8, 4.5777777777777775)","(8.5, 14.5, 13.1875)","(4.6, 5.7, 5.19375)","(4.2, 5.9, 5.358333333333333)","(4.6, 4.8, 4.605882352941176)","(21.0, 40.0, 34.0)"
04-01-2023 13:24:00.611615,"(14.0, 21.0, 18.1875)","(18.0, 36.0, 23.647058823529413)","(3.1, 4.8, 4.5777777777777775)","(8.5, 14.5, 13.1875)","(4.6, 5.7, 5.19375)","(4.2, 5.9, 5.358333333333333)","(4.6, 4.8, 4.605882352941176)","(21.0, 40.0, 34.0)"
