,Scotch And Coke,Whisky Ninja,Tobys Snag,Planet Ruler,Excavator Ticket,Dr Spokes,Dr Delana,My Girl Whizbang
10-01-2023 19:30:11.382164,"(6.0, 9.2, 8.866666666666665)","(6.5, 8.6, 8.327272727272726)","(3.6, 4.5, 4.390909090909091)","(3.8, 4.1, 4.024242424242424)","(13.0, 21.0, 20.130434782608695)","(11.0, 18.5, 19.545454545454547)","(4.4, 5.8, 5.752941176470588)","(41.0, 130.0, 124.54545454545455)"
10-01-2023 19:30:12.773687,"(6.0, 9.2, 8.911999999999999)","(6.5, 8.6, 8.327272727272726)","(3.6, 4.5, 4.423809523809524)","(3.8, 4.1, 4.024242424242424)","(13.0, 21.0, 20.130434782608695)","(11.0, 20.0, 19.3)","(4.4, 5.8, 5.752941176470588)","(41.0, 130.0, 124.54545454545455)"
10-01-2023 19:30:14.553508,"(6.0, 9.0, 8.76923076923077)","(6.5, 8.6, 8.390697674418604)","(3.6, 4.5, 4.423809523809524)","(3.8, 4.1, 4.047916666666667)","(13.0, 21.0, 19.545454545454547)","(11.0, 20.0, 19.3)","(4.4, 5.8, 5.752941176470588)","(41.0, 130.0, 124.54545454545455)"
10-01-2023 19:30:16.231023,"(6.0, 9.0, 8.76923076923077)","(6.5, 8.6, 8.390697674418604)","(3.6, 4.5, 4.423809523809524)","(3.8, 4.1, 4.067647058823529)","(13.0, 21.0, 19.545454545454547)","(11.0, 20.0, 18.727272727272727)","(4.4, 5.8, 5.763636363636364)","(41.0, 130.0, 124.85714285714286)"
10-01-2023 19:30:17.418285,"(6.0, 9.0, 8.76923076923077)","(6.5, 8.6, 8.390697674418604)","(3.6, 4.5, 4.448387096774193)","(3.8, 4.1, 4.062068965517241)","(13.0, 21.0, 19.545454545454547)","(11.0, 20.0, 19.0)","(4.4, 5.8, 5.763636363636364)","(41.0, 130.0, 124.85714285714286)"
10-01-2023 19:30:18.686289,"(6.0, 9.0, 8.76923076923077)","(6.5, 8.6, 8.390697674418604)","(3.6, 4.5, 4.396774193548387)","(3.8, 4.1, 4.062068965517241)","(13.0, 21.0, 19.545454545454547)","(11.0, 20.0, 19.0)","(4.4, 5.8, 5.763636363636364)","(41.0, 130.0, 124.85714285714286)"
10-01-2023 19:30:19.938000,"(6.0, 9.0, 8.76923076923077)","(6.5, 8.6, 8.52093023255814)","(3.6, 4.5, 4.423809523809524)","(3.8, 4.1, 4.062068965517241)","(13.0, 21.0, 19.545454545454547)","(11.0, 20.0, 19.2)","(4.4, 5.8, 5.763636363636364)","(41.0, 130.0, 124.85714285714286)"
10-01-2023 19:30:21.294053,"(6.0, 9.0, 8.72)","(6.5, 8.8, 8.466666666666667)","(3.6, 4.5, 4.430434782608695)","(3.8, 4.1, 4.0476190476190474)","(13.0, 21.0, 19.5)","(11.0, 20.0, 19.285714285714285)","(4.4, 5.8, 5.757894736842105)","(41.0, 130.0, 124.50704225352112)"
10-01-2023 19:30:22.490898,"(6.0, 8.8, 8.620689655172415)","(6.5, 8.6, 8.466666666666667)","(3.6, 4.5, 4.430434782608695)","(3.8, 4.1, 4.026666666666666)","(13.0, 20.0, 19.5)","(11.0, 20.0, 19.473684210526315)","(4.4, 5.8, 5.757894736842105)","(41.0, 130.0, 124.54545454545455)"
10-01-2023 19:30:23.608241,"(6.0, 8.8, 8.620689655172415)","(6.5, 8.8, 8.644444444444446)","(3.6, 4.5, 4.430434782608695)","(3.8, 4.1, 4.026666666666666)","(13.0, 20.0, 19.5)","(11.0, 20.0, 18.846153846153847)","(4.4, 5.8, 5.757894736842105)","(41.0, 130.0, 124.54545454545455)"
10-01-2023 19:30:24.836886,"(6.0, 8.8, 8.606451612903227)","(6.5, 8.8, 8.644444444444446)","(3.7, 4.5, 4.430434782608695)","(3.7, 4.1, 4.026666666666666)","(13.0, 20.0, 19.5)","(11.0, 20.0, 19.375)","(4.4, 5.8, 5.757894736842105)","(41.0, 130.0, 128.42105263157896)"
10-01-2023 19:30:26.150475,"(6.0, 8.8, 8.666666666666668)","(6.5, 8.8, 8.600000000000001)","(3.7, 4.5, 4.430434782608695)","(3.7, 4.1, 4.022222222222222)","(13.0, 20.0, 19.5)","(11.0, 20.0, 19.375)","(4.4, 5.8, 5.757894736842105)","(41.0, 130.0, 128.42105263157896)"
10-01-2023 19:30:27.378609,"(6.0, 8.8, 8.666666666666668)","(6.5, 8.8, 8.600000000000001)","(3.7, 4.5, 4.411111111111111)","(3.7, 4.1, 4.022222222222222)","(13.0, 20.0, 19.555555555555557)","(11.0, 20.0, 19.375)","(4.4, 5.8, 5.763636363636364)","(41.0, 130.0, 128.42105263157896)"
10-01-2023 19:30:28.751448,"(6.0, 8.8, 8.673684210526316)","(6.5, 8.8, 8.715789473684211)","(3.7, 4.5, 4.411111111111111)","(3.7, 4.1, 4.022222222222222)","(13.0, 20.0, 19.555555555555557)","(11.0, 20.0, 19.375)","(4.4, 5.8, 5.763636363636364)","(41.0, 130.0, 128.42105263157896)"
10-01-2023 19:30:29.914868,"(6.0, 8.8, 8.673684210526316)","(6.5, 8.8, 8.715789473684211)","(3.7, 4.5, 4.411111111111111)","(3.7, 4.1, 4.02)","(13.0, 20.0, 19.555555555555557)","(11.0, 20.0, 19.558823529411764)","(4.4, 5.8, 5.76)","(41.0, 130.0, 128.42105263157896)"
10-01-2023 19:30:31.085325,"(6.0, 9.0, 8.944444444444445)","(6.5, 8.8, 8.75)","(3.7, 4.5, 4.411111111111111)","(3.7, 4.1, 4.036363636363636)","(13.0, 20.0, 19.555555555555557)","(11.0, 20.0, 19.558823529411764)","(4.4, 5.8, 5.763636363636364)","(41.0, 130.0, 128.42105263157896)"
10-01-2023 19:30:32.320718,"(6.0, 9.0, 8.833333333333334)","(6.5, 8.8, 8.104761904761904)","(3.7, 4.5, 4.411111111111111)","(3.7, 4.1, 4.036363636363636)","(13.0, 20.0, 19.5)","(11.0, 20.0, 19.333333333333332)","(4.4, 5.8, 5.793333333333334)","(41.0, 130.0, 128.42105263157896)"
10-01-2023 19:30:33.368344,"(6.0, 9.0, 8.857142857142858)","(6.5, 8.2, 8.104761904761904)","(3.7, 4.5, 4.411111111111111)","(3.7, 4.1, 4.036363636363636)","(13.0, 21.0, 19.5)","(11.0, 20.0, 19.4)","(4.4, 5.9, 5.9)","(41.0, 130.0, 126.25)"
10-01-2023 19:30:34.421097,"(6.0, 9.2, 8.639999999999999)","(6.5, 8.2, 8.078260869565216)","(3.7, 4.5, 4.430434782608695)","(3.7, 4.1, 4.079629629629629)","(13.0, 21.0, 19.5)","(11.0, 20.0, 19.7)","(4.4, 6.0, 5.905263157894737)","(41.0, 130.0, 126.25)"
10-01-2023 19:30:35.548952,"(6.0, 9.2, 8.639999999999999)","(6.5, 8.2, 8.078260869565216)","(3.7, 4.5, 4.411111111111111)","(3.7, 4.1, 4.091489361702127)","(13.0, 21.0, 19.5)","(11.0, 20.0, 19.88888888888889)","(4.4, 6.0, 5.9)","(41.0, 130.0, 126.25)"
10-01-2023 19:30:36.644769,"(6.0, 9.2, 8.639999999999999)","(6.5, 8.2, 8.1)","(3.7, 4.5, 4.411111111111111)","(3.7, 4.1, 4.167567567567567)","(13.0, 21.0, 18.375)","(11.0, 20.0, 21.5)","(4.4, 6.0, 5.933333333333334)","(41.0, 130.0, 126.25)"
10-01-2023 19:30:37.711764,"(6.0, 8.8, 8.694736842105264)","(6.5, 8.2, 8.088)","(3.7, 4.5, 4.390909090909091)","(3.7, 4.2, 4.176923076923077)","(13.0, 18.5, 16.884615384615383)","(11.0, 22.0, 20.75)","(4.4, 6.0, 5.933333333333334)","(41.0, 130.0, 126.25)"
10-01-2023 19:30:38.828568,"(6.0, 8.8, 8.666666666666668)","(6.5, 8.2, 8.142857142857142)","(3.7, 4.5, 4.3933333333333335)","(3.7, 4.2, 4.176923076923077)","(13.0, 17.0, 16.923076923076923)","(11.0, 22.0, 20.5)","(4.4, 6.0, 5.933333333333334)","(41.0, 130.0, 126.25)"
10-01-2023 19:30:39.812095,"(6.0, 8.8, 8.666666666666668)","(6.5, 8.2, 8.142857142857142)","(3.7, 4.5, 4.3933333333333335)","(3.7, 4.2, 4.176923076923077)","(13.0, 17.0, 16.9)","(11.0, 22.0, 21.36842105263158)","(4.4, 6.0, 5.935483870967742)","(41.0, 130.0, 126.25)"
10-01-2023 19:30:40.809107,"(6.0, 8.8, 8.666666666666668)","(6.5, 8.2, 8.142857142857142)","(3.7, 4.5, 4.3933333333333335)","(3.7, 4.2, 4.185714285714286)","(13.0, 17.0, 16.9)","(11.0, 22.0, 21.36842105263158)","(4.4, 6.0, 5.944444444444445)","(41.0, 130.0, 126.25)"
10-01-2023 19:30:41.827447,"(6.0, 8.8, 8.666666666666668)","(6.5, 8.2, 8.142857142857142)","(3.7, 4.5, 4.3933333333333335)","(3.7, 4.2, 4.185294117647059)","(13.0, 17.0, 16.9)","(11.0, 22.0, 21.586206896551722)","(4.4, 6.0, 5.944444444444445)","(41.0, 130.0, 126.25)"
10-01-2023 19:30:42.846584,"(6.0, 8.8, 8.68)","(6.5, 8.2, 8.142857142857142)","(3.7, 4.5, 4.376190476190476)","(3.7, 4.2, 4.170588235294118)","(13.0, 17.0, 16.9)","(11.0, 22.0, 21.586206896551722)","(4.4, 6.0, 5.944444444444445)","(41.0, 130.0, 126.25)"
10-01-2023 19:30:43.879373,"(6.0, 8.8, 8.68)","(6.5, 8.2, 8.142857142857142)","(3.7, 4.5, 4.376190476190476)","(3.7, 4.2, 4.1375)","(13.0, 17.0, 16.9)","(11.0, 22.0, 21.586206896551722)","(4.4, 6.0, 5.944444444444445)","(41.0, 130.0, 126.25)"
10-01-2023 19:30:44.920453,"(6.0, 8.8, 8.678260869565218)","(6.5, 8.4, 8.333333333333334)","(3.7, 4.5, 4.376190476190476)","(3.7, 4.2, 4.147368421052632)","(13.0, 17.0, 16.72222222222222)","(11.0, 22.0, 21.586206896551722)","(4.4, 6.0, 5.944444444444445)","(41.0, 130.0, 123.57142857142857)"
10-01-2023 19:30:45.962044,"(6.0, 8.8, 8.666666666666668)","(6.5, 8.8, 8.444444444444445)","(3.7, 4.5, 4.394117647058823)","(3.7, 4.2, 4.142857142857143)","(13.0, 17.0, 16.82758620689655)","(11.0, 22.0, 21.586206896551722)","(4.4, 6.0, 5.928571428571429)","(41.0, 130.0, 123.57142857142857)"
10-01-2023 19:30:47.013469,"(6.0, 8.8, 8.683333333333334)","(6.5, 8.8, 8.48)","(3.7, 4.5, 4.376190476190476)","(3.7, 4.2, 4.081818181818181)","(13.0, 15.5, 15.75)","(11.0, 22.0, 21.703703703703702)","(4.4, 6.0, 6.057142857142857)","(41.0, 130.0, 123.57142857142857)"
10-01-2023 19:30:48.063111,"(6.0, 8.8, 8.683333333333334)","(6.5, 8.8, 8.571428571428571)","(3.7, 4.5, 4.376190476190476)","(3.7, 4.1, 4.081818181818181)","(13.0, 17.0, 16.4)","(11.0, 22.0, 21.90909090909091)","(4.4, 6.2, 6.057142857142857)","(41.0, 130.0, 123.57142857142857)"
10-01-2023 19:30:49.061808,"(6.0, 8.8, 8.545454545454547)","(6.5, 8.8, 8.571428571428571)","(3.7, 4.5, 4.37)","(3.7, 4.1, 4.046428571428571)","(13.0, 16.5, 15.5)","(11.0, 22.0, 21.90909090909091)","(4.4, 6.2, 6.057142857142857)","(41.0, 130.0, 123.57142857142857)"
10-01-2023 19:30:50.080399,"(6.0, 8.8, 8.506666666666668)","(6.5, 8.8, 8.55)","(3.7, 4.5, 4.37)","(3.7, 4.1, 4.011764705882353)","(13.0, 16.5, 15.75)","(11.0, 22.0, 23.22222222222222)","(4.4, 6.2, 6.047058823529412)","(41.0, 130.0, 123.57142857142857)"
10-01-2023 19:30:51.116209,"(6.0, 8.8, 8.545454545454547)","(6.5, 8.8, 8.50909090909091)","(3.7, 4.5, 4.358333333333333)","(3.7, 4.1, 3.983333333333333)","(13.0, 16.5, 16.0)","(11.0, 24.0, 23.22222222222222)","(4.4, 6.2, 6.047058823529412)","(41.0, 130.0, 123.57142857142857)"
10-01-2023 19:30:52.195488,"(6.0, 8.8, 8.545454545454547)","(6.5, 8.8, 8.622222222222224)","(3.7, 4.5, 4.407692307692308)","(3.7, 4.1, 3.983333333333333)","(13.0, 16.5, 16.0)","(11.0, 24.0, 23.22222222222222)","(4.4, 6.2, 6.047058823529412)","(41.0, 130.0, 123.57142857142857)"
10-01-2023 19:30:53.182652,"(6.0, 8.8, 8.545454545454547)","(6.5, 8.8, 8.622222222222224)","(3.7, 4.5, 4.414285714285715)","(3.7, 4.1, 3.974074074074074)","(13.0, 16.5, 15.6)","(11.0, 24.0, 23.0)","(4.4, 6.2, 6.047058823529412)","(41.0, 130.0, 123.57142857142857)"
10-01-2023 19:30:54.255556,"(6.0, 8.6, 8.573333333333332)","(6.5, 8.8, 8.622222222222224)","(3.7, 4.5, 4.414285714285715)","(3.7, 4.1, 3.974074074074074)","(13.0, 16.5, 15.96)","(11.0, 24.0, 23.0)","(4.4, 6.2, 6.047058823529412)","(41.0, 130.0, 123.57142857142857)"
10-01-2023 19:30:55.210638,"(6.0, 8.6, 8.5)","(6.5, 8.8, 8.622222222222224)","(3.7, 4.5, 4.447368421052632)","(3.7, 4.1, 3.974074074074074)","(13.0, 16.5, 16.0)","(11.0, 24.0, 23.0)","(4.4, 6.2, 6.086956521739131)","(41.0, 130.0, 123.57142857142857)"
10-01-2023 19:30:56.246980,"(6.0, 8.8, 8.600000000000001)","(6.5, 8.8, 8.622222222222224)","(3.7, 4.5, 4.447368421052632)","(3.7, 3.95, 3.9375)","(13.0, 16.5, 15.777777777777779)","(11.0, 24.0, 23.0)","(4.4, 6.2, 6.086956521739131)","(41.0, 130.0, 123.57142857142857)"
10-01-2023 19:30:57.284197,"(6.0, 8.8, 8.514285714285714)","(6.5, 8.8, 8.622222222222224)","(3.7, 4.5, 4.447368421052632)","(3.7, 3.95, 3.9375)","(13.0, 16.0, 15.8)","(11.0, 24.0, 22.846153846153847)","(4.4, 6.2, 6.086956521739131)","(41.0, 130.0, 123.57142857142857)"
10-01-2023 19:30:58.318164,"(6.0, 8.8, 8.514285714285714)","(6.5, 8.8, 8.622222222222224)","(3.7, 4.5, 4.475)","(3.7, 3.95, 3.9375)","(13.0, 16.0, 15.8)","(11.0, 24.0, 22.846153846153847)","(4.4, 6.2, 6.086956521739131)","(41.0, 130.0, 123.57142857142857)"
10-01-2023 19:30:59.313481,"(6.0, 8.8, 8.472727272727273)","(6.5, 8.8, 8.622222222222224)","(3.7, 4.5, 4.475)","(3.7, 3.95, 3.9375)","(13.0, 16.0, 15.615384615384615)","(11.0, 24.0, 22.846153846153847)","(4.4, 6.2, 6.12)","(41.0, 130.0, 123.57142857142857)"
10-01-2023 19:31:00.446163,"(6.0, 8.6, 8.555555555555555)","(6.5, 8.8, 8.622222222222224)","(3.7, 4.5, 4.475)","(3.7, 3.95, 3.8833333333333333)","(13.0, 16.0, 15.615384615384615)","(11.0, 24.0, 22.846153846153847)","(4.4, 6.2, 6.15)","(41.0, 130.0, 123.57142857142857)"
10-01-2023 19:31:01.508401,"(6.0, 8.8, 8.542857142857143)","(6.5, 8.8, 8.64)","(3.7, 4.5, 4.473333333333334)","(3.7, 3.9, 3.895833333333333)","(13.0, 16.0, 15.615384615384615)","(11.0, 24.0, 22.846153846153847)","(4.4, 6.2, 6.095454545454546)","(41.0, 130.0, 123.57142857142857)"
10-01-2023 19:31:02.542074,"(6.0, 8.8, 8.575)","(6.5, 8.8, 8.64)","(3.7, 4.5, 4.475)","(3.7, 3.9, 3.8874999999999997)","(13.0, 16.0, 15.615384615384615)","(11.0, 24.0, 22.846153846153847)","(4.4, 6.2, 6.091304347826087)","(41.0, 130.0, 123.57142857142857)"
10-01-2023 19:31:03.574981,"(6.0, 8.8, 8.68)","(6.5, 8.8, 8.64)","(3.7, 4.6, 4.451612903225807)","(3.7, 3.9, 3.8874999999999997)","(13.0, 16.0, 15.615384615384615)","(11.0, 24.0, 22.846153846153847)","(4.4, 6.2, 6.083720930232558)","(41.0, 130.0, 123.57142857142857)"
10-01-2023 19:31:04.550919,"(6.0, 8.8, 8.569230769230769)","(6.5, 8.8, 8.666666666666668)","(3.7, 4.6, 4.451612903225807)","(3.7, 3.9, 3.8874999999999997)","(13.0, 16.0, 15.615384615384615)","(11.0, 24.0, 22.846153846153847)","(4.4, 6.2, 6.083720930232558)","(41.0, 130.0, 123.57142857142857)"
10-01-2023 19:31:05.533039,"(6.0, 8.8, 8.569230769230769)","(6.5, 8.8, 8.666666666666668)","(3.7, 4.6, 4.484210526315789)","(3.7, 3.9, 3.8874999999999997)","(13.0, 16.0, 15.615384615384615)","(11.0, 24.0, 22.565217391304348)","(4.4, 6.2, 6.083720930232558)","(41.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:06.527279,"(6.0, 8.8, 8.569230769230769)","(6.5, 8.8, 8.666666666666668)","(3.7, 4.6, 4.484210526315789)","(3.7, 3.9, 3.885)","(13.0, 16.0, 15.285714285714286)","(11.0, 24.0, 22.565217391304348)","(4.4, 6.2, 6.2)","(41.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:07.572985,"(6.0, 8.8, 8.6)","(6.5, 8.8, 8.600000000000001)","(3.7, 4.6, 4.484210526315789)","(3.7, 3.9, 3.8775)","(13.0, 16.0, 15.142857142857142)","(11.0, 24.0, 22.565217391304348)","(4.4, 6.4, 6.24)","(41.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:08.617992,"(6.0, 8.8, 8.725000000000001)","(6.5, 8.8, 8.581818181818182)","(3.7, 4.5, 4.41875)","(3.7, 3.9, 3.8863636363636362)","(13.0, 16.0, 14.941176470588236)","(11.0, 24.0, 22.565217391304348)","(4.4, 6.4, 6.24)","(41.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:09.728059,"(6.0, 8.8, 8.6)","(6.5, 8.8, 8.600000000000001)","(3.7, 4.5, 4.41875)","(3.7, 3.9, 3.8863636363636362)","(13.0, 16.0, 15.052631578947368)","(11.0, 24.0, 22.565217391304348)","(4.4, 6.4, 6.312)","(41.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:10.806565,"(6.0, 8.6, 8.54)","(6.5, 8.8, 8.600000000000001)","(3.7, 4.5, 4.44)","(3.7, 3.9, 3.8863636363636362)","(13.0, 16.0, 15.052631578947368)","(11.0, 24.0, 22.151515151515152)","(4.4, 6.4, 6.321428571428572)","(41.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:11.879929,"(6.0, 8.6, 8.5)","(6.5, 8.8, 8.600000000000001)","(3.7, 4.5, 4.463157894736843)","(3.7, 3.9, 3.8499999999999996)","(13.0, 16.0, 14.615384615384615)","(11.0, 23.0, 22.096774193548388)","(4.4, 6.4, 6.347826086956522)","(41.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:12.977641,"(6.0, 8.6, 8.458823529411765)","(6.5, 8.8, 8.600000000000001)","(3.7, 4.6, 4.466666666666667)","(3.7, 3.9, 3.9416666666666664)","(13.0, 16.0, 14.153846153846153)","(11.0, 23.0, 18.25)","(4.4, 6.4, 6.331034482758621)","(51.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:14.011857,"(6.5, 8.6, 8.399999999999999)","(6.5, 8.8, 8.581818181818182)","(3.6, 4.6, 4.491666666666667)","(3.4, 4.0, 3.975)","(13.0, 16.0, 14.153846153846153)","(13.0, 18.5, 19.53846153846154)","(4.6, 6.4, 6.3375)","(51.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:15.093290,"(6.5, 8.6, 8.466666666666667)","(6.5, 8.8, 8.581818181818182)","(3.6, 4.6, 4.455)","(3.4, 4.0, 3.975)","(13.0, 16.0, 14.142857142857142)","(13.0, 20.0, 19.666666666666668)","(4.6, 6.4, 6.3375)","(51.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:16.172113,"(6.5, 8.6, 8.542857142857143)","(6.5, 8.8, 8.581818181818182)","(3.6, 4.5, 4.44375)","(3.4, 4.0, 3.975)","(13.0, 16.0, 15.0)","(13.0, 21.0, 20.0)","(4.6, 6.4, 6.335483870967742)","(51.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:17.280360,"(6.5, 8.6, 8.5)","(6.5, 8.8, 8.581818181818182)","(3.6, 4.5, 4.427777777777778)","(3.4, 4.0, 3.96)","(13.0, 15.5, 14.666666666666666)","(13.0, 21.0, 20.0)","(4.6, 6.4, 6.361538461538462)","(51.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:18.472221,"(6.5, 8.6, 8.52)","(6.5, 8.8, 8.581818181818182)","(3.6, 4.5, 4.427777777777778)","(3.4, 4.0, 3.976470588235294)","(13.0, 15.5, 14.804347826086957)","(13.0, 21.0, 20.0)","(4.6, 6.4, 6.361538461538462)","(51.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:19.625699,"(6.5, 8.6, 8.542857142857143)","(6.5, 8.8, 8.581818181818182)","(3.6, 4.5, 4.427777777777778)","(3.4, 4.0, 3.976470588235294)","(13.0, 15.5, 14.804347826086957)","(13.0, 21.0, 19.727272727272727)","(4.6, 6.4, 6.3517241379310345)","(51.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:20.728860,"(6.5, 8.6, 8.542857142857143)","(6.5, 8.8, 8.44)","(3.6, 4.5, 4.427777777777778)","(3.4, 4.0, 3.976470588235294)","(13.0, 15.5, 14.804347826086957)","(13.0, 20.0, 20.043478260869566)","(4.6, 6.4, 6.357142857142858)","(51.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:21.872296,"(6.5, 8.6, 8.563636363636363)","(6.5, 8.6, 8.411764705882353)","(3.6, 4.5, 4.404347826086957)","(3.4, 4.0, 3.976470588235294)","(13.0, 15.5, 14.727272727272727)","(13.0, 21.0, 20.043478260869566)","(4.6, 6.4, 6.36923076923077)","(51.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:23.035634,"(6.5, 8.6, 8.563636363636363)","(6.5, 8.6, 8.411764705882353)","(3.6, 4.6, 4.48)","(3.4, 4.0, 3.976470588235294)","(13.0, 15.0, 13.78125)","(13.0, 21.0, 20.043478260869566)","(4.6, 6.4, 6.362962962962963)","(51.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:24.131751,"(6.5, 8.6, 8.563636363636363)","(6.5, 8.6, 8.411764705882353)","(3.6, 4.6, 4.48)","(3.4, 4.0, 3.976470588235294)","(13.0, 15.0, 14.25)","(13.0, 21.0, 20.043478260869566)","(4.6, 6.4, 6.362962962962963)","(51.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:25.226798,"(6.5, 8.6, 8.563636363636363)","(6.5, 8.6, 8.386666666666667)","(3.6, 4.6, 4.492857142857143)","(3.4, 4.0, 3.976923076923077)","(13.0, 14.5, 14.25)","(13.0, 21.0, 20.083333333333332)","(4.6, 6.4, 6.362962962962963)","(51.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:26.307232,"(6.5, 7.8, 7.621487603305785)","(6.5, 8.6, 8.386666666666667)","(3.6, 4.6, 4.536842105263158)","(3.4, 4.0, 4.015625)","(13.0, 14.5, 13.78125)","(13.0, 21.0, 19.928571428571427)","(4.6, 6.4, 6.56551724137931)","(51.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:27.396185,"(6.5, 7.8, 7.619047619047619)","(6.5, 8.4, 8.288888888888888)","(3.6, 4.6, 4.536842105263158)","(3.4, 4.1, 4.05)","(13.0, 15.0, 13.78125)","(13.0, 21.0, 20.210526315789473)","(4.6, 6.8, 6.536)","(51.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:28.520198,"(6.5, 7.8, 7.637142857142857)","(6.5, 8.4, 8.306666666666667)","(3.6, 4.6, 4.536842105263158)","(3.4, 4.1, 4.054545454545455)","(13.0, 15.0, 13.928571428571429)","(13.0, 21.0, 20.210526315789473)","(4.6, 6.6, 6.523809523809524)","(51.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:29.618766,"(6.5, 7.8, 7.637142857142857)","(6.5, 8.6, 8.306666666666667)","(3.6, 4.6, 4.536842105263158)","(3.4, 4.1, 4.036363636363636)","(13.0, 14.5, 13.8)","(13.0, 21.0, 20.25)","(4.4, 6.6, 6.485714285714286)","(51.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:30.735701,"(6.5, 7.8, 7.637142857142857)","(6.5, 8.6, 8.399999999999999)","(3.6, 4.6, 4.536842105263158)","(3.4, 4.1, 4.044444444444444)","(13.0, 14.5, 13.772727272727273)","(13.0, 21.0, 20.25)","(4.4, 6.6, 6.435294117647059)","(51.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:31.869464,"(6.5, 7.8, 7.637142857142857)","(6.5, 8.6, 8.399999999999999)","(3.6, 4.6, 4.536842105263158)","(3.4, 4.1, 4.044444444444444)","(13.0, 14.5, 13.8)","(13.0, 21.0, 20.325)","(4.2, 6.6, 6.485714285714286)","(51.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:32.975514,"(6.5, 7.8, 7.623529411764705)","(6.5, 8.6, 8.399999999999999)","(3.6, 4.6, 4.536842105263158)","(3.4, 4.1, 3.975)","(13.0, 14.5, 14.705882352941176)","(13.0, 21.0, 22.571428571428573)","(4.2, 6.6, 6.4222222222222225)","(51.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:34.111820,"(6.5, 7.8, 7.602898550724637)","(6.5, 8.6, 8.299999999999999)","(3.6, 4.6, 4.5)","(3.4, 4.1, 4.011764705882353)","(13.0, 15.0, 14.705882352941176)","(13.0, 23.0, 22.466666666666665)","(4.2, 6.6, 6.3538461538461535)","(51.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:35.216711,"(6.5, 7.8, 7.602898550724637)","(6.5, 8.6, 8.323076923076922)","(3.6, 4.6, 4.5)","(3.4, 4.1, 4.011764705882353)","(13.0, 15.0, 14.764705882352942)","(13.0, 23.0, 22.22222222222222)","(4.2, 6.6, 6.3)","(51.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:36.315434,"(6.5, 7.8, 7.602985074626865)","(6.5, 8.4, 8.36)","(3.6, 4.6, 4.5)","(3.4, 4.1, 4.002173913043478)","(13.0, 15.0, 14.733333333333333)","(13.0, 23.0, 22.176470588235293)","(4.2, 6.6, 6.28421052631579)","(51.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:37.387503,"(6.5, 7.8, 7.615384615384615)","(6.5, 8.4, 8.36)","(3.6, 4.6, 4.53)","(3.4, 4.1, 4.002173913043478)","(13.0, 15.0, 14.583333333333334)","(13.0, 23.0, 22.0)","(4.2, 6.6, 6.321951219512195)","(51.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:38.437665,"(6.5, 8.4, 8.294117647058822)","(6.5, 8.4, 8.36)","(3.6, 4.6, 4.514285714285714)","(3.4, 4.1, 3.9676470588235295)","(13.0, 15.0, 14.466666666666667)","(13.0, 23.0, 20.863636363636363)","(4.2, 6.4, 6.308571428571429)","(51.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:39.508371,"(6.5, 8.2, 8.186666666666666)","(6.5, 8.4, 8.288888888888888)","(3.6, 4.6, 4.514285714285714)","(3.4, 4.1, 3.9676470588235295)","(13.0, 15.0, 14.466666666666667)","(13.0, 22.0, 21.0)","(4.2, 6.4, 6.308571428571429)","(51.0, 130.0, 114.34782608695652)"
10-01-2023 19:31:40.600407,"(6.5, 8.4, 8.207407407407407)","(6.5, 8.4, 8.288888888888888)","(3.6, 4.6, 4.533333333333333)","(3.4, 4.1, 3.9676470588235295)","(13.0, 15.0, 14.411764705882353)","(13.0, 22.0, 20.166666666666668)","(4.2, 6.4, 6.308571428571429)","(51.0, 130.0, 114.34782608695652)"
