,Peak Contributer,Battle Award,Bin Chicken,Coudreau,Hello Carol,Howling Victory,Lambeau Leap,Little Complicated,Sherman,Trianon
08-01-2023 12:55:54.133974,"(3.7, 5.4, 4.8)","(12.0, 18.5, 16.833333333333332)","(101.0, 180.0, 123.33333333333333)","(5.0, 7.6, 6.55)","(10.0, 20.0, 14.857142857142858)","(2.3, 2.8, 2.6223076923076922)","(101.0, 220.0, 157.5)","(101.0, 220.0, 212.0)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.685714285714287)"
08-01-2023 12:55:55.693591,"(3.7, 5.4, 4.8)","(12.0, 18.5, 16.833333333333332)","(101.0, 180.0, 123.33333333333333)","(5.0, 7.6, 6.55)","(10.0, 20.0, 14.857142857142858)","(2.3, 2.8, 2.6223076923076922)","(101.0, 220.0, 157.5)","(101.0, 220.0, 212.0)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.685714285714287)"
08-01-2023 12:55:57.177781,"(3.7, 5.4, 4.8)","(12.0, 18.5, 16.833333333333332)","(101.0, 180.0, 123.33333333333333)","(5.0, 7.6, 6.55)","(10.0, 20.0, 14.857142857142858)","(2.3, 2.8, 2.6223076923076922)","(101.0, 220.0, 157.5)","(101.0, 220.0, 212.0)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.685714285714287)"
08-01-2023 12:55:58.577505,"(3.7, 5.4, 4.8)","(12.0, 18.5, 16.833333333333332)","(101.0, 180.0, 123.33333333333333)","(5.0, 7.6, 6.55)","(10.0, 20.0, 14.857142857142858)","(2.3, 2.8, 2.6223076923076922)","(101.0, 220.0, 157.5)","(101.0, 220.0, 212.0)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.685714285714287)"
08-01-2023 12:55:59.885647,"(3.7, 5.4, 4.8)","(12.0, 18.5, 16.833333333333332)","(101.0, 180.0, 123.33333333333333)","(5.0, 7.6, 6.55)","(10.0, 20.0, 14.857142857142858)","(2.3, 2.8, 2.6223076923076922)","(101.0, 220.0, 157.5)","(101.0, 220.0, 212.0)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.685714285714287)"
08-01-2023 12:56:01.227389,"(3.7, 5.4, 4.8)","(12.0, 18.5, 16.833333333333332)","(101.0, 180.0, 123.33333333333333)","(5.0, 7.6, 6.55)","(10.0, 20.0, 14.857142857142858)","(2.3, 2.8, 2.6223076923076922)","(101.0, 220.0, 157.5)","(101.0, 220.0, 212.0)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.24)"
08-01-2023 12:56:02.565018,"(3.7, 5.4, 4.8)","(12.0, 18.5, 16.833333333333332)","(101.0, 180.0, 123.33333333333333)","(5.0, 7.6, 6.836363636363636)","(10.0, 20.0, 14.857142857142858)","(2.3, 2.8, 2.6223076923076922)","(101.0, 220.0, 157.5)","(101.0, 220.0, 212.0)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.933333333333334)"
08-01-2023 12:56:03.996594,"(3.7, 5.4, 4.628571428571429)","(12.0, 18.5, 16.833333333333332)","(101.0, 180.0, 123.33333333333333)","(5.0, 7.6, 6.666666666666667)","(10.0, 20.0, 14.857142857142858)","(2.3, 2.8, 2.6223076923076922)","(101.0, 220.0, 157.5)","(101.0, 220.0, 212.0)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.933333333333334)"
08-01-2023 12:56:05.420898,"(3.7, 5.1, 4.585714285714285)","(12.0, 18.5, 16.833333333333332)","(101.0, 180.0, 123.33333333333333)","(5.0, 7.6, 6.666666666666667)","(10.0, 20.0, 14.857142857142858)","(2.3, 2.8, 2.6223076923076922)","(101.0, 220.0, 157.5)","(101.0, 220.0, 212.0)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.933333333333334)"
08-01-2023 12:56:06.865372,"(3.7, 5.1, 4.585714285714285)","(12.0, 18.5, 16.833333333333332)","(101.0, 180.0, 123.33333333333333)","(5.0, 7.6, 6.666666666666667)","(10.0, 20.0, 14.857142857142858)","(2.3, 2.8, 2.6223076923076922)","(101.0, 220.0, 157.5)","(101.0, 220.0, 212.0)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.933333333333334)"
08-01-2023 12:56:08.392985,"(3.7, 5.1, 4.585714285714285)","(12.0, 18.5, 16.0)","(101.0, 180.0, 123.33333333333333)","(5.0, 7.6, 6.666666666666667)","(10.0, 20.0, 14.857142857142858)","(2.3, 2.8, 2.624615384615385)","(101.0, 220.0, 157.5)","(101.0, 220.0, 212.0)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.600000000000001)"
08-01-2023 12:56:10.134294,"(3.7, 5.1, 4.566666666666666)","(12.0, 18.0, 16.0)","(101.0, 180.0, 123.33333333333333)","(5.0, 7.6, 6.666666666666667)","(10.0, 20.0, 14.857142857142858)","(2.3, 2.8, 2.624615384615385)","(101.0, 220.0, 157.5)","(101.0, 220.0, 212.0)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.600000000000001)"
08-01-2023 12:56:11.704439,"(3.7, 5.1, 4.566666666666666)","(12.0, 18.0, 16.0)","(101.0, 180.0, 123.33333333333333)","(5.0, 7.6, 6.666666666666667)","(10.0, 20.0, 14.857142857142858)","(2.3, 2.8, 2.624615384615385)","(101.0, 220.0, 157.5)","(101.0, 220.0, 212.0)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:56:13.318504,"(3.7, 5.1, 4.566666666666666)","(12.0, 18.0, 16.0)","(101.0, 180.0, 123.33333333333333)","(5.0, 7.6, 6.333333333333333)","(10.0, 20.0, 14.857142857142858)","(2.3, 2.8, 2.624615384615385)","(101.0, 220.0, 157.5)","(101.0, 220.0, 212.0)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:56:14.915428,"(3.7, 5.1, 4.566666666666666)","(12.0, 18.0, 16.0)","(101.0, 180.0, 123.33333333333333)","(5.0, 7.6, 6.333333333333333)","(10.0, 20.0, 14.857142857142858)","(2.3, 2.8, 2.624615384615385)","(101.0, 220.0, 157.5)","(101.0, 220.0, 212.0)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:56:16.548452,"(3.7, 5.1, 4.566666666666666)","(12.0, 18.0, 16.0)","(101.0, 180.0, 123.33333333333333)","(5.0, 7.6, 6.861538461538461)","(10.0, 20.0, 14.857142857142858)","(2.3, 2.8, 2.624615384615385)","(101.0, 220.0, 157.5)","(101.0, 220.0, 212.0)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:56:18.089759,"(3.7, 5.1, 4.566666666666666)","(12.0, 18.0, 16.0)","(101.0, 180.0, 123.33333333333333)","(5.0, 7.6, 6.861538461538461)","(10.0, 20.0, 14.857142857142858)","(2.3, 2.8, 2.624615384615385)","(101.0, 220.0, 157.5)","(101.0, 220.0, 212.0)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:56:19.640960,"(3.7, 5.1, 4.566666666666666)","(12.0, 18.0, 16.0)","(101.0, 180.0, 123.33333333333333)","(5.0, 7.6, 6.861538461538461)","(10.0, 20.0, 14.857142857142858)","(2.3, 2.8, 2.624615384615385)","(101.0, 220.0, 157.5)","(101.0, 220.0, 212.0)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:56:21.147739,"(3.7, 5.1, 4.566666666666666)","(12.0, 18.0, 16.0)","(101.0, 180.0, 123.33333333333333)","(5.0, 7.6, 6.861538461538461)","(10.0, 20.0, 14.857142857142858)","(2.3, 2.8, 2.624615384615385)","(101.0, 220.0, 157.5)","(101.0, 220.0, 212.0)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:56:22.670982,"(3.7, 5.1, 4.88)","(12.0, 18.0, 16.0)","(101.0, 180.0, 120.0)","(5.0, 7.6, 8.450000000000001)","(10.0, 20.0, 14.857142857142858)","(2.3, 2.8, 2.624615384615385)","(101.0, 220.0, 152.5)","(101.0, 220.0, 212.0)","(81.0, 220.0, 156.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:56:24.182620,"(3.7, 5.1, 4.88)","(12.0, 18.0, 16.0)","(101.0, 170.0, 116.66666666666667)","(5.0, 8.8, 8.066666666666666)","(10.0, 20.0, 14.857142857142858)","(2.3, 2.8, 2.624615384615385)","(101.0, 210.0, 152.5)","(101.0, 220.0, 212.0)","(81.0, 210.0, 156.0)","(5.5, 9.8, 8.28)"
08-01-2023 12:56:25.605356,"(3.7, 5.1, 4.9624999999999995)","(12.0, 18.0, 16.0)","(101.0, 160.0, 116.66666666666667)","(5.0, 8.6, 8.693333333333333)","(10.0, 20.0, 14.5)","(2.3, 2.8, 2.624615384615385)","(101.0, 210.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 210.0, 150.0)","(5.5, 9.6, 8.028571428571428)"
08-01-2023 12:56:26.999661,"(3.7, 5.1, 4.9624999999999995)","(12.0, 18.0, 16.0)","(101.0, 160.0, 116.66666666666667)","(5.0, 9.6, 8.714285714285715)","(10.0, 20.0, 14.6)","(2.3, 2.8, 2.624615384615385)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 150.0)","(5.5, 9.6, 8.028571428571428)"
08-01-2023 12:56:28.435356,"(3.7, 5.1, 4.9624999999999995)","(12.0, 18.0, 16.0)","(101.0, 160.0, 116.66666666666667)","(5.0, 9.4, 7.44)","(10.0, 17.0, 14.6)","(2.3, 2.8, 2.624615384615385)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 150.0)","(5.5, 9.6, 8.028571428571428)"
08-01-2023 12:56:29.863782,"(3.7, 5.1, 4.35)","(12.0, 18.0, 16.0)","(101.0, 160.0, 116.66666666666667)","(5.0, 9.0, 7.085714285714286)","(10.0, 17.0, 14.6)","(2.3, 2.8, 2.624615384615385)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 150.0)","(5.5, 9.6, 8.028571428571428)"
08-01-2023 12:56:31.246010,"(3.7, 4.6, 4.35)","(12.0, 18.0, 16.2)","(101.0, 160.0, 116.66666666666667)","(5.0, 8.8, 7.866666666666666)","(10.0, 17.0, 14.6)","(2.3, 2.8, 2.624615384615385)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 150.0)","(5.5, 9.6, 7.975)"
08-01-2023 12:56:32.604192,"(3.7, 4.6, 4.35)","(12.0, 19.5, 15.833333333333334)","(101.0, 160.0, 116.66666666666667)","(5.0, 8.6, 7.4)","(10.0, 17.0, 14.6)","(2.3, 2.8, 2.624615384615385)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 150.0)","(5.5, 9.6, 7.975)"
08-01-2023 12:56:34.011954,"(3.7, 4.6, 4.3)","(12.0, 19.5, 15.833333333333334)","(101.0, 160.0, 116.66666666666667)","(5.0, 8.4, 7.4)","(10.0, 17.0, 14.6)","(2.3, 2.8, 2.624615384615385)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 150.0)","(5.5, 9.6, 7.975)"
08-01-2023 12:56:35.407406,"(3.7, 4.6, 4.3)","(12.0, 19.5, 15.833333333333334)","(101.0, 160.0, 116.66666666666667)","(5.0, 8.4, 7.828571428571429)","(10.0, 17.0, 14.6)","(2.3, 2.8, 2.625)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 150.0)","(5.5, 9.6, 7.975)"
08-01-2023 12:56:36.793479,"(3.7, 4.6, 4.3)","(12.0, 19.5, 15.833333333333334)","(101.0, 160.0, 116.66666666666667)","(5.0, 8.4, 7.828571428571429)","(10.0, 17.0, 14.6)","(2.3, 2.8, 2.625)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 150.0)","(5.5, 9.6, 7.975)"
08-01-2023 12:56:38.228896,"(3.7, 4.6, 4.444444444444445)","(12.0, 19.5, 17.055555555555557)","(101.0, 160.0, 127.5)","(5.0, 8.4, 8.133333333333333)","(10.0, 17.0, 15.5)","(2.3, 2.8, 2.625)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 158.33333333333331)","(5.5, 9.6, 8.1)"
08-01-2023 12:56:39.867799,"(3.7, 4.6, 4.444444444444445)","(12.0, 19.5, 17.4375)","(101.0, 160.0, 127.5)","(5.0, 8.4, 8.133333333333333)","(10.0, 17.0, 15.5)","(2.3, 2.8, 2.625)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 158.33333333333331)","(5.5, 9.6, 8.1)"
08-01-2023 12:56:41.431276,"(3.7, 4.6, 4.444444444444445)","(12.0, 19.5, 17.4375)","(101.0, 160.0, 127.5)","(5.0, 8.4, 7.8)","(10.0, 17.0, 15.5)","(2.3, 2.8, 2.625)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 158.33333333333331)","(5.5, 9.6, 8.1)"
08-01-2023 12:56:43.055083,"(3.7, 4.6, 4.444444444444445)","(12.0, 19.5, 17.4375)","(101.0, 160.0, 127.5)","(5.0, 9.0, 8.233333333333333)","(10.0, 17.0, 15.5)","(2.3, 2.8, 2.625)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 158.33333333333331)","(5.5, 9.6, 8.1)"
08-01-2023 12:56:44.694312,"(3.7, 4.6, 4.444444444444445)","(12.0, 19.5, 17.4375)","(101.0, 160.0, 127.5)","(5.0, 8.6, 8.233333333333333)","(10.0, 17.0, 15.5)","(2.3, 2.8, 2.625)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 158.33333333333331)","(5.5, 9.6, 8.1)"
08-01-2023 12:56:46.476956,"(3.7, 4.6, 4.444444444444445)","(12.0, 19.5, 17.4375)","(101.0, 160.0, 127.5)","(5.0, 8.6, 8.233333333333333)","(10.0, 17.0, 15.5)","(2.3, 2.8, 2.625)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 158.33333333333331)","(5.5, 9.6, 8.1)"
08-01-2023 12:56:47.970389,"(3.7, 4.6, 4.444444444444445)","(12.0, 19.5, 17.4375)","(101.0, 160.0, 127.5)","(5.0, 8.6, 8.233333333333333)","(10.0, 17.0, 15.5)","(2.3, 2.8, 2.625)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 158.33333333333331)","(5.5, 9.6, 8.1)"
08-01-2023 12:56:49.469123,"(3.7, 4.6, 4.444444444444445)","(12.0, 19.5, 17.4375)","(101.0, 160.0, 127.5)","(5.0, 8.6, 7.933333333333333)","(10.0, 17.0, 15.5)","(2.3, 2.8, 2.625)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 158.33333333333331)","(5.5, 9.6, 8.1)"
08-01-2023 12:56:50.949134,"(3.7, 4.6, 4.444444444444445)","(12.0, 19.5, 17.4375)","(101.0, 160.0, 127.5)","(5.0, 8.6, 7.933333333333333)","(10.0, 17.0, 15.5)","(2.3, 2.8, 2.625)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 158.33333333333331)","(5.5, 9.6, 8.1)"
08-01-2023 12:56:52.545935,"(3.7, 4.6, 4.4173913043478255)","(12.0, 19.5, 17.4375)","(101.0, 160.0, 127.5)","(5.0, 8.6, 8.233333333333333)","(10.0, 17.0, 15.5)","(2.3, 2.8, 2.625)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 158.33333333333331)","(5.5, 9.6, 8.1)"
08-01-2023 12:56:54.156629,"(3.7, 4.6, 4.4173913043478255)","(12.0, 19.5, 17.4375)","(101.0, 160.0, 127.5)","(5.0, 8.6, 7.933333333333333)","(10.0, 17.0, 15.5)","(2.3, 2.8, 2.625)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 158.33333333333331)","(5.5, 9.6, 8.1)"
08-01-2023 12:56:55.728917,"(3.7, 4.6, 4.4173913043478255)","(12.0, 19.5, 17.571428571428573)","(101.0, 160.0, 127.5)","(5.0, 8.6, 7.933333333333333)","(10.0, 17.0, 14.833333333333334)","(2.3, 2.8, 2.625)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 158.33333333333331)","(5.5, 9.6, 8.028571428571428)"
08-01-2023 12:56:57.369560,"(3.7, 4.6, 4.35)","(12.0, 19.0, 17.214285714285715)","(101.0, 160.0, 127.5)","(5.0, 8.6, 8.233333333333333)","(10.0, 16.5, 14.833333333333334)","(2.3, 2.8, 2.625)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 158.33333333333331)","(5.5, 9.0, 7.720000000000001)"
08-01-2023 12:56:58.954609,"(3.7, 4.6, 4.35)","(12.0, 18.5, 17.214285714285715)","(101.0, 160.0, 127.5)","(5.0, 8.6, 8.16)","(10.0, 16.5, 14.833333333333334)","(2.3, 2.8, 2.625)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 158.33333333333331)","(5.5, 9.0, 7.720000000000001)"
08-01-2023 12:57:00.584665,"(3.7, 4.6, 4.35)","(12.0, 18.5, 17.214285714285715)","(101.0, 160.0, 127.5)","(5.0, 8.6, 7.114285714285714)","(10.0, 16.5, 14.833333333333334)","(2.3, 2.8, 2.625)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 158.33333333333331)","(5.5, 9.0, 7.720000000000001)"
08-01-2023 12:57:02.188944,"(3.7, 4.6, 4.35)","(12.0, 18.5, 17.214285714285715)","(101.0, 160.0, 127.5)","(5.0, 8.4, 7.114285714285714)","(10.0, 16.5, 14.833333333333334)","(2.3, 2.8, 2.625)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 158.33333333333331)","(5.5, 9.0, 7.720000000000001)"
08-01-2023 12:57:03.846945,"(3.7, 4.6, 4.394117647058823)","(12.0, 18.5, 15.833333333333334)","(101.0, 160.0, 127.5)","(5.0, 8.4, 7.4)","(10.0, 16.5, 14.833333333333334)","(2.3, 2.8, 2.625)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 158.33333333333331)","(5.5, 9.0, 7.720000000000001)"
08-01-2023 12:57:05.468167,"(3.7, 4.6, 4.394117647058823)","(12.0, 18.5, 15.833333333333334)","(101.0, 160.0, 127.5)","(5.0, 8.4, 7.4)","(10.0, 16.5, 14.833333333333334)","(2.3, 2.8, 2.625)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 158.33333333333331)","(5.5, 9.0, 7.720000000000001)"
08-01-2023 12:57:07.027711,"(3.7, 4.6, 4.394117647058823)","(12.0, 18.5, 15.833333333333334)","(101.0, 160.0, 127.5)","(5.0, 8.4, 7.4)","(10.0, 16.5, 14.833333333333334)","(2.3, 2.8, 2.625)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 158.33333333333331)","(5.5, 9.0, 7.720000000000001)"
08-01-2023 12:57:08.428594,"(3.7, 4.6, 4.394117647058823)","(12.0, 18.5, 15.833333333333334)","(101.0, 160.0, 127.5)","(5.0, 8.4, 7.4)","(10.0, 16.5, 14.833333333333334)","(2.3, 2.8, 2.625)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 158.33333333333331)","(5.5, 9.0, 7.720000000000001)"
08-01-2023 12:57:09.862266,"(3.7, 4.6, 4.394117647058823)","(12.0, 18.5, 15.833333333333334)","(101.0, 160.0, 127.5)","(5.0, 8.4, 7.65)","(10.0, 16.5, 14.833333333333334)","(2.3, 2.8, 2.625)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 158.33333333333331)","(5.5, 9.0, 7.720000000000001)"
08-01-2023 12:57:11.347692,"(3.7, 4.6, 4.394117647058823)","(12.0, 18.5, 15.833333333333334)","(101.0, 160.0, 127.5)","(5.0, 8.4, 7.844444444444443)","(10.0, 16.5, 14.833333333333334)","(2.3, 2.8, 2.625)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 158.33333333333331)","(5.5, 9.0, 7.720000000000001)"
08-01-2023 12:57:12.824674,"(3.7, 4.6, 4.394117647058823)","(12.0, 18.5, 15.833333333333334)","(101.0, 160.0, 145.0)","(5.0, 8.2, 7.844444444444443)","(10.0, 16.5, 14.833333333333334)","(2.3, 2.8, 2.625)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 158.33333333333331)","(5.5, 9.0, 7.720000000000001)"
08-01-2023 12:57:14.263855,"(3.7, 4.6, 4.394117647058823)","(12.0, 18.5, 15.833333333333334)","(101.0, 220.0, 157.5)","(5.0, 8.2, 7.844444444444443)","(10.0, 16.5, 14.833333333333334)","(2.3, 2.8, 2.625)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 158.33333333333331)","(5.5, 9.0, 7.720000000000001)"
08-01-2023 12:57:15.704955,"(3.7, 4.6, 4.394117647058823)","(12.0, 18.5, 15.833333333333334)","(101.0, 220.0, 130.71428571428572)","(5.0, 8.2, 7.844444444444443)","(10.0, 16.5, 14.833333333333334)","(2.3, 2.8, 2.625)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 158.33333333333331)","(5.5, 9.0, 7.720000000000001)"
08-01-2023 12:57:17.161868,"(3.7, 4.6, 4.394117647058823)","(12.0, 18.5, 15.833333333333334)","(101.0, 220.0, 130.71428571428572)","(5.0, 8.2, 7.844444444444443)","(10.0, 16.5, 14.833333333333334)","(2.3, 2.8, 2.625)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 158.33333333333331)","(5.5, 9.0, 7.711111111111111)"
08-01-2023 12:57:18.637851,"(3.7, 4.6, 4.377777777777777)","(12.0, 18.5, 16.1)","(101.0, 220.0, 126.25)","(5.0, 8.2, 7.844444444444443)","(10.0, 16.5, 14.833333333333334)","(2.3, 2.8, 2.6294736842105264)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 120.0)","(5.5, 8.8, 8.0)"
08-01-2023 12:57:20.296689,"(3.7, 4.5, 4.322222222222222)","(12.0, 18.5, 16.75)","(101.0, 220.0, 145.0)","(5.0, 8.2, 7.844444444444443)","(10.0, 16.5, 14.833333333333334)","(2.3, 2.8, 2.6294736842105264)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 120.0)","(5.5, 8.6, 7.742857142857143)"
08-01-2023 12:57:21.957513,"(3.7, 4.5, 4.322222222222222)","(12.0, 19.0, 16.75)","(101.0, 220.0, 145.0)","(5.0, 8.2, 7.844444444444443)","(10.0, 16.5, 14.833333333333334)","(2.3, 2.8, 2.624864864864865)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 120.0)","(5.5, 8.6, 7.742857142857143)"
08-01-2023 12:57:23.413323,"(3.7, 4.5, 4.322222222222222)","(12.0, 19.0, 17.2)","(101.0, 220.0, 145.0)","(5.0, 8.2, 7.266666666666667)","(10.0, 16.5, 17.25)","(2.3, 2.8, 2.624864864864865)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 120.0)","(5.5, 8.6, 7.85)"
08-01-2023 12:57:24.973741,"(3.7, 4.5, 4.26)","(12.0, 19.0, 17.2)","(101.0, 220.0, 145.0)","(5.0, 8.2, 7.266666666666667)","(10.0, 20.0, 16.071428571428573)","(2.3, 2.8, 2.624864864864865)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 120.0)","(5.5, 8.6, 7.85)"
08-01-2023 12:57:26.599764,"(3.7, 4.5, 4.26)","(12.0, 19.0, 17.2)","(101.0, 220.0, 145.0)","(5.0, 8.2, 7.266666666666667)","(10.0, 20.0, 16.5625)","(2.3, 2.8, 2.638)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 120.0)","(5.5, 8.6, 7.85)"
08-01-2023 12:57:28.136130,"(3.7, 4.5, 4.26)","(12.0, 19.0, 17.2)","(101.0, 220.0, 145.0)","(5.0, 8.2, 7.266666666666667)","(10.0, 20.0, 17.75)","(2.3, 2.8, 2.624864864864865)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 120.0)","(5.5, 8.6, 7.85)"
08-01-2023 12:57:29.601987,"(3.7, 4.5, 4.26)","(12.0, 19.0, 18.0)","(101.0, 220.0, 145.0)","(5.0, 8.2, 7.945454545454545)","(10.0, 21.0, 18.428571428571427)","(2.3, 2.8, 2.624864864864865)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 140.0)","(5.5, 8.6, 8.054545454545455)"
08-01-2023 12:57:31.017044,"(3.7, 4.5, 4.395652173913043)","(12.0, 19.0, 18.0)","(101.0, 220.0, 145.0)","(5.0, 8.2, 7.3999999999999995)","(10.0, 21.0, 18.428571428571427)","(2.3, 2.8, 2.624864864864865)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 140.0)","(5.5, 8.6, 8.054545454545455)"
08-01-2023 12:57:32.390503,"(3.7, 4.5, 4.395652173913043)","(12.0, 19.0, 18.0)","(101.0, 220.0, 145.0)","(5.0, 8.2, 7.3999999999999995)","(10.0, 21.0, 18.428571428571427)","(2.3, 2.8, 2.624864864864865)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 140.0)","(5.5, 8.6, 7.975)"
08-01-2023 12:57:33.786475,"(3.7, 4.5, 4.395652173913043)","(12.0, 19.0, 18.0)","(101.0, 220.0, 157.5)","(5.0, 8.2, 7.3999999999999995)","(10.0, 21.0, 18.428571428571427)","(2.3, 2.78, 2.652)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 140.0)","(5.5, 8.6, 7.975)"
08-01-2023 12:57:35.196090,"(3.7, 4.5, 4.395652173913043)","(12.0, 19.0, 18.0)","(101.0, 220.0, 157.5)","(5.0, 8.2, 7.3999999999999995)","(10.0, 21.0, 18.428571428571427)","(2.3, 2.78, 2.652)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 140.0)","(5.5, 8.6, 7.975)"
08-01-2023 12:57:36.580083,"(3.7, 4.5, 4.395652173913043)","(12.0, 19.0, 18.0)","(101.0, 220.0, 157.5)","(5.0, 8.2, 7.3999999999999995)","(10.0, 21.0, 18.428571428571427)","(2.3, 2.78, 2.652)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 140.0)","(5.5, 8.6, 7.975)"
08-01-2023 12:57:38.014785,"(3.7, 4.5, 4.395652173913043)","(12.0, 19.0, 18.0)","(101.0, 220.0, 157.5)","(5.0, 8.2, 7.85)","(10.0, 21.0, 18.428571428571427)","(2.3, 2.78, 2.652)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 140.0)","(5.5, 8.6, 7.975)"
08-01-2023 12:57:39.472666,"(3.7, 4.5, 4.395652173913043)","(12.0, 19.0, 15.925925925925926)","(101.0, 220.0, 157.5)","(5.0, 8.2, 7.828571428571428)","(10.0, 21.0, 19.0)","(2.3, 2.78, 2.652)","(101.0, 200.0, 147.5)","(101.0, 220.0, 212.0)","(81.0, 200.0, 140.0)","(5.5, 8.6, 7.975)"
