,Wild Charlie,Todds Express,Commander Beven,Dixie Diner,Sick Bubblegum,Victoria Belle,Joyful Juggler,Bowser Boy
12-01-2023 18:57:23.380519,"(20.0, 90.0, 85.0)","(10.0, 13.5, 13.191176470588236)","(21.0, 32.0, 31.75)","(8.5, 11.5, 11.28125)","(1.6, 1.69, 1.676153846153846)","(20.0, 34.0, 33.39393939393939)","(8.5, 14.5, 14.051724137931034)","(6.0, 12.0, 11.763157894736842)"
12-01-2023 18:57:24.668492,"(20.0, 90.0, 85.0)","(10.0, 13.5, 13.191176470588236)","(21.0, 32.0, 31.636363636363637)","(8.5, 11.5, 11.28125)","(1.6, 1.69, 1.68)","(20.0, 34.0, 33.39393939393939)","(8.5, 14.5, 14.166666666666666)","(6.0, 12.0, 11.763157894736842)"
12-01-2023 18:57:26.060692,"(20.0, 90.0, 85.0)","(10.0, 13.5, 12.033333333333333)","(21.0, 32.0, 31.384615384615383)","(8.5, 11.5, 11.362068965517242)","(1.6, 1.69, 1.6845454545454546)","(20.0, 34.0, 32.81578947368421)","(8.5, 14.5, 14.166666666666666)","(6.0, 12.0, 11.763157894736842)"
12-01-2023 18:57:27.477124,"(20.0, 90.0, 85.0)","(10.0, 13.5, 12.033333333333333)","(21.0, 32.0, 31.636363636363637)","(8.5, 11.5, 11.88888888888889)","(1.6, 1.71, 1.6985714285714286)","(20.0, 34.0, 39.29032258064516)","(8.5, 14.5, 14.125)","(6.0, 12.0, 11.763157894736842)"
12-01-2023 18:57:28.770738,"(21.0, 90.0, 85.0)","(10.0, 13.5, 12.166666666666666)","(21.0, 32.0, 31.636363636363637)","(8.5, 12.0, 11.88888888888889)","(1.6, 1.72, 1.6985714285714286)","(20.0, 40.0, 39.29032258064516)","(8.5, 14.5, 14.125)","(6.0, 12.0, 11.59090909090909)"
12-01-2023 18:57:30.110704,"(21.0, 90.0, 85.0)","(10.0, 13.5, 12.5)","(21.0, 32.0, 35.05263157894737)","(8.5, 12.0, 11.88888888888889)","(1.6, 1.72, 1.68)","(20.0, 40.0, 32.91891891891892)","(8.5, 14.5, 14.428571428571429)","(6.0, 12.0, 11.59090909090909)"
12-01-2023 18:57:31.390472,"(21.0, 90.0, 85.0)","(10.0, 13.5, 12.5625)","(21.0, 38.0, 35.333333333333336)","(8.5, 12.0, 11.942307692307692)","(1.6, 1.72, 1.6893548387096773)","(20.0, 34.0, 33.53125)","(8.5, 14.5, 14.470588235294118)","(6.0, 12.0, 11.59090909090909)"
12-01-2023 18:57:32.630446,"(21.0, 90.0, 85.0)","(10.0, 13.5, 12.5625)","(21.0, 38.0, 35.333333333333336)","(8.5, 12.0, 11.61111111111111)","(1.6, 1.71, 1.6564705882352941)","(20.0, 34.0, 33.53125)","(8.5, 14.5, 14.470588235294118)","(6.0, 12.0, 11.59090909090909)"
12-01-2023 18:57:33.987535,"(21.0, 90.0, 85.0)","(10.0, 13.5, 12.5625)","(21.0, 38.0, 34.17391304347826)","(8.5, 12.5, 11.61111111111111)","(1.6, 1.71, 1.6564705882352941)","(20.0, 34.0, 32.91891891891892)","(8.5, 14.5, 16.823529411764707)","(6.0, 12.0, 11.59090909090909)"
12-01-2023 18:57:35.360971,"(21.0, 90.0, 80.0)","(10.0, 13.5, 12.86)","(21.0, 38.0, 34.17391304347826)","(8.5, 12.5, 11.61111111111111)","(1.6, 1.71, 1.6527272727272726)","(20.0, 34.0, 39.29032258064516)","(8.5, 17.0, 17.18181818181818)","(6.0, 12.0, 11.59090909090909)"
12-01-2023 18:57:36.620624,"(21.0, 90.0, 80.0)","(10.0, 13.5, 12.86)","(21.0, 38.0, 34.8)","(8.5, 12.5, 11.61111111111111)","(1.6, 1.71, 1.651111111111111)","(20.0, 40.0, 38.114285714285714)","(8.5, 17.5, 17.043478260869566)","(6.0, 12.0, 11.763157894736842)"
12-01-2023 18:57:37.857327,"(21.0, 90.0, 80.0)","(10.0, 13.5, 12.86)","(21.0, 38.0, 33.69230769230769)","(8.5, 12.5, 11.392857142857142)","(1.6, 1.7, 1.645)","(20.0, 40.0, 39.29032258064516)","(8.5, 17.5, 15.941176470588236)","(6.0, 12.0, 11.763157894736842)"
12-01-2023 18:57:39.204970,"(21.0, 90.0, 80.0)","(10.0, 13.5, 12.86)","(21.0, 34.0, 33.69230769230769)","(8.5, 11.5, 11.392857142857142)","(1.6, 1.7, 1.652)","(20.0, 40.0, 38.114285714285714)","(8.5, 17.0, 16.25)","(6.0, 12.0, 11.763157894736842)"
12-01-2023 18:57:40.477883,"(21.0, 90.0, 80.0)","(10.0, 13.5, 12.86)","(21.0, 34.0, 33.69230769230769)","(8.5, 11.5, 11.392857142857142)","(1.6, 1.68, 1.664)","(20.0, 40.0, 39.29032258064516)","(8.5, 17.0, 16.0625)","(6.0, 12.0, 11.763157894736842)"
12-01-2023 18:57:41.605027,"(21.0, 90.0, 80.0)","(10.0, 13.5, 12.86)","(21.0, 34.0, 33.2)","(8.5, 11.5, 11.392857142857142)","(1.6, 1.68, 1.6549999999999998)","(20.0, 40.0, 32.5)","(8.5, 17.0, 16.38235294117647)","(6.0, 12.0, 11.763157894736842)"
12-01-2023 18:57:43.045321,"(21.0, 90.0, 80.0)","(10.0, 13.5, 12.86)","(21.0, 34.0, 33.2)","(8.5, 11.5, 11.392857142857142)","(1.55, 1.67, 1.6481818181818182)","(21.0, 40.0, 35.0)","(9.0, 17.0, 16.38235294117647)","(6.5, 12.0, 11.763157894736842)"
12-01-2023 18:57:44.303998,"(21.0, 90.0, 80.0)","(10.0, 13.5, 12.86)","(21.0, 34.0, 33.46666666666667)","(8.5, 11.5, 11.636363636363637)","(1.55, 1.67, 1.6481818181818182)","(21.0, 40.0, 32.5)","(9.0, 17.0, 16.38235294117647)","(6.5, 12.0, 11.763157894736842)"
12-01-2023 18:57:45.541304,"(21.0, 90.0, 80.0)","(10.0, 13.5, 12.86)","(21.0, 34.0, 33.46666666666667)","(8.5, 12.5, 11.71951219512195)","(1.55, 1.67, 1.6528571428571428)","(21.0, 40.0, 38.888888888888886)","(9.0, 17.0, 16.53448275862069)","(6.5, 12.0, 11.763157894736842)"
12-01-2023 18:57:46.926051,"(21.0, 85.0, 77.5)","(10.0, 13.5, 12.86)","(21.0, 34.0, 31.8)","(8.5, 12.5, 11.425925925925926)","(1.55, 1.67, 1.6528571428571428)","(21.0, 40.0, 39.473684210526315)","(9.0, 17.0, 16.357142857142858)","(6.5, 12.0, 11.763157894736842)"
12-01-2023 18:57:48.317219,"(21.0, 85.0, 77.5)","(10.0, 13.5, 12.86)","(21.0, 32.0, 31.8)","(8.5, 11.5, 11.425925925925926)","(1.55, 1.67, 1.6528571428571428)","(21.0, 40.0, 39.6551724137931)","(9.0, 17.0, 16.4375)","(6.5, 12.0, 11.763157894736842)"
12-01-2023 18:57:49.704177,"(21.0, 85.0, 80.0)","(10.0, 13.5, 12.86)","(21.0, 32.0, 31.8)","(8.5, 11.5, 11.425925925925926)","(1.55, 1.67, 1.6475)","(21.0, 40.0, 39.6551724137931)","(9.0, 17.0, 16.4375)","(6.5, 12.0, 11.763157894736842)"
12-01-2023 18:57:50.922885,"(21.0, 85.0, 81.25)","(10.0, 13.5, 12.86)","(21.0, 32.0, 31.8)","(8.5, 11.5, 11.366666666666667)","(1.55, 1.67, 1.6430769230769229)","(21.0, 40.0, 40.5)","(9.0, 17.0, 16.4375)","(6.5, 12.0, 11.763157894736842)"
12-01-2023 18:57:52.177755,"(21.0, 85.0, 81.25)","(10.0, 13.5, 12.86)","(21.0, 32.0, 31.8)","(8.5, 11.5, 11.462962962962964)","(1.55, 1.66, 1.6405882352941175)","(21.0, 42.0, 34.0)","(9.0, 17.0, 16.2)","(6.5, 12.0, 11.763157894736842)"
12-01-2023 18:57:53.421330,"(21.0, 85.0, 81.25)","(10.0, 13.5, 12.785714285714285)","(21.0, 38.0, 37.2)","(8.5, 12.5, 11.462962962962964)","(1.55, 1.66, 1.6393749999999998)","(21.0, 42.0, 37.666666666666664)","(9.0, 17.0, 16.1)","(6.5, 12.0, 11.763157894736842)"
12-01-2023 18:57:54.710473,"(21.0, 85.0, 81.25)","(10.0, 13.5, 12.921052631578947)","(21.0, 38.0, 37.2)","(8.5, 12.5, 11.462962962962964)","(1.55, 1.66, 1.6355555555555554)","(21.0, 42.0, 39.73913043478261)","(9.0, 17.0, 16.1)","(6.5, 12.0, 11.763157894736842)"
12-01-2023 18:57:55.912574,"(21.0, 85.0, 81.25)","(10.0, 13.0, 12.777777777777779)","(21.0, 38.0, 35.4)","(8.5, 12.5, 11.338709677419354)","(1.55, 1.65, 1.6355555555555554)","(21.0, 42.0, 39.73913043478261)","(9.0, 17.0, 16.636363636363637)","(6.5, 12.0, 11.763157894736842)"
12-01-2023 18:57:57.156966,"(21.0, 85.0, 81.25)","(10.0, 13.5, 12.333333333333334)","(21.0, 36.0, 35.4)","(8.5, 11.5, 11.338709677419354)","(1.55, 1.65, 1.6355555555555554)","(21.0, 42.0, 39.73913043478261)","(9.0, 17.0, 17.875)","(6.5, 12.0, 11.763157894736842)"
12-01-2023 18:57:58.406499,"(21.0, 95.0, 75.76923076923077)","(10.0, 13.5, 12.5)","(21.0, 36.0, 35.4)","(8.5, 11.5, 11.338709677419354)","(1.55, 1.65, 1.6355555555555554)","(21.0, 42.0, 39.73913043478261)","(9.0, 19.0, 19.18181818181818)","(6.5, 12.0, 11.763157894736842)"
12-01-2023 18:57:59.699468,"(21.0, 95.0, 75.76923076923077)","(10.0, 13.5, 12.5)","(21.0, 36.0, 33.0)","(8.5, 11.5, 11.338709677419354)","(1.55, 1.65, 1.6355555555555554)","(21.0, 42.0, 40.51428571428571)","(9.0, 19.5, 17.81818181818182)","(6.5, 12.0, 11.763157894736842)"
12-01-2023 18:58:01.046042,"(21.0, 95.0, 75.76923076923077)","(10.0, 13.5, 12.5)","(21.0, 34.0, 33.27272727272727)","(8.5, 11.5, 11.428571428571429)","(1.55, 1.65, 1.6355555555555554)","(21.0, 42.0, 40.51428571428571)","(9.0, 18.0, 17.404761904761905)","(6.5, 12.0, 11.775)"
12-01-2023 18:58:02.375372,"(21.0, 95.0, 74.16666666666667)","(10.0, 13.5, 12.5)","(21.0, 34.0, 33.27272727272727)","(8.5, 11.5, 11.5)","(1.55, 1.65, 1.6355555555555554)","(21.0, 42.0, 40.470588235294116)","(9.0, 17.5, 17.404761904761905)","(6.5, 12.0, 11.775)"
12-01-2023 18:58:03.735899,"(21.0, 85.0, 67.85714285714286)","(10.0, 13.5, 12.5)","(21.0, 34.0, 31.8)","(8.5, 12.0, 11.5)","(1.55, 1.65, 1.6355555555555554)","(21.0, 42.0, 40.51428571428571)","(9.0, 17.5, 17.333333333333332)","(6.5, 12.0, 11.714285714285714)"
12-01-2023 18:58:04.883723,"(21.0, 85.0, 67.85714285714286)","(10.0, 13.5, 12.5)","(21.0, 32.0, 31.8)","(8.5, 12.0, 11.5)","(1.55, 1.65, 1.6355555555555554)","(21.0, 42.0, 40.470588235294116)","(9.0, 17.5, 17.404761904761905)","(6.5, 12.0, 11.714285714285714)"
12-01-2023 18:58:06.054298,"(21.0, 85.0, 67.85714285714286)","(10.0, 13.5, 12.5)","(21.0, 32.0, 31.8)","(8.5, 12.0, 11.5)","(1.55, 1.65, 1.634705882352941)","(21.0, 42.0, 40.470588235294116)","(9.0, 17.5, 17.4)","(6.5, 12.0, 11.714285714285714)"
12-01-2023 18:58:07.303527,"(31.0, 85.0, 67.85714285714286)","(10.0, 13.5, 12.423076923076923)","(21.0, 32.0, 31.77777777777778)","(8.5, 12.0, 11.5)","(1.45, 1.65, 1.634705882352941)","(26.0, 42.0, 40.470588235294116)","(10.0, 17.5, 16.45)","(7.5, 12.0, 11.714285714285714)"
12-01-2023 18:58:08.505069,"(31.0, 85.0, 67.85714285714286)","(10.0, 13.5, 12.423076923076923)","(21.0, 32.0, 31.77777777777778)","(8.5, 12.0, 11.5)","(1.45, 1.65, 1.6438775510204082)","(26.0, 42.0, 40.8)","(10.0, 16.5, 16.45)","(7.5, 12.0, 11.785714285714285)"
12-01-2023 18:58:09.840351,"(31.0, 85.0, 70.0)","(10.0, 13.5, 12.423076923076923)","(21.0, 32.0, 31.77777777777778)","(8.5, 12.0, 11.5)","(1.45, 1.65, 1.6438775510204082)","(26.0, 42.0, 40.8)","(10.0, 16.5, 16.45)","(7.5, 12.0, 11.785714285714285)"
12-01-2023 18:58:11.253495,"(31.0, 85.0, 70.0)","(10.0, 13.5, 12.423076923076923)","(21.0, 32.0, 31.77777777777778)","(8.5, 12.0, 11.5)","(1.45, 1.65, 1.6438775510204082)","(26.0, 42.0, 40.8)","(10.0, 16.5, 16.45)","(7.5, 12.0, 11.785714285714285)"
12-01-2023 18:58:12.544960,"(31.0, 85.0, 70.0)","(10.0, 13.5, 12.423076923076923)","(21.0, 32.0, 33.55555555555556)","(8.5, 12.0, 11.5)","(1.45, 1.65, 1.6420754716981132)","(26.0, 42.0, 40.83870967741935)","(10.0, 16.5, 16.8)","(7.5, 12.0, 11.882352941176471)"
12-01-2023 18:58:13.876695,"(31.0, 85.0, 70.0)","(10.0, 13.5, 12.333333333333334)","(21.0, 34.0, 33.55555555555556)","(8.5, 12.0, 11.5)","(1.45, 1.65, 1.640232558139535)","(26.0, 42.0, 40.470588235294116)","(10.0, 17.0, 16.8)","(7.5, 12.0, 11.882352941176471)"
12-01-2023 18:58:15.203736,"(31.0, 85.0, 70.0)","(10.0, 13.5, 12.333333333333334)","(21.0, 34.0, 33.55555555555556)","(8.5, 12.0, 11.5)","(1.45, 1.65, 1.640232558139535)","(26.0, 42.0, 40.470588235294116)","(10.0, 17.0, 16.833333333333332)","(7.5, 12.0, 11.882352941176471)"
12-01-2023 18:58:16.475873,"(31.0, 85.0, 70.0)","(10.0, 13.5, 12.333333333333334)","(21.0, 34.0, 33.55555555555556)","(8.5, 12.0, 11.5)","(1.45, 1.65, 1.6420754716981132)","(26.0, 42.0, 40.470588235294116)","(10.0, 17.0, 16.916666666666668)","(7.5, 12.0, 11.882352941176471)"
12-01-2023 18:58:17.801211,"(31.0, 85.0, 70.0)","(10.0, 13.5, 12.333333333333334)","(21.0, 34.0, 32.285714285714285)","(8.5, 12.0, 11.5)","(1.45, 1.65, 1.6420754716981132)","(26.0, 42.0, 40.470588235294116)","(10.0, 17.0, 16.842105263157894)","(7.5, 12.0, 11.882352941176471)"
12-01-2023 18:58:19.037388,"(31.0, 85.0, 70.0)","(10.0, 13.5, 12.333333333333334)","(21.0, 34.0, 33.2)","(8.5, 12.0, 11.5)","(1.45, 1.65, 1.6420754716981132)","(26.0, 42.0, 40.8)","(10.0, 17.0, 16.785714285714285)","(7.5, 12.0, 11.882352941176471)"
12-01-2023 18:58:20.272043,"(31.0, 85.0, 70.0)","(10.0, 13.5, 12.333333333333334)","(21.0, 34.0, 33.2)","(8.5, 12.0, 11.5)","(1.45, 1.65, 1.6420754716981132)","(26.0, 42.0, 41.36)","(10.0, 17.0, 14.277777777777779)","(7.5, 12.0, 11.882352941176471)"
12-01-2023 18:58:21.567675,"(31.0, 85.0, 70.0)","(10.0, 13.5, 12.333333333333334)","(21.0, 34.0, 31.77777777777778)","(8.5, 12.0, 11.647058823529411)","(1.45, 1.65, 1.6420754716981132)","(26.0, 42.0, 40.8)","(10.0, 17.0, 15.166666666666666)","(7.5, 12.0, 11.882352941176471)"
12-01-2023 18:58:22.889605,"(31.0, 85.0, 70.0)","(10.0, 13.5, 12.333333333333334)","(21.0, 32.0, 31.77777777777778)","(8.5, 12.0, 11.586206896551724)","(1.45, 1.65, 1.6420754716981132)","(26.0, 42.0, 40.8)","(10.0, 16.0, 14.833333333333334)","(7.5, 12.0, 11.882352941176471)"
12-01-2023 18:58:24.105484,"(31.0, 85.0, 70.0)","(10.0, 13.5, 12.333333333333334)","(21.0, 32.0, 31.77777777777778)","(8.5, 12.0, 11.647058823529411)","(1.45, 1.65, 1.6420754716981132)","(26.0, 42.0, 40.470588235294116)","(10.0, 15.5, 14.833333333333334)","(7.5, 12.0, 11.882352941176471)"
12-01-2023 18:58:25.637419,"(31.0, 85.0, 70.0)","(10.0, 13.5, 12.333333333333334)","(21.0, 32.0, 31.77777777777778)","(8.5, 12.0, 11.647058823529411)","(1.45, 1.65, 1.6420754716981132)","(26.0, 42.0, 40.470588235294116)","(10.0, 15.5, 14.833333333333334)","(7.5, 12.0, 11.882352941176471)"
12-01-2023 18:58:26.946430,"(31.0, 85.0, 70.0)","(10.0, 13.5, 12.333333333333334)","(21.0, 32.0, 36.4)","(8.5, 12.0, 11.647058823529411)","(1.45, 1.65, 1.6420754716981132)","(26.0, 42.0, 40.470588235294116)","(10.0, 15.5, 14.833333333333334)","(7.5, 12.0, 11.882352941176471)"
12-01-2023 18:58:28.304696,"(31.0, 85.0, 70.0)","(10.0, 13.5, 12.333333333333334)","(21.0, 38.0, 36.4)","(8.5, 12.0, 11.647058823529411)","(1.45, 1.65, 1.6420754716981132)","(26.0, 42.0, 40.470588235294116)","(10.0, 15.5, 14.833333333333334)","(7.5, 12.0, 11.882352941176471)"
12-01-2023 18:58:29.533461,"(31.0, 85.0, 70.0)","(10.0, 13.5, 12.333333333333334)","(21.0, 38.0, 33.714285714285715)","(8.5, 12.0, 11.723684210526315)","(1.45, 1.65, 1.6401724137931035)","(26.0, 42.0, 40.486486486486484)","(10.0, 15.5, 15.25)","(7.5, 12.0, 11.90909090909091)"
12-01-2023 18:58:30.726548,"(31.0, 85.0, 70.0)","(10.0, 13.5, 12.333333333333334)","(21.0, 34.0, 33.714285714285715)","(8.5, 12.0, 11.556818181818182)","(1.45, 1.65, 1.6401724137931035)","(26.0, 42.0, 40.486486486486484)","(10.0, 15.5, 14.833333333333334)","(7.5, 12.0, 12.166666666666666)"
12-01-2023 18:58:31.943341,"(31.0, 85.0, 75.76923076923077)","(10.0, 13.5, 12.676470588235293)","(21.0, 34.0, 33.714285714285715)","(8.5, 12.0, 11.556818181818182)","(1.45, 1.65, 1.6401724137931035)","(26.0, 42.0, 40.486486486486484)","(10.0, 15.5, 14.833333333333334)","(7.5, 12.5, 12.166666666666666)"
12-01-2023 18:58:33.139337,"(31.0, 85.0, 75.76923076923077)","(10.0, 13.5, 12.676470588235293)","(21.0, 34.0, 33.25)","(8.5, 12.0, 11.556818181818182)","(1.45, 1.65, 1.6401724137931035)","(26.0, 42.0, 40.486486486486484)","(10.0, 15.5, 15.25)","(7.5, 12.5, 12.293103448275861)"
12-01-2023 18:58:34.419569,"(31.0, 85.0, 70.0)","(10.0, 13.5, 12.333333333333334)","(21.0, 34.0, 32.73684210526316)","(8.5, 12.0, 11.556818181818182)","(1.45, 1.65, 1.6401724137931035)","(26.0, 42.0, 40.486486486486484)","(10.0, 15.5, 14.833333333333334)","(7.5, 12.5, 12.293103448275861)"
12-01-2023 18:58:35.626523,"(31.0, 85.0, 70.0)","(10.0, 13.5, 12.333333333333334)","(21.0, 34.0, 32.73684210526316)","(8.5, 12.0, 11.556818181818182)","(1.45, 1.65, 1.6401724137931035)","(26.0, 42.0, 40.486486486486484)","(10.0, 15.5, 14.833333333333334)","(7.5, 12.5, 12.293103448275861)"
12-01-2023 18:58:36.769266,"(31.0, 85.0, 75.0)","(10.0, 13.5, 12.676470588235293)","(21.0, 34.0, 33.46666666666667)","(8.5, 12.0, 11.556818181818182)","(1.45, 1.65, 1.6401724137931035)","(26.0, 42.0, 40.486486486486484)","(10.0, 15.5, 14.833333333333334)","(7.5, 12.5, 12.293103448275861)"
12-01-2023 18:58:38.036318,"(31.0, 85.0, 75.0)","(10.0, 13.5, 12.676470588235293)","(21.0, 34.0, 33.46666666666667)","(8.5, 12.0, 11.556818181818182)","(1.45, 1.65, 1.640655737704918)","(26.0, 42.0, 40.486486486486484)","(10.0, 15.5, 14.833333333333334)","(7.5, 12.5, 12.293103448275861)"
12-01-2023 18:58:39.385249,"(31.0, 85.0, 75.0)","(10.0, 13.5, 12.676470588235293)","(21.0, 34.0, 33.46666666666667)","(8.5, 12.0, 11.556818181818182)","(1.45, 1.65, 1.640655737704918)","(26.0, 42.0, 40.486486486486484)","(10.0, 15.5, 15.0)","(7.5, 12.5, 12.3125)"
12-01-2023 18:58:40.670481,"(31.0, 85.0, 70.0)","(10.0, 13.5, 12.333333333333334)","(21.0, 32.0, 31.857142857142858)","(8.5, 12.0, 11.556818181818182)","(1.45, 1.65, 1.640655737704918)","(26.0, 42.0, 40.486486486486484)","(10.0, 15.5, 15.0)","(7.5, 12.5, 12.74074074074074)"
12-01-2023 18:58:41.885127,"(31.0, 85.0, 75.0)","(10.0, 13.5, 12.676470588235293)","(21.0, 32.0, 31.857142857142858)","(8.5, 12.0, 11.556818181818182)","(1.45, 1.65, 1.640655737704918)","(26.0, 42.0, 40.78787878787879)","(10.0, 16.0, 15.0)","(7.5, 13.0, 12.74074074074074)"
12-01-2023 18:58:43.079201,"(31.0, 85.0, 70.0)","(10.0, 13.5, 12.333333333333334)","(21.0, 32.0, 31.857142857142858)","(8.5, 12.0, 11.556818181818182)","(1.45, 1.65, 1.640655737704918)","(26.0, 42.0, 40.78787878787879)","(10.0, 16.0, 15.0)","(7.5, 13.0, 12.74074074074074)"
12-01-2023 18:58:44.364182,"(31.0, 85.0, 75.0)","(10.0, 13.5, 12.676470588235293)","(21.0, 32.0, 36.93333333333334)","(8.5, 12.0, 11.556818181818182)","(1.45, 1.65, 1.640655737704918)","(26.0, 42.0, 40.78787878787879)","(10.0, 16.0, 14.75)","(7.5, 13.0, 12.74074074074074)"
12-01-2023 18:58:45.611428,"(31.0, 85.0, 70.0)","(10.0, 13.5, 12.676470588235293)","(21.0, 38.0, 36.93333333333334)","(8.5, 12.0, 11.556818181818182)","(1.45, 1.65, 1.640655737704918)","(26.0, 42.0, 40.78787878787879)","(10.0, 16.0, 15.444444444444445)","(7.5, 13.0, 12.74074074074074)"
12-01-2023 18:58:46.714091,"(31.0, 85.0, 75.0)","(10.0, 13.5, 12.333333333333334)","(21.0, 38.0, 36.93333333333334)","(8.5, 12.0, 11.556818181818182)","(1.45, 1.65, 1.640655737704918)","(26.0, 42.0, 40.78787878787879)","(10.0, 16.0, 15.444444444444445)","(7.5, 13.0, 12.74074074074074)"
12-01-2023 18:58:47.863917,"(31.0, 85.0, 75.0)","(10.0, 13.5, 12.333333333333334)","(21.0, 34.0, 33.46666666666667)","(8.5, 12.0, 11.556818181818182)","(1.45, 1.65, 1.640655737704918)","(26.0, 42.0, 40.78787878787879)","(10.0, 16.0, 14.75)","(7.5, 13.0, 12.74074074074074)"
12-01-2023 18:58:49.026769,"(31.0, 85.0, 70.0)","(10.0, 13.5, 12.676470588235293)","(21.0, 34.0, 32.73684210526316)","(8.5, 12.0, 11.556818181818182)","(1.45, 1.65, 1.6494736842105262)","(26.0, 42.0, 40.78787878787879)","(10.0, 16.0, 14.75)","(7.5, 13.0, 12.74074074074074)"
12-01-2023 18:58:50.274991,"(31.0, 85.0, 75.0)","(10.0, 13.5, 12.333333333333334)","(21.0, 34.0, 32.73684210526316)","(8.5, 12.0, 11.533333333333333)","(1.45, 1.66, 1.6443478260869566)","(26.0, 42.0, 40.78787878787879)","(10.0, 16.0, 15.444444444444445)","(7.5, 13.0, 12.74074074074074)"
12-01-2023 18:58:51.570637,"(31.0, 85.0, 75.0)","(10.0, 13.5, 12.333333333333334)","(21.0, 34.0, 32.73684210526316)","(8.5, 12.0, 11.533333333333333)","(1.45, 1.66, 1.6452)","(26.0, 42.0, 40.78787878787879)","(10.0, 16.0, 14.75)","(7.5, 13.0, 12.74074074074074)"
12-01-2023 18:58:52.846118,"(31.0, 85.0, 67.85714285714286)","(10.0, 13.5, 12.333333333333334)","(21.0, 34.0, 33.46666666666667)","(8.5, 12.0, 11.533333333333333)","(1.45, 1.65, 1.6413559322033897)","(26.0, 42.0, 40.78787878787879)","(10.0, 16.0, 14.75)","(7.5, 13.0, 12.74074074074074)"
12-01-2023 18:58:54.121150,"(31.0, 85.0, 70.0)","(10.0, 13.5, 12.333333333333334)","(21.0, 34.0, 32.888888888888886)","(8.5, 12.0, 11.533333333333333)","(1.45, 1.65, 1.6413559322033897)","(26.0, 42.0, 40.78787878787879)","(10.0, 16.0, 14.75)","(7.5, 13.0, 12.74074074074074)"
12-01-2023 18:58:55.457069,"(31.0, 85.0, 67.85714285714286)","(10.0, 13.5, 12.333333333333334)","(21.0, 34.0, 31.857142857142858)","(8.5, 12.0, 11.533333333333333)","(1.45, 1.65, 1.6413559322033897)","(26.0, 42.0, 40.78787878787879)","(10.0, 16.0, 15.444444444444445)","(7.5, 13.0, 12.74074074074074)"
12-01-2023 18:58:56.747995,"(31.0, 85.0, 75.0)","(10.0, 13.5, 12.333333333333334)","(21.0, 32.0, 31.857142857142858)","(8.5, 12.0, 11.6625)","(1.45, 1.65, 1.638409090909091)","(26.0, 42.0, 40.78787878787879)","(10.0, 16.0, 15.444444444444445)","(7.5, 13.0, 12.74074074074074)"
12-01-2023 18:58:57.972078,"(31.0, 85.0, 75.0)","(10.0, 13.5, 12.676470588235293)","(21.0, 32.0, 31.857142857142858)","(8.5, 12.0, 11.533333333333333)","(1.45, 1.65, 1.6442045454545453)","(26.0, 42.0, 40.78787878787879)","(10.0, 16.0, 14.75)","(7.5, 13.0, 12.74074074074074)"
12-01-2023 18:58:59.295731,"(31.0, 85.0, 70.0)","(10.0, 13.5, 12.676470588235293)","(21.0, 32.0, 31.857142857142858)","(8.5, 12.0, 11.533333333333333)","(1.45, 1.65, 1.6454285714285712)","(26.0, 42.0, 40.78787878787879)","(10.0, 16.0, 14.75)","(7.5, 13.0, 12.74074074074074)"
12-01-2023 18:59:00.921703,"(31.0, 85.0, 75.0)","(10.0, 13.5, 12.333333333333334)","(21.0, 32.0, 35.57142857142857)","(8.5, 12.0, 11.533333333333333)","(1.45, 1.66, 1.6639622641509433)","(26.0, 42.0, 40.78787878787879)","(10.0, 16.0, 15.444444444444445)","(7.5, 13.0, 12.74074074074074)"
12-01-2023 18:59:02.274964,"(31.0, 85.0, 75.76923076923077)","(10.0, 13.5, 12.333333333333334)","(21.0, 36.0, 35.57142857142857)","(8.5, 12.0, 11.533333333333333)","(1.45, 1.67, 1.6532758620689654)","(26.0, 42.0, 40.78787878787879)","(10.0, 16.0, 15.444444444444445)","(7.5, 13.0, 12.74074074074074)"
12-01-2023 18:59:03.620893,"(31.0, 85.0, 75.76923076923077)","(10.0, 13.5, 12.333333333333334)","(21.0, 36.0, 33.46666666666667)","(8.5, 12.0, 11.533333333333333)","(1.45, 1.66, 1.6520588235294116)","(26.0, 42.0, 40.78787878787879)","(10.0, 16.0, 15.444444444444445)","(7.5, 13.0, 12.74074074074074)"
12-01-2023 18:59:05.149611,"(31.0, 85.0, 67.85714285714286)","(10.0, 13.5, 12.333333333333334)","(21.0, 34.0, 33.46666666666667)","(8.5, 12.0, 11.533333333333333)","(1.45, 1.66, 1.6520588235294116)","(26.0, 42.0, 40.78787878787879)","(10.0, 16.0, 14.75)","(7.5, 13.0, 12.74074074074074)"
12-01-2023 18:59:06.504390,"(31.0, 85.0, 67.85714285714286)","(10.0, 13.5, 12.8)","(21.0, 34.0, 32.73684210526316)","(8.5, 12.0, 11.533333333333333)","(1.45, 1.66, 1.6538095238095236)","(26.0, 42.0, 40.78787878787879)","(10.0, 16.0, 14.75)","(7.5, 13.0, 12.74074074074074)"
12-01-2023 18:59:08.030419,"(31.0, 85.0, 67.85714285714286)","(9.0, 13.0, 12.5)","(21.0, 34.0, 32.73684210526316)","(8.5, 12.0, 11.533333333333333)","(1.45, 1.66, 1.6505479452054794)","(26.0, 42.0, 40.78787878787879)","(10.0, 16.0, 14.75)","(8.0, 13.0, 12.74074074074074)"
