,Tiggerlong Flyer,Six Speed Manual,Shadow Riot,Kanji Yield,Aston Lira,High Tribe Rico,Black Compass,Selynya Obi
14-12-2022 19:53:50.648526,"(14.0, 24.0, 23.875)","(20.0, 55.0, 44.14285714285714)","(2.05, 2.34, 2.3383333333333334)","(26.0, 42.0, 40.333333333333336)","(3.1, 3.95, 3.856666666666667)","(5.5, 7.8, 7.428571428571429)","(11.0, 16.5, 17.375)","(31.0, 95.0, 91.92307692307693)"
14-12-2022 19:53:51.818117,"(14.0, 24.0, 23.75)","(20.0, 55.0, 48.666666666666664)","(2.05, 2.42, 2.4116666666666666)","(26.0, 42.0, 40.18181818181818)","(3.1, 3.95, 3.7866666666666666)","(5.5, 7.6, 7.428571428571429)","(11.0, 18.0, 17.375)","(31.0, 95.0, 72.77777777777777)"
14-12-2022 19:53:52.970515,"(14.0, 27.0, 24.291666666666668)","(20.0, 65.0, 61.21739130434783)","(2.05, 2.38, 2.375)","(26.0, 42.0, 40.75)","(3.1, 3.95, 3.683333333333333)","(5.5, 7.6, 7.3)","(11.0, 18.5, 17.318181818181817)","(31.0, 95.0, 73.57142857142857)"
14-12-2022 19:53:54.080204,"(14.0, 27.0, 24.291666666666668)","(20.0, 65.0, 62.5)","(2.05, 2.4, 2.393333333333333)","(26.0, 42.0, 40.75)","(3.1, 3.9, 3.870833333333333)","(5.5, 7.4, 6.542857142857144)","(11.0, 18.5, 17.318181818181817)","(31.0, 95.0, 73.57142857142857)"
14-12-2022 19:53:55.127723,"(14.0, 27.0, 23.176470588235293)","(20.0, 75.0, 68.33333333333333)","(2.05, 2.4, 2.373333333333333)","(26.0, 42.0, 40.75)","(3.1, 3.6, 3.504545454545455)","(5.5, 7.4, 6.65)","(11.0, 18.5, 17.318181818181817)","(31.0, 95.0, 73.57142857142857)"
14-12-2022 19:53:56.258931,"(14.0, 27.0, 23.38888888888889)","(20.0, 80.0, 66.53846153846153)","(2.05, 2.36, 2.3566666666666665)","(26.0, 42.0, 45.03448275862069)","(3.1, 3.6, 3.5357142857142856)","(5.5, 7.6, 6.55)","(11.0, 18.5, 16.285714285714285)","(31.0, 95.0, 73.57142857142857)"
14-12-2022 19:53:57.359275,"(14.0, 27.0, 23.38888888888889)","(20.0, 80.0, 66.53846153846153)","(2.05, 2.36, 2.357142857142857)","(26.0, 55.0, 45.03448275862069)","(3.1, 3.55, 3.5357142857142856)","(5.5, 7.6, 6.55)","(11.0, 18.0, 16.285714285714285)","(31.0, 95.0, 72.77777777777777)"
14-12-2022 19:53:58.538851,"(14.0, 27.0, 23.38888888888889)","(20.0, 80.0, 63.333333333333336)","(2.05, 2.36, 2.340384615384615)","(26.0, 50.0, 43.14285714285714)","(3.1, 3.55, 3.5357142857142856)","(5.5, 7.6, 7.18)","(11.0, 18.0, 16.40909090909091)","(31.0, 95.0, 72.77777777777777)"
14-12-2022 19:53:59.622436,"(14.0, 27.0, 23.666666666666668)","(20.0, 80.0, 63.333333333333336)","(2.05, 2.36, 2.3270967741935484)","(26.0, 50.0, 43.14285714285714)","(3.1, 3.55, 3.5357142857142856)","(5.5, 7.6, 7.18)","(11.0, 18.0, 16.40909090909091)","(31.0, 95.0, 72.77777777777777)"
14-12-2022 19:54:00.664458,"(14.0, 27.0, 23.666666666666668)","(20.0, 80.0, 63.333333333333336)","(2.05, 2.36, 2.326875)","(26.0, 50.0, 42.888888888888886)","(3.1, 3.55, 3.5357142857142856)","(5.5, 7.6, 7.3999999999999995)","(11.0, 18.0, 16.181818181818183)","(31.0, 95.0, 82.27272727272728)"
14-12-2022 19:54:01.625890,"(14.0, 27.0, 23.666666666666668)","(20.0, 80.0, 58.125)","(2.05, 2.36, 2.3367441860465115)","(26.0, 50.0, 42.888888888888886)","(3.1, 3.55, 3.545)","(5.5, 7.6, 7.3999999999999995)","(11.0, 18.0, 16.181818181818183)","(31.0, 95.0, 82.27272727272728)"
14-12-2022 19:54:02.622198,"(14.0, 27.0, 23.38888888888889)","(20.0, 80.0, 58.125)","(2.05, 2.36, 2.336190476190476)","(26.0, 50.0, 42.888888888888886)","(3.1, 3.6, 3.545)","(5.5, 7.6, 7.3999999999999995)","(11.0, 18.0, 17.25)","(31.0, 95.0, 89.0)"
14-12-2022 19:54:03.838688,"(14.0, 27.0, 24.846153846153847)","(20.0, 80.0, 58.125)","(2.05, 2.36, 2.336190476190476)","(26.0, 50.0, 42.888888888888886)","(3.1, 3.6, 3.564)","(5.5, 7.6, 7.449999999999999)","(11.0, 18.0, 17.25)","(31.0, 95.0, 89.0)"
14-12-2022 19:54:05.011697,"(14.0, 27.0, 24.846153846153847)","(20.0, 80.0, 58.125)","(2.05, 2.34, 2.3307692307692305)","(26.0, 50.0, 42.888888888888886)","(3.1, 3.6, 3.5925000000000002)","(5.5, 7.6, 6.945454545454545)","(11.0, 18.0, 16.714285714285715)","(31.0, 95.0, 90.625)"
14-12-2022 19:54:06.204122,"(14.0, 27.0, 24.846153846153847)","(20.0, 80.0, 61.25)","(2.05, 2.36, 2.3406451612903223)","(26.0, 50.0, 42.888888888888886)","(3.1, 3.6, 3.59)","(5.5, 7.6, 7.2)","(11.0, 18.0, 16.714285714285715)","(31.0, 95.0, 90.0)"
14-12-2022 19:54:07.219041,"(14.0, 27.0, 24.846153846153847)","(21.0, 80.0, 67.5)","(2.05, 2.36, 2.3406451612903223)","(26.0, 50.0, 42.888888888888886)","(3.1, 3.6, 3.59)","(5.5, 7.6, 7.2)","(13.0, 18.0, 16.714285714285715)","(31.0, 95.0, 90.0)"
14-12-2022 19:54:08.328273,"(14.0, 27.0, 24.666666666666668)","(21.0, 50.0, 48.666666666666664)","(2.05, 2.36, 2.3410526315789473)","(26.0, 50.0, 42.888888888888886)","(3.1, 3.55, 3.513157894736842)","(5.5, 7.6, 7.199999999999999)","(13.0, 18.0, 17.5)","(31.0, 95.0, 90.0)"
14-12-2022 19:54:09.454125,"(14.0, 27.0, 23.941176470588236)","(21.0, 50.0, 48.666666666666664)","(2.05, 2.36, 2.357349397590361)","(26.0, 50.0, 42.888888888888886)","(3.1, 3.55, 3.5)","(5.5, 7.6, 6.975)","(13.0, 18.0, 17.5)","(31.0, 95.0, 80.0)"
14-12-2022 19:54:10.501685,"(14.0, 27.0, 24.263157894736842)","(21.0, 50.0, 48.857142857142854)","(2.05, 2.36, 2.3225)","(26.0, 50.0, 40.588235294117645)","(3.1, 3.55, 3.5166666666666666)","(5.5, 7.6, 6.85)","(13.0, 18.0, 17.5)","(31.0, 95.0, 80.0)"
14-12-2022 19:54:11.573510,"(14.0, 27.0, 24.263157894736842)","(21.0, 50.0, 48.857142857142854)","(2.05, 2.36, 2.3314285714285714)","(26.0, 50.0, 40.588235294117645)","(3.1, 3.55, 3.4863636363636363)","(5.5, 7.6, 7.322222222222222)","(13.0, 18.0, 16.625)","(31.0, 95.0, 89.0)"
14-12-2022 19:54:12.660053,"(14.0, 27.0, 24.263157894736842)","(21.0, 50.0, 55.5)","(2.05, 2.36, 2.317142857142857)","(26.0, 50.0, 40.588235294117645)","(3.1, 3.55, 3.5)","(5.5, 7.6, 7.152941176470588)","(13.0, 18.0, 16.625)","(31.0, 95.0, 89.0)"
14-12-2022 19:54:13.706806,"(16.0, 27.0, 24.11111111111111)","(26.0, 65.0, 55.5)","(2.0, 2.34, 2.317142857142857)","(26.0, 50.0, 40.588235294117645)","(3.0, 3.55, 3.441891891891892)","(5.5, 7.8, 7.3999999999999995)","(13.0, 18.0, 16.625)","(41.0, 95.0, 89.0)"
14-12-2022 19:54:14.804166,"(16.0, 27.0, 24.11111111111111)","(26.0, 65.0, 58.666666666666664)","(2.0, 2.34, 2.331578947368421)","(26.0, 50.0, 47.5)","(3.0, 3.55, 3.4976190476190476)","(5.5, 7.6, 7.428571428571429)","(13.0, 18.0, 16.625)","(41.0, 95.0, 90.71428571428572)"
14-12-2022 19:54:15.872508,"(16.0, 27.0, 25.142857142857142)","(26.0, 65.0, 58.666666666666664)","(2.0, 2.32, 2.311384615384615)","(26.0, 55.0, 47.5)","(3.0, 3.55, 3.487142857142857)","(5.5, 7.6, 7.2727272727272725)","(13.0, 18.0, 16.625)","(41.0, 95.0, 87.5)"
14-12-2022 19:54:17.015555,"(16.0, 27.0, 25.304347826086957)","(26.0, 65.0, 58.666666666666664)","(2.0, 2.32, 2.3118749999999997)","(26.0, 60.0, 51.0)","(3.0, 3.55, 3.4125)","(5.5, 7.6, 7.24)","(13.0, 18.0, 16.5)","(41.0, 95.0, 87.5)"
14-12-2022 19:54:18.268253,"(16.0, 27.0, 25.304347826086957)","(26.0, 65.0, 58.666666666666664)","(2.0, 2.32, 2.288965517241379)","(26.0, 60.0, 48.0)","(3.0, 3.55, 3.506578947368421)","(5.5, 7.6, 7.24)","(13.0, 18.0, 16.5)","(41.0, 95.0, 87.5)"
14-12-2022 19:54:19.429936,"(16.0, 27.0, 25.304347826086957)","(26.0, 65.0, 58.666666666666664)","(2.0, 2.3, 2.288965517241379)","(26.0, 60.0, 48.0)","(3.0, 3.55, 3.4583333333333335)","(5.5, 7.6, 7.24)","(13.0, 18.0, 16.833333333333332)","(41.0, 95.0, 87.5)"
14-12-2022 19:54:20.684204,"(16.0, 27.0, 25.227272727272727)","(26.0, 65.0, 58.666666666666664)","(2.0, 2.3, 2.281517857142857)","(26.0, 60.0, 48.0)","(3.0, 3.55, 3.5250000000000004)","(5.5, 7.6, 7.415384615384616)","(13.0, 17.5, 16.75)","(41.0, 95.0, 87.5)"
14-12-2022 19:54:21.770622,"(16.0, 27.0, 24.4)","(26.0, 65.0, 52.333333333333336)","(2.0, 2.3, 2.243076923076923)","(26.0, 60.0, 50.75)","(3.0, 3.6, 3.54)","(5.5, 7.8, 7.266666666666667)","(13.0, 17.5, 15.333333333333334)","(41.0, 95.0, 87.5)"
14-12-2022 19:54:22.891941,"(16.0, 27.0, 24.214285714285715)","(26.0, 65.0, 60.25)","(2.0, 2.28, 2.243076923076923)","(26.0, 65.0, 47.84615384615385)","(3.0, 3.6, 3.58)","(5.5, 7.8, 7.5473684210526315)","(13.0, 16.0, 15.136363636363637)","(41.0, 95.0, 82.5)"
14-12-2022 19:54:24.054190,"(16.0, 27.0, 24.214285714285715)","(26.0, 65.0, 61.54545454545455)","(2.0, 2.28, 2.243076923076923)","(26.0, 70.0, 47.84615384615385)","(3.0, 3.6, 3.5875)","(5.5, 7.8, 7.457142857142857)","(13.0, 15.5, 15.136363636363637)","(41.0, 100.0, 75.5)"
14-12-2022 19:54:25.094361,"(16.0, 27.0, 24.214285714285715)","(26.0, 65.0, 61.54545454545455)","(2.0, 2.28, 2.2615384615384615)","(26.0, 70.0, 47.84615384615385)","(3.0, 3.6, 3.597297297297297)","(5.5, 7.8, 7.285714285714286)","(13.0, 15.5, 15.357142857142858)","(41.0, 100.0, 75.5)"
14-12-2022 19:54:26.123948,"(16.0, 27.0, 24.214285714285715)","(26.0, 65.0, 63.099999999999994)","(2.0, 2.22, 2.202935779816514)","(26.0, 70.0, 47.84615384615385)","(3.0, 3.6, 3.5875)","(5.5, 7.8, 7.35)","(13.0, 16.0, 15.307692307692308)","(41.0, 100.0, 72.0)"
14-12-2022 19:54:27.155504,"(16.0, 27.0, 24.214285714285715)","(26.0, 65.0, 56.5)","(2.0, 2.28, 2.2482758620689656)","(26.0, 70.0, 47.84615384615385)","(3.0, 3.6, 3.5875)","(5.5, 7.8, 7.35)","(13.0, 16.0, 15.307692307692308)","(41.0, 100.0, 72.0)"
14-12-2022 19:54:28.254359,"(16.0, 27.0, 24.214285714285715)","(26.0, 65.0, 61.6)","(2.0, 2.28, 2.2560000000000002)","(26.0, 70.0, 47.84615384615385)","(3.0, 3.6, 3.5875)","(5.5, 7.8, 7.5)","(13.0, 16.0, 15.454545454545455)","(41.0, 100.0, 81.66666666666667)"
14-12-2022 19:54:29.342479,"(16.0, 27.0, 25.304347826086957)","(26.0, 65.0, 61.90909090909091)","(2.0, 2.28, 2.2560000000000002)","(26.0, 70.0, 47.84615384615385)","(3.0, 3.6, 3.5875)","(5.5, 7.8, 7.5)","(13.0, 16.0, 15.454545454545455)","(41.0, 100.0, 81.66666666666667)"
14-12-2022 19:54:30.566378,"(16.0, 27.0, 25.304347826086957)","(26.0, 65.0, 61.90909090909091)","(2.0, 2.28, 2.2560000000000002)","(26.0, 70.0, 47.84615384615385)","(3.0, 3.6, 3.5875)","(5.5, 7.8, 7.5)","(13.0, 16.0, 15.454545454545455)","(41.0, 100.0, 83.07692307692308)"
14-12-2022 19:54:31.590493,"(16.0, 27.0, 25.304347826086957)","(26.0, 65.0, 61.6)","(2.0, 2.3, 2.2422105263157897)","(26.0, 70.0, 47.84615384615385)","(3.0, 3.6, 3.5833333333333335)","(5.5, 7.8, 7.44)","(13.0, 16.0, 15.454545454545455)","(41.0, 100.0, 83.07692307692308)"
14-12-2022 19:54:32.650646,"(16.0, 27.0, 25.8)","(26.0, 65.0, 61.6)","(2.0, 2.3, 2.2617499999999997)","(26.0, 70.0, 47.84615384615385)","(3.0, 3.6, 3.59375)","(5.5, 7.8, 7.44)","(13.0, 16.0, 14.8)","(41.0, 100.0, 83.07692307692308)"
14-12-2022 19:54:33.678596,"(16.0, 27.0, 25.8)","(26.0, 65.0, 61.6)","(2.0, 2.3, 2.2423076923076923)","(26.0, 70.0, 47.84615384615385)","(3.0, 3.6, 3.59375)","(5.5, 7.8, 7.371428571428572)","(13.0, 16.0, 14.8)","(41.0, 100.0, 82.85714285714286)"
14-12-2022 19:54:34.782271,"(16.0, 27.0, 25.8)","(26.0, 65.0, 63.111111111111114)","(2.0, 2.3, 2.2621212121212118)","(31.0, 70.0, 47.84615384615385)","(3.0, 3.65, 3.64375)","(5.5, 7.8, 7.371428571428572)","(13.0, 16.0, 14.8)","(41.0, 100.0, 82.85714285714286)"
14-12-2022 19:54:35.826324,"(16.0, 27.0, 25.8)","(26.0, 65.0, 63.111111111111114)","(2.0, 2.28, 2.263333333333333)","(31.0, 70.0, 47.84615384615385)","(3.0, 3.65, 3.64375)","(5.5, 7.8, 7.371428571428572)","(13.0, 16.0, 14.8)","(41.0, 100.0, 82.85714285714286)"
14-12-2022 19:54:36.937907,"(16.0, 29.0, 28.555555555555557)","(26.0, 65.0, 63.111111111111114)","(2.0, 2.3, 2.2803738317757007)","(31.0, 70.0, 48.18181818181818)","(3.0, 3.65, 3.6799999999999997)","(5.5, 7.6, 7.5)","(13.0, 16.0, 15.34375)","(41.0, 100.0, 83.33333333333333)"
14-12-2022 19:54:37.968003,"(16.0, 30.0, 27.5)","(26.0, 65.0, 61.6)","(1.95, 2.3, 2.2625225225225223)","(31.0, 70.0, 48.18181818181818)","(3.0, 3.75, 3.7293103448275864)","(5.5, 7.6, 7.225)","(12.0, 16.0, 15.34375)","(41.0, 100.0, 83.33333333333333)"
14-12-2022 19:54:39.138652,"(16.0, 30.0, 27.5)","(26.0, 65.0, 61.6)","(1.95, 2.3, 2.2625225225225223)","(31.0, 70.0, 50.588235294117645)","(3.0, 3.75, 3.59)","(5.5, 7.6, 7.225)","(12.0, 16.0, 15.34375)","(41.0, 100.0, 79.375)"
14-12-2022 19:54:40.243381,"(16.0, 30.0, 27.5)","(26.0, 65.0, 62.0)","(1.95, 2.3, 2.2625225225225223)","(31.0, 70.0, 52.4)","(3.0, 3.6, 3.644230769230769)","(5.5, 7.6, 7.300000000000001)","(12.0, 16.0, 14.6875)","(41.0, 100.0, 80.0)"
14-12-2022 19:54:41.443309,"(16.0, 30.0, 27.5)","(26.0, 65.0, 62.0)","(1.95, 2.26, 2.2281818181818185)","(31.0, 70.0, 53.86666666666667)","(3.0, 3.65, 3.644)","(5.5, 7.4, 7.32)","(12.0, 16.0, 14.6875)","(41.0, 100.0, 91.66666666666667)"
14-12-2022 19:54:42.892258,"(16.0, 30.0, 29.333333333333332)","(26.0, 65.0, 62.0)","(1.95, 2.26, 2.2392857142857143)","(31.0, 70.0, 53.86666666666667)","(3.0, 3.65, 3.63)","(5.5, 7.4, 7.32)","(12.0, 16.0, 15.125)","(41.0, 100.0, 85.0)"
14-12-2022 19:54:44.125523,"(16.0, 30.0, 29.333333333333332)","(26.0, 65.0, 63.333333333333336)","(1.95, 2.28, 2.2609999999999997)","(31.0, 70.0, 53.86666666666667)","(3.0, 3.65, 3.64375)","(5.5, 7.4, 7.066666666666666)","(12.0, 16.0, 16.714285714285715)","(41.0, 100.0, 87.08333333333333)"
14-12-2022 19:54:45.355085,"(16.0, 30.0, 29.333333333333332)","(26.0, 65.0, 63.333333333333336)","(1.95, 2.28, 2.2630769230769228)","(31.0, 70.0, 50.21739130434783)","(3.0, 3.65, 3.6454545454545455)","(5.5, 7.2, 7.342857142857143)","(12.0, 17.0, 16.833333333333332)","(41.0, 110.0, 88.84615384615384)"
14-12-2022 19:54:46.470425,"(16.0, 29.0, 28.5)","(26.0, 65.0, 63.333333333333336)","(1.95, 2.28, 2.265333333333333)","(31.0, 65.0, 50.21739130434783)","(3.0, 3.65, 3.6454545454545455)","(5.5, 7.4, 7.342857142857143)","(12.0, 17.0, 16.833333333333332)","(41.0, 110.0, 88.84615384615384)"
14-12-2022 19:54:47.545194,"(16.0, 29.0, 28.5)","(26.0, 65.0, 63.333333333333336)","(1.95, 2.28, 2.2781249999999997)","(31.0, 65.0, 49.96153846153846)","(3.0, 3.65, 3.6441176470588235)","(5.5, 7.4, 7.342857142857143)","(12.0, 17.0, 16.833333333333332)","(41.0, 110.0, 88.84615384615384)"
14-12-2022 19:54:48.642708,"(16.0, 29.0, 28.5)","(26.0, 65.0, 60.90909090909091)","(1.95, 2.28, 2.2781249999999997)","(31.0, 65.0, 49.36)","(3.0, 3.6, 3.585714285714286)","(5.5, 7.4, 7.171428571428572)","(12.0, 17.0, 16.833333333333332)","(41.0, 110.0, 82.5)"
14-12-2022 19:54:49.741998,"(16.0, 29.0, 28.5)","(26.0, 65.0, 63.333333333333336)","(1.95, 2.28, 2.2781249999999997)","(31.0, 65.0, 49.36)","(3.0, 3.6, 3.585714285714286)","(5.5, 7.4, 7.171428571428572)","(12.0, 17.0, 16.833333333333332)","(41.0, 110.0, 82.5)"
14-12-2022 19:54:50.897800,"(17.0, 29.0, 28.5)","(26.0, 65.0, 63.333333333333336)","(1.95, 2.28, 2.2725714285714282)","(31.0, 65.0, 49.36)","(3.0, 3.6, 3.5708333333333333)","(5.5, 7.8, 7.449999999999999)","(12.0, 17.0, 16.833333333333332)","(41.0, 110.0, 82.5)"
14-12-2022 19:54:51.873277,"(17.0, 30.0, 29.333333333333332)","(26.0, 65.0, 63.333333333333336)","(1.95, 2.28, 2.2725714285714282)","(31.0, 65.0, 49.36)","(3.0, 3.6, 3.5708333333333333)","(5.5, 7.6, 7.5249999999999995)","(12.0, 17.0, 16.833333333333332)","(41.0, 110.0, 82.5)"
14-12-2022 19:54:53.020738,"(17.0, 30.0, 29.76923076923077)","(26.0, 65.0, 63.333333333333336)","(1.95, 2.28, 2.228)","(31.0, 65.0, 48.9)","(3.0, 3.6, 3.585714285714286)","(5.5, 7.6, 7.311111111111111)","(12.0, 17.0, 17.25)","(41.0, 110.0, 82.5)"
14-12-2022 19:54:54.191987,"(17.0, 32.0, 31.2)","(26.0, 65.0, 63.333333333333336)","(1.95, 2.28, 2.228)","(31.0, 65.0, 44.724137931034484)","(3.0, 3.6, 3.3489361702127662)","(5.5, 7.8, 7.973809523809524)","(12.0, 17.5, 17.333333333333332)","(41.0, 110.0, 82.5)"
14-12-2022 19:54:55.397275,"(17.0, 32.0, 30.666666666666668)","(26.0, 65.0, 63.333333333333336)","(1.95, 2.3, 2.2874999999999996)","(31.0, 65.0, 48.58620689655172)","(3.0, 3.35, 3.347916666666667)","(5.5, 8.0, 8.018181818181818)","(12.0, 17.5, 17.333333333333332)","(41.0, 110.0, 82.5)"
14-12-2022 19:54:56.614329,"(17.0, 36.0, 33.333333333333336)","(26.0, 80.0, 76.66666666666667)","(1.95, 2.26, 2.2442105263157894)","(31.0, 65.0, 48.58620689655172)","(3.0, 3.35, 3.347916666666667)","(5.5, 8.4, 8.066666666666666)","(12.0, 17.5, 17.35)","(41.0, 110.0, 82.5)"
14-12-2022 19:54:57.789609,"(17.0, 36.0, 33.333333333333336)","(26.0, 85.0, 62.5)","(1.95, 2.26, 2.2348387096774194)","(31.0, 65.0, 48.58620689655172)","(3.0, 3.35, 3.3403508771929826)","(5.5, 8.6, 8.384615384615385)","(12.0, 17.5, 17.625)","(41.0, 110.0, 89.375)"
14-12-2022 19:54:58.933983,"(17.0, 36.0, 33.714285714285715)","(26.0, 85.0, 62.5)","(1.95, 2.26, 2.245714285714286)","(31.0, 65.0, 48.58620689655172)","(3.0, 3.35, 3.3133333333333335)","(5.5, 8.6, 8.312)","(12.0, 18.5, 17.625)","(41.0, 110.0, 89.16666666666667)"
14-12-2022 19:55:00.074330,"(17.0, 36.0, 33.666666666666664)","(26.0, 85.0, 62.5)","(1.95, 2.26, 2.2422222222222223)","(31.0, 65.0, 50.54545454545455)","(3.0, 3.35, 3.3071428571428574)","(5.5, 8.6, 8.28235294117647)","(12.0, 18.5, 17.625)","(41.0, 110.0, 90.76923076923077)"
14-12-2022 19:55:01.190122,"(17.0, 36.0, 31.333333333333332)","(26.0, 85.0, 62.5)","(1.95, 2.26, 2.241538461538462)","(31.0, 60.0, 46.526315789473685)","(3.0, 3.35, 3.33)","(5.5, 8.6, 8.3)","(12.0, 18.5, 17.625)","(41.0, 110.0, 88.75)"
14-12-2022 19:55:02.311319,"(17.0, 36.0, 31.333333333333332)","(26.0, 85.0, 65.0)","(1.95, 2.26, 2.244516129032258)","(31.0, 60.0, 46.526315789473685)","(3.0, 3.35, 3.3016129032258066)","(5.5, 8.6, 8.365217391304348)","(12.0, 18.5, 17.45)","(41.0, 110.0, 88.75)"
14-12-2022 19:55:03.439182,"(17.0, 36.0, 34.0)","(26.0, 85.0, 79.0)","(1.95, 2.26, 2.2315789473684213)","(31.0, 60.0, 46.526315789473685)","(2.9, 3.35, 3.2796296296296297)","(5.5, 8.6, 8.336)","(12.0, 18.5, 17.8)","(41.0, 110.0, 87.63157894736842)"
14-12-2022 19:55:04.527252,"(17.0, 36.0, 34.0)","(26.0, 85.0, 79.0)","(1.95, 2.32, 2.277142857142857)","(31.0, 60.0, 46.526315789473685)","(2.9, 3.3, 3.2676470588235293)","(5.5, 8.6, 8.336)","(12.0, 18.0, 15.323076923076924)","(41.0, 110.0, 87.63157894736842)"
14-12-2022 19:55:05.548782,"(17.0, 36.0, 34.0)","(26.0, 85.0, 70.0)","(1.95, 2.3, 2.2866666666666666)","(31.0, 60.0, 46.526315789473685)","(2.9, 3.3, 3.2676470588235293)","(5.5, 8.6, 8.446808510638297)","(12.0, 18.0, 16.26865671641791)","(41.0, 110.0, 89.16666666666667)"
14-12-2022 19:55:06.611826,"(17.0, 32.0, 30.928571428571427)","(26.0, 85.0, 68.125)","(1.95, 2.22, 2.2118867924528303)","(31.0, 60.0, 50.608695652173914)","(2.9, 3.3, 3.285454545454545)","(5.5, 8.6, 8.436363636363636)","(12.0, 18.0, 16.184615384615384)","(41.0, 110.0, 89.16666666666667)"
14-12-2022 19:55:07.661726,"(17.0, 36.0, 34.72727272727273)","(26.0, 85.0, 70.0)","(1.95, 2.22, 2.214526315789474)","(31.0, 60.0, 51.0)","(2.9, 3.3, 3.3056962025316454)","(5.5, 8.6, 8.424390243902439)","(12.0, 18.0, 16.333333333333332)","(41.0, 110.0, 89.16666666666667)"
14-12-2022 19:55:08.792837,"(17.0, 36.0, 34.72727272727273)","(26.0, 85.0, 71.36363636363636)","(1.95, 2.26, 2.2554999999999996)","(31.0, 60.0, 50.5)","(2.9, 3.35, 3.3028571428571425)","(5.5, 8.6, 8.424390243902439)","(12.0, 18.0, 16.337662337662337)","(41.0, 110.0, 91.25)"
14-12-2022 19:55:09.913882,"(17.0, 36.0, 34.72727272727273)","(26.0, 85.0, 71.36363636363636)","(1.95, 2.26, 2.2554999999999996)","(31.0, 60.0, 50.142857142857146)","(2.9, 3.35, 3.3028571428571425)","(5.5, 8.6, 8.299999999999999)","(12.0, 18.0, 16.337662337662337)","(41.0, 110.0, 91.25)"
14-12-2022 19:55:11.040643,"(17.0, 36.0, 35.07692307692308)","(26.0, 85.0, 73.88888888888889)","(1.95, 2.22, 2.2197222222222224)","(31.0, 60.0, 50.142857142857146)","(2.9, 3.35, 3.3028571428571425)","(5.5, 8.6, 8.257142857142856)","(12.0, 18.0, 16.337662337662337)","(41.0, 110.0, 91.25)"
14-12-2022 19:55:12.060949,"(17.0, 36.0, 35.07692307692308)","(26.0, 85.0, 73.88888888888889)","(1.95, 2.26, 2.2583561643835615)","(31.0, 60.0, 50.142857142857146)","(2.9, 3.35, 3.3028571428571425)","(5.5, 8.6, 8.26153846153846)","(12.0, 18.0, 16.337662337662337)","(41.0, 110.0, 91.25)"
14-12-2022 19:55:13.084522,"(17.0, 36.0, 35.07692307692308)","(26.0, 85.0, 71.36363636363636)","(1.95, 2.26, 2.24)","(31.0, 60.0, 50.142857142857146)","(2.9, 3.35, 3.3071428571428574)","(5.5, 8.6, 8.26153846153846)","(12.0, 18.0, 16.060606060606062)","(41.0, 110.0, 90.26315789473685)"
14-12-2022 19:55:14.096522,"(17.0, 36.0, 35.333333333333336)","(26.0, 85.0, 73.88888888888889)","(1.95, 2.26, 2.2583673469387753)","(31.0, 60.0, 50.142857142857146)","(2.9, 3.35, 3.3071428571428574)","(5.5, 8.6, 8.26153846153846)","(12.0, 18.0, 16.060606060606062)","(41.0, 110.0, 90.26315789473685)"
14-12-2022 19:55:15.199111,"(19.0, 36.0, 34.8)","(31.0, 85.0, 71.36363636363636)","(1.95, 2.28, 2.2760377358490564)","(31.0, 60.0, 50.142857142857146)","(2.9, 3.45, 3.3576923076923078)","(5.5, 8.6, 8.393749999999999)","(12.0, 18.0, 16.0)","(41.0, 110.0, 92.14285714285714)"
14-12-2022 19:55:16.301698,"(19.0, 36.0, 34.8)","(31.0, 85.0, 67.14285714285714)","(1.95, 2.26, 2.259225806451613)","(31.0, 60.0, 50.69230769230769)","(2.9, 3.45, 3.3583333333333334)","(5.5, 8.6, 8.305263157894736)","(12.0, 18.0, 16.017241379310345)","(41.0, 110.0, 78.88888888888889)"
14-12-2022 19:55:17.448668,"(19.0, 34.0, 30.153846153846153)","(31.0, 80.0, 67.14285714285714)","(1.95, 2.26, 2.259225806451613)","(31.0, 55.0, 48.77777777777778)","(2.9, 3.4, 3.4047619047619047)","(5.5, 8.6, 8.44)","(12.0, 17.5, 16.863636363636363)","(41.0, 110.0, 78.33333333333333)"
14-12-2022 19:55:18.552520,"(19.0, 32.0, 31.25)","(31.0, 80.0, 68.33333333333333)","(1.95, 2.22, 2.2175000000000002)","(31.0, 55.0, 50.69230769230769)","(2.9, 3.45, 3.4047619047619047)","(5.5, 8.6, 8.466666666666667)","(12.0, 17.0, 16.625)","(41.0, 110.0, 78.33333333333333)"
14-12-2022 19:55:19.660263,"(19.0, 32.0, 31.25)","(31.0, 80.0, 68.33333333333333)","(1.9, 2.22, 2.2175000000000002)","(31.0, 55.0, 50.69230769230769)","(2.9, 3.45, 3.4047619047619047)","(5.5, 8.6, 8.466666666666667)","(12.0, 17.0, 16.625)","(41.0, 110.0, 78.33333333333333)"
14-12-2022 19:55:20.810486,"(19.0, 32.0, 31.0)","(31.0, 80.0, 65.88235294117646)","(1.9, 2.26, 2.2525)","(31.0, 55.0, 50.69230769230769)","(2.9, 3.45, 3.4047619047619047)","(5.5, 8.6, 8.44)","(12.0, 17.0, 15.275)","(41.0, 110.0, 79.11764705882354)"
