,Robell Ruby,Skylahs Misfit,Bugatti Hydro,My Reputation,Bokarm Nero,Tipple Valley,Kooringa Magic,Amber Jack
08-12-2022 13:39:24.936024,"(3.3, 4.5, 4.475)","(19.0, 25.0, 24.934782608695652)","(101.0, 400.0, 181.66666666666666)","(15.0, 19.0, 18.852941176470587)","(101.0, 450.0, 205.78947368421052)","(2.5, 3.1, 3.0875)","(3.4, 4.6, 4.503846153846154)","(7.5, 10.5, 9.82)"
08-12-2022 13:39:26.267281,"(3.3, 4.5, 4.475)","(19.0, 25.0, 24.934782608695652)","(101.0, 390.0, 181.66666666666666)","(15.0, 19.0, 18.38235294117647)","(101.0, 450.0, 218.0)","(2.5, 3.1, 3.0875)","(3.4, 4.6, 4.503846153846154)","(7.5, 10.5, 9.82)"
08-12-2022 13:39:27.608826,"(3.3, 4.5, 4.475)","(19.0, 25.0, 24.934782608695652)","(101.0, 390.0, 170.0)","(15.0, 18.5, 18.38235294117647)","(101.0, 450.0, 218.0)","(2.5, 3.1, 3.0875)","(3.4, 4.6, 4.503846153846154)","(7.5, 10.5, 9.82)"
08-12-2022 13:39:28.955211,"(3.3, 4.5, 4.475)","(19.0, 25.0, 23.956521739130434)","(101.0, 380.0, 170.0)","(15.0, 18.5, 18.38235294117647)","(101.0, 450.0, 218.0)","(2.5, 3.1, 3.0463235294117643)","(3.4, 4.6, 4.503846153846154)","(7.5, 10.5, 9.82)"
08-12-2022 13:39:30.291736,"(3.3, 4.5, 4.475)","(19.0, 24.0, 23.96078431372549)","(91.0, 380.0, 166.66666666666666)","(15.0, 18.5, 18.285714285714285)","(101.0, 450.0, 256.66666666666663)","(2.5, 3.05, 3.044565217391304)","(3.4, 4.6, 4.524242424242424)","(7.5, 10.5, 9.735)"
08-12-2022 13:39:31.582329,"(3.3, 4.5, 4.4)","(19.0, 24.0, 23.96078431372549)","(91.0, 380.0, 160.0)","(15.0, 18.5, 18.40909090909091)","(101.0, 450.0, 256.66666666666663)","(2.5, 3.05, 3.044565217391304)","(3.4, 4.6, 4.480952380952381)","(7.5, 10.5, 9.684)"
08-12-2022 13:39:32.844718,"(3.3, 4.6, 4.348837209302325)","(19.0, 24.0, 23.96078431372549)","(91.0, 380.0, 160.0)","(15.0, 18.5, 18.40909090909091)","(101.0, 450.0, 256.66666666666663)","(2.5, 3.05, 3.0446236559139783)","(3.4, 4.6, 4.480952380952381)","(7.5, 10.5, 9.684)"
08-12-2022 13:39:34.043324,"(3.3, 4.4, 4.3500000000000005)","(19.0, 24.0, 23.96078431372549)","(91.0, 380.0, 160.0)","(15.0, 18.5, 17.916666666666668)","(101.0, 450.0, 218.0)","(2.5, 3.05, 3.123076923076923)","(3.4, 4.6, 4.333333333333333)","(7.5, 10.5, 9.536363636363637)"
08-12-2022 13:39:35.264695,"(3.3, 4.3, 4.221739130434782)","(19.0, 25.0, 24.238095238095237)","(91.0, 380.0, 160.0)","(15.0, 19.0, 18.076923076923077)","(101.0, 450.0, 218.0)","(2.5, 3.15, 3.1333333333333333)","(3.4, 4.4, 4.3478260869565215)","(7.5, 10.0, 9.86086956521739)"
08-12-2022 13:39:36.508816,"(3.3, 4.2, 4.1625000000000005)","(19.0, 25.0, 24.238095238095237)","(91.0, 380.0, 165.55555555555554)","(15.0, 19.0, 18.076923076923077)","(101.0, 450.0, 256.66666666666663)","(2.5, 3.2, 3.128846153846154)","(3.4, 4.4, 4.42)","(7.5, 10.0, 9.781818181818181)"
08-12-2022 13:39:37.799284,"(3.3, 4.2, 4.152941176470589)","(18.0, 25.0, 24.238095238095237)","(91.0, 370.0, 167.5)","(15.0, 19.0, 18.037037037037038)","(101.0, 450.0, 256.66666666666663)","(2.5, 3.15, 3.128)","(3.4, 4.5, 4.381818181818182)","(7.5, 10.0, 10.144927536231885)"
08-12-2022 13:39:39.139375,"(3.3, 4.2, 4.152941176470589)","(18.0, 25.0, 24.238095238095237)","(91.0, 360.0, 245.0)","(15.0, 19.0, 18.037037037037038)","(101.0, 450.0, 218.0)","(2.5, 3.15, 3.122413793103448)","(3.4, 4.5, 4.385714285714285)","(7.5, 10.5, 10.10483870967742)"
08-12-2022 13:39:40.462810,"(3.3, 4.2, 4.171014492753623)","(18.0, 25.0, 24.238095238095237)","(91.0, 350.0, 164.44444444444446)","(15.0, 19.0, 18.037037037037038)","(101.0, 450.0, 218.0)","(2.5, 3.15, 3.1214285714285714)","(3.4, 4.5, 4.385714285714285)","(7.5, 10.5, 10.118181818181819)"
08-12-2022 13:39:41.759420,"(3.3, 4.2, 4.171014492753623)","(18.0, 25.0, 24.238095238095237)","(91.0, 360.0, 164.44444444444446)","(15.0, 19.0, 18.037037037037038)","(101.0, 450.0, 256.66666666666663)","(2.5, 3.15, 3.1285714285714286)","(3.4, 4.5, 4.37027027027027)","(7.5, 10.5, 10.158333333333333)"
08-12-2022 13:39:43.088344,"(3.3, 4.2, 4.171830985915493)","(18.0, 25.0, 24.238095238095237)","(91.0, 360.0, 164.44444444444446)","(15.0, 19.0, 18.037037037037038)","(101.0, 450.0, 256.66666666666663)","(2.5, 3.15, 3.1259259259259258)","(3.4, 4.5, 4.474285714285714)","(7.5, 10.5, 10.12037037037037)"
08-12-2022 13:39:44.418470,"(3.3, 4.2, 4.171830985915493)","(18.0, 25.0, 24.238095238095237)","(91.0, 360.0, 164.44444444444446)","(15.0, 19.0, 18.037037037037038)","(101.0, 450.0, 218.0)","(2.5, 3.15, 3.1222222222222222)","(3.4, 4.6, 4.6125)","(7.5, 10.5, 10.12037037037037)"
08-12-2022 13:39:45.757013,"(3.3, 4.1, 4.074999999999999)","(18.0, 25.0, 24.181818181818183)","(91.0, 360.0, 164.44444444444446)","(15.0, 19.0, 18.037037037037038)","(101.0, 450.0, 218.0)","(2.5, 3.15, 3.1159090909090907)","(3.4, 4.7, 4.595238095238095)","(7.5, 10.5, 10.12037037037037)"
08-12-2022 13:39:47.084054,"(3.3, 4.1, 4.073529411764706)","(18.0, 25.0, 24.181818181818183)","(91.0, 360.0, 190.0)","(15.0, 19.0, 18.037037037037038)","(101.0, 450.0, 218.0)","(2.5, 3.15, 3.1159090909090907)","(3.4, 4.7, 4.595238095238095)","(7.5, 10.5, 10.12037037037037)"
08-12-2022 13:39:48.413412,"(3.3, 4.1, 4.073529411764706)","(18.0, 25.0, 24.181818181818183)","(91.0, 340.0, 165.0)","(15.0, 19.0, 18.037037037037038)","(101.0, 450.0, 218.0)","(2.5, 3.15, 3.1159090909090907)","(3.4, 4.7, 4.595238095238095)","(7.5, 10.5, 10.12037037037037)"
08-12-2022 13:39:49.716144,"(3.3, 4.1, 4.073529411764706)","(18.0, 25.0, 24.130434782608695)","(91.0, 340.0, 235.0)","(15.0, 19.0, 18.037037037037038)","(101.0, 450.0, 256.66666666666663)","(2.5, 3.15, 3.1159090909090907)","(3.4, 4.7, 4.622222222222223)","(7.5, 10.5, 10.12037037037037)"
08-12-2022 13:39:51.027888,"(3.3, 4.1, 4.073529411764706)","(18.0, 25.0, 24.1)","(91.0, 330.0, 235.0)","(15.0, 19.0, 18.037037037037038)","(101.0, 450.0, 218.0)","(2.5, 3.15, 3.1159090909090907)","(3.4, 4.7, 4.629411764705883)","(7.5, 10.5, 10.12037037037037)"
08-12-2022 13:39:52.377089,"(3.3, 4.1, 4.073529411764706)","(18.0, 25.0, 24.1)","(91.0, 330.0, 235.0)","(15.0, 19.0, 18.037037037037038)","(101.0, 450.0, 256.66666666666663)","(2.5, 3.15, 3.1159090909090907)","(3.4, 4.7, 4.6)","(7.5, 10.5, 10.110169491525424)"
08-12-2022 13:39:53.704361,"(3.3, 4.1, 4.0775)","(18.0, 25.0, 24.1)","(91.0, 330.0, 235.0)","(15.0, 19.0, 18.037037037037038)","(101.0, 450.0, 256.66666666666663)","(2.5, 3.15, 3.1159090909090907)","(3.4, 4.7, 4.6692307692307695)","(7.5, 10.5, 10.110169491525424)"
08-12-2022 13:39:55.110477,"(3.3, 4.1, 4.0775)","(18.0, 25.0, 24.1)","(91.0, 330.0, 235.0)","(15.0, 19.0, 18.037037037037038)","(101.0, 450.0, 218.0)","(2.5, 3.15, 3.0904761904761906)","(3.4, 4.7, 4.665)","(7.5, 10.5, 10.110169491525424)"
08-12-2022 13:39:56.513934,"(3.3, 4.1, 4.093939393939394)","(18.0, 24.0, 23.916666666666668)","(101.0, 330.0, 235.0)","(15.0, 19.0, 18.037037037037038)","(101.0, 450.0, 218.0)","(2.6, 3.1, 3.086666666666667)","(3.4, 4.8, 4.6692307692307695)","(7.5, 10.5, 10.110169491525424)"
08-12-2022 13:39:57.887164,"(3.3, 4.1, 4.140909090909091)","(18.0, 24.0, 23.916666666666668)","(101.0, 330.0, 162.5)","(15.0, 19.0, 18.037037037037038)","(101.0, 450.0, 218.0)","(2.6, 3.1, 3.094871794871795)","(3.4, 4.7, 4.6692307692307695)","(7.5, 10.5, 10.110169491525424)"
08-12-2022 13:39:59.220378,"(3.3, 4.2, 4.140909090909091)","(18.0, 24.0, 23.916666666666668)","(101.0, 320.0, 160.0)","(15.0, 19.0, 18.037037037037038)","(101.0, 450.0, 256.66666666666663)","(2.6, 3.1, 3.096875)","(3.4, 4.7, 4.6692307692307695)","(7.5, 10.5, 10.110169491525424)"
08-12-2022 13:40:00.549965,"(3.3, 4.2, 4.129166666666666)","(18.0, 24.0, 23.916666666666668)","(101.0, 320.0, 160.0)","(15.0, 19.0, 18.037037037037038)","(101.0, 450.0, 256.66666666666663)","(2.6, 3.15, 3.096875)","(3.4, 4.7, 4.6692307692307695)","(7.5, 10.5, 10.110169491525424)"
08-12-2022 13:40:02.177877,"(3.3, 4.2, 4.140909090909091)","(18.0, 25.0, 24.181818181818183)","(101.0, 320.0, 160.0)","(15.0, 19.0, 18.037037037037038)","(101.0, 450.0, 218.0)","(2.6, 3.15, 3.096875)","(3.4, 4.7, 4.6692307692307695)","(7.5, 10.5, 10.110169491525424)"
08-12-2022 13:40:03.815452,"(3.3, 4.2, 4.097222222222221)","(18.0, 25.0, 24.130434782608695)","(101.0, 320.0, 160.0)","(15.0, 19.0, 18.076923076923077)","(101.0, 450.0, 218.0)","(2.6, 3.15, 3.080208333333333)","(3.4, 4.7, 4.6875)","(7.5, 10.5, 10.110169491525424)"
08-12-2022 13:40:05.307606,"(3.3, 4.1, 4.097222222222221)","(18.0, 25.0, 24.130434782608695)","(101.0, 320.0, 160.0)","(15.0, 19.0, 18.34375)","(101.0, 450.0, 218.0)","(2.6, 3.1, 3.0830357142857143)","(3.4, 4.7, 4.6692307692307695)","(7.5, 10.5, 10.110169491525424)"
08-12-2022 13:40:06.890057,"(3.3, 4.1, 4.098039215686274)","(18.0, 25.0, 24.130434782608695)","(101.0, 320.0, 168.33333333333334)","(15.0, 19.0, 18.38235294117647)","(101.0, 450.0, 218.0)","(2.6, 3.1, 3.0830357142857143)","(3.4, 4.7, 4.6692307692307695)","(7.5, 10.5, 10.12037037037037)"
08-12-2022 13:40:08.551194,"(3.3, 4.1, 4.098039215686274)","(18.0, 25.0, 24.181818181818183)","(101.0, 310.0, 168.33333333333334)","(15.0, 19.0, 18.38235294117647)","(101.0, 450.0, 218.0)","(2.6, 3.1, 3.087735849056604)","(3.4, 4.7, 4.6692307692307695)","(7.5, 10.5, 10.12037037037037)"
08-12-2022 13:40:09.958265,"(3.3, 4.1, 4.098148148148148)","(18.0, 25.0, 24.181818181818183)","(101.0, 310.0, 220.0)","(15.0, 19.0, 18.125)","(101.0, 450.0, 218.0)","(2.6, 3.1, 3.087735849056604)","(3.4, 4.7, 4.6692307692307695)","(7.5, 10.5, 10.12037037037037)"
08-12-2022 13:40:11.325345,"(3.3, 4.1, 4.097368421052631)","(18.0, 25.0, 24.181818181818183)","(101.0, 300.0, 220.0)","(15.0, 19.0, 18.125)","(101.0, 450.0, 256.66666666666663)","(2.6, 3.1, 3.0474489795918367)","(3.4, 4.7, 4.676470588235294)","(7.5, 10.5, 10.12037037037037)"
08-12-2022 13:40:12.665787,"(3.3, 4.1, 4.271794871794872)","(18.0, 25.0, 24.8)","(101.0, 300.0, 168.33333333333334)","(15.0, 19.0, 19.35)","(101.0, 450.0, 256.66666666666663)","(2.6, 3.05, 3.1333333333333333)","(3.4, 4.7, 3.8505128205128205)","(7.5, 10.5, 11.293103448275861)"
08-12-2022 13:40:13.964603,"(3.3, 4.4, 4.271794871794872)","(18.0, 25.0, 24.8)","(91.0, 310.0, 168.33333333333334)","(15.0, 21.0, 19.6)","(101.0, 450.0, 284.2857142857143)","(2.6, 3.2, 3.132727272727273)","(3.4, 3.9, 3.8013440860215053)","(7.5, 11.5, 11.625)"
08-12-2022 13:40:15.330962,"(3.3, 4.5, 4.368965517241379)","(18.0, 25.0, 24.8)","(91.0, 310.0, 168.33333333333334)","(15.0, 20.0, 19.6)","(101.0, 450.0, 239.0909090909091)","(2.6, 3.2, 3.1244897959183673)","(3.4, 3.9, 3.8013440860215053)","(7.5, 12.0, 11.7)"
08-12-2022 13:40:16.691095,"(3.3, 4.5, 4.377419354838709)","(18.0, 25.0, 24.8)","(91.0, 310.0, 168.33333333333334)","(15.0, 20.0, 19.6)","(101.0, 450.0, 348.1818181818182)","(2.6, 3.2, 3.140625)","(3.3, 3.9, 3.8013315579227696)","(7.5, 12.0, 11.7)"
08-12-2022 13:40:18.074380,"(3.3, 4.5, 4.388888888888888)","(18.0, 25.0, 24.55)","(91.0, 310.0, 168.33333333333334)","(15.0, 20.0, 19.666666666666668)","(101.0, 450.0, 380.0)","(2.6, 3.2, 3.1344827586206896)","(3.3, 3.9, 3.757712082262211)","(7.5, 12.0, 11.951219512195122)"
08-12-2022 13:40:19.463690,"(3.3, 4.5, 4.388888888888888)","(18.0, 25.0, 24.55)","(91.0, 310.0, 220.0)","(15.0, 20.0, 19.642857142857142)","(101.0, 450.0, 348.1818181818182)","(2.6, 3.2, 3.1344827586206896)","(3.3, 3.9, 3.8078125)","(7.5, 12.0, 11.951219512195122)"
08-12-2022 13:40:20.893920,"(3.3, 4.5, 4.319047619047619)","(18.0, 25.0, 24.55)","(91.0, 300.0, 220.0)","(15.0, 20.0, 19.642857142857142)","(101.0, 450.0, 348.1818181818182)","(2.6, 3.2, 3.135897435897436)","(3.3, 3.85, 3.8282608695652174)","(7.5, 12.0, 12.712765957446809)"
08-12-2022 13:40:22.293517,"(3.3, 4.5, 4.319047619047619)","(18.0, 25.0, 24.55)","(91.0, 300.0, 156.0)","(15.0, 20.0, 19.886363636363637)","(101.0, 450.0, 192.22222222222223)","(2.6, 3.15, 3.136904761904762)","(3.2, 3.85, 3.8048780487804876)","(7.5, 13.0, 12.326086956521738)"
08-12-2022 13:40:23.743884,"(3.3, 4.4, 4.36060606060606)","(18.0, 25.0, 24.57894736842105)","(91.0, 300.0, 147.0)","(15.0, 20.0, 19.8)","(101.0, 450.0, 189.0)","(2.6, 3.15, 3.136904761904762)","(3.2, 3.9, 3.8048780487804876)","(7.5, 12.5, 12.308510638297872)"
08-12-2022 13:40:25.265916,"(3.3, 4.4, 4.321212121212121)","(18.0, 25.0, 24.61904761904762)","(91.0, 300.0, 210.0)","(15.0, 20.0, 19.45945945945946)","(101.0, 450.0, 343.33333333333337)","(2.6, 3.15, 3.172727272727273)","(3.2, 3.9, 3.805626598465473)","(7.5, 12.5, 10.903846153846153)"
08-12-2022 13:40:26.703282,"(3.3, 4.4, 4.31904761904762)","(18.0, 25.0, 24.764705882352942)","(91.0, 280.0, 224.0)","(15.0, 21.0, 19.043478260869566)","(101.0, 430.0, 343.33333333333337)","(2.6, 3.2, 3.222)","(3.2, 3.9, 3.8048346055979643)","(7.5, 11.0, 10.071428571428571)"
08-12-2022 13:40:28.099727,"(3.3, 4.4, 4.31904761904762)","(18.0, 25.0, 24.75)","(91.0, 280.0, 226.47058823529412)","(15.0, 21.0, 19.392857142857142)","(101.0, 430.0, 385.88235294117646)","(2.6, 3.25, 3.22741935483871)","(3.2, 3.9, 3.8048162230671734)","(7.5, 10.5, 10.038461538461538)"
08-12-2022 13:40:29.703853,"(3.3, 4.4, 4.32972972972973)","(18.0, 25.0, 24.75)","(91.0, 280.0, 222.22222222222223)","(15.0, 21.0, 19.362068965517242)","(101.0, 430.0, 385.88235294117646)","(2.6, 3.25, 3.196875)","(3.2, 3.9, 3.8523088023088023)","(7.5, 10.5, 10.038461538461538)"
08-12-2022 13:40:31.055725,"(3.3, 4.4, 4.32972972972973)","(18.0, 25.0, 24.75)","(91.0, 280.0, 242.3076923076923)","(15.0, 21.0, 19.020833333333332)","(101.0, 430.0, 385.88235294117646)","(2.6, 3.25, 3.196875)","(3.2, 3.9, 3.85111441307578)","(7.5, 10.5, 10.038461538461538)"
08-12-2022 13:40:32.568642,"(3.3, 4.4, 3.958823529411765)","(18.0, 25.0, 25.26)","(91.0, 270.0, 179.0)","(15.0, 21.0, 20.285714285714285)","(101.0, 430.0, 374.44444444444446)","(2.6, 3.25, 3.316666666666667)","(3.2, 3.9, 3.8509243697478994)","(7.5, 10.5, 11.11111111111111)"
08-12-2022 13:40:34.041023,"(3.3, 4.4, 3.825)","(18.0, 27.0, 26.03448275862069)","(91.0, 270.0, 225.0)","(15.0, 21.0, 23.555555555555557)","(101.0, 430.0, 398.75)","(2.6, 3.35, 3.3689655172413793)","(3.2, 3.9, 3.850839552238806)","(7.5, 12.0, 11.40909090909091)"
08-12-2022 13:40:35.710666,"(3.3, 3.85, 3.851470588235294)","(18.0, 27.0, 26.08823529411765)","(91.0, 270.0, 225.0)","(15.0, 24.0, 20.428571428571427)","(101.0, 430.0, 385.88235294117646)","(2.6, 3.4, 3.3777777777777778)","(3.2, 3.9, 3.850506072874494)","(7.5, 11.5, 11.441176470588236)"
08-12-2022 13:40:37.302797,"(3.3, 3.9, 3.9)","(18.0, 27.0, 26.060606060606062)","(91.0, 270.0, 205.0)","(15.0, 21.0, 20.529411764705884)","(101.0, 430.0, 361.8181818181818)","(2.6, 3.4, 3.3806451612903223)","(3.2, 3.85, 3.8392857142857144)","(7.5, 12.0, 11.390243902439025)"
08-12-2022 13:40:38.826861,"(3.3, 3.95, 3.93)","(18.0, 27.0, 25.8)","(91.0, 270.0, 205.0)","(15.0, 21.0, 20.529411764705884)","(101.0, 430.0, 361.8181818181818)","(2.6, 3.4, 3.362162162162162)","(3.2, 3.85, 3.7729166666666667)","(7.5, 12.0, 11.390243902439025)"
08-12-2022 13:40:40.362861,"(3.3, 3.95, 3.93)","(18.0, 26.0, 25.8)","(91.0, 270.0, 261.875)","(15.0, 21.0, 20.529411764705884)","(101.0, 430.0, 230.5263157894737)","(2.6, 3.4, 3.3714285714285714)","(3.2, 3.8, 3.8045454545454547)","(7.5, 12.0, 11.52)"
08-12-2022 13:40:41.768974,"(3.2, 4.0, 3.9444444444444446)","(18.0, 26.0, 25.923076923076923)","(91.0, 270.0, 261.875)","(15.0, 21.0, 20.529411764705884)","(101.0, 420.0, 176.25)","(2.6, 3.4, 3.3714285714285714)","(3.2, 3.85, 3.8026315789473686)","(7.5, 12.0, 11.51923076923077)"
08-12-2022 13:40:43.127923,"(3.2, 4.0, 3.9444444444444446)","(18.0, 26.0, 25.923076923076923)","(91.0, 260.0, 200.76923076923077)","(15.0, 21.0, 20.384615384615383)","(101.0, 420.0, 180.0)","(2.6, 3.4, 3.3694444444444445)","(3.2, 3.85, 3.8071428571428574)","(7.5, 12.0, 11.522727272727273)"
08-12-2022 13:40:44.550053,"(3.2, 4.0, 3.9444444444444446)","(19.0, 26.0, 25.923076923076923)","(101.0, 260.0, 197.14285714285714)","(15.0, 21.0, 20.529411764705884)","(101.0, 420.0, 180.0)","(2.7, 3.4, 3.3523809523809525)","(3.1, 3.85, 3.7756097560975608)","(8.0, 12.0, 11.521739130434783)"
08-12-2022 13:40:45.972556,"(3.2, 4.0, 3.91)","(19.0, 26.0, 25.923076923076923)","(101.0, 260.0, 197.14285714285714)","(15.0, 21.0, 20.529411764705884)","(101.0, 420.0, 176.25)","(2.7, 3.4, 3.335714285714286)","(3.1, 3.8, 3.782142857142857)","(8.0, 12.0, 11.543478260869565)"
08-12-2022 13:40:47.431367,"(3.2, 4.0, 3.8945945945945946)","(19.0, 26.0, 26.029411764705884)","(101.0, 260.0, 226.66666666666669)","(15.0, 21.0, 20.857142857142858)","(101.0, 420.0, 357.6470588235294)","(2.7, 3.35, 3.435897435897436)","(3.1, 3.8, 3.6812500000000004)","(8.0, 12.0, 11.852941176470589)"
08-12-2022 13:40:48.814760,"(3.2, 4.1, 3.9666666666666663)","(19.0, 27.0, 26.029411764705884)","(101.0, 260.0, 228.75)","(15.0, 21.0, 20.857142857142858)","(101.0, 400.0, 328.0)","(2.7, 3.45, 3.4380681818181817)","(3.1, 3.7, 3.674509803921569)","(8.0, 12.0, 11.791666666666666)"
08-12-2022 13:40:50.517465,"(3.2, 4.1, 3.9699999999999998)","(19.0, 27.0, 26.029411764705884)","(101.0, 260.0, 228.75)","(15.0, 21.0, 20.857142857142858)","(101.0, 400.0, 194.28571428571428)","(2.7, 3.45, 3.4398809523809524)","(3.1, 3.7, 3.663888888888889)","(8.0, 12.0, 11.545454545454545)"
08-12-2022 13:40:52.030398,"(3.2, 4.1, 3.9714285714285715)","(19.0, 27.0, 26.029411764705884)","(101.0, 260.0, 160.0)","(15.0, 21.0, 20.857142857142858)","(101.0, 400.0, 340.0)","(2.7, 3.45, 3.4398809523809524)","(3.1, 3.7, 3.6466666666666665)","(8.0, 12.0, 11.807692307692308)"
08-12-2022 13:40:53.366996,"(3.2, 4.1, 3.9540540540540543)","(19.0, 27.0, 26.02777777777778)","(101.0, 260.0, 160.0)","(15.0, 21.0, 20.857142857142858)","(101.0, 400.0, 375.625)","(2.7, 3.45, 3.385)","(3.1, 3.65, 3.6842105263157894)","(8.0, 12.0, 11.416666666666666)"
08-12-2022 13:40:54.673290,"(3.2, 4.1, 3.9540540540540543)","(19.0, 27.0, 26.02777777777778)","(101.0, 260.0, 222.5)","(15.0, 21.0, 20.857142857142858)","(101.0, 390.0, 190.0)","(2.7, 3.4, 3.3249999999999997)","(3.1, 3.7, 3.695945945945946)","(8.0, 11.5, 11.416666666666666)"
08-12-2022 13:40:55.989767,"(3.2, 4.1, 4.02875)","(19.0, 27.0, 26.02777777777778)","(101.0, 260.0, 230.0)","(15.0, 21.0, 20.25)","(101.0, 400.0, 306.6666666666667)","(2.7, 3.35, 3.292)","(3.1, 3.7, 3.7245098039215687)","(8.0, 11.5, 11.416666666666666)"
08-12-2022 13:40:57.320639,"(3.2, 4.2, 4.123076923076923)","(19.0, 27.0, 26.02777777777778)","(101.0, 260.0, 179.28571428571428)","(15.0, 21.0, 20.25)","(101.0, 400.0, 296.55172413793105)","(2.7, 3.35, 3.2294117647058824)","(3.1, 3.75, 3.7266666666666666)","(8.0, 11.5, 11.394736842105264)"
08-12-2022 13:40:58.656868,"(3.2, 4.2, 4.11578947368421)","(19.0, 27.0, 26.02777777777778)","(101.0, 250.0, 201.11111111111111)","(15.0, 21.0, 20.25)","(101.0, 380.0, 296.55172413793105)","(2.7, 3.25, 3.250943396226415)","(3.1, 3.75, 3.744)","(8.0, 11.5, 11.394736842105264)"
08-12-2022 13:40:59.928764,"(3.3, 4.2, 4.16)","(19.0, 27.0, 26.02777777777778)","(101.0, 250.0, 201.11111111111111)","(16.0, 21.0, 20.866666666666667)","(101.0, 380.0, 228.75)","(2.8, 3.3, 3.250943396226415)","(3.1, 3.75, 3.745)","(8.0, 11.5, 11.375)"
08-12-2022 13:41:01.261530,"(3.3, 4.2, 4.16)","(19.0, 27.0, 26.02777777777778)","(101.0, 250.0, 202.63157894736844)","(16.0, 21.0, 20.875)","(101.0, 380.0, 224.70588235294116)","(2.8, 3.3, 3.227777777777778)","(3.1, 3.75, 3.7458333333333336)","(8.0, 11.5, 11.264705882352942)"
08-12-2022 13:41:02.628539,"(3.3, 4.2, 4.16)","(19.0, 27.0, 26.26)","(101.0, 250.0, 202.63157894736844)","(16.0, 21.0, 20.444444444444443)","(101.0, 380.0, 346.66666666666663)","(2.8, 3.25, 3.2333333333333334)","(3.1, 3.75, 3.705737704918033)","(8.0, 11.5, 11.619047619047619)"
08-12-2022 13:41:03.920651,"(3.3, 4.3, 4.206382978723404)","(19.0, 27.0, 25.52)","(101.0, 250.0, 151.0)","(16.0, 22.0, 20.42105263157895)","(101.0, 370.0, 346.66666666666663)","(2.8, 3.25, 3.2336734693877554)","(3.1, 3.75, 3.7156716417910447)","(8.0, 12.0, 11.464285714285714)"
08-12-2022 13:41:05.199283,"(3.3, 4.2, 4.19344262295082)","(19.0, 27.0, 25.541666666666668)","(101.0, 250.0, 190.0)","(16.0, 22.0, 20.42105263157895)","(101.0, 370.0, 285.0)","(2.7, 3.3, 3.232183908045977)","(3.1, 3.75, 3.712068965517241)","(8.0, 12.0, 11.58695652173913)"
08-12-2022 13:41:06.510651,"(3.3, 4.3, 4.239354838709677)","(19.0, 27.0, 25.541666666666668)","(101.0, 240.0, 190.0)","(16.0, 22.0, 20.75)","(101.0, 360.0, 178.1818181818182)","(2.7, 3.3, 3.2769662921348313)","(3.1, 3.75, 3.6914285714285717)","(8.0, 12.0, 11.641509433962264)"
08-12-2022 13:41:07.767204,"(3.3, 4.3, 4.2531914893617015)","(19.0, 27.0, 25.51063829787234)","(101.0, 240.0, 190.0)","(16.0, 22.0, 20.642857142857142)","(101.0, 360.0, 337.5)","(2.7, 3.3, 3.271951219512195)","(3.1, 3.7, 3.713235294117647)","(8.0, 12.0, 11.672413793103448)"
08-12-2022 13:41:09.049732,"(3.3, 4.3, 4.245588235294117)","(19.0, 27.0, 25.470588235294116)","(101.0, 240.0, 190.0)","(16.0, 22.0, 20.642857142857142)","(101.0, 350.0, 337.5)","(2.7, 3.3, 3.271951219512195)","(3.1, 3.75, 3.713235294117647)","(8.0, 12.0, 11.672413793103448)"
08-12-2022 13:41:10.293099,"(3.3, 4.3, 4.245588235294117)","(19.0, 27.0, 25.52173913043478)","(101.0, 240.0, 190.0)","(16.0, 22.0, 20.680555555555557)","(101.0, 350.0, 337.5)","(2.7, 3.3, 3.2733766233766235)","(3.1, 3.75, 3.6685185185185185)","(8.0, 12.0, 11.698412698412698)"
08-12-2022 13:41:11.542522,"(3.3, 4.3, 4.249315068493151)","(19.0, 27.0, 25.5)","(101.0, 240.0, 190.0)","(16.0, 22.0, 20.680555555555557)","(101.0, 350.0, 337.5)","(2.7, 3.3, 3.259154929577465)","(3.1, 3.7, 3.678571428571429)","(8.0, 12.0, 11.709677419354838)"
08-12-2022 13:41:12.803798,"(3.3, 4.3, 4.249315068493151)","(19.0, 27.0, 25.5)","(101.0, 240.0, 148.33333333333334)","(16.0, 22.0, 20.680555555555557)","(101.0, 350.0, 337.5)","(2.7, 3.3, 3.258783783783784)","(3.1, 3.7, 3.678571428571429)","(8.0, 12.0, 11.76923076923077)"
08-12-2022 13:41:14.055198,"(3.3, 4.3, 4.254320987654321)","(19.0, 27.0, 25.53061224489796)","(101.0, 240.0, 175.0)","(16.0, 22.0, 20.680555555555557)","(101.0, 350.0, 271.875)","(2.7, 3.3, 3.265625)","(3.1, 3.7, 3.6606557377049183)","(8.0, 12.0, 11.661290322580646)"
08-12-2022 13:41:15.308267,"(3.3, 4.3, 4.254320987654321)","(19.0, 27.0, 24.8)","(101.0, 210.0, 175.0)","(16.0, 22.0, 20.8125)","(101.0, 280.0, 271.875)","(2.7, 3.3, 3.264705882352941)","(3.1, 3.7, 3.667605633802817)","(8.0, 12.0, 11.54)"
