,Villainess,Overhyped,Silver Valley,Good Charlotte,Barney Sun,My Shout Zoe,Nick The Quick,Dr Topaz
11-01-2023 20:29:37.103182,"(51.0, 160.0, 146.15384615384613)","(5.0, 7.4, 6.859999999999999)","(15.0, 24.0, 23.157894736842106)","(26.0, 55.0, 50.5)","(3.2, 3.65, 3.6413793103448273)","(9.0, 12.0, 11.393617021276595)","(2.25, 2.64, 2.6147368421052635)","(17.0, 30.0, 28.0)"
11-01-2023 20:29:38.423983,"(51.0, 160.0, 146.15384615384613)","(5.0, 7.4, 6.859999999999999)","(15.0, 24.0, 22.714285714285715)","(26.0, 55.0, 50.5)","(3.2, 3.65, 3.6413793103448273)","(9.0, 12.0, 11.393617021276595)","(2.25, 2.64, 2.612727272727273)","(17.0, 30.0, 28.0)"
11-01-2023 20:29:39.645280,"(51.0, 160.0, 146.15384615384613)","(5.0, 7.4, 6.859999999999999)","(15.0, 24.0, 22.714285714285715)","(26.0, 55.0, 47.5)","(3.2, 3.65, 3.6307692307692307)","(9.0, 12.0, 11.40625)","(2.25, 2.64, 2.632)","(17.0, 30.0, 28.0)"
11-01-2023 20:29:40.893370,"(51.0, 160.0, 146.66666666666669)","(5.0, 7.4, 7.142857142857143)","(15.0, 24.0, 22.714285714285715)","(26.0, 55.0, 47.5)","(3.2, 3.65, 3.53)","(9.0, 12.0, 11.40625)","(2.25, 2.64, 2.6546153846153846)","(17.0, 30.0, 28.0)"
11-01-2023 20:29:42.062260,"(51.0, 160.0, 146.66666666666669)","(5.0, 7.4, 7.142857142857143)","(15.0, 24.0, 23.129032258064516)","(26.0, 55.0, 50.90909090909091)","(3.2, 3.55, 3.4923076923076923)","(9.0, 12.0, 11.352941176470589)","(2.25, 2.68, 2.666666666666667)","(17.0, 30.0, 28.0)"
11-01-2023 20:29:43.145843,"(51.0, 160.0, 146.66666666666669)","(5.0, 7.4, 7.04)","(15.0, 24.0, 23.05263157894737)","(26.0, 55.0, 47.5)","(3.2, 3.5, 3.4136363636363636)","(9.0, 12.0, 11.352941176470589)","(2.25, 2.68, 2.666666666666667)","(17.0, 30.0, 28.0)"
11-01-2023 20:29:44.353441,"(51.0, 160.0, 146.15384615384613)","(5.0, 7.4, 7.04)","(15.0, 24.0, 23.142857142857142)","(26.0, 55.0, 47.5)","(3.2, 3.45, 3.538235294117647)","(9.0, 12.0, 11.352941176470589)","(2.25, 2.68, 2.666666666666667)","(17.0, 30.0, 28.0)"
11-01-2023 20:29:45.576058,"(51.0, 160.0, 140.0)","(5.0, 7.4, 7.04)","(15.0, 24.0, 23.41176470588235)","(26.0, 55.0, 50.90909090909091)","(3.2, 3.55, 3.541304347826087)","(9.0, 12.0, 11.352941176470589)","(2.25, 2.68, 2.666666666666667)","(17.0, 30.0, 27.75)"
11-01-2023 20:29:46.744403,"(51.0, 160.0, 140.0)","(5.0, 7.4, 7.04)","(15.0, 24.0, 23.41176470588235)","(26.0, 55.0, 50.90909090909091)","(3.2, 3.55, 3.541304347826087)","(9.0, 12.0, 11.352941176470589)","(2.25, 2.68, 2.658181818181818)","(17.0, 30.0, 29.1)"
11-01-2023 20:29:47.935650,"(51.0, 160.0, 140.0)","(5.0, 7.4, 7.04)","(15.0, 24.0, 23.62962962962963)","(26.0, 55.0, 47.5)","(3.2, 3.55, 3.541304347826087)","(9.0, 12.0, 11.352941176470589)","(2.25, 2.68, 2.660909090909091)","(17.0, 30.0, 28.68)"
11-01-2023 20:29:49.127242,"(51.0, 160.0, 140.0)","(5.0, 7.4, 7.08235294117647)","(15.0, 24.0, 23.62962962962963)","(26.0, 55.0, 50.90909090909091)","(3.2, 3.55, 3.541304347826087)","(9.0, 12.0, 11.352941176470589)","(2.25, 2.68, 2.660909090909091)","(17.0, 30.0, 28.68)"
11-01-2023 20:29:50.287519,"(51.0, 160.0, 140.0)","(5.0, 7.4, 7.08235294117647)","(15.0, 24.0, 23.62962962962963)","(26.0, 55.0, 50.90909090909091)","(3.2, 3.55, 3.4903846153846154)","(9.0, 12.0, 11.352941176470589)","(2.25, 2.68, 2.6566666666666667)","(17.0, 30.0, 28.68)"
11-01-2023 20:29:51.461444,"(51.0, 160.0, 140.0)","(5.0, 7.4, 7.08235294117647)","(15.0, 24.0, 23.62962962962963)","(26.0, 55.0, 47.5)","(3.2, 3.5, 3.6333333333333333)","(9.0, 12.0, 11.352941176470589)","(2.25, 2.68, 2.66)","(17.0, 30.0, 28.5)"
11-01-2023 20:29:52.686396,"(51.0, 160.0, 140.0)","(5.0, 7.2, 7.066666666666666)","(15.0, 24.0, 23.466666666666665)","(26.0, 55.0, 50.90909090909091)","(3.2, 3.65, 3.6333333333333333)","(9.0, 12.0, 11.185185185185185)","(2.25, 2.68, 2.66)","(17.0, 30.0, 28.5)"
11-01-2023 20:29:53.880236,"(51.0, 160.0, 140.0)","(5.0, 7.4, 7.066666666666666)","(15.0, 24.0, 23.466666666666665)","(26.0, 55.0, 50.90909090909091)","(3.2, 3.65, 3.6333333333333333)","(9.0, 12.0, 11.35)","(2.25, 2.68, 2.6523076923076925)","(17.0, 30.0, 28.5)"
11-01-2023 20:29:55.061702,"(51.0, 160.0, 140.0)","(5.0, 7.2, 7.015384615384615)","(15.0, 24.0, 23.466666666666665)","(26.0, 55.0, 50.90909090909091)","(3.2, 3.65, 3.6333333333333333)","(9.0, 12.0, 11.35)","(2.25, 2.68, 2.5926315789473686)","(17.0, 30.0, 28.68)"
11-01-2023 20:29:56.214367,"(51.0, 160.0, 140.0)","(5.0, 7.2, 7.066666666666666)","(15.0, 24.0, 23.62962962962963)","(26.0, 55.0, 50.90909090909091)","(3.2, 3.65, 3.64)","(9.0, 12.0, 11.380952380952381)","(2.25, 2.66, 2.5847058823529414)","(17.0, 30.0, 28.5)"
11-01-2023 20:29:57.369466,"(51.0, 160.0, 140.0)","(5.0, 7.2, 7.066666666666666)","(15.0, 24.0, 23.62962962962963)","(26.0, 55.0, 47.5)","(3.2, 3.65, 3.638095238095238)","(9.0, 12.0, 11.380952380952381)","(2.25, 2.66, 2.5894117647058823)","(17.0, 30.0, 28.5)"
11-01-2023 20:29:58.477279,"(51.0, 160.0, 140.0)","(5.0, 7.2, 7.066666666666666)","(15.0, 24.0, 23.62962962962963)","(26.0, 55.0, 45.714285714285715)","(3.2, 3.65, 3.642)","(9.0, 12.0, 11.446808510638299)","(2.25, 2.66, 2.6114285714285717)","(17.0, 30.0, 28.4)"
11-01-2023 20:29:59.657990,"(51.0, 160.0, 136.92307692307693)","(5.0, 7.2, 7.142857142857143)","(15.0, 23.0, 22.565217391304348)","(26.0, 55.0, 45.714285714285715)","(3.2, 3.65, 3.638095238095238)","(9.0, 12.0, 11.446808510638299)","(2.25, 2.64, 2.657777777777778)","(17.0, 30.0, 28.4)"
11-01-2023 20:30:01.018733,"(51.0, 160.0, 143.63636363636363)","(5.0, 7.2, 7.142857142857143)","(15.0, 23.0, 22.565217391304348)","(26.0, 55.0, 42.72727272727273)","(3.2, 3.65, 3.6375)","(9.0, 12.0, 11.446808510638299)","(2.25, 2.66, 2.646666666666667)","(17.0, 30.0, 28.4)"
11-01-2023 20:30:02.385012,"(51.0, 160.0, 140.0)","(5.0, 7.2, 7.163636363636364)","(15.0, 23.0, 22.565217391304348)","(26.0, 55.0, 43.55555555555556)","(3.2, 3.65, 3.6375)","(9.0, 12.0, 11.395348837209303)","(2.25, 2.68, 2.646666666666667)","(17.0, 30.0, 28.4)"
11-01-2023 20:30:03.718351,"(51.0, 160.0, 138.4)","(5.0, 7.2, 7.075862068965518)","(15.0, 23.0, 22.5)","(26.0, 48.0, 42.285714285714285)","(3.2, 3.65, 3.6375)","(9.0, 12.0, 11.446808510638299)","(2.25, 2.7, 2.642727272727273)","(17.0, 30.0, 28.272727272727273)"
11-01-2023 20:30:04.977618,"(51.0, 140.0, 138.46153846153845)","(5.0, 7.2, 7.147826086956522)","(15.0, 23.0, 21.636363636363637)","(26.0, 48.0, 42.285714285714285)","(3.2, 3.65, 3.6375)","(9.0, 12.0, 11.458333333333334)","(2.25, 2.7, 2.692289156626506)","(17.0, 30.0, 28.555555555555557)"
11-01-2023 20:30:06.218611,"(51.0, 140.0, 138.46153846153845)","(5.0, 7.2, 7.147826086956522)","(15.0, 23.0, 21.333333333333332)","(26.0, 48.0, 42.285714285714285)","(3.2, 3.65, 3.6375)","(9.0, 12.0, 11.458333333333334)","(2.25, 2.7, 2.6972222222222224)","(17.0, 30.0, 27.833333333333332)"
11-01-2023 20:30:07.402689,"(51.0, 140.0, 138.46153846153845)","(5.0, 7.2, 7.075862068965518)","(15.0, 23.0, 21.285714285714285)","(26.0, 48.0, 41.23076923076923)","(3.2, 3.65, 3.636842105263158)","(9.0, 12.0, 11.5)","(2.25, 2.7, 2.6833333333333336)","(17.0, 30.0, 27.833333333333332)"
11-01-2023 20:30:08.593615,"(51.0, 140.0, 138.4)","(5.0, 7.2, 7.075862068965518)","(15.0, 23.0, 21.2)","(26.0, 46.0, 41.23076923076923)","(3.2, 3.65, 3.636842105263158)","(9.0, 12.0, 11.5)","(2.25, 2.7, 2.682857142857143)","(17.0, 30.0, 25.142857142857142)"
11-01-2023 20:30:09.697337,"(51.0, 140.0, 138.4)","(4.8, 7.2, 7.163636363636364)","(15.0, 23.0, 21.2)","(26.0, 46.0, 41.23076923076923)","(3.2, 3.65, 3.636842105263158)","(9.0, 12.0, 11.5)","(2.25, 2.7, 2.711219512195122)","(17.0, 28.0, 25.125)"
11-01-2023 20:30:10.810549,"(51.0, 140.0, 138.4)","(4.8, 7.2, 7.163636363636364)","(15.0, 23.0, 21.2)","(26.0, 46.0, 41.23076923076923)","(3.2, 3.65, 3.636842105263158)","(9.0, 12.0, 11.5)","(2.25, 2.72, 2.6933333333333334)","(17.0, 28.0, 25.125)"
11-01-2023 20:30:11.978008,"(51.0, 140.0, 138.4)","(4.8, 7.2, 7.163636363636364)","(15.0, 23.0, 21.2)","(26.0, 46.0, 41.77777777777778)","(3.2, 3.65, 3.636842105263158)","(9.0, 12.0, 11.5)","(2.25, 2.7, 2.7121739130434785)","(17.0, 28.0, 25.107142857142858)"
11-01-2023 20:30:13.165985,"(51.0, 140.0, 124.61538461538461)","(4.8, 7.2, 7.163636363636364)","(15.0, 23.0, 21.2)","(26.0, 44.0, 40.8421052631579)","(3.2, 3.65, 3.6608695652173915)","(9.0, 12.0, 11.5)","(2.25, 2.72, 2.7108333333333334)","(17.0, 28.0, 25.15)"
11-01-2023 20:30:14.361512,"(51.0, 140.0, 124.61538461538461)","(4.8, 7.2, 7.133333333333334)","(15.0, 23.0, 21.2)","(26.0, 44.0, 40.8421052631579)","(3.2, 3.7, 3.6551724137931036)","(9.0, 12.0, 11.5)","(2.25, 2.72, 2.706666666666667)","(17.0, 28.0, 25.15)"
11-01-2023 20:30:15.572497,"(61.0, 140.0, 124.61538461538461)","(4.8, 7.2, 7.0814814814814815)","(15.0, 23.0, 21.2)","(26.0, 44.0, 40.76190476190476)","(3.2, 3.7, 3.6551724137931036)","(9.0, 12.0, 11.5)","(2.25, 2.72, 2.6990000000000003)","(18.0, 28.0, 25.15)"
11-01-2023 20:30:16.747311,"(61.0, 140.0, 124.61538461538461)","(4.8, 7.2, 7.0375)","(15.0, 23.0, 22.11764705882353)","(26.0, 44.0, 40.76190476190476)","(3.2, 3.7, 3.639473684210526)","(9.0, 12.0, 11.5)","(2.25, 2.7, 2.7042857142857146)","(18.0, 28.0, 25.333333333333332)"
11-01-2023 20:30:17.856557,"(61.0, 140.0, 124.61538461538461)","(4.8, 7.2, 7.014285714285714)","(15.0, 22.0, 21.142857142857142)","(26.0, 44.0, 40.76190476190476)","(3.2, 3.65, 3.6366666666666667)","(9.0, 12.0, 11.5)","(2.25, 2.72, 2.7006060606060607)","(18.0, 27.0, 25.125)"
11-01-2023 20:30:19.372669,"(61.0, 120.0, 116.05263157894737)","(4.8, 7.2, 7.032258064516129)","(15.0, 22.0, 21.142857142857142)","(26.0, 44.0, 40.76190476190476)","(3.2, 3.65, 3.6291666666666664)","(9.0, 12.0, 11.5)","(2.25, 2.72, 2.696)","(18.0, 27.0, 25.125)"
11-01-2023 20:30:21.088393,"(61.0, 120.0, 138.75)","(4.8, 7.2, 6.965)","(15.0, 22.0, 21.142857142857142)","(26.0, 44.0, 40.76190476190476)","(3.2, 3.65, 3.6222222222222222)","(9.0, 12.0, 11.5)","(2.25, 2.72, 2.696)","(18.0, 27.0, 25.125)"
11-01-2023 20:30:22.236373,"(61.0, 140.0, 138.75)","(4.8, 7.0, 6.965)","(15.0, 22.0, 21.142857142857142)","(26.0, 44.0, 40.76190476190476)","(3.2, 3.65, 3.6333333333333333)","(9.0, 12.0, 11.5)","(2.25, 2.72, 2.696)","(18.0, 27.0, 25.125)"
11-01-2023 20:30:23.368287,"(61.0, 140.0, 138.75)","(4.8, 7.0, 6.957142857142857)","(15.0, 22.0, 21.142857142857142)","(26.0, 44.0, 40.76190476190476)","(3.2, 3.65, 3.6555555555555554)","(9.0, 12.0, 11.5)","(2.25, 2.72, 2.6550000000000002)","(18.0, 27.0, 25.125)"
11-01-2023 20:30:24.574002,"(61.0, 140.0, 138.75)","(4.8, 7.2, 7.123404255319149)","(15.0, 22.0, 21.142857142857142)","(26.0, 44.0, 40.76190476190476)","(3.2, 3.7, 3.7136363636363634)","(9.0, 12.0, 11.511627906976745)","(2.25, 2.66, 2.631111111111111)","(18.0, 27.0, 25.125)"
11-01-2023 20:30:25.816662,"(61.0, 140.0, 138.75)","(4.8, 7.4, 7.252941176470588)","(15.0, 22.0, 21.333333333333332)","(26.0, 44.0, 40.76190476190476)","(3.2, 3.75, 3.7333333333333334)","(9.0, 12.0, 11.511627906976745)","(2.25, 2.64, 2.605)","(18.0, 27.0, 25.125)"
11-01-2023 20:30:27.112297,"(61.0, 140.0, 138.75)","(4.8, 7.4, 7.296551724137931)","(15.0, 22.0, 21.333333333333332)","(26.0, 44.0, 40.76190476190476)","(3.2, 3.75, 3.7333333333333334)","(9.0, 12.0, 11.17142857142857)","(2.25, 2.62, 2.5946153846153845)","(18.0, 27.0, 25.125)"
11-01-2023 20:30:28.321659,"(61.0, 140.0, 138.75)","(4.8, 7.4, 7.296551724137931)","(15.0, 22.0, 21.333333333333332)","(26.0, 44.0, 40.76190476190476)","(3.2, 3.75, 3.7125000000000004)","(9.0, 12.0, 11.061224489795919)","(2.25, 2.62, 2.564)","(18.0, 27.0, 25.125)"
11-01-2023 20:30:29.573830,"(61.0, 140.0, 138.75)","(4.8, 7.4, 7.362264150943396)","(15.0, 22.0, 21.625)","(26.0, 44.0, 40.76190476190476)","(3.2, 3.75, 3.7526315789473683)","(9.0, 12.0, 11.351063829787234)","(2.25, 2.6, 2.614)","(18.0, 27.0, 25.125)"
11-01-2023 20:30:30.749729,"(61.0, 140.0, 138.75)","(4.8, 7.4, 7.362264150943396)","(15.0, 23.0, 21.625)","(26.0, 44.0, 40.76190476190476)","(3.2, 3.8, 3.7444444444444445)","(9.0, 11.5, 11.26923076923077)","(2.25, 2.62, 2.62)","(18.0, 27.0, 25.125)"
11-01-2023 20:30:31.837661,"(61.0, 140.0, 138.75)","(4.8, 7.0, 6.851282051282051)","(15.0, 23.0, 21.448275862068964)","(26.0, 44.0, 40.76190476190476)","(3.2, 3.8, 3.7944444444444443)","(9.0, 11.5, 11.033333333333333)","(2.25, 2.64, 2.5971428571428574)","(18.0, 27.0, 25.181818181818183)"
11-01-2023 20:30:33.017349,"(61.0, 140.0, 138.75)","(4.8, 7.0, 6.843478260869565)","(15.0, 23.0, 21.448275862068964)","(26.0, 44.0, 40.76190476190476)","(3.2, 3.8, 3.7944444444444443)","(9.0, 11.5, 11.033333333333333)","(2.25, 2.64, 2.59)","(18.0, 27.0, 25.181818181818183)"
11-01-2023 20:30:34.212457,"(61.0, 140.0, 138.75)","(4.8, 7.0, 6.843478260869565)","(15.0, 23.0, 21.4)","(26.0, 44.0, 40.76190476190476)","(3.2, 3.8, 3.7944444444444443)","(9.0, 11.5, 10.987804878048781)","(2.25, 2.64, 2.6044444444444443)","(18.0, 27.0, 25.181818181818183)"
11-01-2023 20:30:35.435654,"(61.0, 140.0, 138.75)","(4.8, 7.0, 7.124137931034483)","(15.0, 23.0, 21.285714285714285)","(26.0, 44.0, 40.76190476190476)","(3.2, 3.8, 3.7944444444444443)","(9.0, 11.0, 10.9875)","(2.25, 2.64, 2.6100000000000003)","(18.0, 27.0, 25.181818181818183)"
11-01-2023 20:30:36.766382,"(61.0, 140.0, 138.75)","(4.8, 7.2, 7.124137931034483)","(15.0, 23.0, 21.344827586206897)","(26.0, 44.0, 40.76190476190476)","(3.2, 3.8, 3.789473684210526)","(9.0, 11.0, 10.9875)","(2.25, 2.64, 2.5971428571428574)","(18.0, 27.0, 25.181818181818183)"
11-01-2023 20:30:37.959535,"(61.0, 140.0, 128.64864864864865)","(4.8, 7.4, 7.288888888888889)","(15.0, 23.0, 21.4)","(26.0, 44.0, 40.76190476190476)","(3.2, 3.8, 3.8071428571428574)","(9.0, 11.0, 11.09375)","(2.25, 2.64, 2.54)","(18.0, 27.0, 25.136363636363637)"
11-01-2023 20:30:39.201570,"(61.0, 140.0, 127.25)","(4.8, 7.4, 7.347368421052632)","(15.0, 23.0, 21.344827586206897)","(26.0, 44.0, 40.421052631578945)","(3.2, 3.85, 3.7416666666666667)","(9.0, 11.5, 11.123188405797102)","(2.25, 2.6, 2.6294285714285714)","(18.0, 28.0, 25.068181818181817)"
11-01-2023 20:30:40.412079,"(61.0, 140.0, 128.64864864864865)","(4.8, 7.4, 7.306976744186047)","(15.0, 23.0, 21.392857142857142)","(26.0, 44.0, 40.421052631578945)","(3.2, 3.8, 3.75)","(9.0, 11.5, 11.106060606060606)","(2.25, 2.64, 2.6300729927007302)","(18.0, 28.0, 25.068181818181817)"
11-01-2023 20:30:41.648178,"(61.0, 140.0, 128.64864864864865)","(4.8, 7.4, 7.3090909090909095)","(15.0, 23.0, 20.8)","(26.0, 44.0, 38.76190476190476)","(3.2, 3.8, 3.75)","(9.0, 11.5, 11.106060606060606)","(2.25, 2.64, 2.6179342723004697)","(18.0, 28.0, 25.06382978723404)"
11-01-2023 20:30:42.800734,"(61.0, 140.0, 127.25)","(4.8, 7.4, 7.176)","(15.0, 23.0, 21.615384615384617)","(26.0, 42.0, 37.77272727272727)","(3.2, 3.8, 3.75)","(9.0, 11.5, 11.106060606060606)","(2.25, 2.62, 2.6197927461139896)","(18.0, 28.0, 25.06382978723404)"
11-01-2023 20:30:44.045066,"(61.0, 140.0, 127.25)","(4.8, 7.4, 7.183333333333334)","(15.0, 23.0, 22.0)","(26.0, 42.0, 38.125)","(3.2, 3.8, 3.7333333333333334)","(9.0, 11.5, 11.106060606060606)","(2.25, 2.62, 2.619285714285714)","(18.0, 28.0, 25.06382978723404)"
11-01-2023 20:30:45.252687,"(61.0, 140.0, 127.25)","(4.8, 7.2, 7.183333333333334)","(15.0, 23.0, 21.857142857142858)","(26.0, 42.0, 38.125)","(3.2, 3.8, 3.792307692307692)","(9.0, 11.5, 11.079710144927537)","(2.25, 2.62, 2.628)","(18.0, 28.0, 25.06382978723404)"
11-01-2023 20:30:46.572278,"(61.0, 140.0, 127.25)","(4.8, 7.2, 7.181818181818182)","(15.0, 23.0, 21.5)","(26.0, 42.0, 38.125)","(3.2, 3.8, 3.7840000000000003)","(9.0, 11.5, 11.079710144927537)","(2.25, 2.64, 2.628)","(18.0, 28.0, 25.06382978723404)"
11-01-2023 20:30:48.021070,"(61.0, 140.0, 127.25)","(4.8, 7.2, 7.181818181818182)","(15.0, 23.0, 22.0)","(26.0, 42.0, 38.24242424242424)","(3.2, 3.85, 3.7529411764705882)","(9.0, 11.5, 10.924242424242424)","(2.25, 2.64, 2.619285714285714)","(18.0, 28.0, 25.1)"
11-01-2023 20:30:49.383909,"(81.0, 140.0, 127.25)","(5.0, 7.2, 7.177777777777778)","(16.0, 23.0, 22.0)","(31.0, 42.0, 38.24242424242424)","(3.2, 3.85, 3.7866666666666666)","(9.0, 11.0, 10.8875)","(2.25, 2.62, 2.619285714285714)","(19.0, 27.0, 25.1)"
11-01-2023 20:30:50.656524,"(81.0, 140.0, 126.92307692307692)","(5.0, 7.2, 7.177777777777778)","(16.0, 23.0, 21.857142857142858)","(31.0, 42.0, 38.24242424242424)","(3.2, 3.8, 3.775)","(9.0, 11.5, 10.869047619047619)","(2.25, 2.62, 2.628)","(19.0, 27.0, 25.1)"
11-01-2023 20:30:51.961389,"(81.0, 140.0, 126.92307692307692)","(5.0, 7.2, 7.177777777777778)","(16.0, 23.0, 21.5)","(31.0, 42.0, 38.24242424242424)","(3.2, 3.8, 3.78)","(9.0, 11.5, 10.869047619047619)","(2.25, 2.64, 2.626034482758621)","(19.0, 27.0, 23.76923076923077)"
11-01-2023 20:30:53.307577,"(81.0, 140.0, 126.92307692307692)","(5.0, 7.2, 7.177777777777778)","(16.0, 23.0, 21.5)","(31.0, 42.0, 38.24242424242424)","(3.2, 3.8, 3.7782608695652176)","(9.0, 11.5, 10.895061728395062)","(2.25, 2.64, 2.5625)","(19.0, 25.0, 23.545454545454547)"
11-01-2023 20:30:54.507100,"(81.0, 140.0, 126.92307692307692)","(5.0, 7.2, 7.184615384615385)","(16.0, 23.0, 22.0)","(31.0, 42.0, 38.24242424242424)","(3.2, 3.85, 3.8375)","(9.0, 11.5, 11.0625)","(2.25, 2.6, 2.5669565217391304)","(19.0, 25.0, 23.52173913043478)"
11-01-2023 20:30:55.791968,"(81.0, 140.0, 126.92307692307692)","(5.0, 7.2, 7.184615384615385)","(16.0, 23.0, 21.5)","(31.0, 42.0, 38.24242424242424)","(3.2, 3.85, 3.8375)","(9.0, 11.5, 11.013698630136986)","(2.25, 2.6, 2.5700000000000003)","(19.0, 25.0, 24.40909090909091)"
11-01-2023 20:30:57.282325,"(81.0, 140.0, 126.92307692307692)","(5.0, 7.4, 7.184615384615385)","(16.0, 23.0, 21.5)","(31.0, 42.0, 38.24242424242424)","(3.2, 3.85, 3.91)","(9.0, 11.5, 11.148514851485148)","(2.25, 2.58, 2.5733333333333333)","(19.0, 25.0, 24.346153846153847)"
11-01-2023 20:30:58.721141,"(81.0, 140.0, 121.11111111111111)","(5.0, 7.2, 7.184615384615385)","(16.0, 23.0, 21.5)","(31.0, 42.0, 38.24242424242424)","(3.2, 3.95, 3.9403225806451614)","(9.0, 11.5, 11.148514851485148)","(2.25, 2.58, 2.557777777777778)","(19.0, 25.0, 24.346153846153847)"
11-01-2023 20:31:00.256901,"(81.0, 140.0, 121.11111111111111)","(5.0, 7.2, 7.184615384615385)","(16.0, 23.0, 21.5)","(31.0, 42.0, 38.24242424242424)","(3.2, 3.95, 3.91875)","(9.0, 11.5, 11.146464646464647)","(2.25, 2.58, 2.5540000000000003)","(19.0, 25.0, 24.433333333333334)"
11-01-2023 20:31:01.747713,"(81.0, 140.0, 123.52941176470588)","(5.0, 7.2, 7.276666666666667)","(16.0, 23.0, 22.058823529411764)","(31.0, 42.0, 38.275862068965516)","(3.2, 3.95, 3.71)","(9.0, 11.5, 11.149484536082474)","(2.25, 2.6, 2.5647058823529414)","(19.0, 25.0, 24.91304347826087)"
11-01-2023 20:31:03.311321,"(81.0, 140.0, 127.64705882352942)","(5.0, 7.4, 7.290666666666667)","(16.0, 23.0, 22.166666666666668)","(31.0, 42.0, 38.275862068965516)","(3.2, 3.95, 3.776)","(9.0, 11.5, 11.173076923076923)","(2.25, 2.6, 2.5723076923076924)","(19.0, 26.0, 25.666666666666668)"
11-01-2023 20:31:04.621833,"(81.0, 140.0, 127.64705882352942)","(5.0, 7.4, 7.293150684931507)","(16.0, 23.0, 22.166666666666668)","(31.0, 42.0, 38.275862068965516)","(3.2, 3.8, 3.731818181818182)","(9.0, 11.5, 11.085365853658537)","(2.25, 2.6, 2.5872727272727274)","(19.0, 26.0, 25.666666666666668)"
11-01-2023 20:31:05.972107,"(81.0, 130.0, 124.81481481481481)","(5.0, 7.4, 7.304918032786885)","(16.0, 23.0, 22.555555555555557)","(31.0, 42.0, 38.275862068965516)","(3.2, 3.75, 3.726)","(9.0, 11.5, 11.169902912621358)","(2.25, 2.6, 2.5833333333333335)","(19.0, 26.0, 25.92)"
11-01-2023 20:31:07.294629,"(81.0, 130.0, 126.66666666666667)","(5.0, 7.6, 7.2727272727272725)","(16.0, 23.0, 21.666666666666668)","(31.0, 42.0, 38.275862068965516)","(3.2, 3.75, 3.7155172413793105)","(9.0, 11.5, 11.169902912621358)","(2.25, 2.6, 2.5933333333333333)","(19.0, 26.0, 25.6)"
11-01-2023 20:31:08.553201,"(81.0, 130.0, 126.66666666666667)","(5.0, 7.6, 7.442553191489362)","(16.0, 23.0, 21.96875)","(31.0, 42.0, 38.275862068965516)","(3.2, 3.75, 3.6791666666666667)","(9.0, 11.5, 11.17156862745098)","(2.25, 2.6, 2.5963636363636367)","(19.0, 26.0, 25.72222222222222)"
11-01-2023 20:31:09.820231,"(81.0, 130.0, 126.66666666666667)","(5.0, 7.6, 7.442553191489362)","(16.0, 23.0, 21.8)","(31.0, 42.0, 38.275862068965516)","(3.2, 3.7, 3.641304347826087)","(9.0, 11.5, 11.16826923076923)","(2.25, 2.6, 2.588)","(19.0, 26.0, 25.507246376811594)"
11-01-2023 20:31:11.034779,"(81.0, 130.0, 126.66666666666667)","(5.0, 7.6, 7.4)","(16.0, 23.0, 21.526315789473685)","(31.0, 42.0, 38.25)","(3.2, 3.65, 3.6357142857142857)","(9.0, 11.5, 11.161764705882353)","(2.25, 2.62, 2.603030303030303)","(19.0, 28.0, 26.736842105263158)"
11-01-2023 20:31:12.211853,"(81.0, 130.0, 126.66666666666667)","(5.0, 7.4, 7.211214953271028)","(16.0, 23.0, 21.526315789473685)","(31.0, 40.0, 38.25)","(3.2, 3.65, 3.6322916666666667)","(9.0, 11.5, 11.161764705882353)","(2.25, 2.62, 2.6052631578947367)","(19.0, 28.0, 27.142857142857142)"
11-01-2023 20:31:13.414193,"(81.0, 140.0, 127.64705882352942)","(5.0, 7.4, 7.062992125984252)","(16.0, 23.0, 22.0)","(31.0, 40.0, 37.45454545454545)","(3.2, 3.65, 3.639130434782609)","(9.0, 11.5, 11.161764705882353)","(2.25, 2.62, 2.605)","(19.0, 28.0, 27.11111111111111)"
11-01-2023 20:31:14.597463,"(81.0, 130.0, 127.3913043478261)","(5.0, 7.4, 7.062992125984252)","(16.0, 23.0, 22.0)","(31.0, 40.0, 36.972972972972975)","(3.2, 3.65, 3.6411764705882352)","(9.0, 11.5, 11.161764705882353)","(2.25, 2.62, 2.6329850746268657)","(19.0, 28.0, 26.90909090909091)"
11-01-2023 20:31:15.852692,"(81.0, 130.0, 126.66666666666667)","(5.0, 7.4, 7.078195488721804)","(16.0, 23.0, 22.0)","(31.0, 40.0, 36.266666666666666)","(3.2, 3.65, 3.640625)","(9.0, 11.5, 11.136842105263158)","(2.25, 2.64, 2.6341463414634148)","(19.0, 28.0, 27.35135135135135)"
11-01-2023 20:31:17.031970,"(81.0, 130.0, 126.66666666666667)","(5.0, 7.4, 7.078195488721804)","(16.0, 23.0, 22.0)","(31.0, 40.0, 36.38709677419355)","(3.2, 3.65, 3.6285714285714286)","(9.0, 11.5, 11.136842105263158)","(2.25, 2.64, 2.6448979591836737)","(19.0, 28.0, 27.314285714285713)"
11-01-2023 20:31:18.305495,"(81.0, 130.0, 126.66666666666667)","(5.0, 7.4, 7.1146666666666665)","(16.0, 23.0, 22.0)","(31.0, 40.0, 36.38709677419355)","(3.2, 3.65, 3.622413793103448)","(9.0, 11.5, 11.112359550561798)","(2.25, 2.66, 2.67496062992126)","(19.0, 28.0, 27.069767441860463)"
