,Tricky Shacoby,Sammy Buttons,Tap Out Diesel,Lady On Fire,Skyla Blue,Monday Blues,Blazin Shirl,Black Book
04-01-2023 15:57:03.415064,"(18.0, 80.0, 56.66666666666667)","(15.0, 85.0, 56.5)","(2.2, 3.25, 3.1285714285714286)","(81.0, 480.0, 368.57142857142856)","(5.0, 8.4, 7.438461538461539)","(3.0, 4.0, 3.625)","(21.0, 65.0, 37.666666666666664)","(7.5, 12.0, 10.4)"
04-01-2023 15:57:04.635034,"(18.0, 75.0, 68.625)","(15.0, 85.0, 42.25)","(2.2, 3.25, 3.1285714285714286)","(81.0, 480.0, 368.57142857142856)","(5.0, 8.4, 7.438461538461539)","(3.0, 4.0, 3.625)","(21.0, 65.0, 37.666666666666664)","(7.5, 12.0, 10.4)"
04-01-2023 15:57:05.969206,"(18.0, 75.0, 68.625)","(15.0, 85.0, 42.25)","(2.2, 3.25, 3.1285714285714286)","(81.0, 480.0, 368.57142857142856)","(5.0, 8.4, 7.438461538461539)","(3.0, 4.0, 3.625)","(21.0, 65.0, 37.666666666666664)","(7.5, 12.0, 10.4)"
04-01-2023 15:57:07.209198,"(18.0, 75.0, 68.625)","(15.0, 85.0, 37.5)","(2.2, 3.25, 3.167)","(81.0, 480.0, 368.57142857142856)","(5.0, 8.4, 7.2)","(3.0, 4.0, 3.3035714285714284)","(21.0, 65.0, 37.666666666666664)","(7.5, 12.0, 9.9)"
04-01-2023 15:57:08.351220,"(18.0, 75.0, 68.625)","(15.0, 85.0, 37.5)","(2.2, 3.25, 3.167)","(81.0, 480.0, 368.57142857142856)","(5.0, 8.4, 7.92)","(3.0, 4.0, 3.3035714285714284)","(21.0, 65.0, 37.666666666666664)","(7.5, 11.0, 9.9)"
04-01-2023 15:57:09.750263,"(18.0, 75.0, 68.625)","(15.0, 85.0, 37.5)","(2.2, 3.25, 3.0475)","(81.0, 480.0, 368.57142857142856)","(5.0, 8.4, 7.553846153846154)","(3.0, 4.0, 3.3035714285714284)","(21.0, 65.0, 37.666666666666664)","(7.5, 11.0, 9.9)"
04-01-2023 15:57:11.008157,"(18.0, 75.0, 68.625)","(15.0, 85.0, 37.5)","(2.2, 3.25, 3.0475)","(81.0, 480.0, 368.57142857142856)","(5.0, 8.4, 7.553846153846154)","(3.0, 4.0, 3.575)","(21.0, 65.0, 37.666666666666664)","(7.5, 11.0, 9.9)"
04-01-2023 15:57:12.340830,"(18.0, 75.0, 68.625)","(15.0, 85.0, 66.0)","(2.2, 3.25, 3.1342857142857143)","(81.0, 480.0, 368.57142857142856)","(5.0, 8.4, 7.553846153846154)","(3.0, 3.9, 3.575)","(21.0, 65.0, 37.666666666666664)","(7.5, 11.0, 9.9)"
04-01-2023 15:57:13.452370,"(18.0, 75.0, 68.625)","(15.0, 85.0, 66.0)","(2.2, 3.25, 3.1342857142857143)","(81.0, 480.0, 368.57142857142856)","(5.0, 8.4, 7.4)","(3.0, 3.9, 3.525)","(21.0, 65.0, 37.666666666666664)","(7.5, 11.0, 9.25)"
04-01-2023 15:57:14.629434,"(18.0, 75.0, 68.625)","(15.0, 85.0, 66.0)","(2.2, 3.25, 3.178181818181818)","(81.0, 480.0, 368.57142857142856)","(5.0, 8.4, 7.4)","(3.0, 3.8, 3.525)","(21.0, 65.0, 37.666666666666664)","(7.5, 11.5, 9.9)"
04-01-2023 15:57:15.767070,"(18.0, 75.0, 68.625)","(15.0, 85.0, 66.0)","(2.2, 3.25, 3.178181818181818)","(81.0, 480.0, 368.57142857142856)","(5.0, 8.4, 7.4)","(3.0, 3.8, 3.525)","(21.0, 65.0, 37.666666666666664)","(7.5, 11.0, 9.9)"
04-01-2023 15:57:16.941417,"(18.0, 75.0, 68.625)","(15.0, 85.0, 66.0)","(2.2, 3.25, 3.178181818181818)","(81.0, 480.0, 368.57142857142856)","(5.0, 8.4, 7.4)","(3.0, 3.8, 3.525)","(21.0, 65.0, 37.666666666666664)","(7.5, 11.0, 9.9)"
04-01-2023 15:57:18.081293,"(18.0, 75.0, 68.625)","(15.0, 85.0, 66.0)","(2.2, 3.25, 3.178181818181818)","(81.0, 480.0, 350.0)","(5.0, 8.4, 7.4)","(3.0, 3.8, 3.31875)","(21.0, 65.0, 37.666666666666664)","(7.5, 11.0, 9.9)"
04-01-2023 15:57:19.284133,"(18.0, 75.0, 68.625)","(15.0, 85.0, 67.1875)","(2.2, 3.25, 3.178181818181818)","(81.0, 480.0, 368.57142857142856)","(5.0, 8.4, 7.685714285714286)","(3.0, 3.8, 3.292307692307692)","(21.0, 65.0, 37.666666666666664)","(7.5, 11.0, 8.8)"
04-01-2023 15:57:20.477651,"(18.0, 75.0, 68.625)","(15.0, 85.0, 67.1875)","(2.2, 3.25, 3.178181818181818)","(81.0, 480.0, 368.57142857142856)","(5.0, 8.4, 7.757142857142857)","(3.0, 3.8, 3.475)","(21.0, 65.0, 37.666666666666664)","(7.5, 9.4, 8.8)"
04-01-2023 15:57:21.715281,"(18.0, 75.0, 68.625)","(15.0, 85.0, 67.1875)","(2.2, 3.25, 3.173)","(81.0, 480.0, 368.57142857142856)","(5.0, 8.4, 7.757142857142857)","(3.0, 3.7, 3.475)","(21.0, 65.0, 37.666666666666664)","(7.5, 9.4, 8.8)"
04-01-2023 15:57:22.835482,"(18.0, 75.0, 68.625)","(15.0, 85.0, 67.1875)","(2.2, 3.25, 3.173)","(81.0, 480.0, 368.57142857142856)","(5.0, 8.4, 7.757142857142857)","(3.0, 3.7, 3.45)","(21.0, 65.0, 37.666666666666664)","(7.5, 9.4, 8.8)"
04-01-2023 15:57:23.925982,"(18.0, 75.0, 68.625)","(15.0, 85.0, 67.1875)","(2.2, 3.25, 3.173)","(81.0, 480.0, 368.57142857142856)","(5.0, 8.4, 7.757142857142857)","(3.0, 3.7, 3.6)","(21.0, 65.0, 37.666666666666664)","(7.5, 9.4, 10.40625)"
04-01-2023 15:57:24.985748,"(18.0, 75.0, 68.625)","(15.0, 85.0, 69.8)","(2.2, 3.25, 3.173)","(81.0, 480.0, 285.0)","(5.0, 8.4, 7.757142857142857)","(3.0, 3.7, 3.6)","(21.0, 65.0, 37.666666666666664)","(7.5, 11.5, 10.75)"
04-01-2023 15:57:26.162567,"(18.0, 75.0, 68.625)","(15.0, 85.0, 67.1875)","(2.2, 3.25, 3.173)","(81.0, 480.0, 285.0)","(5.0, 8.4, 7.757142857142857)","(3.0, 3.7, 3.6)","(21.0, 65.0, 37.666666666666664)","(7.5, 11.0, 10.75)"
04-01-2023 15:57:27.326945,"(18.0, 75.0, 68.625)","(15.0, 85.0, 67.1875)","(2.2, 3.25, 3.173)","(81.0, 480.0, 285.0)","(5.0, 8.4, 7.6)","(3.0, 3.7, 3.375)","(21.0, 65.0, 37.666666666666664)","(7.5, 11.0, 10.75)"
04-01-2023 15:57:28.467118,"(18.0, 75.0, 68.625)","(15.0, 85.0, 67.1875)","(2.2, 3.25, 3.175)","(81.0, 480.0, 285.0)","(5.0, 8.4, 8.10909090909091)","(3.0, 3.65, 3.5166666666666666)","(21.0, 65.0, 37.666666666666664)","(7.5, 11.0, 10.3)"
04-01-2023 15:57:29.637325,"(18.0, 75.0, 56.45454545454545)","(15.0, 85.0, 67.1875)","(2.2, 3.25, 3.175)","(81.0, 480.0, 285.0)","(5.0, 8.4, 8.10909090909091)","(3.0, 3.6, 3.5166666666666666)","(21.0, 65.0, 37.666666666666664)","(7.5, 11.0, 10.3)"
04-01-2023 15:57:30.718924,"(18.0, 75.0, 63.66666666666667)","(15.0, 85.0, 67.1875)","(2.2, 3.25, 3.175)","(81.0, 480.0, 285.0)","(5.0, 8.4, 7.828571428571429)","(3.0, 3.6, 3.5166666666666666)","(21.0, 65.0, 37.666666666666664)","(7.5, 11.0, 9.4375)"
04-01-2023 15:57:31.753159,"(18.0, 75.0, 63.66666666666667)","(15.0, 85.0, 67.1875)","(2.2, 3.25, 3.175)","(81.0, 480.0, 285.0)","(5.0, 8.4, 7.828571428571429)","(3.0, 3.6, 3.5166666666666666)","(21.0, 65.0, 37.666666666666664)","(7.5, 11.5, 10.3)"
04-01-2023 15:57:32.786065,"(18.0, 75.0, 63.66666666666667)","(15.0, 85.0, 67.1875)","(2.2, 3.25, 3.175)","(81.0, 480.0, 285.0)","(5.0, 8.4, 7.828571428571429)","(3.0, 3.6, 3.5166666666666666)","(21.0, 65.0, 37.666666666666664)","(7.5, 11.0, 10.3)"
04-01-2023 15:57:33.908084,"(18.0, 75.0, 63.66666666666667)","(15.0, 85.0, 67.1875)","(2.2, 3.25, 3.1)","(81.0, 480.0, 285.0)","(5.0, 8.4, 8.0)","(3.0, 3.6, 3.5166666666666666)","(21.0, 65.0, 37.666666666666664)","(7.5, 11.0, 10.3)"
04-01-2023 15:57:35.070302,"(18.0, 75.0, 63.66666666666667)","(15.0, 85.0, 67.1875)","(2.2, 3.25, 3.177)","(81.0, 480.0, 285.0)","(5.0, 8.4, 8.166666666666668)","(3.0, 3.6, 3.4333333333333336)","(21.0, 65.0, 37.666666666666664)","(7.5, 11.0, 10.3)"
04-01-2023 15:57:36.343711,"(18.0, 75.0, 63.66666666666667)","(15.0, 85.0, 67.1875)","(2.2, 3.25, 3.177)","(81.0, 480.0, 285.0)","(5.0, 8.4, 8.166666666666668)","(3.0, 3.5, 3.4333333333333336)","(21.0, 65.0, 37.666666666666664)","(7.5, 11.0, 10.3)"
04-01-2023 15:57:37.492728,"(18.0, 75.0, 63.66666666666667)","(15.0, 85.0, 67.1875)","(2.2, 3.25, 3.177)","(81.0, 480.0, 285.0)","(5.0, 8.4, 8.166666666666668)","(3.0, 3.5, 3.4333333333333336)","(21.0, 65.0, 37.666666666666664)","(7.5, 11.0, 11.05)"
04-01-2023 15:57:38.591960,"(18.0, 75.0, 63.66666666666667)","(15.0, 85.0, 67.1875)","(2.2, 3.25, 3.177)","(81.0, 480.0, 285.0)","(5.0, 8.4, 8.166666666666668)","(3.0, 3.5, 3.4333333333333336)","(21.0, 65.0, 37.666666666666664)","(7.5, 12.0, 10.3)"
04-01-2023 15:57:39.631933,"(18.0, 75.0, 63.66666666666667)","(15.0, 85.0, 67.1875)","(2.2, 3.25, 3.177)","(81.0, 480.0, 285.0)","(5.0, 8.4, 8.166666666666668)","(3.0, 3.5, 3.4333333333333336)","(21.0, 65.0, 37.666666666666664)","(7.5, 11.0, 10.3)"
04-01-2023 15:57:40.725160,"(18.0, 75.0, 63.66666666666667)","(15.0, 85.0, 67.1875)","(2.2, 3.25, 3.104)","(81.0, 480.0, 285.0)","(5.0, 8.4, 8.233333333333333)","(3.0, 3.5, 3.4333333333333336)","(21.0, 65.0, 37.666666666666664)","(7.5, 11.0, 10.3)"
04-01-2023 15:57:41.774196,"(18.0, 75.0, 63.66666666666667)","(15.0, 85.0, 67.1875)","(2.2, 3.25, 3.104)","(81.0, 480.0, 285.0)","(5.0, 8.6, 7.333333333333333)","(3.0, 3.5, 3.275)","(21.0, 65.0, 37.666666666666664)","(7.5, 11.0, 9.7)"
04-01-2023 15:57:43.094472,"(18.0, 75.0, 63.66666666666667)","(15.0, 75.0, 35.0)","(2.2, 2.96, 2.585)","(81.0, 480.0, 285.0)","(5.0, 8.8, 8.0)","(3.0, 3.4, 3.275)","(21.0, 65.0, 37.666666666666664)","(7.5, 11.0, 8.725)"
04-01-2023 15:57:44.225240,"(18.0, 75.0, 63.66666666666667)","(15.0, 75.0, 35.0)","(2.2, 2.96, 2.585)","(81.0, 480.0, 285.0)","(5.0, 9.4, 7.1)","(3.0, 3.4, 3.275)","(21.0, 65.0, 37.666666666666664)","(7.5, 11.0, 8.725)"
04-01-2023 15:57:45.354809,"(18.0, 75.0, 63.66666666666667)","(15.0, 75.0, 35.0)","(2.2, 2.96, 2.5753846153846154)","(81.0, 480.0, 285.0)","(5.0, 9.6, 7.1)","(3.0, 3.4, 3.275)","(21.0, 65.0, 37.666666666666664)","(7.5, 11.0, 8.725)"
04-01-2023 15:57:46.509534,"(18.0, 75.0, 63.66666666666667)","(15.0, 75.0, 35.0)","(2.2, 2.96, 2.5753846153846154)","(81.0, 480.0, 382.5)","(5.0, 9.6, 7.1)","(3.0, 3.4, 3.275)","(21.0, 65.0, 37.666666666666664)","(7.5, 11.0, 8.725)"
04-01-2023 15:57:47.512054,"(18.0, 75.0, 63.66666666666667)","(15.0, 75.0, 35.0)","(2.2, 2.96, 2.5753846153846154)","(81.0, 480.0, 382.5)","(5.0, 9.6, 7.1)","(3.0, 3.4, 3.275)","(21.0, 65.0, 37.666666666666664)","(7.5, 11.0, 8.725)"
04-01-2023 15:57:48.514696,"(18.0, 75.0, 63.66666666666667)","(15.0, 75.0, 35.0)","(2.2, 2.96, 2.5753846153846154)","(81.0, 480.0, 382.5)","(5.0, 9.6, 8.2)","(3.0, 3.4, 3.225)","(21.0, 65.0, 37.666666666666664)","(7.5, 11.0, 8.725)"
04-01-2023 15:57:49.531783,"(18.0, 75.0, 63.66666666666667)","(15.0, 75.0, 39.0)","(2.2, 2.96, 2.6805882352941177)","(81.0, 480.0, 382.5)","(5.0, 9.6, 7.433333333333334)","(3.0, 3.35, 3.2875)","(21.0, 65.0, 44.5)","(7.5, 11.0, 9.2)"
04-01-2023 15:57:50.570714,"(18.0, 75.0, 63.66666666666667)","(15.0, 75.0, 39.0)","(2.2, 2.96, 2.613846153846154)","(81.0, 480.0, 382.5)","(5.0, 9.6, 7.433333333333334)","(3.0, 3.35, 3.2875)","(21.0, 65.0, 44.5)","(7.5, 10.0, 9.2)"
04-01-2023 15:57:51.735158,"(18.0, 75.0, 63.66666666666667)","(15.0, 75.0, 39.0)","(2.2, 2.96, 2.613846153846154)","(81.0, 480.0, 382.5)","(5.0, 9.6, 7.433333333333334)","(3.0, 3.35, 3.2875)","(21.0, 65.0, 44.5)","(7.5, 10.0, 9.2)"
04-01-2023 15:57:52.857287,"(18.0, 75.0, 63.66666666666667)","(15.0, 75.0, 39.0)","(2.2, 2.96, 2.613846153846154)","(81.0, 480.0, 382.5)","(5.0, 9.6, 7.433333333333334)","(3.0, 3.35, 3.2875)","(21.0, 65.0, 44.5)","(7.5, 10.0, 9.2)"
04-01-2023 15:57:54.161252,"(18.0, 75.0, 63.66666666666667)","(15.0, 75.0, 39.0)","(2.2, 2.96, 2.613846153846154)","(81.0, 480.0, 382.5)","(5.0, 9.6, 7.433333333333334)","(3.0, 3.35, 3.2875)","(21.0, 65.0, 44.5)","(7.5, 10.0, 9.2)"
04-01-2023 15:57:55.306683,"(18.0, 75.0, 63.66666666666667)","(15.0, 75.0, 39.0)","(2.2, 2.96, 2.613846153846154)","(81.0, 480.0, 382.5)","(5.0, 9.6, 8.4)","(3.0, 3.35, 3.3526315789473684)","(21.0, 65.0, 44.5)","(7.5, 10.0, 9.2)"
04-01-2023 15:57:56.372956,"(18.0, 75.0, 63.66666666666667)","(15.0, 75.0, 39.0)","(2.2, 2.96, 2.6766666666666667)","(81.0, 480.0, 382.5)","(5.0, 9.6, 7.766666666666667)","(3.0, 3.5, 3.2333333333333334)","(21.0, 65.0, 44.5)","(7.5, 10.0, 9.2)"
04-01-2023 15:57:57.377013,"(18.0, 75.0, 63.66666666666667)","(15.0, 75.0, 39.0)","(2.2, 2.96, 2.6523076923076925)","(81.0, 480.0, 382.5)","(5.0, 9.6, 7.766666666666667)","(3.0, 3.5, 3.2333333333333334)","(21.0, 65.0, 44.5)","(7.5, 10.0, 8.916666666666668)"
04-01-2023 15:57:58.419465,"(18.0, 75.0, 63.66666666666667)","(15.0, 75.0, 39.0)","(2.2, 2.96, 2.651851851851852)","(81.0, 480.0, 382.5)","(5.0, 9.6, 7.766666666666667)","(3.0, 3.5, 3.1888888888888887)","(21.0, 65.0, 44.5)","(7.5, 11.5, 9.7)"
04-01-2023 15:57:59.478336,"(18.0, 75.0, 63.66666666666667)","(15.0, 75.0, 39.0)","(2.2, 2.96, 2.651851851851852)","(81.0, 480.0, 382.5)","(5.0, 9.6, 7.766666666666667)","(3.0, 3.5, 3.1888888888888887)","(21.0, 65.0, 44.5)","(7.5, 11.0, 8.725)"
04-01-2023 15:58:00.610799,"(18.0, 75.0, 63.66666666666667)","(15.0, 75.0, 39.0)","(2.2, 2.96, 2.79)","(81.0, 480.0, 382.5)","(5.0, 9.6, 7.766666666666667)","(3.0, 3.5, 3.1888888888888887)","(21.0, 65.0, 44.5)","(7.5, 11.0, 8.725)"
04-01-2023 15:58:01.704201,"(18.0, 75.0, 63.66666666666667)","(15.0, 75.0, 39.0)","(2.2, 2.94, 2.79)","(81.0, 480.0, 382.5)","(5.0, 9.6, 8.6)","(3.0, 3.5, 3.2375)","(21.0, 65.0, 44.5)","(7.5, 11.0, 8.725)"
04-01-2023 15:58:02.836167,"(18.0, 75.0, 63.66666666666667)","(15.0, 75.0, 39.0)","(2.2, 2.94, 2.81)","(81.0, 480.0, 382.5)","(5.0, 9.6, 8.1)","(3.0, 3.5, 3.275)","(21.0, 65.0, 44.5)","(7.5, 11.0, 8.725)"
04-01-2023 15:58:03.853382,"(18.0, 75.0, 63.66666666666667)","(15.0, 75.0, 39.0)","(2.2, 2.94, 2.81)","(81.0, 480.0, 382.5)","(5.0, 9.6, 8.1)","(3.0, 3.4, 3.275)","(21.0, 65.0, 44.5)","(7.5, 11.0, 8.725)"
04-01-2023 15:58:04.924661,"(18.0, 75.0, 63.66666666666667)","(15.0, 75.0, 39.0)","(2.2, 2.94, 2.81)","(81.0, 480.0, 417.1428571428571)","(5.0, 9.6, 8.4)","(3.0, 3.4, 3.275)","(21.0, 65.0, 56.111111111111114)","(7.5, 11.0, 8.725)"
04-01-2023 15:58:06.013635,"(18.0, 75.0, 35.0)","(15.0, 75.0, 52.5)","(2.2, 2.94, 2.81)","(81.0, 470.0, 423.75)","(5.0, 9.6, 8.4)","(3.0, 3.4, 3.275)","(21.0, 60.0, 56.111111111111114)","(7.5, 11.0, 9.483333333333334)"
04-01-2023 15:58:07.148349,"(18.0, 75.0, 35.0)","(15.0, 75.0, 52.5)","(2.2, 2.94, 2.8666666666666667)","(81.0, 470.0, 295.0)","(5.0, 9.6, 8.4)","(3.0, 3.4, 3.275)","(21.0, 60.0, 43.0)","(7.5, 11.0, 10.15)"
04-01-2023 15:58:08.235874,"(18.0, 75.0, 35.8)","(15.0, 75.0, 36.77777777777778)","(2.2, 2.92, 2.6761904761904765)","(81.0, 470.0, 295.0)","(5.0, 9.6, 8.4)","(3.0, 3.4, 3.275)","(21.0, 60.0, 32.8)","(7.5, 11.5, 9.65)"
04-01-2023 15:58:09.363489,"(18.0, 75.0, 35.8)","(15.0, 75.0, 36.77777777777778)","(2.2, 2.92, 2.6761904761904765)","(81.0, 470.0, 295.0)","(5.0, 9.6, 9.142857142857142)","(3.0, 3.4, 3.183333333333333)","(21.0, 60.0, 40.5)","(7.5, 10.5, 9.65)"
04-01-2023 15:58:10.442397,"(18.0, 75.0, 35.8)","(15.0, 75.0, 36.77777777777778)","(2.2, 2.9, 2.85)","(81.0, 470.0, 295.0)","(5.0, 9.6, 9.142857142857142)","(3.0, 3.35, 3.225)","(21.0, 55.0, 40.5)","(7.5, 10.5, 9.65)"
04-01-2023 15:58:11.508863,"(18.0, 75.0, 35.8)","(15.0, 75.0, 36.77777777777778)","(2.2, 2.88, 2.833333333333333)","(81.0, 470.0, 295.0)","(5.0, 9.6, 8.666666666666666)","(3.0, 3.35, 3.2875)","(21.0, 55.0, 46.714285714285715)","(7.5, 10.5, 9.65)"
04-01-2023 15:58:12.927342,"(18.0, 70.0, 49.0)","(15.0, 70.0, 62.800000000000004)","(2.2, 2.88, 2.833333333333333)","(81.0, 470.0, 426.25)","(5.0, 9.6, 8.666666666666666)","(3.0, 3.35, 3.2875)","(21.0, 50.0, 46.714285714285715)","(7.5, 10.5, 9.65)"
04-01-2023 15:58:13.984559,"(18.0, 70.0, 49.0)","(15.0, 65.0, 62.800000000000004)","(2.2, 2.88, 2.833333333333333)","(81.0, 470.0, 426.25)","(5.0, 9.6, 8.666666666666666)","(3.0, 3.35, 3.2875)","(21.0, 50.0, 38.0)","(7.5, 10.5, 10.15)"
04-01-2023 15:58:15.020136,"(18.0, 65.0, 62.94444444444444)","(15.0, 65.0, 62.800000000000004)","(2.2, 2.88, 2.833333333333333)","(81.0, 470.0, 402.0)","(5.0, 9.6, 8.666666666666666)","(3.0, 3.35, 3.2875)","(21.0, 48.0, 44.0)","(7.5, 11.5, 9.65)"
04-01-2023 15:58:16.120899,"(18.0, 65.0, 47.5)","(15.0, 65.0, 62.800000000000004)","(2.2, 2.88, 2.833333333333333)","(81.0, 470.0, 305.0)","(5.0, 9.6, 8.666666666666666)","(3.0, 3.35, 3.470833333333333)","(21.0, 48.0, 45.5)","(7.5, 10.5, 9.65)"
04-01-2023 15:58:17.148502,"(18.0, 65.0, 47.5)","(15.0, 65.0, 62.800000000000004)","(2.2, 2.88, 2.67)","(81.0, 470.0, 380.0)","(5.0, 9.6, 9.309090909090909)","(3.0, 3.5, 3.35625)","(21.0, 48.0, 38.5)","(7.5, 10.5, 10.075)"
04-01-2023 15:58:18.238257,"(18.0, 60.0, 58.421052631578945)","(15.0, 65.0, 51.5)","(2.2, 2.86, 2.7714285714285714)","(81.0, 460.0, 365.0)","(5.0, 9.4, 9.309090909090909)","(3.0, 3.45, 3.35625)","(21.0, 48.0, 38.5)","(7.5, 10.5, 10.216666666666667)"
04-01-2023 15:58:19.461837,"(18.0, 55.0, 40.84615384615385)","(15.0, 55.0, 53.35714285714286)","(2.2, 2.84, 2.783333333333333)","(81.0, 440.0, 280.0)","(5.0, 9.4, 9.309090909090909)","(3.0, 3.45, 3.35625)","(21.0, 48.0, 38.5)","(7.5, 10.5, 10.216666666666667)"
04-01-2023 15:58:20.585436,"(18.0, 50.0, 41.0)","(15.0, 55.0, 53.35714285714286)","(2.2, 2.82, 2.783333333333333)","(81.0, 420.0, 275.0)","(5.0, 9.4, 9.309090909090909)","(3.0, 3.45, 3.35625)","(21.0, 48.0, 40.4)","(7.5, 10.5, 10.432)"
04-01-2023 15:58:21.679507,"(18.0, 50.0, 47.0)","(15.0, 55.0, 53.35714285714286)","(2.2, 2.82, 2.783333333333333)","(81.0, 400.0, 212.5)","(5.0, 9.4, 9.233333333333334)","(3.0, 3.45, 3.35625)","(21.0, 48.0, 40.4)","(7.5, 10.5, 10.125)"
04-01-2023 15:58:22.715437,"(18.0, 50.0, 46.0)","(15.0, 55.0, 53.35714285714286)","(2.2, 2.82, 2.78)","(81.0, 380.0, 211.11111111111111)","(5.0, 9.4, 9.266666666666667)","(3.0, 3.45, 3.35625)","(21.0, 48.0, 40.4)","(7.5, 10.5, 10.125)"
04-01-2023 15:58:23.787287,"(18.0, 50.0, 46.0)","(15.0, 55.0, 53.35714285714286)","(2.2, 2.82, 2.78)","(81.0, 370.0, 211.11111111111111)","(5.0, 9.4, 9.314285714285713)","(3.0, 3.45, 3.35625)","(21.0, 48.0, 40.4)","(7.5, 10.5, 10.125)"
04-01-2023 15:58:24.827174,"(18.0, 50.0, 46.0)","(15.0, 55.0, 53.35714285714286)","(2.2, 2.82, 2.78)","(81.0, 350.0, 240.90909090909093)","(5.0, 9.6, 9.314285714285713)","(3.0, 3.45, 3.35625)","(21.0, 48.0, 40.4)","(7.5, 10.5, 10.125)"
04-01-2023 15:58:25.901744,"(18.0, 50.0, 48.0)","(15.0, 55.0, 53.35714285714286)","(2.2, 2.82, 2.78)","(81.0, 350.0, 212.5)","(5.0, 9.6, 9.314285714285713)","(3.0, 3.45, 3.35625)","(21.0, 48.0, 40.4)","(7.5, 10.5, 10.125)"
04-01-2023 15:58:27.057565,"(18.0, 50.0, 48.0)","(15.0, 55.0, 53.35714285714286)","(2.2, 2.82, 2.6466666666666665)","(81.0, 350.0, 268.75)","(5.0, 9.6, 9.314285714285713)","(3.0, 3.45, 3.35625)","(21.0, 48.0, 40.4)","(7.5, 10.5, 10.125)"
04-01-2023 15:58:28.099771,"(18.0, 50.0, 48.0)","(15.0, 55.0, 44.5)","(2.2, 2.82, 2.78)","(81.0, 340.0, 291.66666666666663)","(5.0, 9.6, 9.314285714285713)","(3.0, 3.45, 3.35625)","(21.0, 48.0, 40.4)","(7.5, 10.5, 10.875)"
04-01-2023 15:58:29.206547,"(18.0, 50.0, 48.0)","(15.0, 55.0, 52.900000000000006)","(2.2, 2.78, 2.670909090909091)","(81.0, 320.0, 291.66666666666663)","(5.0, 9.6, 8.32)","(3.0, 3.45, 3.35625)","(21.0, 48.0, 40.4)","(7.5, 11.5, 10.125)"
04-01-2023 15:58:30.396815,"(18.0, 50.0, 48.0)","(15.0, 55.0, 52.900000000000006)","(2.2, 2.78, 2.670909090909091)","(81.0, 320.0, 291.66666666666663)","(5.0, 9.6, 8.7)","(3.0, 3.45, 3.35625)","(21.0, 48.0, 40.4)","(7.5, 10.5, 10.125)"
04-01-2023 15:58:31.575402,"(18.0, 50.0, 48.0)","(15.0, 55.0, 52.900000000000006)","(2.2, 2.78, 2.670909090909091)","(81.0, 320.0, 235.0)","(5.0, 9.4, 9.309090909090909)","(3.0, 3.45, 3.35625)","(21.0, 48.0, 40.4)","(7.5, 10.5, 10.125)"
04-01-2023 15:58:32.689726,"(18.0, 50.0, 48.0)","(15.0, 55.0, 52.900000000000006)","(2.2, 2.78, 2.670909090909091)","(81.0, 320.0, 235.0)","(5.0, 9.4, 9.309090909090909)","(3.0, 3.45, 3.35625)","(21.0, 48.0, 40.4)","(7.5, 10.5, 10.125)"
04-01-2023 15:58:33.831042,"(18.0, 50.0, 48.0)","(15.0, 55.0, 52.900000000000006)","(2.2, 2.78, 2.670909090909091)","(81.0, 320.0, 235.0)","(5.0, 9.4, 9.309090909090909)","(3.0, 3.45, 3.35625)","(21.0, 48.0, 40.4)","(7.5, 10.5, 10.125)"
04-01-2023 15:58:34.935948,"(18.0, 50.0, 48.0)","(15.0, 55.0, 52.900000000000006)","(2.2, 2.78, 2.670909090909091)","(81.0, 310.0, 235.0)","(5.0, 9.4, 8.466666666666667)","(3.0, 3.45, 3.35625)","(21.0, 48.0, 40.4)","(7.5, 10.5, 10.125)"
04-01-2023 15:58:36.023158,"(18.0, 50.0, 48.0)","(15.0, 55.0, 52.900000000000006)","(2.2, 2.78, 2.5742857142857143)","(81.0, 310.0, 235.0)","(5.0, 9.4, 9.0)","(3.0, 3.45, 3.35625)","(21.0, 48.0, 40.4)","(7.5, 10.5, 10.225)"
04-01-2023 15:58:37.064827,"(18.0, 50.0, 48.0)","(15.0, 55.0, 52.900000000000006)","(2.2, 2.78, 2.66)","(81.0, 310.0, 210.0)","(5.0, 9.4, 9.0)","(3.0, 3.45, 3.35625)","(21.0, 48.0, 40.4)","(7.5, 10.5, 10.272727272727273)"
04-01-2023 15:58:38.121915,"(18.0, 50.0, 48.0)","(15.0, 55.0, 52.900000000000006)","(2.2, 2.78, 2.66)","(81.0, 310.0, 210.0)","(5.0, 9.4, 9.057142857142857)","(3.0, 3.45, 3.35625)","(21.0, 48.0, 40.4)","(7.5, 11.0, 10.384615384615385)"
04-01-2023 15:58:39.156173,"(18.0, 50.0, 48.0)","(15.0, 55.0, 52.900000000000006)","(2.2, 2.78, 2.66)","(81.0, 300.0, 230.0)","(5.0, 9.4, 9.057142857142857)","(3.0, 3.45, 3.35625)","(21.0, 48.0, 40.4)","(7.5, 11.0, 10.6)"
04-01-2023 15:58:40.238924,"(18.0, 50.0, 48.0)","(15.0, 55.0, 52.900000000000006)","(2.2, 2.78, 2.6178947368421053)","(81.0, 300.0, 225.0)","(5.0, 9.4, 9.295652173913044)","(3.0, 3.45, 3.35625)","(21.0, 48.0, 40.4)","(7.5, 11.0, 10.529411764705882)"
