,Remember Lee,Val Ali,Sambuca Talks,Magic Tale,Bernardo Bowl,Jalapeno Jewel,Shifty And Shady,Gossamer
06-01-2023 11:56:33.980782,"(15.0, 16.0, 15.5)","(2.8, 2.98, 2.9795098039215686)","(5.5, 8.6, 8.305263157894737)","(21.0, 26.0, 20.837209302325583)","(2.8, 3.7, 3.5749999999999997)","(11.0, 20.0, 19.548387096774192)","(101.0, 720.0, 455.0)","(5.5, 11.0, 10.672727272727274)"
06-01-2023 11:56:35.189871,"(15.0, 16.0, 15.5)","(2.8, 2.98, 2.9795098039215686)","(5.5, 8.6, 8.161290322580644)","(21.0, 26.0, 20.954545454545453)","(2.8, 3.7, 3.554838709677419)","(11.0, 20.0, 19.548387096774192)","(101.0, 720.0, 455.0)","(5.5, 11.0, 10.672727272727274)"
06-01-2023 11:56:36.426159,"(15.0, 16.0, 15.5)","(2.8, 2.98, 2.9795098039215686)","(5.5, 8.6, 8.161290322580644)","(21.0, 26.0, 20.954545454545453)","(2.8, 3.7, 3.554838709677419)","(11.0, 20.0, 19.548387096774192)","(101.0, 720.0, 455.0)","(5.5, 11.0, 10.672727272727274)"
06-01-2023 11:56:37.660263,"(15.0, 16.0, 15.5)","(2.8, 2.98, 2.9795098039215686)","(5.5, 8.6, 8.073170731707316)","(21.0, 26.0, 20.954545454545453)","(2.8, 3.7, 3.614705882352941)","(11.0, 20.0, 19.2)","(101.0, 720.0, 455.0)","(5.5, 11.0, 10.672727272727274)"
06-01-2023 11:56:38.916301,"(15.0, 15.5, 15.142857142857142)","(2.8, 2.98, 2.9744444444444444)","(5.5, 8.6, 8.073170731707316)","(21.0, 26.0, 21.024390243902438)","(2.8, 3.7, 3.614705882352941)","(11.0, 20.0, 19.2)","(101.0, 720.0, 257.5)","(5.5, 11.0, 10.672727272727274)"
06-01-2023 11:56:40.358767,"(15.0, 15.5, 15.142857142857142)","(2.8, 2.98, 2.9744444444444444)","(5.5, 8.6, 8.073170731707316)","(21.0, 26.0, 20.954545454545453)","(2.8, 3.7, 3.614705882352941)","(11.0, 20.0, 19.2)","(101.0, 730.0, 257.5)","(6.0, 11.0, 10.672727272727274)"
06-01-2023 11:56:41.776404,"(15.0, 15.5, 15.142857142857142)","(2.7, 2.98, 2.9744444444444444)","(6.0, 8.6, 8.073170731707316)","(21.0, 26.0, 20.954545454545453)","(2.8, 3.7, 3.614705882352941)","(11.0, 20.0, 19.65714285714286)","(101.0, 730.0, 262.0)","(6.0, 11.0, 10.672727272727274)"
06-01-2023 11:56:43.126622,"(15.0, 15.5, 15.142857142857142)","(2.7, 2.98, 2.942962962962963)","(6.0, 8.6, 8.073170731707316)","(21.0, 26.0, 20.954545454545453)","(2.8, 3.7, 3.614705882352941)","(11.0, 20.0, 22.79310344827586)","(101.0, 550.0, 270.0)","(6.0, 11.0, 10.672727272727274)"
06-01-2023 11:56:44.473094,"(15.0, 15.5, 15.142857142857142)","(2.7, 2.98, 2.9744444444444444)","(6.0, 8.6, 8.073170731707316)","(21.0, 26.0, 20.954545454545453)","(2.8, 3.7, 3.614705882352941)","(11.0, 23.0, 21.9)","(101.0, 550.0, 231.8181818181818)","(6.0, 11.0, 10.672727272727274)"
06-01-2023 11:56:45.822284,"(15.0, 16.0, 15.464285714285714)","(2.7, 2.98, 2.9744444444444444)","(6.0, 8.6, 8.073170731707316)","(21.0, 26.0, 20.954545454545453)","(2.8, 3.7, 3.614705882352941)","(11.0, 23.0, 22.09090909090909)","(101.0, 550.0, 231.8181818181818)","(6.0, 11.0, 10.672727272727274)"
06-01-2023 11:56:47.241272,"(15.0, 16.0, 15.464285714285714)","(2.7, 2.98, 2.9744444444444444)","(6.0, 8.6, 8.073170731707316)","(21.0, 26.0, 20.954545454545453)","(2.8, 3.7, 3.614705882352941)","(11.0, 23.0, 21.166666666666668)","(101.0, 550.0, 231.8181818181818)","(6.0, 11.0, 10.672727272727274)"
06-01-2023 11:56:48.594332,"(15.0, 16.0, 15.4)","(2.7, 2.98, 2.9744444444444444)","(6.0, 8.6, 8.073170731707316)","(21.0, 26.0, 20.954545454545453)","(2.8, 3.7, 3.614705882352941)","(11.0, 23.0, 21.0)","(101.0, 550.0, 231.8181818181818)","(6.0, 11.0, 10.672727272727274)"
06-01-2023 11:56:49.908310,"(15.0, 16.0, 15.4)","(2.7, 2.98, 2.9744444444444444)","(6.0, 8.6, 8.0)","(21.0, 26.0, 20.954545454545453)","(2.8, 3.7, 3.614705882352941)","(11.0, 23.0, 21.9)","(101.0, 550.0, 231.8181818181818)","(6.0, 11.0, 10.672727272727274)"
06-01-2023 11:56:51.203084,"(15.0, 16.0, 15.4)","(2.7, 2.98, 2.9744444444444444)","(6.0, 8.6, 8.0)","(21.0, 26.0, 20.954545454545453)","(2.8, 3.7, 3.614705882352941)","(11.0, 23.0, 21.9)","(101.0, 550.0, 231.8181818181818)","(6.0, 11.0, 10.672727272727274)"
06-01-2023 11:56:52.519097,"(15.0, 16.0, 15.142857142857142)","(2.7, 2.98, 2.9744444444444444)","(6.0, 8.6, 8.0)","(21.0, 26.0, 20.954545454545453)","(2.8, 3.7, 3.614705882352941)","(11.0, 23.0, 21.9)","(101.0, 550.0, 231.8181818181818)","(6.0, 11.0, 10.672727272727274)"
06-01-2023 11:56:53.854668,"(15.0, 15.5, 15.142857142857142)","(2.7, 2.98, 2.9744444444444444)","(6.0, 8.6, 8.0)","(21.0, 26.0, 20.954545454545453)","(2.8, 3.7, 3.614705882352941)","(11.0, 23.0, 21.9)","(101.0, 550.0, 231.8181818181818)","(6.0, 11.0, 10.672727272727274)"
06-01-2023 11:56:55.185268,"(15.0, 15.5, 15.142857142857142)","(2.7, 2.98, 2.9744444444444444)","(6.0, 8.6, 8.0)","(21.0, 26.0, 20.954545454545453)","(2.8, 3.7, 3.614705882352941)","(11.0, 23.0, 21.9)","(101.0, 550.0, 231.8181818181818)","(6.0, 11.0, 10.672727272727274)"
06-01-2023 11:56:56.546952,"(15.0, 15.5, 15.142857142857142)","(2.7, 2.98, 2.9744444444444444)","(6.0, 8.6, 8.0)","(21.0, 26.0, 20.954545454545453)","(2.8, 3.7, 3.5749999999999997)","(11.0, 23.0, 21.9)","(101.0, 550.0, 231.8181818181818)","(6.0, 11.0, 10.672727272727274)"
06-01-2023 11:56:57.858076,"(15.0, 15.5, 15.142857142857142)","(2.7, 2.98, 2.9694736842105263)","(6.0, 8.6, 8.0)","(21.0, 26.0, 20.954545454545453)","(2.8, 3.65, 3.561111111111111)","(11.0, 23.0, 21.9)","(101.0, 550.0, 231.8181818181818)","(6.0, 11.0, 10.672727272727274)"
06-01-2023 11:56:59.183357,"(15.0, 15.5, 15.142857142857142)","(2.7, 2.98, 2.960952380952381)","(6.0, 8.6, 8.0)","(21.0, 26.0, 20.954545454545453)","(2.8, 3.65, 3.561111111111111)","(11.0, 23.0, 21.9)","(101.0, 550.0, 231.8181818181818)","(6.0, 11.0, 10.672727272727274)"
06-01-2023 11:57:00.451643,"(15.0, 16.0, 15.85)","(2.7, 2.98, 2.960952380952381)","(6.0, 8.6, 8.0)","(21.0, 26.0, 20.954545454545453)","(2.8, 3.65, 3.561111111111111)","(11.0, 23.0, 20.941176470588236)","(101.0, 550.0, 231.8181818181818)","(6.0, 11.0, 10.672727272727274)"
06-01-2023 11:57:01.744429,"(15.0, 16.5, 16.136363636363637)","(2.7, 2.98, 2.960952380952381)","(6.0, 8.6, 8.0)","(21.0, 26.0, 20.954545454545453)","(2.8, 3.65, 3.6076923076923078)","(11.0, 23.0, 21.870967741935484)","(101.0, 550.0, 231.8181818181818)","(6.0, 11.0, 10.568)"
06-01-2023 11:57:02.976479,"(15.0, 16.5, 16.136363636363637)","(2.7, 2.98, 2.960952380952381)","(6.0, 8.6, 7.984615384615385)","(21.0, 26.0, 20.954545454545453)","(2.8, 3.65, 3.61)","(11.0, 23.0, 22.146341463414636)","(101.0, 550.0, 231.8181818181818)","(6.0, 11.0, 10.614285714285714)"
06-01-2023 11:57:04.233800,"(15.0, 16.5, 16.136363636363637)","(2.7, 2.98, 2.960952380952381)","(6.0, 8.6, 7.945454545454545)","(21.0, 26.0, 20.933333333333334)","(2.8, 3.65, 3.607142857142857)","(11.0, 23.0, 22.146341463414636)","(101.0, 550.0, 231.8181818181818)","(6.0, 11.0, 10.568)"
06-01-2023 11:57:05.464240,"(15.0, 16.0, 15.464285714285714)","(2.7, 2.98, 2.960952380952381)","(6.0, 8.6, 8.0)","(21.0, 26.0, 20.933333333333334)","(2.8, 3.7, 3.60625)","(11.0, 23.0, 22.146341463414636)","(101.0, 550.0, 231.8181818181818)","(6.0, 11.0, 10.76)"
06-01-2023 11:57:06.750163,"(15.0, 16.0, 15.294117647058824)","(2.7, 2.98, 2.9552941176470586)","(6.0, 8.6, 8.0)","(21.0, 26.0, 22.0)","(2.8, 3.7, 3.571428571428571)","(11.0, 23.0, 22.146341463414636)","(101.0, 550.0, 303.33333333333337)","(6.0, 11.0, 11.4)"
06-01-2023 11:57:08.107211,"(14.0, 16.0, 15.464285714285714)","(2.6, 2.96, 2.9557894736842103)","(6.0, 8.6, 7.984615384615385)","(19.0, 24.0, 21.846153846153847)","(2.8, 3.7, 3.583333333333333)","(13.0, 23.0, 22.146341463414636)","(101.0, 550.0, 231.8181818181818)","(6.0, 11.5, 10.961111111111112)"
06-01-2023 11:57:09.487102,"(14.0, 16.0, 15.464285714285714)","(2.6, 2.96, 2.9557894736842103)","(6.0, 8.6, 7.984615384615385)","(19.0, 24.0, 21.846153846153847)","(2.8, 3.65, 3.5852941176470585)","(13.0, 23.0, 22.146341463414636)","(101.0, 550.0, 231.8181818181818)","(6.0, 12.0, 11.292857142857143)"
06-01-2023 11:57:10.832949,"(14.0, 16.0, 15.464285714285714)","(2.6, 2.96, 2.9557894736842103)","(6.0, 8.6, 7.984615384615385)","(19.0, 24.0, 20.705882352941178)","(2.8, 3.65, 3.5852941176470585)","(13.0, 23.0, 22.146341463414636)","(101.0, 550.0, 231.8181818181818)","(6.0, 12.0, 10.8)"
06-01-2023 11:57:12.241896,"(14.0, 16.0, 15.464285714285714)","(2.6, 2.96, 2.9557894736842103)","(6.0, 8.6, 7.984615384615385)","(19.0, 24.0, 20.5)","(2.8, 3.65, 3.578125)","(13.0, 23.0, 22.146341463414636)","(101.0, 550.0, 231.8181818181818)","(6.0, 12.0, 10.8)"
06-01-2023 11:57:13.619191,"(14.0, 16.0, 15.464285714285714)","(2.6, 2.96, 2.957272727272727)","(6.0, 8.6, 7.984615384615385)","(19.0, 24.0, 20.5)","(2.8, 3.7, 3.5720588235294115)","(13.0, 23.0, 22.146341463414636)","(101.0, 550.0, 231.8181818181818)","(6.0, 12.0, 10.8)"
06-01-2023 11:57:15.087795,"(14.0, 16.0, 15.464285714285714)","(2.6, 2.98, 2.957272727272727)","(6.0, 8.6, 7.984615384615385)","(19.0, 21.0, 19.68)","(2.8, 3.7, 3.5791666666666666)","(13.0, 23.0, 22.146341463414636)","(101.0, 550.0, 231.8181818181818)","(6.0, 12.0, 10.933333333333334)"
06-01-2023 11:57:16.497887,"(14.0, 16.0, 15.464285714285714)","(2.6, 2.98, 2.957272727272727)","(6.0, 8.6, 7.984615384615385)","(19.0, 21.0, 19.602272727272727)","(2.8, 3.7, 3.6136363636363633)","(13.0, 23.0, 22.146341463414636)","(101.0, 550.0, 231.8181818181818)","(6.0, 12.0, 10.875)"
06-01-2023 11:57:17.853913,"(14.0, 16.0, 15.464285714285714)","(2.6, 2.98, 2.957272727272727)","(6.0, 8.6, 7.984615384615385)","(19.0, 21.0, 19.602272727272727)","(2.8, 3.65, 3.6136363636363633)","(13.0, 23.0, 22.146341463414636)","(101.0, 550.0, 231.8181818181818)","(6.0, 12.0, 10.857142857142858)"
06-01-2023 11:57:19.217904,"(14.0, 16.0, 15.464285714285714)","(2.6, 2.98, 2.957272727272727)","(6.0, 8.6, 7.984615384615385)","(19.0, 21.0, 17.272727272727273)","(2.8, 3.65, 3.6136363636363633)","(13.0, 23.0, 22.146341463414636)","(101.0, 550.0, 231.8181818181818)","(6.0, 12.0, 10.857142857142858)"
06-01-2023 11:57:20.598049,"(14.0, 16.0, 15.765625)","(2.6, 2.98, 2.957272727272727)","(6.0, 8.6, 7.984615384615385)","(19.0, 21.0, 17.652173913043477)","(2.8, 3.65, 3.6142857142857143)","(13.0, 23.0, 22.146341463414636)","(101.0, 550.0, 222.72727272727272)","(6.0, 12.0, 10.857142857142858)"
06-01-2023 11:57:21.900046,"(14.0, 16.0, 15.765625)","(2.6, 2.98, 2.957272727272727)","(6.0, 8.6, 7.984615384615385)","(19.0, 19.5, 17.514705882352942)","(2.8, 3.7, 3.614705882352941)","(13.0, 23.0, 22.146341463414636)","(101.0, 550.0, 222.72727272727272)","(6.0, 12.0, 10.857142857142858)"
06-01-2023 11:57:23.206310,"(14.0, 16.0, 15.765625)","(2.6, 2.98, 2.957272727272727)","(6.0, 8.6, 7.984615384615385)","(19.0, 19.5, 17.58823529411765)","(2.8, 3.7, 3.614705882352941)","(13.0, 23.0, 22.146341463414636)","(101.0, 550.0, 222.72727272727272)","(6.0, 12.0, 10.4)"
06-01-2023 11:57:24.452672,"(14.0, 16.0, 15.732142857142858)","(2.6, 2.98, 2.957272727272727)","(6.0, 8.6, 7.984615384615385)","(19.0, 19.5, 18.543478260869566)","(2.8, 3.7, 3.609375)","(13.0, 23.0, 22.146341463414636)","(101.0, 550.0, 222.72727272727272)","(6.0, 12.0, 10.4)"
06-01-2023 11:57:25.732184,"(14.0, 16.0, 15.732142857142858)","(2.6, 2.98, 2.957272727272727)","(6.0, 8.6, 7.984615384615385)","(19.0, 19.5, 18.08823529411765)","(2.8, 3.7, 3.609375)","(13.0, 23.0, 22.146341463414636)","(101.0, 550.0, 222.72727272727272)","(6.0, 12.0, 10.4)"
06-01-2023 11:57:27.037441,"(14.0, 16.0, 15.732142857142858)","(2.6, 2.98, 2.9114285714285715)","(6.0, 8.6, 7.984615384615385)","(19.0, 19.5, 18.125)","(2.8, 3.7, 3.5596774193548386)","(13.0, 23.0, 22.146341463414636)","(101.0, 550.0, 222.72727272727272)","(6.0, 12.0, 10.4)"
06-01-2023 11:57:28.328922,"(14.0, 16.0, 15.732142857142858)","(2.6, 2.98, 2.9114285714285715)","(6.0, 8.6, 7.984615384615385)","(19.0, 19.5, 18.342105263157894)","(2.8, 3.7, 3.614705882352941)","(13.0, 23.0, 22.146341463414636)","(101.0, 550.0, 222.72727272727272)","(6.0, 12.0, 10.4)"
06-01-2023 11:57:29.611893,"(14.0, 16.5, 16.1875)","(2.6, 2.98, 2.92)","(6.0, 8.6, 7.984615384615385)","(19.0, 19.5, 18.4)","(2.8, 3.7, 3.614705882352941)","(13.0, 23.0, 22.146341463414636)","(101.0, 550.0, 303.33333333333337)","(6.0, 12.0, 10.4)"
06-01-2023 11:57:31.128811,"(14.0, 16.0, 15.732142857142858)","(2.6, 2.98, 2.913333333333333)","(6.0, 8.6, 7.984615384615385)","(19.0, 19.5, 18.666666666666668)","(2.8, 3.7, 3.614705882352941)","(13.0, 23.0, 22.054054054054056)","(101.0, 550.0, 231.8181818181818)","(6.0, 12.0, 10.4)"
06-01-2023 11:57:32.548617,"(14.0, 16.0, 15.765625)","(2.6, 2.98, 2.9673684210526314)","(6.0, 8.6, 7.984615384615385)","(19.0, 19.0, 17.736842105263158)","(2.8, 3.7, 3.614705882352941)","(13.0, 23.0, 22.146341463414636)","(101.0, 550.0, 318.75)","(6.0, 12.0, 10.4)"
06-01-2023 11:57:33.837435,"(14.0, 16.0, 15.765625)","(2.6, 2.98, 2.935)","(6.0, 8.6, 7.984615384615385)","(19.0, 19.0, 18.157894736842106)","(2.8, 3.7, 3.5596774193548386)","(13.0, 23.0, 22.146341463414636)","(101.0, 550.0, 318.75)","(6.0, 12.0, 10.4)"
06-01-2023 11:57:35.184420,"(14.0, 16.0, 15.583333333333334)","(2.6, 2.98, 2.935)","(6.0, 8.6, 7.984615384615385)","(19.0, 19.0, 18.1875)","(2.8, 3.7, 3.614705882352941)","(13.0, 23.0, 22.146341463414636)","(101.0, 550.0, 222.72727272727272)","(6.0, 12.0, 10.545454545454545)"
06-01-2023 11:57:36.536315,"(14.0, 16.0, 15.615384615384615)","(2.6, 2.98, 2.935)","(6.0, 8.6, 7.984615384615385)","(19.0, 18.5, 18.166666666666668)","(2.8, 3.7, 3.614705882352941)","(13.0, 23.0, 22.146341463414636)","(101.0, 550.0, 318.75)","(6.0, 12.0, 10.4)"
06-01-2023 11:57:37.825126,"(14.0, 16.0, 15.642857142857142)","(2.6, 2.98, 2.935)","(6.0, 8.6, 7.984615384615385)","(19.0, 18.5, 17.5)","(2.8, 3.7, 3.614705882352941)","(13.0, 23.0, 22.146341463414636)","(101.0, 550.0, 318.75)","(6.0, 12.0, 10.4)"
06-01-2023 11:57:38.964328,"(14.0, 16.0, 15.642857142857142)","(2.6, 2.98, 2.935)","(6.0, 8.6, 7.984615384615385)","(19.0, 18.5, 17.5)","(2.8, 3.7, 3.614705882352941)","(13.0, 23.0, 22.146341463414636)","(101.0, 550.0, 318.75)","(6.0, 12.0, 10.545454545454545)"
06-01-2023 11:57:40.089349,"(14.0, 16.0, 15.642857142857142)","(2.6, 2.98, 2.9705263157894737)","(6.0, 8.6, 7.984615384615385)","(19.0, 18.5, 21.854166666666668)","(2.8, 3.7, 3.614705882352941)","(13.0, 23.0, 22.146341463414636)","(101.0, 550.0, 318.75)","(6.0, 12.0, 10.5)"
06-01-2023 11:57:41.355801,"(14.0, 16.0, 15.642857142857142)","(2.6, 2.98, 2.9617391304347827)","(6.0, 8.6, 7.984615384615385)","(19.0, 22.0, 21.0)","(2.8, 3.7, 3.4875000000000003)","(13.0, 23.0, 22.146341463414636)","(101.0, 550.0, 318.75)","(6.0, 12.0, 10.2)"
06-01-2023 11:57:42.702139,"(14.0, 16.0, 15.642857142857142)","(2.6, 2.98, 2.95)","(6.0, 8.6, 7.984615384615385)","(19.0, 23.0, 21.0)","(2.8, 3.6, 3.4815789473684213)","(13.0, 23.0, 22.146341463414636)","(101.0, 550.0, 318.75)","(6.0, 12.0, 10.545454545454545)"
06-01-2023 11:57:44.086797,"(14.0, 16.0, 15.642857142857142)","(2.6, 2.98, 2.95)","(6.0, 8.6, 7.984615384615385)","(21.0, 23.0, 19.5)","(2.8, 3.6, 3.4875000000000003)","(13.0, 23.0, 22.146341463414636)","(101.0, 550.0, 318.75)","(6.0, 12.0, 10.545454545454545)"
06-01-2023 11:57:45.367213,"(14.0, 16.0, 15.642857142857142)","(2.6, 2.98, 2.9714285714285715)","(6.0, 8.6, 7.984615384615385)","(21.0, 23.0, 19.166666666666668)","(2.8, 3.6, 3.492857142857143)","(13.0, 23.0, 22.146341463414636)","(101.0, 550.0, 318.75)","(6.0, 12.0, 10.545454545454545)"
06-01-2023 11:57:46.668650,"(14.0, 16.0, 15.642857142857142)","(2.6, 2.98, 2.982222222222222)","(6.0, 8.6, 8.284210526315789)","(21.0, 21.0, 19.125)","(2.8, 3.6, 3.4941176470588236)","(13.0, 23.0, 22.146341463414636)","(101.0, 550.0, 405.0)","(6.0, 12.0, 10.222222222222221)"
06-01-2023 11:57:47.932895,"(14.0, 16.0, 15.642857142857142)","(2.6, 3.0, 2.986666666666667)","(6.0, 8.6, 8.28235294117647)","(19.0, 21.0, 19.125)","(2.8, 3.6, 3.4875000000000003)","(13.0, 23.0, 22.146341463414636)","(101.0, 450.0, 405.0)","(6.0, 12.0, 10.222222222222221)"
06-01-2023 11:57:49.120800,"(14.0, 16.0, 15.642857142857142)","(2.6, 3.0, 2.986666666666667)","(6.0, 8.6, 8.369230769230768)","(19.0, 21.0, 19.125)","(2.8, 3.6, 3.4875000000000003)","(13.0, 23.0, 22.0)","(101.0, 450.0, 405.0)","(6.0, 12.0, 10.222222222222221)"
06-01-2023 11:57:50.294777,"(14.0, 16.0, 15.642857142857142)","(2.6, 3.1, 3.0142857142857142)","(6.0, 8.6, 7.907692307692308)","(19.0, 21.0, 20.013157894736842)","(2.8, 3.6, 3.4875000000000003)","(13.0, 23.0, 22.0)","(101.0, 450.0, 303.33333333333337)","(6.0, 12.0, 10.222222222222221)"
06-01-2023 11:57:51.557002,"(14.0, 16.0, 15.642857142857142)","(2.6, 3.1, 3.066666666666667)","(6.0, 8.4, 7.753846153846154)","(18.0, 21.0, 20.013157894736842)","(2.8, 3.6, 3.4875000000000003)","(13.0, 23.0, 22.0)","(101.0, 550.0, 480.0)","(6.0, 12.0, 10.222222222222221)"
06-01-2023 11:57:52.808722,"(14.0, 16.0, 15.642857142857142)","(2.6, 3.1, 3.059090909090909)","(6.0, 8.4, 7.95)","(18.0, 21.0, 19.321428571428573)","(2.8, 3.6, 3.4875000000000003)","(13.0, 23.0, 22.0)","(101.0, 540.0, 231.8181818181818)","(6.0, 12.0, 10.2)"
06-01-2023 11:57:53.975176,"(14.0, 16.0, 15.642857142857142)","(2.6, 3.15, 3.1016129032258064)","(6.0, 8.4, 7.95)","(18.0, 19.5, 19.321428571428573)","(2.8, 3.6, 3.4875000000000003)","(13.0, 23.0, 22.0)","(101.0, 550.0, 231.8181818181818)","(6.0, 12.0, 10.2)"
06-01-2023 11:57:55.166884,"(14.0, 16.0, 15.642857142857142)","(2.6, 3.15, 3.0933333333333333)","(6.0, 8.4, 7.866666666666666)","(18.0, 19.5, 19.321428571428573)","(2.8, 3.6, 3.4941176470588236)","(13.0, 23.0, 22.0)","(101.0, 550.0, 370.0)","(6.0, 12.0, 10.8)"
06-01-2023 11:57:56.404688,"(14.0, 16.0, 15.642857142857142)","(2.6, 3.1, 3.0941176470588236)","(6.0, 8.2, 7.836363636363636)","(18.0, 19.5, 19.321428571428573)","(2.8, 3.6, 3.52)","(13.0, 23.0, 22.0)","(101.0, 540.0, 370.0)","(6.0, 12.0, 10.952380952380953)"
06-01-2023 11:57:57.659196,"(14.0, 16.0, 15.642857142857142)","(2.6, 3.1, 3.0941176470588236)","(6.0, 8.2, 7.836363636363636)","(18.0, 19.5, 19.321428571428573)","(2.8, 3.6, 3.482608695652174)","(13.0, 23.0, 22.0)","(101.0, 540.0, 235.0)","(6.0, 12.0, 10.64)"
06-01-2023 11:57:58.852202,"(14.0, 16.0, 15.642857142857142)","(2.6, 3.1, 3.0941176470588236)","(6.0, 8.2, 7.836363636363636)","(18.0, 19.5, 21.854166666666668)","(2.8, 3.6, 3.5052631578947366)","(13.0, 23.0, 22.0)","(101.0, 270.0, 235.0)","(6.0, 12.0, 10.74074074074074)"
06-01-2023 11:58:00.150691,"(14.0, 16.0, 15.642857142857142)","(2.6, 3.1, 3.005)","(6.0, 8.2, 7.836363636363636)","(18.0, 22.0, 19.612903225806452)","(2.8, 3.6, 3.5052631578947366)","(13.0, 23.0, 21.425)","(101.0, 270.0, 231.8181818181818)","(6.0, 12.0, 10.65)"
06-01-2023 11:58:01.463798,"(14.0, 16.0, 15.166666666666666)","(2.6, 3.05, 2.98)","(6.0, 8.2, 7.7862068965517235)","(18.0, 20.0, 19.71153846153846)","(2.8, 3.6, 3.661538461538462)","(13.0, 23.0, 21.95)","(101.0, 550.0, 231.8181818181818)","(6.0, 12.0, 11.0)"
06-01-2023 11:58:02.763615,"(14.0, 16.5, 16.444444444444443)","(2.6, 3.0, 2.94)","(6.0, 8.2, 7.7862068965517235)","(18.0, 20.0, 19.71153846153846)","(2.8, 3.7, 3.658571428571429)","(13.0, 23.0, 22.357142857142858)","(101.0, 550.0, 231.8181818181818)","(6.0, 12.0, 11.1)"
06-01-2023 11:58:04.307590,"(14.0, 16.5, 16.375)","(2.6, 2.98, 2.94)","(6.0, 8.2, 7.819047619047619)","(18.0, 20.0, 19.71153846153846)","(2.8, 3.7, 3.6385714285714283)","(13.0, 23.0, 21.8)","(101.0, 550.0, 231.8181818181818)","(6.0, 12.0, 11.1)"
06-01-2023 11:58:05.719316,"(14.0, 16.5, 16.375)","(2.6, 2.98, 2.94)","(6.0, 8.2, 7.819047619047619)","(18.0, 20.0, 19.586206896551722)","(2.8, 3.65, 3.631818181818182)","(13.0, 23.0, 22.294117647058822)","(101.0, 550.0, 231.8181818181818)","(6.0, 12.0, 11.1)"
06-01-2023 11:58:07.158477,"(14.0, 16.5, 16.375)","(2.6, 2.96, 2.94)","(6.0, 8.2, 7.819047619047619)","(18.0, 20.0, 19.307692307692307)","(2.8, 3.65, 3.631818181818182)","(13.0, 23.0, 22.6)","(101.0, 550.0, 231.8181818181818)","(6.0, 12.0, 11.1)"
06-01-2023 11:58:08.387517,"(14.0, 16.5, 16.375)","(2.6, 2.96, 2.9485714285714284)","(6.0, 8.2, 7.819047619047619)","(18.0, 19.5, 19.307692307692307)","(2.8, 3.65, 3.631818181818182)","(13.0, 23.0, 21.833333333333332)","(101.0, 550.0, 231.8181818181818)","(6.0, 12.0, 11.1)"
06-01-2023 11:58:09.664850,"(14.0, 18.5, 18.426470588235293)","(2.6, 2.96, 2.91)","(6.0, 8.2, 7.7862068965517235)","(18.0, 19.5, 19.307692307692307)","(2.8, 3.65, 3.6333333333333333)","(13.0, 23.0, 21.833333333333332)","(101.0, 550.0, 231.8181818181818)","(6.5, 12.0, 11.0)"
06-01-2023 11:58:10.960764,"(14.0, 18.5, 18.1)","(2.6, 2.94, 2.91)","(6.0, 8.2, 7.7862068965517235)","(18.0, 19.5, 19.307692307692307)","(2.8, 3.7, 3.554838709677419)","(13.0, 23.0, 21.833333333333332)","(101.0, 550.0, 231.8181818181818)","(6.5, 12.0, 11.0)"
06-01-2023 11:58:12.250070,"(14.0, 18.5, 18.166666666666668)","(2.6, 2.94, 2.91)","(6.0, 8.2, 7.7862068965517235)","(18.0, 19.5, 19.307692307692307)","(2.8, 3.7, 3.554838709677419)","(13.0, 23.0, 21.833333333333332)","(101.0, 550.0, 231.8181818181818)","(6.5, 12.0, 11.0)"
06-01-2023 11:58:13.591651,"(14.0, 18.5, 17.88888888888889)","(2.6, 2.94, 2.91)","(6.0, 8.2, 7.7862068965517235)","(18.0, 19.5, 21.84090909090909)","(2.8, 3.7, 3.5064516129032257)","(13.0, 23.0, 22.637931034482758)","(101.0, 550.0, 231.8181818181818)","(6.5, 12.0, 10.928571428571429)"
06-01-2023 11:58:14.821415,"(14.0, 19.0, 17.88888888888889)","(2.6, 2.94, 2.91)","(6.0, 8.2, 7.9037037037037035)","(18.0, 22.0, 21.87037037037037)","(2.8, 3.7, 3.5538461538461537)","(13.0, 23.0, 21.5)","(101.0, 550.0, 231.8181818181818)","(6.5, 12.0, 10.636363636363637)"
06-01-2023 11:58:16.145429,"(13.0, 18.0, 16.607142857142858)","(2.6, 2.92, 2.9)","(6.0, 8.2, 7.836363636363636)","(16.0, 22.0, 21.87037037037037)","(2.8, 3.6, 3.5076923076923077)","(13.0, 23.0, 20.857142857142858)","(101.0, 550.0, 231.8181818181818)","(6.5, 12.0, 11.047619047619047)"
06-01-2023 11:58:17.370315,"(13.0, 18.0, 16.607142857142858)","(2.6, 2.94, 2.9)","(6.0, 8.2, 7.836363636363636)","(16.0, 22.0, 20.5)","(2.8, 3.6, 3.5076923076923077)","(13.0, 26.0, 23.428571428571427)","(101.0, 550.0, 231.8181818181818)","(6.5, 12.0, 11.1)"
06-01-2023 11:58:18.532296,"(13.0, 18.0, 16.607142857142858)","(2.6, 2.9, 2.873333333333333)","(6.0, 8.2, 7.836363636363636)","(16.0, 22.0, 20.5)","(2.8, 3.6, 3.5076923076923077)","(13.0, 26.0, 21.454545454545453)","(101.0, 550.0, 231.8181818181818)","(6.5, 12.0, 11.1)"
