,Straight Shot,Defer Fire,Big Time Express,Big Time Epic,Adobe Don,Just Like Lucy,Livin On Love
04-01-2023 11:15:49.129954,"(12.0, 28.0, 25.8125)","(3.8, 12.0, 9.8)","(3.0, 8.8, 5.9)","(2.4, 3.4, 3.016)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:15:50.048601,"(12.0, 28.0, 25.8125)","(3.8, 12.0, 9.8)","(3.0, 8.8, 5.9)","(2.4, 3.4, 3.016)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:15:51.028824,"(12.0, 28.0, 25.8125)","(3.8, 12.0, 9.8)","(3.0, 8.8, 5.9)","(2.4, 3.4, 3.016)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:15:52.114537,"(12.0, 28.0, 25.8125)","(3.8, 12.0, 9.8)","(3.0, 8.8, 5.9)","(2.4, 3.4, 3.016)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:15:53.071905,"(12.0, 28.0, 25.8125)","(3.8, 12.0, 9.8)","(3.0, 8.8, 5.9)","(2.4, 3.4, 3.016)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:15:54.074748,"(12.0, 28.0, 25.8125)","(3.8, 12.0, 9.8)","(3.0, 8.8, 5.9)","(2.4, 3.4, 3.029166666666667)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:15:55.021542,"(12.0, 28.0, 25.8125)","(3.8, 12.0, 9.8)","(3.0, 8.8, 5.9)","(2.4, 3.45, 3.029166666666667)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:15:56.053816,"(12.0, 28.0, 25.8125)","(3.8, 12.0, 9.8)","(3.0, 8.8, 5.9)","(2.4, 3.45, 3.029166666666667)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:15:56.985234,"(12.0, 28.0, 25.8125)","(3.8, 12.0, 9.8)","(3.0, 8.8, 5.9)","(2.4, 3.45, 3.029166666666667)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:15:57.956620,"(12.0, 28.0, 25.8125)","(3.8, 12.0, 9.8)","(3.0, 8.8, 5.9)","(2.4, 3.45, 3.029166666666667)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:15:58.923395,"(12.0, 28.0, 25.8125)","(3.8, 12.0, 9.8)","(3.0, 8.8, 5.9)","(2.4, 3.45, 3.029166666666667)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:15:59.839943,"(12.0, 28.0, 25.8125)","(3.8, 12.0, 9.8)","(3.0, 8.8, 5.9)","(2.4, 3.45, 3.029166666666667)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:00.799583,"(12.0, 28.0, 25.8125)","(3.8, 12.0, 9.8)","(3.0, 8.8, 5.9)","(2.4, 3.45, 3.029166666666667)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:01.704141,"(12.0, 28.0, 25.8125)","(3.8, 12.0, 9.8)","(3.0, 8.8, 5.9)","(2.4, 3.45, 3.029166666666667)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:02.583279,"(12.0, 28.0, 25.8125)","(3.8, 12.0, 9.8)","(3.0, 8.8, 5.9)","(2.4, 3.45, 3.029166666666667)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:03.467123,"(12.0, 28.0, 25.8125)","(3.8, 12.0, 9.8)","(3.0, 8.8, 5.9)","(2.4, 3.45, 3.029166666666667)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:04.342517,"(12.0, 28.0, 25.8125)","(3.8, 12.0, 9.8)","(3.0, 8.8, 5.9)","(2.4, 3.45, 3.029166666666667)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:05.223410,"(12.0, 28.0, 25.8125)","(3.8, 12.0, 9.8)","(3.0, 8.8, 5.9)","(2.4, 3.45, 3.029166666666667)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:06.111331,"(12.0, 28.0, 25.8125)","(3.8, 12.0, 9.8)","(3.0, 8.8, 5.9)","(2.4, 3.45, 3.029166666666667)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:07.251431,"(12.0, 28.0, 25.8125)","(3.8, 12.0, 9.8)","(3.0, 8.8, 5.9)","(2.4, 3.45, 3.029166666666667)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:08.173751,"(12.0, 28.0, 25.8125)","(3.8, 12.0, 9.8)","(3.0, 8.8, 5.9)","(2.4, 3.45, 3.029166666666667)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:09.146870,"(12.0, 28.0, 25.8125)","(3.8, 12.0, 9.8)","(3.0, 8.8, 5.9)","(2.4, 3.45, 3.029166666666667)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:10.205786,"(12.0, 28.0, 25.8125)","(3.8, 12.0, 9.8)","(3.0, 8.8, 5.9)","(2.4, 3.45, 3.1975000000000002)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:11.156583,"(12.0, 28.0, 25.8125)","(3.8, 12.0, 9.8)","(3.0, 8.8, 5.9)","(2.4, 3.45, 3.1975000000000002)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:12.072826,"(12.0, 28.0, 25.8125)","(3.8, 12.0, 9.8)","(3.0, 8.8, 5.9)","(2.4, 3.45, 3.1975000000000002)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:13.063246,"(12.0, 28.0, 25.8125)","(3.8, 12.0, 9.8)","(3.0, 8.8, 5.9)","(2.4, 3.45, 3.1975000000000002)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:14.033314,"(12.0, 28.0, 25.8125)","(3.8, 12.0, 9.8)","(3.0, 8.8, 5.9)","(2.4, 3.45, 3.1975000000000002)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:14.962656,"(12.0, 28.0, 25.8125)","(3.8, 12.0, 9.8)","(3.0, 8.8, 5.9)","(2.4, 3.45, 3.1975000000000002)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:15.921415,"(12.0, 28.0, 25.8125)","(3.8, 12.0, 9.8)","(3.0, 8.8, 5.9)","(2.4, 3.45, 3.1975000000000002)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:16.882315,"(12.0, 28.0, 25.8125)","(3.8, 12.0, 9.8)","(3.0, 8.8, 5.9)","(2.4, 3.45, 3.1975000000000002)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:17.794054,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:18.749643,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:19.660255,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:20.600477,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:21.507235,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:22.449659,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:23.397834,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:24.284834,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:25.182992,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:26.078664,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:26.990098,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:27.891716,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:28.802160,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:29.687702,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:30.602282,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:31.512999,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:32.434095,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 130.0, 89.10714285714286)","(21.0, 130.0, 75.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:33.376220,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 150.0, 101.96428571428572)","(21.0, 130.0, 82.5)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:34.352037,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 150.0, 101.96428571428572)","(21.0, 120.0, 82.5)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:35.256853,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 150.0, 101.96428571428572)","(21.0, 120.0, 82.5)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:36.176791,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 150.0, 101.96428571428572)","(21.0, 120.0, 82.5)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:37.098204,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 150.0, 101.96428571428572)","(21.0, 120.0, 82.5)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:38.022706,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 150.0, 101.96428571428572)","(21.0, 120.0, 82.5)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:38.958260,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 150.0, 101.96428571428572)","(21.0, 120.0, 82.5)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:39.867225,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 150.0, 101.96428571428572)","(21.0, 120.0, 82.5)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:40.791852,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 150.0, 101.96428571428572)","(21.0, 120.0, 82.5)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:41.753273,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 150.0, 101.96428571428572)","(21.0, 120.0, 82.5)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:42.679992,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 150.0, 101.96428571428572)","(21.0, 120.0, 90.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:43.595573,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 90.0)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:44.558940,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 90.5)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:45.468526,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 90.5)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:46.381283,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 90.5)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:47.495967,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 90.5)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:48.465632,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 90.5)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:49.363577,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 90.5)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:50.277391,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 90.5)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:51.351326,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 90.5)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:52.313370,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 90.5)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:53.241522,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 90.5)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:54.159322,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 90.5)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:16:55.137539,"(12.0, 28.0, 25.8125)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.4, 3.45, 3.1975000000000002)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 90.5)","(8.5, 17.5, 14.785714285714286)"
