,Straight Shot,Defer Fire,Big Time Express,Big Time Epic,Adobe Don,Just Like Lucy,Livin On Love
04-01-2023 11:26:18.572299,"(12.0, 25.0, 15.666666666666668)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 3.34)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:19.570271,"(12.0, 25.0, 15.666666666666668)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 3.34)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:20.541290,"(12.0, 25.0, 15.666666666666668)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 3.34)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:21.589274,"(12.0, 25.0, 15.666666666666668)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 3.5524137931034483)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:22.576554,"(12.0, 25.0, 15.666666666666668)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 150.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:23.562999,"(12.0, 25.0, 15.666666666666668)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:24.508271,"(12.0, 25.0, 15.666666666666668)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:25.413217,"(12.0, 25.0, 15.666666666666668)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:26.474223,"(12.0, 25.0, 15.666666666666668)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:27.501558,"(12.0, 25.0, 15.666666666666668)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:28.414107,"(12.0, 25.0, 15.666666666666668)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:29.498391,"(12.0, 25.0, 15.666666666666668)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:30.639028,"(12.0, 25.0, 15.666666666666668)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:31.749616,"(12.0, 25.0, 15.666666666666668)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:32.923935,"(12.0, 25.0, 15.666666666666668)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:34.068745,"(12.0, 25.0, 15.666666666666668)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:35.113229,"(12.0, 25.0, 15.666666666666668)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:36.111681,"(12.0, 25.0, 15.666666666666668)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:37.067487,"(12.0, 25.0, 15.666666666666668)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:37.975637,"(12.0, 25.0, 15.666666666666668)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:38.893516,"(12.0, 25.0, 15.666666666666668)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:39.855579,"(12.0, 25.0, 15.666666666666668)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:40.958218,"(12.0, 25.0, 15.666666666666668)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:42.044287,"(12.0, 25.0, 15.666666666666668)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:43.129482,"(12.0, 25.0, 15.666666666666668)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:44.210022,"(12.0, 25.0, 21.96)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:45.220019,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:46.136824,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:47.067992,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:48.094882,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:49.360415,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:50.607820,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:51.849130,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:53.038166,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:54.237277,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:55.374755,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:56.497935,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:57.601657,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:58.588816,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:26:59.520946,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 114.82142857142858)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:00.534378,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 148.2142857142857)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:01.545648,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 148.2142857142857)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:02.684905,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 148.2142857142857)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:03.878552,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 148.2142857142857)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:04.947323,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 148.2142857142857)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:06.008204,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 148.2142857142857)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:07.175552,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 148.2142857142857)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:08.182992,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 148.2142857142857)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:09.335543,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 148.2142857142857)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:10.417034,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 148.2142857142857)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:11.476310,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 148.2142857142857)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:12.564864,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 148.2142857142857)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:13.658472,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 148.2142857142857)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:14.707858,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 148.2142857142857)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:15.811793,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 3.5023999999999997)","(21.0, 170.0, 148.2142857142857)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:16.918757,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 3.5023999999999997)","(21.0, 170.0, 148.2142857142857)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:17.999338,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 3.5023999999999997)","(21.0, 170.0, 148.2142857142857)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:19.056589,"(12.0, 25.0, 15.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 3.5023999999999997)","(21.0, 170.0, 148.2142857142857)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:20.033630,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 3.5023999999999997)","(21.0, 170.0, 148.2142857142857)","(21.0, 160.0, 94.63157894736842)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:20.973958,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 3.5023999999999997)","(21.0, 170.0, 148.81944444444443)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:21.964049,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 3.5023999999999997)","(21.0, 170.0, 148.81944444444443)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:22.998712,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 3.5023999999999997)","(21.0, 170.0, 148.81944444444443)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:24.064773,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 3.5023999999999997)","(21.0, 170.0, 148.81944444444443)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:25.115877,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 3.5023999999999997)","(21.0, 170.0, 148.81944444444443)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:26.104061,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 3.5023999999999997)","(21.0, 170.0, 148.81944444444443)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:27.094111,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 3.5023999999999997)","(21.0, 170.0, 148.81944444444443)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:28.099669,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 3.5023999999999997)","(21.0, 170.0, 148.81944444444443)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:29.125993,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 3.5023999999999997)","(21.0, 170.0, 148.81944444444443)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:30.112394,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 3.5023999999999997)","(21.0, 170.0, 148.81944444444443)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:31.142430,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 148.81944444444443)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:32.073602,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 148.81944444444443)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:33.046457,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 148.81944444444443)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:33.987027,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 100.9090909090909)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:35.053761,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 100.9090909090909)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:36.031777,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 100.9090909090909)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:37.071756,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 100.9090909090909)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:38.103093,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7437500000000004)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 100.9090909090909)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:39.126452,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.7, 3.7874999999999996)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 78.8)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:40.125942,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.8, 3.7874999999999996)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 78.8)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:41.101930,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.8, 3.7874999999999996)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 78.8)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:42.099643,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 4.8, 3.7874999999999996)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 78.8)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:43.097868,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 5.1, 3.98)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 78.8)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:44.118391,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 5.1, 3.98)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 78.8)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:45.081719,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 5.1, 3.98)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 78.8)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:46.064663,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 5.1, 3.98)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 78.8)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:47.029220,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 5.1, 3.98)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 78.8)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:47.959236,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 5.1, 3.98)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 78.8)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:48.891531,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 5.1, 3.98)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 78.8)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:49.825763,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 5.1, 3.98)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 78.8)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:50.815035,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 5.1, 3.98)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 78.8)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:51.810220,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 5.1, 3.98)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 78.8)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
04-01-2023 11:27:52.845403,"(12.0, 25.0, 22.0)","(3.8, 6.4, 5.176923076923077)","(3.0, 5.1, 3.98)","(2.45, 3.9, 2.6574999999999998)","(21.0, 170.0, 78.8)","(21.0, 160.0, 97.9)","(8.5, 17.0, 13.625)"
