,Malinjang,Studleigh Will,Ashlee Nitro,Our Buscemi Nz,Roclea Ruler,Artistic Saint,Illbewatching,Motu Cullen Nz,Tracer Bullet
14-12-2022 18:57:03.505760,"(2.8, 3.2, 2.9636363636363634)","(6.5, 9.6, 9.45)","(8.5, 10.0, 9.285714285714286)","(51.0, 99999, 99990)","(7.5, 18.5, 16.166666666666668)","(7.0, 10.5, 9.6)","(5.0, 6.6, 6.5375)","(8.0, 99999, 99990)","(18.0, 23.0, 20.0)"
14-12-2022 18:57:04.779547,"(2.8, 3.2, 2.9636363636363634)","(6.5, 9.6, 9.45)","(8.5, 10.0, 9.285714285714286)","(51.0, 99999, 99990)","(7.5, 18.5, 16.166666666666668)","(7.0, 10.5, 9.6)","(5.5, 6.6, 6.5375)","(7.0, 99999, 99990)","(18.0, 23.0, 20.0)"
14-12-2022 18:57:06.024827,"(2.8, 3.2, 2.9636363636363634)","(6.5, 9.6, 9.45)","(8.5, 10.0, 9.285714285714286)","(51.0, 99999, 99990)","(7.5, 18.5, 16.166666666666668)","(7.0, 10.5, 9.6)","(5.5, 6.6, 6.5375)","(7.0, 99999, 99990)","(18.0, 23.0, 20.0)"
14-12-2022 18:57:07.420676,"(2.8, 3.2, 2.9636363636363634)","(6.5, 9.6, 9.257142857142858)","(8.5, 10.0, 9.285714285714286)","(51.0, 99999, 99990)","(7.5, 18.5, 16.166666666666668)","(7.0, 10.5, 9.6)","(5.5, 6.6, 6.5375)","(7.0, 99999, 99990)","(18.0, 23.0, 20.0)"
14-12-2022 18:57:08.732092,"(2.8, 3.2, 2.9636363636363634)","(6.5, 9.6, 9.257142857142858)","(8.5, 10.0, 9.285714285714286)","(51.0, 99999, 99990)","(7.5, 18.5, 16.166666666666668)","(7.0, 10.5, 12.0)","(5.5, 6.6, 6.5375)","(7.0, 99999, 99990)","(18.0, 23.0, 20.666666666666668)"
14-12-2022 18:57:10.093580,"(2.8, 3.2, 2.9636363636363634)","(7.0, 9.6, 9.257142857142858)","(8.5, 10.0, 9.285714285714286)","(61.0, 99999, 99990)","(9.0, 18.5, 16.166666666666668)","(7.5, 12.5, 11.2)","(5.5, 6.6, 6.12)","(7.5, 99999, 99990)","(17.0, 23.0, 20.666666666666668)"
14-12-2022 18:57:11.436645,"(2.7, 3.2, 3.1315789473684212)","(7.0, 9.6, 9.433333333333334)","(8.5, 10.0, 9.285714285714286)","(61.0, 99999, 99990)","(9.0, 18.5, 16.166666666666668)","(7.5, 12.0, 11.2)","(5.5, 6.4, 6.088888888888889)","(7.5, 99999, 99990)","(17.0, 23.0, 21.0)"
14-12-2022 18:57:12.747290,"(2.7, 3.2, 3.1315789473684212)","(7.0, 9.6, 9.433333333333334)","(8.5, 10.0, 9.285714285714286)","(61.0, 99999, 99990)","(9.0, 18.5, 16.166666666666668)","(7.5, 12.0, 11.2)","(5.5, 6.4, 6.088888888888889)","(7.5, 99999, 99990)","(18.0, 24.0, 21.0)"
14-12-2022 18:57:14.004073,"(2.7, 3.2, 2.9846153846153847)","(7.0, 9.6, 9.433333333333334)","(8.5, 10.0, 9.285714285714286)","(61.0, 99999, 99990)","(9.0, 18.5, 16.166666666666668)","(7.5, 12.0, 11.2)","(5.5, 6.4, 6.556521739130434)","(7.5, 99999, 99990)","(18.0, 24.0, 23.9)"
14-12-2022 18:57:15.210051,"(2.7, 3.2, 2.9846153846153847)","(7.0, 9.6, 9.257142857142858)","(8.5, 10.0, 9.285714285714286)","(61.0, 99999, 99990)","(9.0, 18.5, 16.166666666666668)","(7.5, 12.0, 11.2)","(5.5, 6.6, 6.24)","(7.5, 99999, 99990)","(18.0, 25.0, 23.9)"
14-12-2022 18:57:16.473214,"(2.7, 3.2, 2.9846153846153847)","(7.0, 9.6, 9.433333333333334)","(8.5, 10.0, 9.285714285714286)","(61.0, 99999, 99990)","(9.0, 18.5, 16.166666666666668)","(7.5, 12.0, 11.2)","(5.5, 6.6, 6.24)","(7.5, 99999, 99990)","(18.0, 25.0, 23.9)"
14-12-2022 18:57:17.723074,"(2.7, 3.2, 2.9846153846153847)","(7.0, 9.6, 9.257142857142858)","(8.5, 10.0, 9.285714285714286)","(61.0, 99999, 99990)","(9.0, 18.5, 15.875)","(7.5, 12.0, 11.2)","(5.5, 6.6, 6.4799999999999995)","(7.5, 99999, 99990)","(18.0, 25.0, 24.166666666666668)"
14-12-2022 18:57:18.995639,"(2.7, 3.2, 2.9846153846153847)","(7.0, 9.6, 9.257142857142858)","(8.5, 10.0, 9.285714285714286)","(61.0, 99999, 99990)","(9.0, 18.5, 15.875)","(7.5, 12.0, 10.6375)","(5.5, 6.6, 6.4799999999999995)","(7.5, 99999, 99990)","(18.0, 25.0, 24.166666666666668)"
14-12-2022 18:57:20.344969,"(2.7, 3.2, 2.9846153846153847)","(7.0, 9.6, 9.257142857142858)","(8.5, 10.0, 9.285714285714286)","(61.0, 99999, 99990)","(9.0, 18.5, 15.875)","(7.5, 11.5, 10.433333333333334)","(5.5, 6.6, 6.364705882352942)","(7.5, 99999, 99990)","(18.0, 25.0, 24.166666666666668)"
14-12-2022 18:57:21.650259,"(2.7, 3.2, 2.9846153846153847)","(7.0, 9.6, 9.433333333333334)","(8.5, 10.0, 9.285714285714286)","(61.0, 99999, 99990)","(9.0, 18.5, 15.875)","(7.5, 12.5, 10.64)","(5.5, 6.4, 6.34)","(7.5, 99999, 99990)","(18.0, 25.0, 24.166666666666668)"
14-12-2022 18:57:23.018053,"(2.7, 3.2, 2.9846153846153847)","(7.0, 9.6, 9.433333333333334)","(8.0, 10.0, 9.285714285714286)","(61.0, 99999, 99990)","(9.0, 18.5, 15.875)","(7.5, 12.5, 10.64)","(5.5, 6.4, 6.34)","(7.5, 99999, 99990)","(18.0, 25.0, 24.166666666666668)"
14-12-2022 18:57:24.425266,"(2.7, 3.2, 2.9846153846153847)","(7.0, 9.6, 9.433333333333334)","(8.0, 10.0, 9.285714285714286)","(61.0, 99999, 99990)","(9.0, 18.5, 15.875)","(7.5, 12.5, 10.64)","(5.5, 6.4, 6.34)","(7.5, 99999, 99990)","(18.0, 25.0, 24.166666666666668)"
14-12-2022 18:57:25.779762,"(2.7, 3.2, 2.9846153846153847)","(7.0, 9.6, 9.433333333333334)","(8.0, 10.0, 9.285714285714286)","(61.0, 99999, 99990)","(9.0, 18.5, 15.875)","(7.5, 12.5, 10.64)","(5.5, 6.4, 6.34)","(7.5, 99999, 99990)","(18.0, 25.0, 24.166666666666668)"
14-12-2022 18:57:27.356467,"(2.7, 3.2, 2.9846153846153847)","(7.0, 9.2, 8.899999999999999)","(8.0, 10.0, 9.200000000000001)","(61.0, 99999, 99990)","(9.0, 18.5, 16.1)","(7.5, 12.5, 10.95)","(5.5, 6.4, 6.34)","(7.5, 99999, 99990)","(18.0, 25.0, 24.166666666666668)"
14-12-2022 18:57:28.955450,"(2.7, 3.2, 2.9846153846153847)","(7.0, 9.2, 8.899999999999999)","(8.0, 10.0, 9.200000000000001)","(61.0, 99999, 99990)","(9.0, 18.5, 15.666666666666666)","(7.5, 12.5, 11.67142857142857)","(5.5, 6.4, 6.34)","(7.5, 99999, 99990)","(18.0, 25.0, 24.166666666666668)"
14-12-2022 18:57:30.385851,"(2.7, 3.2, 2.9846153846153847)","(7.0, 9.2, 8.899999999999999)","(8.0, 10.0, 9.200000000000001)","(61.0, 99999, 99990)","(9.0, 18.0, 15.666666666666666)","(7.5, 12.5, 10.95)","(5.5, 6.4, 6.34)","(7.5, 99999, 99990)","(18.0, 25.0, 24.166666666666668)"
14-12-2022 18:57:31.713647,"(2.7, 3.1, 2.95375)","(7.0, 9.2, 8.899999999999999)","(8.0, 10.0, 9.200000000000001)","(61.0, 99999, 99990)","(10.0, 18.0, 17.11111111111111)","(8.0, 12.5, 11.67142857142857)","(5.5, 6.4, 6.34)","(7.0, 99999, 99990)","(18.0, 25.0, 26.785714285714285)"
14-12-2022 18:57:33.127680,"(2.7, 3.1, 2.95375)","(7.0, 9.2, 8.899999999999999)","(8.0, 10.0, 9.076923076923077)","(61.0, 99999, 99990)","(10.0, 18.0, 17.11111111111111)","(8.0, 12.5, 11.67142857142857)","(5.5, 6.4, 6.34)","(7.0, 99999, 99990)","(18.0, 28.0, 23.6)"
14-12-2022 18:57:34.578299,"(2.7, 3.1, 2.95375)","(7.0, 9.2, 8.899999999999999)","(8.0, 10.0, 8.923076923076923)","(61.0, 99999, 99990)","(10.0, 18.0, 17.11111111111111)","(8.0, 12.5, 10.066666666666666)","(5.5, 6.4, 6.34)","(7.0, 99999, 99990)","(18.0, 29.0, 29.0)"
14-12-2022 18:57:36.010595,"(2.7, 3.1, 2.95375)","(7.0, 9.2, 8.95)","(8.0, 10.0, 9.294117647058824)","(61.0, 99999, 99990)","(10.0, 18.0, 16.5)","(8.0, 11.0, 9.459999999999999)","(5.5, 6.4, 6.34)","(7.0, 99999, 99990)","(18.0, 32.0, 29.0)"
14-12-2022 18:57:37.388639,"(2.7, 3.1, 2.95375)","(7.0, 9.2, 8.95)","(8.0, 10.0, 9.294117647058824)","(61.0, 99999, 99990)","(10.0, 18.0, 16.5)","(8.0, 10.5, 9.299999999999999)","(5.5, 6.4, 6.34)","(7.0, 99999, 99990)","(18.0, 32.0, 28.4)"
14-12-2022 18:57:38.737004,"(2.7, 3.1, 2.8771428571428572)","(7.0, 9.2, 8.95)","(8.0, 10.0, 9.294117647058824)","(61.0, 99999, 99990)","(10.0, 18.0, 17.4)","(8.0, 10.0, 9.169230769230769)","(5.5, 6.4, 6.34)","(7.0, 99999, 99990)","(18.0, 34.0, 29.0)"
14-12-2022 18:57:40.232382,"(2.7, 3.05, 3.040625)","(7.0, 9.2, 9.066666666666666)","(8.0, 10.0, 9.333333333333334)","(61.0, 99999, 99990)","(10.0, 18.0, 18.8)","(8.0, 9.6, 9.25)","(5.5, 6.4, 6.415384615384616)","(7.0, 99999, 99990)","(18.0, 32.0, 26.0)"
14-12-2022 18:57:41.778469,"(2.7, 3.05, 3.0287499999999996)","(7.0, 9.2, 9.72)","(8.0, 10.0, 9.333333333333334)","(61.0, 99999, 99990)","(10.0, 20.0, 18.333333333333332)","(8.0, 9.6, 9.25)","(5.5, 6.6, 6.725)","(7.0, 99999, 99990)","(18.0, 30.0, 26.0)"
14-12-2022 18:57:43.313389,"(2.7, 3.05, 3.0287499999999996)","(7.0, 9.8, 10.027777777777779)","(8.0, 10.0, 8.666666666666666)","(61.0, 99999, 99990)","(10.0, 20.0, 18.333333333333332)","(8.0, 9.6, 9.133333333333333)","(5.5, 6.8, 6.725)","(7.0, 99999, 99990)","(18.0, 28.0, 21.846153846153847)"
14-12-2022 18:57:44.847228,"(2.7, 3.05, 3.0287499999999996)","(7.0, 10.5, 9.818181818181818)","(8.0, 9.0, 8.666666666666666)","(61.0, 99999, 99990)","(10.0, 20.0, 18.333333333333332)","(8.0, 9.6, 9.133333333333333)","(5.5, 6.8, 6.725)","(7.0, 99999, 99990)","(18.0, 28.0, 24.2)"
14-12-2022 18:57:46.292575,"(2.7, 3.05, 3.045142857142857)","(7.0, 10.5, 9.85)","(8.0, 9.0, 8.727272727272727)","(61.0, 99999, 99990)","(10.0, 20.0, 18.7)","(8.0, 9.6, 9.133333333333333)","(5.5, 6.8, 6.33125)","(7.0, 99999, 99990)","(18.0, 27.0, 24.2)"
14-12-2022 18:57:47.740526,"(2.7, 3.05, 3.045142857142857)","(7.0, 10.5, 9.77142857142857)","(8.0, 10.0, 9.414285714285715)","(61.0, 99999, 99990)","(10.0, 19.5, 15.25)","(8.0, 9.6, 9.133333333333333)","(5.5, 6.8, 6.33125)","(7.0, 99999, 99990)","(18.0, 27.0, 24.2)"
14-12-2022 18:57:49.009113,"(2.7, 3.05, 3.0453124999999996)","(7.0, 10.0, 9.77142857142857)","(8.0, 10.5, 9.414285714285715)","(61.0, 99999, 99990)","(10.0, 19.0, 17.375)","(8.0, 9.6, 9.133333333333333)","(5.5, 6.8, 6.565625)","(7.0, 99999, 99990)","(18.0, 27.0, 22.57142857142857)"
14-12-2022 18:57:50.223979,"(2.7, 3.05, 3.0453124999999996)","(7.0, 10.0, 9.52)","(8.0, 10.0, 8.95)","(61.0, 99999, 99990)","(10.0, 18.5, 17.375)","(8.0, 9.6, 9.133333333333333)","(5.5, 6.8, 6.565625)","(7.0, 99999, 99990)","(18.0, 26.0, 22.57142857142857)"
14-12-2022 18:57:51.486682,"(2.7, 3.05, 3.0463888888888886)","(7.0, 10.5, 9.4375)","(8.0, 10.0, 8.95)","(61.0, 99999, 99990)","(10.0, 18.0, 15.666666666666666)","(8.0, 9.2, 8.55)","(5.5, 6.8, 6.59)","(7.0, 99999, 99990)","(18.0, 27.0, 24.2)"
14-12-2022 18:57:52.755218,"(2.7, 3.05, 3.043125)","(7.0, 10.5, 9.818181818181818)","(8.0, 10.0, 8.95)","(61.0, 99999, 99990)","(10.0, 18.0, 16.071428571428573)","(8.0, 8.8, 8.82857142857143)","(5.5, 6.8, 6.5249999999999995)","(7.0, 99999, 99990)","(18.0, 27.0, 24.2)"
14-12-2022 18:57:54.081217,"(2.7, 3.1, 3.039047619047619)","(7.0, 10.5, 9.777777777777777)","(8.0, 10.0, 8.95)","(61.0, 99999, 99990)","(10.0, 17.5, 16.071428571428573)","(8.0, 9.0, 8.82857142857143)","(5.5, 6.6, 6.5249999999999995)","(7.0, 99999, 99990)","(18.0, 27.0, 21.714285714285715)"
14-12-2022 18:57:55.418238,"(2.7, 3.1, 3.0410526315789475)","(7.0, 10.5, 9.714285714285715)","(8.0, 10.0, 8.95)","(61.0, 99999, 99990)","(10.0, 17.5, 15.352941176470589)","(8.0, 9.0, 8.82857142857143)","(5.5, 6.6, 6.5249999999999995)","(7.0, 99999, 99990)","(18.0, 28.0, 21.714285714285715)"
14-12-2022 18:57:56.768905,"(2.7, 3.1, 3.002608695652174)","(7.0, 10.5, 10.041666666666666)","(8.0, 10.0, 8.95)","(61.0, 99999, 99990)","(10.0, 17.0, 15.166666666666666)","(8.0, 9.0, 8.82857142857143)","(5.5, 6.6, 6.5249999999999995)","(7.0, 99999, 99990)","(18.0, 28.0, 21.714285714285715)"
14-12-2022 18:57:58.009739,"(2.7, 3.1, 3.006666666666667)","(7.0, 10.5, 9.714285714285715)","(8.0, 10.0, 8.95)","(61.0, 99999, 99990)","(10.0, 16.5, 15.166666666666666)","(8.0, 9.0, 8.82857142857143)","(5.5, 6.6, 6.5249999999999995)","(7.0, 99999, 99990)","(18.0, 28.0, 21.846153846153847)"
14-12-2022 18:57:59.329042,"(2.7, 3.1, 2.8386666666666667)","(7.0, 10.5, 10.15625)","(8.0, 10.0, 8.95)","(61.0, 99999, 99990)","(10.0, 16.5, 15.7)","(8.0, 9.0, 8.82857142857143)","(5.5, 6.6, 6.5249999999999995)","(7.0, 99999, 99990)","(18.0, 28.0, 21.846153846153847)"
14-12-2022 18:58:00.572121,"(2.7, 3.0, 2.982)","(7.0, 10.5, 10.15625)","(8.0, 10.0, 8.95)","(61.0, 99999, 99990)","(10.0, 16.5, 15.642857142857142)","(8.0, 9.0, 8.82857142857143)","(5.5, 6.6, 6.5249999999999995)","(7.0, 99999, 99990)","(18.0, 28.0, 21.846153846153847)"
14-12-2022 18:58:01.921295,"(2.7, 3.0, 2.982)","(7.0, 10.5, 10.05)","(8.0, 10.0, 8.95)","(61.0, 99999, 99990)","(10.0, 16.5, 15.461538461538462)","(8.0, 9.0, 8.833333333333334)","(5.5, 6.6, 6.5249999999999995)","(7.0, 99999, 99990)","(18.0, 28.0, 21.846153846153847)"
14-12-2022 18:58:03.275858,"(2.7, 3.0, 2.982)","(7.0, 10.5, 10.05)","(8.0, 10.0, 8.755555555555555)","(61.0, 99999, 99990)","(10.0, 17.0, 15.461538461538462)","(8.0, 9.0, 8.325)","(5.5, 6.6, 6.958441558441558)","(7.0, 99999, 99990)","(18.0, 28.0, 22.0)"
14-12-2022 18:58:04.672123,"(2.7, 3.05, 3.0269999999999997)","(7.0, 10.5, 10.133333333333333)","(8.0, 10.0, 8.755555555555555)","(61.0, 99999, 99990)","(10.0, 17.0, 15.214285714285714)","(8.0, 9.2, 8.10909090909091)","(5.5, 7.0, 6.806060606060606)","(7.0, 99999, 99990)","(18.0, 28.0, 22.0)"
14-12-2022 18:58:06.162668,"(2.7, 3.05, 3.037894736842105)","(7.0, 10.5, 10.0)","(8.0, 10.0, 8.755555555555555)","(61.0, 99999, 99990)","(10.0, 17.0, 15.5)","(8.0, 9.2, 8.533333333333333)","(5.5, 7.0, 6.806060606060606)","(7.0, 99999, 99990)","(18.0, 28.0, 22.0)"
14-12-2022 18:58:07.504513,"(2.7, 3.05, 3.037894736842105)","(7.0, 10.5, 9.75)","(8.0, 10.0, 8.755555555555555)","(61.0, 99999, 99990)","(10.0, 16.5, 15.214285714285714)","(8.0, 9.2, 8.10909090909091)","(5.5, 7.0, 6.903030303030303)","(7.0, 99999, 99990)","(18.0, 28.0, 22.0)"
14-12-2022 18:58:08.906232,"(2.7, 3.05, 3.037894736842105)","(7.0, 10.5, 10.11111111111111)","(8.0, 10.0, 9.2)","(61.0, 99999, 99990)","(10.0, 17.0, 15.461538461538462)","(8.0, 9.2, 8.575)","(5.5, 7.0, 6.903030303030303)","(7.0, 99999, 99990)","(18.0, 28.0, 24.2)"
14-12-2022 18:58:10.285016,"(2.7, 3.05, 3.037894736842105)","(7.0, 10.5, 10.11111111111111)","(8.0, 10.0, 9.2)","(61.0, 99999, 99990)","(10.0, 17.0, 15.461538461538462)","(8.0, 9.2, 8.575)","(5.5, 7.0, 6.903030303030303)","(7.0, 99999, 99990)","(18.0, 27.0, 24.2)"
14-12-2022 18:58:11.608077,"(2.7, 3.05, 2.9349999999999996)","(7.0, 10.5, 10.11111111111111)","(8.0, 10.0, 9.2)","(61.0, 99999, 99990)","(10.0, 16.5, 16.0)","(8.0, 9.2, 8.10909090909091)","(5.5, 7.0, 6.903030303030303)","(7.0, 99999, 99990)","(18.0, 27.0, 24.2)"
14-12-2022 18:58:12.947251,"(2.7, 3.05, 3.029090909090909)","(7.0, 10.5, 10.11111111111111)","(8.0, 10.0, 9.200000000000001)","(61.0, 99999, 99990)","(10.0, 17.0, 15.666666666666666)","(8.0, 9.2, 8.666666666666666)","(5.5, 7.0, 6.903030303030303)","(7.0, 99999, 99990)","(18.0, 27.0, 24.2)"
14-12-2022 18:58:14.392629,"(2.7, 3.05, 3.0287499999999996)","(7.0, 10.5, 10.11111111111111)","(8.0, 10.0, 9.200000000000001)","(61.0, 99999, 99990)","(10.0, 14.5, 14.18421052631579)","(8.0, 9.2, 8.333333333333332)","(5.5, 7.0, 6.8686868686868685)","(7.0, 99999, 99990)","(18.0, 27.0, 24.2)"
14-12-2022 18:58:15.796638,"(2.7, 3.1, 2.997333333333333)","(7.0, 10.5, 10.11111111111111)","(8.0, 10.0, 8.841666666666667)","(61.0, 99999, 99990)","(10.0, 14.5, 14.18421052631579)","(8.0, 9.0, 8.7)","(5.5, 7.0, 6.8686868686868685)","(7.0, 99999, 99990)","(18.0, 27.0, 24.2)"
14-12-2022 18:58:17.110252,"(2.7, 3.1, 2.96)","(7.0, 10.5, 10.11111111111111)","(8.0, 11.5, 10.555555555555555)","(61.0, 99999, 99990)","(10.0, 14.5, 14.18421052631579)","(8.0, 9.0, 8.285714285714286)","(5.5, 7.0, 6.8686868686868685)","(7.0, 99999, 99990)","(18.0, 27.0, 24.2)"
14-12-2022 18:58:18.374686,"(2.7, 3.05, 2.98)","(7.0, 10.5, 10.11111111111111)","(8.0, 11.0, 9.6875)","(61.0, 99999, 99990)","(10.0, 14.5, 14.705882352941176)","(7.5, 9.0, 8.622222222222224)","(5.5, 7.0, 6.8686868686868685)","(7.0, 99999, 99990)","(18.0, 27.0, 25.0)"
14-12-2022 18:58:19.682062,"(2.7, 3.05, 2.899259259259259)","(7.0, 11.0, 10.6)","(8.0, 10.5, 9.909090909090908)","(61.0, 99999, 99990)","(10.0, 17.0, 14.9)","(7.5, 8.8, 8.63076923076923)","(5.5, 7.0, 6.8686868686868685)","(7.0, 99999, 99990)","(18.0, 27.0, 25.0)"
14-12-2022 18:58:20.979833,"(2.7, 3.0, 2.9036363636363633)","(7.0, 11.0, 10.6)","(8.0, 10.5, 9.909090909090908)","(61.0, 99999, 99990)","(10.0, 16.5, 15.5)","(7.5, 9.0, 8.584615384615384)","(5.5, 7.0, 6.876190476190476)","(7.0, 99999, 99990)","(18.0, 27.0, 24.5)"
14-12-2022 18:58:22.347301,"(2.7, 3.05, 2.9466666666666668)","(7.0, 11.0, 10.6)","(8.0, 10.5, 9.451612903225806)","(61.0, 99999, 99990)","(10.0, 16.0, 15.2)","(7.5, 9.0, 8.584615384615384)","(5.5, 7.0, 6.87378640776699)","(7.0, 99999, 99990)","(18.0, 27.0, 24.5)"
14-12-2022 18:58:23.657383,"(2.7, 3.0, 2.9466666666666668)","(7.0, 11.0, 10.346153846153847)","(8.0, 10.5, 10.026315789473685)","(61.0, 99999, 99990)","(10.0, 16.0, 15.166666666666666)","(7.5, 9.0, 8.0)","(5.5, 7.0, 6.881720430107527)","(7.0, 99999, 99990)","(18.0, 27.0, 24.5)"
14-12-2022 18:58:24.966850,"(2.7, 2.98, 2.9646153846153847)","(7.0, 11.5, 10.346153846153847)","(8.0, 10.5, 10.026315789473685)","(61.0, 99999, 99990)","(10.0, 16.5, 15.214285714285714)","(7.5, 8.8, 8.1)","(5.5, 7.0, 6.881720430107527)","(7.0, 99999, 99990)","(18.0, 27.0, 23.09090909090909)"
14-12-2022 18:58:26.160064,"(2.7, 2.94, 2.9276923076923076)","(7.0, 11.5, 10.346153846153847)","(8.0, 10.5, 10.026315789473685)","(61.0, 99999, 99990)","(10.0, 17.0, 17.142857142857142)","(7.5, 9.0, 8.55)","(5.5, 7.0, 6.881720430107527)","(7.0, 99999, 99990)","(18.0, 28.0, 23.09090909090909)"
14-12-2022 18:58:27.460377,"(2.7, 2.94, 2.9338461538461535)","(7.0, 11.5, 10.346153846153847)","(8.0, 10.5, 10.026315789473685)","(61.0, 99999, 99990)","(10.0, 18.0, 16.785714285714285)","(7.5, 8.8, 8.55)","(5.5, 7.0, 6.881720430107527)","(7.0, 99999, 99990)","(18.0, 28.0, 23.09090909090909)"
14-12-2022 18:58:28.825719,"(2.7, 2.94, 2.9338461538461535)","(7.0, 11.5, 10.346153846153847)","(8.0, 10.5, 10.026315789473685)","(61.0, 99999, 99990)","(10.0, 17.5, 16.785714285714285)","(7.5, 8.8, 8.55)","(5.5, 7.0, 6.881720430107527)","(7.0, 99999, 99990)","(18.0, 28.0, 23.09090909090909)"
14-12-2022 18:58:30.183750,"(2.7, 2.94, 2.929333333333333)","(7.0, 11.5, 10.346153846153847)","(8.0, 10.5, 10.026315789473685)","(61.0, 99999, 99990)","(10.0, 17.5, 16.785714285714285)","(7.5, 8.8, 8.333333333333334)","(5.5, 7.0, 6.881720430107527)","(7.0, 99999, 99990)","(18.0, 28.0, 23.09090909090909)"
14-12-2022 18:58:31.557891,"(2.7, 2.94, 2.929333333333333)","(7.0, 11.5, 10.346153846153847)","(8.0, 10.5, 10.026315789473685)","(61.0, 99999, 99990)","(10.0, 17.5, 16.428571428571427)","(7.5, 8.8, 8.25)","(5.5, 7.0, 6.881720430107527)","(7.0, 99999, 99990)","(18.0, 28.0, 23.90909090909091)"
14-12-2022 18:58:32.895258,"(2.7, 2.94, 2.9266666666666667)","(7.0, 11.5, 10.346153846153847)","(8.0, 10.5, 10.026315789473685)","(61.0, 99999, 99990)","(10.0, 17.0, 16.714285714285715)","(7.5, 9.0, 8.533333333333333)","(5.5, 7.0, 6.881720430107527)","(7.0, 99999, 99990)","(18.0, 28.0, 23.90909090909091)"
14-12-2022 18:58:34.236940,"(2.6, 2.94, 2.9309090909090907)","(7.5, 11.5, 10.346153846153847)","(8.0, 10.5, 10.026315789473685)","(61.0, 99999, 99990)","(10.0, 17.0, 16.5)","(7.5, 8.8, 8.48)","(5.5, 7.0, 6.8915662650602405)","(7.0, 99999, 99990)","(18.0, 28.0, 25.6)"
14-12-2022 18:58:35.575596,"(2.6, 2.94, 2.891111111111111)","(7.5, 11.5, 10.722222222222221)","(8.0, 10.5, 10.041666666666666)","(61.0, 99999, 99990)","(10.0, 18.0, 15.666666666666666)","(7.5, 9.0, 8.48)","(5.5, 7.0, 6.8915662650602405)","(7.0, 99999, 99990)","(18.0, 28.0, 26.09090909090909)"
14-12-2022 18:58:36.901649,"(2.6, 2.94, 2.795238095238095)","(7.5, 11.5, 10.722222222222221)","(8.0, 10.5, 10.041666666666666)","(61.0, 99999, 99990)","(10.0, 18.0, 16.0)","(7.5, 9.0, 8.512500000000001)","(5.5, 7.0, 6.8915662650602405)","(7.0, 99999, 99990)","(18.0, 27.0, 26.09090909090909)"
14-12-2022 18:58:38.264397,"(2.6, 2.76, 2.7)","(7.5, 11.5, 10.722222222222221)","(8.0, 10.5, 10.083333333333334)","(61.0, 99999, 99990)","(10.0, 18.0, 16.0)","(7.5, 9.0, 8.512500000000001)","(5.5, 7.0, 6.8915662650602405)","(7.0, 99999, 99990)","(18.0, 27.0, 25.0)"
14-12-2022 18:58:39.691699,"(2.6, 2.76, 2.7)","(7.5, 11.5, 10.722222222222221)","(8.0, 10.5, 10.083333333333334)","(61.0, 99999, 99990)","(10.0, 18.0, 16.0)","(7.5, 9.0, 8.478260869565217)","(5.5, 7.0, 6.8915662650602405)","(7.0, 99999, 99990)","(18.0, 27.0, 25.0)"
14-12-2022 18:58:41.136311,"(2.6, 2.76, 2.732307692307692)","(7.5, 11.5, 10.722222222222221)","(8.0, 10.5, 10.083333333333334)","(61.0, 99999, 99990)","(10.0, 17.5, 16.0)","(7.5, 9.0, 8.478260869565217)","(5.5, 7.0, 6.8915662650602405)","(7.0, 99999, 99990)","(18.0, 27.0, 25.0)"
14-12-2022 18:58:42.580947,"(2.6, 2.76, 2.741052631578947)","(7.5, 11.5, 10.722222222222221)","(8.0, 10.5, 10.083333333333334)","(61.0, 99999, 99990)","(10.0, 17.0, 15.583333333333334)","(7.5, 9.0, 8.478260869565217)","(5.5, 7.0, 6.8915662650602405)","(7.0, 99999, 99990)","(18.0, 27.0, 24.25)"
14-12-2022 18:58:43.974115,"(2.6, 2.76, 2.7527272727272725)","(7.5, 11.5, 10.722222222222221)","(8.0, 10.5, 10.083333333333334)","(61.0, 99999, 99990)","(10.0, 18.5, 16.46153846153846)","(7.5, 9.0, 8.478260869565217)","(5.5, 7.0, 6.8915662650602405)","(7.0, 99999, 99990)","(18.0, 28.0, 24.25)"
14-12-2022 18:58:45.481059,"(2.6, 2.86, 2.756206896551724)","(7.5, 11.5, 10.722222222222221)","(8.0, 10.5, 10.083333333333334)","(61.0, 99999, 99990)","(10.0, 18.0, 15.777777777777779)","(7.5, 9.0, 8.478260869565217)","(5.5, 7.0, 6.8915662650602405)","(7.0, 99999, 99990)","(18.0, 28.0, 25.6)"
14-12-2022 18:58:46.958704,"(2.6, 2.86, 2.807222222222222)","(7.5, 11.5, 10.84375)","(8.0, 10.5, 10.083333333333334)","(61.0, 99999, 99990)","(10.0, 18.0, 15.818181818181818)","(7.5, 9.0, 8.478260869565217)","(5.5, 7.0, 6.8915662650602405)","(7.0, 99999, 99990)","(18.0, 28.0, 26.09090909090909)"
14-12-2022 18:58:48.408358,"(2.6, 2.88, 2.699047619047619)","(7.5, 11.5, 10.84375)","(8.0, 10.5, 10.178571428571429)","(61.0, 99999, 99990)","(10.0, 18.0, 15.833333333333334)","(7.5, 9.0, 8.512500000000001)","(5.5, 7.0, 6.8915662650602405)","(7.0, 99999, 99990)","(18.0, 27.0, 26.09090909090909)"
