,Letter To You,Shes So Amazing,Too Much Trifle,Carleton Story,Why Not Gigi,Lifes Good,Dr Carlson
10-01-2023 15:40:53.111864,"(15.0, 44.0, 40.0)","(20.0, 42.0, 36.857142857142854)","(3.6, 4.1, 4.033333333333333)","(4.6, 5.7, 5.670967741935484)","(21.0, 75.0, 66.66666666666667)","(3.4, 4.1, 3.860869565217391)","(3.2, 4.1, 4.076923076923077)"
10-01-2023 15:40:54.220374,"(16.0, 44.0, 42.666666666666664)","(20.0, 42.0, 36.0)","(3.6, 4.1, 4.057142857142857)","(4.6, 5.7, 5.670967741935484)","(21.0, 75.0, 66.66666666666667)","(3.4, 4.1, 3.860869565217391)","(3.2, 4.1, 4.076923076923077)"
10-01-2023 15:40:55.189053,"(16.0, 44.0, 41.6)","(20.0, 42.0, 36.0)","(3.6, 4.1, 4.044444444444444)","(4.6, 5.7, 5.670967741935484)","(21.0, 75.0, 66.66666666666667)","(3.4, 4.1, 3.860869565217391)","(3.2, 4.1, 4.076923076923077)"
10-01-2023 15:40:56.247594,"(16.0, 44.0, 41.333333333333336)","(20.0, 40.0, 39.14285714285714)","(3.6, 4.1, 4.033333333333333)","(4.6, 5.6, 5.586666666666666)","(21.0, 75.0, 66.66666666666667)","(3.4, 3.95, 3.931818181818182)","(3.2, 4.1, 4.076923076923077)"
10-01-2023 15:40:57.360635,"(16.0, 44.0, 41.333333333333336)","(20.0, 40.0, 36.11764705882353)","(3.6, 4.1, 4.061538461538461)","(4.6, 5.6, 5.586666666666666)","(21.0, 75.0, 66.66666666666667)","(3.4, 3.95, 3.8833333333333333)","(3.2, 4.1, 4.076923076923077)"
10-01-2023 15:40:58.548788,"(16.0, 44.0, 43.333333333333336)","(20.0, 40.0, 35.63636363636363)","(3.6, 4.1, 4.0375)","(4.6, 5.6, 5.586666666666666)","(21.0, 75.0, 58.333333333333336)","(3.4, 3.9, 3.8285714285714287)","(3.2, 4.1, 4.076923076923077)"
10-01-2023 15:40:59.599579,"(16.0, 55.0, 49.64285714285714)","(20.0, 40.0, 35.63636363636363)","(3.6, 4.1, 4.044444444444444)","(4.6, 5.6, 5.586666666666666)","(21.0, 75.0, 57.22222222222222)","(3.4, 3.85, 3.8285714285714287)","(3.2, 4.1, 4.076923076923077)"
10-01-2023 15:41:00.648778,"(16.0, 55.0, 49.64285714285714)","(20.0, 40.0, 35.63636363636363)","(3.6, 4.1, 4.064285714285714)","(4.6, 5.6, 5.586666666666666)","(21.0, 75.0, 59.0)","(3.4, 3.85, 3.825)","(3.2, 4.1, 4.076923076923077)"
10-01-2023 15:41:01.783779,"(16.0, 55.0, 47.10526315789474)","(20.0, 40.0, 35.63636363636363)","(3.6, 4.1, 4.064285714285714)","(4.6, 5.8, 5.75)","(21.0, 75.0, 59.0)","(3.4, 3.85, 3.7249999999999996)","(3.2, 4.1, 4.076923076923077)"
10-01-2023 15:41:02.850853,"(16.0, 55.0, 47.10526315789474)","(20.0, 40.0, 35.63636363636363)","(3.6, 4.1, 4.064285714285714)","(4.6, 5.8, 5.6125)","(21.0, 75.0, 61.666666666666664)","(3.4, 3.8, 3.7)","(3.2, 4.1, 4.175471698113207)"
10-01-2023 15:41:03.908979,"(16.0, 50.0, 44.5)","(20.0, 40.0, 35.63636363636363)","(3.6, 4.1, 4.064285714285714)","(4.6, 5.8, 5.725)","(21.0, 75.0, 59.0)","(3.4, 3.75, 3.675)","(3.2, 4.3, 4.25)"
10-01-2023 15:41:05.033473,"(16.0, 50.0, 44.5)","(20.0, 40.0, 36.23529411764706)","(3.6, 4.1, 4.023076923076923)","(4.6, 5.8, 5.800000000000001)","(21.0, 75.0, 59.0)","(3.4, 3.7, 3.6625)","(3.2, 4.3, 4.2384615384615385)"
10-01-2023 15:41:06.104796,"(16.0, 50.0, 44.5)","(20.0, 40.0, 36.2)","(3.6, 4.1, 4.0285714285714285)","(4.6, 5.9, 5.800000000000001)","(21.0, 75.0, 61.15384615384615)","(3.4, 3.7, 3.65)","(3.2, 4.3, 4.1899999999999995)"
10-01-2023 15:41:07.176183,"(21.0, 50.0, 43.84615384615385)","(21.0, 40.0, 36.2)","(3.5, 4.1, 4.0473684210526315)","(4.6, 5.9, 5.8)","(26.0, 75.0, 58.63636363636363)","(3.2, 3.7, 3.65)","(3.2, 4.3, 4.170588235294117)"
10-01-2023 15:41:08.296379,"(21.0, 50.0, 44.0)","(21.0, 40.0, 36.2)","(3.5, 4.1, 4.0285714285714285)","(4.6, 6.0, 5.8)","(26.0, 75.0, 58.63636363636363)","(3.2, 3.7, 3.65)","(3.2, 4.3, 4.170588235294117)"
10-01-2023 15:41:09.395557,"(21.0, 50.0, 42.5)","(21.0, 40.0, 36.2)","(3.5, 4.1, 4.0285714285714285)","(4.6, 6.0, 5.8)","(26.0, 75.0, 61.15384615384615)","(3.2, 3.7, 3.65)","(3.2, 4.3, 4.148)"
10-01-2023 15:41:10.527371,"(21.0, 50.0, 42.5)","(21.0, 40.0, 35.44)","(3.5, 4.1, 4.0473684210526315)","(4.6, 6.0, 5.75)","(26.0, 75.0, 58.63636363636363)","(3.2, 3.7, 3.65)","(3.2, 4.3, 4.148)"
10-01-2023 15:41:11.584326,"(21.0, 50.0, 42.5)","(21.0, 40.0, 35.44)","(3.5, 4.1, 4.0285714285714285)","(4.6, 6.0, 5.75)","(26.0, 75.0, 58.63636363636363)","(3.2, 3.7, 3.5666666666666664)","(3.2, 4.3, 4.148)"
10-01-2023 15:41:12.628473,"(21.0, 50.0, 42.5)","(21.0, 40.0, 35.38461538461539)","(3.5, 4.1, 4.0285714285714285)","(4.6, 6.0, 5.75)","(26.0, 75.0, 61.15384615384615)","(3.2, 3.65, 3.5666666666666664)","(3.2, 4.3, 4.148)"
10-01-2023 15:41:13.609295,"(21.0, 50.0, 42.5)","(21.0, 40.0, 36.19047619047619)","(3.5, 4.1, 4.0473684210526315)","(4.6, 6.0, 5.75)","(26.0, 75.0, 58.63636363636363)","(3.2, 3.65, 3.5666666666666664)","(3.2, 4.3, 4.157142857142857)"
10-01-2023 15:41:14.780076,"(21.0, 50.0, 42.5)","(21.0, 40.0, 36.19047619047619)","(3.5, 4.1, 4.0473684210526315)","(4.6, 6.0, 5.853658536585366)","(26.0, 75.0, 61.15384615384615)","(3.2, 3.65, 3.5666666666666664)","(3.2, 4.3, 4.203225806451613)"
10-01-2023 15:41:15.968416,"(21.0, 50.0, 42.5)","(21.0, 40.0, 36.2)","(3.5, 4.1, 4.0473684210526315)","(4.6, 6.0, 5.781818181818181)","(26.0, 75.0, 61.15384615384615)","(3.2, 3.65, 3.5666666666666664)","(3.2, 4.3, 4.2155555555555555)"
10-01-2023 15:41:17.167907,"(21.0, 48.0, 43.0)","(21.0, 40.0, 36.2)","(3.5, 4.1, 4.0285714285714285)","(4.6, 6.0, 5.878571428571429)","(26.0, 75.0, 58.63636363636363)","(3.2, 3.65, 3.5666666666666664)","(3.2, 4.3, 4.226829268292683)"
10-01-2023 15:41:18.355225,"(21.0, 48.0, 42.75)","(21.0, 40.0, 35.04347826086956)","(3.5, 4.1, 4.0285714285714285)","(4.6, 5.9, 5.961538461538462)","(26.0, 75.0, 58.63636363636363)","(3.2, 3.65, 3.5666666666666664)","(3.2, 4.3, 4.226829268292683)"
10-01-2023 15:41:19.608355,"(21.0, 46.0, 44.285714285714285)","(21.0, 40.0, 35.0)","(3.5, 4.1, 4.0473684210526315)","(4.6, 6.0, 6.152631578947369)","(26.0, 75.0, 61.15384615384615)","(3.2, 3.65, 3.575)","(3.2, 4.3, 4.226829268292683)"
10-01-2023 15:41:20.830086,"(21.0, 46.0, 44.285714285714285)","(21.0, 36.0, 35.0)","(3.5, 4.1, 4.021428571428571)","(4.6, 6.2, 6.177777777777778)","(26.0, 75.0, 58.63636363636363)","(3.2, 3.6, 3.54)","(3.2, 4.3, 4.2155555555555555)"
10-01-2023 15:41:21.941236,"(21.0, 46.0, 44.285714285714285)","(21.0, 40.0, 35.44)","(3.5, 4.1, 4.021428571428571)","(4.6, 6.2, 6.134375)","(26.0, 75.0, 58.63636363636363)","(3.2, 3.55, 3.54)","(3.2, 4.3, 4.205)"
10-01-2023 15:41:23.083847,"(21.0, 46.0, 44.285714285714285)","(21.0, 38.0, 35.142857142857146)","(3.5, 4.1, 4.0473684210526315)","(4.6, 6.2, 6.182857142857143)","(26.0, 75.0, 61.15384615384615)","(3.2, 3.55, 3.5)","(3.2, 4.3, 4.216666666666667)"
10-01-2023 15:41:24.290365,"(21.0, 46.0, 44.285714285714285)","(21.0, 38.0, 35.142857142857146)","(3.5, 4.1, 4.0285714285714285)","(4.6, 6.2, 6.182857142857143)","(26.0, 75.0, 58.63636363636363)","(3.2, 3.55, 3.457692307692308)","(3.2, 4.3, 4.216666666666667)"
10-01-2023 15:41:25.491403,"(21.0, 46.0, 44.285714285714285)","(21.0, 38.0, 35.142857142857146)","(3.5, 4.1, 4.161111111111111)","(4.6, 6.2, 6.1475)","(26.0, 75.0, 61.15384615384615)","(3.2, 3.55, 3.4583333333333335)","(3.2, 4.3, 4.205)"
10-01-2023 15:41:26.495002,"(21.0, 46.0, 44.285714285714285)","(21.0, 38.0, 35.142857142857146)","(3.5, 4.2, 4.161111111111111)","(4.6, 6.2, 6.1475)","(26.0, 75.0, 61.15384615384615)","(3.2, 3.55, 3.4583333333333335)","(3.2, 4.3, 4.205)"
10-01-2023 15:41:27.504458,"(21.0, 46.0, 44.285714285714285)","(21.0, 38.0, 35.142857142857146)","(3.5, 4.2, 4.180952380952381)","(4.6, 6.2, 6.175)","(26.0, 75.0, 61.15384615384615)","(3.2, 3.55, 3.4583333333333335)","(3.2, 4.3, 4.216666666666667)"
10-01-2023 15:41:28.696321,"(21.0, 46.0, 44.285714285714285)","(21.0, 38.0, 34.8421052631579)","(3.5, 4.2, 4.18)","(4.6, 6.2, 6.102702702702703)","(26.0, 75.0, 61.15384615384615)","(3.2, 3.6, 3.4875000000000003)","(3.2, 4.3, 4.211627906976744)"
10-01-2023 15:41:29.760529,"(21.0, 46.0, 44.285714285714285)","(21.0, 38.0, 34.8421052631579)","(3.5, 4.2, 4.180952380952381)","(4.6, 6.2, 6.102702702702703)","(26.0, 75.0, 61.15384615384615)","(3.2, 3.6, 3.4875000000000003)","(3.2, 4.3, 4.211627906976744)"
10-01-2023 15:41:30.804969,"(21.0, 46.0, 44.285714285714285)","(21.0, 38.0, 34.8421052631579)","(3.5, 4.2, 4.166666666666667)","(4.6, 6.2, 6.102702702702703)","(26.0, 75.0, 61.15384615384615)","(3.2, 3.6, 3.4875000000000003)","(3.2, 4.3, 4.211627906976744)"
10-01-2023 15:41:31.886325,"(21.0, 46.0, 44.285714285714285)","(21.0, 38.0, 34.8421052631579)","(3.5, 4.2, 4.111111111111112)","(4.6, 6.2, 6.102702702702703)","(26.0, 75.0, 58.63636363636363)","(3.1, 3.6, 3.495)","(3.2, 4.3, 4.211627906976744)"
10-01-2023 15:41:33.052929,"(21.0, 46.0, 44.285714285714285)","(21.0, 38.0, 34.8421052631579)","(3.5, 4.2, 4.111111111111112)","(4.6, 6.2, 6.102702702702703)","(26.0, 75.0, 58.63636363636363)","(3.1, 3.6, 3.495)","(3.2, 4.3, 4.211627906976744)"
10-01-2023 15:41:34.168134,"(21.0, 46.0, 44.285714285714285)","(21.0, 38.0, 34.8421052631579)","(3.5, 4.2, 4.095238095238095)","(4.6, 6.2, 6.120588235294118)","(26.0, 75.0, 58.63636363636363)","(3.1, 3.6, 3.495)","(3.2, 4.3, 4.211627906976744)"
10-01-2023 15:41:35.214035,"(21.0, 46.0, 44.0)","(21.0, 38.0, 34.8421052631579)","(3.5, 4.2, 4.095238095238095)","(4.6, 6.2, 6.066666666666666)","(26.0, 75.0, 57.0)","(3.1, 3.6, 3.5500000000000003)","(3.2, 4.3, 4.211627906976744)"
10-01-2023 15:41:36.344939,"(21.0, 46.0, 44.0)","(21.0, 38.0, 33.25)","(3.5, 4.2, 4.115384615384616)","(4.6, 6.4, 6.1)","(26.0, 75.0, 57.0)","(3.1, 3.6, 3.5250000000000004)","(3.2, 4.3, 4.211627906976744)"
10-01-2023 15:41:37.437315,"(21.0, 46.0, 44.0)","(21.0, 38.0, 33.25)","(3.5, 4.2, 4.115384615384616)","(4.6, 6.4, 6.074074074074074)","(26.0, 75.0, 57.0)","(3.1, 3.6, 3.5250000000000004)","(3.2, 4.3, 4.211627906976744)"
10-01-2023 15:41:38.491320,"(21.0, 46.0, 44.0)","(21.0, 38.0, 33.61538461538461)","(3.5, 4.2, 4.115384615384616)","(4.6, 6.4, 6.064516129032258)","(26.0, 75.0, 58.63636363636363)","(3.1, 3.6, 3.5357142857142856)","(3.2, 4.3, 4.211627906976744)"
10-01-2023 15:41:39.565045,"(21.0, 46.0, 44.0)","(21.0, 38.0, 33.61538461538461)","(3.5, 4.2, 4.08421052631579)","(4.6, 6.4, 6.1875)","(26.0, 75.0, 58.63636363636363)","(3.1, 3.55, 3.5250000000000004)","(3.2, 4.3, 4.211627906976744)"
10-01-2023 15:41:40.702816,"(21.0, 46.0, 44.0)","(21.0, 38.0, 33.61538461538461)","(3.5, 4.2, 4.08421052631579)","(4.6, 6.2, 6.146341463414634)","(26.0, 75.0, 58.63636363636363)","(3.1, 3.6, 3.5)","(3.3, 4.3, 4.211627906976744)"
10-01-2023 15:41:41.828950,"(21.0, 46.0, 44.0)","(21.0, 38.0, 34.2)","(3.5, 4.2, 4.070588235294117)","(4.6, 6.4, 6.2)","(26.0, 75.0, 58.63636363636363)","(3.1, 3.55, 3.5)","(3.3, 4.3, 4.211627906976744)"
10-01-2023 15:41:42.875240,"(21.0, 46.0, 44.0)","(21.0, 38.0, 34.25)","(3.5, 4.2, 4.095238095238095)","(4.6, 6.4, 6.241666666666667)","(26.0, 75.0, 58.63636363636363)","(3.1, 3.55, 3.5)","(3.3, 4.3, 4.211627906976744)"
10-01-2023 15:41:44.058686,"(21.0, 46.0, 43.857142857142854)","(21.0, 38.0, 34.25)","(3.5, 4.2, 4.08)","(4.6, 6.4, 6.194594594594594)","(26.0, 75.0, 57.0)","(3.1, 3.55, 3.5)","(3.3, 4.3, 4.210714285714285)"
10-01-2023 15:41:45.235856,"(21.0, 44.0, 43.27272727272727)","(21.0, 34.0, 33.77777777777778)","(3.5, 4.2, 4.064705882352941)","(4.6, 6.2, 6.194594594594594)","(26.0, 75.0, 57.0)","(3.1, 3.55, 3.4642857142857144)","(3.3, 4.3, 4.210714285714285)"
10-01-2023 15:41:46.361737,"(21.0, 44.0, 42.0)","(21.0, 38.0, 33.77777777777778)","(3.5, 4.1, 4.064705882352941)","(4.6, 6.2, 6.194594594594594)","(26.0, 75.0, 57.0)","(3.1, 3.55, 3.4642857142857144)","(3.3, 4.3, 4.210714285714285)"
10-01-2023 15:41:47.391183,"(21.0, 44.0, 42.0)","(21.0, 38.0, 34.53846153846154)","(3.5, 4.1, 4.066666666666666)","(4.6, 6.2, 6.195744680851064)","(26.0, 75.0, 58.63636363636363)","(3.1, 3.55, 3.46)","(3.3, 4.3, 4.210714285714285)"
10-01-2023 15:41:48.451801,"(21.0, 44.0, 42.0)","(21.0, 38.0, 34.53846153846154)","(3.5, 4.2, 4.038709677419355)","(4.6, 6.2, 6.195744680851064)","(26.0, 75.0, 58.63636363636363)","(3.1, 3.55, 3.466666666666667)","(3.3, 4.3, 4.210714285714285)"
10-01-2023 15:41:49.679604,"(21.0, 44.0, 42.0)","(21.0, 38.0, 34.53846153846154)","(3.5, 4.2, 4.03125)","(4.6, 6.2, 6.266666666666667)","(26.0, 75.0, 58.63636363636363)","(3.1, 3.55, 3.5142857142857142)","(3.3, 4.3, 4.210714285714285)"
10-01-2023 15:41:50.925157,"(21.0, 44.0, 42.0)","(21.0, 38.0, 34.2)","(3.5, 4.1, 4.028260869565218)","(4.6, 6.4, 6.266666666666667)","(26.0, 75.0, 58.63636363636363)","(3.1, 3.6, 3.5300000000000002)","(3.3, 4.3, 4.210714285714285)"
10-01-2023 15:41:52.062649,"(21.0, 44.0, 40.8)","(21.0, 38.0, 34.2)","(3.5, 4.1, 4.028260869565218)","(4.6, 6.4, 6.24406779661017)","(26.0, 75.0, 58.63636363636363)","(3.1, 3.6, 3.553846153846154)","(3.3, 4.3, 4.210714285714285)"
10-01-2023 15:41:53.134306,"(21.0, 44.0, 40.8)","(21.0, 38.0, 34.2)","(3.5, 4.1, 4.036538461538461)","(4.6, 6.4, 6.24)","(26.0, 75.0, 57.0)","(3.1, 3.6, 3.5571428571428574)","(3.3, 4.3, 4.210714285714285)"
10-01-2023 15:41:54.315336,"(21.0, 44.0, 40.8)","(21.0, 38.0, 34.2)","(3.5, 4.1, 4.036538461538461)","(4.6, 6.4, 6.24)","(26.0, 75.0, 57.0)","(3.1, 3.6, 3.5571428571428574)","(3.3, 4.3, 4.210714285714285)"
10-01-2023 15:41:55.533915,"(21.0, 44.0, 40.8)","(21.0, 38.0, 34.2)","(3.5, 4.1, 4.01)","(4.6, 6.4, 6.24)","(26.0, 75.0, 58.63636363636363)","(3.1, 3.6, 3.5416666666666665)","(3.3, 4.3, 4.210714285714285)"
10-01-2023 15:41:56.551842,"(21.0, 44.0, 40.8)","(21.0, 38.0, 34.2)","(3.5, 4.1, 4.01)","(4.6, 6.4, 6.24)","(26.0, 75.0, 58.63636363636363)","(3.1, 3.6, 3.5384615384615383)","(3.3, 4.3, 4.210714285714285)"
10-01-2023 15:41:57.614920,"(21.0, 44.0, 40.8)","(21.0, 38.0, 34.2)","(3.5, 4.1, 3.9676470588235295)","(4.6, 6.4, 6.24)","(26.0, 75.0, 58.63636363636363)","(3.1, 3.6, 3.55625)","(3.3, 4.3, 4.210714285714285)"
10-01-2023 15:41:58.789008,"(21.0, 44.0, 40.8)","(21.0, 38.0, 34.2)","(3.5, 4.1, 3.9676470588235295)","(4.6, 6.4, 6.24406779661017)","(26.0, 75.0, 58.63636363636363)","(3.1, 3.6, 3.5363636363636366)","(3.3, 4.3, 4.210714285714285)"
10-01-2023 15:41:59.956834,"(21.0, 44.0, 40.8)","(21.0, 38.0, 34.2)","(3.5, 4.1, 3.9676470588235295)","(4.6, 6.4, 6.24406779661017)","(26.0, 75.0, 58.63636363636363)","(3.1, 3.6, 3.533333333333333)","(3.3, 4.3, 4.210714285714285)"
10-01-2023 15:42:01.030221,"(21.0, 44.0, 40.8)","(21.0, 38.0, 34.2)","(3.5, 4.1, 3.9676470588235295)","(4.6, 6.4, 6.24406779661017)","(26.0, 75.0, 57.0)","(3.1, 3.6, 3.511111111111111)","(3.3, 4.3, 4.210714285714285)"
10-01-2023 15:42:02.164810,"(21.0, 44.0, 40.8)","(21.0, 38.0, 34.2)","(3.5, 4.1, 3.992857142857143)","(4.6, 6.4, 6.24406779661017)","(26.0, 75.0, 57.0)","(3.1, 3.6, 3.5833333333333335)","(3.3, 4.3, 4.210714285714285)"
10-01-2023 15:42:03.361787,"(21.0, 44.0, 40.8)","(21.0, 38.0, 34.2)","(3.5, 4.1, 3.9642857142857144)","(4.6, 6.4, 6.24)","(26.0, 75.0, 57.0)","(3.1, 3.6, 3.5833333333333335)","(3.3, 4.3, 4.210714285714285)"
10-01-2023 15:42:04.562244,"(21.0, 44.0, 40.61538461538461)","(21.0, 38.0, 34.2)","(3.5, 4.1, 3.9676470588235295)","(4.6, 6.4, 6.228571428571429)","(26.0, 75.0, 58.63636363636363)","(3.1, 3.6, 3.59)","(3.3, 4.3, 4.206896551724138)"
10-01-2023 15:42:05.544673,"(21.0, 44.0, 40.61538461538461)","(21.0, 38.0, 34.2)","(3.5, 4.1, 3.9676470588235295)","(4.6, 6.4, 6.228571428571429)","(26.0, 75.0, 58.63636363636363)","(3.1, 3.6, 3.555263157894737)","(3.3, 4.3, 4.206896551724138)"
10-01-2023 15:42:06.665244,"(21.0, 44.0, 42.0)","(21.0, 38.0, 34.2)","(3.5, 4.1, 3.9842857142857144)","(4.6, 6.4, 6.184615384615385)","(26.0, 75.0, 58.63636363636363)","(3.1, 3.65, 3.5524999999999998)","(3.3, 4.3, 4.206896551724138)"
10-01-2023 15:42:07.890979,"(21.0, 46.0, 43.6)","(21.0, 38.0, 34.2)","(3.5, 4.1, 4.027272727272727)","(4.6, 6.2, 6.175609756097561)","(26.0, 75.0, 58.63636363636363)","(3.1, 3.65, 3.5524999999999998)","(3.3, 4.3, 4.18)"
10-01-2023 15:42:09.099362,"(21.0, 44.0, 42.4)","(21.0, 38.0, 34.2)","(3.5, 4.1, 4.01304347826087)","(4.6, 6.2, 6.238709677419355)","(26.0, 75.0, 66.5625)","(3.1, 3.65, 3.5294117647058822)","(3.3, 4.2, 4.051351351351351)"
10-01-2023 15:42:10.257984,"(21.0, 44.0, 43.2)","(21.0, 38.0, 33.885714285714286)","(3.5, 4.3, 4.213513513513513)","(4.6, 6.4, 6.238709677419355)","(26.0, 75.0, 66.0)","(3.1, 3.6, 3.525)","(3.3, 4.1, 3.9368421052631577)"
10-01-2023 15:42:11.260815,"(21.0, 44.0, 43.2)","(21.0, 38.0, 33.5)","(3.4, 4.3, 4.213513513513513)","(4.8, 6.4, 6.214492753623189)","(26.0, 75.0, 61.76470588235294)","(3.1, 3.55, 3.5875)","(3.4, 4.0, 3.9555555555555557)"
10-01-2023 15:42:12.457002,"(21.0, 44.0, 42.4)","(21.0, 38.0, 33.885714285714286)","(3.4, 4.3, 4.213513513513513)","(4.8, 6.4, 6.214492753623189)","(26.0, 75.0, 64.0909090909091)","(3.1, 3.6, 3.591666666666667)","(3.4, 4.0, 3.9555555555555557)"
10-01-2023 15:42:13.613374,"(21.0, 44.0, 42.4)","(21.0, 38.0, 33.885714285714286)","(3.4, 4.3, 4.27027027027027)","(4.8, 6.4, 6.214492753623189)","(26.0, 75.0, 66.42857142857143)","(3.1, 3.6, 3.56875)","(3.4, 4.0, 3.9555555555555557)"
10-01-2023 15:42:14.663436,"(21.0, 44.0, 43.2)","(21.0, 38.0, 33.885714285714286)","(3.4, 4.3, 4.27027027027027)","(4.8, 6.4, 6.336363636363637)","(26.0, 75.0, 68.84615384615384)","(3.1, 3.6, 3.5642857142857145)","(3.4, 4.0, 3.9555555555555557)"
10-01-2023 15:42:15.793113,"(21.0, 44.0, 42.0)","(21.0, 38.0, 33.885714285714286)","(3.4, 4.4, 4.293103448275862)","(4.8, 6.4, 6.194285714285715)","(26.0, 75.0, 67.0)","(3.1, 3.6, 3.533333333333333)","(3.4, 4.0, 3.9555555555555557)"
10-01-2023 15:42:16.971776,"(21.0, 44.0, 42.8)","(21.0, 38.0, 33.5)","(3.4, 4.3, 4.281818181818181)","(4.8, 6.2, 6.235897435897436)","(26.0, 75.0, 68.84615384615384)","(3.1, 3.6, 3.58)","(3.4, 4.0, 3.9555555555555557)"
10-01-2023 15:42:18.003854,"(21.0, 44.0, 42.875)","(21.0, 38.0, 33.354838709677416)","(3.5, 4.3, 4.281818181818181)","(4.8, 6.4, 6.235897435897436)","(31.0, 75.0, 59.0)","(3.1, 3.6, 3.5875)","(3.4, 4.0, 3.977777777777778)"
10-01-2023 15:42:19.256647,"(21.0, 44.0, 41.904761904761905)","(21.0, 38.0, 32.857142857142854)","(3.5, 4.3, 4.294736842105263)","(4.8, 6.2, 6.045454545454546)","(31.0, 75.0, 67.0)","(3.1, 3.6, 3.5454545454545454)","(3.4, 4.0, 3.9903846153846154)"
10-01-2023 15:42:20.444965,"(21.0, 44.0, 41.8)","(21.0, 38.0, 32.857142857142854)","(3.5, 4.3, 4.294736842105263)","(4.8, 6.2, 6.045454545454546)","(31.0, 75.0, 67.0)","(3.1, 3.6, 3.5454545454545454)","(3.4, 4.1, 3.9903846153846154)"
10-01-2023 15:42:21.610363,"(21.0, 44.0, 42.11764705882353)","(21.0, 38.0, 32.857142857142854)","(3.5, 4.3, 4.341935483870968)","(4.8, 6.2, 6.003125000000001)","(31.0, 75.0, 61.666666666666664)","(3.1, 3.55, 3.450485436893204)","(3.4, 4.1, 4.017391304347826)"
10-01-2023 15:42:22.802756,"(21.0, 44.0, 42.31578947368421)","(21.0, 38.0, 32.857142857142854)","(3.5, 4.4, 4.35)","(4.8, 6.2, 6.068965517241379)","(31.0, 75.0, 63.23529411764706)","(3.1, 3.5, 3.308695652173913)","(3.4, 4.1, 4.111111111111111)"
10-01-2023 15:42:23.950790,"(21.0, 44.0, 40.44444444444444)","(21.0, 38.0, 32.857142857142854)","(3.5, 4.5, 4.3909090909090915)","(4.8, 6.2, 6.1)","(31.0, 75.0, 60.714285714285715)","(3.1, 3.35, 3.294736842105263)","(3.4, 4.2, 4.128571428571428)"
10-01-2023 15:42:25.245192,"(21.0, 44.0, 42.285714285714285)","(21.0, 38.0, 32.857142857142854)","(3.5, 4.4, 4.3909090909090915)","(4.8, 6.2, 6.1)","(31.0, 75.0, 63.0)","(3.1, 3.35, 3.3074074074074074)","(3.4, 4.2, 4.136363636363636)"
10-01-2023 15:42:26.495444,"(21.0, 44.0, 41.6)","(21.0, 38.0, 32.857142857142854)","(3.5, 4.4, 4.446153846153846)","(4.8, 6.2, 6.1)","(31.0, 75.0, 63.0)","(3.1, 3.35, 3.3040000000000003)","(3.4, 4.2, 4.136363636363636)"
10-01-2023 15:42:27.739549,"(21.0, 44.0, 41.6)","(21.0, 38.0, 32.857142857142854)","(3.5, 4.5, 4.45625)","(4.8, 6.2, 6.136585365853659)","(31.0, 75.0, 63.0)","(3.1, 3.35, 3.296511627906977)","(3.4, 4.2, 4.13076923076923)"
10-01-2023 15:42:29.111351,"(21.0, 44.0, 41.6)","(21.0, 38.0, 32.8)","(3.5, 4.5, 4.442857142857143)","(4.8, 6.4, 6.130232558139535)","(31.0, 75.0, 63.0)","(3.1, 3.35, 3.29)","(3.4, 4.2, 4.126666666666666)"
10-01-2023 15:42:30.529516,"(21.0, 44.0, 41.333333333333336)","(21.0, 38.0, 32.857142857142854)","(3.6, 4.5, 4.51)","(5.0, 6.4, 6.13)","(31.0, 75.0, 63.0)","(3.0, 3.35, 3.283333333333333)","(3.5, 4.2, 4.126666666666666)"
10-01-2023 15:42:31.818511,"(21.0, 44.0, 40.57142857142857)","(21.0, 38.0, 32.857142857142854)","(3.6, 4.6, 4.54375)","(5.0, 6.2, 6.173333333333334)","(31.0, 75.0, 57.857142857142854)","(3.0, 3.35, 3.279787234042553)","(3.5, 4.2, 4.13076923076923)"
10-01-2023 15:42:32.936972,"(21.0, 44.0, 40.57142857142857)","(21.0, 38.0, 32.857142857142854)","(3.5, 4.6, 4.54375)","(4.8, 6.2, 6.173333333333334)","(31.0, 75.0, 61.15384615384615)","(3.0, 3.35, 3.2915929203539824)","(3.4, 4.2, 4.146153846153846)"
10-01-2023 15:42:34.085132,"(21.0, 44.0, 43.142857142857146)","(21.0, 38.0, 35.5)","(3.5, 4.5, 4.457142857142857)","(4.8, 6.4, 6.162162162162162)","(31.0, 75.0, 56.53846153846154)","(3.0, 3.35, 3.2984536082474225)","(3.4, 4.2, 4.146153846153846)"
10-01-2023 15:42:35.308536,"(21.0, 44.0, 42.5)","(21.0, 36.0, 35.5)","(3.5, 4.5, 4.514285714285714)","(4.8, 6.4, 6.12)","(31.0, 75.0, 56.53846153846154)","(3.0, 3.35, 3.298314606741573)","(3.4, 4.2, 4.13076923076923)"
10-01-2023 15:42:36.507247,"(21.0, 44.0, 42.5)","(21.0, 36.0, 35.5)","(3.5, 4.6, 4.570967741935483)","(4.8, 6.4, 6.136363636363637)","(31.0, 75.0, 61.15384615384615)","(3.0, 3.35, 3.3000000000000003)","(3.4, 4.2, 3.978125)"
