,Rushmore Red,Notorious Diesel,Melton Boy,Idema Bale,Blackpool Diva,Lenny Coaster,Usain Road,Late For Love
10-01-2023 14:09:34.872303,"(3.3, 4.3, 4.287878787878788)","(1.45, 1.61, 1.605)","(41.0, 85.0, 81.25)","(12.0, 23.0, 21.153846153846153)","(21.0, 42.0, 39.77777777777778)","(16.0, 38.0, 36.270270270270274)","(41.0, 110.0, 90.58823529411765)","(26.0, 70.0, 67.16981132075472)"
10-01-2023 14:09:36.038351,"(3.3, 4.3, 4.287878787878788)","(1.45, 1.61, 1.6)","(41.0, 85.0, 81.25)","(12.0, 23.0, 21.153846153846153)","(21.0, 42.0, 41.4)","(16.0, 38.0, 35.61290322580645)","(41.0, 110.0, 90.58823529411765)","(26.0, 70.0, 67.16981132075472)"
10-01-2023 14:09:37.217084,"(3.3, 4.3, 4.287878787878788)","(1.45, 1.61, 1.6)","(41.0, 85.0, 81.25)","(12.0, 23.0, 21.153846153846153)","(21.0, 42.0, 41.4)","(16.0, 36.0, 35.61290322580645)","(41.0, 110.0, 90.58823529411765)","(26.0, 70.0, 67.16981132075472)"
10-01-2023 14:09:38.343344,"(3.3, 4.3, 4.287878787878788)","(1.45, 1.61, 1.6)","(41.0, 85.0, 81.25)","(12.0, 23.0, 21.153846153846153)","(21.0, 42.0, 41.4)","(16.0, 36.0, 35.61290322580645)","(41.0, 110.0, 90.58823529411765)","(26.0, 70.0, 67.16981132075472)"
10-01-2023 14:09:39.463343,"(3.3, 4.3, 4.287878787878788)","(1.45, 1.61, 1.5981818181818184)","(41.0, 85.0, 81.25)","(12.0, 23.0, 21.285714285714285)","(21.0, 42.0, 41.4)","(16.0, 36.0, 35.61290322580645)","(41.0, 110.0, 90.58823529411765)","(26.0, 70.0, 67.16981132075472)"
10-01-2023 14:09:40.598979,"(3.3, 4.3, 4.2894736842105265)","(1.45, 1.61, 1.6)","(41.0, 85.0, 80.0)","(12.0, 23.0, 21.285714285714285)","(21.0, 42.0, 41.4)","(16.0, 36.0, 35.61290322580645)","(41.0, 110.0, 90.58823529411765)","(26.0, 70.0, 67.16981132075472)"
10-01-2023 14:09:41.719676,"(3.3, 4.3, 4.2894736842105265)","(1.45, 1.61, 1.6023809523809525)","(41.0, 85.0, 80.0)","(12.0, 23.0, 21.285714285714285)","(21.0, 42.0, 41.31428571428572)","(16.0, 36.0, 35.61290322580645)","(41.0, 110.0, 90.58823529411765)","(26.0, 70.0, 67.16981132075472)"
10-01-2023 14:09:42.819564,"(3.3, 4.3, 4.2894736842105265)","(1.45, 1.61, 1.6)","(41.0, 85.0, 78.33333333333333)","(12.0, 23.0, 21.285714285714285)","(21.0, 42.0, 41.31428571428572)","(16.0, 36.0, 35.68421052631579)","(41.0, 110.0, 90.58823529411765)","(26.0, 70.0, 67.16981132075472)"
10-01-2023 14:09:43.909075,"(3.3, 4.3, 4.2894736842105265)","(1.45, 1.61, 1.6)","(41.0, 85.0, 78.33333333333333)","(12.0, 23.0, 21.285714285714285)","(21.0, 42.0, 41.31428571428572)","(16.0, 36.0, 35.55555555555556)","(41.0, 110.0, 90.58823529411765)","(26.0, 70.0, 67.16981132075472)"
10-01-2023 14:09:44.958414,"(3.3, 4.3, 4.2894736842105265)","(1.45, 1.61, 1.6)","(41.0, 85.0, 78.33333333333333)","(12.0, 23.0, 21.285714285714285)","(21.0, 42.0, 41.31428571428572)","(16.0, 36.0, 35.55555555555556)","(41.0, 110.0, 90.58823529411765)","(26.0, 70.0, 67.16981132075472)"
10-01-2023 14:09:46.006547,"(3.3, 4.3, 4.2894736842105265)","(1.45, 1.61, 1.6)","(41.0, 85.0, 78.33333333333333)","(12.0, 23.0, 21.473684210526315)","(21.0, 42.0, 41.31428571428572)","(16.0, 36.0, 35.333333333333336)","(41.0, 110.0, 90.58823529411765)","(26.0, 70.0, 67.16981132075472)"
10-01-2023 14:09:47.188630,"(3.3, 4.3, 4.2894736842105265)","(1.45, 1.61, 1.6)","(41.0, 85.0, 78.33333333333333)","(12.0, 22.0, 21.473684210526315)","(21.0, 42.0, 41.42857142857143)","(16.0, 36.0, 35.63636363636364)","(41.0, 110.0, 90.58823529411765)","(26.0, 70.0, 67.16981132075472)"
10-01-2023 14:09:48.338971,"(3.3, 4.3, 4.2894736842105265)","(1.45, 1.61, 1.5955555555555556)","(41.0, 85.0, 78.33333333333333)","(12.0, 22.0, 21.473684210526315)","(21.0, 42.0, 40.76923076923077)","(16.0, 36.0, 35.63636363636364)","(41.0, 110.0, 90.58823529411765)","(26.0, 70.0, 66.51785714285714)"
10-01-2023 14:09:49.488756,"(3.3, 4.3, 4.2894736842105265)","(1.45, 1.61, 1.6022222222222222)","(41.0, 85.0, 78.33333333333333)","(12.0, 22.0, 20.642857142857142)","(21.0, 42.0, 40.93333333333333)","(16.0, 36.0, 35.63636363636364)","(41.0, 110.0, 90.58823529411765)","(26.0, 70.0, 66.51785714285714)"
10-01-2023 14:09:50.561041,"(3.3, 4.4, 4.323636363636364)","(1.45, 1.6, 1.5972727272727274)","(41.0, 85.0, 78.33333333333333)","(12.0, 22.0, 20.642857142857142)","(21.0, 42.0, 40.93333333333333)","(16.0, 36.0, 35.63636363636364)","(41.0, 110.0, 87.35294117647058)","(26.0, 70.0, 66.51785714285714)"
10-01-2023 14:09:51.700059,"(3.3, 4.4, 4.323636363636364)","(1.45, 1.6, 1.5986046511627907)","(41.0, 85.0, 78.33333333333333)","(12.0, 22.0, 20.642857142857142)","(21.0, 42.0, 40.857142857142854)","(16.0, 36.0, 36.6875)","(41.0, 110.0, 87.35294117647058)","(26.0, 70.0, 67.16981132075472)"
10-01-2023 14:09:52.659868,"(3.3, 4.4, 4.317241379310345)","(1.45, 1.61, 1.6056521739130436)","(41.0, 85.0, 78.33333333333333)","(12.0, 22.0, 20.642857142857142)","(21.0, 42.0, 40.857142857142854)","(16.0, 38.0, 36.6875)","(41.0, 110.0, 87.35294117647058)","(26.0, 70.0, 67.16981132075472)"
10-01-2023 14:09:53.677287,"(3.3, 4.4, 4.317241379310345)","(1.45, 1.61, 1.6056521739130436)","(41.0, 85.0, 78.33333333333333)","(12.0, 22.0, 20.642857142857142)","(21.0, 42.0, 40.0)","(16.0, 38.0, 36.5)","(41.0, 110.0, 80.66666666666667)","(26.0, 70.0, 66.875)"
10-01-2023 14:09:54.698319,"(3.3, 4.4, 4.317241379310345)","(1.45, 1.61, 1.6052380952380954)","(41.0, 85.0, 78.33333333333333)","(12.0, 22.0, 20.642857142857142)","(21.0, 42.0, 40.0)","(16.0, 38.0, 36.5)","(41.0, 110.0, 80.66666666666667)","(26.0, 70.0, 66.875)"
10-01-2023 14:09:55.762081,"(3.3, 4.4, 4.317241379310345)","(1.45, 1.61, 1.6033333333333335)","(41.0, 85.0, 78.33333333333333)","(12.0, 22.0, 20.642857142857142)","(21.0, 42.0, 40.0)","(16.0, 38.0, 36.285714285714285)","(41.0, 110.0, 86.0)","(26.0, 70.0, 66.875)"
10-01-2023 14:09:56.877949,"(3.3, 4.4, 4.317241379310345)","(1.45, 1.61, 1.6033333333333335)","(41.0, 85.0, 78.33333333333333)","(12.0, 22.0, 20.782608695652172)","(21.0, 42.0, 40.0)","(16.0, 38.0, 37.25)","(41.0, 110.0, 86.0)","(26.0, 70.0, 66.875)"
10-01-2023 14:09:57.893708,"(3.3, 4.4, 4.317241379310345)","(1.45, 1.61, 1.6033333333333335)","(41.0, 85.0, 78.33333333333333)","(12.0, 22.0, 20.782608695652172)","(21.0, 42.0, 40.0)","(16.0, 38.0, 37.25)","(41.0, 110.0, 86.0)","(26.0, 70.0, 66.875)"
10-01-2023 14:09:58.875160,"(3.3, 4.4, 4.317241379310345)","(1.45, 1.61, 1.6033333333333335)","(41.0, 85.0, 78.33333333333333)","(12.0, 22.0, 20.782608695652172)","(21.0, 42.0, 40.0)","(16.0, 38.0, 37.25)","(41.0, 110.0, 86.0)","(26.0, 70.0, 66.875)"
10-01-2023 14:09:59.963557,"(3.3, 4.4, 4.317241379310345)","(1.45, 1.61, 1.6015789473684212)","(41.0, 85.0, 78.33333333333333)","(12.0, 22.0, 20.782608695652172)","(21.0, 42.0, 40.0)","(16.0, 38.0, 37.25)","(41.0, 110.0, 86.0)","(26.0, 70.0, 66.875)"
10-01-2023 14:10:00.989265,"(3.3, 4.4, 4.317241379310345)","(1.45, 1.61, 1.6)","(41.0, 85.0, 78.33333333333333)","(12.0, 22.0, 20.782608695652172)","(21.0, 42.0, 40.0)","(16.0, 38.0, 37.25)","(41.0, 110.0, 86.0)","(26.0, 70.0, 66.875)"
10-01-2023 14:10:02.031600,"(3.3, 4.4, 4.317241379310345)","(1.45, 1.61, 1.6)","(41.0, 85.0, 78.33333333333333)","(12.0, 22.0, 20.782608695652172)","(21.0, 42.0, 40.0)","(16.0, 38.0, 36.6875)","(41.0, 110.0, 86.0)","(26.0, 70.0, 66.875)"
10-01-2023 14:10:02.982286,"(3.3, 4.4, 4.317241379310345)","(1.45, 1.62, 1.6044444444444446)","(41.0, 85.0, 78.33333333333333)","(12.0, 22.0, 20.782608695652172)","(21.0, 42.0, 40.0)","(16.0, 38.0, 36.5)","(41.0, 110.0, 86.0)","(26.0, 70.0, 66.875)"
10-01-2023 14:10:03.985915,"(3.3, 4.4, 4.317241379310345)","(1.45, 1.62, 1.6064516129032258)","(41.0, 85.0, 78.33333333333333)","(12.0, 22.0, 20.72)","(21.0, 42.0, 40.0)","(16.0, 38.0, 36.2)","(41.0, 110.0, 81.76470588235294)","(26.0, 70.0, 66.875)"
10-01-2023 14:10:04.970454,"(3.3, 4.4, 4.317241379310345)","(1.45, 1.61, 1.607777777777778)","(41.0, 85.0, 78.33333333333333)","(12.0, 22.0, 20.72)","(21.0, 42.0, 40.0)","(16.0, 38.0, 36.84615384615385)","(41.0, 110.0, 81.76470588235294)","(26.0, 70.0, 66.875)"
10-01-2023 14:10:05.983964,"(3.3, 4.4, 4.317241379310345)","(1.45, 1.61, 1.607777777777778)","(41.0, 85.0, 78.33333333333333)","(12.0, 22.0, 20.72)","(21.0, 42.0, 40.0)","(16.0, 38.0, 36.84615384615385)","(41.0, 110.0, 81.76470588235294)","(26.0, 70.0, 66.875)"
10-01-2023 14:10:07.019338,"(3.3, 4.4, 4.317241379310345)","(1.45, 1.61, 1.607777777777778)","(41.0, 85.0, 78.33333333333333)","(12.0, 22.0, 20.72)","(21.0, 42.0, 40.0)","(16.0, 38.0, 35.84615384615385)","(41.0, 110.0, 83.33333333333333)","(26.0, 70.0, 66.875)"
10-01-2023 14:10:08.072064,"(3.3, 4.4, 4.317241379310345)","(1.45, 1.61, 1.6072727272727274)","(41.0, 85.0, 78.33333333333333)","(12.0, 22.0, 20.72)","(21.0, 42.0, 40.0)","(16.0, 36.0, 35.57142857142857)","(41.0, 110.0, 80.0)","(26.0, 70.0, 66.875)"
10-01-2023 14:10:09.391508,"(3.3, 4.4, 4.317241379310345)","(1.45, 1.61, 1.6072727272727274)","(41.0, 85.0, 77.5)","(12.0, 22.0, 20.72)","(21.0, 42.0, 40.0)","(16.0, 36.0, 35.5)","(41.0, 100.0, 78.33333333333333)","(26.0, 70.0, 66.875)"
10-01-2023 14:10:10.451294,"(3.3, 4.4, 4.317241379310345)","(1.45, 1.61, 1.6072727272727274)","(41.0, 85.0, 77.5)","(12.0, 22.0, 20.72)","(21.0, 42.0, 40.0)","(16.0, 36.0, 35.5)","(41.0, 100.0, 78.33333333333333)","(26.0, 70.0, 66.875)"
10-01-2023 14:10:11.882102,"(3.3, 4.4, 4.317241379310345)","(1.45, 1.61, 1.6072727272727274)","(41.0, 85.0, 77.5)","(12.0, 22.0, 20.72)","(21.0, 42.0, 39.77777777777778)","(16.0, 36.0, 35.57142857142857)","(41.0, 100.0, 78.33333333333333)","(26.0, 70.0, 66.875)"
10-01-2023 14:10:12.995985,"(3.3, 4.4, 4.317241379310345)","(1.45, 1.61, 1.6072727272727274)","(41.0, 85.0, 77.5)","(12.0, 22.0, 20.72)","(21.0, 42.0, 39.77777777777778)","(16.0, 36.0, 35.57142857142857)","(41.0, 100.0, 78.33333333333333)","(26.0, 70.0, 66.875)"
10-01-2023 14:10:14.174210,"(3.3, 4.4, 4.317241379310345)","(1.45, 1.61, 1.6072727272727274)","(41.0, 85.0, 77.5)","(12.0, 22.0, 20.72)","(21.0, 42.0, 39.77777777777778)","(16.0, 36.0, 35.84615384615385)","(41.0, 100.0, 78.33333333333333)","(26.0, 70.0, 66.875)"
10-01-2023 14:10:15.220849,"(3.3, 4.4, 4.317241379310345)","(1.45, 1.6, 1.5979166666666667)","(41.0, 85.0, 77.5)","(12.0, 22.0, 20.72)","(21.0, 42.0, 39.77777777777778)","(16.0, 36.0, 35.84615384615385)","(41.0, 100.0, 81.53846153846153)","(26.0, 70.0, 66.875)"
10-01-2023 14:10:16.253938,"(3.3, 4.4, 4.317241379310345)","(1.45, 1.62, 1.60375)","(41.0, 85.0, 77.5)","(12.0, 22.0, 20.782608695652172)","(21.0, 42.0, 39.77777777777778)","(16.0, 36.0, 35.84615384615385)","(41.0, 100.0, 81.53846153846153)","(26.0, 70.0, 66.875)"
10-01-2023 14:10:17.409575,"(3.3, 4.4, 4.317241379310345)","(1.45, 1.62, 1.6198185117967334)","(41.0, 85.0, 77.5)","(12.0, 22.0, 20.962962962962962)","(21.0, 42.0, 39.6)","(16.0, 36.0, 35.81818181818182)","(41.0, 100.0, 81.53846153846153)","(26.0, 70.0, 66.875)"
10-01-2023 14:10:18.801160,"(3.3, 4.4, 4.317241379310345)","(1.45, 1.62, 1.6029508196721312)","(41.0, 85.0, 77.5)","(12.0, 22.0, 20.962962962962962)","(21.0, 42.0, 39.23076923076923)","(16.0, 36.0, 35.81818181818182)","(41.0, 100.0, 80.0)","(26.0, 70.0, 66.875)"
10-01-2023 14:10:19.981112,"(3.3, 4.4, 4.317241379310345)","(1.45, 1.63, 1.6194745484400659)","(41.0, 85.0, 77.5)","(12.0, 22.0, 20.666666666666668)","(21.0, 42.0, 39.23076923076923)","(16.0, 36.0, 35.81818181818182)","(41.0, 100.0, 81.53846153846153)","(26.0, 70.0, 66.875)"
10-01-2023 14:10:21.007863,"(3.3, 4.4, 4.317241379310345)","(1.45, 1.62, 1.6194745484400659)","(41.0, 85.0, 77.5)","(12.0, 22.0, 20.666666666666668)","(21.0, 42.0, 39.6)","(16.0, 36.0, 35.81818181818182)","(41.0, 100.0, 81.53846153846153)","(26.0, 70.0, 66.875)"
10-01-2023 14:10:22.049702,"(3.3, 4.4, 4.317241379310345)","(1.45, 1.62, 1.6194745484400659)","(41.0, 85.0, 77.5)","(12.0, 22.0, 20.666666666666668)","(21.0, 42.0, 39.6)","(16.0, 36.0, 35.81818181818182)","(41.0, 100.0, 85.625)","(26.0, 70.0, 66.875)"
10-01-2023 14:10:23.241903,"(3.3, 4.4, 4.317241379310345)","(1.45, 1.62, 1.6123809523809525)","(41.0, 85.0, 77.5)","(12.0, 22.0, 20.666666666666668)","(21.0, 42.0, 39.6)","(16.0, 36.0, 35.81818181818182)","(41.0, 95.0, 81.36363636363636)","(26.0, 70.0, 66.875)"
10-01-2023 14:10:24.247552,"(3.3, 4.4, 4.317241379310345)","(1.45, 1.62, 1.6193902439024392)","(41.0, 85.0, 78.33333333333333)","(12.0, 22.0, 20.666666666666668)","(21.0, 42.0, 39.6)","(16.0, 36.0, 35.81818181818182)","(41.0, 95.0, 81.36363636363636)","(26.0, 70.0, 66.875)"
10-01-2023 14:10:25.255825,"(3.3, 4.4, 4.304)","(1.45, 1.62, 1.6195402298850576)","(41.0, 85.0, 77.5)","(12.0, 22.0, 20.666666666666668)","(21.0, 42.0, 39.6)","(16.0, 36.0, 35.81818181818182)","(41.0, 95.0, 81.36363636363636)","(31.0, 70.0, 66.875)"
10-01-2023 14:10:26.246362,"(3.3, 4.2, 4.113043478260869)","(1.45, 1.64, 1.6314110429447852)","(41.0, 85.0, 77.5)","(12.0, 22.0, 20.666666666666668)","(21.0, 42.0, 39.6)","(16.0, 36.0, 35.84615384615385)","(41.0, 95.0, 81.36363636363636)","(31.0, 70.0, 66.875)"
10-01-2023 14:10:27.301071,"(3.3, 4.2, 4.086956521739131)","(1.45, 1.64, 1.6336842105263158)","(41.0, 85.0, 77.5)","(12.0, 22.0, 20.962962962962962)","(21.0, 42.0, 39.6)","(16.0, 36.0, 35.84615384615385)","(41.0, 95.0, 80.41666666666667)","(31.0, 70.0, 66.875)"
10-01-2023 14:10:28.423039,"(3.3, 4.2, 4.086956521739131)","(1.45, 1.64, 1.631641791044776)","(41.0, 85.0, 77.5)","(12.0, 22.0, 20.962962962962962)","(21.0, 42.0, 39.6)","(16.0, 36.0, 35.84615384615385)","(41.0, 95.0, 80.41666666666667)","(31.0, 70.0, 66.875)"
10-01-2023 14:10:29.444587,"(3.3, 4.2, 4.086956521739131)","(1.45, 1.64, 1.6343859649122807)","(41.0, 85.0, 77.5)","(12.0, 22.0, 20.78787878787879)","(21.0, 42.0, 39.6)","(16.0, 36.0, 35.84615384615385)","(41.0, 95.0, 80.41666666666667)","(31.0, 70.0, 66.875)"
10-01-2023 14:10:30.487889,"(3.3, 4.2, 4.096153846153846)","(1.45, 1.64, 1.6349206349206349)","(41.0, 85.0, 77.5)","(12.0, 22.0, 20.78787878787879)","(21.0, 42.0, 39.6)","(16.0, 36.0, 35.81818181818182)","(41.0, 95.0, 80.71428571428571)","(31.0, 70.0, 66.875)"
10-01-2023 14:10:31.497786,"(3.3, 4.2, 4.105263157894737)","(1.45, 1.64, 1.6349206349206349)","(41.0, 85.0, 77.5)","(12.0, 22.0, 20.78787878787879)","(21.0, 42.0, 39.6)","(16.0, 36.0, 35.84615384615385)","(41.0, 85.0, 80.71428571428571)","(31.0, 70.0, 66.875)"
10-01-2023 14:10:32.503811,"(3.3, 4.2, 4.105263157894737)","(1.45, 1.64, 1.6351758793969848)","(41.0, 85.0, 77.5)","(12.0, 22.0, 20.78787878787879)","(21.0, 42.0, 39.6)","(16.0, 36.0, 35.84615384615385)","(41.0, 85.0, 80.71428571428571)","(31.0, 70.0, 66.875)"
10-01-2023 14:10:33.507098,"(3.3, 4.2, 4.122857142857143)","(1.45, 1.63, 1.629642857142857)","(41.0, 85.0, 77.5)","(12.0, 22.0, 20.78787878787879)","(21.0, 42.0, 37.04)","(16.0, 36.0, 35.84615384615385)","(41.0, 85.0, 82.0)","(31.0, 70.0, 66.875)"
10-01-2023 14:10:34.692945,"(3.3, 4.2, 4.14)","(1.45, 1.63, 1.6296688741721854)","(41.0, 85.0, 77.5)","(12.0, 22.0, 20.78787878787879)","(21.0, 38.0, 37.04)","(16.0, 36.0, 35.84615384615385)","(41.0, 85.0, 82.0)","(31.0, 70.0, 66.875)"
10-01-2023 14:10:35.833248,"(3.3, 4.2, 4.14)","(1.45, 1.63, 1.629621212121212)","(41.0, 85.0, 77.5)","(12.0, 22.0, 20.78787878787879)","(21.0, 38.0, 37.166666666666664)","(16.0, 36.0, 35.84615384615385)","(41.0, 85.0, 82.0)","(31.0, 70.0, 66.875)"
10-01-2023 14:10:36.896909,"(3.4, 4.2, 4.1725)","(1.45, 1.63, 1.629621212121212)","(51.0, 85.0, 77.5)","(12.0, 22.0, 20.78787878787879)","(26.0, 38.0, 37.411764705882355)","(17.0, 36.0, 35.84615384615385)","(41.0, 85.0, 82.0)","(31.0, 70.0, 66.875)"
10-01-2023 14:10:37.927208,"(3.4, 4.2, 4.164444444444444)","(1.45, 1.63, 1.629621212121212)","(51.0, 85.0, 77.5)","(12.0, 22.0, 20.78787878787879)","(26.0, 38.0, 37.411764705882355)","(17.0, 36.0, 35.84615384615385)","(41.0, 85.0, 82.0)","(31.0, 70.0, 66.875)"
10-01-2023 14:10:38.897984,"(3.4, 4.2, 4.165116279069768)","(1.45, 1.63, 1.629621212121212)","(51.0, 85.0, 77.5)","(12.0, 22.0, 20.78787878787879)","(26.0, 38.0, 37.411764705882355)","(17.0, 36.0, 35.84615384615385)","(41.0, 85.0, 82.0)","(31.0, 70.0, 66.875)"
10-01-2023 14:10:40.070058,"(3.5, 4.2, 4.165116279069768)","(1.45, 1.64, 1.6346666666666667)","(41.0, 85.0, 78.33333333333333)","(13.0, 22.0, 21.0)","(26.0, 38.0, 37.515151515151516)","(18.0, 36.0, 39.14285714285714)","(41.0, 85.0, 83.75)","(31.0, 70.0, 67.12765957446808)"
10-01-2023 14:10:41.164861,"(3.5, 4.1, 4.053448275862069)","(1.45, 1.66, 1.6539240506329114)","(41.0, 85.0, 78.33333333333333)","(13.0, 22.0, 20.96551724137931)","(26.0, 38.0, 37.25)","(18.0, 40.0, 37.76923076923077)","(41.0, 85.0, 83.84615384615384)","(31.0, 70.0, 67.12765957446808)"
10-01-2023 14:10:42.159037,"(3.5, 3.95, 3.9310344827586206)","(1.45, 1.67, 1.6698)","(41.0, 85.0, 81.36363636363636)","(13.0, 22.0, 20.96551724137931)","(26.0, 38.0, 37.333333333333336)","(18.0, 38.0, 37.76923076923077)","(41.0, 85.0, 83.84615384615384)","(31.0, 70.0, 67.12765957446808)"
10-01-2023 14:10:43.309984,"(3.5, 4.0, 3.9388888888888887)","(1.45, 1.65, 1.649111111111111)","(41.0, 85.0, 81.36363636363636)","(13.0, 22.0, 21.0)","(26.0, 40.0, 37.333333333333336)","(18.0, 38.0, 37.76923076923077)","(41.0, 85.0, 83.84615384615384)","(31.0, 70.0, 68.25581395348837)"
10-01-2023 14:10:44.458636,"(3.5, 4.0, 3.9361702127659575)","(1.45, 1.65, 1.6564356435643564)","(41.0, 85.0, 81.36363636363636)","(13.0, 22.0, 21.0)","(26.0, 40.0, 37.333333333333336)","(18.0, 38.0, 37.76923076923077)","(41.0, 85.0, 83.84615384615384)","(31.0, 70.0, 61.22641509433962)"
10-01-2023 14:10:45.579437,"(3.5, 4.0, 3.929787234042553)","(1.45, 1.66, 1.6564356435643564)","(41.0, 85.0, 81.36363636363636)","(13.0, 22.0, 21.0)","(26.0, 40.0, 37.333333333333336)","(18.0, 38.0, 37.76923076923077)","(41.0, 85.0, 83.84615384615384)","(31.0, 65.0, 61.22641509433962)"
10-01-2023 14:10:46.647253,"(3.5, 4.0, 3.94375)","(1.45, 1.66, 1.6527868852459016)","(41.0, 85.0, 81.36363636363636)","(13.0, 22.0, 21.037037037037038)","(26.0, 40.0, 37.142857142857146)","(18.0, 38.0, 36.8)","(41.0, 85.0, 82.85714285714286)","(31.0, 65.0, 61.07843137254902)"
10-01-2023 14:10:47.760212,"(3.5, 4.1, 4.007407407407407)","(1.45, 1.66, 1.6532203389830507)","(41.0, 85.0, 71.66666666666667)","(13.0, 22.0, 20.375)","(26.0, 40.0, 37.84615384615385)","(18.0, 38.0, 36.8)","(41.0, 85.0, 82.85714285714286)","(31.0, 65.0, 61.07843137254902)"
10-01-2023 14:10:48.960038,"(3.5, 4.1, 4.007407407407407)","(1.45, 1.66, 1.6533333333333333)","(41.0, 85.0, 71.66666666666667)","(13.0, 21.0, 20.22222222222222)","(26.0, 38.0, 37.84615384615385)","(18.0, 38.0, 35.529411764705884)","(41.0, 85.0, 82.85714285714286)","(31.0, 65.0, 61.07843137254902)"
10-01-2023 14:10:50.068224,"(3.5, 4.1, 4.007407407407407)","(1.45, 1.67, 1.658095238095238)","(41.0, 85.0, 71.66666666666667)","(13.0, 21.0, 20.22222222222222)","(26.0, 38.0, 37.84615384615385)","(18.0, 38.0, 35.529411764705884)","(41.0, 85.0, 83.33333333333333)","(31.0, 65.0, 61.07843137254902)"
10-01-2023 14:10:51.127057,"(3.5, 4.1, 4.007407407407407)","(1.45, 1.67, 1.6573417721518986)","(41.0, 85.0, 71.66666666666667)","(13.0, 21.0, 19.733333333333334)","(26.0, 38.0, 37.84615384615385)","(18.0, 38.0, 35.529411764705884)","(41.0, 85.0, 83.33333333333333)","(31.0, 65.0, 61.07843137254902)"
10-01-2023 14:10:52.188575,"(3.5, 4.1, 4.007407407407407)","(1.45, 1.67, 1.6571794871794872)","(41.0, 85.0, 73.0)","(13.0, 21.0, 19.59259259259259)","(26.0, 38.0, 37.84615384615385)","(18.0, 38.0, 35.529411764705884)","(41.0, 85.0, 83.33333333333333)","(31.0, 65.0, 61.07843137254902)"
10-01-2023 14:10:53.235194,"(3.5, 4.1, 4.007407407407407)","(1.45, 1.67, 1.6552941176470588)","(41.0, 85.0, 73.0)","(13.0, 20.0, 19.75)","(26.0, 38.0, 37.84615384615385)","(18.0, 38.0, 35.529411764705884)","(41.0, 85.0, 83.33333333333333)","(31.0, 65.0, 61.07843137254902)"
10-01-2023 14:10:54.340034,"(3.5, 4.1, 4.007407407407407)","(1.45, 1.67, 1.6548484848484848)","(41.0, 85.0, 73.0)","(13.0, 20.0, 19.666666666666668)","(26.0, 38.0, 37.84615384615385)","(18.0, 38.0, 35.529411764705884)","(41.0, 85.0, 83.33333333333333)","(31.0, 65.0, 61.07843137254902)"
10-01-2023 14:10:55.521378,"(3.5, 4.1, 4.007407407407407)","(1.45, 1.67, 1.6570129870129868)","(41.0, 85.0, 73.0)","(13.0, 20.0, 19.27777777777778)","(26.0, 38.0, 37.84615384615385)","(18.0, 38.0, 35.529411764705884)","(41.0, 85.0, 83.33333333333333)","(31.0, 65.0, 61.07843137254902)"
10-01-2023 14:10:56.654876,"(3.5, 4.1, 4.007407407407407)","(1.45, 1.66, 1.6589795918367347)","(41.0, 85.0, 73.0)","(13.0, 19.5, 19.136363636363637)","(26.0, 38.0, 37.84615384615385)","(18.0, 38.0, 35.529411764705884)","(41.0, 85.0, 83.33333333333333)","(31.0, 65.0, 61.07843137254902)"
10-01-2023 14:10:57.746740,"(3.5, 4.1, 4.007407407407407)","(1.45, 1.66, 1.6589795918367347)","(41.0, 85.0, 73.0)","(13.0, 19.5, 19.166666666666668)","(26.0, 38.0, 37.84615384615385)","(18.0, 38.0, 35.529411764705884)","(41.0, 85.0, 83.33333333333333)","(31.0, 65.0, 61.07843137254902)"
10-01-2023 14:10:58.777909,"(3.5, 4.1, 4.007407407407407)","(1.45, 1.66, 1.6588888888888889)","(41.0, 85.0, 73.0)","(13.0, 19.5, 19.166666666666668)","(26.0, 38.0, 37.84615384615385)","(18.0, 38.0, 35.529411764705884)","(41.0, 85.0, 83.33333333333333)","(31.0, 65.0, 61.07843137254902)"
10-01-2023 14:10:59.811239,"(3.5, 4.1, 4.007407407407407)","(1.45, 1.66, 1.6588888888888889)","(41.0, 85.0, 73.0)","(13.0, 19.5, 18.982758620689655)","(26.0, 38.0, 37.84615384615385)","(18.0, 38.0, 35.529411764705884)","(41.0, 85.0, 83.33333333333333)","(31.0, 65.0, 61.07843137254902)"
10-01-2023 14:11:00.895081,"(3.5, 4.1, 4.007407407407407)","(1.45, 1.66, 1.6588888888888889)","(41.0, 85.0, 73.0)","(13.0, 19.5, 19.157894736842106)","(26.0, 38.0, 37.333333333333336)","(18.0, 38.0, 35.529411764705884)","(41.0, 85.0, 83.33333333333333)","(31.0, 65.0, 61.07843137254902)"
10-01-2023 14:11:01.997611,"(3.5, 4.1, 4.010526315789473)","(1.45, 1.66, 1.6588888888888889)","(41.0, 85.0, 73.0)","(13.0, 19.5, 19.157894736842106)","(26.0, 38.0, 36.666666666666664)","(18.0, 38.0, 35.529411764705884)","(41.0, 85.0, 83.33333333333333)","(31.0, 65.0, 60.63636363636364)"
10-01-2023 14:11:03.129378,"(3.5, 4.1, 4.005405405405406)","(1.45, 1.66, 1.6582692307692306)","(41.0, 85.0, 73.0)","(13.0, 21.0, 20.454545454545453)","(26.0, 38.0, 36.666666666666664)","(18.0, 38.0, 35.529411764705884)","(41.0, 85.0, 83.33333333333333)","(31.0, 65.0, 60.63636363636364)"
