,Not Even Owl,Thrilling Bandit,Big Time Roman,Big Time Raider,Big Time Taniwha
06-01-2023 16:13:08.551333,"(4.2, 7.0, 6.157894736842105)","(6.0, 11.5, 8.875)","(4.6, 7.0, 5.862500000000001)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.666666666666666)"
06-01-2023 16:13:09.441747,"(4.2, 7.0, 6.157894736842105)","(6.0, 11.5, 8.875)","(4.6, 7.0, 5.862500000000001)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.666666666666666)"
06-01-2023 16:13:10.308462,"(4.2, 7.0, 6.157894736842105)","(6.0, 11.5, 8.875)","(4.6, 7.0, 5.862500000000001)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.666666666666666)"
06-01-2023 16:13:11.171009,"(4.2, 7.0, 6.157894736842105)","(6.0, 11.5, 8.875)","(4.6, 7.0, 5.862500000000001)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.666666666666666)"
06-01-2023 16:13:12.092104,"(4.2, 7.0, 6.157894736842105)","(6.0, 11.5, 8.875)","(4.6, 7.0, 5.862500000000001)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.666666666666666)"
06-01-2023 16:13:12.965779,"(4.2, 7.0, 6.157894736842105)","(6.0, 11.5, 8.875)","(4.6, 7.0, 5.862500000000001)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.666666666666666)"
06-01-2023 16:13:13.782315,"(4.2, 7.0, 6.157894736842105)","(6.0, 11.5, 8.875)","(4.6, 7.0, 5.862500000000001)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.666666666666666)"
06-01-2023 16:13:14.699858,"(4.2, 7.0, 6.666666666666666)","(6.0, 11.5, 8.875)","(4.6, 7.0, 5.862500000000001)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.666666666666666)"
06-01-2023 16:13:15.600504,"(4.2, 7.0, 6.666666666666666)","(6.0, 11.5, 8.875)","(4.6, 7.0, 5.862500000000001)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.666666666666666)"
06-01-2023 16:13:16.414218,"(4.2, 7.0, 5.311111111111111)","(6.0, 11.5, 8.875)","(4.6, 7.0, 5.862500000000001)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.666666666666666)"
06-01-2023 16:13:17.278590,"(4.2, 7.0, 5.311111111111111)","(6.0, 11.5, 8.875)","(4.6, 7.0, 5.862500000000001)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.666666666666666)"
06-01-2023 16:13:18.221044,"(4.2, 7.0, 5.311111111111111)","(6.0, 11.5, 8.875)","(4.6, 7.0, 5.862500000000001)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.666666666666666)"
06-01-2023 16:13:19.205431,"(4.2, 7.0, 5.226666666666667)","(6.0, 11.5, 8.875)","(4.6, 7.0, 5.862500000000001)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.666666666666666)"
06-01-2023 16:13:20.020396,"(4.2, 7.0, 5.226666666666667)","(6.0, 11.5, 8.875)","(4.6, 7.0, 5.862500000000001)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.666666666666666)"
06-01-2023 16:13:20.819627,"(4.2, 7.0, 5.226666666666667)","(6.0, 11.5, 8.875)","(4.6, 7.0, 5.862500000000001)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.666666666666666)"
06-01-2023 16:13:21.737190,"(4.2, 7.0, 5.226666666666667)","(6.0, 11.5, 8.875)","(4.6, 7.0, 5.862500000000001)","(2.0, 3.25, 2.825)","(8.5, 20.0, 16.685714285714283)"
06-01-2023 16:13:22.653342,"(4.2, 7.0, 5.226666666666667)","(6.0, 11.0, 10.275)","(4.6, 7.0, 5.862500000000001)","(2.0, 3.25, 2.825)","(8.5, 20.0, 14.3)"
06-01-2023 16:13:23.456670,"(4.2, 7.0, 5.226666666666667)","(6.0, 11.0, 10.275)","(4.6, 7.0, 5.862500000000001)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.799999999999999)"
06-01-2023 16:13:24.347135,"(4.2, 7.0, 5.226666666666667)","(6.0, 11.0, 10.275)","(4.6, 7.0, 5.862500000000001)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.799999999999999)"
06-01-2023 16:13:25.210376,"(4.2, 7.0, 5.226666666666667)","(6.0, 11.0, 10.275)","(4.6, 7.0, 5.862500000000001)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.799999999999999)"
06-01-2023 16:13:26.032257,"(4.2, 7.0, 5.226666666666667)","(6.0, 11.0, 10.275)","(4.6, 7.0, 5.862500000000001)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.799999999999999)"
06-01-2023 16:13:26.864347,"(4.2, 7.0, 5.226666666666667)","(6.0, 11.0, 10.275)","(4.6, 7.0, 5.862500000000001)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.799999999999999)"
06-01-2023 16:13:27.718249,"(4.2, 6.8, 5.666666666666666)","(6.0, 11.0, 10.275)","(4.6, 7.0, 5.862500000000001)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.799999999999999)"
06-01-2023 16:13:28.602154,"(4.2, 6.8, 5.666666666666666)","(6.0, 11.0, 10.275)","(4.6, 7.0, 5.862500000000001)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.799999999999999)"
06-01-2023 16:13:29.663510,"(4.2, 6.8, 5.666666666666666)","(6.0, 11.0, 10.275)","(4.6, 7.0, 5.862500000000001)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.799999999999999)"
06-01-2023 16:13:30.486097,"(4.2, 6.8, 5.666666666666666)","(6.0, 11.0, 10.275)","(4.6, 7.0, 5.970588235294118)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.799999999999999)"
06-01-2023 16:13:31.495775,"(4.2, 7.0, 5.3374999999999995)","(6.0, 11.0, 8.89090909090909)","(4.6, 7.0, 6.166666666666666)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.799999999999999)"
06-01-2023 16:13:32.462601,"(4.2, 7.0, 5.3374999999999995)","(6.0, 11.0, 8.89090909090909)","(4.6, 7.0, 6.166666666666666)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.799999999999999)"
06-01-2023 16:13:33.441621,"(4.2, 7.0, 5.3374999999999995)","(6.0, 11.0, 8.89090909090909)","(4.6, 7.0, 6.396551724137931)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.799999999999999)"
06-01-2023 16:13:34.254717,"(4.2, 7.0, 5.3374999999999995)","(6.0, 11.0, 8.89090909090909)","(4.6, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.799999999999999)"
06-01-2023 16:13:35.199216,"(4.2, 7.0, 5.3374999999999995)","(6.0, 11.0, 8.89090909090909)","(4.6, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.799999999999999)"
06-01-2023 16:13:36.129762,"(4.2, 7.0, 5.3374999999999995)","(6.0, 11.0, 8.89090909090909)","(4.6, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.799999999999999)"
06-01-2023 16:13:36.968991,"(4.2, 7.0, 5.3374999999999995)","(6.0, 11.0, 8.89090909090909)","(4.6, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.799999999999999)"
06-01-2023 16:13:37.830177,"(4.2, 7.0, 5.3374999999999995)","(6.0, 11.0, 8.89090909090909)","(4.6, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.799999999999999)"
06-01-2023 16:13:38.695047,"(4.2, 7.0, 5.3374999999999995)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.799999999999999)"
06-01-2023 16:13:39.484995,"(4.2, 7.0, 5.3374999999999995)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.799999999999999)"
06-01-2023 16:13:40.293397,"(4.2, 7.0, 5.3374999999999995)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 20.0, 16.685714285714283)"
06-01-2023 16:13:41.254093,"(4.2, 7.0, 5.3374999999999995)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 20.0, 16.685714285714283)"
06-01-2023 16:13:42.175027,"(4.2, 7.0, 5.3374999999999995)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.933333333333334)"
06-01-2023 16:13:43.012363,"(4.2, 7.0, 5.3374999999999995)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.933333333333334)"
06-01-2023 16:13:43.819799,"(4.2, 7.0, 5.3374999999999995)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.933333333333334)"
06-01-2023 16:13:44.696160,"(4.2, 7.0, 5.3374999999999995)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.933333333333334)"
06-01-2023 16:13:45.603056,"(4.2, 7.0, 6.65)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.933333333333334)"
06-01-2023 16:13:46.434314,"(4.2, 7.0, 6.65)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.933333333333334)"
06-01-2023 16:13:47.289030,"(4.2, 7.0, 6.65)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.933333333333334)"
06-01-2023 16:13:48.109293,"(4.2, 7.0, 6.65)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.933333333333334)"
06-01-2023 16:13:49.037309,"(4.2, 7.0, 6.65)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.933333333333334)"
06-01-2023 16:13:49.946295,"(4.2, 7.0, 6.65)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.933333333333334)"
06-01-2023 16:13:50.842590,"(4.2, 7.0, 6.65)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.933333333333334)"
06-01-2023 16:13:51.712729,"(4.2, 6.8, 6.4868421052631575)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 21.0, 12.933333333333334)"
06-01-2023 16:13:52.594937,"(4.2, 6.8, 6.605714285714286)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.933333333333334)"
06-01-2023 16:13:53.465075,"(4.2, 6.6, 6.323684210526316)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.933333333333334)"
06-01-2023 16:13:54.358733,"(4.2, 6.6, 6.323684210526316)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.933333333333334)"
06-01-2023 16:13:55.436066,"(4.2, 6.6, 6.323684210526316)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.933333333333334)"
06-01-2023 16:13:56.380213,"(4.2, 6.6, 6.323684210526316)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.933333333333334)"
06-01-2023 16:13:57.240854,"(4.2, 6.6, 6.323684210526316)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.933333333333334)"
06-01-2023 16:13:58.074890,"(4.2, 6.6, 6.323684210526316)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.933333333333334)"
06-01-2023 16:13:58.982757,"(4.2, 6.6, 6.323684210526316)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.933333333333334)"
06-01-2023 16:13:59.842713,"(4.2, 6.6, 6.323684210526316)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.933333333333334)"
06-01-2023 16:14:00.646702,"(4.2, 6.6, 6.323684210526316)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.933333333333334)"
06-01-2023 16:14:01.559478,"(4.2, 6.6, 6.323684210526316)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.825)","(8.5, 20.0, 12.933333333333334)"
06-01-2023 16:14:02.565262,"(4.2, 6.6, 6.323684210526316)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.25, 2.70125)","(8.5, 20.0, 12.933333333333334)"
06-01-2023 16:14:03.523064,"(4.2, 6.6, 6.323684210526316)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.2, 2.70125)","(8.5, 20.0, 12.933333333333334)"
06-01-2023 16:14:04.428473,"(4.2, 6.6, 6.323684210526316)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.15, 2.9518181818181817)","(8.5, 20.0, 12.933333333333334)"
06-01-2023 16:14:05.287188,"(4.2, 6.6, 6.323684210526316)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.15, 2.9518181818181817)","(8.5, 20.0, 12.933333333333334)"
06-01-2023 16:14:06.243297,"(4.2, 6.6, 6.323684210526316)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.15, 2.9518181818181817)","(8.5, 20.0, 12.933333333333334)"
06-01-2023 16:14:07.096442,"(4.2, 6.6, 6.323684210526316)","(6.0, 11.0, 8.89090909090909)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.15, 2.9518181818181817)","(8.5, 20.0, 12.933333333333334)"
06-01-2023 16:14:08.024750,"(4.2, 6.6, 6.323684210526316)","(6.0, 11.0, 9.342857142857142)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.15, 2.9518181818181817)","(8.5, 20.0, 12.933333333333334)"
06-01-2023 16:14:09.010440,"(4.2, 6.6, 6.323684210526316)","(6.0, 11.0, 9.342857142857142)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.15, 2.9518181818181817)","(8.5, 20.0, 12.933333333333334)"
06-01-2023 16:14:09.826672,"(4.2, 6.6, 6.323684210526316)","(6.0, 11.0, 9.342857142857142)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.15, 2.9518181818181817)","(8.5, 20.0, 12.933333333333334)"
06-01-2023 16:14:10.629444,"(4.2, 6.6, 6.06875)","(6.0, 11.0, 8.422222222222222)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.15, 2.9518181818181817)","(8.5, 21.0, 11.72)"
06-01-2023 16:14:11.504234,"(4.2, 6.6, 6.06875)","(6.0, 10.0, 8.62857142857143)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.15, 2.9518181818181817)","(8.5, 22.0, 11.200000000000001)"
06-01-2023 16:14:12.471618,"(4.2, 6.6, 6.06875)","(6.0, 10.0, 8.62857142857143)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.15, 2.9518181818181817)","(8.5, 22.0, 11.200000000000001)"
06-01-2023 16:14:13.360815,"(4.2, 6.6, 6.06875)","(6.0, 10.0, 8.62857142857143)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.15, 2.9518181818181817)","(8.5, 22.0, 11.200000000000001)"
06-01-2023 16:14:14.193784,"(4.2, 6.6, 6.06875)","(6.0, 10.0, 8.62857142857143)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.15, 2.9518181818181817)","(8.5, 22.0, 11.200000000000001)"
06-01-2023 16:14:15.028062,"(4.2, 6.6, 6.06875)","(6.0, 10.0, 8.62857142857143)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.15, 2.9518181818181817)","(8.5, 22.0, 11.200000000000001)"
06-01-2023 16:14:15.938602,"(4.2, 6.6, 6.06875)","(6.0, 10.0, 8.62857142857143)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.15, 2.9518181818181817)","(8.5, 22.0, 11.200000000000001)"
06-01-2023 16:14:16.777482,"(4.2, 6.6, 6.06875)","(6.0, 10.0, 8.62857142857143)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.15, 2.9518181818181817)","(8.5, 22.0, 11.200000000000001)"
06-01-2023 16:14:17.668407,"(4.2, 6.6, 6.06875)","(6.0, 10.0, 8.62857142857143)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.15, 2.9518181818181817)","(8.5, 22.0, 11.200000000000001)"
06-01-2023 16:14:18.594785,"(4.2, 6.6, 6.06875)","(6.0, 10.0, 8.62857142857143)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.15, 2.9518181818181817)","(8.5, 22.0, 11.200000000000001)"
06-01-2023 16:14:19.442067,"(4.2, 6.4, 6.166666666666667)","(6.0, 10.0, 8.62857142857143)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.15, 2.9518181818181817)","(8.5, 22.0, 11.200000000000001)"
06-01-2023 16:14:20.367587,"(4.2, 6.4, 6.166666666666667)","(6.0, 10.0, 8.62857142857143)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.15, 2.9518181818181817)","(8.5, 22.0, 11.200000000000001)"
06-01-2023 16:14:21.261301,"(4.2, 6.4, 6.166666666666667)","(6.0, 10.0, 8.62857142857143)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.15, 2.9518181818181817)","(8.5, 22.0, 11.200000000000001)"
06-01-2023 16:14:22.120079,"(4.2, 6.4, 6.166666666666667)","(6.0, 10.0, 8.62857142857143)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.15, 2.9518181818181817)","(8.5, 22.0, 15.815384615384616)"
06-01-2023 16:14:23.000694,"(4.2, 6.4, 6.166666666666667)","(6.0, 10.0, 8.62857142857143)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.15, 2.9518181818181817)","(8.5, 22.0, 12.100000000000001)"
06-01-2023 16:14:23.919223,"(4.2, 6.4, 6.166666666666667)","(6.0, 10.0, 8.62857142857143)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.15, 2.9518181818181817)","(8.5, 22.0, 13.96)"
06-01-2023 16:14:24.832997,"(4.2, 6.4, 6.166666666666667)","(6.0, 10.0, 8.62857142857143)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.2, 2.915)","(8.5, 22.0, 13.96)"
06-01-2023 16:14:25.748012,"(4.2, 6.4, 6.166666666666667)","(6.0, 10.0, 8.62857142857143)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.2, 2.915)","(8.5, 22.0, 13.96)"
06-01-2023 16:14:26.552061,"(4.2, 6.4, 6.166666666666667)","(6.0, 10.0, 8.62857142857143)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.1, 2.910909090909091)","(8.5, 22.0, 13.96)"
06-01-2023 16:14:27.456875,"(4.2, 6.4, 6.166666666666667)","(6.0, 10.0, 8.62857142857143)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.1, 2.910909090909091)","(8.5, 22.0, 10.514285714285714)"
06-01-2023 16:14:28.365088,"(4.2, 6.4, 6.166666666666667)","(6.0, 10.0, 8.62857142857143)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.1, 2.910909090909091)","(8.5, 22.0, 10.514285714285714)"
06-01-2023 16:14:29.324546,"(4.2, 6.4, 6.166666666666667)","(6.0, 10.0, 8.62857142857143)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.1, 2.910909090909091)","(8.5, 22.0, 10.514285714285714)"
06-01-2023 16:14:30.234901,"(4.2, 6.4, 6.166666666666667)","(6.0, 10.0, 8.62857142857143)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.1, 2.910909090909091)","(8.5, 22.0, 10.514285714285714)"
06-01-2023 16:14:31.096754,"(4.2, 6.4, 6.166666666666667)","(6.0, 10.0, 8.62857142857143)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.1, 2.910909090909091)","(8.5, 22.0, 10.514285714285714)"
06-01-2023 16:14:31.957543,"(4.2, 6.4, 6.166666666666667)","(6.0, 10.0, 8.62857142857143)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.1, 2.910909090909091)","(8.5, 22.0, 10.514285714285714)"
06-01-2023 16:14:32.824479,"(4.2, 6.4, 6.166666666666667)","(6.0, 10.0, 8.62857142857143)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.1, 2.910909090909091)","(8.5, 22.0, 10.514285714285714)"
06-01-2023 16:14:33.719710,"(4.2, 6.4, 6.166666666666667)","(6.0, 10.0, 8.62857142857143)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.1, 2.910909090909091)","(8.5, 22.0, 10.514285714285714)"
06-01-2023 16:14:34.684325,"(4.2, 6.4, 6.166666666666667)","(6.0, 10.0, 8.62857142857143)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.1, 2.910909090909091)","(8.5, 22.0, 10.514285714285714)"
06-01-2023 16:14:35.589573,"(4.2, 6.4, 6.166666666666667)","(6.0, 10.0, 8.62857142857143)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.1, 2.910909090909091)","(8.5, 22.0, 10.514285714285714)"
06-01-2023 16:14:36.429368,"(4.2, 6.4, 6.166666666666667)","(6.0, 9.8, 8.266666666666667)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.1, 2.910909090909091)","(8.5, 22.0, 10.514285714285714)"
06-01-2023 16:14:37.339229,"(4.2, 6.4, 6.166666666666667)","(6.0, 9.8, 8.266666666666667)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.1, 2.910909090909091)","(8.5, 22.0, 10.514285714285714)"
06-01-2023 16:14:38.346181,"(4.2, 6.4, 6.166666666666667)","(6.0, 9.8, 8.266666666666667)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.1, 2.910909090909091)","(8.5, 22.0, 10.514285714285714)"
06-01-2023 16:14:39.218304,"(4.2, 6.4, 6.166666666666667)","(6.0, 9.8, 8.266666666666667)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.1, 2.910909090909091)","(8.5, 22.0, 10.514285714285714)"
06-01-2023 16:14:40.068517,"(4.2, 6.4, 5.727777777777778)","(6.0, 9.8, 8.266666666666667)","(4.8, 7.0, 5.8)","(2.0, 3.1, 2.910909090909091)","(8.5, 22.0, 10.514285714285714)"
06-01-2023 16:14:40.878126,"(4.2, 6.4, 5.7631578947368425)","(6.0, 9.8, 8.266666666666667)","(4.8, 7.0, 5.211111111111111)","(2.0, 3.1, 2.910909090909091)","(8.5, 22.0, 10.514285714285714)"
06-01-2023 16:14:41.781320,"(4.2, 6.4, 5.7631578947368425)","(6.0, 9.8, 8.266666666666667)","(4.8, 7.0, 5.211111111111111)","(2.0, 3.1, 2.910909090909091)","(8.5, 22.0, 10.514285714285714)"
06-01-2023 16:14:42.685939,"(4.2, 6.4, 5.7631578947368425)","(6.0, 9.8, 8.266666666666667)","(4.8, 7.0, 5.211111111111111)","(2.0, 3.1, 2.910909090909091)","(8.5, 22.0, 10.514285714285714)"
06-01-2023 16:14:43.563753,"(4.2, 6.4, 5.7631578947368425)","(6.0, 9.8, 8.266666666666667)","(4.8, 7.0, 5.211111111111111)","(2.0, 3.1, 2.910909090909091)","(8.5, 21.0, 12.733333333333334)"
06-01-2023 16:14:44.484768,"(4.2, 6.4, 5.7631578947368425)","(6.0, 9.8, 8.266666666666667)","(4.8, 7.0, 5.211111111111111)","(2.0, 3.1, 2.910909090909091)","(8.5, 21.0, 12.733333333333334)"
06-01-2023 16:14:45.334197,"(4.2, 6.4, 5.7631578947368425)","(6.0, 9.8, 8.266666666666667)","(4.8, 7.0, 5.211111111111111)","(2.0, 3.1, 2.910909090909091)","(8.5, 21.0, 12.733333333333334)"
06-01-2023 16:14:46.185443,"(4.2, 6.4, 5.7631578947368425)","(6.0, 9.8, 8.266666666666667)","(4.8, 7.0, 5.211111111111111)","(2.0, 3.1, 2.910909090909091)","(8.5, 21.0, 12.733333333333334)"
06-01-2023 16:14:47.104735,"(4.2, 6.4, 5.7631578947368425)","(6.0, 9.8, 8.266666666666667)","(4.8, 7.0, 5.211111111111111)","(2.0, 3.2, 3.0860000000000003)","(8.5, 21.0, 12.733333333333334)"
06-01-2023 16:14:48.012954,"(4.2, 6.4, 5.7631578947368425)","(6.0, 9.8, 8.266666666666667)","(4.8, 7.0, 4.8999999999999995)","(2.0, 3.2, 3.0860000000000003)","(8.5, 21.0, 12.733333333333334)"
06-01-2023 16:14:48.930302,"(4.2, 6.4, 6.147916666666667)","(6.0, 9.8, 8.266666666666667)","(4.8, 7.0, 5.6000000000000005)","(2.0, 3.2, 2.9518181818181817)","(8.5, 21.0, 12.733333333333334)"
06-01-2023 16:14:49.750498,"(4.2, 6.4, 6.147916666666667)","(6.0, 9.8, 8.266666666666667)","(4.8, 7.0, 5.6000000000000005)","(2.0, 3.15, 2.9518181818181817)","(8.5, 21.0, 12.733333333333334)"
06-01-2023 16:14:50.619611,"(4.2, 6.4, 6.147916666666667)","(6.0, 9.8, 8.266666666666667)","(4.8, 7.0, 5.6000000000000005)","(2.0, 3.15, 2.9518181818181817)","(8.5, 21.0, 12.733333333333334)"
06-01-2023 16:14:51.534923,"(4.2, 6.4, 6.147916666666667)","(6.0, 9.8, 8.266666666666667)","(4.8, 7.0, 5.6000000000000005)","(2.0, 3.15, 2.9518181818181817)","(8.5, 21.0, 12.733333333333334)"
06-01-2023 16:14:52.502695,"(4.2, 6.4, 6.147916666666667)","(6.0, 9.8, 8.266666666666667)","(4.8, 7.0, 5.6000000000000005)","(2.0, 3.15, 2.9518181818181817)","(8.5, 21.0, 12.733333333333334)"
06-01-2023 16:14:53.344689,"(4.2, 6.4, 6.191891891891892)","(6.0, 9.8, 8.266666666666667)","(4.8, 7.0, 5.6000000000000005)","(2.0, 3.15, 2.9518181818181817)","(8.5, 21.0, 16.866666666666667)"
06-01-2023 16:14:54.213388,"(4.2, 6.4, 6.191891891891892)","(6.0, 9.8, 8.266666666666667)","(4.8, 7.0, 5.6000000000000005)","(2.0, 3.15, 2.9518181818181817)","(8.5, 21.0, 16.866666666666667)"
