,Style Council,Wallys Boy,Good Chat Mort,Sheriff Bart,Hustlers Girl,Chillin Villain,Out Of Turmoil,Rumble Smile
12,"[datetime.datetime(2022, 11, 28, 10, 3, 50, 907462), 7.5, 18.5]","[datetime.datetime(2022, 11, 28, 10, 3, 50, 907462), 4.6, 9.6]","[datetime.datetime(2022, 11, 28, 10, 3, 50, 907462), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 3, 50, 907462), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 10, 3, 50, 907462), 11.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 3, 50, 907462), 5.0, 15.0]","[datetime.datetime(2022, 11, 28, 10, 3, 50, 907462), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 10, 3, 50, 907462), 5.0, 11.0]"
13,"[datetime.datetime(2022, 11, 28, 10, 3, 52, 35358), 7.5, 18.5]","[datetime.datetime(2022, 11, 28, 10, 3, 52, 35358), 4.6, 9.6]","[datetime.datetime(2022, 11, 28, 10, 3, 52, 35358), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 3, 52, 35358), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 10, 3, 52, 35358), 11.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 3, 52, 35358), 5.0, 15.0]","[datetime.datetime(2022, 11, 28, 10, 3, 52, 35358), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 10, 3, 52, 35358), 5.0, 11.0]"
14,"[datetime.datetime(2022, 11, 28, 10, 3, 53, 184346), 7.5, 18.5]","[datetime.datetime(2022, 11, 28, 10, 3, 53, 184346), 4.6, 9.6]","[datetime.datetime(2022, 11, 28, 10, 3, 53, 184346), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 3, 53, 184346), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 10, 3, 53, 184346), 11.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 3, 53, 184346), 5.0, 15.0]","[datetime.datetime(2022, 11, 28, 10, 3, 53, 184346), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 10, 3, 53, 184346), 5.0, 11.0]"
15,"[datetime.datetime(2022, 11, 28, 10, 3, 54, 311183), 7.5, 18.5]","[datetime.datetime(2022, 11, 28, 10, 3, 54, 311183), 4.6, 9.6]","[datetime.datetime(2022, 11, 28, 10, 3, 54, 311183), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 3, 54, 311183), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 10, 3, 54, 311183), 11.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 3, 54, 311183), 5.0, 15.0]","[datetime.datetime(2022, 11, 28, 10, 3, 54, 311183), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 10, 3, 54, 311183), 5.0, 11.0]"
16,"[datetime.datetime(2022, 11, 28, 10, 3, 55, 439162), 7.5, 18.5]","[datetime.datetime(2022, 11, 28, 10, 3, 55, 439162), 4.6, 9.6]","[datetime.datetime(2022, 11, 28, 10, 3, 55, 439162), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 3, 55, 439162), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 10, 3, 55, 439162), 11.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 3, 55, 439162), 5.0, 15.0]","[datetime.datetime(2022, 11, 28, 10, 3, 55, 439162), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 10, 3, 55, 439162), 5.0, 11.0]"
17,"[datetime.datetime(2022, 11, 28, 10, 3, 56, 582427), 7.5, 18.5]","[datetime.datetime(2022, 11, 28, 10, 3, 56, 582427), 4.6, 9.6]","[datetime.datetime(2022, 11, 28, 10, 3, 56, 582427), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 3, 56, 582427), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 10, 3, 56, 582427), 11.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 3, 56, 582427), 5.0, 15.0]","[datetime.datetime(2022, 11, 28, 10, 3, 56, 582427), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 10, 3, 56, 582427), 5.0, 11.0]"
18,"[datetime.datetime(2022, 11, 28, 10, 3, 57, 706697), 7.5, 18.5]","[datetime.datetime(2022, 11, 28, 10, 3, 57, 706697), 4.6, 9.6]","[datetime.datetime(2022, 11, 28, 10, 3, 57, 706697), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 3, 57, 706697), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 10, 3, 57, 706697), 11.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 3, 57, 706697), 5.0, 15.0]","[datetime.datetime(2022, 11, 28, 10, 3, 57, 706697), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 10, 3, 57, 706697), 5.0, 11.0]"
19,"[datetime.datetime(2022, 11, 28, 10, 3, 58, 840634), 7.5, 18.5]","[datetime.datetime(2022, 11, 28, 10, 3, 58, 840634), 4.6, 9.6]","[datetime.datetime(2022, 11, 28, 10, 3, 58, 840634), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 3, 58, 840634), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 10, 3, 58, 840634), 11.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 3, 58, 840634), 5.0, 15.0]","[datetime.datetime(2022, 11, 28, 10, 3, 58, 840634), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 10, 3, 58, 840634), 5.0, 11.0]"
20,"[datetime.datetime(2022, 11, 28, 10, 3, 59, 970056), 7.5, 18.5]","[datetime.datetime(2022, 11, 28, 10, 3, 59, 970056), 4.6, 9.6]","[datetime.datetime(2022, 11, 28, 10, 3, 59, 970056), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 3, 59, 970056), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 10, 3, 59, 970056), 11.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 3, 59, 970056), 5.0, 15.0]","[datetime.datetime(2022, 11, 28, 10, 3, 59, 970056), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 10, 3, 59, 970056), 5.0, 11.0]"
21,"[datetime.datetime(2022, 11, 28, 10, 4, 1, 98992), 7.5, 18.5]","[datetime.datetime(2022, 11, 28, 10, 4, 1, 98992), 4.6, 9.6]","[datetime.datetime(2022, 11, 28, 10, 4, 1, 98992), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 4, 1, 98992), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 10, 4, 1, 98992), 11.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 4, 1, 98992), 5.0, 15.0]","[datetime.datetime(2022, 11, 28, 10, 4, 1, 98992), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 10, 4, 1, 98992), 5.0, 11.0]"
22,"[datetime.datetime(2022, 11, 28, 10, 4, 2, 229218), 7.5, 18.5]","[datetime.datetime(2022, 11, 28, 10, 4, 2, 229218), 4.6, 9.6]","[datetime.datetime(2022, 11, 28, 10, 4, 2, 229218), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 4, 2, 229218), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 10, 4, 2, 229218), 11.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 4, 2, 229218), 5.0, 15.0]","[datetime.datetime(2022, 11, 28, 10, 4, 2, 229218), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 10, 4, 2, 229218), 5.0, 11.0]"
23,"[datetime.datetime(2022, 11, 28, 10, 4, 3, 362551), 7.5, 18.5]","[datetime.datetime(2022, 11, 28, 10, 4, 3, 362551), 4.6, 9.6]","[datetime.datetime(2022, 11, 28, 10, 4, 3, 362551), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 4, 3, 362551), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 10, 4, 3, 362551), 11.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 4, 3, 362551), 5.0, 15.0]","[datetime.datetime(2022, 11, 28, 10, 4, 3, 362551), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 10, 4, 3, 362551), 5.0, 11.0]"
24,"[datetime.datetime(2022, 11, 28, 10, 4, 4, 494201), 7.5, 18.5]","[datetime.datetime(2022, 11, 28, 10, 4, 4, 494201), 4.6, 9.6]","[datetime.datetime(2022, 11, 28, 10, 4, 4, 494201), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 4, 4, 494201), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 10, 4, 4, 494201), 11.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 4, 4, 494201), 5.0, 15.0]","[datetime.datetime(2022, 11, 28, 10, 4, 4, 494201), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 10, 4, 4, 494201), 5.0, 11.0]"
25,"[datetime.datetime(2022, 11, 28, 10, 4, 5, 616615), 7.5, 18.5]","[datetime.datetime(2022, 11, 28, 10, 4, 5, 616615), 4.6, 9.6]","[datetime.datetime(2022, 11, 28, 10, 4, 5, 616615), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 4, 5, 616615), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 10, 4, 5, 616615), 11.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 4, 5, 616615), 5.0, 15.0]","[datetime.datetime(2022, 11, 28, 10, 4, 5, 616615), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 10, 4, 5, 616615), 5.0, 11.0]"
26,"[datetime.datetime(2022, 11, 28, 10, 4, 6, 753535), 7.5, 18.5]","[datetime.datetime(2022, 11, 28, 10, 4, 6, 753535), 4.6, 9.6]","[datetime.datetime(2022, 11, 28, 10, 4, 6, 753535), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 4, 6, 753535), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 10, 4, 6, 753535), 11.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 4, 6, 753535), 5.0, 15.0]","[datetime.datetime(2022, 11, 28, 10, 4, 6, 753535), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 10, 4, 6, 753535), 5.0, 11.0]"
27,"[datetime.datetime(2022, 11, 28, 10, 4, 7, 881088), 7.5, 18.5]","[datetime.datetime(2022, 11, 28, 10, 4, 7, 881088), 4.6, 9.6]","[datetime.datetime(2022, 11, 28, 10, 4, 7, 881088), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 4, 7, 881088), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 10, 4, 7, 881088), 11.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 4, 7, 881088), 5.0, 15.0]","[datetime.datetime(2022, 11, 28, 10, 4, 7, 881088), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 10, 4, 7, 881088), 5.0, 11.0]"
28,"[datetime.datetime(2022, 11, 28, 10, 4, 9, 12264), 7.5, 18.5]","[datetime.datetime(2022, 11, 28, 10, 4, 9, 12264), 4.6, 9.6]","[datetime.datetime(2022, 11, 28, 10, 4, 9, 12264), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 4, 9, 12264), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 10, 4, 9, 12264), 11.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 4, 9, 12264), 5.0, 15.0]","[datetime.datetime(2022, 11, 28, 10, 4, 9, 12264), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 10, 4, 9, 12264), 5.0, 11.0]"
29,"[datetime.datetime(2022, 11, 28, 10, 4, 10, 154520), 7.5, 18.5]","[datetime.datetime(2022, 11, 28, 10, 4, 10, 154520), 4.6, 9.6]","[datetime.datetime(2022, 11, 28, 10, 4, 10, 154520), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 4, 10, 154520), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 10, 4, 10, 154520), 11.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 4, 10, 154520), 5.0, 15.0]","[datetime.datetime(2022, 11, 28, 10, 4, 10, 154520), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 10, 4, 10, 154520), 5.0, 11.0]"
30,"[datetime.datetime(2022, 11, 28, 10, 4, 11, 301841), 7.5, 18.5]","[datetime.datetime(2022, 11, 28, 10, 4, 11, 301841), 4.6, 9.6]","[datetime.datetime(2022, 11, 28, 10, 4, 11, 301841), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 4, 11, 301841), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 10, 4, 11, 301841), 11.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 4, 11, 301841), 5.0, 15.0]","[datetime.datetime(2022, 11, 28, 10, 4, 11, 301841), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 10, 4, 11, 301841), 5.0, 11.0]"
31,"[datetime.datetime(2022, 11, 28, 10, 4, 12, 459743), 7.5, 18.5]","[datetime.datetime(2022, 11, 28, 10, 4, 12, 459743), 4.6, 9.6]","[datetime.datetime(2022, 11, 28, 10, 4, 12, 459743), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 4, 12, 459743), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 10, 4, 12, 459743), 11.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 4, 12, 459743), 5.0, 15.0]","[datetime.datetime(2022, 11, 28, 10, 4, 12, 459743), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 10, 4, 12, 459743), 5.0, 11.0]"
32,"[datetime.datetime(2022, 11, 28, 10, 4, 13, 604940), 7.5, 18.5]","[datetime.datetime(2022, 11, 28, 10, 4, 13, 604940), 4.6, 9.6]","[datetime.datetime(2022, 11, 28, 10, 4, 13, 604940), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 4, 13, 604940), 11.0, 26.0]","[datetime.datetime(2022, 11, 28, 10, 4, 13, 604940), 11.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 4, 13, 604940), 5.0, 15.0]","[datetime.datetime(2022, 11, 28, 10, 4, 13, 604940), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 10, 4, 13, 604940), 5.0, 11.0]"
33,"[datetime.datetime(2022, 11, 28, 10, 4, 14, 745985), 7.5, 18.5]","[datetime.datetime(2022, 11, 28, 10, 4, 14, 745985), 4.6, 9.6]","[datetime.datetime(2022, 11, 28, 10, 4, 14, 745985), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 4, 14, 745985), 11.0, 26.0]","[datetime.datetime(2022, 11, 28, 10, 4, 14, 745985), 11.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 4, 14, 745985), 5.0, 15.0]","[datetime.datetime(2022, 11, 28, 10, 4, 14, 745985), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 10, 4, 14, 745985), 5.0, 11.0]"
34,"[datetime.datetime(2022, 11, 28, 10, 4, 15, 873802), 7.5, 18.5]","[datetime.datetime(2022, 11, 28, 10, 4, 15, 873802), 4.6, 9.6]","[datetime.datetime(2022, 11, 28, 10, 4, 15, 873802), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 4, 15, 873802), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 4, 15, 873802), 11.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 4, 15, 873802), 5.0, 15.0]","[datetime.datetime(2022, 11, 28, 10, 4, 15, 873802), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 10, 4, 15, 873802), 5.0, 11.0]"
35,"[datetime.datetime(2022, 11, 28, 10, 4, 17, 4694), 7.5, 18.5]","[datetime.datetime(2022, 11, 28, 10, 4, 17, 4694), 4.6, 9.6]","[datetime.datetime(2022, 11, 28, 10, 4, 17, 4694), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 4, 17, 4694), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 4, 17, 4694), 11.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 4, 17, 4694), 5.0, 15.0]","[datetime.datetime(2022, 11, 28, 10, 4, 17, 4694), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 10, 4, 17, 4694), 5.0, 11.0]"
36,"[datetime.datetime(2022, 11, 28, 10, 4, 18, 131324), 7.5, 18.5]","[datetime.datetime(2022, 11, 28, 10, 4, 18, 131324), 4.6, 9.6]","[datetime.datetime(2022, 11, 28, 10, 4, 18, 131324), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 4, 18, 131324), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 4, 18, 131324), 11.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 4, 18, 131324), 5.0, 15.0]","[datetime.datetime(2022, 11, 28, 10, 4, 18, 131324), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 10, 4, 18, 131324), 5.0, 11.0]"
37,"[datetime.datetime(2022, 11, 28, 10, 4, 19, 264041), 7.5, 18.5]","[datetime.datetime(2022, 11, 28, 10, 4, 19, 264041), 4.6, 9.6]","[datetime.datetime(2022, 11, 28, 10, 4, 19, 264041), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 4, 19, 264041), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 4, 19, 264041), 11.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 4, 19, 264041), 5.0, 15.0]","[datetime.datetime(2022, 11, 28, 10, 4, 19, 264041), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 10, 4, 19, 264041), 5.0, 11.0]"
38,"[datetime.datetime(2022, 11, 28, 10, 4, 20, 388701), 7.5, 18.5]","[datetime.datetime(2022, 11, 28, 10, 4, 20, 388701), 4.6, 9.6]","[datetime.datetime(2022, 11, 28, 10, 4, 20, 388701), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 4, 20, 388701), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 4, 20, 388701), 11.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 4, 20, 388701), 5.0, 15.0]","[datetime.datetime(2022, 11, 28, 10, 4, 20, 388701), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 10, 4, 20, 388701), 5.0, 11.0]"
39,"[datetime.datetime(2022, 11, 28, 10, 4, 21, 524303), 7.5, 19.5]","[datetime.datetime(2022, 11, 28, 10, 4, 21, 524303), 4.6, 9.6]","[datetime.datetime(2022, 11, 28, 10, 4, 21, 524303), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 4, 21, 524303), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 4, 21, 524303), 11.0, 38.0]","[datetime.datetime(2022, 11, 28, 10, 4, 21, 524303), 5.0, 15.0]","[datetime.datetime(2022, 11, 28, 10, 4, 21, 524303), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 10, 4, 21, 524303), 5.0, 11.0]"
