,My Jewel,Uno Kai,World Gone Mad,Manila Brae,Sister Sticker,Blue Redemption
09-01-2023 17:59:28.703213,"(9.0, 19.0, 18.928571428571427)","(26.0, 80.0, 77.77777777777777)","(3.7, 4.1, 4.058333333333334)","(20.0, 26.0, 23.846153846153847)","(2.6, 2.86, 2.853478260869565)","(2.6, 3.5, 3.477777777777778)"
09-01-2023 17:59:29.624391,"(9.0, 19.0, 18.928571428571427)","(26.0, 80.0, 76.08695652173913)","(3.7, 4.1, 4.038636363636363)","(20.0, 26.0, 23.846153846153847)","(2.6, 2.86, 2.864313725490196)","(2.6, 3.5, 3.467857142857143)"
09-01-2023 17:59:30.627349,"(9.0, 19.0, 18.928571428571427)","(26.0, 80.0, 77.77777777777777)","(3.7, 4.1, 4.028947368421052)","(20.0, 26.0, 23.333333333333332)","(2.6, 2.88, 2.864313725490196)","(2.6, 3.5, 3.477777777777778)"
09-01-2023 17:59:31.673199,"(9.0, 19.0, 18.928571428571427)","(26.0, 80.0, 77.77777777777777)","(3.7, 4.1, 4.003571428571428)","(20.0, 26.0, 22.689655172413794)","(2.6, 2.88, 2.848235294117647)","(2.6, 3.5, 3.467857142857143)"
09-01-2023 17:59:32.665121,"(9.0, 19.0, 18.928571428571427)","(26.0, 80.0, 77.77777777777777)","(3.7, 4.1, 4.003571428571428)","(20.0, 26.0, 22.571428571428573)","(2.6, 2.86, 2.84695652173913)","(2.6, 3.5, 3.4894736842105263)"
09-01-2023 17:59:33.640173,"(9.0, 19.0, 18.928571428571427)","(26.0, 80.0, 77.77777777777777)","(3.7, 4.1, 4.04375)","(20.0, 26.0, 22.533333333333335)","(2.6, 2.86, 2.84695652173913)","(2.6, 3.5, 3.4763157894736842)"
09-01-2023 17:59:34.572283,"(9.0, 19.0, 18.928571428571427)","(26.0, 80.0, 76.08695652173913)","(3.7, 4.1, 4.065384615384615)","(20.0, 26.0, 22.615384615384617)","(2.6, 2.86, 2.910322580645161)","(2.6, 3.5, 3.354)"
09-01-2023 17:59:35.499187,"(9.0, 19.5, 18.5625)","(26.0, 80.0, 78.23529411764706)","(3.7, 4.3, 4.1274999999999995)","(20.0, 26.0, 22.615384615384617)","(2.6, 2.96, 2.8941176470588235)","(2.6, 3.45, 3.33)"
09-01-2023 17:59:36.399547,"(9.0, 21.0, 19.3125)","(26.0, 80.0, 78.23529411764706)","(3.7, 4.3, 4.128571428571428)","(20.0, 26.0, 22.615384615384617)","(2.6, 2.96, 2.9073684210526314)","(2.6, 3.45, 3.2857142857142856)"
09-01-2023 17:59:37.311838,"(9.0, 21.0, 19.32)","(26.0, 80.0, 78.23529411764706)","(3.7, 4.1, 4.066666666666666)","(20.0, 26.0, 22.615384615384617)","(2.6, 2.96, 2.9183333333333334)","(2.6, 3.4, 3.335)"
09-01-2023 17:59:38.298293,"(9.0, 21.0, 19.434782608695652)","(26.0, 80.0, 78.23529411764706)","(3.7, 4.1, 4.016666666666667)","(20.0, 25.0, 23.0)","(2.6, 2.96, 2.9266666666666667)","(2.6, 3.35, 3.3083333333333336)"
09-01-2023 17:59:39.228223,"(9.0, 21.0, 19.4375)","(26.0, 80.0, 78.23529411764706)","(3.7, 4.1, 4.016666666666667)","(20.0, 25.0, 23.142857142857142)","(2.6, 2.96, 2.951111111111111)","(2.6, 3.35, 3.272222222222222)"
09-01-2023 17:59:40.281470,"(9.0, 22.0, 20.653846153846153)","(26.0, 80.0, 78.23529411764706)","(3.7, 4.1, 4.016666666666667)","(20.0, 24.0, 23.142857142857142)","(2.6, 2.96, 2.964)","(2.6, 3.35, 3.2394736842105263)"
09-01-2023 17:59:41.211481,"(9.0, 22.0, 19.272727272727273)","(26.0, 80.0, 78.75)","(3.7, 4.1, 4.016666666666667)","(20.0, 24.0, 23.142857142857142)","(2.6, 2.98, 2.9608695652173913)","(2.6, 3.35, 3.1538461538461537)"
09-01-2023 17:59:42.115514,"(9.0, 23.0, 21.333333333333332)","(26.0, 100.0, 87.5)","(3.7, 4.2, 4.1375)","(20.0, 24.0, 23.428571428571427)","(2.45, 2.98, 2.9616541353383457)","(2.6, 3.2, 3.1475)"
09-01-2023 17:59:43.010097,"(9.0, 24.0, 21.857142857142858)","(26.0, 90.0, 85.0)","(3.7, 4.2, 4.1454545454545455)","(20.0, 24.0, 23.428571428571427)","(2.45, 3.0, 2.961635687732342)","(2.6, 3.2, 3.172727272727273)"
09-01-2023 17:59:43.860415,"(9.0, 24.0, 20.21212121212121)","(26.0, 90.0, 86.66666666666667)","(3.7, 4.2, 4.105263157894737)","(20.0, 24.0, 23.05263157894737)","(2.45, 3.0, 2.980380228136882)","(2.6, 3.2, 3.109090909090909)"
09-01-2023 17:59:44.705841,"(9.0, 24.0, 20.21212121212121)","(26.0, 85.0, 82.5)","(3.7, 4.2, 4.014084507042254)","(20.0, 24.0, 22.833333333333332)","(2.45, 3.0, 2.9806949806949805)","(2.6, 3.2, 3.0875)"
09-01-2023 17:59:45.569625,"(9.0, 23.0, 21.0)","(26.0, 85.0, 79.78260869565217)","(3.7, 4.1, 4.0625)","(20.0, 24.0, 22.689655172413794)","(2.45, 3.0, 2.9806949806949805)","(2.6, 3.2, 2.988951048951049)"
09-01-2023 17:59:46.455480,"(9.0, 24.0, 23.26923076923077)","(26.0, 85.0, 82.5)","(3.7, 4.2, 4.161818181818182)","(20.0, 24.0, 23.333333333333332)","(2.45, 3.0, 2.9868817204301075)","(2.6, 3.0, 2.9868)"
09-01-2023 17:59:47.374267,"(9.0, 24.0, 23.15)","(26.0, 85.0, 81.66666666666667)","(3.7, 4.2, 4.175)","(20.0, 24.0, 24.333333333333332)","(2.45, 3.0, 2.980655737704918)","(2.6, 3.0, 2.98258064516129)"
09-01-2023 17:59:48.322649,"(8.5, 24.0, 22.3)","(26.0, 85.0, 80.625)","(3.7, 4.2, 4.165)","(21.0, 26.0, 25.333333333333332)","(2.5, 3.0, 2.9814173228346457)","(2.6, 3.0, 2.98258064516129)"
09-01-2023 17:59:49.267033,"(8.5, 24.0, 22.3)","(26.0, 85.0, 82.75)","(3.7, 4.2, 4.165)","(21.0, 26.0, 24.88888888888889)","(2.5, 3.0, 2.9805839416058393)","(2.6, 3.0, 2.9823529411764707)"
09-01-2023 17:59:50.210141,"(8.5, 24.0, 22.38095238095238)","(26.0, 85.0, 80.2)","(3.7, 4.2, 4.166666666666667)","(21.0, 26.0, 24.75)","(2.5, 3.0, 2.982647058823529)","(2.6, 3.0, 2.9823529411764707)"
09-01-2023 17:59:51.121477,"(8.5, 24.0, 22.38095238095238)","(26.0, 85.0, 82.75)","(3.7, 4.2, 4.166666666666667)","(21.0, 26.0, 24.75)","(2.5, 3.0, 2.982647058823529)","(2.6, 3.0, 2.9823529411764707)"
09-01-2023 17:59:51.992843,"(8.5, 24.0, 22.38095238095238)","(26.0, 85.0, 82.75)","(3.7, 4.2, 4.166666666666667)","(21.0, 26.0, 24.818181818181817)","(2.5, 3.0, 2.982647058823529)","(2.6, 3.0, 2.9823529411764707)"
09-01-2023 17:59:52.879556,"(8.5, 24.0, 22.266666666666666)","(26.0, 85.0, 80.2)","(3.7, 4.2, 4.163157894736842)","(21.0, 26.0, 24.692307692307693)","(2.5, 3.0, 2.982647058823529)","(2.6, 3.0, 2.9901639344262296)"
09-01-2023 17:59:53.726118,"(8.5, 24.0, 22.594594594594593)","(26.0, 85.0, 81.66666666666667)","(3.7, 4.2, 4.158064516129032)","(21.0, 26.0, 24.692307692307693)","(2.5, 3.0, 2.982647058823529)","(2.6, 3.0, 2.9901639344262296)"
09-01-2023 17:59:54.594344,"(9.0, 24.0, 22.666666666666668)","(26.0, 85.0, 82.85714285714286)","(3.6, 4.2, 4.158064516129032)","(19.0, 26.0, 24.692307692307693)","(2.5, 3.0, 2.982647058823529)","(2.6, 3.0, 2.9901639344262296)"
09-01-2023 17:59:55.447162,"(9.0, 24.0, 22.514285714285712)","(26.0, 85.0, 80.78947368421052)","(3.6, 4.3, 4.256521739130434)","(19.0, 26.0, 24.692307692307693)","(2.5, 3.0, 2.9823529411764707)","(2.6, 3.0, 2.9892857142857143)"
09-01-2023 17:59:56.333215,"(9.0, 24.0, 22.514285714285712)","(26.0, 85.0, 82.85714285714286)","(3.6, 4.3, 4.277777777777778)","(19.0, 26.0, 24.692307692307693)","(2.5, 2.98, 3.03)","(2.6, 3.0, 2.967111111111111)"
09-01-2023 17:59:57.263474,"(9.0, 24.0, 22.514285714285712)","(26.0, 85.0, 82.85714285714286)","(3.6, 4.3, 4.233333333333333)","(19.0, 26.0, 24.692307692307693)","(2.5, 3.05, 3.070212765957447)","(2.6, 3.0, 2.9669565217391303)"
09-01-2023 17:59:58.177625,"(9.0, 24.0, 22.514285714285712)","(26.0, 85.0, 80.55555555555556)","(3.6, 4.3, 4.252631578947368)","(19.0, 26.0, 24.692307692307693)","(2.5, 3.1, 3.072)","(2.6, 3.0, 2.9476923076923076)"
09-01-2023 17:59:59.103031,"(9.0, 24.0, 21.923076923076923)","(26.0, 85.0, 82.6923076923077)","(3.6, 4.3, 4.171428571428571)","(19.0, 26.0, 24.692307692307693)","(2.5, 3.15, 3.125757575757576)","(2.6, 2.96, 2.9476923076923076)"
09-01-2023 17:59:59.933019,"(9.0, 23.0, 22.625)","(26.0, 85.0, 82.6923076923077)","(3.6, 4.3, 4.137037037037037)","(19.0, 26.0, 24.692307692307693)","(2.5, 3.15, 3.125757575757576)","(2.6, 2.96, 2.94)"
09-01-2023 18:00:00.819100,"(9.0, 23.0, 21.857142857142858)","(26.0, 85.0, 80.55555555555556)","(3.6, 4.3, 4.171428571428571)","(19.0, 26.0, 24.692307692307693)","(2.5, 3.15, 3.111904761904762)","(2.6, 2.96, 2.9371428571428573)"
09-01-2023 18:00:01.684387,"(9.0, 23.0, 22.0)","(26.0, 85.0, 82.6923076923077)","(3.6, 4.3, 4.1625)","(19.0, 26.0, 24.692307692307693)","(2.5, 3.15, 3.1357142857142857)","(2.6, 2.96, 2.9525)"
09-01-2023 18:00:02.596365,"(9.0, 23.0, 21.821428571428573)","(26.0, 85.0, 82.6923076923077)","(3.6, 4.2, 4.170588235294118)","(19.0, 26.0, 24.9)","(2.5, 3.15, 3.1184210526315788)","(2.6, 2.96, 2.965)"
09-01-2023 18:00:03.501852,"(9.0, 22.0, 21.88235294117647)","(26.0, 85.0, 80.55555555555556)","(3.6, 4.2, 4.15)","(19.0, 25.0, 24.9)","(2.5, 3.15, 3.1184210526315788)","(2.6, 2.98, 2.965)"
09-01-2023 18:00:04.397989,"(9.0, 22.0, 21.88235294117647)","(26.0, 85.0, 82.6923076923077)","(3.6, 4.2, 4.15)","(19.0, 25.0, 24.9)","(2.5, 3.15, 3.1184210526315788)","(2.6, 2.98, 2.965)"
09-01-2023 18:00:05.305116,"(9.0, 22.0, 21.88235294117647)","(26.0, 85.0, 82.6923076923077)","(3.6, 4.2, 4.15)","(19.0, 25.0, 24.9)","(2.5, 3.15, 3.0954545454545452)","(2.6, 2.98, 2.965)"
09-01-2023 18:00:06.180725,"(9.0, 22.0, 21.88235294117647)","(26.0, 85.0, 80.55555555555556)","(3.6, 4.2, 4.121428571428572)","(19.0, 25.0, 24.9)","(2.5, 3.15, 3.0954545454545452)","(2.6, 2.98, 2.965)"
09-01-2023 18:00:07.087115,"(9.0, 22.0, 21.88235294117647)","(26.0, 85.0, 82.6923076923077)","(3.6, 4.2, 4.121428571428572)","(19.0, 25.0, 24.9)","(2.5, 3.15, 3.1125)","(2.6, 2.98, 2.965)"
09-01-2023 18:00:07.963919,"(9.0, 22.0, 21.88235294117647)","(26.0, 85.0, 82.6923076923077)","(3.6, 4.2, 4.090909090909091)","(19.0, 26.0, 24.75)","(2.5, 3.15, 3.1125)","(2.6, 2.98, 2.965)"
09-01-2023 18:00:08.844728,"(9.0, 22.0, 20.896551724137932)","(26.0, 85.0, 82.6923076923077)","(3.6, 4.2, 4.105263157894737)","(19.0, 26.0, 24.75)","(2.5, 3.15, 3.1214285714285714)","(2.6, 2.98, 2.965)"
09-01-2023 18:00:09.790054,"(9.0, 22.0, 21.0)","(26.0, 85.0, 82.6923076923077)","(3.6, 4.2, 4.105263157894737)","(19.0, 26.0, 24.692307692307693)","(2.5, 3.15, 3.125)","(2.6, 2.98, 2.965)"
09-01-2023 18:00:10.741995,"(9.0, 22.0, 21.0)","(26.0, 85.0, 82.6923076923077)","(3.6, 4.2, 4.105263157894737)","(19.0, 26.0, 24.692307692307693)","(2.5, 3.15, 3.0625)","(2.6, 2.98, 2.97125)"
09-01-2023 18:00:11.619471,"(9.0, 22.0, 21.103448275862068)","(26.0, 85.0, 83.33333333333333)","(3.6, 4.3, 4.109090909090909)","(19.0, 26.0, 25.22222222222222)","(2.5, 3.15, 2.9811111111111113)","(2.6, 3.0, 2.985)"
09-01-2023 18:00:12.529125,"(9.0, 22.0, 20.72222222222222)","(26.0, 85.0, 83.57142857142857)","(3.6, 4.3, 4.135714285714285)","(19.0, 26.0, 25.266666666666666)","(2.5, 3.1, 3.052)","(2.6, 3.0, 2.985)"
09-01-2023 18:00:13.414531,"(9.0, 22.0, 20.72222222222222)","(26.0, 85.0, 83.57142857142857)","(3.6, 4.3, 4.182051282051281)","(19.0, 26.0, 24.6)","(2.5, 3.1, 3.052)","(2.6, 3.0, 2.9890909090909092)"
09-01-2023 18:00:14.268078,"(9.0, 22.0, 20.74418604651163)","(26.0, 85.0, 83.57142857142857)","(3.6, 4.3, 4.182051282051281)","(19.0, 26.0, 24.6)","(2.5, 3.1, 3.026153846153846)","(2.6, 3.0, 2.9890909090909092)"
09-01-2023 18:00:15.220131,"(9.0, 22.0, 20.57894736842105)","(26.0, 85.0, 81.3157894736842)","(3.6, 4.3, 4.228)","(19.0, 26.0, 24.6)","(2.5, 3.1, 3.026153846153846)","(2.6, 3.0, 3.0056666666666665)"
09-01-2023 18:00:16.064591,"(9.0, 22.0, 20.57894736842105)","(26.0, 85.0, 83.57142857142857)","(3.6, 4.3, 4.228)","(19.0, 26.0, 24.6)","(2.5, 3.1, 3.026153846153846)","(2.6, 3.05, 3.0026470588235292)"
09-01-2023 18:00:16.924508,"(9.0, 22.0, 20.57894736842105)","(26.0, 85.0, 83.57142857142857)","(3.6, 4.3, 4.228)","(19.0, 26.0, 24.6)","(2.5, 3.1, 3.026153846153846)","(2.6, 3.05, 3.001212121212121)"
09-01-2023 18:00:17.812743,"(9.0, 22.0, 20.57894736842105)","(26.0, 85.0, 83.57142857142857)","(3.6, 4.3, 4.214285714285714)","(19.0, 26.0, 24.6)","(2.5, 3.1, 3.0420689655172413)","(2.6, 3.05, 3.0293650793650793)"
09-01-2023 18:00:18.800202,"(9.0, 22.0, 20.57894736842105)","(31.0, 85.0, 82.5)","(3.6, 4.3, 4.214285714285714)","(19.0, 26.0, 24.6)","(2.5, 3.1, 3.0420689655172413)","(2.6, 3.05, 3.0349056603773583)"
09-01-2023 18:00:19.749929,"(9.0, 22.0, 20.57894736842105)","(31.0, 85.0, 82.5)","(3.6, 4.3, 4.214285714285714)","(19.0, 26.0, 24.88888888888889)","(2.5, 3.1, 3.0420689655172413)","(2.6, 3.05, 3.0364406779661017)"
09-01-2023 18:00:20.695788,"(9.0, 22.0, 20.57894736842105)","(31.0, 85.0, 79.61538461538461)","(3.6, 4.2, 4.170967741935484)","(19.0, 25.0, 24.88888888888889)","(2.5, 3.1, 3.0420689655172413)","(2.6, 3.05, 3.0370967741935484)"
09-01-2023 18:00:21.706990,"(9.0, 22.0, 20.57894736842105)","(31.0, 85.0, 82.5)","(3.6, 4.2, 4.152631578947369)","(19.0, 25.0, 24.88888888888889)","(2.5, 3.1, 3.0582608695652174)","(2.6, 3.05, 3.0304878048780486)"
09-01-2023 18:00:22.617083,"(9.0, 22.0, 20.57894736842105)","(31.0, 85.0, 82.5)","(3.6, 4.2, 4.152631578947369)","(19.0, 25.0, 24.88888888888889)","(2.5, 3.1, 3.0582608695652174)","(2.6, 3.05, 3.025)"
09-01-2023 18:00:23.540418,"(9.0, 22.0, 20.57894736842105)","(31.0, 85.0, 79.61538461538461)","(3.6, 4.2, 4.155555555555556)","(19.0, 25.0, 24.88888888888889)","(2.5, 3.1, 3.033333333333333)","(2.6, 3.05, 3.025)"
09-01-2023 18:00:24.412681,"(9.0, 22.0, 20.57894736842105)","(31.0, 85.0, 82.5)","(3.6, 4.2, 4.1625)","(19.0, 25.0, 24.88888888888889)","(2.5, 3.1, 3.05)","(2.6, 3.05, 2.981025641025641)"
09-01-2023 18:00:25.274417,"(9.0, 22.0, 20.57894736842105)","(31.0, 85.0, 82.5)","(3.6, 4.2, 4.1863636363636365)","(19.0, 26.0, 24.88888888888889)","(2.5, 3.15, 3.1293103448275863)","(2.6, 3.0, 2.9862962962962962)"
09-01-2023 18:00:26.118707,"(9.0, 22.0, 20.57894736842105)","(31.0, 85.0, 82.5)","(3.6, 4.3, 4.239393939393939)","(19.0, 25.0, 23.5)","(2.5, 3.15, 3.1266666666666665)","(2.6, 3.0, 2.9725925925925925)"
09-01-2023 18:00:26.933295,"(9.0, 22.0, 20.57894736842105)","(31.0, 85.0, 82.5)","(3.6, 4.3, 4.2437499999999995)","(19.0, 25.0, 23.434782608695652)","(2.5, 3.15, 3.128125)","(2.6, 3.0, 2.9725925925925925)"
09-01-2023 18:00:27.815718,"(9.0, 22.0, 20.57894736842105)","(31.0, 85.0, 82.5)","(3.6, 4.3, 4.214285714285714)","(19.0, 25.0, 23.434782608695652)","(2.5, 3.15, 3.0863636363636364)","(2.6, 2.98, 2.975)"
09-01-2023 18:00:28.661947,"(9.0, 22.0, 20.57894736842105)","(31.0, 85.0, 82.5)","(3.6, 4.2, 4.15)","(19.0, 25.0, 23.434782608695652)","(2.5, 3.15, 3.0863636363636364)","(2.6, 2.98, 2.975)"
09-01-2023 18:00:29.557374,"(9.0, 22.0, 20.57894736842105)","(31.0, 85.0, 82.5)","(3.6, 4.2, 4.123529411764705)","(19.0, 25.0, 23.434782608695652)","(2.5, 3.15, 3.0863636363636364)","(2.6, 2.98, 2.975)"
09-01-2023 18:00:30.461842,"(9.0, 22.0, 20.57894736842105)","(31.0, 85.0, 82.5)","(3.6, 4.2, 4.123529411764705)","(19.0, 25.0, 23.434782608695652)","(2.5, 3.15, 3.0863636363636364)","(2.6, 2.98, 2.975)"
09-01-2023 18:00:31.351120,"(9.0, 22.0, 20.57894736842105)","(31.0, 85.0, 82.5)","(3.6, 4.2, 4.140909090909091)","(19.0, 25.0, 23.434782608695652)","(2.5, 3.15, 3.094444444444444)","(2.6, 2.98, 2.975)"
09-01-2023 18:00:32.251839,"(9.0, 22.0, 20.57894736842105)","(31.0, 85.0, 82.5)","(3.6, 4.2, 4.123529411764705)","(19.0, 24.0, 23.833333333333332)","(2.5, 3.15, 3.123684210526316)","(2.6, 2.98, 2.968)"
09-01-2023 18:00:33.153930,"(9.0, 22.0, 20.57894736842105)","(31.0, 85.0, 82.5)","(3.6, 4.2, 4.15)","(19.0, 24.0, 23.833333333333332)","(2.5, 3.15, 3.1142857142857143)","(2.6, 2.98, 2.986666666666667)"
09-01-2023 18:00:34.041326,"(9.0, 22.0, 20.74418604651163)","(31.0, 85.0, 82.5)","(3.6, 4.2, 4.135714285714286)","(19.0, 24.0, 23.833333333333332)","(2.5, 3.15, 3.094444444444444)","(2.6, 3.05, 2.986666666666667)"
09-01-2023 18:00:34.936994,"(9.0, 22.0, 20.74418604651163)","(31.0, 85.0, 82.5)","(3.6, 4.2, 4.115151515151515)","(19.0, 24.0, 23.058823529411764)","(2.5, 3.15, 3.1142857142857143)","(2.6, 3.05, 3.0036585365853656)"
09-01-2023 18:00:35.836987,"(9.0, 22.0, 20.74418604651163)","(31.0, 85.0, 83.57142857142857)","(3.6, 4.2, 4.115151515151515)","(19.0, 24.0, 23.0)","(2.5, 3.15, 3.1279411764705882)","(2.6, 3.05, 3.006)"
09-01-2023 18:00:36.711048,"(9.0, 22.0, 20.74418604651163)","(31.0, 85.0, 83.57142857142857)","(3.6, 4.2, 4.158139534883721)","(19.0, 24.0, 23.0)","(2.5, 3.15, 3.1279411764705882)","(2.6, 3.05, 3.006818181818182)"
09-01-2023 18:00:37.633953,"(10.0, 22.0, 20.74418604651163)","(31.0, 85.0, 83.57142857142857)","(3.6, 4.2, 4.158333333333333)","(19.0, 24.0, 21.142857142857142)","(2.5, 3.15, 3.125)","(2.6, 3.05, 3.007142857142857)"
09-01-2023 18:00:38.553408,"(10.0, 22.0, 20.74418604651163)","(31.0, 85.0, 83.57142857142857)","(3.6, 4.1, 4.04)","(19.0, 24.0, 21.333333333333332)","(2.5, 3.15, 3.107142857142857)","(2.6, 3.05, 3.0295454545454543)"
09-01-2023 18:00:39.503027,"(10.0, 22.0, 20.74418604651163)","(31.0, 85.0, 83.57142857142857)","(3.6, 4.1, 4.0649999999999995)","(19.0, 24.0, 21.333333333333332)","(2.5, 3.15, 3.1062499999999997)","(2.6, 3.05, 3.0295454545454543)"
09-01-2023 18:00:40.399594,"(10.0, 22.0, 20.74418604651163)","(31.0, 85.0, 83.57142857142857)","(3.6, 4.1, 4.054166666666666)","(19.0, 24.0, 21.333333333333332)","(2.5, 3.15, 3.1062499999999997)","(2.6, 3.05, 3.0295454545454543)"
09-01-2023 18:00:41.322713,"(10.0, 22.0, 20.74418604651163)","(31.0, 85.0, 83.57142857142857)","(3.6, 4.1, 4.054166666666666)","(19.0, 24.0, 21.333333333333332)","(2.5, 3.15, 3.0863636363636364)","(2.6, 3.05, 3.0295454545454543)"
09-01-2023 18:00:42.238860,"(10.0, 22.0, 20.714285714285715)","(31.0, 95.0, 90.0)","(3.6, 4.1, 4.054166666666666)","(19.0, 24.0, 20.923076923076923)","(2.5, 3.15, 3.111111111111111)","(2.6, 3.05, 3.0194444444444444)"
09-01-2023 18:00:43.089775,"(10.0, 21.0, 20.75)","(31.0, 95.0, 86.42857142857143)","(3.6, 4.1, 4.066666666666666)","(19.0, 24.0, 20.923076923076923)","(2.5, 3.15, 3.111111111111111)","(2.6, 3.05, 3.0388888888888888)"
09-01-2023 18:00:43.969590,"(10.0, 21.0, 20.692307692307693)","(31.0, 95.0, 90.0)","(3.6, 4.1, 4.066666666666666)","(19.0, 23.0, 22.0)","(2.5, 3.15, 3.111111111111111)","(2.6, 3.05, 3.0277777777777777)"
09-01-2023 18:00:44.827554,"(10.0, 20.0, 19.75)","(31.0, 95.0, 86.42857142857143)","(3.6, 4.2, 4.166666666666667)","(19.0, 23.0, 21.115384615384617)","(2.5, 3.15, 3.0863636363636364)","(2.6, 3.1, 3.0277777777777777)"
09-01-2023 18:00:45.676912,"(10.0, 20.0, 19.653846153846153)","(31.0, 95.0, 90.0)","(3.6, 4.2, 4.133333333333334)","(19.0, 23.0, 21.714285714285715)","(2.5, 3.15, 3.1062499999999997)","(2.6, 3.1, 3.0166666666666666)"
09-01-2023 18:00:46.586221,"(11.0, 21.0, 19.96153846153846)","(31.0, 95.0, 86.42857142857143)","(3.6, 4.2, 4.15)","(19.0, 23.0, 21.714285714285715)","(2.45, 3.15, 3.1062499999999997)","(2.6, 3.1, 3.0166666666666666)"
09-01-2023 18:00:47.456555,"(11.0, 21.0, 20.454545454545453)","(31.0, 95.0, 90.0)","(3.6, 4.2, 4.15)","(19.0, 23.0, 21.714285714285715)","(2.45, 3.15, 3.1062499999999997)","(2.6, 3.1, 3.06)"
09-01-2023 18:00:48.321641,"(11.0, 21.0, 20.205882352941178)","(31.0, 95.0, 90.0)","(3.6, 4.1, 4.066666666666666)","(19.0, 23.0, 21.0)","(2.45, 3.15, 3.0863636363636364)","(2.6, 3.1, 3.06)"
09-01-2023 18:00:49.193832,"(11.0, 21.0, 20.5)","(31.0, 95.0, 90.0)","(3.6, 4.1, 4.066666666666666)","(19.0, 23.0, 20.6)","(2.45, 3.15, 3.0863636363636364)","(2.6, 3.1, 3.0638888888888887)"
09-01-2023 18:00:50.058163,"(11.0, 21.0, 20.205882352941178)","(31.0, 95.0, 90.0)","(3.6, 4.1, 4.054545454545455)","(19.0, 23.0, 20.52173913043478)","(2.45, 3.15, 3.0604651162790697)","(2.6, 3.1, 3.15375)"
09-01-2023 18:00:50.936652,"(11.0, 21.0, 19.681818181818183)","(31.0, 95.0, 86.42857142857143)","(3.6, 4.1, 4.016666666666667)","(19.0, 23.0, 20.52173913043478)","(2.45, 3.0, 2.9842857142857144)","(2.6, 3.2, 3.1660714285714286)"
09-01-2023 18:00:51.811131,"(11.0, 21.0, 19.55)","(31.0, 95.0, 90.0)","(3.6, 4.2, 4.1230769230769235)","(19.0, 22.0, 21.77777777777778)","(2.45, 3.0, 2.9842857142857144)","(2.6, 3.2, 3.1725)"
09-01-2023 18:00:52.716487,"(11.0, 20.0, 19.571428571428573)","(31.0, 95.0, 86.42857142857143)","(3.6, 4.2, 4.133333333333334)","(19.0, 22.0, 21.333333333333332)","(2.45, 3.0, 2.962197802197802)","(2.6, 3.2, 3.194)"
09-01-2023 18:00:53.670929,"(11.0, 20.0, 19.8)","(31.0, 95.0, 90.0)","(3.6, 4.2, 4.177777777777778)","(19.0, 22.0, 21.77777777777778)","(2.45, 3.0, 2.944516129032258)","(2.6, 3.25, 3.1866666666666665)"
09-01-2023 18:00:54.601507,"(11.0, 19.0, 18.3)","(31.0, 95.0, 86.42857142857143)","(3.6, 4.2, 4.182608695652174)","(19.0, 22.0, 21.77777777777778)","(2.45, 3.0, 2.9413636363636364)","(2.6, 3.25, 3.175)"
09-01-2023 18:00:55.535005,"(11.0, 19.0, 18.5)","(31.0, 95.0, 86.42857142857143)","(3.6, 4.3, 4.206976744186046)","(19.0, 22.0, 20.727272727272727)","(2.45, 3.0, 2.944516129032258)","(2.6, 3.25, 3.2041666666666666)"
09-01-2023 18:00:56.476354,"(11.0, 19.0, 18.428571428571427)","(31.0, 95.0, 90.0)","(3.6, 4.2, 4.182142857142857)","(19.0, 22.0, 20.88888888888889)","(2.45, 3.0, 2.9413636363636364)","(2.6, 3.25, 3.218055555555556)"
09-01-2023 18:00:57.353905,"(11.0, 19.0, 18.272727272727273)","(31.0, 95.0, 90.0)","(3.6, 4.2, 4.182142857142857)","(19.0, 22.0, 20.88888888888889)","(2.45, 3.0, 2.9413636363636364)","(2.6, 3.25, 3.218055555555556)"
09-01-2023 18:00:58.227910,"(11.0, 19.0, 18.272727272727273)","(31.0, 95.0, 86.42857142857143)","(3.6, 4.2, 4.159090909090909)","(19.0, 22.0, 20.8)","(2.45, 3.0, 2.944516129032258)","(2.6, 3.25, 3.224242424242424)"
09-01-2023 18:00:59.083576,"(11.0, 21.0, 18.6)","(31.0, 95.0, 85.0)","(3.6, 4.2, 4.142857142857142)","(19.0, 22.0, 20.8)","(2.45, 2.98, 2.946153846153846)","(2.6, 3.25, 3.21304347826087)"
09-01-2023 18:00:59.908772,"(11.0, 21.0, 18.75)","(31.0, 95.0, 85.0)","(3.6, 4.2, 4.152)","(19.0, 22.0, 20.8)","(2.45, 2.98, 2.9242857142857144)","(2.6, 3.25, 3.21304347826087)"
09-01-2023 18:01:00.765884,"(11.0, 21.0, 18.75)","(31.0, 95.0, 83.75)","(3.6, 4.2, 4.152)","(19.0, 22.0, 20.8)","(2.45, 2.98, 2.9242857142857144)","(2.6, 3.25, 3.259259259259259)"
09-01-2023 18:01:01.671259,"(11.0, 20.0, 19.8)","(31.0, 95.0, 83.75)","(3.6, 4.2, 4.159090909090909)","(19.0, 22.0, 20.8)","(2.45, 2.92, 2.895135135135135)","(2.6, 3.3, 3.2035714285714287)"
09-01-2023 18:01:02.606554,"(11.0, 20.0, 19.8)","(31.0, 95.0, 83.75)","(3.6, 4.3, 4.178787878787879)","(19.0, 22.0, 20.8)","(2.45, 2.92, 2.895135135135135)","(2.6, 3.3, 3.2526315789473683)"
