,Butterfly Angel,Aston Stella,Patched,Emerley Bruce,Yankee Costanza,Brief
04-01-2023 13:33:23.392566,"(3.7, 5.5, 5.486363636363636)","(13.0, 21.0, 19.695652173913043)","(2.45, 2.74, 2.6100000000000003)","(6.0, 8.0, 6.716666666666667)","(3.2, 4.7, 4.203448275862069)","(51.0, 160.0, 85.0)"
04-01-2023 13:33:24.366787,"(3.7, 5.5, 5.4714285714285715)","(13.0, 21.0, 19.928571428571427)","(2.45, 2.74, 2.5357142857142856)","(6.0, 8.0, 6.716666666666667)","(3.2, 4.7, 4.276470588235294)","(51.0, 160.0, 115.0)"
04-01-2023 13:33:25.375142,"(3.7, 5.5, 5.4714285714285715)","(13.0, 21.0, 20.09090909090909)","(2.45, 2.74, 2.595555555555556)","(6.0, 8.0, 6.716666666666667)","(3.2, 4.7, 4.203448275862069)","(51.0, 160.0, 115.0)"
04-01-2023 13:33:26.318491,"(3.7, 5.5, 5.4714285714285715)","(13.0, 21.0, 20.210526315789473)","(2.45, 2.74, 2.595555555555556)","(6.0, 8.0, 6.716666666666667)","(3.2, 4.7, 4.0793103448275865)","(51.0, 160.0, 96.66666666666667)"
04-01-2023 13:33:27.183544,"(3.7, 5.5, 5.4714285714285715)","(13.0, 20.0, 19.696969696969695)","(2.45, 2.74, 2.595555555555556)","(6.0, 8.0, 6.64516129032258)","(3.2, 4.7, 4.0793103448275865)","(51.0, 150.0, 96.66666666666667)"
04-01-2023 13:33:28.144374,"(3.7, 5.5, 5.4714285714285715)","(13.0, 20.0, 19.696969696969695)","(2.45, 2.74, 2.595555555555556)","(6.0, 8.0, 6.64516129032258)","(3.2, 4.7, 4.0793103448275865)","(51.0, 150.0, 96.66666666666667)"
04-01-2023 13:33:29.096370,"(3.7, 5.5, 5.4714285714285715)","(13.0, 18.0, 16.4)","(2.45, 2.74, 2.595555555555556)","(6.0, 8.0, 6.64516129032258)","(3.2, 4.7, 4.094230769230769)","(51.0, 150.0, 83.33333333333333)"
04-01-2023 13:33:30.112854,"(3.7, 5.5, 5.483333333333333)","(13.0, 18.0, 17.0)","(2.45, 2.72, 2.63)","(6.0, 8.0, 6.64516129032258)","(3.2, 4.7, 4.094230769230769)","(51.0, 150.0, 83.33333333333333)"
04-01-2023 13:33:31.106380,"(3.7, 5.5, 5.483333333333333)","(13.0, 18.0, 17.0)","(2.45, 2.72, 2.621818181818182)","(6.0, 8.0, 6.64516129032258)","(3.2, 4.7, 4.094230769230769)","(51.0, 150.0, 83.33333333333333)"
04-01-2023 13:33:32.025116,"(3.7, 5.5, 5.483333333333333)","(13.0, 18.0, 17.263157894736842)","(2.45, 2.72, 2.6)","(6.0, 8.0, 6.64516129032258)","(3.2, 4.7, 4.191935483870968)","(51.0, 150.0, 83.33333333333333)"
04-01-2023 13:33:32.928858,"(3.7, 5.6, 5.434883720930233)","(13.0, 20.0, 17.916666666666668)","(2.45, 2.72, 2.6)","(6.0, 8.0, 6.64516129032258)","(3.2, 4.7, 4.191935483870968)","(51.0, 150.0, 83.33333333333333)"
04-01-2023 13:33:33.837411,"(3.7, 5.6, 5.434883720930233)","(13.0, 23.0, 16.75)","(2.45, 2.7, 2.555555555555556)","(6.0, 7.8, 6.75)","(3.2, 4.7, 4.094230769230769)","(51.0, 150.0, 83.33333333333333)"
04-01-2023 13:33:34.759260,"(3.7, 5.6, 5.434883720930233)","(13.0, 23.0, 18.833333333333332)","(2.45, 2.7, 2.555555555555556)","(6.0, 7.8, 6.75)","(3.2, 4.7, 4.191935483870968)","(51.0, 150.0, 83.33333333333333)"
04-01-2023 13:33:35.691008,"(3.7, 5.6, 5.434883720930233)","(13.0, 23.0, 18.625)","(2.45, 2.7, 2.576923076923077)","(6.0, 7.8, 6.75)","(3.2, 4.7, 4.094230769230769)","(51.0, 150.0, 83.33333333333333)"
04-01-2023 13:33:36.758595,"(3.7, 5.6, 5.4672897196261685)","(13.0, 23.0, 18.666666666666668)","(2.45, 2.7, 2.576923076923077)","(6.0, 7.8, 6.675)","(3.2, 4.7, 4.094230769230769)","(51.0, 150.0, 83.33333333333333)"
04-01-2023 13:33:37.807617,"(3.7, 5.6, 5.45940594059406)","(13.0, 23.0, 18.666666666666668)","(2.45, 2.7, 2.508)","(6.0, 7.8, 6.646153846153846)","(3.2, 4.7, 4.191935483870968)","(51.0, 150.0, 83.33333333333333)"
04-01-2023 13:33:38.799457,"(3.7, 5.6, 5.46078431372549)","(13.0, 23.0, 19.208333333333332)","(2.45, 2.7, 2.508)","(6.0, 7.8, 6.646153846153846)","(3.2, 4.7, 4.094230769230769)","(51.0, 150.0, 83.33333333333333)"
04-01-2023 13:33:39.774604,"(3.7, 5.6, 5.46078431372549)","(13.0, 23.0, 17.71875)","(2.45, 2.7, 2.5646153846153847)","(6.0, 7.8, 6.633333333333333)","(3.2, 4.7, 4.094230769230769)","(51.0, 150.0, 96.66666666666667)"
04-01-2023 13:33:40.756892,"(3.7, 5.6, 5.46078431372549)","(13.0, 22.0, 18.5625)","(2.45, 2.7, 2.5646153846153847)","(6.0, 7.8, 6.633333333333333)","(3.2, 4.7, 4.094230769230769)","(51.0, 150.0, 96.66666666666667)"
04-01-2023 13:33:41.690199,"(3.7, 5.6, 5.46078431372549)","(13.0, 22.0, 19.708333333333332)","(2.45, 2.7, 2.5646153846153847)","(6.0, 7.8, 6.633333333333333)","(3.2, 4.7, 4.134615384615385)","(51.0, 150.0, 93.33333333333333)"
04-01-2023 13:33:42.591815,"(3.7, 5.6, 5.506578947368421)","(13.0, 22.0, 19.25)","(2.45, 2.7, 2.5646153846153847)","(6.0, 7.8, 6.633333333333333)","(3.2, 4.7, 4.225806451612903)","(51.0, 140.0, 93.33333333333333)"
04-01-2023 13:33:43.549872,"(3.7, 5.6, 5.517441860465116)","(13.0, 22.0, 19.25)","(2.45, 2.68, 2.546666666666667)","(6.0, 7.8, 6.632432432432432)","(3.2, 4.7, 4.134615384615385)","(51.0, 140.0, 93.33333333333333)"
04-01-2023 13:33:44.546424,"(3.7, 5.6, 5.531730769230769)","(13.0, 22.0, 19.25)","(2.45, 2.68, 2.546666666666667)","(6.0, 7.8, 6.632432432432432)","(3.2, 4.7, 4.225806451612903)","(51.0, 140.0, 93.33333333333333)"
04-01-2023 13:33:45.558122,"(3.7, 5.6, 5.531730769230769)","(13.0, 22.0, 19.25)","(2.45, 2.68, 2.48)","(6.0, 7.8, 6.632432432432432)","(3.2, 4.7, 4.134615384615385)","(51.0, 140.0, 81.66666666666667)"
04-01-2023 13:33:46.485550,"(3.8, 5.6, 5.531730769230769)","(13.0, 22.0, 19.25)","(2.45, 2.68, 2.533333333333333)","(6.0, 7.8, 6.632432432432432)","(3.2, 4.7, 3.9363636363636365)","(51.0, 140.0, 81.66666666666667)"
04-01-2023 13:33:47.424385,"(3.8, 5.6, 5.531730769230769)","(13.0, 22.0, 20.058823529411764)","(2.45, 2.68, 2.533333333333333)","(6.0, 7.8, 6.632432432432432)","(3.2, 4.7, 3.9363636363636365)","(51.0, 140.0, 81.66666666666667)"
04-01-2023 13:33:48.283901,"(3.8, 5.6, 5.531730769230769)","(13.0, 21.0, 19.59375)","(2.45, 2.68, 2.533333333333333)","(6.0, 7.8, 6.632432432432432)","(3.2, 4.7, 4.191935483870968)","(51.0, 140.0, 81.66666666666667)"
04-01-2023 13:33:49.172451,"(3.8, 5.6, 5.528282828282828)","(13.0, 21.0, 19.59375)","(2.45, 2.68, 2.5642105263157897)","(6.0, 7.8, 6.632432432432432)","(3.2, 4.7, 4.094230769230769)","(51.0, 140.0, 81.66666666666667)"
04-01-2023 13:33:50.118977,"(3.8, 5.6, 5.529787234042553)","(13.0, 21.0, 18.857142857142858)","(2.45, 2.7, 2.62)","(6.0, 7.8, 6.632432432432432)","(3.2, 4.7, 4.191935483870968)","(51.0, 140.0, 81.66666666666667)"
04-01-2023 13:33:51.097208,"(3.8, 5.6, 5.529787234042553)","(13.0, 21.0, 18.857142857142858)","(2.45, 2.7, 2.6234782608695655)","(6.0, 7.8, 6.632432432432432)","(3.2, 4.7, 4.191935483870968)","(51.0, 140.0, 81.66666666666667)"
04-01-2023 13:33:52.102588,"(3.8, 5.6, 5.529787234042553)","(13.0, 21.0, 18.857142857142858)","(2.45, 2.7, 2.6234782608695655)","(6.0, 7.8, 6.632432432432432)","(3.2, 4.7, 4.094230769230769)","(51.0, 140.0, 81.66666666666667)"
04-01-2023 13:33:53.034829,"(3.8, 5.6, 5.529787234042553)","(13.0, 21.0, 18.857142857142858)","(2.45, 2.7, 2.585714285714286)","(6.0, 7.8, 6.632432432432432)","(3.2, 4.7, 4.191935483870968)","(51.0, 140.0, 81.66666666666667)"
04-01-2023 13:33:53.939548,"(3.8, 5.6, 5.529787234042553)","(13.0, 21.0, 19.59375)","(2.45, 2.68, 2.598181818181818)","(6.0, 7.8, 6.632432432432432)","(3.2, 4.7, 4.191935483870968)","(51.0, 140.0, 81.66666666666667)"
04-01-2023 13:33:54.832571,"(3.8, 5.6, 5.529787234042553)","(13.0, 20.0, 18.90625)","(2.45, 2.68, 2.59)","(6.0, 7.8, 6.632432432432432)","(3.2, 4.7, 4.134615384615385)","(51.0, 140.0, 81.66666666666667)"
04-01-2023 13:33:55.727894,"(3.8, 5.6, 5.529787234042553)","(13.0, 20.0, 18.90625)","(2.45, 2.7, 2.6)","(6.0, 7.8, 6.632432432432432)","(3.2, 4.7, 4.225806451612903)","(51.0, 140.0, 80.0)"
04-01-2023 13:33:56.659420,"(3.8, 5.6, 5.529787234042553)","(13.0, 20.0, 18.526315789473685)","(2.45, 2.72, 2.557894736842105)","(6.0, 7.8, 6.632432432432432)","(3.2, 4.7, 4.225806451612903)","(51.0, 140.0, 81.66666666666667)"
04-01-2023 13:33:57.620828,"(3.8, 5.6, 5.529787234042553)","(13.0, 20.0, 18.526315789473685)","(2.45, 2.72, 2.557894736842105)","(6.0, 7.8, 6.632432432432432)","(3.2, 4.7, 4.134615384615385)","(51.0, 140.0, 81.66666666666667)"
04-01-2023 13:33:58.610204,"(4.0, 5.6, 5.529787234042553)","(13.0, 20.0, 18.526315789473685)","(2.4, 2.72, 2.555)","(6.0, 7.8, 6.632432432432432)","(3.3, 4.7, 4.225806451612903)","(51.0, 140.0, 90.0)"
04-01-2023 13:33:59.744663,"(4.0, 5.6, 5.529787234042553)","(13.0, 20.0, 18.526315789473685)","(2.4, 2.72, 2.495)","(6.0, 7.8, 6.632432432432432)","(3.3, 4.7, 4.134615384615385)","(51.0, 130.0, 90.0)"
04-01-2023 13:34:00.708814,"(4.0, 5.6, 5.529787234042553)","(13.0, 20.0, 18.526315789473685)","(2.4, 2.72, 2.5700000000000003)","(6.0, 7.8, 6.632432432432432)","(3.3, 4.7, 3.9363636363636365)","(51.0, 130.0, 90.0)"
04-01-2023 13:34:01.585534,"(4.0, 5.6, 5.529787234042553)","(13.0, 19.5, 17.714285714285715)","(2.4, 2.72, 2.5700000000000003)","(6.0, 7.8, 6.632432432432432)","(3.3, 4.7, 3.9363636363636365)","(51.0, 130.0, 90.0)"
04-01-2023 13:34:02.477799,"(4.0, 5.6, 5.529787234042553)","(13.0, 19.5, 18.666666666666668)","(2.4, 2.72, 2.5700000000000003)","(6.0, 7.8, 6.632432432432432)","(3.3, 4.7, 3.9363636363636365)","(51.0, 130.0, 90.0)"
04-01-2023 13:34:03.454185,"(4.0, 5.6, 5.529787234042553)","(13.0, 19.5, 18.25)","(2.4, 2.72, 2.5700000000000003)","(6.0, 7.8, 6.632432432432432)","(3.3, 4.7, 3.9363636363636365)","(51.0, 130.0, 90.0)"
04-01-2023 13:34:04.532915,"(4.0, 5.6, 5.529787234042553)","(13.0, 19.5, 18.666666666666668)","(2.4, 2.72, 2.5700000000000003)","(6.0, 7.8, 6.632432432432432)","(3.3, 4.7, 3.9363636363636365)","(51.0, 130.0, 80.0)"
04-01-2023 13:34:05.561723,"(4.0, 5.6, 5.529787234042553)","(13.0, 19.5, 18.666666666666668)","(2.4, 2.72, 2.566666666666667)","(6.0, 7.8, 6.626086956521739)","(3.3, 4.7, 3.9363636363636365)","(51.0, 130.0, 80.0)"
04-01-2023 13:34:06.545464,"(4.0, 5.6, 5.529787234042553)","(13.0, 19.5, 18.666666666666668)","(2.4, 2.66, 2.566666666666667)","(6.0, 7.8, 6.626086956521739)","(3.3, 4.7, 3.9363636363636365)","(51.0, 130.0, 80.0)"
04-01-2023 13:34:07.561776,"(4.2, 5.6, 5.529787234042553)","(13.0, 19.5, 18.607142857142858)","(2.3, 2.66, 2.566666666666667)","(6.0, 7.8, 6.626086956521739)","(3.3, 4.7, 4.293548387096774)","(51.0, 130.0, 80.0)"
04-01-2023 13:34:08.560603,"(4.2, 5.6, 5.529787234042553)","(13.0, 21.0, 19.055555555555557)","(2.3, 2.66, 2.54)","(6.0, 7.8, 6.626086956521739)","(3.3, 4.7, 4.2153846153846155)","(51.0, 130.0, 80.0)"
04-01-2023 13:34:09.452485,"(4.2, 5.6, 5.529787234042553)","(13.0, 21.0, 19.541666666666668)","(2.3, 2.66, 2.54)","(6.0, 7.8, 6.626086956521739)","(3.3, 4.7, 4.2153846153846155)","(51.0, 130.0, 80.0)"
04-01-2023 13:34:10.412361,"(4.2, 5.6, 5.529787234042553)","(13.0, 21.0, 18.941176470588236)","(2.3, 2.66, 2.5700000000000003)","(6.0, 7.8, 6.626086956521739)","(3.3, 4.7, 4.413636363636363)","(51.0, 130.0, 80.0)"
04-01-2023 13:34:11.403020,"(4.2, 5.6, 5.304477611940299)","(14.0, 21.0, 18.5)","(2.3, 2.72, 2.54)","(6.0, 7.8, 6.8)","(3.3, 4.7, 4.413636363636363)","(51.0, 130.0, 80.0)"
04-01-2023 13:34:12.486907,"(4.2, 5.5, 4.985714285714286)","(14.0, 21.0, 18.142857142857142)","(2.3, 2.72, 2.59)","(6.0, 7.6, 6.8999999999999995)","(3.3, 4.7, 4.416981132075471)","(51.0, 130.0, 102.5)"
04-01-2023 13:34:13.457131,"(4.2, 5.5, 5.038461538461538)","(14.0, 21.0, 18.666666666666668)","(2.3, 2.7, 2.59)","(6.0, 7.6, 6.8999999999999995)","(3.3, 4.7, 4.416981132075471)","(51.0, 130.0, 80.0)"
04-01-2023 13:34:14.356133,"(4.2, 5.5, 4.831818181818182)","(14.0, 21.0, 18.307692307692307)","(2.3, 2.7, 2.54875)","(6.0, 7.6, 7.04)","(3.4, 4.7, 4.3875)","(51.0, 130.0, 80.0)"
04-01-2023 13:34:15.305856,"(4.2, 5.4, 5.0)","(14.0, 20.0, 18.75)","(2.3, 2.68, 2.5700000000000003)","(6.0, 7.6, 7.123809523809523)","(3.4, 4.7, 4.392307692307693)","(51.0, 130.0, 78.57142857142857)"
04-01-2023 13:34:16.160621,"(4.2, 5.5, 4.846666666666667)","(14.0, 20.0, 18.4375)","(2.3, 2.68, 2.515)","(6.0, 7.6, 6.905555555555555)","(3.4, 4.7, 4.392307692307693)","(51.0, 120.0, 77.14285714285714)"
04-01-2023 13:34:17.072173,"(4.2, 5.5, 4.846666666666667)","(14.0, 20.0, 18.125)","(2.3, 2.68, 2.515)","(6.0, 7.6, 6.905555555555555)","(3.4, 4.7, 4.392307692307693)","(51.0, 120.0, 77.14285714285714)"
04-01-2023 13:34:18.073037,"(4.2, 5.5, 4.846666666666667)","(14.0, 20.0, 18.958333333333332)","(2.3, 2.68, 2.515)","(6.0, 7.6, 6.905555555555555)","(3.4, 4.7, 4.392307692307693)","(51.0, 120.0, 77.14285714285714)"
04-01-2023 13:34:19.114274,"(4.2, 5.5, 4.846666666666667)","(14.0, 20.0, 18.4375)","(2.3, 2.66, 2.54)","(6.0, 7.6, 6.905555555555555)","(3.4, 4.7, 4.46)","(51.0, 120.0, 77.14285714285714)"
04-01-2023 13:34:20.153704,"(4.2, 5.5, 5.01)","(14.0, 20.0, 18.75)","(2.3, 2.66, 2.54)","(6.0, 7.6, 6.905555555555555)","(3.4, 4.7, 4.46)","(51.0, 120.0, 77.14285714285714)"
04-01-2023 13:34:21.188402,"(4.2, 5.5, 4.846666666666667)","(14.0, 20.0, 18.666666666666668)","(2.3, 2.66, 2.54)","(6.0, 7.6, 6.905555555555555)","(3.4, 4.7, 4.421212121212121)","(51.0, 120.0, 78.33333333333333)"
04-01-2023 13:34:22.185416,"(4.2, 5.5, 4.968)","(14.0, 19.5, 18.73076923076923)","(2.3, 2.66, 2.4721739130434783)","(6.0, 7.6, 6.905555555555555)","(3.4, 4.7, 4.457894736842105)","(51.0, 120.0, 78.33333333333333)"
04-01-2023 13:34:23.165799,"(4.2, 5.5, 4.945833333333333)","(14.0, 19.5, 18.25)","(2.3, 2.66, 2.495)","(6.0, 7.6, 6.905555555555555)","(3.4, 4.7, 4.464102564102564)","(51.0, 120.0, 78.33333333333333)"
04-01-2023 13:34:24.044317,"(4.2, 5.5, 5.041379310344827)","(14.0, 19.5, 18.25)","(2.3, 2.66, 2.4829268292682927)","(6.0, 7.6, 6.905555555555555)","(3.4, 4.7, 4.46)","(51.0, 120.0, 78.33333333333333)"
04-01-2023 13:34:25.087633,"(4.2, 5.5, 5.041379310344827)","(14.0, 19.5, 18.5)","(2.3, 2.64, 2.482105263157895)","(6.0, 7.6, 6.905555555555555)","(3.4, 4.7, 4.453846153846154)","(51.0, 120.0, 103.33333333333334)"
04-01-2023 13:34:26.081101,"(4.2, 5.5, 5.14054054054054)","(14.0, 19.5, 18.25)","(2.3, 2.64, 2.504)","(6.0, 7.6, 6.905555555555555)","(3.4, 4.7, 4.504081632653061)","(51.0, 120.0, 110.9090909090909)"
04-01-2023 13:34:26.945303,"(4.2, 5.5, 5.128571428571429)","(14.0, 19.5, 18.5)","(2.3, 2.62, 2.506666666666667)","(6.0, 7.6, 6.905555555555555)","(3.4, 4.7, 4.504081632653061)","(51.0, 120.0, 110.9090909090909)"
04-01-2023 13:34:27.895708,"(4.2, 5.5, 5.128571428571429)","(14.0, 19.5, 18.25)","(2.3, 2.62, 2.5325714285714285)","(6.0, 7.6, 6.905555555555555)","(3.4, 4.7, 4.504081632653061)","(51.0, 120.0, 110.9090909090909)"
04-01-2023 13:34:28.853421,"(4.2, 5.5, 5.114814814814815)","(14.0, 21.0, 19.653846153846153)","(2.3, 2.62, 2.4963636363636366)","(6.0, 7.6, 6.905555555555555)","(3.4, 4.7, 4.451724137931035)","(51.0, 120.0, 110.9090909090909)"
04-01-2023 13:34:29.738186,"(4.2, 5.5, 5.114814814814815)","(14.0, 21.0, 19.541666666666668)","(2.3, 2.62, 2.4963636363636366)","(6.0, 7.6, 6.905555555555555)","(3.4, 4.7, 4.515384615384615)","(51.0, 120.0, 110.9090909090909)"
04-01-2023 13:34:30.623300,"(4.2, 5.5, 5.114814814814815)","(14.0, 21.0, 20.02777777777778)","(2.3, 2.62, 2.4963636363636366)","(6.0, 7.6, 6.905555555555555)","(3.4, 4.7, 4.515384615384615)","(51.0, 120.0, 110.9090909090909)"
04-01-2023 13:34:31.593444,"(4.2, 5.5, 5.114814814814815)","(14.0, 21.0, 19.366666666666667)","(2.3, 2.62, 2.4963636363636366)","(6.0, 7.6, 6.905555555555555)","(3.4, 4.7, 4.515384615384615)","(51.0, 110.0, 83.33333333333333)"
04-01-2023 13:34:32.602843,"(4.2, 5.5, 5.114814814814815)","(14.0, 21.0, 19.366666666666667)","(2.3, 2.62, 2.4963636363636366)","(6.0, 7.6, 6.905555555555555)","(3.4, 4.7, 4.515384615384615)","(51.0, 110.0, 83.33333333333333)"
04-01-2023 13:34:33.494265,"(3.9, 5.5, 5.203703703703703)","(14.0, 21.0, 19.775)","(2.3, 2.62, 2.4963636363636366)","(6.0, 7.6, 6.975)","(3.4, 4.7, 4.515384615384615)","(51.0, 110.0, 80.0)"
04-01-2023 13:34:34.475067,"(3.9, 5.5, 5.214285714285714)","(14.0, 21.0, 19.775)","(2.3, 2.62, 2.4963636363636366)","(6.0, 7.6, 7.123809523809523)","(3.4, 4.7, 4.488235294117647)","(51.0, 100.0, 80.0)"
04-01-2023 13:34:35.489322,"(3.9, 5.5, 5.257575757575758)","(14.0, 21.0, 20.53333333333333)","(2.3, 2.62, 2.4783333333333335)","(6.0, 7.6, 7.123809523809523)","(3.4, 4.7, 4.488235294117647)","(51.0, 100.0, 80.0)"
04-01-2023 13:34:36.512837,"(3.9, 5.5, 5.288235294117647)","(14.0, 20.0, 19.264705882352942)","(2.3, 2.6, 2.4635294117647057)","(6.0, 7.6, 6.638461538461538)","(3.4, 4.7, 4.576923076923077)","(51.0, 100.0, 80.0)"
04-01-2023 13:34:37.609875,"(3.9, 5.5, 5.336363636363637)","(14.0, 20.0, 19.264705882352942)","(2.3, 2.6, 2.4548148148148146)","(6.0, 7.6, 6.638461538461538)","(3.4, 4.7, 4.576923076923077)","(51.0, 100.0, 80.0)"
04-01-2023 13:34:38.756091,"(3.9, 5.5, 5.315384615384615)","(14.0, 20.0, 19.264705882352942)","(2.3, 2.6, 2.4735483870967743)","(6.0, 7.6, 6.638461538461538)","(3.4, 4.7, 4.576923076923077)","(51.0, 100.0, 80.0)"
04-01-2023 13:34:39.708377,"(3.9, 5.5, 5.315384615384615)","(14.0, 20.0, 19.264705882352942)","(2.3, 2.6, 2.4735483870967743)","(6.0, 7.6, 6.638461538461538)","(3.4, 4.7, 4.576923076923077)","(51.0, 100.0, 80.0)"
04-01-2023 13:34:40.775329,"(3.9, 5.5, 5.315384615384615)","(14.0, 20.0, 19.264705882352942)","(2.3, 2.6, 2.4755555555555557)","(6.0, 7.6, 6.638461538461538)","(3.4, 4.7, 4.576923076923077)","(51.0, 100.0, 80.0)"
04-01-2023 13:34:41.757089,"(3.9, 5.6, 5.328767123287671)","(14.0, 20.0, 19.264705882352942)","(2.3, 2.6, 2.4755555555555557)","(6.0, 7.6, 6.638461538461538)","(3.4, 4.7, 4.617241379310345)","(51.0, 100.0, 80.0)"
04-01-2023 13:34:42.735716,"(3.9, 5.6, 5.3088235294117645)","(14.0, 20.0, 19.264705882352942)","(2.3, 2.6, 2.472962962962963)","(6.0, 7.6, 6.638461538461538)","(3.4, 4.7, 4.45)","(51.0, 100.0, 80.0)"
04-01-2023 13:34:43.716167,"(3.9, 5.6, 5.328767123287671)","(14.0, 20.0, 19.264705882352942)","(2.3, 2.6, 2.472962962962963)","(6.0, 7.6, 6.638461538461538)","(3.4, 4.7, 4.45)","(51.0, 100.0, 80.0)"
04-01-2023 13:34:44.766158,"(3.9, 5.6, 5.3088235294117645)","(14.0, 20.0, 19.264705882352942)","(2.3, 2.6, 2.472962962962963)","(6.0, 7.6, 6.638461538461538)","(3.4, 4.7, 4.504878048780488)","(51.0, 100.0, 80.0)"
04-01-2023 13:34:45.771993,"(4.0, 5.6, 5.339473684210526)","(14.0, 20.0, 19.264705882352942)","(2.3, 2.6, 2.472962962962963)","(6.0, 7.6, 6.638461538461538)","(3.4, 4.7, 4.504878048780488)","(51.0, 100.0, 80.0)"
04-01-2023 13:34:46.709819,"(4.0, 5.6, 5.32112676056338)","(14.0, 20.0, 19.264705882352942)","(2.3, 2.6, 2.472962962962963)","(6.0, 7.6, 6.638461538461538)","(3.4, 4.7, 4.504878048780488)","(51.0, 100.0, 80.0)"
04-01-2023 13:34:47.787691,"(4.0, 5.6, 5.32112676056338)","(14.0, 20.0, 19.5)","(2.3, 2.6, 2.472962962962963)","(6.0, 7.6, 6.638461538461538)","(3.4, 4.7, 4.585714285714285)","(51.0, 100.0, 80.0)"
04-01-2023 13:34:48.824077,"(4.0, 5.6, 5.32112676056338)","(14.0, 20.0, 19.5)","(2.3, 2.6, 2.472962962962963)","(6.0, 7.6, 6.638461538461538)","(3.4, 4.7, 4.585714285714285)","(51.0, 100.0, 120.0)"
04-01-2023 13:34:49.804084,"(4.0, 5.6, 5.32112676056338)","(14.0, 21.0, 20.125)","(2.3, 2.6, 2.4720689655172414)","(6.0, 7.6, 6.638461538461538)","(3.4, 4.7, 4.585714285714285)","(51.0, 190.0, 117.0)"
04-01-2023 13:34:50.766253,"(4.0, 5.6, 5.339473684210526)","(14.0, 21.0, 19.653846153846153)","(2.3, 2.6, 2.4720689655172414)","(6.0, 7.6, 6.638461538461538)","(3.4, 4.7, 4.585714285714285)","(51.0, 180.0, 111.66666666666667)"
04-01-2023 13:34:51.740196,"(4.0, 5.6, 5.32112676056338)","(14.0, 21.0, 19.653846153846153)","(2.3, 2.6, 2.4720689655172414)","(6.0, 7.6, 6.638461538461538)","(3.4, 4.7, 4.585714285714285)","(51.0, 170.0, 113.75)"
04-01-2023 13:34:52.765210,"(4.0, 5.6, 5.339473684210526)","(14.0, 21.0, 19.653846153846153)","(2.3, 2.6, 2.4698245614035086)","(6.0, 7.6, 6.638461538461538)","(3.4, 4.7, 4.585714285714285)","(51.0, 170.0, 136.0)"
04-01-2023 13:34:53.756155,"(4.0, 5.6, 5.32112676056338)","(14.0, 21.0, 19.653846153846153)","(2.3, 2.6, 2.4698245614035086)","(6.0, 7.6, 6.638461538461538)","(3.4, 4.7, 4.585714285714285)","(51.0, 160.0, 118.33333333333333)"
04-01-2023 13:34:54.802453,"(4.0, 5.6, 5.339473684210526)","(14.0, 21.0, 19.653846153846153)","(2.3, 2.6, 2.4698245614035086)","(6.0, 7.6, 6.638461538461538)","(3.5, 4.7, 4.62)","(61.0, 160.0, 117.14285714285714)"
04-01-2023 13:34:55.805728,"(4.0, 5.6, 5.32112676056338)","(14.0, 21.0, 19.653846153846153)","(2.3, 2.6, 2.4698245614035086)","(6.0, 7.6, 6.638461538461538)","(3.5, 4.7, 4.472727272727273)","(61.0, 160.0, 122.5)"
04-01-2023 13:34:56.771097,"(4.0, 5.6, 5.32112676056338)","(14.0, 20.0, 19.404761904761905)","(2.3, 2.52, 2.51)","(6.0, 7.6, 6.638461538461538)","(3.5, 4.7, 4.55)","(61.0, 160.0, 118.33333333333333)"
04-01-2023 13:34:57.888713,"(4.0, 5.6, 5.339473684210526)","(14.0, 20.0, 19.404761904761905)","(2.3, 2.52, 2.493333333333333)","(6.0, 7.6, 7.079166666666667)","(3.5, 4.6, 4.461538461538462)","(61.0, 160.0, 122.5)"
04-01-2023 13:34:59.133290,"(4.0, 5.6, 5.339473684210526)","(14.0, 20.0, 19.404761904761905)","(2.3, 2.5, 2.51)","(6.0, 7.6, 7.068085106382979)","(3.5, 4.6, 4.449999999999999)","(61.0, 160.0, 122.5)"
04-01-2023 13:35:00.337375,"(4.0, 5.6, 5.345454545454546)","(14.0, 20.0, 19.72222222222222)","(2.3, 2.52, 2.46)","(6.0, 7.6, 7.06875)","(3.5, 4.6, 4.618181818181818)","(61.0, 160.0, 118.33333333333333)"
04-01-2023 13:35:01.666018,"(4.0, 5.6, 5.329032258064516)","(14.0, 20.0, 19.6875)","(2.3, 2.52, 2.4428571428571426)","(6.0, 7.6, 7.06875)","(3.5, 4.7, 4.63076923076923)","(61.0, 160.0, 135.0)"
04-01-2023 13:35:02.903150,"(4.0, 5.6, 5.329032258064516)","(14.0, 20.0, 20.02777777777778)","(2.3, 2.5, 2.4469565217391303)","(6.0, 7.6, 7.06875)","(3.5, 4.7, 4.65)","(61.0, 160.0, 135.0)"
04-01-2023 13:35:03.915985,"(4.0, 5.6, 5.329032258064516)","(14.0, 21.0, 20.02777777777778)","(2.3, 2.52, 2.4469565217391303)","(6.0, 7.6, 7.06875)","(3.5, 4.7, 4.64375)","(61.0, 160.0, 138.88888888888889)"
04-01-2023 13:35:05.034056,"(4.0, 5.6, 5.345454545454546)","(14.0, 21.0, 19.727272727272727)","(2.3, 2.54, 2.4726315789473685)","(6.0, 7.6, 7.114285714285714)","(3.5, 4.7, 4.550000000000001)","(61.0, 150.0, 138.88888888888889)"
