,Queen Butterfly,Wheres My Cash,Blazing Dodge,Jolly Johnny,Aussie Bullseye,Head Bin,Riverdale Peggy
14-12-2022 13:28:06.909050,"(6.5, 9.8, 8.600000000000001)","(13.0, 40.0, 39.0)","(2.3, 2.54, 2.505)","(6.5, 8.4, 8.105263157894736)","(6.0, 7.6, 7.022222222222222)","(4.0, 7.0, 6.8933333333333335)","(21.0, 75.0, 70.0)"
14-12-2022 13:28:07.845939,"(6.5, 9.8, 8.13846153846154)","(13.0, 40.0, 39.0)","(2.3, 2.54, 2.4816666666666665)","(6.5, 8.4, 8.105263157894736)","(6.0, 7.6, 7.147826086956521)","(4.0, 7.0, 6.92)","(21.0, 75.0, 70.0)"
14-12-2022 13:28:08.818290,"(6.5, 9.8, 8.600000000000001)","(13.0, 40.0, 39.0)","(2.3, 2.54, 2.5114285714285716)","(6.5, 8.4, 7.777777777777778)","(6.0, 7.6, 7.022222222222222)","(4.0, 7.0, 6.92)","(21.0, 75.0, 66.25)"
14-12-2022 13:28:09.791824,"(6.5, 9.8, 8.600000000000001)","(13.0, 40.0, 39.0)","(2.3, 2.54, 2.5114285714285716)","(6.5, 8.4, 7.777777777777778)","(6.0, 7.6, 7.022222222222222)","(4.0, 7.0, 6.92)","(21.0, 75.0, 66.25)"
14-12-2022 13:28:10.895011,"(6.5, 9.8, 8.13846153846154)","(13.0, 40.0, 39.0)","(2.3, 2.54, 2.4816666666666665)","(6.5, 8.4, 8.0)","(6.0, 7.6, 7.147826086956521)","(4.0, 7.0, 6.92)","(21.0, 75.0, 70.0)"
14-12-2022 13:28:11.958466,"(6.5, 9.8, 8.13846153846154)","(13.0, 40.0, 39.0)","(2.3, 2.54, 2.4816666666666665)","(6.5, 8.4, 8.0)","(6.0, 7.6, 7.147826086956521)","(4.0, 7.0, 6.92)","(21.0, 75.0, 66.25)"
14-12-2022 13:28:13.095026,"(6.5, 9.8, 8.657142857142857)","(13.0, 40.0, 39.27777777777778)","(2.3, 2.54, 2.431578947368421)","(6.5, 8.4, 8.0)","(6.0, 7.6, 6.9818181818181815)","(4.0, 7.0, 6.92)","(21.0, 75.0, 66.25)"
14-12-2022 13:28:14.094542,"(6.5, 9.6, 9.05)","(13.0, 40.0, 39.27777777777778)","(2.3, 2.52, 2.4272727272727272)","(6.5, 8.4, 7.777777777777778)","(6.0, 7.6, 7.05)","(4.0, 7.0, 6.92)","(21.0, 75.0, 70.0)"
14-12-2022 13:28:15.119506,"(6.5, 9.4, 8.015384615384615)","(13.0, 40.0, 38.8)","(2.3, 2.52, 2.4206896551724135)","(6.5, 8.6, 7.96)","(6.0, 7.6, 7.072)","(4.0, 7.0, 6.866666666666667)","(21.0, 75.0, 70.0)"
14-12-2022 13:28:16.169348,"(6.5, 9.4, 8.4)","(13.0, 40.0, 38.42857142857143)","(2.3, 2.52, 2.4206896551724135)","(6.5, 8.6, 7.96)","(6.0, 7.6, 7.072)","(4.0, 7.0, 6.905882352941177)","(21.0, 75.0, 71.3157894736842)"
14-12-2022 13:28:17.238170,"(6.5, 9.4, 8.4)","(13.0, 40.0, 39.08333333333333)","(2.3, 2.5, 2.453846153846154)","(6.5, 8.6, 7.96)","(6.0, 7.6, 7.16)","(4.0, 7.0, 6.905882352941177)","(21.0, 75.0, 71.3157894736842)"
14-12-2022 13:28:18.271854,"(6.5, 9.4, 8.015384615384615)","(13.0, 40.0, 39.08333333333333)","(2.3, 2.5, 2.4466666666666668)","(6.5, 8.6, 7.96)","(6.0, 7.6, 7.16)","(4.0, 7.0, 6.905882352941177)","(21.0, 75.0, 71.3157894736842)"
14-12-2022 13:28:19.294391,"(6.5, 9.4, 8.4)","(13.0, 40.0, 39.08333333333333)","(2.3, 2.5, 2.4466666666666668)","(6.5, 8.6, 7.96)","(6.0, 7.6, 6.7894736842105265)","(4.0, 7.0, 6.890909090909091)","(21.0, 75.0, 71.3157894736842)"
14-12-2022 13:28:20.293134,"(6.5, 9.4, 8.32)","(13.0, 40.0, 39.08333333333333)","(2.3, 2.5, 2.46)","(6.5, 8.6, 7.96)","(6.0, 7.6, 6.316666666666666)","(4.0, 7.0, 6.8)","(21.0, 75.0, 71.3157894736842)"
14-12-2022 13:28:21.339282,"(6.5, 9.4, 8.59)","(14.0, 40.0, 39.214285714285715)","(2.3, 2.5, 2.4466666666666668)","(6.5, 8.6, 8.17391304347826)","(6.0, 7.6, 6.537931034482758)","(4.0, 7.0, 6.890909090909091)","(21.0, 75.0, 68.33333333333334)"
14-12-2022 13:28:22.559564,"(6.5, 9.4, 8.663636363636364)","(14.0, 40.0, 39.16666666666667)","(2.3, 2.5, 2.45)","(6.5, 8.6, 8.458823529411765)","(6.0, 7.6, 6.537931034482758)","(4.0, 7.0, 6.890909090909091)","(21.0, 75.0, 71.3157894736842)"
14-12-2022 13:28:23.671100,"(6.5, 9.4, 8.466666666666667)","(14.0, 40.0, 39.16666666666667)","(2.3, 2.5, 2.433333333333333)","(6.5, 8.6, 8.683333333333334)","(6.0, 7.6, 6.316666666666666)","(4.0, 7.0, 6.890909090909091)","(21.0, 75.0, 68.33333333333334)"
14-12-2022 13:28:24.777990,"(6.5, 9.4, 8.466666666666667)","(14.0, 40.0, 39.411764705882355)","(2.3, 2.5, 2.433333333333333)","(6.5, 8.8, 8.520000000000001)","(6.0, 7.6, 6.748387096774193)","(4.0, 7.0, 6.925)","(21.0, 75.0, 71.3157894736842)"
14-12-2022 13:28:25.816999,"(6.5, 9.4, 8.466666666666667)","(14.0, 40.0, 39.411764705882355)","(2.3, 2.5, 2.45)","(6.5, 8.8, 8.431578947368422)","(6.0, 7.6, 6.584615384615385)","(4.0, 7.0, 6.925)","(21.0, 75.0, 66.25)"
14-12-2022 13:28:26.972443,"(6.5, 9.4, 8.466666666666667)","(14.0, 40.0, 39.411764705882355)","(2.3, 2.48, 2.421176470588235)","(6.5, 8.8, 8.431578947368422)","(6.0, 7.6, 6.9)","(4.0, 7.0, 6.946666666666666)","(21.0, 75.0, 70.0)"
14-12-2022 13:28:28.106279,"(6.5, 9.4, 8.466666666666667)","(14.0, 40.0, 39.411764705882355)","(2.3, 2.48, 2.421176470588235)","(6.5, 8.8, 8.163636363636364)","(6.0, 7.4, 6.466666666666667)","(4.0, 7.0, 6.946666666666666)","(21.0, 75.0, 66.25)"
14-12-2022 13:28:29.208501,"(6.5, 9.4, 8.466666666666667)","(14.0, 40.0, 39.411764705882355)","(2.3, 2.48, 2.44)","(6.5, 8.8, 8.100000000000001)","(6.0, 7.4, 6.7)","(4.0, 7.0, 6.946666666666666)","(21.0, 75.0, 70.0)"
14-12-2022 13:28:30.314122,"(6.5, 9.4, 8.466666666666667)","(14.0, 40.0, 39.285714285714285)","(2.3, 2.48, 2.419047619047619)","(6.5, 8.8, 8.466666666666667)","(6.0, 7.4, 6.5600000000000005)","(4.0, 7.0, 6.946666666666666)","(21.0, 75.0, 66.25)"
14-12-2022 13:28:31.402691,"(6.5, 9.4, 8.466666666666667)","(14.0, 40.0, 39.285714285714285)","(2.3, 2.5, 2.4238095238095236)","(6.5, 8.8, 8.466666666666667)","(6.0, 7.4, 6.5600000000000005)","(4.0, 7.0, 7.347368421052631)","(21.0, 75.0, 70.0)"
14-12-2022 13:28:32.502679,"(6.5, 9.4, 8.466666666666667)","(14.0, 40.0, 39.473684210526315)","(2.3, 2.5, 2.4165217391304346)","(6.5, 8.8, 8.466666666666667)","(6.0, 7.4, 6.28)","(4.0, 7.6, 8.088)","(21.0, 75.0, 70.0)"
14-12-2022 13:28:33.543595,"(6.5, 9.4, 8.466666666666667)","(14.0, 40.0, 39.473684210526315)","(2.3, 2.44, 2.4153846153846152)","(6.5, 8.8, 8.53076923076923)","(6.0, 7.4, 6.5600000000000005)","(4.0, 8.6, 8.088)","(21.0, 75.0, 66.25)"
14-12-2022 13:28:34.563648,"(6.5, 9.4, 8.466666666666667)","(14.0, 40.0, 39.473684210526315)","(2.3, 2.44, 2.425)","(6.5, 8.8, 7.9)","(6.0, 7.4, 6.21)","(4.0, 8.6, 8.088)","(21.0, 75.0, 70.0)"
14-12-2022 13:28:35.578512,"(6.5, 9.4, 8.466666666666667)","(14.0, 40.0, 39.473684210526315)","(2.3, 2.44, 2.425)","(6.5, 8.8, 7.9)","(6.0, 7.4, 6.21)","(4.0, 8.6, 8.088)","(21.0, 75.0, 70.0)"
14-12-2022 13:28:36.743448,"(6.5, 9.4, 8.466666666666667)","(14.0, 40.0, 39.473684210526315)","(2.3, 2.44, 2.4153846153846152)","(6.5, 8.8, 8.4)","(6.0, 7.4, 6.671428571428572)","(4.0, 8.6, 8.088)","(21.0, 75.0, 66.25)"
14-12-2022 13:28:38.268911,"(6.5, 9.4, 8.466666666666667)","(14.0, 40.0, 39.473684210526315)","(2.3, 2.44, 2.411111111111111)","(6.5, 8.8, 8.542857142857143)","(6.0, 7.4, 6.8875)","(4.0, 8.6, 8.088)","(21.0, 75.0, 70.0)"
14-12-2022 13:28:39.431634,"(6.5, 9.4, 8.466666666666667)","(14.0, 40.0, 39.473684210526315)","(2.3, 2.44, 2.411111111111111)","(6.5, 8.8, 8.4)","(6.0, 7.2, 6.45)","(4.0, 8.6, 8.173333333333334)","(21.0, 75.0, 66.25)"
14-12-2022 13:28:40.681347,"(6.5, 9.4, 8.466666666666667)","(14.0, 40.0, 39.473684210526315)","(2.3, 2.44, 2.382222222222222)","(6.5, 8.8, 8.4)","(5.5, 7.2, 6.327272727272727)","(4.2, 8.6, 8.173333333333334)","(21.0, 75.0, 70.0)"
14-12-2022 13:28:41.880758,"(6.5, 9.4, 8.466666666666667)","(14.0, 40.0, 39.473684210526315)","(2.3, 2.44, 2.382222222222222)","(6.5, 8.8, 8.036363636363637)","(5.5, 7.2, 6.457142857142857)","(4.2, 8.6, 8.234285714285715)","(21.0, 75.0, 70.0)"
14-12-2022 13:28:43.128999,"(6.5, 9.4, 8.466666666666667)","(14.0, 40.0, 39.473684210526315)","(2.3, 2.48, 2.42)","(6.5, 8.8, 8.036363636363637)","(5.5, 7.2, 6.457142857142857)","(4.2, 8.6, 8.234285714285715)","(21.0, 75.0, 66.25)"
14-12-2022 13:28:44.472764,"(6.5, 9.4, 8.466666666666667)","(14.0, 48.0, 40.0)","(2.3, 2.5, 2.4825)","(6.5, 8.8, 8.036363636363637)","(5.5, 7.2, 6.225)","(4.2, 8.6, 8.234285714285715)","(21.0, 75.0, 70.0)"
14-12-2022 13:28:45.821801,"(6.5, 9.4, 8.466666666666667)","(14.0, 48.0, 36.36363636363636)","(2.3, 2.5, 2.411578947368421)","(6.5, 8.8, 8.566666666666666)","(5.5, 7.2, 6.490909090909091)","(4.2, 8.6, 7.816)","(21.0, 75.0, 70.0)"
14-12-2022 13:28:47.138850,"(6.5, 9.4, 8.392)","(14.0, 48.0, 41.904761904761905)","(2.3, 2.5, 2.411578947368421)","(6.5, 8.8, 7.983333333333334)","(5.5, 7.0, 6.490909090909091)","(4.2, 8.6, 8.338461538461537)","(21.0, 75.0, 70.0)"
14-12-2022 13:28:48.470790,"(6.5, 9.4, 8.392)","(14.0, 48.0, 39.8)","(2.3, 2.5, 2.4066666666666667)","(6.5, 8.8, 8.223529411764707)","(5.5, 7.0, 6.435294117647059)","(4.2, 9.2, 8.48)","(21.0, 75.0, 62.5)"
14-12-2022 13:28:49.753207,"(6.5, 9.2, 8.755555555555555)","(16.0, 44.0, 41.391304347826086)","(2.25, 2.5, 2.4705263157894737)","(6.5, 8.8, 7.8375)","(5.5, 7.0, 6.4)","(4.2, 9.2, 8.333333333333332)","(21.0, 70.0, 58.94736842105263)"
14-12-2022 13:28:50.869988,"(6.5, 9.2, 8.48)","(16.0, 44.0, 41.391304347826086)","(2.25, 2.5, 2.4705263157894737)","(6.5, 8.8, 6.966666666666667)","(5.5, 6.8, 6.4)","(4.2, 9.2, 8.333333333333332)","(21.0, 70.0, 58.94736842105263)"
14-12-2022 13:28:51.920670,"(6.5, 9.2, 8.299999999999999)","(16.0, 44.0, 39.714285714285715)","(2.25, 2.5, 2.4699999999999998)","(6.5, 8.8, 6.966666666666667)","(5.5, 6.8, 6.4)","(4.2, 9.2, 8.482758620689655)","(21.0, 70.0, 58.94736842105263)"
14-12-2022 13:28:53.020945,"(6.5, 9.0, 8.563636363636364)","(16.0, 44.0, 39.714285714285715)","(2.25, 2.52, 2.4726315789473685)","(6.5, 8.8, 7.48)","(5.5, 6.8, 6.3)","(4.2, 9.2, 8.482758620689655)","(21.0, 70.0, 58.94736842105263)"
14-12-2022 13:28:54.191675,"(6.5, 9.0, 7.720000000000001)","(16.0, 44.0, 39.714285714285715)","(2.25, 2.52, 2.4325)","(6.5, 8.8, 7.8100000000000005)","(5.5, 6.8, 6.492307692307692)","(4.2, 9.2, 8.482758620689655)","(21.0, 70.0, 58.94736842105263)"
14-12-2022 13:28:55.351084,"(6.5, 9.0, 8.040000000000001)","(16.0, 44.0, 39.714285714285715)","(2.25, 2.52, 2.4299999999999997)","(6.5, 8.8, 7.376470588235294)","(5.5, 6.8, 6.218181818181818)","(4.2, 9.2, 8.482758620689655)","(21.0, 70.0, 58.94736842105263)"
14-12-2022 13:28:56.589045,"(6.5, 9.0, 8.040000000000001)","(16.0, 44.0, 39.714285714285715)","(2.25, 2.52, 2.4299999999999997)","(6.5, 8.6, 7.622222222222223)","(5.5, 6.8, 6.218181818181818)","(4.2, 9.2, 8.588235294117647)","(21.0, 70.0, 60.45454545454545)"
14-12-2022 13:28:57.656846,"(6.5, 9.0, 7.720000000000001)","(16.0, 44.0, 39.714285714285715)","(2.25, 2.52, 2.4299999999999997)","(6.5, 8.4, 7.7)","(5.5, 6.8, 6.457142857142857)","(4.2, 9.2, 8.588235294117647)","(21.0, 70.0, 60.45454545454545)"
14-12-2022 13:28:58.859626,"(6.5, 9.0, 8.040000000000001)","(16.0, 44.0, 39.714285714285715)","(2.25, 2.52, 2.4299999999999997)","(6.5, 8.4, 6.9714285714285715)","(5.5, 6.8, 6.581818181818182)","(4.2, 9.2, 8.637837837837838)","(21.0, 70.0, 60.45454545454545)"
14-12-2022 13:28:59.892839,"(6.5, 9.0, 8.040000000000001)","(16.0, 44.0, 39.714285714285715)","(2.25, 2.52, 2.436)","(6.5, 8.4, 6.9714285714285715)","(5.5, 6.8, 6.581818181818182)","(4.2, 9.2, 8.637837837837838)","(21.0, 70.0, 60.45454545454545)"
14-12-2022 13:29:01.049506,"(6.5, 9.0, 7.720000000000001)","(16.0, 44.0, 39.714285714285715)","(2.25, 2.52, 2.445)","(6.5, 8.4, 7.775)","(5.5, 6.8, 6.4)","(4.2, 9.0, 8.533333333333333)","(21.0, 70.0, 60.45454545454545)"
14-12-2022 13:29:02.155549,"(6.5, 8.8, 8.100000000000001)","(16.0, 44.0, 39.714285714285715)","(2.25, 2.52, 2.445)","(6.5, 8.4, 7.775)","(5.5, 6.8, 6.3090909090909095)","(4.2, 9.0, 8.533333333333333)","(21.0, 70.0, 60.45454545454545)"
14-12-2022 13:29:03.371008,"(6.5, 8.8, 8.146666666666667)","(16.0, 44.0, 36.30769230769231)","(2.25, 2.52, 2.445)","(6.5, 8.4, 7.775)","(5.5, 6.8, 6.359999999999999)","(4.2, 8.8, 8.52)","(21.0, 70.0, 59.565217391304344)"
14-12-2022 13:29:04.492843,"(6.5, 8.8, 8.100000000000001)","(16.0, 44.0, 39.833333333333336)","(2.25, 2.52, 2.445)","(6.5, 8.4, 7.775)","(5.5, 6.8, 6.358139534883721)","(4.2, 8.8, 8.52)","(21.0, 70.0, 59.565217391304344)"
14-12-2022 13:29:05.564847,"(6.5, 8.8, 8.100000000000001)","(16.0, 44.0, 40.55172413793103)","(2.25, 2.54, 2.4699999999999998)","(6.5, 8.4, 7.775)","(5.5, 6.8, 6.358139534883721)","(4.2, 8.8, 8.261538461538462)","(21.0, 70.0, 59.565217391304344)"
14-12-2022 13:29:06.551921,"(6.5, 8.8, 8.418181818181818)","(16.0, 44.0, 39.45454545454545)","(2.25, 2.54, 2.5114285714285716)","(6.5, 8.4, 7.775)","(5.5, 6.8, 6.358139534883721)","(4.2, 8.8, 8.533333333333333)","(21.0, 70.0, 59.565217391304344)"
14-12-2022 13:29:07.611867,"(6.5, 8.8, 7.82)","(16.0, 44.0, 39.45454545454545)","(2.25, 2.54, 2.5114285714285716)","(6.5, 8.4, 7.775)","(5.5, 6.8, 6.358139534883721)","(4.2, 8.8, 8.533333333333333)","(21.0, 70.0, 59.565217391304344)"
14-12-2022 13:29:08.622124,"(6.5, 8.8, 8.146666666666667)","(20.0, 44.0, 37.84615384615385)","(2.15, 2.54, 2.4816666666666665)","(6.5, 8.4, 7.775)","(5.5, 6.8, 6.358139534883721)","(5.0, 8.8, 8.533333333333333)","(26.0, 70.0, 59.565217391304344)"
14-12-2022 13:29:09.866392,"(6.5, 8.8, 8.146666666666667)","(20.0, 44.0, 37.333333333333336)","(2.15, 2.54, 2.518181818181818)","(6.5, 8.4, 7.28888888888889)","(5.5, 6.8, 6.20625)","(5.0, 8.8, 8.533333333333333)","(26.0, 70.0, 59.565217391304344)"
14-12-2022 13:29:15.291587,"(6.5, 8.8, 8.146666666666667)","(20.0, 44.0, 37.333333333333336)","(2.15, 2.54, 2.493333333333333)","(6.5, 8.4, 7.28888888888889)","(5.5, 6.8, 6.20625)","(5.0, 8.8, 8.600000000000001)","(26.0, 70.0, 59.565217391304344)"
14-12-2022 13:29:16.361576,"(6.5, 8.8, 8.146666666666667)","(20.0, 44.0, 37.333333333333336)","(2.15, 2.54, 2.493333333333333)","(6.5, 8.4, 7.764705882352941)","(5.5, 6.8, 5.9625)","(5.0, 8.8, 8.600000000000001)","(26.0, 70.0, 62.85714285714286)"
14-12-2022 13:29:17.411624,"(6.5, 8.8, 8.418181818181818)","(20.0, 44.0, 40.19047619047619)","(2.15, 2.54, 2.46)","(6.5, 8.4, 7.764705882352941)","(5.5, 6.4, 5.9625)","(5.0, 8.8, 8.700000000000001)","(26.0, 70.0, 59.166666666666664)"
14-12-2022 13:29:18.821104,"(6.5, 8.8, 7.82)","(20.0, 44.0, 37.333333333333336)","(2.15, 2.54, 2.4442105263157896)","(6.5, 8.4, 7.835294117647059)","(5.5, 6.4, 6.076923076923077)","(5.0, 8.8, 8.72)","(26.0, 70.0, 55.6)"
14-12-2022 13:29:20.022211,"(6.5, 8.8, 7.82)","(20.0, 44.0, 40.19047619047619)","(2.15, 2.54, 2.4685714285714284)","(6.5, 8.4, 7.835294117647059)","(5.5, 6.4, 6.166666666666667)","(5.0, 8.8, 8.72)","(26.0, 70.0, 62.5)"
14-12-2022 13:29:21.270230,"(6.5, 8.8, 7.82)","(20.0, 44.0, 40.19047619047619)","(2.15, 2.48, 2.4628571428571426)","(6.5, 8.4, 7.324999999999999)","(5.5, 6.4, 6.166666666666667)","(5.0, 8.8, 8.72)","(26.0, 70.0, 60.0)"
14-12-2022 13:29:22.500733,"(6.5, 8.8, 8.146666666666667)","(20.0, 44.0, 37.333333333333336)","(2.15, 2.48, 2.46)","(6.5, 8.2, 6.949999999999999)","(5.5, 6.4, 6.166666666666667)","(5.0, 8.8, 8.72)","(26.0, 65.0, 70.0)"
14-12-2022 13:29:23.694824,"(6.5, 8.8, 7.82)","(20.0, 44.0, 39.294117647058826)","(2.15, 2.48, 2.468)","(6.5, 8.0, 6.800000000000001)","(5.5, 6.4, 6.166666666666667)","(5.0, 8.8, 8.72)","(26.0, 85.0, 63.0)"
14-12-2022 13:29:24.967533,"(6.5, 8.8, 7.82)","(20.0, 44.0, 37.06666666666667)","(2.15, 2.48, 2.3866666666666667)","(6.5, 8.0, 7.2)","(5.5, 6.4, 6.093333333333334)","(5.0, 8.8, 8.72)","(26.0, 65.0, 62.5)"
14-12-2022 13:29:26.100230,"(6.5, 8.8, 8.146666666666667)","(20.0, 44.0, 37.06666666666667)","(2.15, 2.48, 2.38)","(6.5, 8.0, 7.0588235294117645)","(5.5, 6.2, 6.093333333333334)","(5.0, 8.8, 9.466666666666667)","(26.0, 65.0, 62.5)"
14-12-2022 13:29:27.262872,"(6.5, 8.8, 8.418181818181818)","(20.0, 44.0, 37.06666666666667)","(2.15, 2.46, 2.398461538461538)","(6.5, 8.0, 6.666666666666667)","(5.5, 6.2, 6.093333333333334)","(5.0, 10.0, 9.425)","(26.0, 65.0, 77.5)"
14-12-2022 13:29:28.317927,"(6.5, 8.8, 8.100000000000001)","(20.0, 44.0, 38.8)","(2.15, 2.46, 2.398461538461538)","(6.5, 8.0, 6.666666666666667)","(5.5, 6.2, 6.08)","(5.0, 9.8, 9.425)","(26.0, 85.0, 66.25)"
14-12-2022 13:29:29.681709,"(6.5, 8.8, 8.28421052631579)","(20.0, 44.0, 39.666666666666664)","(2.15, 2.44, 2.4)","(6.5, 8.0, 7.0588235294117645)","(5.5, 6.2, 6.083333333333334)","(5.0, 9.8, 9.56923076923077)","(26.0, 85.0, 62.5)"
14-12-2022 13:29:30.928727,"(6.5, 8.8, 8.28421052631579)","(20.0, 44.0, 39.666666666666664)","(2.15, 2.42, 2.3885714285714283)","(6.5, 8.0, 6.666666666666667)","(5.5, 6.2, 6.12)","(5.0, 9.8, 9.425)","(26.0, 85.0, 60.35714285714286)"
14-12-2022 13:29:32.236271,"(6.5, 8.8, 8.54871794871795)","(20.0, 44.0, 39.666666666666664)","(2.15, 2.4, 2.260173913043478)","(6.5, 8.0, 7.4)","(5.5, 6.2, 5.991666666666667)","(5.0, 9.8, 9.425)","(26.0, 80.0, 59.166666666666664)"
14-12-2022 13:29:33.668911,"(6.5, 8.6, 8.1)","(20.0, 44.0, 39.666666666666664)","(2.15, 2.28, 2.34)","(6.5, 7.8, 7.0125)","(5.5, 6.0, 6.266666666666667)","(5.0, 9.8, 10.216666666666667)","(26.0, 80.0, 59.166666666666664)"
14-12-2022 13:29:35.042378,"(6.5, 8.6, 8.568421052631578)","(20.0, 44.0, 39.666666666666664)","(2.15, 2.42, 2.32)","(6.5, 7.8, 7.24)","(5.5, 6.4, 6.52)","(5.0, 10.5, 10.107692307692307)","(26.0, 80.0, 59.166666666666664)"
14-12-2022 13:29:36.386627,"(6.5, 8.6, 8.568421052631578)","(20.0, 44.0, 39.666666666666664)","(2.15, 2.44, 2.34)","(6.0, 7.6, 6.7)","(5.5, 6.6, 6.410526315789474)","(5.0, 10.5, 10.145454545454545)","(26.0, 80.0, 58.57142857142857)"
14-12-2022 13:29:37.644888,"(6.5, 8.6, 8.568421052631578)","(20.0, 44.0, 39.666666666666664)","(2.15, 2.42, 2.3741176470588234)","(6.0, 7.6, 7.18)","(5.5, 6.6, 6.257142857142857)","(5.0, 10.5, 9.741666666666667)","(26.0, 80.0, 62.35294117647059)"
14-12-2022 13:29:38.814687,"(6.5, 8.6, 8.541176470588235)","(20.0, 44.0, 39.666666666666664)","(2.15, 2.44, 2.363)","(6.0, 7.6, 7.18)","(5.5, 6.6, 6.163636363636363)","(5.0, 10.5, 9.964705882352941)","(26.0, 80.0, 62.35294117647059)"
14-12-2022 13:29:39.951661,"(6.5, 8.6, 8.541176470588235)","(20.0, 44.0, 39.666666666666664)","(2.15, 2.44, 2.3243478260869566)","(6.0, 7.6, 7.28695652173913)","(5.5, 6.6, 6.163636363636363)","(5.0, 10.5, 9.964705882352941)","(26.0, 80.0, 62.35294117647059)"
14-12-2022 13:29:41.022563,"(6.5, 8.6, 8.2)","(20.0, 44.0, 39.666666666666664)","(2.15, 2.44, 2.3243478260869566)","(6.0, 7.6, 7.28695652173913)","(5.5, 6.6, 6.163636363636363)","(5.0, 10.5, 9.964705882352941)","(26.0, 80.0, 62.35294117647059)"
14-12-2022 13:29:42.070941,"(6.5, 8.6, 8.2)","(20.0, 44.0, 39.666666666666664)","(2.15, 2.4, 2.3899999999999997)","(6.0, 7.6, 7.28695652173913)","(5.5, 6.6, 6.199999999999999)","(5.0, 10.5, 9.741666666666667)","(26.0, 80.0, 62.35294117647059)"
14-12-2022 13:29:43.146829,"(6.5, 8.6, 8.2)","(20.0, 44.0, 39.666666666666664)","(2.1, 2.4, 2.3899999999999997)","(6.0, 7.6, 7.28695652173913)","(5.5, 6.6, 5.914285714285714)","(5.0, 10.5, 9.741666666666667)","(26.0, 80.0, 59.72222222222222)"
14-12-2022 13:29:44.236669,"(6.5, 8.6, 8.2)","(20.0, 44.0, 39.666666666666664)","(2.1, 2.4, 2.3899999999999997)","(6.0, 7.6, 7.3)","(5.5, 6.6, 5.914285714285714)","(5.0, 10.5, 9.741666666666667)","(26.0, 75.0, 59.72222222222222)"
14-12-2022 13:29:45.392763,"(6.5, 8.6, 8.2)","(20.0, 44.0, 39.666666666666664)","(2.1, 2.4, 2.3899999999999997)","(6.0, 7.6, 7.333333333333333)","(5.5, 6.6, 5.859999999999999)","(5.0, 10.5, 9.741666666666667)","(26.0, 75.0, 59.21052631578947)"
14-12-2022 13:29:46.587399,"(6.5, 8.6, 8.2)","(20.0, 44.0, 39.666666666666664)","(2.1, 2.38, 2.374285714285714)","(6.0, 7.6, 7.0)","(5.5, 6.4, 5.859999999999999)","(5.0, 10.5, 9.741666666666667)","(26.0, 75.0, 58.33333333333333)"
14-12-2022 13:29:48.124432,"(6.5, 8.6, 8.561904761904762)","(20.0, 44.0, 39.666666666666664)","(2.1, 2.4, 2.3466666666666667)","(6.0, 7.6, 7.230769230769231)","(5.5, 6.4, 5.859999999999999)","(5.0, 10.5, 9.964705882352941)","(26.0, 75.0, 58.33333333333333)"
14-12-2022 13:29:49.415581,"(6.5, 8.6, 8.561904761904762)","(20.0, 44.0, 39.666666666666664)","(2.1, 2.4, 2.3771428571428572)","(6.0, 7.6, 7.230769230769231)","(5.5, 6.4, 5.859999999999999)","(5.0, 10.5, 9.964705882352941)","(26.0, 75.0, 58.33333333333333)"
14-12-2022 13:29:50.682288,"(6.5, 8.6, 8.561904761904762)","(20.0, 44.0, 39.666666666666664)","(2.1, 2.4, 2.38)","(6.0, 7.6, 7.531034482758621)","(5.5, 6.4, 6.0)","(5.0, 10.5, 9.58235294117647)","(26.0, 75.0, 61.95652173913044)"
14-12-2022 13:29:52.034217,"(6.5, 8.6, 8.57037037037037)","(20.0, 44.0, 40.285714285714285)","(2.1, 2.42, 2.41)","(6.0, 7.6, 7.51860465116279)","(5.5, 6.2, 6.118181818181818)","(5.0, 10.5, 9.542105263157895)","(26.0, 75.0, 61.95652173913044)"
14-12-2022 13:29:53.427180,"(6.5, 8.6, 8.546666666666667)","(20.0, 44.0, 40.285714285714285)","(2.1, 2.42, 2.41)","(6.0, 7.6, 7.3052631578947365)","(5.5, 6.2, 6.1000000000000005)","(5.0, 10.5, 9.741666666666667)","(26.0, 75.0, 61.95652173913044)"
14-12-2022 13:29:54.765352,"(6.5, 8.6, 8.559999999999999)","(20.0, 44.0, 40.285714285714285)","(2.1, 2.42, 2.3458823529411763)","(6.0, 7.6, 7.366666666666666)","(5.5, 6.2, 5.844444444444444)","(5.0, 10.5, 9.741666666666667)","(26.0, 75.0, 61.95652173913044)"
14-12-2022 13:29:56.235842,"(6.5, 8.6, 8.57)","(20.0, 44.0, 40.285714285714285)","(2.1, 2.44, 2.38)","(6.0, 7.6, 7.366666666666666)","(5.5, 6.2, 5.833333333333333)","(5.0, 10.5, 9.008695652173913)","(26.0, 75.0, 61.458333333333336)"
14-12-2022 13:29:57.587360,"(6.5, 8.6, 8.57)","(20.0, 44.0, 40.285714285714285)","(2.1, 2.42, 2.401)","(6.0, 7.6, 7.171428571428572)","(5.5, 6.2, 5.833333333333333)","(5.0, 9.2, 8.603389830508474)","(26.0, 75.0, 61.458333333333336)"
