,Rons Brother,Spring Aggie,Chance,Spring Rock,Reggies Brother,Spring Maple
16-12-2022 15:32:33.287179,"(3.9, 4.4, 4.371428571428572)","(8.5, 12.5, 12.107142857142858)","(4.0, 4.6, 4.520879120879121)","(6.0, 7.8, 7.666666666666667)","(7.5, 9.4, 9.213333333333333)","(3.6, 4.5, 4.225)"
16-12-2022 15:32:34.185330,"(3.9, 4.5, 4.4350000000000005)","(8.5, 12.5, 12.107142857142858)","(4.0, 4.6, 4.520879120879121)","(6.0, 7.8, 7.6)","(7.5, 9.4, 9.213333333333333)","(3.6, 4.3, 4.225)"
16-12-2022 15:32:35.032830,"(3.9, 4.6, 4.502040816326531)","(8.5, 12.5, 12.092592592592593)","(4.0, 4.6, 4.520879120879121)","(6.0, 8.0, 7.644444444444444)","(7.5, 9.4, 9.206451612903226)","(3.6, 4.3, 4.208)"
16-12-2022 15:32:36.085740,"(3.9, 4.5, 4.484615384615385)","(8.5, 12.5, 12.092592592592593)","(4.0, 4.6, 4.5162790697674415)","(6.0, 8.0, 7.64)","(7.5, 9.4, 9.213333333333333)","(3.6, 4.3, 4.212121212121212)"
16-12-2022 15:32:37.345680,"(3.9, 4.6, 4.482539682539683)","(8.5, 12.5, 12.104166666666666)","(4.0, 4.6, 4.5162790697674415)","(6.0, 8.0, 7.589473684210526)","(7.5, 9.4, 9.2)","(3.6, 4.3, 4.264)"
16-12-2022 15:32:38.242659,"(3.9, 4.5, 4.475)","(8.5, 12.5, 12.107142857142858)","(4.0, 4.6, 4.5162790697674415)","(6.0, 7.8, 7.589473684210526)","(7.5, 9.4, 9.2)","(3.6, 4.4, 4.339285714285714)"
16-12-2022 15:32:39.191721,"(3.8, 4.5, 4.411111111111111)","(8.5, 12.0, 11.75)","(4.0, 4.6, 4.520879120879121)","(6.0, 8.0, 7.808695652173913)","(7.5, 9.4, 9.206451612903226)","(3.6, 4.4, 4.348837209302325)"
16-12-2022 15:32:40.132399,"(3.8, 4.5, 4.416417910447761)","(8.5, 11.5, 11.392857142857142)","(4.0, 4.6, 4.520879120879121)","(6.0, 8.2, 7.927272727272727)","(7.5, 9.4, 9.206451612903226)","(3.6, 4.4, 4.361702127659575)"
16-12-2022 15:32:41.043708,"(3.8, 4.5, 4.409677419354838)","(8.5, 12.0, 11.722222222222221)","(4.0, 4.6, 4.520879120879121)","(6.0, 8.0, 7.9399999999999995)","(7.5, 9.4, 9.2)","(3.6, 4.4, 4.38974358974359)"
16-12-2022 15:32:41.947273,"(3.8, 4.5, 4.410526315789474)","(8.5, 12.0, 11.722222222222221)","(4.0, 4.6, 4.520879120879121)","(6.0, 8.0, 7.88)","(7.5, 9.4, 8.875)","(3.6, 4.4, 4.438983050847457)"
16-12-2022 15:32:42.914687,"(3.8, 4.5, 4.466666666666667)","(8.5, 11.5, 11.481481481481481)","(4.0, 4.6, 4.513513513513513)","(6.0, 8.0, 7.9399999999999995)","(7.5, 9.0, 8.84)","(3.6, 4.5, 4.385185185185185)"
16-12-2022 15:32:43.836506,"(3.8, 4.6, 4.5)","(8.5, 11.5, 11.481481481481481)","(4.0, 4.6, 4.5209876543209875)","(6.0, 8.0, 7.852631578947368)","(7.5, 9.0, 8.781818181818181)","(3.6, 4.4, 4.385185185185185)"
16-12-2022 15:32:44.703178,"(3.8, 4.6, 4.5)","(8.5, 12.0, 11.666666666666666)","(4.0, 4.6, 4.529113924050633)","(6.0, 8.0, 7.92)","(7.5, 9.0, 8.773913043478261)","(3.6, 4.4, 4.36764705882353)"
16-12-2022 15:32:45.676902,"(3.8, 4.6, 4.491304347826087)","(8.5, 12.5, 12.166666666666666)","(4.0, 4.6, 4.529113924050633)","(6.0, 8.0, 7.818181818181818)","(7.5, 9.0, 8.773913043478261)","(3.6, 4.4, 4.348275862068966)"
16-12-2022 15:32:46.605474,"(3.8, 4.6, 4.497959183673469)","(8.5, 12.5, 12.065217391304348)","(4.0, 4.6, 4.529113924050633)","(6.0, 8.0, 7.777777777777778)","(7.5, 9.0, 8.773913043478261)","(3.6, 4.4, 4.348275862068966)"
16-12-2022 15:32:47.570151,"(3.8, 4.6, 4.497959183673469)","(8.5, 12.5, 12.24074074074074)","(4.0, 4.6, 4.517948717948718)","(6.0, 8.0, 7.62)","(7.5, 9.0, 8.773913043478261)","(3.6, 4.4, 4.348275862068966)"
16-12-2022 15:32:48.541588,"(3.8, 4.6, 4.497959183673469)","(8.5, 12.5, 12.15)","(4.0, 4.6, 4.517948717948718)","(6.0, 7.8, 7.6)","(7.5, 9.0, 8.773913043478261)","(3.6, 4.4, 4.357142857142858)"
16-12-2022 15:32:49.545085,"(3.8, 4.6, 4.497959183673469)","(8.5, 12.5, 12.15)","(4.0, 4.6, 4.517948717948718)","(6.0, 7.8, 7.6)","(7.5, 9.0, 8.773913043478261)","(3.6, 4.4, 4.357142857142858)"
16-12-2022 15:32:50.747103,"(3.8, 4.6, 4.62972972972973)","(8.5, 12.5, 11.472222222222221)","(4.0, 4.6, 4.483636363636363)","(6.0, 7.8, 7.6625)","(7.5, 9.2, 9.11111111111111)","(3.6, 4.4, 4.374074074074074)"
16-12-2022 15:32:51.712811,"(3.8, 4.7, 4.6230769230769235)","(8.5, 11.5, 11.477272727272727)","(4.0, 4.6, 4.483636363636363)","(6.0, 7.8, 7.64)","(7.5, 9.2, 9.16)","(3.6, 4.4, 4.353571428571429)"
16-12-2022 15:32:52.692854,"(3.8, 4.7, 4.62)","(8.5, 12.0, 11.4375)","(4.0, 4.6, 4.472)","(6.0, 7.8, 7.571428571428571)","(7.5, 9.2, 9.16)","(3.6, 4.4, 4.351851851851852)"
16-12-2022 15:32:53.648362,"(3.8, 4.7, 4.62)","(8.5, 12.0, 11.386363636363637)","(4.0, 4.6, 4.490909090909091)","(6.0, 7.8, 7.566666666666666)","(7.5, 9.2, 9.127272727272727)","(3.6, 4.4, 4.241379310344827)"
16-12-2022 15:32:54.562349,"(3.8, 4.7, 4.62)","(8.5, 12.0, 11.386363636363637)","(4.0, 4.7, 4.6815668202764975)","(6.0, 7.6, 7.56)","(7.5, 9.2, 9.16)","(3.6, 4.3, 4.248484848484848)"
16-12-2022 15:32:55.470553,"(3.8, 4.6, 4.475)","(8.5, 12.0, 11.41304347826087)","(4.0, 4.8, 4.75)","(6.0, 7.6, 7.569999999999999)","(7.5, 9.2, 9.16)","(3.6, 4.3, 4.265789473684211)"
16-12-2022 15:32:56.469888,"(3.8, 4.5, 4.431818181818182)","(8.5, 12.0, 11.41304347826087)","(4.0, 4.8, 4.75)","(6.0, 7.6, 7.536363636363636)","(7.5, 9.2, 9.16)","(3.6, 4.3, 4.325)"
16-12-2022 15:32:57.349378,"(3.8, 4.5, 4.415)","(8.5, 12.0, 11.41304347826087)","(4.0, 4.8, 4.754838709677419)","(6.0, 7.6, 7.536363636363636)","(7.5, 9.2, 9.16)","(3.6, 4.4, 4.325)"
16-12-2022 15:32:58.266966,"(3.8, 4.5, 4.415)","(8.5, 12.0, 11.41304347826087)","(4.0, 4.8, 4.75)","(6.0, 7.6, 7.484615384615385)","(7.5, 9.2, 9.058823529411764)","(3.6, 4.4, 4.293023255813954)"
16-12-2022 15:32:59.231743,"(3.8, 4.5, 4.443902439024391)","(8.5, 12.0, 11.41304347826087)","(4.0, 5.0, 4.968571428571429)","(6.0, 7.6, 7.480851063829787)","(7.5, 9.2, 9.058823529411764)","(3.6, 4.4, 4.279166666666667)"
16-12-2022 15:33:00.216857,"(3.8, 4.4, 4.3933333333333335)","(8.5, 12.0, 11.372549019607844)","(4.0, 5.0, 4.961320754716981)","(6.0, 7.6, 7.474285714285714)","(7.5, 9.2, 9.058823529411764)","(3.6, 4.3, 4.279166666666667)"
16-12-2022 15:33:01.070851,"(3.8, 4.5, 4.426984126984127)","(8.5, 12.0, 11.416666666666666)","(4.0, 5.0, 4.969047619047619)","(6.0, 7.6, 7.474285714285714)","(7.5, 9.2, 9.058823529411764)","(3.6, 4.3, 4.243181818181818)"
16-12-2022 15:33:02.001829,"(3.8, 4.5, 4.416279069767442)","(8.5, 12.0, 11.423728813559322)","(4.0, 5.0, 4.804166666666667)","(6.0, 7.6, 7.566666666666666)","(7.5, 9.2, 8.951724137931034)","(3.6, 4.3, 4.266666666666667)"
16-12-2022 15:33:02.981380,"(3.8, 4.5, 4.421951219512195)","(8.5, 12.0, 11.53968253968254)","(4.0, 4.8, 4.734375)","(6.0, 7.8, 7.758620689655173)","(7.5, 9.2, 8.957142857142857)","(3.6, 4.3, 4.271052631578947)"
16-12-2022 15:33:03.872001,"(3.8, 4.5, 4.421951219512195)","(8.5, 12.0, 11.53968253968254)","(4.0, 4.8, 4.724242424242425)","(6.0, 8.0, 7.714285714285714)","(7.5, 9.2, 8.957142857142857)","(3.6, 4.3, 4.266666666666667)"
16-12-2022 15:33:04.786632,"(3.8, 4.5, 4.3915254237288135)","(8.5, 12.0, 11.576271186440678)","(4.0, 4.8, 4.717021276595744)","(6.0, 8.0, 7.852631578947368)","(7.5, 9.2, 9.16)","(3.6, 4.3, 4.206451612903226)"
16-12-2022 15:33:05.719025,"(3.8, 4.5, 4.423684210526316)","(8.5, 12.0, 11.712962962962964)","(4.0, 4.8, 4.716)","(6.0, 8.0, 7.8)","(7.5, 9.2, 8.992592592592592)","(3.6, 4.3, 4.274468085106383)"
16-12-2022 15:33:06.641721,"(3.8, 4.6, 4.561783439490446)","(8.5, 12.0, 11.73728813559322)","(4.0, 4.7, 4.680459770114942)","(6.0, 7.8, 7.685714285714285)","(7.5, 9.2, 8.992592592592592)","(3.6, 4.3, 4.27)"
16-12-2022 15:33:07.524988,"(3.8, 4.6, 4.539189189189189)","(8.5, 12.0, 11.721428571428572)","(4.0, 4.7, 4.671428571428572)","(6.0, 7.6, 7.542857142857143)","(7.5, 9.2, 9.048275862068966)","(3.6, 4.3, 4.2784313725490195)"
16-12-2022 15:33:08.438078,"(3.8, 4.5, 4.406666666666667)","(8.5, 12.0, 11.698412698412698)","(4.0, 4.7, 4.677777777777778)","(6.0, 7.8, 7.594594594594595)","(7.5, 9.4, 9.342857142857143)","(3.6, 4.3, 4.2784313725490195)"
16-12-2022 15:33:09.384568,"(3.8, 4.5, 4.404081632653061)","(8.5, 12.0, 11.698412698412698)","(4.0, 4.7, 4.661946902654868)","(6.0, 7.8, 7.580952380952381)","(7.5, 9.6, 9.442857142857143)","(3.6, 4.3, 4.261818181818182)"
16-12-2022 15:33:10.233489,"(3.8, 4.5, 4.404081632653061)","(8.5, 12.0, 11.674603174603174)","(4.0, 4.8, 4.727118644067796)","(6.0, 7.8, 7.580952380952381)","(7.5, 9.6, 9.442857142857143)","(3.6, 4.3, 4.255737704918033)"
16-12-2022 15:33:11.098013,"(3.8, 4.5, 4.401818181818181)","(8.5, 12.0, 11.674603174603174)","(4.0, 4.8, 4.725806451612903)","(6.0, 7.8, 7.59)","(7.5, 9.6, 9.39310344827586)","(3.6, 4.3, 4.255737704918033)"
16-12-2022 15:33:11.986110,"(3.8, 4.5, 4.401818181818181)","(8.5, 12.0, 11.68939393939394)","(4.0, 4.8, 4.729230769230769)","(6.0, 7.6, 7.4719999999999995)","(7.5, 9.6, 9.4625)","(3.6, 4.3, 4.318518518518519)"
16-12-2022 15:33:12.870577,"(3.8, 4.5, 4.404672897196262)","(8.5, 12.0, 11.712121212121213)","(4.0, 4.8, 4.770833333333333)","(6.0, 7.2, 7.18)","(7.5, 9.6, 9.4625)","(3.6, 4.4, 4.306)"
16-12-2022 15:33:13.719249,"(3.8, 4.5, 4.404672897196262)","(8.5, 12.0, 11.7)","(4.0, 4.8, 4.770833333333333)","(6.0, 7.2, 7.190476190476191)","(7.5, 9.6, 9.447058823529412)","(3.6, 4.4, 4.306)"
16-12-2022 15:33:14.617127,"(3.8, 4.4, 4.382352941176471)","(8.5, 12.0, 11.719298245614034)","(4.0, 4.9, 4.826190476190476)","(6.0, 7.2, 7.0636363636363635)","(7.5, 9.6, 9.41)","(3.6, 4.4, 4.306)"
16-12-2022 15:33:15.562568,"(3.8, 4.4, 4.350632911392405)","(8.5, 12.0, 11.788461538461538)","(4.0, 4.9, 4.774285714285715)","(6.0, 7.2, 7.0)","(7.5, 9.6, 9.454545454545453)","(3.6, 4.4, 4.342307692307692)"
16-12-2022 15:33:16.381673,"(3.8, 4.4, 4.344444444444444)","(8.5, 12.0, 11.92)","(4.0, 4.9, 4.782539682539682)","(6.0, 7.0, 6.777777777777778)","(7.5, 9.6, 9.454545454545453)","(3.6, 4.4, 4.342307692307692)"
16-12-2022 15:33:17.258980,"(3.8, 4.4, 4.355421686746988)","(8.5, 12.0, 11.9375)","(4.0, 4.9, 4.74957264957265)","(6.0, 6.8, 6.6909090909090905)","(7.5, 9.8, 9.688888888888888)","(3.6, 4.4, 4.364285714285715)"
16-12-2022 15:33:18.163588,"(3.8, 4.4, 4.355421686746988)","(8.5, 12.0, 11.936170212765957)","(4.0, 4.9, 4.747540983606558)","(6.0, 6.8, 6.668421052631579)","(7.5, 10.0, 9.9)","(3.6, 4.4, 4.357142857142858)"
16-12-2022 15:33:19.070351,"(3.8, 4.4, 4.355421686746988)","(8.5, 12.0, 11.930232558139535)","(4.0, 4.9, 4.747540983606558)","(6.0, 6.8, 6.696296296296296)","(7.5, 10.0, 9.9)","(3.6, 4.4, 4.343283582089552)"
16-12-2022 15:33:19.910152,"(3.8, 4.4, 4.335416666666666)","(8.5, 12.0, 11.926829268292684)","(4.0, 4.9, 4.747540983606558)","(6.0, 6.8, 6.696296296296296)","(7.5, 10.0, 9.9)","(3.6, 4.4, 4.321014492753623)"
16-12-2022 15:33:20.831466,"(3.8, 4.5, 4.475)","(8.5, 12.5, 12.22549019607843)","(4.0, 4.8, 4.7456)","(6.0, 6.8, 6.733333333333333)","(7.5, 10.5, 9.862376237623764)","(3.6, 4.2, 4.128395061728395)"
16-12-2022 15:33:21.742973,"(3.8, 4.6, 4.543137254901961)","(8.5, 12.5, 12.25)","(4.0, 4.7, 4.676271186440678)","(6.0, 6.8, 6.68780487804878)","(7.5, 10.5, 10.005102040816327)","(3.6, 4.2, 4.206930693069307)"
16-12-2022 15:33:22.590404,"(3.8, 4.6, 4.576271186440677)","(8.5, 12.5, 12.25)","(4.0, 4.7, 4.666071428571429)","(6.0, 6.8, 6.68780487804878)","(7.5, 10.5, 10.005102040816327)","(3.6, 4.3, 4.199999999999999)"
16-12-2022 15:33:23.439989,"(3.8, 4.6, 4.573770491803279)","(8.5, 12.5, 12.25)","(4.0, 4.7, 4.652857142857143)","(6.0, 6.8, 6.631818181818182)","(7.5, 10.5, 9.907692307692308)","(3.6, 4.3, 4.1961538461538455)"
16-12-2022 15:33:24.332810,"(3.8, 4.6, 4.573770491803279)","(8.5, 12.5, 12.179245283018869)","(4.0, 4.7, 4.652857142857143)","(6.0, 6.8, 6.631818181818182)","(7.5, 10.5, 9.945384615384617)","(3.6, 4.3, 4.200917431192661)"
16-12-2022 15:33:25.238339,"(3.8, 4.6, 4.573770491803279)","(8.5, 12.5, 12.196428571428571)","(4.0, 4.7, 4.652857142857143)","(6.0, 6.8, 6.663736263736264)","(7.5, 10.5, 9.948818897637796)","(3.6, 4.3, 4.203921568627451)"
16-12-2022 15:33:26.077341,"(3.8, 4.6, 4.573770491803279)","(8.5, 12.5, 12.20754716981132)","(4.0, 4.7, 4.652857142857143)","(6.0, 6.8, 6.663736263736264)","(7.5, 10.5, 9.948818897637796)","(3.6, 4.3, 4.203921568627451)"
16-12-2022 15:33:26.955597,"(3.8, 4.6, 4.574999999999999)","(8.5, 12.5, 12.229166666666666)","(4.0, 4.7, 4.652857142857143)","(6.0, 6.8, 6.634146341463414)","(7.5, 10.5, 9.948818897637796)","(3.6, 4.3, 4.3702422145328725)"
16-12-2022 15:33:27.848219,"(3.8, 4.6, 4.545098039215686)","(8.5, 12.5, 12.069444444444445)","(4.0, 4.7, 4.64)","(6.0, 6.8, 6.6)","(7.5, 10.5, 9.948818897637796)","(3.6, 4.4, 4.3702422145328725)"
16-12-2022 15:33:28.753121,"(3.8, 4.6, 4.529577464788733)","(8.5, 12.5, 12.365384615384615)","(4.0, 4.7, 4.603703703703704)","(6.0, 6.8, 6.613333333333333)","(7.5, 10.5, 10.028571428571428)","(3.6, 4.4, 4.3145454545454545)"
16-12-2022 15:33:29.587370,"(3.8, 4.6, 4.55)","(8.5, 12.5, 12.418367346938776)","(4.0, 4.7, 4.624489795918367)","(6.0, 6.4, 6.336585365853659)","(7.5, 10.5, 10.028571428571428)","(3.6, 4.4, 4.3145454545454545)"
16-12-2022 15:33:30.457504,"(3.8, 4.6, 4.567058823529411)","(8.5, 12.5, 12.38679245283019)","(4.0, 4.7, 4.647887323943662)","(6.0, 6.4, 6.2631578947368425)","(7.5, 10.5, 10.065217391304348)","(3.6, 4.4, 4.3133333333333335)"
16-12-2022 15:33:31.346818,"(3.8, 4.6, 4.593442622950819)","(8.5, 12.5, 12.38679245283019)","(4.0, 4.7, 4.643939393939394)","(6.0, 6.4, 6.286111111111111)","(7.5, 10.5, 10.061904761904762)","(3.6, 4.4, 4.250793650793651)"
16-12-2022 15:33:32.218249,"(3.8, 4.7, 4.613846153846153)","(8.5, 12.5, 12.424528301886792)","(4.0, 4.7, 4.645161290322581)","(6.0, 6.4, 6.277358490566038)","(7.5, 10.5, 10.096491228070175)","(3.6, 4.3, 4.262195121951219)"
16-12-2022 15:33:33.118048,"(3.8, 4.7, 4.608771929824561)","(8.5, 13.0, 12.523255813953488)","(4.0, 4.7, 4.644262295081967)","(6.0, 6.4, 6.261702127659575)","(7.5, 10.5, 10.1)","(3.6, 4.3, 4.279661016949152)"
16-12-2022 15:33:33.982855,"(3.8, 4.7, 4.608771929824561)","(8.5, 13.0, 12.5)","(4.0, 4.7, 4.671739130434783)","(6.0, 6.2, 6.068867924528302)","(7.5, 10.5, 10.1)","(3.6, 4.3, 4.285542168674699)"
16-12-2022 15:33:34.873303,"(3.8, 4.7, 4.608771929824561)","(8.5, 13.0, 12.75)","(4.0, 4.7, 4.672916666666667)","(6.0, 6.2, 6.047120418848167)","(7.5, 10.5, 10.1)","(3.6, 4.3, 4.285542168674699)"
16-12-2022 15:33:35.755479,"(3.8, 4.7, 4.603703703703704)","(8.5, 12.5, 12.433962264150944)","(4.0, 4.8, 4.731944444444444)","(6.0, 6.2, 6.0452830188679245)","(7.5, 10.5, 10.1)","(3.6, 4.3, 4.281538461538461)"
16-12-2022 15:33:36.645069,"(3.8, 4.7, 4.627941176470588)","(8.5, 12.0, 11.788732394366198)","(4.0, 4.9, 4.803448275862069)","(6.0, 6.2, 6.048847926267281)","(7.5, 10.5, 10.104761904761904)","(3.6, 4.3, 4.145)"
16-12-2022 15:33:37.480158,"(3.9, 4.7, 4.648192771084338)","(8.5, 12.0, 11.78125)","(4.0, 4.9, 4.844444444444444)","(6.0, 6.2, 6.068273092369478)","(7.5, 10.5, 10.104761904761904)","(3.6, 4.2, 4.140909090909091)"
16-12-2022 15:33:38.313336,"(3.9, 4.7, 4.648192771084338)","(8.5, 12.0, 11.769736842105264)","(4.0, 4.9, 4.863265306122449)","(6.0, 6.2, 6.064377682403434)","(7.5, 10.5, 10.10377358490566)","(3.6, 4.2, 4.133088235294117)"
16-12-2022 15:33:39.229898,"(3.9, 4.7, 4.658823529411765)","(8.5, 12.0, 11.956521739130435)","(4.0, 4.9, 4.869387755102041)","(6.0, 6.2, 6.0699588477366255)","(7.5, 10.5, 10.102803738317757)","(3.6, 4.2, 4.109)"
16-12-2022 15:33:40.126557,"(3.9, 4.7, 4.658823529411765)","(8.5, 12.5, 12.046511627906977)","(4.0, 4.9, 4.869387755102041)","(6.0, 6.2, 6.064377682403434)","(7.5, 10.5, 10.139830508474576)","(3.6, 4.2, 4.070967741935483)"
16-12-2022 15:33:40.976758,"(3.9, 4.7, 4.674157303370786)","(8.5, 12.5, 12.141509433962264)","(4.0, 4.9, 4.867567567567567)","(6.0, 6.2, 6.0720647773279355)","(7.5, 10.5, 10.139830508474576)","(3.6, 4.1, 4.072847682119205)"
16-12-2022 15:33:41.839804,"(3.9, 4.7, 4.665671641791045)","(8.5, 12.5, 12.069444444444445)","(4.0, 5.0, 4.9088495575221245)","(6.0, 6.2, 6.065384615384615)","(7.5, 10.5, 10.107843137254902)","(3.6, 4.1, 4.076119402985074)"
16-12-2022 15:33:42.760495,"(3.9, 4.9, 4.802564102564102)","(8.5, 12.0, 11.688953488372093)","(4.0, 4.9, 4.886842105263158)","(6.0, 6.2, 6.059685863874345)","(7.5, 10.5, 10.121495327102803)","(3.6, 4.1, 4.07593984962406)"
16-12-2022 15:33:43.621702,"(3.9, 4.9, 4.822222222222222)","(8.5, 12.0, 11.715469613259668)","(4.0, 4.9, 4.868421052631579)","(6.0, 6.2, 6.059685863874345)","(7.5, 10.5, 10.121495327102803)","(3.6, 4.1, 4.078378378378378)"
16-12-2022 15:33:44.481324,"(3.9, 4.8, 4.785526315789474)","(8.5, 12.0, 11.926829268292684)","(4.0, 4.9, 4.876)","(6.0, 6.2, 6.067326732673267)","(7.5, 10.5, 10.13963963963964)","(3.6, 4.1, 4.0594059405940595)"
16-12-2022 15:33:45.339754,"(3.9, 4.8, 4.783076923076923)","(8.5, 12.0, 11.929487179487179)","(4.0, 4.9, 4.878947368421053)","(6.0, 6.2, 6.062564102564103)","(7.5, 10.5, 10.111650485436893)","(3.6, 4.1, 4.048945147679325)"
16-12-2022 15:33:46.230035,"(3.9, 5.0, 4.912903225806452)","(8.5, 12.0, 11.898876404494382)","(4.0, 4.9, 4.86896551724138)","(6.0, 6.2, 6.05989847715736)","(7.5, 10.5, 10.119047619047619)","(3.6, 4.1, 4.049315068493151)"
16-12-2022 15:33:47.123966,"(3.9, 5.0, 4.936305732484076)","(8.5, 12.0, 11.908045977011493)","(4.0, 4.9, 4.867796610169492)","(6.0, 6.2, 6.05989847715736)","(7.5, 10.5, 10.119047619047619)","(3.6, 4.1, 4.046929824561404)"
16-12-2022 15:33:48.001672,"(3.9, 4.9, 4.890598290598291)","(8.5, 12.0, 11.927710843373495)","(4.0, 4.9, 4.867796610169492)","(6.0, 6.2, 6.05989847715736)","(7.5, 10.5, 10.116822429906541)","(3.6, 4.1, 4.046929824561404)"
16-12-2022 15:33:48.882059,"(3.9, 4.9, 4.888333333333334)","(8.5, 12.0, 11.927710843373495)","(4.0, 4.9, 4.867796610169492)","(6.0, 6.2, 6.043181818181818)","(7.5, 10.5, 10.116822429906541)","(3.6, 4.1, 4.045739910313901)"
16-12-2022 15:33:49.718353,"(3.9, 4.9, 4.8882352941176475)","(8.5, 12.0, 11.94375)","(4.0, 4.9, 4.870175438596491)","(6.0, 6.2, 6.043181818181818)","(7.5, 10.5, 10.116822429906541)","(3.6, 4.1, 4.045739910313901)"
16-12-2022 15:33:50.579846,"(3.9, 4.9, 4.821428571428571)","(8.5, 12.5, 12.025)","(4.0, 4.9, 4.8742857142857146)","(6.0, 6.2, 6.043181818181818)","(7.5, 10.5, 10.116822429906541)","(3.6, 4.1, 4.0544943820224715)"
16-12-2022 15:33:51.480340,"(3.9, 4.9, 4.838)","(8.5, 12.5, 12.035087719298245)","(4.0, 4.9, 4.859259259259259)","(6.0, 6.2, 6.051006711409396)","(7.5, 10.5, 10.116822429906541)","(3.6, 4.1, 4.023008849557522)"
16-12-2022 15:33:52.365251,"(3.9, 4.9, 4.890000000000001)","(8.5, 12.5, 12.035087719298245)","(4.0, 4.9, 4.847619047619047)","(6.0, 6.2, 6.0627218934911244)","(7.5, 10.5, 10.111607142857142)","(3.6, 4.1, 4.023684210526316)"
16-12-2022 15:33:53.192965,"(3.9, 4.9, 4.890243902439025)","(8.5, 12.5, 12.043859649122806)","(4.0, 4.9, 4.848837209302325)","(6.0, 6.2, 6.09)","(7.5, 10.5, 10.111607142857142)","(3.6, 4.1, 4.023684210526316)"
16-12-2022 15:33:54.071034,"(3.9, 4.9, 4.891666666666667)","(8.5, 12.5, 12.043859649122806)","(4.0, 4.9, 4.856)","(6.0, 6.2, 6.075)","(7.5, 10.5, 10.111607142857142)","(3.6, 4.1, 4.022689075630252)"
16-12-2022 15:33:54.997872,"(3.9, 5.0, 4.9021739130434785)","(8.5, 12.5, 12.043859649122806)","(4.0, 4.9, 4.877777777777778)","(6.0, 6.2, 6.076258992805755)","(7.5, 10.5, 10.222222222222221)","(3.6, 4.1, 4.022689075630252)"
16-12-2022 15:33:55.855515,"(3.9, 4.9, 4.892156862745098)","(8.5, 12.5, 12.059055118110237)","(4.0, 4.9, 4.898837209302326)","(6.0, 6.2, 6.076258992805755)","(7.5, 10.5, 10.17741935483871)","(3.6, 4.1, 4.007432432432433)"
16-12-2022 15:33:56.699506,"(3.9, 4.9, 4.892156862745098)","(8.5, 12.0, 11.873684210526315)","(4.0, 4.9, 4.8512048192771084)","(6.0, 6.2, 6.076258992805755)","(7.5, 10.5, 10.219626168224298)","(3.6, 4.1, 4.007432432432433)"
16-12-2022 15:33:57.565302,"(3.9, 4.9, 4.892156862745098)","(8.5, 12.0, 11.835051546391753)","(4.0, 4.9, 4.847878787878788)","(6.0, 6.2, 6.074452554744526)","(7.5, 10.5, 10.232142857142858)","(3.6, 4.1, 3.9333333333333336)"
16-12-2022 15:33:58.406639,"(3.9, 5.0, 4.922535211267606)","(8.5, 12.0, 11.866666666666667)","(4.0, 4.9, 4.89904761904762)","(6.0, 6.2, 6.082170542635659)","(7.5, 10.5, 10.234513274336283)","(3.6, 3.95, 3.9333333333333336)"
16-12-2022 15:33:59.256009,"(3.9, 5.0, 4.9303797468354436)","(8.5, 12.0, 11.901162790697674)","(4.0, 4.9, 4.899180327868852)","(6.0, 6.2, 6.08125)","(7.5, 10.5, 10.22972972972973)","(3.6, 3.95, 3.9154411764705883)"
16-12-2022 15:34:00.133881,"(3.9, 5.0, 4.93452380952381)","(8.5, 12.0, 11.901315789473685)","(4.0, 5.0, 4.928187919463087)","(6.0, 6.2, 6.088235294117647)","(7.5, 10.5, 10.233050847457626)","(3.6, 3.9, 3.888235294117647)"
16-12-2022 15:34:01.011673,"(3.9, 5.0, 4.932926829268293)","(8.5, 12.0, 11.901315789473685)","(4.0, 5.0, 4.92992125984252)","(6.0, 6.2, 6.083582089552239)","(7.5, 10.5, 10.245454545454546)","(3.6, 3.9, 3.8946428571428573)"
16-12-2022 15:34:01.847147,"(3.9, 5.0, 4.926666666666667)","(8.5, 12.0, 11.823170731707316)","(4.0, 5.0, 4.916521739130435)","(6.0, 6.2, 6.072131147540984)","(7.5, 10.5, 10.252212389380531)","(3.6, 3.9, 3.8946428571428573)"
16-12-2022 15:34:02.712978,"(3.9, 5.0, 4.92962962962963)","(8.5, 12.0, 11.83974358974359)","(4.0, 5.0, 4.924444444444445)","(6.0, 6.2, 6.072131147540984)","(7.5, 10.5, 10.247787610619469)","(3.6, 3.9, 3.8253846153846154)"
16-12-2022 15:34:03.609466,"(3.9, 5.1, 5.013725490196078)","(8.5, 12.0, 11.891304347826088)","(4.0, 5.0, 4.933695652173913)","(6.0, 6.2, 6.093805309734513)","(7.5, 10.5, 10.292792792792794)","(3.6, 3.85, 3.7986111111111107)"
16-12-2022 15:34:04.466727,"(3.9, 5.1, 5.01025641025641)","(8.5, 12.0, 11.891304347826088)","(4.0, 5.0, 4.938961038961039)","(6.0, 6.2, 6.171428571428572)","(7.5, 10.5, 10.292792792792794)","(3.6, 3.8, 3.79)"
16-12-2022 15:34:05.292261,"(3.9, 5.1, 5.0025)","(8.5, 12.0, 11.878205128205128)","(4.0, 5.0, 4.916483516483517)","(6.0, 6.6, 6.4944444444444445)","(7.5, 10.5, 10.283018867924529)","(3.5, 3.85, 3.79)"
