,Water Into Wine,Fire Glo Too,Young Hostess,Thats Incranibull,Max Mercury,Hard Squeeze,Maid Of Iron,Dodgy One,Peppino
11-01-2023 16:21:20.052534,"(21.0, 29.0, 28.11111111111111)","(5.0, 5.9, 5.884491978609626)","(12.0, 16.5, 16.318181818181817)","(31.0, 42.0, 39.1578947368421)","(4.0, 4.5, 4.5379385964912275)","(3.2, 3.6, 3.5850340136054424)","(7.0, 7.6, 7.376041666666667)","(14.0, 16.5, 16.65753424657534)","(61.0, 90.0, 90.25)"
11-01-2023 16:21:21.253454,"(21.0, 29.0, 28.11111111111111)","(5.0, 5.9, 5.835371179039302)","(12.0, 16.5, 16.292207792207794)","(31.0, 40.0, 39.1578947368421)","(4.0, 4.6, 4.561574074074074)","(3.2, 3.6, 3.588770388958595)","(7.0, 7.4, 7.376041666666667)","(14.0, 17.0, 16.67132867132867)","(61.0, 95.0, 90.25)"
11-01-2023 16:21:22.455501,"(21.0, 29.0, 28.11111111111111)","(5.0, 5.9, 5.835371179039302)","(12.0, 16.5, 16.321428571428573)","(31.0, 40.0, 39.1578947368421)","(4.0, 4.6, 4.555013550135501)","(3.2, 3.6, 3.593871866295265)","(7.0, 7.4, 7.359677419354839)","(14.0, 17.0, 16.447916666666668)","(61.0, 95.0, 87.5)"
11-01-2023 16:21:23.738736,"(21.0, 29.0, 28.11111111111111)","(5.0, 6.0, 5.9)","(12.0, 16.5, 16.321428571428573)","(31.0, 40.0, 39.04761904761905)","(4.0, 4.6, 4.5621451104100945)","(3.2, 3.6, 3.6039503386004514)","(7.0, 7.4, 7.328658536585366)","(14.0, 16.5, 16.624)","(61.0, 90.0, 88.57142857142857)"
11-01-2023 16:21:24.960587,"(21.0, 29.0, 27.666666666666668)","(5.0, 6.0, 5.9)","(12.0, 16.5, 16.307692307692307)","(31.0, 40.0, 39.0)","(4.0, 4.6, 4.544900351699883)","(3.2, 3.65, 3.6037414965986394)","(7.0, 7.4, 7.313782991202347)","(14.0, 17.0, 16.603174603174605)","(61.0, 90.0, 84.0909090909091)"
11-01-2023 16:21:26.112133,"(21.0, 29.0, 27.32)","(5.0, 6.0, 5.90936329588015)","(12.0, 16.5, 16.307692307692307)","(31.0, 40.0, 39.0)","(4.0, 4.6, 4.53525721455458)","(3.2, 3.65, 3.6140845070422536)","(7.0, 7.4, 7.285561497326204)","(14.0, 17.0, 16.603174603174605)","(61.0, 85.0, 84.47368421052632)"
11-01-2023 16:21:27.291193,"(21.0, 29.0, 27.32)","(5.0, 6.0, 5.99609375)","(12.0, 16.5, 16.303030303030305)","(31.0, 40.0, 38.8)","(4.0, 4.6, 4.476022566995769)","(3.2, 3.65, 3.605939524838013)","(7.0, 7.4, 7.284577114427861)","(14.0, 17.0, 16.598425196850393)","(61.0, 85.0, 88.70967741935483)"
11-01-2023 16:21:28.509114,"(21.0, 29.0, 27.32)","(5.0, 6.0, 5.996688741721854)","(12.0, 16.5, 16.303030303030305)","(31.0, 40.0, 38.074074074074076)","(4.0, 4.5, 4.483810888252149)","(3.2, 3.65, 3.591833590138675)","(7.0, 7.4, 7.31453488372093)","(14.0, 17.0, 16.592)","(61.0, 90.0, 89.04761904761905)"
11-01-2023 16:21:29.660027,"(21.0, 29.0, 27.32)","(5.0, 6.2, 6.082926829268293)","(12.0, 16.5, 16.303030303030305)","(31.0, 40.0, 38.51428571428571)","(4.0, 4.5, 4.525842696629214)","(3.2, 3.6, 3.544473140495868)","(7.0, 7.4, 7.312225705329154)","(14.0, 17.0, 15.942708333333334)","(61.0, 90.0, 89.78260869565217)"
11-01-2023 16:21:30.824174,"(21.0, 29.0, 27.32)","(5.0, 6.4, 6.251948051948053)","(12.0, 16.5, 16.285714285714285)","(31.0, 40.0, 38.266666666666666)","(4.0, 4.6, 4.538790035587189)","(3.2, 3.55, 3.5492244053774558)","(7.0, 7.4, 7.263868065967017)","(14.0, 16.0, 15.942708333333334)","(61.0, 90.0, 89.25)"
11-01-2023 16:21:32.021632,"(21.0, 29.0, 27.32)","(5.0, 6.4, 6.253846153846154)","(12.0, 16.5, 16.285714285714285)","(31.0, 40.0, 38.266666666666666)","(4.0, 4.6, 4.538790035587189)","(3.2, 3.55, 3.549154929577465)","(7.0, 7.4, 7.268051118210863)","(14.0, 16.0, 15.846534653465346)","(61.0, 90.0, 89.21052631578948)"
11-01-2023 16:21:33.219954,"(21.0, 29.0, 27.32)","(5.0, 6.4, 6.253164556962026)","(12.0, 16.5, 16.285714285714285)","(31.0, 40.0, 37.8)","(4.0, 4.6, 4.538790035587189)","(3.2, 3.6, 3.5328047921071177)","(7.0, 7.4, 7.2668841761827085)","(14.0, 16.0, 15.822916666666666)","(61.0, 90.0, 89.21052631578948)"
11-01-2023 16:21:34.381187,"(21.0, 29.0, 27.09090909090909)","(5.0, 6.4, 6.248366013071895)","(12.0, 16.5, 16.272727272727273)","(31.0, 38.0, 37.8)","(4.0, 4.6, 4.516233766233766)","(3.2, 3.55, 3.526714207350521)","(7.0, 7.4, 7.280527086383602)","(14.0, 16.0, 15.822916666666666)","(61.0, 90.0, 89.21052631578948)"
11-01-2023 16:21:35.510789,"(21.0, 29.0, 27.5)","(5.0, 6.4, 6.253164556962026)","(12.0, 16.5, 16.272727272727273)","(31.0, 38.0, 37.64705882352941)","(4.0, 4.6, 4.516233766233766)","(3.2, 3.55, 3.525154958677686)","(7.0, 7.4, 7.277464788732394)","(14.0, 16.0, 15.864705882352942)","(61.0, 90.0, 89.76190476190476)"
11-01-2023 16:21:36.689212,"(21.0, 29.0, 27.5)","(5.0, 6.4, 6.244295302013423)","(12.0, 16.5, 16.272727272727273)","(31.0, 38.0, 37.57142857142857)","(4.0, 4.6, 4.512254901960784)","(3.2, 3.55, 3.5263528138528137)","(7.0, 7.4, 7.275536480686696)","(14.0, 16.0, 15.76271186440678)","(61.0, 90.0, 89.75)"
11-01-2023 16:21:37.774305,"(21.0, 28.0, 27.2)","(5.0, 6.4, 6.258666666666667)","(12.0, 16.5, 16.272727272727273)","(31.0, 38.0, 37.375)","(4.0, 4.6, 4.518433179723503)","(3.2, 3.55, 3.52335744424352)","(7.0, 7.4, 7.1808743169398905)","(14.0, 16.0, 15.76271186440678)","(61.0, 90.0, 89.77272727272727)"
11-01-2023 16:21:38.891084,"(21.0, 28.0, 27.058823529411764)","(5.0, 6.4, 6.296446700507614)","(12.0, 16.5, 16.272727272727273)","(31.0, 38.0, 37.875)","(4.0, 4.6, 4.498662207357859)","(3.2, 3.55, 3.497908653846154)","(7.0, 7.2, 7.3235707121364095)","(14.0, 16.0, 15.789855072463768)","(61.0, 90.0, 90.5813953488372)"
11-01-2023 16:21:40.058594,"(21.0, 28.0, 27.238095238095237)","(5.0, 6.4, 6.366666666666667)","(12.0, 16.5, 16.33695652173913)","(31.0, 38.0, 37.875)","(4.0, 4.5, 4.49873417721519)","(3.2, 3.5, 3.4898726621567846)","(7.0, 7.4, 7.326234269119071)","(14.0, 16.0, 15.804054054054054)","(61.0, 95.0, 82.5)"
11-01-2023 16:21:41.187995,"(21.0, 28.0, 27.6)","(5.0, 6.4, 6.351824817518248)","(12.0, 16.5, 16.33695652173913)","(31.0, 38.0, 37.76923076923077)","(4.0, 4.5, 4.506842105263158)","(3.2, 3.5, 3.490655144694534)","(7.0, 7.4, 7.327703984819735)","(14.0, 16.0, 15.837837837837839)","(61.0, 85.0, 79.0909090909091)"
11-01-2023 16:21:42.308579,"(21.0, 28.0, 27.652173913043477)","(5.0, 6.6, 6.426771653543307)","(12.0, 16.5, 16.35148514851485)","(31.0, 38.0, 38.24390243902439)","(4.0, 4.6, 4.5056)","(3.2, 3.5, 3.487544982007197)","(7.0, 7.4, 7.329444444444444)","(14.0, 16.0, 16.10674157303371)","(61.0, 80.0, 79.16666666666667)"
11-01-2023 16:21:43.533127,"(21.0, 28.0, 27.652173913043477)","(5.0, 6.4, 6.372649572649573)","(12.0, 16.5, 16.35148514851485)","(31.0, 40.0, 38.434782608695656)","(4.0, 4.6, 4.5056)","(3.2, 3.5, 3.4857449856733527)","(7.0, 7.4, 7.340927419354839)","(14.0, 16.5, 16.12566844919786)","(61.0, 80.0, 81.36363636363636)"
11-01-2023 16:21:44.678344,"(21.0, 28.0, 27.652173913043477)","(5.0, 6.4, 6.372649572649573)","(12.0, 16.5, 16.35148514851485)","(31.0, 40.0, 38.434782608695656)","(4.0, 4.6, 4.5056)","(3.2, 3.5, 3.4821413090593847)","(7.0, 7.4, 7.340688259109312)","(14.0, 16.5, 16.12566844919786)","(61.0, 85.0, 82.33333333333333)"
11-01-2023 16:21:45.871502,"(21.0, 28.0, 27.652173913043477)","(5.0, 6.4, 6.372052401746725)","(12.0, 16.5, 16.35)","(31.0, 40.0, 38.434782608695656)","(4.0, 4.6, 4.5056)","(3.2, 3.5, 3.459711155378486)","(7.0, 7.4, 7.340688259109312)","(14.0, 16.5, 16.12566844919786)","(61.0, 85.0, 81.47058823529412)"
11-01-2023 16:21:47.029557,"(21.0, 28.0, 27.652173913043477)","(5.0, 6.4, 6.372052401746725)","(12.0, 16.5, 16.38372093023256)","(31.0, 40.0, 38.434782608695656)","(4.0, 4.6, 4.538175046554935)","(3.2, 3.5, 3.4360576923076924)","(7.0, 7.4, 7.472935779816514)","(14.0, 16.5, 16.16857142857143)","(61.0, 85.0, 80.38461538461539)"
11-01-2023 16:21:48.167731,"(21.0, 28.0, 27.88372093023256)","(5.0, 6.4, 6.372052401746725)","(12.0, 16.5, 16.38372093023256)","(31.0, 40.0, 38.285714285714285)","(4.0, 4.6, 4.536091549295775)","(3.2, 3.45, 3.440595399188092)","(7.0, 7.6, 7.484513274336283)","(14.0, 16.5, 16.17763157894737)","(61.0, 85.0, 80.41666666666667)"
11-01-2023 16:21:49.383888,"(21.0, 28.0, 27.88372093023256)","(5.0, 6.4, 6.335862068965517)","(12.0, 16.5, 16.38372093023256)","(31.0, 40.0, 38.285714285714285)","(4.0, 4.6, 4.517312072892938)","(3.2, 3.45, 3.4286301369863015)","(7.0, 7.6, 7.484513274336283)","(14.0, 16.5, 16.133928571428573)","(61.0, 85.0, 80.41666666666667)"
11-01-2023 16:21:50.486394,"(21.0, 28.0, 27.88372093023256)","(5.0, 6.4, 6.335862068965517)","(12.0, 16.5, 16.38372093023256)","(31.0, 40.0, 38.285714285714285)","(4.0, 4.6, 4.512949640287769)","(3.2, 3.45, 3.4267616785431514)","(7.0, 7.6, 7.479166666666667)","(14.0, 16.5, 16.133928571428573)","(61.0, 85.0, 80.41666666666667)"
11-01-2023 16:21:51.619444,"(21.0, 28.0, 27.705882352941178)","(5.0, 6.4, 6.335862068965517)","(12.0, 16.5, 16.38372093023256)","(31.0, 40.0, 38.2)","(4.0, 4.6, 4.526518218623481)","(3.2, 3.45, 3.420564263322884)","(7.0, 7.6, 7.443962848297214)","(14.0, 16.5, 16.133928571428573)","(61.0, 85.0, 83.16666666666667)"
11-01-2023 16:21:52.779140,"(21.0, 28.0, 27.523809523809526)","(5.0, 6.4, 6.336332179930796)","(12.0, 16.5, 16.38372093023256)","(31.0, 40.0, 39.1)","(4.0, 4.6, 4.5370883882149045)","(3.2, 3.45, 3.419563802083333)","(7.0, 7.6, 7.4838297872340425)","(14.0, 16.5, 16.1796875)","(61.0, 85.0, 83.91304347826087)"
11-01-2023 16:21:53.921127,"(21.0, 28.0, 27.17948717948718)","(5.0, 6.4, 6.336332179930796)","(12.0, 16.5, 16.294372294372295)","(31.0, 40.0, 39.1)","(4.0, 4.6, 4.539305301645338)","(3.2, 3.45, 3.42146529562982)","(7.0, 7.6, 7.481904761904762)","(14.0, 16.5, 16.1796875)","(61.0, 85.0, 83.21428571428572)"
11-01-2023 16:21:55.087079,"(21.0, 28.0, 27.62962962962963)","(5.0, 6.2, 6.062669245647969)","(12.0, 17.0, 16.65525114155251)","(31.0, 40.0, 39.1)","(4.0, 4.6, 4.526222222222222)","(3.2, 3.45, 3.420281124497992)","(7.0, 7.6, 7.468733850129199)","(14.0, 16.5, 16.1796875)","(61.0, 85.0, 84.21875)"
11-01-2023 16:21:56.290512,"(21.0, 28.0, 27.62962962962963)","(5.0, 6.2, 6.062669245647969)","(12.0, 17.0, 16.66885964912281)","(31.0, 40.0, 40.18181818181818)","(4.0, 4.6, 4.526222222222222)","(3.2, 3.45, 3.420668485675307)","(7.0, 7.6, 7.445983379501385)","(14.0, 16.5, 16.386363636363637)","(61.0, 85.0, 84.24242424242425)"
11-01-2023 16:21:57.476166,"(21.0, 28.0, 27.62962962962963)","(5.0, 6.2, 6.071841155234657)","(12.0, 17.0, 16.61082474226804)","(31.0, 42.0, 40.18181818181818)","(4.0, 4.6, 4.526222222222222)","(3.2, 3.45, 3.420668485675307)","(7.0, 7.6, 7.445983379501385)","(14.0, 16.5, 16.533333333333335)","(61.0, 85.0, 84.24242424242425)"
11-01-2023 16:21:58.635045,"(21.0, 28.0, 27.62962962962963)","(5.0, 6.2, 6.0593806921675775)","(12.0, 17.0, 16.61082474226804)","(31.0, 42.0, 40.125)","(4.0, 4.6, 4.533064516129032)","(3.2, 3.45, 3.4230716253443525)","(7.0, 7.6, 7.4228915662650605)","(14.0, 17.0, 16.57)","(61.0, 85.0, 84.21875)"
11-01-2023 16:21:59.806449,"(21.0, 28.0, 27.62962962962963)","(5.0, 6.2, 6.06893039049236)","(12.0, 17.0, 16.61082474226804)","(31.0, 42.0, 40.125)","(4.0, 4.6, 4.5301470588235295)","(3.2, 3.45, 3.4249489448604495)","(7.0, 7.6, 7.420183486238533)","(14.0, 17.0, 16.21590909090909)","(61.0, 85.0, 84.21875)"
11-01-2023 16:22:01.035308,"(21.0, 28.0, 27.62962962962963)","(5.0, 6.2, 6.074267100977199)","(12.0, 17.0, 16.551502145922747)","(31.0, 42.0, 40.97435897435898)","(4.0, 4.6, 4.509738717339667)","(3.2, 3.45, 3.461115007012623)","(7.0, 7.6, 7.420183486238533)","(14.0, 16.5, 16.69047619047619)","(61.0, 85.0, 84.21875)"
11-01-2023 16:22:02.261161,"(21.0, 28.0, 27.62962962962963)","(5.0, 6.2, 6.067592592592593)","(12.0, 17.0, 16.31699346405229)","(31.0, 42.0, 40.46808510638298)","(4.0, 4.6, 4.50547263681592)","(3.2, 3.5, 3.467765460910152)","(7.0, 7.6, 7.366771159874609)","(14.0, 17.0, 16.925)","(61.0, 85.0, 84.28571428571429)"
11-01-2023 16:22:03.459880,"(21.0, 28.0, 27.62962962962963)","(5.0, 6.2, 6.0810068649885585)","(12.0, 17.0, 16.31699346405229)","(31.0, 42.0, 40.588235294117645)","(4.0, 4.6, 4.50547263681592)","(3.2, 3.5, 3.4682027649769585)","(7.0, 7.4, 7.33905325443787)","(14.0, 17.0, 16.92)","(61.0, 85.0, 84.28571428571429)"
11-01-2023 16:22:04.671261,"(21.0, 28.0, 27.62962962962963)","(5.0, 6.2, 6.0810068649885585)","(12.0, 17.0, 16.31699346405229)","(31.0, 42.0, 40.4)","(4.0, 4.6, 4.530985915492957)","(3.2, 3.5, 3.46892575928009)","(7.0, 7.4, 7.413793103448276)","(14.0, 17.0, 16.92)","(61.0, 85.0, 84.34210526315789)"
11-01-2023 16:22:05.853329,"(21.0, 28.0, 27.41176470588235)","(5.0, 6.2, 6.0791489361702125)","(13.0, 17.0, 16.315960912052116)","(31.0, 42.0, 40.34782608695652)","(4.0, 4.5, 4.5080188679245285)","(3.1, 3.5, 3.447128712871287)","(7.0, 7.6, 7.4604810996563575)","(14.0, 17.0, 17.071428571428573)","(61.0, 85.0, 84.61538461538461)"
11-01-2023 16:22:07.027894,"(21.0, 28.0, 27.5)","(5.0, 6.2, 6.075982532751092)","(13.0, 17.0, 16.315960912052116)","(31.0, 42.0, 40.34782608695652)","(4.0, 4.6, 4.5080188679245285)","(3.1, 3.45, 3.4352822580645164)","(7.0, 7.6, 7.365161290322581)","(14.0, 17.5, 17.04320987654321)","(61.0, 85.0, 84.61538461538461)"
11-01-2023 16:22:08.261371,"(21.0, 28.0, 27.5)","(5.0, 6.2, 6.075982532751092)","(13.0, 17.0, 16.315960912052116)","(31.0, 42.0, 40.666666666666664)","(4.0, 4.6, 4.5188725490196076)","(3.2, 3.45, 3.445743639921722)","(7.0, 7.4, 7.369405099150142)","(14.0, 17.5, 17.094594594594593)","(61.0, 85.0, 79.28571428571429)"
11-01-2023 16:22:09.501435,"(21.0, 28.0, 27.444444444444443)","(5.0, 6.2, 6.077958236658933)","(13.0, 17.0, 16.29054054054054)","(31.0, 42.0, 40.666666666666664)","(4.0, 4.6, 4.50880195599022)","(3.2, 3.45, 3.4535475792988315)","(6.5, 7.4, 7.367613636363637)","(14.0, 17.5, 17.40740740740741)","(61.0, 80.0, 78.84615384615384)"
11-01-2023 16:22:10.744359,"(21.0, 28.0, 27.6875)","(5.0, 6.2, 6.091984732824428)","(13.0, 17.0, 16.315960912052116)","(31.0, 42.0, 40.857142857142854)","(4.0, 4.6, 4.50880195599022)","(3.2, 3.5, 3.4535475792988315)","(6.5, 7.4, 7.367613636363637)","(14.0, 18.0, 17.40740740740741)","(61.0, 80.0, 78.84615384615384)"
11-01-2023 16:22:12.029307,"(21.0, 28.0, 27.6875)","(5.0, 6.2, 6.089668615984405)","(13.0, 16.0, 15.801136363636363)","(31.0, 42.0, 40.785714285714285)","(4.0, 4.6, 4.50880195599022)","(3.2, 3.5, 3.452445193929174)","(6.5, 7.4, 7.395364238410596)","(14.0, 18.0, 17.78)","(61.0, 80.0, 78.8)"
11-01-2023 16:22:13.257108,"(21.0, 28.0, 27.6875)","(5.0, 6.2, 6.094845360824742)","(13.0, 16.0, 15.889705882352942)","(31.0, 42.0, 40.785714285714285)","(4.0, 4.6, 4.526699029126213)","(3.2, 3.5, 3.4603706343549536)","(6.5, 7.4, 7.395364238410596)","(14.0, 18.5, 18.227272727272727)","(61.0, 80.0, 78.8)"
11-01-2023 16:22:14.410421,"(21.0, 28.0, 27.6875)","(5.0, 6.2, 6.094845360824742)","(13.0, 16.0, 15.889705882352942)","(31.0, 42.0, 40.785714285714285)","(4.0, 4.6, 4.487610619469026)","(3.2, 3.5, 3.4323785517873513)","(6.5, 7.4, 7.3950155763239875)","(14.0, 18.5, 18.4125)","(61.0, 80.0, 79.28571428571429)"
11-01-2023 16:22:15.578814,"(21.0, 28.0, 27.77777777777778)","(5.0, 6.2, 6.092514395393474)","(13.0, 16.0, 15.902597402597403)","(31.0, 42.0, 41.08108108108108)","(4.0, 4.5, 4.488172043010753)","(3.1, 3.45, 3.4326616682286786)","(6.5, 7.4, 7.395348837209303)","(14.0, 18.5, 18.78205128205128)","(61.0, 80.0, 79.4)"
11-01-2023 16:22:16.720641,"(21.0, 28.0, 27.77777777777778)","(5.0, 6.2, 6.109893992932863)","(13.0, 16.0, 15.902597402597403)","(31.0, 42.0, 41.08108108108108)","(4.0, 4.5, 4.488172043010753)","(3.1, 3.45, 3.4300506115563056)","(6.5, 7.4, 7.395942028985508)","(14.0, 19.0, 18.814285714285713)","(61.0, 80.0, 79.48275862068965)"
11-01-2023 16:22:17.850069,"(21.0, 28.0, 27.791666666666668)","(5.0, 6.2, 6.108273381294964)","(13.0, 16.0, 15.902597402597403)","(31.0, 42.0, 41.34615384615385)","(4.0, 4.5, 4.487956204379562)","(3.1, 3.45, 3.4299194991055457)","(6.5, 7.4, 7.417910447761194)","(14.0, 19.0, 18.629032258064516)","(61.0, 80.0, 79.48275862068965)"
11-01-2023 16:22:19.012610,"(21.0, 28.0, 27.924242424242426)","(5.0, 6.2, 6.102097902097902)","(13.0, 16.0, 16.425)","(31.0, 42.0, 41.34615384615385)","(4.0, 4.5, 4.485612788632327)","(3.1, 3.45, 3.4303587051618547)","(6.5, 7.6, 7.431652173913044)","(14.0, 19.0, 18.629032258064516)","(61.0, 80.0, 79.48275862068965)"
11-01-2023 16:22:20.108801,"(21.0, 28.0, 27.931506849315067)","(5.0, 6.2, 6.090262751159196)","(13.0, 16.5, 16.425)","(31.0, 42.0, 41.34615384615385)","(4.0, 4.5, 4.492949907235621)","(3.1, 3.45, 3.486835443037975)","(6.5, 7.6, 7.431652173913044)","(14.0, 19.0, 18.59090909090909)","(61.0, 80.0, 79.48275862068965)"
11-01-2023 16:22:21.179791,"(21.0, 28.0, 27.860759493670887)","(5.0, 6.2, 6.091392801251956)","(13.0, 16.5, 16.425)","(31.0, 42.0, 41.34615384615385)","(4.0, 4.5, 4.492949907235621)","(3.2, 3.5, 3.473337028824834)","(6.5, 7.6, 7.365112262521589)","(14.0, 19.0, 18.5)","(61.0, 80.0, 79.48275862068965)"
11-01-2023 16:22:22.285560,"(21.0, 28.0, 27.86842105263158)","(5.0, 6.2, 6.0938837920489295)","(13.0, 16.5, 16.425)","(31.0, 42.0, 41.58536585365854)","(4.0, 4.5, 4.492949907235621)","(3.2, 3.5, 3.477371916508539)","(6.5, 7.4, 7.361716171617162)","(14.0, 19.0, 18.42452830188679)","(61.0, 80.0, 79.48275862068965)"
11-01-2023 16:22:23.416207,"(21.0, 28.0, 27.857142857142858)","(5.0, 6.2, 6.091916167664671)","(13.0, 16.5, 16.333333333333332)","(31.0, 42.0, 41.58536585365854)","(4.0, 4.5, 4.443409490333919)","(3.2, 3.5, 3.4761491317671096)","(6.5, 7.4, 7.346706586826348)","(14.0, 18.5, 18.316326530612244)","(61.0, 80.0, 78.82352941176471)"
11-01-2023 16:22:24.547265,"(21.0, 28.0, 27.859154929577464)","(5.0, 6.4, 6.2175572519083975)","(13.0, 16.5, 16.333333333333332)","(31.0, 42.0, 41.58536585365854)","(4.0, 4.5, 4.441947565543072)","(3.1, 3.5, 3.480392976588629)","(6.5, 7.4, 7.346706586826348)","(14.0, 18.5, 18.316326530612244)","(61.0, 80.0, 79.375)"
11-01-2023 16:22:25.740416,"(21.0, 28.0, 27.859154929577464)","(5.0, 6.4, 6.230175438596492)","(13.0, 16.5, 16.375)","(31.0, 42.0, 41.58441558441559)","(4.0, 4.5, 4.445229357798166)","(3.1, 3.5, 3.481104883907126)","(6.5, 7.4, 7.346706586826348)","(14.0, 18.5, 18.190140845070424)","(61.0, 80.0, 79.34426229508196)"
11-01-2023 16:22:26.914048,"(21.0, 28.0, 27.859154929577464)","(5.0, 6.4, 6.227659574468086)","(13.0, 16.5, 16.375)","(31.0, 42.0, 41.58441558441559)","(4.0, 4.5, 4.446299483648882)","(3.1, 3.5, 3.481206597222222)","(6.5, 7.4, 7.316216216216216)","(14.0, 18.5, 17.906976744186046)","(61.0, 80.0, 79.375)"
11-01-2023 16:22:28.091508,"(21.0, 28.0, 27.859154929577464)","(5.0, 6.4, 6.294208494208495)","(13.0, 16.5, 16.562737642585553)","(31.0, 42.0, 41.58974358974359)","(4.0, 4.5, 4.445278022947926)","(3.1, 3.5, 3.4820806599450047)","(6.5, 7.4, 7.320980091883614)","(14.0, 18.0, 17.906976744186046)","(61.0, 80.0, 79.375)"
11-01-2023 16:22:29.315744,"(21.0, 28.0, 27.859154929577464)","(5.0, 6.4, 6.305172413793104)","(13.0, 17.0, 16.564705882352943)","(31.0, 42.0, 41.58974358974359)","(4.0, 4.5, 4.349667221297837)","(3.1, 3.5, 3.486942328618063)","(6.5, 7.4, 7.324137931034483)","(14.0, 18.0, 17.642857142857142)","(61.0, 80.0, 79.7457627118644)"
11-01-2023 16:22:30.492625,"(21.0, 28.0, 27.93846153846154)","(5.0, 6.4, 6.313385826771654)","(13.0, 17.0, 16.380597014925375)","(31.0, 42.0, 41.58974358974359)","(3.9, 4.4, 4.345923076923077)","(3.1, 3.5, 3.491777041942605)","(6.5, 7.4, 7.324137931034483)","(14.0, 18.0, 17.642857142857142)","(61.0, 80.0, 79.7457627118644)"
11-01-2023 16:22:31.717052,"(21.0, 28.0, 27.93846153846154)","(5.0, 6.4, 6.3090909090909095)","(13.0, 16.5, 16.38235294117647)","(31.0, 42.0, 41.638888888888886)","(3.9, 4.4, 4.3438946528332005)","(3.1, 3.5, 3.475453514739229)","(6.5, 7.4, 7.320057306590258)","(14.0, 18.0, 17.642857142857142)","(61.0, 80.0, 79.72727272727273)"
11-01-2023 16:22:32.873047,"(21.0, 28.0, 27.93846153846154)","(5.0, 6.4, 6.3047619047619055)","(13.0, 16.5, 16.38235294117647)","(31.0, 42.0, 41.638888888888886)","(3.9, 4.4, 4.3438946528332005)","(3.1, 3.5, 3.4964389114070644)","(6.5, 7.4, 7.317531556802244)","(14.0, 18.0, 18.0531914893617)","(61.0, 80.0, 79.73214285714286)"
11-01-2023 16:22:34.057746,"(21.0, 28.0, 27.93846153846154)","(5.0, 6.4, 6.3047619047619055)","(13.0, 16.5, 16.38235294117647)","(31.0, 42.0, 41.638888888888886)","(3.9, 4.4, 4.3438946528332005)","(3.1, 3.5, 3.4977865372953305)","(6.5, 7.4, 7.317531556802244)","(14.0, 18.5, 17.90909090909091)","(61.0, 80.0, 79.73214285714286)"
11-01-2023 16:22:35.282858,"(21.0, 28.0, 27.93846153846154)","(5.0, 6.4, 6.303225806451613)","(13.0, 16.5, 16.23913043478261)","(31.0, 42.0, 39.45161290322581)","(3.9, 4.4, 4.346047582501919)","(3.1, 3.5, 3.498766546329723)","(6.5, 7.4, 7.317531556802244)","(14.0, 18.0, 18.0)","(61.0, 80.0, 79.73214285714286)"
11-01-2023 16:22:36.455829,"(21.0, 28.0, 27.93846153846154)","(5.0, 6.4, 6.303225806451613)","(13.0, 16.5, 16.23913043478261)","(31.0, 40.0, 39.492537313432834)","(3.9, 4.4, 4.346047582501919)","(3.1, 3.5, 3.508776595744681)","(6.5, 7.4, 7.317531556802244)","(14.0, 18.5, 18.0)","(61.0, 80.0, 79.73214285714286)"
11-01-2023 16:22:37.604384,"(21.0, 28.0, 27.93846153846154)","(5.0, 6.4, 6.303225806451613)","(13.0, 16.5, 16.23913043478261)","(31.0, 40.0, 39.220338983050844)","(3.9, 4.4, 4.344085231447465)","(3.1, 3.55, 3.5097077244258874)","(6.5, 7.4, 7.323235294117647)","(14.0, 18.5, 18.0)","(61.0, 80.0, 79.74137931034483)"
11-01-2023 16:22:38.776021,"(21.0, 28.0, 27.93846153846154)","(5.0, 6.4, 6.302834008097166)","(13.0, 16.5, 16.23913043478261)","(31.0, 40.0, 39.23456790123457)","(3.9, 4.4, 4.345558086560365)","(3.1, 3.55, 3.517343485617597)","(6.5, 7.4, 7.323235294117647)","(14.0, 18.5, 17.98235294117647)","(61.0, 80.0, 79.74137931034483)"
11-01-2023 16:22:40.045914,"(21.0, 28.0, 27.943661971830984)","(5.0, 6.4, 6.311764705882354)","(13.0, 16.5, 16.23913043478261)","(31.0, 40.0, 39.23456790123457)","(3.9, 4.4, 4.345558086560365)","(3.1, 3.55, 3.517343485617597)","(6.5, 7.4, 7.32356495468278)","(14.0, 18.5, 17.976744186046513)","(61.0, 80.0, 79.74137931034483)"
11-01-2023 16:22:41.318726,"(21.0, 28.0, 27.943661971830984)","(5.0, 6.4, 6.311764705882354)","(13.0, 16.5, 16.25257731958763)","(31.0, 40.0, 39.23456790123457)","(3.9, 4.4, 4.345558086560365)","(3.1, 3.55, 3.521304347826087)","(6.5, 7.4, 7.323100303951368)","(14.0, 18.5, 17.976744186046513)","(61.0, 80.0, 79.74137931034483)"
11-01-2023 16:22:42.591121,"(21.0, 28.0, 27.943661971830984)","(5.0, 6.4, 6.340740740740741)","(13.0, 16.5, 16.257894736842104)","(31.0, 40.0, 39.205479452054796)","(3.9, 4.4, 4.344803695150116)","(3.1, 3.55, 3.5277356103731816)","(6.5, 7.4, 7.323100303951368)","(14.0, 18.5, 17.91)","(61.0, 80.0, 79.83333333333333)"
