,Rock Around,Tabra,Lady Pebbles,Cash Em In Shannon,Marni White,Shannons Shadow,Our Roys Dream,My Kinda Justus,Sir Macador Nz,Montana Nights
10-01-2023 16:55:30.638580,"(21.0, 70.0, 56.66666666666667)","(11.0, 22.0, 17.04)","(51.0, 200.0, 118.18181818181819)","(1.65, 2.32, 2.171111111111111)","(10.0, 28.0, 13.857142857142858)","(17.0, 55.0, 20.714285714285715)","(17.0, 50.0, 36.0)","(4.8, 7.0, 5.466666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:55:31.832853,"(21.0, 70.0, 56.66666666666667)","(11.0, 22.0, 17.04)","(51.0, 200.0, 118.18181818181819)","(1.65, 2.32, 2.171111111111111)","(10.0, 28.0, 13.857142857142858)","(17.0, 55.0, 20.714285714285715)","(17.0, 50.0, 36.0)","(4.8, 6.8, 5.466666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:55:33.071942,"(21.0, 70.0, 56.66666666666667)","(11.0, 22.0, 17.04)","(51.0, 200.0, 118.18181818181819)","(1.65, 2.32, 2.171111111111111)","(10.0, 28.0, 13.857142857142858)","(17.0, 55.0, 20.714285714285715)","(17.0, 50.0, 36.0)","(4.8, 6.8, 5.466666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:55:34.300618,"(21.0, 70.0, 56.66666666666667)","(11.0, 22.0, 17.04)","(51.0, 200.0, 118.18181818181819)","(1.65, 2.32, 2.171111111111111)","(10.0, 28.0, 13.857142857142858)","(17.0, 55.0, 20.714285714285715)","(17.0, 50.0, 36.0)","(4.8, 6.8, 5.466666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:55:35.463468,"(21.0, 70.0, 56.66666666666667)","(11.0, 22.0, 17.04)","(51.0, 200.0, 118.18181818181819)","(1.65, 2.32, 2.171111111111111)","(10.0, 28.0, 13.857142857142858)","(17.0, 55.0, 20.714285714285715)","(17.0, 50.0, 36.0)","(4.8, 6.8, 5.466666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:55:36.882587,"(21.0, 70.0, 56.66666666666667)","(11.0, 22.0, 17.04)","(51.0, 190.0, 127.77777777777777)","(1.65, 2.32, 2.171111111111111)","(10.0, 28.0, 13.857142857142858)","(17.0, 50.0, 23.75)","(17.0, 48.0, 26.0)","(4.8, 6.8, 5.466666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:55:38.296877,"(21.0, 70.0, 56.66666666666667)","(11.0, 22.0, 17.04)","(51.0, 190.0, 131.25)","(1.65, 2.32, 2.0439999999999996)","(10.0, 28.0, 18.1)","(17.0, 50.0, 20.5)","(17.0, 48.0, 33.6)","(4.8, 6.8, 5.466666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:55:39.639344,"(21.0, 70.0, 56.66666666666667)","(11.0, 22.0, 17.933333333333334)","(51.0, 180.0, 109.0909090909091)","(1.65, 2.3, 2.125)","(10.0, 28.0, 18.1)","(17.0, 48.0, 25.333333333333336)","(17.0, 46.0, 26.625)","(4.8, 6.8, 5.466666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:55:41.025926,"(21.0, 70.0, 56.66666666666667)","(11.0, 22.0, 17.933333333333334)","(51.0, 180.0, 109.0909090909091)","(1.65, 2.28, 2.125)","(10.0, 28.0, 18.1)","(17.0, 46.0, 25.333333333333336)","(17.0, 46.0, 26.625)","(4.8, 6.8, 5.466666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:55:42.328935,"(21.0, 70.0, 56.66666666666667)","(11.0, 22.0, 17.933333333333334)","(51.0, 180.0, 109.0909090909091)","(1.65, 2.28, 2.125)","(10.0, 28.0, 18.1)","(17.0, 46.0, 19.833333333333332)","(17.0, 46.0, 24.666666666666668)","(4.8, 6.8, 5.466666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:55:43.541156,"(21.0, 70.0, 56.66666666666667)","(11.0, 22.0, 17.933333333333334)","(51.0, 180.0, 109.0909090909091)","(1.65, 2.28, 2.125)","(10.0, 28.0, 13.857142857142858)","(17.0, 44.0, 18.22222222222222)","(17.0, 44.0, 31.200000000000003)","(4.8, 6.8, 5.466666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:55:44.714136,"(21.0, 70.0, 56.66666666666667)","(11.0, 22.0, 17.933333333333334)","(51.0, 180.0, 109.0909090909091)","(1.65, 2.28, 2.125)","(10.0, 28.0, 13.857142857142858)","(17.0, 44.0, 22.25)","(17.0, 42.0, 31.200000000000003)","(4.8, 6.8, 5.466666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:55:45.919980,"(21.0, 70.0, 60.5)","(11.0, 22.0, 14.0)","(51.0, 180.0, 109.0909090909091)","(1.65, 2.28, 2.125)","(10.0, 28.0, 13.857142857142858)","(17.0, 44.0, 22.25)","(17.0, 42.0, 31.200000000000003)","(4.8, 6.8, 5.466666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:55:47.133152,"(21.0, 70.0, 60.5)","(11.0, 22.0, 14.0)","(51.0, 180.0, 109.0909090909091)","(1.65, 2.28, 2.125)","(10.0, 28.0, 13.857142857142858)","(17.0, 44.0, 22.25)","(17.0, 42.0, 31.200000000000003)","(4.8, 6.8, 5.466666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:55:48.334063,"(21.0, 70.0, 60.5)","(11.0, 22.0, 14.0)","(51.0, 180.0, 109.0909090909091)","(1.65, 2.28, 2.125)","(10.0, 28.0, 13.857142857142858)","(17.0, 44.0, 25.0)","(17.0, 42.0, 31.200000000000003)","(4.8, 6.8, 5.466666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:55:49.623945,"(21.0, 70.0, 60.5)","(11.0, 22.0, 14.0)","(51.0, 180.0, 109.0909090909091)","(1.65, 2.28, 2.125)","(10.0, 28.0, 13.857142857142858)","(17.0, 55.0, 26.666666666666664)","(17.0, 42.0, 31.200000000000003)","(4.8, 6.8, 5.466666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:55:50.860430,"(21.0, 70.0, 55.6)","(11.0, 22.0, 14.0)","(51.0, 180.0, 109.0909090909091)","(1.65, 2.28, 2.125)","(10.0, 28.0, 13.857142857142858)","(17.0, 50.0, 26.666666666666664)","(17.0, 42.0, 31.200000000000003)","(4.8, 6.8, 5.466666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:55:52.333296,"(21.0, 70.0, 55.6)","(11.0, 22.0, 14.0)","(51.0, 180.0, 109.0909090909091)","(1.65, 2.28, 2.125)","(10.0, 28.0, 13.857142857142858)","(17.0, 50.0, 20.833333333333332)","(17.0, 42.0, 31.200000000000003)","(4.8, 6.6, 5.699999999999999)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:55:53.814464,"(21.0, 70.0, 55.6)","(11.0, 22.0, 14.0)","(51.0, 180.0, 109.0909090909091)","(1.65, 2.28, 2.125)","(10.0, 28.0, 13.857142857142858)","(17.0, 50.0, 23.25)","(17.0, 42.0, 31.200000000000003)","(4.8, 6.6, 5.333333333333333)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:55:55.326752,"(21.0, 70.0, 55.6)","(11.0, 22.0, 14.0)","(51.0, 180.0, 109.0909090909091)","(1.65, 2.28, 2.125)","(10.0, 28.0, 13.857142857142858)","(17.0, 48.0, 25.333333333333336)","(17.0, 42.0, 31.200000000000003)","(4.8, 6.4, 5.333333333333333)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:55:56.838147,"(21.0, 70.0, 52.0)","(11.0, 22.0, 14.0)","(51.0, 180.0, 109.0909090909091)","(1.65, 2.28, 2.125)","(10.0, 28.0, 13.857142857142858)","(17.0, 46.0, 25.333333333333336)","(17.0, 42.0, 31.200000000000003)","(4.8, 6.4, 5.6)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:55:58.312917,"(21.0, 70.0, 52.0)","(11.0, 22.0, 14.0)","(51.0, 180.0, 109.0909090909091)","(1.65, 2.28, 2.125)","(10.0, 28.0, 18.1)","(17.0, 46.0, 20.166666666666668)","(17.0, 42.0, 31.200000000000003)","(4.8, 7.2, 5.9)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:55:59.605292,"(21.0, 70.0, 52.0)","(11.0, 22.0, 14.0)","(51.0, 180.0, 109.0909090909091)","(1.65, 2.28, 2.125)","(10.0, 28.0, 18.1)","(17.0, 46.0, 20.166666666666668)","(17.0, 42.0, 31.200000000000003)","(4.8, 7.0, 5.9)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:56:00.962427,"(21.0, 70.0, 52.0)","(11.0, 22.0, 14.0)","(51.0, 180.0, 109.0909090909091)","(1.65, 2.28, 2.125)","(10.0, 28.0, 18.1)","(17.0, 46.0, 20.166666666666668)","(17.0, 42.0, 31.200000000000003)","(4.8, 7.0, 5.699999999999999)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:56:02.392868,"(21.0, 70.0, 52.0)","(11.0, 22.0, 14.0)","(51.0, 180.0, 109.0909090909091)","(1.65, 2.28, 2.125)","(10.0, 28.0, 18.1)","(17.0, 46.0, 20.166666666666668)","(17.0, 42.0, 31.200000000000003)","(4.8, 6.6, 5.699999999999999)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:56:03.702681,"(21.0, 70.0, 52.0)","(11.0, 22.0, 16.0)","(51.0, 180.0, 109.0909090909091)","(1.65, 2.28, 2.125)","(10.0, 28.0, 13.857142857142858)","(17.0, 46.0, 20.166666666666668)","(17.0, 42.0, 31.200000000000003)","(4.8, 6.6, 5.333333333333333)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:56:04.966492,"(21.0, 70.0, 52.0)","(11.0, 22.0, 16.0)","(51.0, 180.0, 109.0909090909091)","(1.65, 2.28, 2.125)","(10.0, 28.0, 13.857142857142858)","(17.0, 46.0, 20.166666666666668)","(17.0, 42.0, 31.200000000000003)","(4.8, 6.4, 5.333333333333333)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:56:06.187419,"(21.0, 70.0, 52.0)","(11.0, 22.0, 19.0)","(51.0, 180.0, 109.0909090909091)","(1.65, 2.28, 2.125)","(10.0, 28.0, 13.857142857142858)","(17.0, 46.0, 20.166666666666668)","(17.0, 42.0, 31.200000000000003)","(4.8, 6.4, 5.666666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:56:07.415328,"(21.0, 70.0, 52.0)","(11.0, 22.0, 19.0)","(51.0, 180.0, 109.0909090909091)","(1.65, 2.28, 2.125)","(10.0, 28.0, 13.857142857142858)","(17.0, 46.0, 20.166666666666668)","(17.0, 42.0, 31.200000000000003)","(4.8, 7.4, 5.666666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:56:08.689232,"(21.0, 70.0, 52.0)","(11.0, 22.0, 19.0)","(51.0, 180.0, 109.0909090909091)","(1.65, 2.28, 2.125)","(10.0, 28.0, 17.0)","(17.0, 46.0, 20.166666666666668)","(17.0, 42.0, 23.666666666666664)","(4.8, 7.4, 6.0)","(8.5, 99999, 99990)","(71.0, 230.0, 103.33333333333334)"
10-01-2023 16:56:09.969287,"(21.0, 70.0, 58.5)","(11.0, 22.0, 16.0)","(51.0, 180.0, 109.0909090909091)","(1.65, 2.28, 2.125)","(10.0, 28.0, 17.0)","(17.0, 46.0, 20.714285714285715)","(17.0, 42.0, 23.375)","(4.8, 7.2, 6.0)","(8.5, 99999, 99990)","(71.0, 230.0, 103.33333333333334)"
10-01-2023 16:56:11.271578,"(21.0, 70.0, 58.5)","(11.0, 22.0, 16.0)","(51.0, 180.0, 131.25)","(1.65, 2.28, 2.125)","(10.0, 28.0, 17.0)","(17.0, 55.0, 20.833333333333332)","(17.0, 50.0, 20.083333333333332)","(4.8, 7.2, 5.8)","(8.5, 99999, 99990)","(71.0, 230.0, 103.33333333333334)"
10-01-2023 16:56:12.597812,"(21.0, 70.0, 58.5)","(11.0, 22.0, 16.0)","(51.0, 180.0, 131.25)","(1.65, 2.28, 2.125)","(10.0, 28.0, 17.0)","(17.0, 50.0, 20.833333333333332)","(17.0, 48.0, 20.083333333333332)","(4.8, 6.8, 5.8)","(8.5, 99999, 99990)","(71.0, 230.0, 103.33333333333334)"
10-01-2023 16:56:13.863167,"(21.0, 70.0, 58.5)","(11.0, 22.0, 16.0)","(51.0, 180.0, 131.25)","(1.65, 2.28, 2.125)","(10.0, 28.0, 17.0)","(17.0, 50.0, 20.833333333333332)","(17.0, 48.0, 20.083333333333332)","(4.8, 6.8, 5.3999999999999995)","(8.5, 99999, 99990)","(71.0, 230.0, 103.33333333333334)"
10-01-2023 16:56:15.169282,"(21.0, 70.0, 58.5)","(11.0, 22.0, 16.0)","(51.0, 180.0, 131.25)","(1.65, 2.28, 2.125)","(10.0, 28.0, 17.0)","(17.0, 50.0, 20.833333333333332)","(17.0, 48.0, 20.083333333333332)","(4.8, 6.6, 5.3999999999999995)","(8.5, 99999, 99990)","(71.0, 230.0, 103.33333333333334)"
10-01-2023 16:56:16.432528,"(21.0, 70.0, 40.0)","(11.0, 22.0, 16.0)","(51.0, 180.0, 131.25)","(1.65, 2.28, 2.1914285714285713)","(10.0, 28.0, 17.0)","(17.0, 50.0, 20.833333333333332)","(17.0, 48.0, 20.083333333333332)","(4.8, 6.6, 6.199999999999999)","(8.5, 99999, 99990)","(71.0, 230.0, 103.33333333333334)"
10-01-2023 16:56:17.638757,"(21.0, 70.0, 40.0)","(11.0, 22.0, 16.0)","(51.0, 180.0, 131.25)","(1.65, 2.28, 2.1914285714285713)","(10.0, 28.0, 17.0)","(17.0, 50.0, 20.833333333333332)","(17.0, 48.0, 20.083333333333332)","(4.8, 7.6, 6.0)","(8.5, 99999, 99990)","(71.0, 230.0, 103.33333333333334)"
10-01-2023 16:56:18.783790,"(21.0, 70.0, 40.0)","(11.0, 22.0, 16.0)","(51.0, 180.0, 131.25)","(1.65, 2.28, 2.1914285714285713)","(10.0, 28.0, 17.0)","(17.0, 50.0, 20.833333333333332)","(17.0, 48.0, 20.083333333333332)","(4.8, 7.2, 6.0)","(8.5, 99999, 99990)","(71.0, 230.0, 103.33333333333334)"
10-01-2023 16:56:20.029396,"(21.0, 70.0, 40.0)","(11.0, 22.0, 16.0)","(51.0, 180.0, 131.25)","(1.65, 2.28, 2.1914285714285713)","(10.0, 28.0, 17.0)","(17.0, 50.0, 20.833333333333332)","(17.0, 48.0, 20.083333333333332)","(4.8, 7.2, 5.8)","(8.5, 99999, 99990)","(71.0, 230.0, 103.33333333333334)"
10-01-2023 16:56:21.232838,"(21.0, 70.0, 40.0)","(11.0, 22.0, 16.0)","(51.0, 180.0, 131.25)","(1.65, 2.28, 2.1914285714285713)","(10.0, 28.0, 17.0)","(17.0, 50.0, 20.833333333333332)","(17.0, 48.0, 20.083333333333332)","(4.8, 6.8, 5.8)","(8.5, 99999, 99990)","(71.0, 230.0, 103.33333333333334)"
10-01-2023 16:56:22.463447,"(21.0, 70.0, 40.0)","(11.0, 22.0, 16.0)","(51.0, 180.0, 131.25)","(1.65, 2.28, 2.1914285714285713)","(10.0, 28.0, 17.0)","(17.0, 50.0, 20.833333333333332)","(17.0, 48.0, 20.083333333333332)","(4.8, 6.8, 5.8)","(8.5, 99999, 99990)","(71.0, 230.0, 103.33333333333334)"
10-01-2023 16:56:23.650167,"(21.0, 70.0, 40.0)","(11.0, 22.0, 16.0)","(51.0, 180.0, 131.25)","(1.65, 2.28, 2.1914285714285713)","(10.0, 28.0, 17.0)","(17.0, 50.0, 20.833333333333332)","(17.0, 48.0, 19.25)","(4.8, 6.8, 5.3999999999999995)","(8.5, 99999, 99990)","(71.0, 230.0, 103.33333333333334)"
10-01-2023 16:56:24.822007,"(21.0, 70.0, 40.0)","(11.0, 22.0, 16.0)","(51.0, 180.0, 131.25)","(1.65, 2.28, 2.1914285714285713)","(10.0, 28.0, 17.0)","(17.0, 50.0, 20.833333333333332)","(17.0, 48.0, 19.25)","(4.8, 6.6, 6.199999999999999)","(8.5, 99999, 99990)","(71.0, 230.0, 103.33333333333334)"
10-01-2023 16:56:25.968671,"(21.0, 70.0, 40.0)","(11.0, 22.0, 16.0)","(51.0, 180.0, 131.25)","(1.65, 2.28, 2.1914285714285713)","(10.0, 28.0, 17.0)","(17.0, 50.0, 20.833333333333332)","(17.0, 48.0, 19.25)","(4.8, 7.6, 5.666666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 103.33333333333334)"
10-01-2023 16:56:27.141059,"(21.0, 70.0, 40.0)","(11.0, 22.0, 16.0)","(51.0, 180.0, 131.25)","(1.65, 2.28, 2.1914285714285713)","(10.0, 28.0, 17.0)","(17.0, 50.0, 20.833333333333332)","(17.0, 48.0, 19.25)","(4.8, 7.4, 5.666666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 103.33333333333334)"
10-01-2023 16:56:28.258364,"(21.0, 70.0, 40.0)","(11.0, 22.0, 16.0)","(51.0, 180.0, 131.25)","(1.65, 2.28, 2.1914285714285713)","(10.0, 28.0, 17.0)","(17.0, 50.0, 20.833333333333332)","(17.0, 48.0, 19.25)","(4.8, 7.4, 5.666666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 103.33333333333334)"
10-01-2023 16:56:29.378658,"(21.0, 70.0, 40.0)","(11.0, 22.0, 16.0)","(51.0, 180.0, 131.25)","(1.65, 2.28, 2.1914285714285713)","(10.0, 28.0, 17.0)","(17.0, 50.0, 20.833333333333332)","(17.0, 48.0, 19.25)","(4.8, 7.4, 5.666666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 103.33333333333334)"
10-01-2023 16:56:30.501584,"(21.0, 70.0, 40.0)","(11.0, 22.0, 16.0)","(51.0, 180.0, 131.25)","(1.65, 2.28, 2.1914285714285713)","(10.0, 28.0, 17.0)","(17.0, 50.0, 20.833333333333332)","(17.0, 48.0, 19.25)","(4.8, 7.4, 5.666666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 103.33333333333334)"
10-01-2023 16:56:31.670885,"(21.0, 70.0, 40.0)","(11.0, 22.0, 16.0)","(51.0, 180.0, 131.25)","(1.65, 2.28, 2.1914285714285713)","(10.0, 28.0, 17.0)","(17.0, 50.0, 20.833333333333332)","(17.0, 48.0, 19.25)","(4.8, 7.4, 6.0)","(8.5, 99999, 99990)","(71.0, 230.0, 103.33333333333334)"
10-01-2023 16:56:32.865999,"(21.0, 70.0, 40.0)","(11.0, 22.0, 16.0)","(51.0, 180.0, 131.25)","(1.65, 2.28, 2.1914285714285713)","(10.0, 28.0, 17.0)","(17.0, 50.0, 20.833333333333332)","(17.0, 48.0, 19.25)","(4.8, 7.2, 6.0)","(8.5, 99999, 99990)","(71.0, 230.0, 103.33333333333334)"
10-01-2023 16:56:34.086949,"(21.0, 70.0, 40.0)","(11.0, 22.0, 16.0)","(51.0, 180.0, 131.25)","(1.65, 2.28, 2.1914285714285713)","(10.0, 28.0, 17.0)","(17.0, 50.0, 20.833333333333332)","(17.0, 48.0, 19.25)","(4.8, 7.2, 5.8)","(8.5, 99999, 99990)","(71.0, 230.0, 103.33333333333334)"
10-01-2023 16:56:35.261504,"(21.0, 70.0, 40.0)","(11.0, 22.0, 16.0)","(51.0, 180.0, 131.25)","(1.65, 2.28, 2.1914285714285713)","(10.0, 28.0, 17.0)","(17.0, 50.0, 20.833333333333332)","(17.0, 48.0, 19.25)","(4.8, 6.8, 5.8)","(8.5, 99999, 99990)","(71.0, 230.0, 103.33333333333334)"
10-01-2023 16:56:36.545735,"(21.0, 70.0, 40.0)","(11.0, 22.0, 16.0)","(51.0, 180.0, 131.25)","(1.65, 2.28, 2.1444444444444444)","(10.0, 28.0, 17.0)","(17.0, 50.0, 20.833333333333332)","(17.0, 48.0, 19.25)","(4.8, 6.8, 5.8)","(8.5, 99999, 99990)","(71.0, 230.0, 103.33333333333334)"
10-01-2023 16:56:37.760907,"(21.0, 70.0, 40.0)","(11.0, 22.0, 16.0)","(51.0, 180.0, 131.25)","(1.65, 2.28, 2.1444444444444444)","(10.0, 28.0, 17.0)","(17.0, 50.0, 20.833333333333332)","(17.0, 48.0, 19.25)","(4.8, 6.8, 5.3999999999999995)","(8.5, 99999, 99990)","(71.0, 230.0, 103.33333333333334)"
10-01-2023 16:56:38.956282,"(21.0, 70.0, 40.0)","(11.0, 22.0, 16.0)","(51.0, 180.0, 131.25)","(1.65, 2.28, 2.0279999999999996)","(10.0, 28.0, 17.0)","(17.0, 50.0, 20.833333333333332)","(17.0, 48.0, 19.25)","(4.8, 6.6, 6.199999999999999)","(8.5, 99999, 99990)","(71.0, 230.0, 103.33333333333334)"
10-01-2023 16:56:40.135906,"(21.0, 70.0, 40.0)","(11.0, 22.0, 16.0)","(51.0, 180.0, 131.25)","(1.65, 2.26, 1.96)","(10.0, 28.0, 18.1)","(17.0, 50.0, 23.25)","(17.0, 48.0, 30.5)","(4.8, 7.6, 6.0)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:56:41.320564,"(21.0, 70.0, 55.0)","(11.0, 22.0, 19.0)","(51.0, 180.0, 131.25)","(1.65, 2.24, 1.96)","(10.0, 28.0, 18.1)","(17.0, 48.0, 19.714285714285715)","(17.0, 46.0, 30.5)","(4.8, 7.2, 6.0)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:56:42.519474,"(21.0, 70.0, 55.0)","(11.0, 22.0, 19.0)","(51.0, 180.0, 131.25)","(1.65, 2.24, 1.96)","(10.0, 28.0, 18.1)","(17.0, 48.0, 20.166666666666668)","(17.0, 46.0, 25.875)","(4.8, 7.2, 5.8)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:56:43.711992,"(21.0, 70.0, 55.0)","(11.0, 22.0, 16.545454545454547)","(51.0, 180.0, 131.25)","(1.65, 2.24, 1.96)","(10.0, 28.0, 18.1)","(17.0, 46.0, 20.166666666666668)","(17.0, 44.0, 25.875)","(4.8, 7.8, 5.533333333333333)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:56:44.933840,"(21.0, 70.0, 55.0)","(11.0, 22.0, 16.545454545454547)","(51.0, 180.0, 131.25)","(1.65, 2.24, 1.96)","(10.0, 28.0, 13.857142857142858)","(17.0, 46.0, 20.166666666666668)","(17.0, 44.0, 25.875)","(4.8, 7.0, 5.533333333333333)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:56:46.113605,"(21.0, 70.0, 55.0)","(11.0, 22.0, 16.545454545454547)","(51.0, 180.0, 131.25)","(1.65, 2.24, 1.96)","(10.0, 28.0, 13.857142857142858)","(17.0, 46.0, 20.166666666666668)","(17.0, 44.0, 25.875)","(4.8, 7.0, 5.8)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:56:47.278828,"(21.0, 70.0, 55.0)","(11.0, 22.0, 16.545454545454547)","(51.0, 180.0, 125.0)","(1.65, 2.24, 1.96)","(10.0, 28.0, 13.857142857142858)","(17.0, 46.0, 20.166666666666668)","(17.0, 44.0, 25.875)","(4.8, 6.8, 5.3999999999999995)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:56:48.413052,"(21.0, 70.0, 55.0)","(11.0, 22.0, 16.545454545454547)","(51.0, 140.0, 125.0)","(1.65, 2.24, 1.96)","(10.0, 28.0, 13.857142857142858)","(17.0, 46.0, 20.166666666666668)","(17.0, 44.0, 25.875)","(4.8, 6.6, 5.3999999999999995)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:56:49.542292,"(21.0, 70.0, 55.0)","(11.0, 22.0, 16.545454545454547)","(51.0, 140.0, 125.0)","(1.65, 2.24, 1.96)","(10.0, 28.0, 13.857142857142858)","(17.0, 46.0, 20.166666666666668)","(17.0, 44.0, 25.875)","(4.8, 6.6, 5.3999999999999995)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:56:50.647863,"(21.0, 70.0, 55.0)","(11.0, 22.0, 16.545454545454547)","(51.0, 140.0, 125.0)","(1.65, 2.24, 1.96)","(10.0, 28.0, 13.857142857142858)","(17.0, 46.0, 20.166666666666668)","(17.0, 44.0, 25.875)","(4.8, 6.6, 6.199999999999999)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:56:51.753001,"(21.0, 70.0, 55.0)","(11.0, 22.0, 16.545454545454547)","(51.0, 140.0, 125.0)","(1.65, 2.24, 1.96)","(10.0, 28.0, 18.1)","(17.0, 46.0, 20.166666666666668)","(17.0, 44.0, 25.875)","(4.8, 7.6, 5.666666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:56:52.890304,"(21.0, 70.0, 55.0)","(11.0, 22.0, 19.0)","(51.0, 140.0, 125.0)","(1.65, 2.24, 1.96)","(10.0, 28.0, 18.1)","(17.0, 46.0, 20.166666666666668)","(17.0, 44.0, 25.875)","(4.8, 7.4, 5.666666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:56:54.098885,"(21.0, 70.0, 55.0)","(11.0, 22.0, 19.0)","(51.0, 140.0, 125.0)","(1.65, 2.24, 1.96)","(10.0, 28.0, 18.1)","(17.0, 46.0, 20.166666666666668)","(17.0, 44.0, 25.875)","(4.8, 7.4, 6.0)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:56:55.262394,"(21.0, 70.0, 55.0)","(11.0, 22.0, 19.0)","(51.0, 140.0, 125.0)","(1.65, 2.24, 1.96)","(10.0, 28.0, 13.857142857142858)","(17.0, 46.0, 20.166666666666668)","(17.0, 44.0, 25.875)","(4.8, 7.2, 6.0)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:56:56.424282,"(21.0, 70.0, 55.0)","(11.0, 22.0, 19.0)","(51.0, 140.0, 125.0)","(1.65, 2.24, 1.96)","(10.0, 28.0, 13.857142857142858)","(17.0, 46.0, 20.166666666666668)","(17.0, 44.0, 25.875)","(4.8, 7.2, 5.533333333333333)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:56:57.617208,"(21.0, 70.0, 55.0)","(11.0, 22.0, 19.0)","(51.0, 140.0, 125.0)","(1.65, 2.24, 1.96)","(10.0, 28.0, 18.1)","(17.0, 46.0, 20.166666666666668)","(17.0, 44.0, 25.875)","(4.8, 7.0, 5.8)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
10-01-2023 16:56:58.817897,"(21.0, 70.0, 55.0)","(11.0, 22.0, 16.545454545454547)","(51.0, 140.0, 125.0)","(1.65, 2.24, 1.96)","(10.0, 28.0, 18.1)","(17.0, 46.0, 20.166666666666668)","(17.0, 44.0, 25.875)","(4.8, 6.8, 5.8)","(8.5, 99999, 99990)","(71.0, 230.0, 158.0)"
