,Tommy Throttle,Elegant Rosie,Val Ali,Liquor License,South Aussie Boy,Sebastyan Prince
42,"[datetime.datetime(2022, 11, 28, 18, 25, 49, 403061), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 49, 403061), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 49, 403061), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 49, 403061), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 49, 403061), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 49, 403061), 5.0, 9.2]"
43,"[datetime.datetime(2022, 11, 28, 18, 25, 50, 530445), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 50, 530445), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 50, 530445), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 50, 530445), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 50, 530445), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 50, 530445), 5.0, 9.2]"
44,"[datetime.datetime(2022, 11, 28, 18, 25, 51, 631320), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 51, 631320), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 51, 631320), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 51, 631320), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 51, 631320), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 51, 631320), 5.0, 9.2]"
45,"[datetime.datetime(2022, 11, 28, 18, 25, 52, 733397), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 52, 733397), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 52, 733397), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 52, 733397), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 52, 733397), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 52, 733397), 5.0, 9.2]"
46,"[datetime.datetime(2022, 11, 28, 18, 25, 53, 841808), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 53, 841808), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 53, 841808), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 53, 841808), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 53, 841808), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 53, 841808), 5.0, 9.2]"
47,"[datetime.datetime(2022, 11, 28, 18, 25, 54, 944474), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 54, 944474), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 54, 944474), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 54, 944474), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 54, 944474), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 54, 944474), 5.0, 9.2]"
48,"[datetime.datetime(2022, 11, 28, 18, 25, 56, 64824), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 56, 64824), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 56, 64824), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 56, 64824), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 56, 64824), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 56, 64824), 5.0, 9.2]"
49,"[datetime.datetime(2022, 11, 28, 18, 25, 57, 173041), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 57, 173041), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 57, 173041), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 57, 173041), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 57, 173041), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 57, 173041), 5.0, 9.2]"
50,"[datetime.datetime(2022, 11, 28, 18, 25, 58, 289733), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 58, 289733), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 58, 289733), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 58, 289733), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 58, 289733), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 58, 289733), 5.0, 9.2]"
51,"[datetime.datetime(2022, 11, 28, 18, 25, 59, 406190), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 59, 406190), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 59, 406190), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 59, 406190), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 59, 406190), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 59, 406190), 5.0, 9.2]"
52,"[datetime.datetime(2022, 11, 28, 18, 26, 0, 511065), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 26, 0, 511065), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 26, 0, 511065), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 26, 0, 511065), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 26, 0, 511065), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 26, 0, 511065), 5.0, 9.2]"
53,"[datetime.datetime(2022, 11, 28, 18, 26, 1, 617970), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 26, 1, 617970), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 26, 1, 617970), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 26, 1, 617970), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 26, 1, 617970), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 26, 1, 617970), 5.0, 9.2]"
