,Furious Angel,Wheres Walter,Rogan Bale,Ramstein Bale,What A Spirit,Nigerian Kaboom,Slingshot Sudoku,My Names Karen
11-01-2023 18:41:05.396524,"(4.4, 6.6, 6.1)","(3.2, 3.75, 3.225)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:06.512947,"(4.4, 6.6, 6.1)","(3.2, 3.75, 3.225)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:07.630449,"(4.4, 6.6, 6.1)","(3.2, 3.75, 3.225)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:08.790150,"(4.4, 6.6, 6.1)","(3.2, 3.75, 3.225)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:09.955731,"(4.4, 6.6, 6.1)","(3.2, 3.75, 3.225)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:11.126829,"(4.4, 6.6, 6.1)","(3.2, 3.7, 3.2285714285714286)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:12.216222,"(4.4, 6.6, 6.1)","(3.2, 3.7, 3.2285714285714286)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:13.344158,"(4.4, 6.6, 6.1)","(3.2, 3.7, 3.2285714285714286)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:14.492773,"(4.4, 6.6, 6.1)","(3.2, 3.7, 3.2285714285714286)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:15.578414,"(4.4, 6.6, 6.1)","(3.2, 3.7, 3.2285714285714286)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:16.611895,"(4.4, 6.6, 6.1)","(3.2, 3.7, 3.2285714285714286)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:17.563234,"(4.4, 6.6, 6.1)","(3.2, 3.7, 3.2285714285714286)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:18.738474,"(4.4, 6.6, 6.1)","(3.2, 3.65, 3.2125)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:19.870227,"(4.4, 6.6, 6.1)","(3.2, 3.65, 3.2125)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:21.046497,"(4.4, 6.6, 6.1)","(3.2, 3.65, 3.2125)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:22.104911,"(4.4, 6.6, 6.1)","(3.2, 3.65, 3.2125)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:23.232107,"(4.4, 6.6, 6.1)","(3.2, 3.65, 3.2125)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:24.364307,"(4.4, 6.6, 6.1)","(3.2, 3.65, 3.2125)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:25.413574,"(4.4, 6.6, 6.1)","(3.2, 3.65, 3.2125)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:26.477735,"(4.4, 6.6, 6.1)","(3.2, 3.65, 3.2125)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:27.456117,"(4.4, 6.6, 6.1)","(3.2, 3.65, 3.2125)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:28.469300,"(4.4, 6.6, 6.1)","(3.2, 3.65, 3.2125)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:29.452187,"(4.4, 6.6, 6.1)","(3.2, 3.65, 3.2125)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:30.507051,"(4.4, 6.6, 6.1)","(3.2, 3.65, 3.2125)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:31.791681,"(4.4, 6.6, 6.1)","(3.2, 3.65, 3.2125)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:32.799854,"(4.4, 6.6, 6.1)","(3.2, 3.65, 3.2125)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:33.806834,"(4.4, 6.6, 6.1)","(3.2, 3.65, 3.2125)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:34.997921,"(4.4, 6.6, 6.1)","(3.2, 3.65, 3.2142857142857144)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:36.257694,"(4.4, 6.6, 6.1)","(3.2, 3.6, 3.2142857142857144)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:37.316666,"(4.4, 6.6, 6.1)","(3.2, 3.55, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:38.331758,"(4.4, 6.6, 6.1)","(3.2, 3.55, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:39.518705,"(4.4, 6.6, 6.1)","(3.2, 3.55, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:40.769377,"(4.4, 6.6, 6.1)","(3.2, 3.55, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:41.904412,"(4.4, 6.6, 6.1)","(3.2, 3.55, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:42.982635,"(4.4, 6.6, 6.1)","(3.2, 3.55, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:44.107336,"(4.4, 6.6, 6.1)","(3.2, 3.55, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:45.208349,"(4.4, 6.6, 6.1)","(3.2, 3.55, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:46.294014,"(4.4, 6.6, 6.1)","(3.2, 3.55, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:47.409601,"(4.4, 6.6, 6.1)","(3.2, 3.55, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:48.546721,"(4.4, 6.6, 6.1)","(3.2, 3.55, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:49.665326,"(4.4, 6.6, 6.1)","(3.2, 3.55, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:50.698286,"(4.4, 6.6, 6.1)","(3.2, 3.55, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:51.734801,"(4.4, 6.6, 6.1)","(3.2, 3.55, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:52.918866,"(4.4, 6.6, 6.1)","(3.2, 3.55, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:54.059492,"(4.4, 6.6, 6.1)","(3.2, 3.55, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:55.186934,"(4.4, 6.6, 6.1)","(3.2, 3.55, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:56.311885,"(4.4, 6.6, 6.1)","(3.2, 3.55, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:57.408533,"(4.4, 6.6, 6.1)","(3.2, 3.55, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:58.710457,"(4.4, 6.6, 6.1)","(3.2, 3.55, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:41:59.925648,"(4.4, 6.6, 6.1)","(3.2, 3.55, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:42:01.135063,"(4.4, 6.6, 6.1)","(3.2, 3.55, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:42:02.200434,"(4.4, 6.6, 6.1)","(3.2, 3.55, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:42:03.285207,"(4.4, 6.6, 6.1)","(3.2, 3.5, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:42:04.309457,"(4.4, 6.6, 6.1)","(3.2, 3.5, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:42:05.430552,"(4.4, 6.6, 6.1)","(3.2, 3.5, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:42:06.580164,"(4.4, 6.6, 6.1)","(3.2, 3.5, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:42:07.710858,"(4.4, 6.6, 6.1)","(3.2, 3.5, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:42:08.929220,"(4.4, 6.6, 6.1)","(3.2, 3.5, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:42:10.038611,"(4.4, 6.6, 6.1)","(3.2, 3.5, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:42:11.160799,"(4.4, 6.6, 6.1)","(3.2, 3.5, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:42:12.295171,"(4.4, 6.6, 6.1)","(3.2, 3.5, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:42:13.480225,"(4.4, 6.6, 6.1)","(3.2, 3.5, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:42:14.671386,"(4.4, 6.6, 6.1)","(3.2, 3.5, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:42:15.771537,"(4.4, 6.6, 6.1)","(3.2, 3.5, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:42:16.836664,"(4.4, 6.6, 6.1)","(3.2, 3.5, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:42:17.997995,"(4.4, 6.6, 6.1)","(3.2, 3.5, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:42:19.109689,"(4.4, 6.6, 6.1)","(3.2, 3.5, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:42:20.250966,"(4.4, 6.6, 6.1)","(3.2, 3.5, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:42:21.260924,"(4.4, 6.6, 6.1)","(3.2, 3.5, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:42:22.326715,"(4.4, 6.6, 6.1)","(3.2, 3.5, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:42:23.377047,"(4.4, 6.6, 6.1)","(3.2, 3.5, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:42:24.481165,"(4.4, 6.6, 6.1)","(3.2, 3.5, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
11-01-2023 18:42:25.585141,"(4.4, 6.6, 6.1)","(3.2, 3.5, 3.1999999999999997)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 19.375)","(3.8, 6.4, 4.87)","(15.0, 46.0, 26.9375)","(6.5, 11.0, 7.175000000000001)","(7.0, 12.5, 10.142857142857142)"
