,Furious Angel,Wheres Walter,Rogan Bale,Ramstein Bale,What A Spirit,Nigerian Kaboom,Slingshot Sudoku,My Names Karen
11-01-2023 18:51:27.496646,"(4.4, 6.0, 5.7272727272727275)","(3.2, 3.4, 3.357142857142857)","(18.0, 34.0, 24.0)","(11.0, 21.0, 16.6)","(3.9, 5.9, 5.385714285714285)","(15.0, 42.0, 38.25)","(6.5, 9.2, 8.628571428571428)","(7.0, 10.0, 9.485714285714286)"
11-01-2023 18:51:29.053135,"(4.4, 6.0, 5.75)","(3.2, 3.4, 3.3464285714285715)","(18.0, 34.0, 24.0)","(11.0, 21.0, 16.6)","(3.9, 5.9, 5.385714285714285)","(15.0, 42.0, 38.25)","(6.5, 9.2, 8.628571428571428)","(7.0, 10.0, 9.723076923076924)"
11-01-2023 18:51:30.490035,"(4.4, 6.0, 5.666666666666667)","(3.2, 3.4, 3.3263157894736843)","(18.0, 34.0, 24.0)","(11.0, 21.0, 16.6)","(3.9, 5.9, 5.385714285714285)","(15.0, 42.0, 38.25)","(6.5, 9.2, 8.628571428571428)","(7.0, 10.0, 9.907692307692308)"
11-01-2023 18:51:31.884891,"(4.4, 6.0, 5.9)","(3.2, 3.35, 3.30609756097561)","(18.0, 34.0, 24.0)","(11.0, 21.0, 16.6)","(3.9, 5.9, 5.385714285714285)","(15.0, 42.0, 38.25)","(6.5, 9.2, 8.628571428571428)","(7.0, 10.0, 9.914285714285715)"
11-01-2023 18:51:33.299447,"(4.4, 6.0, 5.85)","(3.2, 3.35, 3.30609756097561)","(18.0, 34.0, 24.0)","(11.0, 21.0, 16.6)","(3.9, 5.9, 5.385714285714285)","(15.0, 42.0, 38.25)","(6.5, 9.2, 8.628571428571428)","(7.0, 10.0, 9.933333333333334)"
11-01-2023 18:51:34.657125,"(4.4, 6.0, 5.85)","(3.2, 3.35, 3.30609756097561)","(18.0, 34.0, 24.0)","(11.0, 21.0, 16.6)","(3.9, 5.9, 5.385714285714285)","(15.0, 42.0, 38.25)","(6.5, 9.2, 8.628571428571428)","(7.0, 10.0, 9.719999999999999)"
11-01-2023 18:51:36.034360,"(4.4, 6.0, 5.85)","(3.2, 3.35, 3.30609756097561)","(18.0, 34.0, 24.0)","(11.0, 21.0, 16.6)","(3.9, 5.9, 5.365346534653465)","(15.0, 42.0, 38.25)","(6.5, 9.2, 8.628571428571428)","(7.0, 10.5, 10.0125)"
11-01-2023 18:51:37.340972,"(4.4, 6.0, 5.85)","(3.2, 3.35, 3.30609756097561)","(18.0, 34.0, 24.0)","(11.0, 21.0, 17.333333333333332)","(3.9, 5.9, 5.385714285714285)","(15.0, 42.0, 38.25)","(6.5, 9.2, 8.628571428571428)","(7.0, 10.5, 10.0125)"
11-01-2023 18:51:38.669693,"(4.4, 6.0, 5.625)","(3.2, 3.35, 3.30609756097561)","(18.0, 34.0, 24.0)","(11.0, 21.0, 17.333333333333332)","(3.9, 5.9, 5.385714285714285)","(15.0, 42.0, 38.25)","(6.5, 9.2, 8.628571428571428)","(7.0, 10.5, 10.0125)"
11-01-2023 18:51:40.025678,"(4.4, 6.0, 5.8)","(3.2, 3.35, 3.30609756097561)","(18.0, 34.0, 24.0)","(11.0, 21.0, 17.333333333333332)","(3.9, 5.9, 5.385714285714285)","(15.0, 42.0, 38.25)","(6.5, 9.2, 8.628571428571428)","(7.0, 10.5, 10.0125)"
11-01-2023 18:51:41.578542,"(4.4, 6.0, 5.8)","(3.2, 3.35, 3.30609756097561)","(18.0, 34.0, 24.0)","(11.0, 21.0, 19.77777777777778)","(3.9, 5.9, 5.5777777777777775)","(15.0, 42.0, 38.25)","(6.5, 9.2, 8.628571428571428)","(7.0, 10.5, 10.0125)"
11-01-2023 18:51:42.982151,"(4.4, 6.0, 5.8)","(3.2, 3.35, 3.30609756097561)","(18.0, 34.0, 24.0)","(11.0, 21.0, 20.45)","(3.9, 5.8, 5.5777777777777775)","(15.0, 42.0, 38.25)","(6.5, 9.2, 8.628571428571428)","(7.0, 10.5, 10.0125)"
11-01-2023 18:51:44.394420,"(4.4, 6.0, 5.8)","(3.2, 3.35, 3.30609756097561)","(18.0, 34.0, 24.0)","(11.0, 21.0, 20.45)","(3.9, 5.8, 5.55)","(15.0, 42.0, 38.25)","(6.5, 9.2, 8.628571428571428)","(7.0, 10.5, 9.84)"
11-01-2023 18:51:45.749374,"(4.4, 6.0, 5.8)","(3.2, 3.35, 3.3263157894736843)","(18.0, 34.0, 24.0)","(11.0, 21.0, 20.45)","(3.9, 5.8, 5.55)","(15.0, 42.0, 38.25)","(6.5, 9.2, 8.628571428571428)","(7.0, 10.5, 10.133333333333333)"
11-01-2023 18:51:47.111374,"(4.4, 5.9, 5.62)","(3.2, 3.35, 3.3263157894736843)","(18.0, 34.0, 24.0)","(11.0, 21.0, 20.45)","(3.9, 5.8, 5.55)","(15.0, 42.0, 38.25)","(6.5, 9.2, 8.628571428571428)","(7.0, 10.5, 10.17)"
11-01-2023 18:51:48.472518,"(4.4, 5.9, 5.416666666666667)","(3.2, 3.35, 3.3263157894736843)","(18.0, 34.0, 24.0)","(11.0, 21.0, 20.0)","(3.9, 5.8, 5.55)","(15.0, 42.0, 38.25)","(6.5, 9.2, 8.628571428571428)","(7.0, 10.5, 10.17)"
11-01-2023 18:51:49.851359,"(4.4, 5.9, 5.6)","(3.2, 3.35, 3.1625)","(18.0, 34.0, 24.0)","(11.0, 21.0, 20.0)","(3.9, 5.8, 5.55)","(15.0, 42.0, 38.25)","(6.5, 9.2, 8.628571428571428)","(7.0, 10.5, 10.17)"
11-01-2023 18:51:51.139999,"(4.4, 5.8, 5.6)","(3.2, 3.35, 3.1357142857142857)","(18.0, 34.0, 24.0)","(11.0, 21.0, 20.0)","(3.9, 5.8, 5.55)","(15.0, 42.0, 38.25)","(6.5, 9.2, 8.628571428571428)","(7.0, 10.5, 10.17)"
11-01-2023 18:51:52.445274,"(4.4, 5.8, 5.65)","(3.2, 3.35, 3.242857142857143)","(18.0, 34.0, 24.0)","(11.0, 21.0, 20.0)","(3.9, 5.8, 5.55)","(15.0, 42.0, 38.25)","(6.5, 9.2, 8.628571428571428)","(7.0, 10.5, 10.17)"
11-01-2023 18:51:53.736940,"(4.4, 5.8, 5.65)","(3.1, 3.35, 3.242857142857143)","(18.0, 34.0, 24.0)","(11.0, 21.0, 19.75)","(3.9, 5.8, 5.55)","(15.0, 42.0, 38.25)","(6.5, 9.2, 8.628571428571428)","(7.0, 10.5, 10.17)"
11-01-2023 18:51:55.116134,"(4.4, 5.8, 5.6909090909090905)","(3.1, 3.35, 3.242857142857143)","(18.0, 34.0, 24.0)","(11.0, 21.0, 19.75)","(3.9, 5.8, 5.55)","(15.0, 42.0, 38.25)","(6.5, 9.2, 8.628571428571428)","(7.0, 10.5, 10.17)"
11-01-2023 18:51:56.414933,"(4.4, 5.8, 5.65)","(3.1, 3.35, 3.242857142857143)","(18.0, 34.0, 24.0)","(11.0, 21.0, 20.642857142857142)","(3.9, 5.8, 5.447058823529412)","(15.0, 42.0, 38.25)","(6.5, 9.2, 8.628571428571428)","(7.0, 10.5, 10.17)"
11-01-2023 18:51:57.717262,"(4.4, 5.8, 5.65)","(3.1, 3.35, 3.2818181818181817)","(18.0, 34.0, 24.0)","(11.0, 21.0, 20.642857142857142)","(3.9, 5.8, 5.5777777777777775)","(15.0, 42.0, 38.25)","(6.5, 9.2, 9.228571428571428)","(7.0, 10.5, 10.17)"
11-01-2023 18:51:59.116670,"(4.4, 5.8, 5.663636363636363)","(3.1, 3.35, 3.242857142857143)","(18.0, 34.0, 24.0)","(11.0, 21.0, 20.636363636363637)","(3.9, 5.8, 5.5600000000000005)","(15.0, 42.0, 38.25)","(6.5, 9.4, 9.200000000000001)","(7.0, 10.5, 9.95)"
11-01-2023 18:52:00.381830,"(4.4, 5.8, 5.663636363636363)","(3.1, 3.35, 3.242857142857143)","(18.0, 34.0, 24.0)","(11.0, 23.0, 19.75)","(3.9, 5.8, 5.5600000000000005)","(15.0, 42.0, 38.25)","(6.5, 9.4, 9.257142857142858)","(7.0, 10.5, 9.95)"
11-01-2023 18:52:01.982931,"(4.4, 5.8, 5.663636363636363)","(3.1, 3.35, 3.242857142857143)","(18.0, 34.0, 24.0)","(11.0, 23.0, 20.15625)","(3.9, 5.8, 5.5600000000000005)","(15.0, 42.0, 38.25)","(6.5, 9.4, 9.364285714285714)","(7.0, 10.5, 9.95)"
11-01-2023 18:52:03.373290,"(4.4, 5.8, 5.663636363636363)","(3.1, 3.35, 3.242857142857143)","(18.0, 34.0, 24.0)","(11.0, 23.0, 20.15625)","(3.9, 5.8, 5.5600000000000005)","(15.0, 42.0, 38.25)","(6.5, 9.4, 9.364285714285714)","(7.0, 10.5, 9.95)"
11-01-2023 18:52:04.662323,"(4.4, 5.8, 5.663636363636363)","(3.1, 3.35, 3.242857142857143)","(18.0, 34.0, 24.0)","(11.0, 23.0, 20.15625)","(3.9, 5.8, 5.5600000000000005)","(15.0, 42.0, 38.25)","(6.5, 9.4, 9.364285714285714)","(7.0, 10.5, 9.73)"
11-01-2023 18:52:06.032689,"(4.4, 5.8, 5.663636363636363)","(3.1, 3.35, 3.242857142857143)","(18.0, 34.0, 24.0)","(11.0, 23.0, 20.15625)","(3.9, 5.8, 5.5600000000000005)","(15.0, 42.0, 38.25)","(6.5, 9.4, 9.364285714285714)","(7.0, 10.5, 9.73)"
11-01-2023 18:52:07.566454,"(4.4, 5.8, 5.663636363636363)","(3.1, 3.35, 3.242857142857143)","(18.0, 34.0, 24.0)","(11.0, 23.0, 21.81818181818182)","(3.9, 5.8, 5.5600000000000005)","(15.0, 42.0, 38.25)","(6.5, 9.4, 9.364285714285714)","(7.0, 10.5, 9.95)"
11-01-2023 18:52:08.898837,"(4.4, 5.8, 5.663636363636363)","(3.1, 3.35, 3.242857142857143)","(18.0, 34.0, 24.0)","(11.0, 23.0, 21.81818181818182)","(3.9, 5.8, 5.5600000000000005)","(15.0, 42.0, 38.25)","(6.5, 9.4, 9.364285714285714)","(7.0, 10.5, 9.95)"
11-01-2023 18:52:10.220160,"(4.4, 5.8, 5.663636363636363)","(3.1, 3.35, 3.242857142857143)","(18.0, 34.0, 24.0)","(11.0, 23.0, 21.81818181818182)","(3.9, 5.8, 5.5600000000000005)","(15.0, 42.0, 38.25)","(6.5, 9.4, 9.364285714285714)","(7.0, 10.5, 9.95)"
11-01-2023 18:52:11.477489,"(4.4, 5.8, 5.55)","(3.1, 3.35, 3.242857142857143)","(18.0, 34.0, 24.0)","(11.0, 23.0, 21.81818181818182)","(3.9, 5.8, 5.5600000000000005)","(15.0, 42.0, 38.25)","(6.5, 9.4, 9.364285714285714)","(7.0, 10.5, 9.73)"
11-01-2023 18:52:12.787971,"(4.4, 5.8, 5.55)","(3.1, 3.35, 3.2)","(18.0, 34.0, 24.0)","(11.0, 23.0, 21.45)","(3.9, 5.8, 5.5600000000000005)","(15.0, 42.0, 38.25)","(6.5, 9.4, 9.364285714285714)","(7.0, 10.5, 9.95)"
11-01-2023 18:52:14.139570,"(4.4, 5.9, 5.788888888888889)","(3.1, 3.35, 3.2)","(18.0, 34.0, 24.0)","(11.0, 22.0, 21.45)","(3.9, 5.8, 5.5600000000000005)","(15.0, 42.0, 38.25)","(6.5, 9.4, 9.364285714285714)","(7.0, 10.5, 9.95)"
11-01-2023 18:52:15.541447,"(4.4, 5.9, 5.788888888888889)","(3.1, 3.35, 3.2)","(18.0, 34.0, 24.0)","(11.0, 22.0, 21.45)","(3.9, 5.8, 5.5600000000000005)","(15.0, 42.0, 38.25)","(6.5, 9.4, 9.364285714285714)","(7.0, 10.5, 9.95)"
11-01-2023 18:52:16.955321,"(4.4, 5.9, 5.788888888888889)","(3.1, 3.35, 3.2)","(18.0, 34.0, 24.0)","(11.0, 22.0, 21.45)","(3.9, 5.8, 5.5600000000000005)","(15.0, 42.0, 38.25)","(6.5, 9.4, 9.364285714285714)","(7.0, 10.5, 9.73)"
11-01-2023 18:52:18.274253,"(4.4, 5.9, 5.788888888888889)","(3.1, 3.35, 3.2)","(18.0, 34.0, 24.0)","(11.0, 22.0, 21.45)","(3.9, 5.8, 5.5600000000000005)","(15.0, 42.0, 38.25)","(6.5, 9.4, 9.133333333333333)","(7.0, 10.5, 9.73)"
11-01-2023 18:52:19.639297,"(4.4, 5.9, 5.788888888888889)","(3.1, 3.35, 3.242857142857143)","(18.0, 34.0, 23.846153846153847)","(11.0, 22.0, 20.75)","(3.9, 5.8, 5.5600000000000005)","(15.0, 42.0, 38.25)","(6.5, 9.4, 9.133333333333333)","(7.0, 10.5, 9.95)"
11-01-2023 18:52:21.048181,"(4.4, 5.8, 5.75)","(3.1, 3.35, 3.2)","(18.0, 34.0, 23.846153846153847)","(11.0, 22.0, 20.384615384615387)","(3.9, 5.8, 5.5600000000000005)","(15.0, 42.0, 38.25)","(6.5, 9.4, 9.133333333333333)","(7.0, 10.5, 9.95)"
11-01-2023 18:52:22.421732,"(4.4, 5.8, 5.7555555555555555)","(3.1, 3.35, 3.2)","(18.0, 34.0, 23.846153846153847)","(11.0, 21.0, 21.285714285714285)","(3.9, 5.8, 5.5600000000000005)","(15.0, 42.0, 38.25)","(6.5, 9.4, 9.133333333333333)","(7.0, 10.5, 9.73)"
11-01-2023 18:52:23.797630,"(4.4, 5.9, 5.811111111111112)","(3.1, 3.35, 3.2)","(18.0, 34.0, 23.846153846153847)","(11.0, 22.0, 19.4)","(3.9, 5.8, 5.5600000000000005)","(15.0, 42.0, 38.25)","(6.5, 9.4, 9.344444444444445)","(7.0, 10.5, 9.73)"
11-01-2023 18:52:25.131956,"(4.4, 5.9, 5.811111111111112)","(3.1, 3.35, 3.2)","(18.0, 34.0, 23.846153846153847)","(11.0, 21.0, 19.142857142857142)","(3.9, 5.8, 5.5600000000000005)","(15.0, 42.0, 38.25)","(6.5, 9.4, 9.344444444444445)","(7.0, 10.5, 9.73)"
11-01-2023 18:52:26.474889,"(4.4, 5.9, 5.7)","(3.1, 3.35, 3.2818181818181817)","(18.0, 34.0, 23.846153846153847)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.8, 5.5600000000000005)","(15.0, 42.0, 38.25)","(6.5, 9.4, 9.13913043478261)","(7.0, 10.5, 9.95)"
11-01-2023 18:52:27.773195,"(4.4, 5.9, 5.7)","(3.1, 3.35, 3.242857142857143)","(18.0, 34.0, 23.846153846153847)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.8, 5.5600000000000005)","(15.0, 42.0, 38.25)","(6.5, 9.4, 9.20952380952381)","(7.0, 10.5, 9.73)"
11-01-2023 18:52:29.092226,"(4.4, 5.8, 5.633333333333333)","(3.1, 3.35, 3.242857142857143)","(18.0, 34.0, 23.846153846153847)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.8, 5.5600000000000005)","(15.0, 42.0, 38.25)","(6.5, 9.4, 9.11578947368421)","(7.0, 10.5, 9.73)"
11-01-2023 18:52:30.407583,"(4.4, 5.8, 5.716666666666667)","(3.1, 3.35, 3.2)","(18.0, 34.0, 23.846153846153847)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.8, 5.5600000000000005)","(15.0, 42.0, 38.25)","(6.5, 9.2, 9.047619047619047)","(7.0, 10.5, 9.95)"
11-01-2023 18:52:31.749245,"(4.4, 5.8, 5.716666666666667)","(3.1, 3.35, 3.2)","(18.0, 34.0, 23.846153846153847)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.8, 5.5600000000000005)","(15.0, 42.0, 38.25)","(6.5, 9.2, 8.936842105263159)","(7.0, 10.5, 9.95)"
11-01-2023 18:52:33.161608,"(4.4, 5.8, 5.716666666666667)","(3.1, 3.35, 3.2)","(18.0, 34.0, 23.846153846153847)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.8, 5.5600000000000005)","(15.0, 42.0, 38.25)","(6.5, 9.0, 9.344444444444445)","(7.0, 10.5, 9.73)"
11-01-2023 18:52:34.556301,"(4.4, 5.8, 5.716666666666667)","(3.1, 3.35, 3.261764705882353)","(18.0, 34.0, 24.0)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.8, 5.5600000000000005)","(15.0, 42.0, 38.25)","(6.5, 9.4, 9.13913043478261)","(7.0, 10.5, 9.95)"
11-01-2023 18:52:35.978457,"(4.4, 5.8, 5.766666666666667)","(3.1, 3.35, 3.242857142857143)","(18.0, 34.0, 24.0)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.8, 5.5600000000000005)","(15.0, 42.0, 38.25)","(6.5, 9.4, 9.172727272727274)","(7.0, 10.5, 9.95)"
11-01-2023 18:52:37.356240,"(4.4, 6.0, 5.781818181818181)","(3.1, 3.35, 3.225)","(18.0, 34.0, 24.0)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.8, 5.604347826086957)","(15.0, 42.0, 38.25)","(6.5, 9.4, 8.991304347826086)","(7.0, 10.5, 9.95)"
11-01-2023 18:52:38.786438,"(4.4, 6.0, 5.781818181818181)","(3.1, 3.35, 3.1833333333333336)","(18.0, 34.0, 24.0)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.8, 5.575)","(15.0, 42.0, 38.25)","(6.5, 9.2, 9.047619047619047)","(7.0, 10.5, 9.73)"
11-01-2023 18:52:40.209331,"(4.4, 6.0, 5.46)","(3.1, 3.35, 3.1833333333333336)","(19.0, 34.0, 24.0)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.8, 5.588235294117647)","(15.0, 42.0, 38.25)","(6.5, 9.2, 8.936842105263159)","(7.0, 10.5, 9.73)"
11-01-2023 18:52:41.678446,"(4.4, 6.0, 5.509090909090909)","(3.1, 3.35, 3.1833333333333336)","(19.0, 34.0, 24.0)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.8, 5.661538461538462)","(15.0, 42.0, 38.25)","(6.5, 9.0, 9.25)","(7.0, 10.5, 9.95)"
11-01-2023 18:52:43.023584,"(4.4, 6.0, 5.7272727272727275)","(3.1, 3.35, 3.1833333333333336)","(19.0, 34.0, 24.0)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.8, 5.661538461538462)","(15.0, 42.0, 38.25)","(6.5, 9.4, 9.13913043478261)","(7.0, 10.5, 9.73)"
11-01-2023 18:52:44.391238,"(4.4, 6.0, 5.7272727272727275)","(3.1, 3.35, 3.1833333333333336)","(19.0, 34.0, 24.0)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.8, 5.661538461538462)","(15.0, 42.0, 38.25)","(6.5, 9.4, 9.11578947368421)","(7.0, 10.5, 9.73)"
11-01-2023 18:52:45.700234,"(4.4, 6.0, 5.7272727272727275)","(3.1, 3.35, 3.1833333333333336)","(19.0, 34.0, 24.0)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.8, 5.661538461538462)","(15.0, 42.0, 38.25)","(6.5, 9.2, 9.11578947368421)","(7.0, 10.5, 9.95)"
11-01-2023 18:52:47.011498,"(4.4, 6.0, 5.7272727272727275)","(3.1, 3.35, 3.1833333333333336)","(19.0, 34.0, 23.846153846153847)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.8, 5.661538461538462)","(15.0, 42.0, 38.25)","(6.5, 9.2, 9.047619047619047)","(7.0, 10.5, 9.95)"
11-01-2023 18:52:48.308775,"(4.4, 6.0, 5.2)","(3.1, 3.35, 3.1833333333333336)","(19.0, 34.0, 23.846153846153847)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.8, 5.625)","(15.0, 42.0, 38.25)","(6.5, 9.2, 8.842105263157896)","(7.0, 10.5, 9.73)"
11-01-2023 18:52:49.595916,"(4.4, 5.9, 5.2)","(3.1, 3.35, 3.25625)","(19.0, 34.0, 23.846153846153847)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.8, 5.699999999999999)","(15.0, 42.0, 38.25)","(6.5, 9.0, 9.333333333333334)","(7.0, 10.5, 9.95)"
11-01-2023 18:52:51.020635,"(4.4, 5.9, 5.6)","(3.1, 3.35, 3.25625)","(19.0, 34.0, 23.846153846153847)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.8, 5.699999999999999)","(15.0, 42.0, 38.25)","(6.5, 9.4, 9.1)","(7.0, 10.5, 9.95)"
11-01-2023 18:52:52.464038,"(4.4, 5.7, 5.5)","(3.1, 3.35, 3.25625)","(19.0, 34.0, 23.846153846153847)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.8, 5.7124999999999995)","(15.0, 42.0, 38.25)","(6.5, 9.4, 9.136842105263158)","(7.0, 10.5, 9.95)"
11-01-2023 18:52:54.031525,"(4.4, 5.7, 5.65)","(3.1, 3.35, 3.2923076923076926)","(19.0, 34.0, 23.846153846153847)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.8, 5.627272727272727)","(15.0, 42.0, 38.25)","(6.5, 9.4, 9.022222222222222)","(7.0, 10.5, 9.73)"
11-01-2023 18:52:55.676976,"(4.4, 5.8, 5.6909090909090905)","(3.1, 3.35, 3.2923076923076926)","(19.0, 34.0, 23.846153846153847)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.9, 5.627272727272727)","(16.0, 42.0, 38.25)","(6.5, 9.2, 8.925)","(7.0, 10.5, 9.95)"
11-01-2023 18:52:57.223505,"(4.4, 5.8, 5.6909090909090905)","(3.1, 3.35, 3.2923076923076926)","(19.0, 34.0, 23.846153846153847)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.9, 5.706451612903226)","(16.0, 42.0, 38.25)","(6.5, 9.0, 9.1)","(7.0, 10.5, 9.95)"
11-01-2023 18:52:59.125248,"(4.4, 5.8, 5.6909090909090905)","(3.1, 3.35, 3.29)","(19.0, 34.0, 23.846153846153847)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.9, 5.731034482758621)","(16.0, 42.0, 38.25)","(6.5, 9.2, 9.022222222222222)","(7.0, 10.5, 9.95)"
11-01-2023 18:53:00.739181,"(4.4, 5.8, 5.5875)","(3.1, 3.35, 3.2875)","(19.0, 34.0, 23.846153846153847)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.9, 5.731034482758621)","(16.0, 42.0, 38.25)","(6.5, 9.2, 8.914285714285715)","(7.0, 10.5, 9.95)"
11-01-2023 18:53:02.104229,"(4.4, 5.9, 5.5875)","(3.1, 3.35, 3.2875)","(19.0, 34.0, 24.0)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.9, 5.733898305084746)","(16.0, 42.0, 38.25)","(6.5, 9.0, 8.88)","(7.0, 10.5, 10.17)"
11-01-2023 18:53:03.441971,"(4.4, 5.9, 5.5875)","(3.1, 3.35, 3.2875)","(19.0, 34.0, 25.333333333333336)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.9, 5.733898305084746)","(16.0, 42.0, 38.25)","(6.5, 9.0, 9.200000000000001)","(7.0, 10.5, 10.17)"
11-01-2023 18:53:04.833200,"(4.4, 5.9, 5.5875)","(3.1, 3.35, 3.2875)","(19.0, 34.0, 25.333333333333336)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.9, 5.733898305084746)","(16.0, 42.0, 38.25)","(6.5, 9.4, 9.066666666666666)","(7.0, 10.5, 10.17)"
11-01-2023 18:53:06.252112,"(4.4, 5.9, 5.5875)","(3.1, 3.35, 3.273076923076923)","(19.0, 34.0, 25.333333333333336)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.9, 5.733898305084746)","(16.0, 42.0, 38.25)","(6.5, 9.4, 9.066666666666666)","(7.0, 10.5, 10.17)"
11-01-2023 18:53:07.865229,"(4.4, 5.9, 5.85)","(3.1, 3.35, 3.273076923076923)","(19.0, 34.0, 25.333333333333336)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.9, 5.733898305084746)","(16.0, 42.0, 38.25)","(6.5, 9.4, 9.066666666666666)","(7.0, 10.5, 10.028571428571428)"
11-01-2023 18:53:09.355337,"(4.4, 5.9, 5.85)","(3.1, 3.35, 3.2666666666666666)","(19.0, 34.0, 25.333333333333336)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.9, 5.733898305084746)","(16.0, 42.0, 38.25)","(6.5, 9.4, 9.066666666666666)","(7.0, 10.5, 9.88888888888889)"
11-01-2023 18:53:10.770778,"(4.4, 5.9, 5.85)","(3.1, 3.35, 3.2666666666666666)","(19.0, 34.0, 25.333333333333336)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.9, 5.733898305084746)","(16.0, 42.0, 38.25)","(6.5, 9.4, 9.066666666666666)","(7.0, 10.5, 9.88888888888889)"
11-01-2023 18:53:12.152671,"(4.4, 5.9, 5.85)","(3.1, 3.35, 3.2666666666666666)","(19.0, 34.0, 25.333333333333336)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.9, 5.733898305084746)","(16.0, 42.0, 38.25)","(6.5, 9.4, 9.066666666666666)","(7.0, 10.5, 9.88888888888889)"
11-01-2023 18:53:13.537369,"(4.4, 5.9, 5.85)","(3.1, 3.35, 3.2875)","(19.0, 34.0, 25.333333333333336)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.9, 5.733898305084746)","(16.0, 42.0, 38.25)","(6.5, 9.4, 9.066666666666666)","(7.0, 10.5, 10.05)"
11-01-2023 18:53:14.897990,"(4.4, 5.9, 5.642857142857143)","(3.1, 3.35, 3.2875)","(19.0, 34.0, 25.333333333333336)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.9, 5.733898305084746)","(16.0, 42.0, 38.25)","(6.5, 9.4, 9.066666666666666)","(7.0, 10.5, 10.05)"
11-01-2023 18:53:16.292608,"(4.4, 5.9, 5.642857142857143)","(3.1, 3.35, 3.2875)","(19.0, 34.0, 25.333333333333336)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.9, 5.733898305084746)","(16.0, 42.0, 38.25)","(6.5, 9.4, 9.066666666666666)","(7.0, 10.5, 10.21875)"
11-01-2023 18:53:17.608425,"(4.4, 5.9, 5.642857142857143)","(3.1, 3.35, 3.2875)","(19.0, 34.0, 23.846153846153847)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.9, 5.733898305084746)","(16.0, 42.0, 38.25)","(6.5, 9.4, 9.066666666666666)","(7.0, 10.5, 10.21875)"
11-01-2023 18:53:18.960924,"(4.4, 5.9, 5.642857142857143)","(3.1, 3.35, 3.25625)","(19.0, 34.0, 23.846153846153847)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.9, 5.733898305084746)","(16.0, 42.0, 38.25)","(6.5, 9.4, 9.066666666666666)","(7.0, 10.5, 10.21875)"
11-01-2023 18:53:20.273754,"(4.4, 5.9, 5.642857142857143)","(3.1, 3.35, 3.25625)","(19.0, 34.0, 23.846153846153847)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.9, 5.733898305084746)","(16.0, 42.0, 38.25)","(6.5, 9.4, 9.066666666666666)","(7.0, 10.5, 10.21875)"
11-01-2023 18:53:21.578117,"(4.4, 5.9, 5.642857142857143)","(3.1, 3.35, 3.25625)","(19.0, 34.0, 23.846153846153847)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.9, 5.733898305084746)","(16.0, 42.0, 38.25)","(6.5, 9.4, 9.066666666666666)","(7.0, 10.5, 10.21875)"
11-01-2023 18:53:22.953057,"(4.4, 5.9, 5.633333333333334)","(2.9, 3.35, 3.25625)","(21.0, 34.0, 23.846153846153847)","(11.0, 19.5, 19.142857142857142)","(3.9, 5.9, 5.733898305084746)","(16.0, 42.0, 38.25)","(6.5, 9.4, 9.066666666666666)","(7.0, 10.5, 10.21875)"
