,Eliminate,Ask An Angel,Dark City,Delago Dehero,Lucy Da Grey,Aurman Zou,The Crown Prince
07-01-2023 16:40:07.587623,"(1.7, 1.91, 1.8976086956521738)","(3.7, 4.3, 4.196407185628742)","(11.0, 15.5, 15.035714285714286)","(14.0, 19.5, 19.454545454545453)","(8.5, 12.0, 11.928571428571429)","(41.0, 65.0, 61.666666666666664)","(41.0, 65.0, 63.333333333333336)"
07-01-2023 16:40:08.816847,"(1.7, 1.91, 1.8968749999999999)","(3.6, 4.2, 4.196491228070176)","(11.0, 15.5, 15.035714285714286)","(14.0, 19.5, 19.454545454545453)","(9.0, 12.5, 11.905797101449275)","(41.0, 65.0, 61.666666666666664)","(41.0, 65.0, 63.333333333333336)"
07-01-2023 16:40:10.018314,"(1.7, 1.91, 1.8968749999999999)","(3.6, 4.2, 4.196491228070176)","(11.0, 15.5, 15.035714285714286)","(14.0, 19.5, 19.454545454545453)","(9.0, 12.5, 11.905797101449275)","(41.0, 65.0, 63.333333333333336)","(41.0, 65.0, 63.333333333333336)"
07-01-2023 16:40:11.138505,"(1.7, 1.91, 1.8968749999999999)","(3.6, 4.2, 4.196491228070176)","(11.0, 15.5, 15.035714285714286)","(14.0, 19.5, 19.454545454545453)","(9.0, 12.5, 11.905797101449275)","(41.0, 65.0, 63.333333333333336)","(41.0, 65.0, 63.333333333333336)"
07-01-2023 16:40:12.120263,"(1.7, 1.91, 1.8986486486486485)","(3.6, 4.2, 4.186387434554974)","(11.0, 15.5, 15.035714285714286)","(14.0, 19.5, 19.454545454545453)","(9.0, 12.5, 11.767857142857142)","(41.0, 65.0, 62.142857142857146)","(41.0, 65.0, 64.0625)"
07-01-2023 16:40:13.105241,"(1.7, 1.91, 1.8986486486486485)","(3.6, 4.2, 4.186387434554974)","(11.0, 15.5, 15.035714285714286)","(14.0, 19.5, 19.454545454545453)","(9.0, 12.5, 11.767857142857142)","(41.0, 65.0, 62.142857142857146)","(41.0, 65.0, 64.0625)"
07-01-2023 16:40:14.299390,"(1.7, 1.91, 1.8909090909090909)","(3.6, 4.2, 4.189473684210526)","(11.0, 15.5, 15.24)","(14.0, 19.5, 19.4)","(9.0, 12.5, 11.813432835820896)","(41.0, 65.0, 63.75)","(41.0, 65.0, 64.28571428571429)"
07-01-2023 16:40:15.489944,"(1.7, 1.91, 1.8909090909090909)","(3.6, 4.2, 4.174660633484163)","(11.0, 15.5, 15.24)","(14.0, 20.0, 18.78723404255319)","(9.0, 12.5, 12.41304347826087)","(41.0, 65.0, 63.75)","(41.0, 65.0, 76.92307692307692)"
07-01-2023 16:40:16.852871,"(1.7, 1.91, 1.8909090909090909)","(3.6, 4.2, 4.170815450643777)","(11.0, 15.5, 15.411764705882353)","(14.0, 20.0, 18.78723404255319)","(9.0, 12.0, 11.956521739130435)","(41.0, 65.0, 63.333333333333336)","(41.0, 80.0, 75.0)"
07-01-2023 16:40:18.091066,"(1.7, 1.91, 1.8909090909090909)","(3.6, 4.2, 4.170815450643777)","(11.0, 15.5, 15.411764705882353)","(14.0, 20.0, 18.70689655172414)","(9.0, 12.0, 11.956521739130435)","(41.0, 65.0, 61.0)","(41.0, 80.0, 75.0)"
07-01-2023 16:40:19.660826,"(1.7, 1.91, 1.897462686567164)","(3.6, 4.2, 4.165217391304348)","(11.0, 15.5, 15.35)","(14.0, 20.0, 18.70689655172414)","(9.0, 12.0, 11.956521739130435)","(41.0, 65.0, 60.55555555555556)","(41.0, 75.0, 72.5)"
07-01-2023 16:40:21.119969,"(1.7, 1.91, 1.897462686567164)","(3.6, 4.2, 4.143225806451613)","(11.0, 15.5, 15.35)","(14.0, 20.0, 18.70689655172414)","(9.0, 12.0, 11.956521739130435)","(41.0, 65.0, 60.833333333333336)","(41.0, 75.0, 72.5)"
07-01-2023 16:40:22.721866,"(1.7, 1.91, 1.9028205128205127)","(3.6, 4.2, 4.130973451327434)","(11.0, 15.5, 15.4375)","(14.0, 20.0, 18.928571428571427)","(9.0, 12.0, 11.818181818181818)","(41.0, 65.0, 61.666666666666664)","(41.0, 70.0, 67.27272727272727)"
07-01-2023 16:40:23.949280,"(1.7, 1.91, 1.9028205128205127)","(3.6, 4.2, 4.122314049586777)","(12.0, 15.5, 15.304347826086957)","(14.0, 20.0, 18.852941176470587)","(9.0, 12.0, 11.977272727272727)","(41.0, 65.0, 61.666666666666664)","(41.0, 70.0, 76.0)"
07-01-2023 16:40:25.336282,"(1.7, 1.91, 1.8924999999999998)","(3.6, 4.2, 4.115584415584415)","(12.0, 15.5, 15.485294117647058)","(14.0, 20.0, 19.1)","(9.0, 12.0, 11.76)","(41.0, 65.0, 68.125)","(41.0, 80.0, 73.84615384615384)"
07-01-2023 16:40:26.588501,"(1.7, 1.91, 1.8924999999999998)","(3.6, 4.2, 4.071304347826087)","(12.0, 15.5, 15.75)","(14.0, 20.0, 19.51282051282051)","(9.0, 12.5, 11.957627118644067)","(41.0, 70.0, 63.333333333333336)","(41.0, 80.0, 75.71428571428572)"
07-01-2023 16:40:27.745688,"(1.7, 1.89, 1.8829411764705881)","(3.5, 4.1, 4.071304347826087)","(12.0, 16.0, 15.6)","(14.0, 21.0, 19.846153846153847)","(9.0, 12.5, 12.083333333333334)","(41.0, 65.0, 63.333333333333336)","(41.0, 80.0, 71.78571428571428)"
07-01-2023 16:40:28.996781,"(1.7, 1.89, 1.880054347826087)","(3.5, 4.1, 4.065263157894736)","(12.0, 16.0, 15.80952380952381)","(14.0, 21.0, 20.128205128205128)","(9.0, 12.5, 11.666666666666666)","(41.0, 65.0, 60.55555555555556)","(41.0, 75.0, 83.33333333333333)"
07-01-2023 16:40:30.108802,"(1.7, 1.89, 1.880054347826087)","(3.5, 4.1, 4.065263157894736)","(12.0, 16.0, 15.86111111111111)","(14.0, 21.0, 20.25)","(9.0, 12.0, 11.657608695652174)","(41.0, 65.0, 60.55555555555556)","(41.0, 85.0, 84.375)"
07-01-2023 16:40:31.167475,"(1.7, 1.89, 1.8774226804123713)","(3.5, 4.1, 4.087323943661971)","(12.0, 16.0, 15.868421052631579)","(14.0, 21.0, 20.25)","(9.0, 12.0, 11.657608695652174)","(41.0, 65.0, 60.55555555555556)","(41.0, 90.0, 84.375)"
07-01-2023 16:40:32.373551,"(1.7, 1.89, 1.8774226804123713)","(3.5, 4.1, 4.066666666666666)","(12.0, 16.0, 15.868421052631579)","(14.0, 21.0, 20.120689655172413)","(9.0, 12.0, 11.657608695652174)","(41.0, 65.0, 60.55555555555556)","(41.0, 90.0, 85.55555555555556)"
07-01-2023 16:40:33.750686,"(1.65, 1.89, 1.8774226804123713)","(3.6, 4.1, 4.076190476190476)","(12.0, 16.0, 16.166666666666668)","(14.0, 21.0, 19.921875)","(9.0, 12.0, 11.61111111111111)","(41.0, 65.0, 60.55555555555556)","(41.0, 90.0, 88.57142857142857)"
07-01-2023 16:40:35.006805,"(1.65, 1.89, 1.8704237288135594)","(3.6, 4.1, 4.079166666666667)","(12.0, 16.5, 16.166666666666668)","(14.0, 21.0, 19.921875)","(9.0, 12.0, 11.61111111111111)","(41.0, 65.0, 60.55555555555556)","(41.0, 90.0, 88.57142857142857)"
07-01-2023 16:40:36.255484,"(1.65, 1.87, 1.8683673469387756)","(3.5, 4.1, 4.094890510948905)","(12.0, 16.5, 16.25)","(14.0, 21.0, 20.06896551724138)","(9.0, 12.0, 11.61111111111111)","(41.0, 65.0, 60.26315789473684)","(41.0, 90.0, 88.57142857142857)"
07-01-2023 16:40:37.500954,"(1.65, 1.88, 1.8608333333333333)","(3.5, 4.2, 4.134)","(12.0, 16.5, 16.32608695652174)","(14.0, 21.0, 20.06896551724138)","(9.0, 12.0, 11.61111111111111)","(41.0, 65.0, 60.5)","(41.0, 90.0, 88.57142857142857)"
07-01-2023 16:40:38.801473,"(1.65, 1.87, 1.8526315789473684)","(3.5, 4.2, 4.1276190476190475)","(12.0, 16.5, 16.385714285714286)","(14.0, 21.0, 20.16)","(9.0, 12.0, 11.664893617021276)","(41.0, 65.0, 60.5)","(41.0, 90.0, 88.88888888888889)"
07-01-2023 16:40:40.093844,"(1.65, 1.87, 1.8527450980392157)","(3.5, 4.2, 4.135483870967742)","(12.0, 16.5, 16.385714285714286)","(14.0, 21.0, 19.678571428571427)","(9.0, 12.0, 11.697115384615385)","(41.0, 65.0, 59.44444444444444)","(41.0, 90.0, 88.88888888888889)"
07-01-2023 16:40:41.346782,"(1.65, 1.87, 1.8647457627118644)","(3.5, 4.2, 4.140441176470588)","(12.0, 16.5, 16.385714285714286)","(14.0, 20.0, 19.75)","(9.0, 12.0, 11.699029126213592)","(41.0, 60.0, 59.54545454545455)","(41.0, 90.0, 88.88888888888889)"
07-01-2023 16:40:42.402648,"(1.65, 1.87, 1.8598214285714287)","(3.5, 4.2, 4.145637583892618)","(12.0, 16.5, 16.385714285714286)","(14.0, 20.0, 19.75)","(9.0, 12.0, 11.647727272727273)","(41.0, 60.0, 59.473684210526315)","(41.0, 90.0, 87.5)"
07-01-2023 16:40:43.492684,"(1.65, 1.87, 1.8597297297297297)","(3.5, 4.2, 4.14375)","(12.0, 16.5, 16.385714285714286)","(14.0, 20.0, 19.5625)","(9.0, 12.0, 11.647727272727273)","(41.0, 60.0, 59.473684210526315)","(41.0, 90.0, 88.88888888888889)"
07-01-2023 16:40:44.683422,"(1.65, 1.87, 1.8667391304347827)","(3.5, 4.2, 4.140441176470588)","(12.0, 16.5, 16.385714285714286)","(14.0, 20.0, 19.391304347826086)","(9.0, 12.0, 11.64367816091954)","(41.0, 60.0, 59.473684210526315)","(41.0, 90.0, 88.75)"
07-01-2023 16:40:45.852373,"(1.65, 1.88, 1.8648351648351649)","(3.5, 4.2, 4.13076923076923)","(12.0, 16.5, 16.467741935483872)","(14.0, 20.0, 19.48148148148148)","(9.0, 12.0, 11.481481481481481)","(41.0, 60.0, 59.473684210526315)","(41.0, 90.0, 88.75)"
07-01-2023 16:40:46.970842,"(1.65, 1.88, 1.8678145695364239)","(3.5, 4.2, 4.14375)","(12.0, 16.5, 16.467741935483872)","(14.0, 20.0, 19.5)","(9.0, 11.5, 11.49074074074074)","(41.0, 60.0, 61.666666666666664)","(41.0, 90.0, 84.0)"
07-01-2023 16:40:48.056217,"(1.65, 1.88, 1.8616000000000001)","(3.5, 4.2, 4.148360655737704)","(12.0, 16.5, 16.454545454545453)","(14.0, 20.0, 19.59090909090909)","(9.0, 11.5, 11.407692307692308)","(41.0, 65.0, 61.89655172413793)","(41.0, 85.0, 88.75)"
07-01-2023 16:40:49.221088,"(1.65, 1.89, 1.8756338028169015)","(3.5, 4.2, 4.138709677419355)","(12.0, 16.5, 16.42105263157895)","(14.0, 20.0, 19.59090909090909)","(9.0, 11.5, 11.431034482758621)","(41.0, 65.0, 61.89655172413793)","(41.0, 90.0, 88.57142857142857)"
07-01-2023 16:40:50.346684,"(1.65, 1.89, 1.8753103448275863)","(3.5, 4.2, 4.144117647058823)","(12.0, 16.5, 16.42105263157895)","(14.0, 20.0, 19.59090909090909)","(9.0, 11.5, 11.431034482758621)","(41.0, 65.0, 61.89655172413793)","(41.0, 90.0, 84.0)"
07-01-2023 16:40:51.555110,"(1.65, 1.89, 1.8767532467532468)","(3.5, 4.2, 4.108602150537634)","(12.0, 16.5, 16.42105263157895)","(14.0, 20.0, 19.59090909090909)","(9.0, 11.5, 11.431034482758621)","(41.0, 65.0, 64.58333333333333)","(41.0, 85.0, 84.16666666666667)"
07-01-2023 16:40:52.645672,"(1.65, 1.89, 1.8854545454545455)","(3.5, 4.2, 4.1335664335664335)","(12.0, 16.5, 16.46511627906977)","(14.0, 20.0, 19.928571428571427)","(9.0, 12.0, 11.788617886178862)","(41.0, 65.0, 64.58333333333333)","(41.0, 85.0, 84.16666666666667)"
07-01-2023 16:40:53.744113,"(1.65, 1.89, 1.8854545454545455)","(3.5, 4.2, 4.130147058823529)","(12.0, 16.5, 16.46511627906977)","(14.0, 20.0, 19.928571428571427)","(9.0, 12.0, 11.824175824175825)","(41.0, 65.0, 64.58333333333333)","(41.0, 85.0, 84.16666666666667)"
07-01-2023 16:40:55.063474,"(1.65, 1.89, 1.8723529411764706)","(3.5, 4.2, 4.106451612903226)","(12.0, 16.5, 16.46511627906977)","(14.0, 20.0, 19.928571428571427)","(9.0, 12.0, 11.862068965517242)","(41.0, 65.0, 66.12903225806451)","(41.0, 85.0, 84.16666666666667)"
07-01-2023 16:40:56.228453,"(1.65, 1.89, 1.878235294117647)","(3.5, 4.2, 4.106451612903226)","(12.0, 16.5, 16.46511627906977)","(14.0, 20.0, 19.928571428571427)","(9.0, 12.0, 11.862068965517242)","(41.0, 70.0, 66.12903225806451)","(41.0, 85.0, 84.16666666666667)"
07-01-2023 16:40:57.614511,"(1.65, 1.89, 1.878235294117647)","(3.5, 4.2, 4.1390756302521)","(12.0, 16.5, 16.46511627906977)","(14.0, 20.0, 19.928571428571427)","(9.0, 12.0, 11.79)","(41.0, 70.0, 66.12903225806451)","(41.0, 85.0, 84.16666666666667)"
07-01-2023 16:40:58.912396,"(1.65, 1.86, 1.8521573604060915)","(3.5, 4.2, 4.152611940298508)","(12.0, 16.5, 16.738095238095237)","(14.0, 20.0, 17.767857142857142)","(9.0, 12.0, 11.58)","(41.0, 70.0, 64.28571428571429)","(41.0, 85.0, 84.375)"
07-01-2023 16:41:00.015105,"(1.65, 1.89, 1.8747619047619049)","(3.5, 4.2, 4.152611940298508)","(12.0, 17.0, 16.635135135135137)","(14.0, 19.0, 17.72972972972973)","(9.0, 12.0, 11.58)","(41.0, 65.0, 64.28571428571429)","(41.0, 85.0, 84.375)"
07-01-2023 16:41:01.415329,"(1.65, 1.89, 1.878433734939759)","(3.5, 4.2, 4.175806451612903)","(12.0, 17.0, 16.365079365079364)","(14.0, 18.5, 18.24137931034483)","(9.0, 12.0, 12.17283950617284)","(41.0, 65.0, 60.714285714285715)","(41.0, 85.0, 92.8)"
07-01-2023 16:41:02.632148,"(1.65, 1.87, 1.8609722222222222)","(3.5, 4.2, 4.178260869565217)","(12.0, 17.0, 16.285714285714285)","(14.0, 18.5, 17.884615384615383)","(9.0, 12.5, 12.246575342465754)","(41.0, 65.0, 57.5)","(41.0, 100.0, 92.85714285714286)"
07-01-2023 16:41:03.673011,"(1.65, 1.87, 1.860764119601329)","(3.5, 4.2, 4.176056338028169)","(12.0, 17.0, 16.285714285714285)","(14.0, 18.0, 17.884615384615383)","(9.0, 12.5, 12.276923076923078)","(41.0, 65.0, 59.375)","(41.0, 95.0, 87.5)"
07-01-2023 16:41:04.702246,"(1.65, 1.87, 1.860764119601329)","(3.5, 4.2, 4.176056338028169)","(12.0, 17.0, 16.285714285714285)","(14.0, 18.0, 17.884615384615383)","(9.0, 12.5, 12.295774647887324)","(41.0, 65.0, 57.142857142857146)","(41.0, 95.0, 86.36363636363636)"
07-01-2023 16:41:05.736286,"(1.65, 1.87, 1.86255033557047)","(3.5, 4.2, 4.173303167420815)","(12.0, 17.0, 16.285714285714285)","(14.0, 18.0, 17.884615384615383)","(9.0, 12.5, 12.295774647887324)","(41.0, 60.0, 57.142857142857146)","(41.0, 100.0, 86.36363636363636)"
07-01-2023 16:41:06.814452,"(1.65, 1.87, 1.858888888888889)","(3.5, 4.2, 4.181104651162791)","(12.0, 17.0, 16.583333333333332)","(14.0, 18.0, 17.92105263157895)","(9.0, 12.5, 12.31875)","(41.0, 60.0, 56.666666666666664)","(41.0, 95.0, 87.5)"
07-01-2023 16:41:07.810807,"(1.65, 1.87, 1.8652000000000002)","(3.5, 4.2, 4.188931297709924)","(12.0, 17.0, 16.565217391304348)","(14.0, 18.0, 17.92105263157895)","(9.0, 12.5, 12.31875)","(41.0, 60.0, 56.666666666666664)","(41.0, 95.0, 87.5)"
07-01-2023 16:41:08.703163,"(1.65, 1.87, 1.8662500000000002)","(3.5, 4.2, 4.189179104477612)","(12.0, 17.0, 16.565217391304348)","(14.0, 18.0, 17.92105263157895)","(9.0, 12.0, 11.815573770491802)","(41.0, 60.0, 57.0)","(41.0, 95.0, 87.5)"
07-01-2023 16:41:09.704874,"(1.65, 1.87, 1.8694000000000002)","(3.5, 4.2, 4.194094488188976)","(12.0, 17.0, 16.565217391304348)","(14.0, 18.0, 17.92105263157895)","(9.0, 12.0, 11.814049586776859)","(41.0, 60.0, 57.0)","(41.0, 95.0, 91.66666666666667)"
07-01-2023 16:41:10.799703,"(1.65, 1.87, 1.8679213483146069)","(3.5, 4.2, 4.194163424124514)","(12.0, 17.0, 16.6)","(14.0, 18.0, 17.92105263157895)","(9.0, 12.0, 11.785294117647059)","(41.0, 60.0, 57.14285714285714)","(41.0, 95.0, 92.85714285714286)"
07-01-2023 16:41:11.913141,"(1.65, 1.87, 1.8694273127753305)","(3.5, 4.2, 4.194773519163763)","(12.0, 17.0, 16.655172413793103)","(14.0, 18.0, 17.944444444444443)","(9.0, 12.0, 11.785294117647059)","(41.0, 60.0, 56.470588235294116)","(41.0, 95.0, 92.85714285714286)"
07-01-2023 16:41:12.968645,"(1.65, 1.89, 1.876090909090909)","(3.5, 4.2, 4.185714285714286)","(12.0, 17.0, 16.655172413793103)","(14.0, 18.0, 17.944444444444443)","(9.0, 12.0, 11.75)","(41.0, 60.0, 57.85714285714286)","(41.0, 95.0, 92.85714285714286)"
07-01-2023 16:41:14.002926,"(1.65, 1.89, 1.8763888888888889)","(3.5, 4.2, 4.182157676348548)","(12.0, 17.0, 16.655172413793103)","(14.0, 18.0, 17.944444444444443)","(9.0, 12.0, 11.708)","(41.0, 60.0, 57.85714285714286)","(41.0, 95.0, 93.18181818181819)"
07-01-2023 16:41:15.258770,"(1.65, 1.89, 1.8792990654205606)","(3.5, 4.2, 4.186134453781513)","(12.0, 17.0, 16.607843137254903)","(14.0, 18.0, 17.944444444444443)","(9.0, 12.0, 11.708)","(41.0, 60.0, 57.85714285714286)","(41.0, 100.0, 93.18181818181819)"
07-01-2023 16:41:16.570257,"(1.65, 1.88, 1.8853076923076924)","(3.5, 4.2, 4.188)","(12.0, 17.0, 16.607843137254903)","(14.0, 18.0, 17.944444444444443)","(9.0, 12.0, 11.708)","(41.0, 60.0, 56.470588235294116)","(41.0, 100.0, 93.18181818181819)"
07-01-2023 16:41:17.668907,"(1.65, 1.89, 1.887662835249042)","(3.5, 4.2, 4.188)","(12.0, 17.0, 16.607843137254903)","(14.0, 18.0, 17.170731707317074)","(9.0, 12.0, 11.708)","(41.0, 60.0, 56.470588235294116)","(41.0, 100.0, 94.23076923076923)"
07-01-2023 16:41:19.063540,"(1.65, 1.9, 1.8954022988505745)","(3.5, 4.2, 4.181739130434782)","(12.0, 17.0, 16.607843137254903)","(14.0, 18.0, 17.0)","(9.0, 12.0, 11.708)","(41.0, 60.0, 57.5)","(41.0, 95.0, 94.33333333333333)"
07-01-2023 16:41:20.175654,"(1.65, 1.9, 1.895121951219512)","(3.5, 4.2, 4.181739130434782)","(12.0, 17.0, 16.607843137254903)","(14.0, 17.5, 16.944444444444443)","(9.0, 12.0, 11.708)","(41.0, 60.0, 54.583333333333336)","(41.0, 95.0, 94.33333333333333)"
07-01-2023 16:41:21.194641,"(1.65, 1.9, 1.8958115183246071)","(3.5, 4.2, 4.182890855457227)","(12.0, 17.0, 16.607843137254903)","(14.0, 17.0, 16.944444444444443)","(9.0, 12.0, 11.708)","(41.0, 60.0, 54.583333333333336)","(41.0, 95.0, 94.33333333333333)"
07-01-2023 16:41:22.255903,"(1.65, 1.9, 1.8958115183246071)","(3.5, 4.2, 4.182890855457227)","(12.0, 17.0, 16.607843137254903)","(14.0, 17.0, 16.944444444444443)","(9.0, 12.0, 11.708)","(41.0, 60.0, 57.85714285714286)","(41.0, 95.0, 94.0909090909091)"
07-01-2023 16:41:23.346156,"(1.65, 1.9, 1.8970621468926552)","(3.5, 4.2, 4.180204778156996)","(12.0, 17.0, 16.565217391304348)","(14.0, 17.0, 16.735294117647058)","(9.0, 12.0, 11.700819672131148)","(41.0, 60.0, 61.666666666666664)","(41.0, 95.0, 93.75)"
07-01-2023 16:41:24.308719,"(1.65, 1.9, 1.8968421052631579)","(3.5, 4.2, 4.180204778156996)","(12.0, 17.0, 16.565217391304348)","(14.0, 17.0, 16.735294117647058)","(9.0, 12.0, 11.700819672131148)","(41.0, 65.0, 58.75)","(41.0, 100.0, 93.47826086956522)"
07-01-2023 16:41:25.346809,"(1.65, 1.9, 1.8941176470588235)","(3.5, 4.2, 4.180204778156996)","(12.0, 17.0, 16.565217391304348)","(14.0, 17.0, 16.944444444444443)","(9.0, 12.0, 11.698347107438016)","(41.0, 65.0, 53.92857142857143)","(41.0, 100.0, 92.5)"
07-01-2023 16:41:26.403814,"(1.65, 1.9, 1.8954887218045111)","(3.5, 4.2, 4.194377510040161)","(12.0, 17.0, 16.642857142857142)","(14.0, 17.0, 16.966666666666665)","(9.0, 12.0, 11.71923076923077)","(41.0, 55.0, 47.6)","(41.0, 100.0, 91.66666666666667)"
07-01-2023 16:41:27.577714,"(1.65, 1.9, 1.8981896551724138)","(3.5, 4.2, 4.194594594594594)","(12.0, 17.0, 16.642857142857142)","(14.0, 17.0, 16.966666666666665)","(9.0, 12.0, 11.71923076923077)","(41.0, 50.0, 49.0)","(41.0, 100.0, 92.3076923076923)"
07-01-2023 16:41:28.852359,"(1.65, 1.91, 1.9088495575221238)","(3.5, 4.2, 4.180252100840336)","(12.0, 17.0, 16.607843137254903)","(14.0, 17.0, 16.95)","(9.0, 12.0, 11.66326530612245)","(41.0, 50.0, 51.25)","(41.0, 100.0, 91.66666666666667)"
07-01-2023 16:41:29.924302,"(1.65, 1.91, 1.9085585585585585)","(3.5, 4.2, 4.181974248927038)","(12.0, 17.0, 16.607843137254903)","(14.0, 17.0, 16.95)","(9.0, 12.0, 11.625)","(41.0, 55.0, 51.25)","(41.0, 100.0, 91.66666666666667)"
07-01-2023 16:41:30.880674,"(1.65, 1.92, 1.916101694915254)","(3.5, 4.2, 4.183406113537118)","(12.0, 17.0, 16.565217391304348)","(14.0, 17.0, 16.95)","(9.0, 12.0, 11.59322033898305)","(41.0, 55.0, 51.25)","(41.0, 100.0, 91.66666666666667)"
07-01-2023 16:41:32.083554,"(1.65, 1.92, 1.916101694915254)","(3.5, 4.2, 4.183406113537118)","(12.0, 17.0, 16.565217391304348)","(14.0, 17.0, 16.681818181818183)","(9.0, 12.0, 11.67283950617284)","(31.0, 55.0, 48.8235294117647)","(41.0, 100.0, 93.33333333333333)"
07-01-2023 16:41:33.273753,"(1.65, 1.92, 1.916)","(3.5, 4.2, 4.180076628352491)","(12.0, 17.0, 16.51219512195122)","(14.0, 17.0, 16.642857142857142)","(9.0, 12.0, 11.656626506024097)","(31.0, 55.0, 50.42307692307692)","(41.0, 100.0, 93.33333333333333)"
07-01-2023 16:41:34.455633,"(1.65, 1.92, 1.9051612903225805)","(3.5, 4.2, 4.180076628352491)","(12.0, 17.0, 16.51219512195122)","(14.0, 17.0, 16.761904761904763)","(9.0, 12.0, 11.421985815602836)","(31.0, 55.0, 50.89655172413793)","(41.0, 100.0, 93.75)"
07-01-2023 16:41:35.772523,"(1.65, 1.92, 1.9175886524822694)","(3.5, 4.2, 4.182372881355932)","(12.0, 17.0, 16.512820512820515)","(14.0, 17.0, 16.125)","(9.0, 11.5, 11.419491525423728)","(31.0, 55.0, 50.592592592592595)","(41.0, 100.0, 93.75)"
07-01-2023 16:41:37.132226,"(1.65, 1.93, 1.9243820224719101)","(3.5, 4.2, 4.19041095890411)","(12.0, 17.0, 16.5)","(14.0, 16.5, 16.01851851851852)","(9.0, 11.5, 11.469298245614034)","(31.0, 55.0, 51.111111111111114)","(41.0, 100.0, 74.0)"
07-01-2023 16:41:38.290239,"(1.65, 1.95, 1.9417427385892116)","(3.5, 4.3, 4.194463667820069)","(12.0, 16.5, 16.267857142857142)","(14.0, 16.5, 15.928571428571429)","(9.0, 11.5, 11.469298245614034)","(31.0, 55.0, 51.31578947368421)","(41.0, 80.0, 77.27272727272727)"
07-01-2023 16:41:39.580444,"(1.65, 1.94, 1.9374647887323944)","(3.5, 4.2, 4.199635036496351)","(12.0, 16.5, 16.267857142857142)","(14.0, 16.5, 15.833333333333334)","(9.0, 11.5, 11.469298245614034)","(31.0, 55.0, 51.31578947368421)","(41.0, 80.0, 77.27272727272727)"
07-01-2023 16:41:41.032375,"(1.65, 1.94, 1.9374647887323944)","(3.5, 4.2, 4.235820895522388)","(12.0, 16.5, 16.267857142857142)","(14.0, 16.5, 15.785714285714286)","(9.0, 11.5, 11.469298245614034)","(31.0, 55.0, 51.31578947368421)","(41.0, 80.0, 77.5)"
07-01-2023 16:41:42.299456,"(1.65, 1.94, 1.9374647887323944)","(3.5, 4.3, 4.235820895522388)","(12.0, 16.5, 16.267857142857142)","(14.0, 16.5, 15.852941176470589)","(9.0, 11.5, 11.469298245614034)","(31.0, 55.0, 51.31578947368421)","(41.0, 85.0, 81.42857142857143)"
07-01-2023 16:41:43.522236,"(1.65, 1.94, 1.9347142857142856)","(3.5, 4.3, 4.228900255754476)","(12.0, 16.5, 16.267857142857142)","(14.0, 16.0, 15.875)","(9.0, 11.5, 11.389655172413793)","(31.0, 55.0, 51.31578947368421)","(41.0, 90.0, 80.66666666666667)"
07-01-2023 16:41:44.757617,"(1.65, 1.94, 1.9294285714285713)","(3.5, 4.3, 4.227979274611399)","(12.0, 16.5, 16.267857142857142)","(14.0, 16.0, 15.880952380952381)","(9.0, 11.5, 11.347402597402597)","(31.0, 55.0, 51.31578947368421)","(41.0, 90.0, 77.5)"
07-01-2023 16:41:45.964284,"(1.65, 1.94, 1.9379545454545455)","(3.5, 4.3, 4.247058823529412)","(12.0, 16.5, 16.355555555555554)","(14.0, 16.0, 15.793103448275861)","(9.0, 11.5, 11.350993377483444)","(31.0, 55.0, 51.31578947368421)","(41.0, 85.0, 76.0)"
07-01-2023 16:41:47.046413,"(1.65, 1.94, 1.9358273381294964)","(3.5, 4.3, 4.247058823529412)","(12.0, 16.5, 16.355555555555554)","(14.0, 16.0, 15.61467889908257)","(9.0, 11.5, 11.350993377483444)","(31.0, 55.0, 51.111111111111114)","(41.0, 85.0, 77.27272727272727)"
07-01-2023 16:41:48.015149,"(1.65, 1.95, 1.9433658536585365)","(3.5, 4.3, 4.266486486486486)","(12.0, 16.5, 16.355555555555554)","(14.0, 16.0, 15.61467889908257)","(9.0, 11.5, 11.350993377483444)","(31.0, 55.0, 51.111111111111114)","(41.0, 80.0, 77.27272727272727)"
07-01-2023 16:41:49.131168,"(1.65, 1.96, 1.940459492140266)","(3.5, 4.3, 4.2655076495132125)","(12.0, 16.5, 16.352272727272727)","(14.0, 16.0, 15.663461538461538)","(9.0, 11.5, 11.348993288590604)","(31.0, 55.0, 50.5)","(41.0, 80.0, 77.27272727272727)"
07-01-2023 16:41:50.325953,"(1.65, 1.96, 1.940459492140266)","(3.5, 4.3, 4.2655076495132125)","(12.0, 16.5, 16.352272727272727)","(14.0, 16.0, 15.660194174757281)","(9.0, 11.5, 11.423387096774194)","(31.0, 55.0, 49.7027027027027)","(41.0, 85.0, 77.0)"
07-01-2023 16:41:51.471990,"(1.65, 1.96, 1.9403313609467454)","(3.5, 4.2, 4.198184818481848)","(12.0, 15.5, 15.157142857142857)","(14.0, 16.0, 15.660194174757281)","(9.0, 11.5, 11.317204301075268)","(31.0, 55.0, 49.75)","(41.0, 80.0, 72.89473684210526)"
07-01-2023 16:41:52.646170,"(1.65, 1.96, 1.9402699386503066)","(3.5, 4.2, 4.198175787728027)","(12.0, 16.0, 15.209677419354838)","(14.0, 16.0, 15.660194174757281)","(9.0, 11.5, 11.393203883495145)","(31.0, 55.0, 50.275)","(41.0, 80.0, 71.52173913043478)"
