,Goldstar Linda,Tiggerlong Demon,Free For All,Sapporo Bale,Goldstar Glenys,Homebush Glitch,Taieri Taylee,Homebush Bentley
15-12-2022 12:59:54.284676,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.166666666666668)","(16.0, 99999, 99990)","(31.0, 250.0, 85.0)","(6.5, 9.8, 8.2)","(5.5, 11.5, 9.925)","(4.8, 8.2, 5.05)","(31.0, 240.0, 133.5)"
15-12-2022 12:59:55.474961,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.166666666666668)","(16.0, 99999, 99990)","(31.0, 250.0, 85.0)","(6.5, 9.8, 8.2)","(5.5, 11.5, 9.925)","(4.8, 8.2, 5.05)","(31.0, 240.0, 133.5)"
15-12-2022 12:59:56.608300,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.166666666666668)","(16.0, 99999, 99990)","(31.0, 250.0, 85.0)","(6.5, 9.8, 8.2)","(5.5, 11.5, 9.925)","(4.8, 8.2, 5.05)","(31.0, 240.0, 133.5)"
15-12-2022 12:59:57.779910,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.166666666666668)","(16.0, 99999, 99990)","(31.0, 250.0, 85.0)","(6.5, 9.8, 8.2)","(5.5, 11.5, 9.925)","(4.8, 8.2, 5.05)","(31.0, 240.0, 133.5)"
15-12-2022 12:59:58.969499,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.166666666666668)","(16.0, 99999, 99990)","(31.0, 250.0, 85.0)","(6.5, 9.8, 8.2)","(5.5, 11.5, 9.925)","(4.8, 8.2, 5.05)","(31.0, 240.0, 133.5)"
15-12-2022 13:00:00.178730,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.166666666666668)","(16.0, 99999, 99990)","(31.0, 250.0, 85.0)","(6.5, 9.8, 8.2)","(5.5, 11.5, 9.925)","(4.8, 8.2, 5.05)","(31.0, 240.0, 133.5)"
15-12-2022 13:00:01.415268,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.166666666666668)","(16.0, 99999, 99990)","(31.0, 250.0, 85.0)","(6.5, 9.8, 8.2)","(5.5, 11.5, 9.925)","(4.8, 8.2, 5.05)","(31.0, 240.0, 133.5)"
15-12-2022 13:00:02.624675,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.166666666666668)","(16.0, 99999, 99990)","(31.0, 250.0, 85.0)","(6.5, 9.8, 8.2)","(5.5, 11.5, 9.925)","(4.8, 8.2, 5.05)","(31.0, 240.0, 133.5)"
15-12-2022 13:00:03.934508,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.166666666666668)","(16.0, 99999, 99990)","(31.0, 250.0, 85.0)","(6.5, 9.8, 8.2)","(5.5, 11.5, 9.925)","(4.8, 8.2, 5.05)","(31.0, 240.0, 133.5)"
15-12-2022 13:00:05.189918,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.166666666666668)","(16.0, 99999, 99990)","(31.0, 250.0, 85.0)","(6.5, 9.8, 8.2)","(5.5, 11.5, 9.925)","(4.8, 8.2, 5.05)","(31.0, 240.0, 133.5)"
15-12-2022 13:00:06.540088,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.166666666666668)","(16.0, 99999, 99990)","(31.0, 250.0, 85.0)","(6.5, 9.8, 8.2)","(5.5, 11.5, 9.925)","(4.8, 8.2, 5.05)","(31.0, 240.0, 133.5)"
15-12-2022 13:00:07.694523,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.166666666666668)","(16.0, 99999, 99990)","(31.0, 250.0, 85.0)","(6.5, 9.8, 8.2)","(5.5, 11.5, 9.925)","(4.8, 8.2, 5.05)","(31.0, 240.0, 133.5)"
15-12-2022 13:00:08.814601,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.166666666666668)","(16.0, 99999, 99990)","(31.0, 250.0, 85.0)","(6.5, 9.8, 8.2)","(5.5, 11.5, 9.925)","(4.8, 8.2, 5.05)","(31.0, 240.0, 133.5)"
15-12-2022 13:00:09.903792,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.166666666666668)","(16.0, 99999, 99990)","(31.0, 250.0, 85.0)","(6.5, 9.8, 8.2)","(5.5, 11.5, 9.925)","(4.8, 8.2, 5.05)","(31.0, 240.0, 133.5)"
15-12-2022 13:00:11.032468,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.166666666666668)","(16.0, 99999, 99990)","(31.0, 250.0, 85.0)","(6.5, 9.8, 8.2)","(5.5, 11.5, 7.5777777777777775)","(4.8, 8.2, 5.05)","(31.0, 240.0, 133.5)"
15-12-2022 13:00:12.188186,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.166666666666668)","(16.0, 99999, 99990)","(31.0, 250.0, 85.0)","(6.5, 9.8, 8.2)","(5.5, 11.0, 6.9399999999999995)","(4.8, 8.2, 5.05)","(31.0, 240.0, 133.5)"
15-12-2022 13:00:13.430569,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.166666666666668)","(16.0, 99999, 99990)","(31.0, 250.0, 85.0)","(6.5, 9.8, 8.2)","(5.5, 11.0, 6.9399999999999995)","(4.8, 8.2, 5.05)","(31.0, 240.0, 133.5)"
15-12-2022 13:00:14.610305,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.166666666666668)","(16.0, 99999, 99990)","(31.0, 250.0, 85.0)","(6.5, 9.8, 8.2)","(5.5, 11.0, 6.9399999999999995)","(4.8, 8.2, 5.75)","(31.0, 280.0, 153.5)"
15-12-2022 13:00:15.877873,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.166666666666668)","(16.0, 99999, 99990)","(31.0, 250.0, 85.0)","(6.5, 9.8, 8.2)","(5.5, 11.0, 6.9399999999999995)","(4.8, 8.2, 5.75)","(31.0, 280.0, 153.5)"
15-12-2022 13:00:17.186008,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.166666666666668)","(16.0, 99999, 99990)","(31.0, 250.0, 85.0)","(6.5, 9.8, 8.2)","(5.5, 11.0, 8.50625)","(4.8, 8.2, 5.75)","(31.0, 280.0, 153.5)"
15-12-2022 13:00:18.420151,"(1.75, 2.32, 2.286)","(12.0, 28.0, 26.583333333333336)","(16.0, 99999, 99990)","(31.0, 250.0, 85.0)","(6.5, 9.8, 8.2)","(5.5, 11.0, 8.652941176470588)","(4.8, 8.2, 5.75)","(31.0, 280.0, 153.5)"
15-12-2022 13:00:19.657198,"(1.75, 2.32, 2.286)","(12.0, 28.0, 26.625)","(16.0, 99999, 99990)","(31.0, 250.0, 85.0)","(6.5, 9.8, 8.2)","(5.5, 11.0, 8.652941176470588)","(4.8, 8.2, 5.75)","(31.0, 280.0, 153.5)"
15-12-2022 13:00:20.942337,"(1.75, 2.32, 2.286)","(12.0, 28.0, 26.625)","(16.0, 99999, 99990)","(31.0, 250.0, 85.0)","(6.5, 9.8, 8.2)","(5.5, 11.0, 8.652941176470588)","(4.8, 8.2, 5.75)","(31.0, 280.0, 153.5)"
15-12-2022 13:00:22.320802,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.25)","(16.0, 99999, 99990)","(31.0, 250.0, 85.0)","(6.5, 9.8, 8.2)","(5.5, 11.0, 8.652941176470588)","(4.8, 8.2, 5.75)","(31.0, 280.0, 153.5)"
15-12-2022 13:00:23.673496,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.25)","(16.0, 99999, 99990)","(31.0, 250.0, 85.0)","(6.5, 9.8, 8.2)","(5.5, 11.0, 8.652941176470588)","(4.8, 8.2, 6.369230769230769)","(31.0, 280.0, 153.5)"
15-12-2022 13:00:25.058151,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.25)","(16.0, 99999, 99990)","(31.0, 250.0, 85.0)","(6.5, 9.8, 8.2)","(5.5, 11.0, 8.652941176470588)","(4.8, 8.2, 5.633333333333334)","(31.0, 280.0, 146.54545454545456)"
15-12-2022 13:00:26.640815,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.25)","(16.0, 99999, 99990)","(31.0, 250.0, 85.0)","(6.5, 9.8, 8.2)","(5.5, 11.0, 8.652941176470588)","(4.8, 8.2, 5.633333333333334)","(31.0, 290.0, 158.5)"
15-12-2022 13:00:28.107868,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.25)","(16.0, 99999, 99990)","(31.0, 250.0, 85.0)","(6.5, 9.8, 8.2)","(5.5, 11.0, 8.652941176470588)","(4.8, 8.2, 5.633333333333334)","(31.0, 290.0, 158.5)"
15-12-2022 13:00:29.462229,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.25)","(16.0, 99999, 99990)","(31.0, 250.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 11.0, 7.733333333333333)","(4.8, 8.2, 5.633333333333334)","(31.0, 290.0, 158.5)"
15-12-2022 13:00:30.712734,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.333333333333332)","(16.0, 99999, 99990)","(31.0, 240.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 11.0, 9.042857142857143)","(4.8, 8.2, 5.633333333333334)","(31.0, 290.0, 158.5)"
15-12-2022 13:00:31.913747,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.333333333333332)","(16.0, 99999, 99990)","(31.0, 240.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 10.5, 9.042857142857143)","(4.8, 8.2, 5.633333333333334)","(31.0, 290.0, 158.5)"
15-12-2022 13:00:32.996162,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.333333333333332)","(16.0, 99999, 99990)","(31.0, 240.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 10.5, 9.042857142857143)","(4.8, 8.2, 5.633333333333334)","(31.0, 290.0, 158.5)"
15-12-2022 13:00:34.107954,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.333333333333332)","(16.0, 99999, 99990)","(31.0, 240.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 10.5, 7.95)","(4.8, 8.2, 5.05)","(31.0, 290.0, 158.5)"
15-12-2022 13:00:35.231620,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.333333333333332)","(16.0, 99999, 99990)","(31.0, 240.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 10.5, 7.95)","(4.8, 8.2, 5.75)","(31.0, 290.0, 158.5)"
15-12-2022 13:00:36.427570,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.333333333333332)","(16.0, 99999, 99990)","(31.0, 240.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 10.5, 7.95)","(4.8, 8.2, 5.75)","(31.0, 290.0, 158.5)"
15-12-2022 13:00:37.626842,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.333333333333332)","(16.0, 99999, 99990)","(31.0, 240.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 10.5, 7.95)","(4.8, 8.2, 5.75)","(31.0, 290.0, 158.5)"
15-12-2022 13:00:38.929395,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.333333333333332)","(16.0, 99999, 99990)","(31.0, 240.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 10.5, 7.95)","(4.8, 8.2, 5.75)","(31.0, 290.0, 158.5)"
15-12-2022 13:00:40.052780,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.333333333333332)","(16.0, 99999, 99990)","(31.0, 240.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 10.5, 9.661290322580644)","(4.8, 8.2, 6.369230769230769)","(31.0, 290.0, 158.5)"
15-12-2022 13:00:41.176225,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.416666666666668)","(16.0, 99999, 99990)","(31.0, 240.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 10.5, 7.375)","(4.8, 8.2, 5.633333333333334)","(31.0, 290.0, 158.5)"
15-12-2022 13:00:42.376930,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.416666666666668)","(16.0, 99999, 99990)","(31.0, 240.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 10.5, 8.2)","(4.8, 8.2, 5.633333333333334)","(31.0, 290.0, 158.5)"
15-12-2022 13:00:43.484125,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.416666666666668)","(16.0, 99999, 99990)","(31.0, 240.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 11.0, 8.3)","(4.8, 8.2, 5.633333333333334)","(31.0, 290.0, 158.5)"
15-12-2022 13:00:44.669386,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.416666666666668)","(16.0, 99999, 99990)","(31.0, 240.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 11.0, 9.625)","(4.8, 8.2, 5.05)","(31.0, 290.0, 158.5)"
15-12-2022 13:00:45.909278,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.416666666666668)","(16.0, 99999, 99990)","(31.0, 240.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 11.0, 9.625)","(4.8, 8.2, 5.82)","(31.0, 290.0, 158.5)"
15-12-2022 13:00:47.098926,"(1.75, 2.32, 2.286)","(12.0, 28.0, 25.416666666666668)","(16.0, 99999, 99990)","(31.0, 240.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 11.0, 9.625)","(4.8, 8.2, 5.82)","(31.0, 290.0, 158.5)"
15-12-2022 13:00:48.355465,"(1.75, 2.32, 2.286)","(12.0, 28.0, 24.285714285714285)","(16.0, 99999, 99990)","(31.0, 240.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 11.0, 9.625)","(4.8, 8.2, 5.82)","(31.0, 290.0, 158.5)"
15-12-2022 13:00:49.554422,"(1.75, 2.32, 2.286)","(12.0, 29.0, 24.285714285714285)","(16.0, 99999, 99990)","(31.0, 240.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 11.0, 9.625)","(4.8, 8.2, 5.571428571428571)","(31.0, 290.0, 158.5)"
15-12-2022 13:00:50.760702,"(1.75, 2.32, 2.286)","(12.0, 29.0, 24.285714285714285)","(16.0, 99999, 99990)","(31.0, 240.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 11.0, 9.625)","(4.8, 6.6, 5.82)","(31.0, 290.0, 158.5)"
15-12-2022 13:00:51.978047,"(1.75, 2.32, 2.286)","(12.0, 29.0, 17.333333333333332)","(16.0, 99999, 99990)","(31.0, 240.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 11.0, 8.975)","(4.8, 8.2, 5.82)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:00:53.113298,"(1.75, 2.32, 2.286)","(12.0, 29.0, 17.333333333333332)","(16.0, 99999, 99990)","(31.0, 240.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 11.0, 8.975)","(4.8, 8.2, 5.82)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:00:54.232542,"(1.75, 2.32, 2.286)","(12.0, 29.0, 17.333333333333332)","(16.0, 99999, 99990)","(31.0, 240.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 11.0, 8.975)","(4.8, 8.2, 5.82)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:00:55.275808,"(1.75, 2.32, 2.286)","(12.0, 29.0, 17.333333333333332)","(16.0, 99999, 99990)","(31.0, 240.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 11.0, 8.975)","(4.8, 8.2, 5.82)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:00:56.435132,"(1.75, 2.32, 2.286)","(12.0, 29.0, 17.333333333333332)","(16.0, 99999, 99990)","(31.0, 240.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 11.0, 8.975)","(4.8, 8.2, 5.05)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:00:57.607460,"(1.75, 2.32, 2.286)","(12.0, 29.0, 17.333333333333332)","(16.0, 99999, 99990)","(31.0, 240.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 11.0, 8.975)","(4.8, 8.2, 5.05)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:00:58.788616,"(1.75, 2.32, 2.286)","(12.0, 29.0, 17.333333333333332)","(16.0, 99999, 99990)","(31.0, 240.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 11.0, 8.975)","(4.8, 8.2, 5.82)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:00:59.943336,"(1.75, 2.32, 2.286)","(12.0, 29.0, 17.333333333333332)","(16.0, 99999, 99990)","(31.0, 240.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 11.0, 8.975)","(4.8, 8.2, 5.82)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:01.142415,"(1.75, 2.32, 2.3128888888888888)","(12.0, 29.0, 17.333333333333332)","(16.0, 99999, 99990)","(31.0, 240.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 11.0, 8.975)","(4.8, 8.2, 5.82)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:02.263312,"(1.75, 2.32, 2.245)","(12.0, 29.0, 17.333333333333332)","(16.0, 99999, 99990)","(31.0, 240.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 11.0, 7.827272727272727)","(4.8, 8.2, 5.82)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:03.448953,"(1.75, 2.32, 2.245)","(12.0, 29.0, 24.625)","(16.0, 99999, 99990)","(31.0, 240.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 10.5, 7.827272727272727)","(4.8, 8.2, 5.82)","(31.0, 290.0, 120.92857142857142)"
