,Storm Rose,Drink Jacks,Mad Monday,Dream Dancer,My Gal Cookie,Wind And Fire,Louie Luxe,Bundy Bounce
09-01-2023 13:05:00.669170,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 3.089090909090909)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.36)","(31.0, 220.0, 198.88888888888889)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:01.719222,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 3.089090909090909)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.52)","(31.0, 220.0, 198.88888888888889)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:02.825471,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 3.089090909090909)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.52)","(31.0, 220.0, 198.88888888888889)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:03.981387,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 3.089090909090909)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.52)","(31.0, 220.0, 198.88888888888889)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:05.077793,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 3.089090909090909)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.52)","(31.0, 220.0, 198.88888888888889)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:06.230951,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 3.089090909090909)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.666666666666668)","(31.0, 220.0, 198.88888888888889)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:07.362603,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 2.988888888888889)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.666666666666668)","(31.0, 220.0, 198.88888888888889)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:08.424967,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 2.988888888888889)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.52)","(31.0, 220.0, 198.88888888888889)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:09.491754,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 2.988888888888889)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.52)","(31.0, 220.0, 198.88888888888889)","(11.0, 36.0, 17.25)","(8.5, 16.0, 13.600000000000001)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:10.468339,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 2.988888888888889)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.36)","(31.0, 220.0, 207.77777777777777)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:11.517568,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 2.988888888888889)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.52)","(31.0, 230.0, 207.77777777777777)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:12.589480,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 2.988888888888889)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 9.257142857142858)","(31.0, 230.0, 207.77777777777777)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:13.626537,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 2.988888888888889)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 9.257142857142858)","(31.0, 230.0, 207.77777777777777)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:14.678592,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 2.988888888888889)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.8)","(31.0, 230.0, 207.77777777777777)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:15.764186,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 2.988888888888889)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.36)","(31.0, 230.0, 207.77777777777777)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:16.803043,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 2.988888888888889)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.36)","(31.0, 230.0, 207.77777777777777)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:17.829013,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 2.988888888888889)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.36)","(31.0, 230.0, 207.77777777777777)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:18.892023,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 3.089090909090909)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.52)","(31.0, 230.0, 119.41176470588235)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:19.891885,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 3.1584615384615384)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.52)","(31.0, 220.0, 150.0)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:20.972084,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 3.1584615384615384)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.52)","(31.0, 210.0, 150.0)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:22.063359,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 3.2413333333333334)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.36)","(31.0, 190.0, 172.22222222222223)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:23.187227,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 3.089090909090909)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.666666666666668)","(31.0, 190.0, 172.22222222222223)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:24.299005,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 3.089090909090909)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.52)","(31.0, 190.0, 172.22222222222223)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:25.381306,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 3.089090909090909)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.52)","(31.0, 190.0, 172.22222222222223)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:26.447176,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 3.089090909090909)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.36)","(31.0, 190.0, 172.22222222222223)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:27.560775,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 3.089090909090909)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.36)","(31.0, 190.0, 172.22222222222223)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:28.647010,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 3.089090909090909)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.52)","(31.0, 190.0, 172.22222222222223)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:29.768114,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 3.089090909090909)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.36)","(31.0, 190.0, 172.22222222222223)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:30.933169,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 3.089090909090909)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.36)","(31.0, 190.0, 172.22222222222223)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:32.055581,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 3.089090909090909)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.52)","(31.0, 190.0, 172.22222222222223)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:33.165770,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 3.089090909090909)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.52)","(31.0, 190.0, 172.22222222222223)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:34.316823,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 3.089090909090909)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.52)","(31.0, 190.0, 172.22222222222223)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:35.408023,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 3.089090909090909)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.52)","(31.0, 190.0, 172.22222222222223)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:36.442069,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 3.089090909090909)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.8)","(31.0, 190.0, 172.22222222222223)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:37.506466,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 3.089090909090909)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.68)","(31.0, 190.0, 181.11111111111111)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:38.492300,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 3.089090909090909)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.68)","(31.0, 200.0, 181.11111111111111)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:39.479356,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 3.089090909090909)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.68)","(31.0, 200.0, 181.11111111111111)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:40.541721,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 3.089090909090909)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.666666666666668)","(31.0, 200.0, 181.11111111111111)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:41.567237,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 3.089090909090909)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.666666666666668)","(31.0, 200.0, 181.11111111111111)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:42.560325,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 3.089090909090909)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.52)","(31.0, 200.0, 181.11111111111111)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:43.567738,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 2.988888888888889)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.52)","(31.0, 200.0, 181.11111111111111)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:44.596068,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 2.988888888888889)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.666666666666668)","(31.0, 200.0, 190.0)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:45.632318,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 2.988888888888889)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.52)","(31.0, 210.0, 190.0)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:46.691301,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 2.988888888888889)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.52)","(31.0, 210.0, 190.0)","(11.0, 36.0, 17.25)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:47.804457,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 2.988888888888889)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.36)","(31.0, 210.0, 180.0)","(11.0, 36.0, 21.625)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:48.940197,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 2.988888888888889)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.8)","(31.0, 210.0, 180.0)","(11.0, 36.0, 17.666666666666668)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:50.170689,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 2.988888888888889)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.68)","(31.0, 210.0, 180.0)","(11.0, 36.0, 17.666666666666668)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:51.319528,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 2.988888888888889)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.68)","(31.0, 210.0, 180.0)","(11.0, 36.0, 17.666666666666668)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:52.405747,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 2.988888888888889)","(5.5, 10.0, 7.359999999999999)","(5.0, 9.8, 8.36)","(31.0, 210.0, 180.0)","(11.0, 36.0, 17.666666666666668)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:53.494527,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 2.988888888888889)","(5.5, 10.0, 6.314285714285714)","(5.0, 9.8, 8.36)","(31.0, 210.0, 121.0)","(11.0, 36.0, 17.666666666666668)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:54.521909,"(5.5, 10.5, 7.233333333333333)","(2.9, 3.7, 2.988888888888889)","(5.5, 10.0, 6.314285714285714)","(5.0, 9.8, 8.36)","(31.0, 210.0, 121.0)","(11.0, 36.0, 17.666666666666668)","(8.5, 16.0, 12.914285714285715)","(5.0, 11.0, 7.266666666666667)"
09-01-2023 13:05:55.677205,"(5.5, 10.5, 7.699999999999999)","(2.9, 3.7, 2.917777777777778)","(5.5, 10.0, 6.314285714285714)","(5.0, 9.8, 8.52)","(31.0, 190.0, 111.0)","(11.0, 36.0, 17.666666666666668)","(8.5, 16.0, 10.600000000000001)","(5.0, 11.0, 7.800000000000001)"
09-01-2023 13:05:56.747926,"(5.5, 10.5, 7.699999999999999)","(2.9, 3.7, 2.917777777777778)","(5.5, 10.0, 6.314285714285714)","(5.0, 9.8, 7.8)","(31.0, 190.0, 111.0)","(11.0, 36.0, 17.666666666666668)","(8.5, 16.0, 10.75)","(5.0, 11.0, 6.6)"
09-01-2023 13:05:57.852576,"(5.5, 10.5, 8.1)","(2.9, 3.7, 3.2413333333333334)","(5.5, 10.0, 6.314285714285714)","(5.0, 9.8, 7.8)","(31.0, 190.0, 111.0)","(11.0, 36.0, 17.666666666666668)","(8.5, 16.0, 10.75)","(5.0, 11.0, 6.6)"
09-01-2023 13:05:58.927894,"(5.5, 10.5, 7.366666666666666)","(2.9, 3.7, 3.089090909090909)","(5.5, 10.0, 6.314285714285714)","(5.0, 9.8, 7.8)","(31.0, 190.0, 111.0)","(11.0, 36.0, 24.0)","(8.5, 16.0, 9.916666666666666)","(5.0, 11.0, 6.6)"
09-01-2023 13:06:00.091309,"(5.5, 10.5, 8.55)","(2.9, 3.7, 3.14)","(5.5, 10.0, 6.314285714285714)","(5.0, 9.8, 8.68)","(31.0, 190.0, 111.0)","(11.0, 34.0, 20.666666666666668)","(8.5, 14.5, 9.916666666666666)","(5.0, 11.0, 6.6)"
09-01-2023 13:06:01.162581,"(5.5, 10.5, 8.55)","(2.9, 3.7, 3.14)","(5.5, 10.0, 6.314285714285714)","(5.0, 9.8, 8.68)","(31.0, 190.0, 111.0)","(11.0, 34.0, 20.666666666666668)","(8.5, 14.5, 9.916666666666666)","(5.0, 11.0, 6.6)"
09-01-2023 13:06:02.290372,"(5.5, 10.5, 7.54)","(2.9, 3.7, 3.14)","(5.5, 10.0, 6.314285714285714)","(5.0, 9.8, 8.066666666666666)","(31.0, 190.0, 111.0)","(11.0, 34.0, 20.666666666666668)","(8.5, 14.5, 9.916666666666666)","(5.0, 11.0, 6.6)"
09-01-2023 13:06:03.302107,"(5.5, 10.5, 7.54)","(2.9, 3.7, 3.14)","(5.5, 10.0, 6.314285714285714)","(5.0, 9.8, 8.066666666666666)","(31.0, 190.0, 111.0)","(11.0, 34.0, 20.666666666666668)","(8.5, 14.5, 9.916666666666666)","(5.0, 11.0, 6.6)"
09-01-2023 13:06:04.382814,"(5.5, 10.5, 7.54)","(2.9, 3.7, 3.14)","(5.5, 10.0, 6.314285714285714)","(5.0, 9.8, 8.066666666666666)","(31.0, 190.0, 111.0)","(11.0, 34.0, 20.666666666666668)","(8.5, 14.5, 10.625)","(5.0, 11.0, 6.6)"
09-01-2023 13:06:05.528648,"(5.5, 10.5, 7.54)","(2.9, 3.7, 3.14)","(5.5, 10.0, 6.5600000000000005)","(5.0, 9.8, 8.066666666666666)","(31.0, 190.0, 111.0)","(11.0, 34.0, 20.666666666666668)","(8.5, 15.5, 10.625)","(5.0, 11.0, 6.6)"
09-01-2023 13:06:06.667090,"(5.5, 10.5, 7.54)","(2.9, 3.7, 3.14)","(5.5, 10.0, 6.5600000000000005)","(5.0, 9.8, 8.066666666666666)","(31.0, 190.0, 111.0)","(11.0, 34.0, 20.666666666666668)","(8.5, 15.5, 10.625)","(5.0, 11.0, 6.6)"
09-01-2023 13:06:07.752763,"(5.5, 10.5, 7.54)","(2.9, 3.7, 3.14)","(5.5, 10.0, 6.5600000000000005)","(5.0, 9.8, 8.066666666666666)","(31.0, 190.0, 111.0)","(11.0, 34.0, 20.666666666666668)","(8.5, 15.5, 10.625)","(5.0, 11.0, 6.6)"
09-01-2023 13:06:08.872719,"(5.5, 10.5, 7.54)","(2.9, 3.7, 3.14)","(5.5, 10.0, 6.5600000000000005)","(5.0, 9.8, 8.066666666666666)","(31.0, 190.0, 111.0)","(11.0, 34.0, 20.666666666666668)","(8.5, 15.5, 10.625)","(5.0, 11.0, 6.6)"
09-01-2023 13:06:09.994901,"(5.5, 10.5, 7.54)","(2.9, 3.7, 3.14)","(5.5, 10.0, 7.85)","(5.0, 9.8, 8.066666666666666)","(31.0, 190.0, 111.0)","(11.0, 34.0, 20.666666666666668)","(8.5, 15.5, 10.625)","(5.0, 11.0, 6.6)"
09-01-2023 13:06:11.103035,"(5.5, 10.5, 7.54)","(2.9, 3.7, 3.14)","(5.5, 9.6, 7.65)","(5.0, 9.8, 8.066666666666666)","(31.0, 190.0, 121.0)","(11.0, 34.0, 20.666666666666668)","(8.5, 15.5, 10.625)","(5.0, 11.0, 6.6)"
09-01-2023 13:06:12.194600,"(5.5, 10.5, 7.54)","(2.9, 3.7, 3.14)","(5.5, 9.6, 7.65)","(5.0, 9.8, 8.066666666666666)","(31.0, 210.0, 121.0)","(11.0, 34.0, 20.666666666666668)","(8.5, 15.5, 10.625)","(5.0, 11.0, 8.25)"
09-01-2023 13:06:13.378499,"(5.5, 10.5, 7.54)","(2.9, 3.7, 3.14)","(5.5, 9.6, 7.65)","(5.0, 9.8, 8.066666666666666)","(31.0, 210.0, 121.0)","(11.0, 34.0, 28.142857142857142)","(8.5, 15.5, 10.625)","(5.0, 11.0, 6.68)"
09-01-2023 13:06:14.685270,"(5.5, 10.5, 7.54)","(2.9, 3.7, 3.14)","(5.5, 9.6, 7.65)","(5.0, 9.8, 8.066666666666666)","(31.0, 210.0, 121.0)","(11.0, 34.0, 28.142857142857142)","(8.5, 15.5, 10.625)","(5.0, 11.0, 6.68)"
09-01-2023 13:06:15.780877,"(5.5, 10.5, 7.54)","(2.9, 3.7, 3.14)","(5.5, 9.6, 7.65)","(5.0, 9.8, 8.066666666666666)","(31.0, 210.0, 121.0)","(11.0, 34.0, 28.142857142857142)","(8.5, 15.5, 10.625)","(5.0, 11.0, 6.68)"
09-01-2023 13:06:16.851303,"(5.5, 10.5, 7.54)","(2.9, 3.7, 3.14)","(5.5, 9.6, 7.65)","(5.0, 9.8, 8.066666666666666)","(31.0, 210.0, 121.0)","(11.0, 34.0, 28.142857142857142)","(8.5, 15.5, 10.625)","(5.0, 11.0, 6.68)"
09-01-2023 13:06:17.943843,"(5.5, 10.5, 7.54)","(2.9, 3.7, 3.14)","(5.5, 9.6, 7.65)","(5.0, 9.8, 8.066666666666666)","(31.0, 210.0, 121.0)","(11.0, 34.0, 28.142857142857142)","(8.5, 15.5, 10.625)","(5.0, 11.0, 6.68)"
09-01-2023 13:06:19.050769,"(5.5, 10.5, 7.54)","(2.9, 3.7, 3.14)","(5.5, 9.6, 7.65)","(5.0, 9.8, 8.066666666666666)","(31.0, 210.0, 121.0)","(11.0, 34.0, 28.142857142857142)","(8.5, 15.5, 10.625)","(5.0, 11.0, 6.68)"
09-01-2023 13:06:20.099134,"(5.5, 10.5, 7.54)","(2.9, 3.7, 2.988888888888889)","(5.5, 9.6, 7.65)","(5.0, 9.2, 7.366666666666667)","(31.0, 210.0, 121.0)","(11.0, 34.0, 28.142857142857142)","(8.5, 15.5, 10.625)","(5.0, 11.0, 6.68)"
09-01-2023 13:06:21.188532,"(5.5, 10.5, 7.54)","(2.9, 3.7, 2.988888888888889)","(5.5, 9.6, 7.65)","(5.0, 9.2, 7.366666666666667)","(31.0, 210.0, 121.0)","(11.0, 34.0, 28.142857142857142)","(8.5, 15.5, 10.625)","(5.0, 11.0, 6.68)"
09-01-2023 13:06:22.283301,"(5.5, 10.5, 7.54)","(2.9, 3.7, 2.988888888888889)","(5.5, 9.6, 7.65)","(5.0, 9.2, 7.366666666666667)","(31.0, 210.0, 121.0)","(11.0, 34.0, 28.142857142857142)","(8.5, 15.5, 10.625)","(5.0, 11.0, 6.68)"
09-01-2023 13:06:23.897381,"(5.5, 10.5, 7.54)","(2.9, 3.7, 2.988888888888889)","(5.5, 9.6, 7.65)","(5.0, 9.2, 7.366666666666667)","(31.0, 210.0, 46.46153846153846)","(11.0, 34.0, 28.142857142857142)","(8.5, 15.5, 10.0)","(5.0, 11.0, 6.68)"
09-01-2023 13:06:25.068171,"(5.5, 10.0, 7.4399999999999995)","(2.9, 3.7, 2.988888888888889)","(5.5, 9.6, 7.65)","(5.0, 9.2, 7.366666666666667)","(31.0, 220.0, 121.0)","(11.0, 34.0, 26.0)","(8.5, 14.0, 10.0)","(5.0, 11.0, 6.68)"
09-01-2023 13:06:26.226768,"(5.5, 10.0, 7.4399999999999995)","(2.9, 3.7, 2.988888888888889)","(5.5, 9.6, 7.65)","(5.0, 9.2, 7.366666666666667)","(31.0, 210.0, 121.0)","(11.0, 34.0, 21.0)","(8.5, 14.0, 10.0)","(5.0, 11.0, 6.68)"
09-01-2023 13:06:27.449371,"(5.5, 10.0, 7.4399999999999995)","(2.9, 3.7, 2.988888888888889)","(5.5, 9.6, 7.65)","(5.0, 9.2, 7.366666666666667)","(31.0, 210.0, 121.0)","(11.0, 34.0, 21.0)","(8.5, 14.0, 10.0)","(5.0, 11.0, 6.68)"
09-01-2023 13:06:28.479857,"(5.5, 10.0, 7.4399999999999995)","(2.9, 3.7, 2.988888888888889)","(5.5, 9.6, 7.65)","(5.0, 9.2, 7.366666666666667)","(31.0, 210.0, 121.0)","(11.0, 34.0, 21.0)","(8.5, 14.0, 10.0)","(5.0, 11.0, 6.68)"
09-01-2023 13:06:29.518101,"(5.5, 10.0, 7.4399999999999995)","(2.9, 3.7, 2.988888888888889)","(5.5, 9.6, 7.65)","(5.0, 9.2, 7.366666666666667)","(31.0, 210.0, 121.0)","(11.0, 34.0, 21.0)","(8.5, 14.0, 10.774999999999999)","(5.0, 11.0, 6.68)"
09-01-2023 13:06:30.730851,"(5.5, 10.0, 7.4399999999999995)","(2.9, 3.7, 3.1666666666666665)","(5.5, 9.6, 7.65)","(5.0, 9.2, 7.366666666666667)","(31.0, 210.0, 121.0)","(11.0, 34.0, 21.0)","(8.5, 15.5, 10.774999999999999)","(5.0, 11.0, 6.68)"
09-01-2023 13:06:31.848300,"(5.5, 10.0, 7.4399999999999995)","(2.9, 3.7, 3.14)","(5.5, 9.6, 7.65)","(5.0, 9.2, 7.366666666666667)","(31.0, 210.0, 121.0)","(11.0, 34.0, 21.0)","(8.5, 15.5, 10.774999999999999)","(5.0, 11.0, 6.68)"
