,Storm Rose,Drink Jacks,Mad Monday,Dream Dancer,My Gal Cookie,Wind And Fire,Louie Luxe,Bundy Bounce
09-01-2023 12:50:56.994643,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:50:58.109659,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:50:59.220920,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:00.349999,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:01.488792,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:02.609753,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:03.776120,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:04.925613,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:06.066865,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:07.197815,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:08.329183,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.419090909090909)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:09.459857,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.419090909090909)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:10.615857,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.419090909090909)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:11.705357,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.419090909090909)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:12.725611,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:13.799827,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:14.850568,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:15.974649,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:17.128485,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:18.220637,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:19.296143,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:20.313382,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:21.372716,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:22.351551,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:23.401326,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:24.528567,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:25.652528,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:26.780856,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:27.962685,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:29.000437,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:30.050203,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:31.081460,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:32.173896,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:33.266135,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.419090909090909)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:34.372572,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.419090909090909)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:35.453859,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.419090909090909)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:36.561971,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.419090909090909)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:37.651962,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:38.711586,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:39.744008,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:40.744002,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:41.746617,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:42.786536,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:43.852190,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:44.948902,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:45.931663,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:46.929647,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:47.981489,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:49.081412,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:50.182663,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:51.349407,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:52.450616,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:53.535675,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:54.611299,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:55.618381,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:56.659959,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:57.773628,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:58.882632,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:51:59.970172,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:52:01.036156,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:52:02.081339,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:52:03.103113,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:52:04.114046,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:52:05.165481,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:52:06.219609,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:52:07.323015,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:52:08.449024,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:52:09.525406,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:52:10.573447,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.419090909090909)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:52:11.587134,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.419090909090909)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:52:12.663885,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.419090909090909)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:52:13.678417,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
