,Sheezasinga,I Am Fearless,Remember Mary,Expect A Hero,Klinsmann,Jacked Up,Mishani Mistress,Lively Lass,Taormina Rhythm
05-01-2023 14:17:42.231124,"(3.6, 5.9, 5.718181818181819)","(6.5, 6.6, 6.352380952380952)","(12.0, 18.5, 17.5)","(7.5, 8.8, 8.56)","(11.0, 15.0, 13.8)","(3.1, 3.6, 3.515151515151515)","(7.5, 8.8, 8.335483870967742)","(51.0, 110.0, 117.14285714285714)","(71.0, 120.0, 112.5)"
05-01-2023 14:17:43.638715,"(3.6, 5.9, 5.718181818181819)","(6.5, 6.6, 6.352380952380952)","(12.0, 18.5, 17.5)","(7.5, 8.8, 8.56)","(11.0, 15.0, 13.8)","(3.1, 3.6, 3.508695652173913)","(7.5, 8.8, 8.335483870967742)","(51.0, 120.0, 118.94736842105263)","(71.0, 120.0, 112.5)"
05-01-2023 14:17:44.971140,"(3.6, 5.9, 5.706451612903226)","(6.5, 6.6, 6.352380952380952)","(12.0, 18.5, 17.5)","(7.5, 8.8, 8.56)","(11.0, 15.0, 13.8)","(3.1, 3.6, 3.503030303030303)","(7.5, 8.8, 8.340425531914894)","(51.0, 120.0, 118.94736842105263)","(71.0, 120.0, 112.5)"
05-01-2023 14:17:46.291494,"(3.6, 5.9, 5.706451612903226)","(6.5, 6.6, 6.352380952380952)","(12.0, 18.5, 17.5)","(7.5, 8.8, 8.56)","(11.0, 15.0, 13.8)","(3.1, 3.6, 3.503030303030303)","(7.5, 8.8, 8.266666666666666)","(51.0, 120.0, 118.94736842105263)","(71.0, 120.0, 112.5)"
05-01-2023 14:17:47.653184,"(3.7, 5.9, 5.706451612903226)","(6.0, 6.6, 6.352380952380952)","(12.0, 18.5, 17.5)","(7.0, 8.8, 8.56)","(11.0, 15.0, 13.8)","(3.1, 3.6, 3.503030303030303)","(7.0, 8.6, 8.266666666666666)","(51.0, 120.0, 118.94736842105263)","(71.0, 120.0, 112.5)"
05-01-2023 14:17:49.300311,"(3.7, 5.9, 5.706451612903226)","(6.0, 6.6, 6.352380952380952)","(12.0, 18.5, 17.5)","(7.0, 8.8, 8.56)","(11.0, 15.0, 13.8)","(3.1, 3.6, 3.503030303030303)","(7.0, 8.6, 8.266666666666666)","(51.0, 120.0, 118.94736842105263)","(71.0, 120.0, 112.5)"
05-01-2023 14:17:50.691265,"(3.7, 5.9, 5.706451612903226)","(6.0, 6.6, 6.352380952380952)","(12.0, 18.5, 17.5)","(7.0, 8.8, 8.56)","(11.0, 15.0, 13.8)","(3.1, 3.6, 3.503030303030303)","(7.0, 8.6, 8.266666666666666)","(51.0, 120.0, 118.94736842105263)","(71.0, 120.0, 112.5)"
05-01-2023 14:17:52.248539,"(3.7, 5.9, 5.7846153846153845)","(6.0, 6.6, 6.49247311827957)","(12.0, 18.5, 17.166666666666668)","(7.0, 9.0, 8.636363636363637)","(11.0, 15.0, 13.5)","(3.1, 3.6, 3.503030303030303)","(7.0, 8.6, 8.35820895522388)","(51.0, 120.0, 118.94736842105263)","(71.0, 120.0, 112.5)"
05-01-2023 14:17:53.738926,"(3.7, 5.9, 5.7846153846153845)","(6.0, 6.6, 6.49247311827957)","(12.0, 18.5, 17.166666666666668)","(7.0, 9.0, 8.636363636363637)","(11.0, 15.0, 13.5)","(3.1, 3.6, 3.503030303030303)","(7.0, 8.6, 8.35820895522388)","(51.0, 120.0, 118.94736842105263)","(71.0, 120.0, 112.5)"
05-01-2023 14:17:55.263253,"(3.7, 6.0, 5.723076923076923)","(6.0, 6.6, 6.294117647058823)","(12.0, 18.5, 17.166666666666668)","(7.0, 9.0, 8.636363636363637)","(11.0, 15.0, 13.5)","(3.1, 3.6, 3.503030303030303)","(7.5, 8.6, 8.238805970149254)","(51.0, 120.0, 118.94736842105263)","(71.0, 120.0, 115.0)"
05-01-2023 14:17:56.673091,"(3.7, 6.4, 5.9739130434782615)","(6.0, 6.6, 6.478260869565217)","(12.0, 18.5, 17.166666666666668)","(7.0, 9.0, 8.636363636363637)","(11.0, 15.0, 13.5)","(3.1, 3.6, 3.493333333333333)","(7.5, 8.4, 8.299999999999999)","(51.0, 120.0, 118.94736842105263)","(71.0, 120.0, 105.0)"
05-01-2023 14:17:58.076283,"(3.7, 6.4, 6.12)","(6.0, 6.6, 6.533333333333333)","(12.0, 18.5, 17.166666666666668)","(7.0, 9.0, 8.636363636363637)","(11.0, 15.0, 13.409090909090908)","(3.1, 3.6, 3.493333333333333)","(7.5, 8.6, 8.6)","(51.0, 120.0, 118.94736842105263)","(71.0, 120.0, 105.0)"
05-01-2023 14:17:59.428882,"(3.7, 6.2, 6.0)","(6.0, 6.6, 6.533333333333333)","(12.0, 18.5, 17.166666666666668)","(7.0, 9.0, 8.636363636363637)","(11.0, 14.5, 13.409090909090908)","(3.1, 3.6, 3.493333333333333)","(7.5, 8.8, 8.6)","(51.0, 120.0, 118.94736842105263)","(71.0, 120.0, 105.0)"
05-01-2023 14:18:00.784295,"(3.7, 6.2, 6.0)","(6.0, 6.6, 6.533333333333333)","(12.0, 18.5, 17.166666666666668)","(7.5, 9.0, 8.636363636363637)","(11.0, 14.5, 13.5)","(3.1, 3.6, 3.466666666666667)","(7.5, 8.8, 8.636363636363637)","(61.0, 120.0, 118.94736842105263)","(71.0, 120.0, 105.0)"
05-01-2023 14:18:02.255693,"(3.7, 6.2, 6.046153846153846)","(6.0, 6.6, 6.533333333333333)","(12.0, 18.5, 17.166666666666668)","(7.5, 9.0, 8.636363636363637)","(11.0, 14.5, 13.642857142857142)","(3.1, 3.6, 3.466666666666667)","(7.5, 8.8, 8.644444444444444)","(61.0, 120.0, 118.94736842105263)","(71.0, 120.0, 105.0)"
05-01-2023 14:18:03.669065,"(3.7, 6.4, 5.917241379310345)","(6.0, 6.6, 6.472727272727273)","(12.0, 18.5, 17.166666666666668)","(7.5, 9.0, 8.636363636363637)","(11.0, 14.5, 13.642857142857142)","(3.1, 3.6, 3.545205479452055)","(7.5, 9.2, 8.77142857142857)","(61.0, 120.0, 118.94736842105263)","(71.0, 120.0, 108.33333333333333)"
05-01-2023 14:18:05.002870,"(3.7, 6.2, 6.109090909090909)","(6.0, 6.6, 6.472727272727273)","(12.0, 18.5, 17.166666666666668)","(7.5, 9.0, 8.636363636363637)","(11.0, 14.5, 13.642857142857142)","(3.1, 3.6, 3.545205479452055)","(7.5, 9.2, 8.884210526315789)","(61.0, 120.0, 128.42105263157896)","(71.0, 120.0, 108.33333333333333)"
05-01-2023 14:18:06.296462,"(3.7, 6.2, 6.109090909090909)","(6.0, 6.6, 6.213592233009709)","(12.0, 18.5, 18.1)","(7.5, 9.0, 8.29)","(11.0, 14.5, 14.416666666666666)","(3.1, 3.6, 3.5393939393939395)","(7.5, 9.2, 8.879999999999999)","(61.0, 130.0, 120.71428571428571)","(71.0, 120.0, 116.25)"
05-01-2023 14:18:07.694215,"(3.7, 6.2, 5.855172413793103)","(6.0, 6.4, 6.213592233009709)","(12.0, 18.5, 18.1)","(7.5, 8.8, 8.283720930232558)","(11.0, 14.5, 14.416666666666666)","(3.1, 3.6, 3.5393939393939395)","(7.5, 9.2, 8.879999999999999)","(61.0, 140.0, 120.71428571428571)","(71.0, 120.0, 116.25)"
05-01-2023 14:18:08.930630,"(3.7, 6.4, 5.917241379310345)","(6.0, 6.4, 6.213592233009709)","(12.0, 18.5, 18.1)","(7.5, 8.8, 8.283720930232558)","(11.0, 14.5, 14.416666666666666)","(3.1, 3.6, 3.5393939393939395)","(7.5, 9.2, 8.879999999999999)","(61.0, 140.0, 120.71428571428571)","(71.0, 120.0, 116.25)"
05-01-2023 14:18:10.229944,"(3.7, 6.2, 6.109090909090909)","(6.0, 6.4, 6.213592233009709)","(12.0, 18.5, 18.1)","(7.5, 8.8, 8.274999999999999)","(11.0, 14.5, 14.416666666666666)","(3.1, 3.6, 3.5393939393939395)","(7.5, 9.2, 8.9)","(61.0, 150.0, 128.1818181818182)","(71.0, 120.0, 116.25)"
05-01-2023 14:18:11.403787,"(3.7, 6.2, 6.109090909090909)","(6.0, 6.4, 6.213592233009709)","(12.0, 18.5, 18.1)","(7.5, 8.8, 8.274999999999999)","(11.0, 14.5, 14.416666666666666)","(3.1, 3.6, 3.5393939393939395)","(7.5, 9.2, 8.9)","(61.0, 150.0, 135.0)","(71.0, 120.0, 116.25)"
05-01-2023 14:18:12.843267,"(3.7, 6.2, 6.109090909090909)","(6.0, 6.4, 6.213592233009709)","(12.0, 18.5, 18.1)","(7.5, 8.8, 8.274999999999999)","(11.0, 14.5, 14.416666666666666)","(3.1, 3.6, 3.5393939393939395)","(7.5, 9.2, 8.9)","(61.0, 150.0, 135.0)","(71.0, 120.0, 116.25)"
05-01-2023 14:18:14.378365,"(3.7, 6.2, 5.91304347826087)","(6.0, 6.4, 6.2208955223880595)","(12.0, 18.5, 18.1)","(7.5, 8.8, 8.32)","(11.0, 14.5, 14.416666666666666)","(3.1, 3.6, 3.5393939393939395)","(7.5, 9.2, 9.0)","(61.0, 140.0, 123.63636363636364)","(71.0, 120.0, 116.25)"
05-01-2023 14:18:15.904216,"(3.7, 6.4, 5.91304347826087)","(6.0, 6.4, 6.2175)","(12.0, 18.5, 18.1)","(7.5, 8.8, 8.32)","(11.0, 14.5, 14.416666666666666)","(3.1, 3.6, 3.5285714285714285)","(7.5, 9.2, 9.0)","(61.0, 140.0, 115.55555555555556)","(71.0, 120.0, 116.25)"
05-01-2023 14:18:17.444370,"(3.7, 6.4, 5.931707317073171)","(6.0, 6.4, 6.21505376344086)","(12.0, 18.5, 18.1)","(7.5, 8.8, 8.224)","(11.0, 14.5, 14.416666666666666)","(3.1, 3.55, 3.5285714285714285)","(7.5, 9.2, 9.0)","(61.0, 140.0, 116.0)","(71.0, 120.0, 110.0)"
05-01-2023 14:18:18.961586,"(3.7, 6.4, 5.931707317073171)","(6.0, 6.4, 6.21505376344086)","(12.0, 18.5, 18.1)","(7.5, 8.8, 8.254545454545454)","(11.0, 14.5, 14.416666666666666)","(3.1, 3.55, 3.5285714285714285)","(7.5, 9.2, 9.0)","(61.0, 140.0, 116.52173913043478)","(71.0, 120.0, 110.0)"
05-01-2023 14:18:20.391807,"(3.7, 6.4, 5.866666666666666)","(6.0, 6.4, 6.21505376344086)","(12.0, 18.5, 18.1)","(7.5, 8.8, 8.266666666666666)","(11.0, 14.5, 14.416666666666666)","(3.1, 3.55, 3.5285714285714285)","(7.5, 9.2, 9.0)","(61.0, 140.0, 116.52173913043478)","(71.0, 120.0, 112.5)"
05-01-2023 14:18:21.919123,"(3.7, 6.4, 5.91304347826087)","(6.0, 6.4, 6.187654320987654)","(12.0, 18.5, 18.1)","(7.5, 8.8, 8.266666666666666)","(11.0, 14.5, 14.416666666666666)","(3.1, 3.55, 3.5285714285714285)","(7.5, 9.2, 8.9)","(61.0, 140.0, 116.52173913043478)","(71.0, 120.0, 112.5)"
05-01-2023 14:18:23.344653,"(3.7, 6.2, 5.969230769230769)","(6.0, 6.4, 6.208219178082192)","(12.0, 18.5, 18.055555555555557)","(7.5, 8.8, 8.266666666666666)","(11.0, 14.5, 14.416666666666666)","(3.1, 3.55, 3.532857142857143)","(7.5, 9.2, 8.947368421052632)","(61.0, 140.0, 116.52173913043478)","(71.0, 120.0, 112.5)"
05-01-2023 14:18:24.749103,"(3.7, 6.2, 5.88)","(6.0, 6.4, 6.214569536423841)","(12.0, 18.5, 18.055555555555557)","(7.5, 8.8, 8.266666666666666)","(11.0, 14.5, 14.416666666666666)","(3.1, 3.55, 3.532857142857143)","(7.5, 9.2, 8.947368421052632)","(61.0, 140.0, 116.52173913043478)","(71.0, 120.0, 112.5)"
05-01-2023 14:18:26.103263,"(3.7, 6.2, 5.88)","(6.0, 6.4, 6.214569536423841)","(12.0, 18.5, 18.1)","(7.5, 8.8, 8.266666666666666)","(11.0, 14.5, 14.416666666666666)","(3.1, 3.55, 3.532857142857143)","(7.5, 9.2, 8.947368421052632)","(61.0, 140.0, 117.5)","(71.0, 120.0, 112.5)"
05-01-2023 14:18:27.342027,"(3.7, 6.2, 5.895652173913044)","(6.0, 6.4, 6.214569536423841)","(12.0, 18.5, 18.1)","(7.5, 8.8, 8.266666666666666)","(11.0, 14.5, 14.416666666666666)","(3.1, 3.55, 3.532857142857143)","(7.5, 9.2, 8.947368421052632)","(61.0, 140.0, 117.5)","(71.0, 120.0, 112.5)"
05-01-2023 14:18:28.617446,"(3.7, 6.2, 5.895652173913044)","(6.0, 6.4, 6.214569536423841)","(12.0, 18.5, 18.1)","(7.5, 8.8, 8.266666666666666)","(11.0, 14.5, 14.416666666666666)","(3.1, 3.55, 3.532857142857143)","(7.5, 9.2, 8.947368421052632)","(61.0, 140.0, 117.5)","(71.0, 120.0, 112.5)"
05-01-2023 14:18:29.791503,"(3.7, 6.2, 5.92)","(6.0, 6.4, 6.205063291139241)","(12.0, 18.5, 18.1)","(7.5, 8.8, 8.266666666666666)","(11.0, 14.5, 14.416666666666666)","(3.1, 3.55, 3.537755102040816)","(7.5, 9.2, 8.947368421052632)","(61.0, 140.0, 117.5)","(71.0, 120.0, 112.5)"
05-01-2023 14:18:31.066239,"(3.7, 6.2, 5.92)","(6.0, 6.4, 6.272727272727273)","(12.0, 18.5, 18.1)","(7.5, 8.8, 8.4)","(11.0, 14.5, 14.418367346938776)","(3.1, 3.55, 3.5059322033898304)","(7.5, 9.2, 8.947368421052632)","(61.0, 140.0, 117.5)","(71.0, 120.0, 112.5)"
05-01-2023 14:18:32.439723,"(3.7, 6.2, 5.896428571428571)","(6.0, 6.4, 6.272727272727273)","(12.0, 18.5, 18.1)","(7.5, 8.8, 8.4)","(11.0, 14.5, 14.418367346938776)","(3.1, 3.55, 3.5059322033898304)","(7.5, 9.2, 8.947368421052632)","(61.0, 140.0, 117.5)","(71.0, 120.0, 112.5)"
05-01-2023 14:18:33.926590,"(3.7, 6.2, 5.8304347826086955)","(6.0, 6.4, 6.253333333333334)","(12.0, 18.5, 18.1)","(7.5, 8.8, 8.4)","(11.0, 14.5, 14.418367346938776)","(3.1, 3.55, 3.5059322033898304)","(7.5, 9.2, 8.947368421052632)","(61.0, 140.0, 120.0)","(71.0, 120.0, 112.5)"
05-01-2023 14:18:35.435268,"(3.7, 6.2, 5.8304347826086955)","(6.0, 6.4, 6.253333333333334)","(12.0, 18.5, 18.1)","(7.5, 8.8, 8.4)","(11.0, 14.5, 14.418367346938776)","(3.1, 3.55, 3.5059322033898304)","(7.5, 9.2, 8.947368421052632)","(61.0, 130.0, 120.0)","(71.0, 120.0, 112.5)"
05-01-2023 14:18:36.786368,"(3.7, 6.2, 5.8304347826086955)","(6.0, 6.4, 6.253333333333334)","(12.0, 18.5, 18.1)","(7.5, 8.8, 8.4)","(11.0, 14.5, 14.418367346938776)","(3.1, 3.55, 3.5059322033898304)","(7.5, 9.2, 8.947368421052632)","(61.0, 130.0, 120.0)","(71.0, 120.0, 110.0)"
05-01-2023 14:18:38.513755,"(3.7, 6.0, 5.88)","(6.0, 6.4, 6.348837209302326)","(12.0, 18.5, 18.1)","(7.5, 8.8, 8.4)","(11.0, 14.5, 14.418367346938776)","(3.1, 3.55, 3.5059322033898304)","(7.5, 9.2, 8.947368421052632)","(61.0, 130.0, 120.0)","(71.0, 120.0, 110.0)"
05-01-2023 14:18:39.962117,"(3.7, 6.0, 5.88)","(6.0, 6.4, 6.348837209302326)","(12.0, 18.5, 18.1)","(7.5, 8.8, 8.4)","(11.0, 14.5, 14.418367346938776)","(3.1, 3.55, 3.5170886075949364)","(7.5, 9.2, 8.947368421052632)","(61.0, 130.0, 120.0)","(71.0, 120.0, 110.0)"
05-01-2023 14:18:41.445921,"(3.7, 6.0, 5.88)","(6.0, 6.4, 6.3127272727272725)","(12.0, 18.5, 18.1)","(7.5, 8.8, 8.5)","(11.0, 14.5, 14.418367346938776)","(3.1, 3.55, 3.5170886075949364)","(7.5, 9.2, 8.947368421052632)","(61.0, 130.0, 120.0)","(71.0, 120.0, 110.0)"
05-01-2023 14:18:43.258842,"(3.7, 6.0, 5.88)","(6.0, 6.4, 6.245161290322581)","(12.0, 18.5, 18.1)","(7.5, 8.8, 8.5)","(11.0, 14.5, 14.418367346938776)","(3.1, 3.55, 3.5170886075949364)","(7.5, 9.2, 8.947368421052632)","(61.0, 130.0, 120.0)","(71.0, 120.0, 110.0)"
05-01-2023 14:18:44.927230,"(3.7, 6.0, 5.76)","(6.0, 6.4, 6.245161290322581)","(12.0, 18.5, 18.1)","(7.5, 8.8, 8.5)","(11.0, 14.5, 14.418367346938776)","(3.1, 3.55, 3.5170886075949364)","(7.5, 9.2, 8.947368421052632)","(61.0, 130.0, 120.0)","(71.0, 120.0, 110.0)"
05-01-2023 14:18:46.444990,"(3.7, 6.0, 5.75)","(6.0, 6.4, 6.292134831460674)","(12.0, 18.5, 18.1)","(7.5, 8.8, 8.5)","(11.0, 14.5, 14.418367346938776)","(3.1, 3.55, 3.5170886075949364)","(7.5, 9.2, 8.947368421052632)","(61.0, 130.0, 120.0)","(71.0, 120.0, 114.0)"
05-01-2023 14:18:48.070015,"(3.7, 6.0, 5.875)","(6.0, 6.4, 6.337662337662338)","(12.0, 18.5, 19.71875)","(7.5, 8.8, 8.5)","(11.0, 14.5, 14.418367346938776)","(3.1, 3.55, 3.5170886075949364)","(7.5, 9.2, 8.947368421052632)","(61.0, 130.0, 120.0)","(71.0, 120.0, 114.0)"
05-01-2023 14:18:49.552200,"(3.7, 6.0, 5.875)","(6.0, 6.4, 6.337662337662338)","(12.0, 20.0, 19.71875)","(7.5, 8.8, 8.5)","(11.0, 14.5, 14.418367346938776)","(3.1, 3.55, 3.5170886075949364)","(7.5, 9.2, 8.947368421052632)","(61.0, 130.0, 120.0)","(71.0, 120.0, 115.0)"
05-01-2023 14:18:50.814535,"(3.7, 6.0, 5.875)","(6.0, 6.4, 6.337662337662338)","(12.0, 20.0, 19.71875)","(7.5, 8.8, 8.5)","(11.0, 14.5, 14.418367346938776)","(3.1, 3.55, 3.5170886075949364)","(7.5, 9.2, 8.947368421052632)","(61.0, 130.0, 117.14285714285714)","(71.0, 120.0, 115.0)"
05-01-2023 14:18:52.063090,"(3.7, 6.0, 5.76)","(6.0, 6.4, 6.24)","(12.0, 20.0, 19.71875)","(7.5, 8.8, 8.5)","(11.0, 14.5, 14.418367346938776)","(3.1, 3.55, 3.5170886075949364)","(7.5, 9.2, 8.947368421052632)","(61.0, 130.0, 117.14285714285714)","(71.0, 120.0, 115.0)"
05-01-2023 14:18:53.330464,"(3.7, 6.0, 5.75)","(6.0, 6.4, 6.24)","(12.0, 20.0, 19.71875)","(7.5, 8.8, 8.5)","(11.0, 14.5, 13.7)","(3.1, 3.55, 3.5170886075949364)","(7.5, 9.2, 8.72)","(61.0, 130.0, 120.0)","(71.0, 120.0, 112.5)"
05-01-2023 14:18:54.602966,"(3.7, 6.0, 5.746153846153846)","(6.0, 6.4, 6.24)","(12.0, 20.0, 19.71875)","(7.5, 8.8, 8.68)","(11.0, 14.5, 13.7)","(3.1, 3.55, 3.5175)","(7.5, 9.2, 8.72)","(61.0, 130.0, 120.0)","(71.0, 120.0, 112.5)"
05-01-2023 14:18:55.812426,"(3.7, 6.0, 5.746153846153846)","(6.0, 6.4, 6.24)","(12.0, 20.0, 19.71875)","(7.5, 8.8, 8.733333333333334)","(11.0, 14.5, 13.7)","(3.1, 3.55, 3.5175)","(7.5, 9.2, 8.72)","(61.0, 130.0, 120.0)","(71.0, 120.0, 112.5)"
05-01-2023 14:18:57.033695,"(3.7, 6.0, 5.746153846153846)","(6.0, 6.4, 6.315294117647059)","(12.0, 20.0, 19.71875)","(7.5, 8.8, 8.733333333333334)","(11.0, 14.5, 13.7)","(3.1, 3.55, 3.5153333333333334)","(7.5, 9.2, 8.72)","(61.0, 130.0, 120.0)","(71.0, 120.0, 112.5)"
05-01-2023 14:18:58.363920,"(3.7, 6.0, 5.746153846153846)","(6.0, 6.4, 6.315294117647059)","(12.0, 20.0, 19.71875)","(7.5, 8.8, 8.733333333333334)","(11.0, 14.5, 13.7)","(3.1, 3.55, 3.5153333333333334)","(7.5, 9.2, 8.72)","(61.0, 130.0, 120.0)","(71.0, 120.0, 112.5)"
05-01-2023 14:18:59.612969,"(3.7, 6.0, 5.881081081081081)","(6.0, 6.4, 6.377464788732395)","(12.0, 20.0, 19.71875)","(7.5, 8.8, 8.733333333333334)","(11.0, 14.5, 13.7)","(3.1, 3.55, 3.5153333333333334)","(7.5, 9.2, 8.666666666666666)","(61.0, 130.0, 120.0)","(71.0, 120.0, 112.5)"
05-01-2023 14:19:00.827804,"(3.7, 6.0, 5.881081081081081)","(6.0, 6.2, 6.182978723404256)","(12.0, 20.0, 19.71875)","(7.5, 8.8, 8.733333333333334)","(11.0, 14.5, 13.7)","(3.1, 3.55, 3.5153333333333334)","(7.5, 9.2, 8.666666666666666)","(61.0, 130.0, 120.0)","(71.0, 120.0, 112.5)"
05-01-2023 14:19:02.328519,"(3.7, 6.2, 5.980487804878049)","(6.0, 6.2, 6.182978723404256)","(12.0, 20.0, 19.71875)","(7.5, 8.8, 8.733333333333334)","(11.0, 14.5, 13.7)","(3.1, 3.55, 3.5153333333333334)","(7.5, 9.2, 8.666666666666666)","(61.0, 130.0, 120.0)","(71.0, 120.0, 112.5)"
05-01-2023 14:19:03.884567,"(3.7, 6.2, 6.0588235294117645)","(6.0, 6.2, 6.182978723404256)","(12.0, 20.0, 19.71875)","(7.5, 8.8, 8.266666666666666)","(11.0, 14.5, 13.7)","(3.1, 3.55, 3.5153333333333334)","(7.5, 9.2, 8.666666666666666)","(61.0, 130.0, 120.0)","(71.0, 120.0, 112.5)"
05-01-2023 14:19:05.326640,"(3.7, 6.2, 6.0588235294117645)","(6.0, 6.2, 6.182978723404256)","(12.0, 20.0, 19.71875)","(7.5, 8.6, 8.259259259259258)","(11.0, 14.5, 13.7)","(3.1, 3.55, 3.5884615384615386)","(7.5, 9.2, 8.666666666666666)","(61.0, 130.0, 120.0)","(71.0, 120.0, 112.5)"
05-01-2023 14:19:07.315360,"(3.7, 6.2, 6.092682926829268)","(6.0, 6.2, 6.159259259259259)","(12.0, 20.0, 17.72222222222222)","(7.5, 8.8, 8.733333333333334)","(11.0, 14.5, 13.7)","(3.1, 3.65, 3.57)","(7.5, 9.2, 8.673684210526314)","(61.0, 130.0, 118.0)","(71.0, 120.0, 112.5)"
05-01-2023 14:19:08.766300,"(3.7, 6.2, 6.092682926829268)","(6.0, 6.2, 6.135714285714286)","(12.0, 19.5, 17.75)","(7.5, 8.8, 8.733333333333334)","(11.0, 14.5, 13.7)","(3.1, 3.65, 3.5100000000000002)","(7.5, 9.2, 8.87741935483871)","(61.0, 130.0, 118.0)","(71.0, 120.0, 112.5)"
05-01-2023 14:19:10.228584,"(3.7, 6.2, 6.092682926829268)","(6.0, 6.2, 6.135714285714286)","(12.0, 19.0, 17.75)","(7.5, 8.8, 8.733333333333334)","(11.0, 14.5, 13.7)","(3.1, 3.65, 3.5100000000000002)","(7.5, 9.2, 8.87741935483871)","(61.0, 130.0, 118.0)","(71.0, 120.0, 112.5)"
05-01-2023 14:19:11.539252,"(3.7, 6.2, 6.092682926829268)","(6.0, 6.2, 6.135714285714286)","(12.0, 19.0, 17.875)","(7.5, 8.8, 8.733333333333334)","(11.0, 14.5, 13.7)","(3.1, 3.65, 3.5100000000000002)","(7.5, 9.2, 8.87741935483871)","(61.0, 130.0, 118.0)","(71.0, 120.0, 112.5)"
05-01-2023 14:19:12.807676,"(3.7, 6.2, 6.0777777777777775)","(6.0, 6.2, 6.135714285714286)","(12.0, 19.0, 17.875)","(7.5, 8.8, 8.733333333333334)","(11.0, 14.5, 13.7)","(3.1, 3.65, 3.5100000000000002)","(7.5, 9.2, 8.87741935483871)","(61.0, 130.0, 120.0)","(71.0, 120.0, 112.5)"
05-01-2023 14:19:14.143503,"(3.7, 6.4, 6.106122448979592)","(6.0, 6.2, 6.135714285714286)","(12.0, 19.0, 18.625)","(7.5, 8.8, 8.733333333333334)","(11.0, 14.5, 13.7)","(3.1, 3.65, 3.5625)","(7.5, 9.0, 8.779310344827586)","(61.0, 130.0, 118.0)","(71.0, 120.0, 112.5)"
05-01-2023 14:19:15.494537,"(3.7, 6.4, 6.088888888888889)","(6.0, 6.2, 6.128813559322034)","(12.0, 19.0, 17.727272727272727)","(7.5, 8.8, 8.733333333333334)","(11.0, 14.5, 13.7)","(3.1, 3.65, 3.5625)","(7.5, 9.0, 8.779310344827586)","(61.0, 120.0, 118.0)","(71.0, 120.0, 112.5)"
05-01-2023 14:19:16.812658,"(3.7, 6.4, 6.16)","(6.0, 6.2, 6.123404255319149)","(12.0, 19.0, 18.125)","(7.5, 8.8, 8.733333333333334)","(11.0, 14.5, 13.7)","(3.1, 3.65, 3.5625)","(7.5, 9.0, 8.779310344827586)","(61.0, 120.0, 117.14285714285714)","(71.0, 120.0, 112.5)"
05-01-2023 14:19:18.120475,"(3.9, 6.4, 6.16)","(5.5, 6.2, 6.123404255319149)","(13.0, 19.0, 18.125)","(7.0, 8.8, 8.733333333333334)","(11.0, 14.5, 13.7)","(3.0, 3.65, 3.5625)","(7.5, 9.0, 8.779310344827586)","(61.0, 120.0, 117.14285714285714)","(71.0, 120.0, 112.5)"
05-01-2023 14:19:19.592665,"(3.9, 6.4, 6.16)","(5.5, 6.2, 6.035897435897436)","(13.0, 19.0, 17.571428571428573)","(7.0, 9.0, 8.951219512195122)","(11.0, 14.5, 13.61111111111111)","(3.0, 3.65, 3.5625)","(7.5, 9.0, 8.779310344827586)","(61.0, 120.0, 117.14285714285714)","(71.0, 120.0, 102.5)"
05-01-2023 14:19:21.205398,"(3.9, 6.4, 6.16)","(5.5, 6.2, 6.035897435897436)","(13.0, 19.0, 17.571428571428573)","(7.0, 9.0, 8.955555555555556)","(11.0, 14.5, 13.357142857142858)","(3.0, 3.65, 3.55625)","(7.5, 9.0, 8.622222222222224)","(61.0, 120.0, 117.14285714285714)","(71.0, 120.0, 90.0)"
05-01-2023 14:19:22.988203,"(3.9, 6.0, 6.088888888888889)","(5.5, 6.2, 5.785714285714286)","(13.0, 19.0, 17.571428571428573)","(7.0, 9.0, 8.926530612244898)","(11.0, 14.5, 13.357142857142858)","(3.0, 3.6, 3.55625)","(7.5, 8.8, 8.622222222222224)","(61.0, 120.0, 117.14285714285714)","(71.0, 110.0, 100.0)"
05-01-2023 14:19:24.512212,"(3.9, 6.4, 6.088888888888889)","(5.5, 5.9, 5.781818181818181)","(13.0, 19.0, 17.571428571428573)","(7.0, 9.0, 8.926530612244898)","(11.0, 14.5, 13.045454545454545)","(3.0, 3.6, 3.575)","(7.5, 8.8, 8.622222222222224)","(61.0, 120.0, 117.14285714285714)","(71.0, 110.0, 109.19354838709677)"
05-01-2023 14:19:25.924229,"(3.9, 6.4, 6.057142857142857)","(5.5, 5.8, 5.753333333333334)","(13.0, 19.0, 17.571428571428573)","(7.0, 9.0, 8.926530612244898)","(11.0, 14.5, 13.045454545454545)","(3.0, 3.65, 3.575)","(7.5, 8.8, 8.622222222222224)","(61.0, 120.0, 120.0)","(71.0, 110.0, 109.19354838709677)"
05-01-2023 14:19:27.502990,"(3.9, 6.2, 6.138461538461539)","(5.5, 5.9, 5.753333333333334)","(13.0, 19.0, 17.571428571428573)","(7.0, 9.0, 8.926530612244898)","(11.0, 14.5, 13.045454545454545)","(3.0, 3.65, 3.575)","(7.5, 8.8, 8.622222222222224)","(61.0, 130.0, 120.0)","(71.0, 110.0, 100.0)"
