,Ricky Bobby Riot,Jaggers Lady,Inga Luna,Mcivor Roxy,Cab Fare Home,Ratified,Plumb
14-12-2022 12:03:21.350225,"(1.26, 1.73, 1.4180000000000001)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 11.7)","(10.0, 14.5, 11.928571428571429)","(14.0, 42.0, 23.666666666666664)","(10.0, 25.0, 23.333333333333336)","(17.0, 28.0, 23.384615384615387)"
14-12-2022 12:03:22.321468,"(1.26, 1.73, 1.4180000000000001)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 11.7)","(10.0, 14.5, 11.928571428571429)","(14.0, 42.0, 23.666666666666664)","(10.0, 25.0, 23.333333333333336)","(17.0, 28.0, 23.384615384615387)"
14-12-2022 12:03:23.324639,"(1.26, 1.73, 1.4180000000000001)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 11.7)","(10.0, 14.5, 11.928571428571429)","(14.0, 40.0, 25.833333333333336)","(10.0, 25.0, 23.333333333333336)","(17.0, 28.0, 23.384615384615387)"
14-12-2022 12:03:24.297418,"(1.26, 1.73, 1.4180000000000001)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 11.7)","(10.0, 14.5, 11.928571428571429)","(14.0, 40.0, 25.833333333333336)","(10.0, 25.0, 23.333333333333336)","(17.0, 28.0, 23.384615384615387)"
14-12-2022 12:03:25.363501,"(1.26, 1.73, 1.4180000000000001)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 11.7)","(10.0, 14.5, 11.928571428571429)","(14.0, 40.0, 25.833333333333336)","(10.0, 25.0, 23.333333333333336)","(17.0, 28.0, 23.384615384615387)"
14-12-2022 12:03:26.384559,"(1.26, 1.73, 1.49)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 11.7)","(10.0, 14.5, 11.928571428571429)","(14.0, 40.0, 25.833333333333336)","(10.0, 25.0, 23.333333333333336)","(17.0, 28.0, 23.384615384615387)"
14-12-2022 12:03:27.424100,"(1.26, 1.73, 1.4340000000000002)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 11.7)","(10.0, 14.5, 11.928571428571429)","(14.0, 40.0, 23.0)","(10.0, 25.0, 23.333333333333336)","(17.0, 28.0, 23.384615384615387)"
14-12-2022 12:03:28.452906,"(1.26, 1.73, 1.4340000000000002)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 11.7)","(10.0, 14.5, 11.928571428571429)","(14.0, 40.0, 23.0)","(10.0, 25.0, 23.333333333333336)","(17.0, 28.0, 23.384615384615387)"
14-12-2022 12:03:29.477079,"(1.26, 1.73, 1.4340000000000002)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 11.7)","(10.0, 14.5, 11.928571428571429)","(14.0, 40.0, 23.0)","(10.0, 25.0, 23.333333333333336)","(17.0, 28.0, 23.384615384615387)"
14-12-2022 12:03:30.506856,"(1.26, 1.73, 1.4340000000000002)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 11.7)","(10.0, 14.5, 11.928571428571429)","(14.0, 40.0, 23.0)","(10.0, 25.0, 23.333333333333336)","(17.0, 28.0, 23.384615384615387)"
14-12-2022 12:03:31.543018,"(1.26, 1.73, 1.4180000000000001)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 11.7)","(10.0, 14.5, 11.928571428571429)","(14.0, 40.0, 23.0)","(10.0, 25.0, 23.333333333333336)","(17.0, 28.0, 23.384615384615387)"
14-12-2022 12:03:32.495982,"(1.26, 1.73, 1.4180000000000001)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 11.7)","(10.0, 14.5, 11.928571428571429)","(14.0, 40.0, 23.0)","(10.0, 25.0, 23.333333333333336)","(17.0, 28.0, 23.384615384615387)"
14-12-2022 12:03:33.463022,"(1.26, 1.73, 1.4180000000000001)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 11.7)","(10.0, 14.5, 11.928571428571429)","(14.0, 40.0, 23.0)","(10.0, 25.0, 23.333333333333336)","(17.0, 28.0, 23.384615384615387)"
14-12-2022 12:03:34.409795,"(1.26, 1.73, 1.4180000000000001)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 11.7)","(10.0, 14.5, 11.928571428571429)","(14.0, 40.0, 23.0)","(10.0, 25.0, 23.333333333333336)","(17.0, 28.0, 23.384615384615387)"
14-12-2022 12:03:35.357056,"(1.26, 1.73, 1.4180000000000001)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 11.7)","(10.0, 14.5, 11.928571428571429)","(14.0, 40.0, 23.0)","(10.0, 25.0, 23.333333333333336)","(17.0, 28.0, 23.384615384615387)"
14-12-2022 12:03:36.391291,"(1.26, 1.73, 1.4180000000000001)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 11.7)","(10.0, 14.5, 11.928571428571429)","(14.0, 40.0, 23.0)","(10.0, 25.0, 23.333333333333336)","(17.0, 28.0, 23.384615384615387)"
14-12-2022 12:03:37.376895,"(1.26, 1.73, 1.4180000000000001)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 11.7)","(10.0, 14.5, 11.928571428571429)","(14.0, 40.0, 23.0)","(10.0, 25.0, 23.333333333333336)","(17.0, 28.0, 23.384615384615387)"
14-12-2022 12:03:38.471973,"(1.26, 1.73, 1.49)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 11.7)","(10.0, 14.5, 11.928571428571429)","(14.0, 40.0, 23.0)","(10.0, 25.0, 23.333333333333336)","(17.0, 28.0, 23.384615384615387)"
14-12-2022 12:03:39.451785,"(1.26, 1.73, 1.4340000000000002)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 11.7)","(10.0, 14.5, 11.928571428571429)","(14.0, 40.0, 23.0)","(10.0, 25.0, 23.333333333333336)","(17.0, 28.0, 23.384615384615387)"
14-12-2022 12:03:40.471032,"(1.26, 1.73, 1.4340000000000002)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 10.020000000000001)","(10.0, 14.5, 11.928571428571429)","(14.0, 40.0, 23.0)","(10.0, 25.0, 23.333333333333336)","(17.0, 28.0, 23.384615384615387)"
14-12-2022 12:03:41.456912,"(1.26, 1.73, 1.4340000000000002)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 10.020000000000001)","(10.0, 14.5, 11.928571428571429)","(14.0, 40.0, 23.0)","(10.0, 25.0, 23.333333333333336)","(17.0, 28.0, 23.384615384615387)"
14-12-2022 12:03:42.493624,"(1.26, 1.73, 1.4340000000000002)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 10.020000000000001)","(10.0, 14.5, 11.928571428571429)","(14.0, 40.0, 23.0)","(10.0, 25.0, 23.333333333333336)","(17.0, 28.0, 23.384615384615387)"
14-12-2022 12:03:43.573225,"(1.26, 1.73, 1.4340000000000002)","(19.0, 55.0, 36.5)","(8.5, 21.0, 10.020000000000001)","(10.0, 14.5, 11.928571428571429)","(14.0, 40.0, 23.0)","(10.0, 25.0, 23.333333333333336)","(17.0, 28.0, 23.384615384615387)"
14-12-2022 12:03:44.581604,"(1.26, 1.73, 1.4180000000000001)","(19.0, 55.0, 36.5)","(8.5, 21.0, 10.020000000000001)","(10.0, 14.5, 11.928571428571429)","(14.0, 40.0, 23.0)","(10.0, 25.0, 23.333333333333336)","(17.0, 28.0, 23.384615384615387)"
14-12-2022 12:03:45.613895,"(1.26, 1.73, 1.4180000000000001)","(19.0, 55.0, 36.5)","(8.5, 21.0, 10.020000000000001)","(10.0, 14.5, 11.928571428571429)","(14.0, 40.0, 23.0)","(10.0, 25.0, 23.333333333333336)","(17.0, 28.0, 23.384615384615387)"
14-12-2022 12:03:46.641749,"(1.26, 1.73, 1.4180000000000001)","(19.0, 55.0, 36.5)","(8.5, 21.0, 10.2)","(10.0, 14.5, 11.928571428571429)","(14.0, 40.0, 23.0)","(10.0, 25.0, 15.666666666666668)","(17.0, 28.0, 23.384615384615387)"
14-12-2022 12:03:47.677160,"(1.26, 1.73, 1.4180000000000001)","(19.0, 55.0, 36.5)","(8.5, 21.0, 10.2)","(10.0, 14.5, 11.928571428571429)","(14.0, 40.0, 23.0)","(10.0, 25.0, 15.666666666666668)","(17.0, 28.0, 23.384615384615387)"
14-12-2022 12:03:48.679819,"(1.26, 1.73, 1.4180000000000001)","(19.0, 55.0, 36.5)","(8.5, 21.0, 10.2)","(10.0, 14.5, 11.928571428571429)","(14.0, 40.0, 17.77777777777778)","(10.0, 25.0, 15.666666666666668)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:03:49.625554,"(1.26, 1.73, 1.49)","(19.0, 55.0, 36.5)","(8.5, 21.0, 10.2)","(10.0, 14.5, 11.928571428571429)","(14.0, 40.0, 17.77777777777778)","(10.0, 25.0, 15.666666666666668)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:03:50.646623,"(1.26, 1.73, 1.4340000000000002)","(19.0, 55.0, 36.5)","(8.5, 21.0, 10.2)","(10.0, 14.5, 11.928571428571429)","(14.0, 40.0, 17.77777777777778)","(10.0, 25.0, 15.666666666666668)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:03:51.612797,"(1.26, 1.73, 1.4340000000000002)","(19.0, 55.0, 36.5)","(8.5, 21.0, 10.2)","(10.0, 14.5, 11.928571428571429)","(14.0, 40.0, 17.77777777777778)","(10.0, 25.0, 15.666666666666668)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:03:52.647164,"(1.26, 1.73, 1.4340000000000002)","(19.0, 55.0, 36.5)","(8.5, 21.0, 10.2)","(10.0, 14.5, 11.928571428571429)","(14.0, 40.0, 18.833333333333332)","(10.0, 25.0, 15.666666666666668)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:03:53.626280,"(1.26, 1.73, 1.4340000000000002)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 10.2)","(10.0, 14.5, 11.928571428571429)","(14.0, 38.0, 18.833333333333332)","(10.0, 25.0, 15.666666666666668)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:03:54.709243,"(1.26, 1.73, 1.4340000000000002)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 10.2)","(10.0, 14.5, 11.928571428571429)","(14.0, 38.0, 18.833333333333332)","(10.0, 25.0, 15.666666666666668)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:03:55.771802,"(1.26, 1.73, 1.4340000000000002)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 10.2)","(10.0, 14.5, 11.928571428571429)","(14.0, 38.0, 18.833333333333332)","(10.0, 25.0, 15.666666666666668)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:03:56.846369,"(1.26, 1.73, 1.4180000000000001)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 10.2)","(10.0, 14.5, 11.928571428571429)","(14.0, 38.0, 18.833333333333332)","(10.0, 25.0, 15.666666666666668)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:03:57.916562,"(1.26, 1.73, 1.4180000000000001)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 10.2)","(10.0, 14.5, 11.928571428571429)","(14.0, 38.0, 17.555555555555557)","(10.0, 25.0, 15.666666666666668)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:03:59.007892,"(1.26, 1.73, 1.4180000000000001)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 10.2)","(10.0, 14.5, 11.928571428571429)","(14.0, 38.0, 18.833333333333332)","(10.0, 25.0, 15.666666666666668)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:04:00.002122,"(1.26, 1.73, 1.4180000000000001)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 10.2)","(10.0, 14.5, 11.928571428571429)","(14.0, 38.0, 18.833333333333332)","(10.0, 25.0, 15.666666666666668)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:04:00.966465,"(1.26, 1.73, 1.4180000000000001)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 10.2)","(10.0, 14.5, 11.928571428571429)","(14.0, 38.0, 18.833333333333332)","(10.0, 25.0, 15.666666666666668)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:04:01.939491,"(1.26, 1.73, 1.49)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 10.2)","(10.0, 14.5, 11.928571428571429)","(14.0, 38.0, 18.833333333333332)","(10.0, 25.0, 15.666666666666668)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:04:02.865670,"(1.26, 1.73, 1.4340000000000002)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 10.2)","(10.0, 14.5, 11.928571428571429)","(14.0, 38.0, 18.833333333333332)","(10.0, 25.0, 15.666666666666668)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:04:03.885208,"(1.26, 1.73, 1.4340000000000002)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 10.2)","(10.0, 14.5, 11.928571428571429)","(14.0, 42.0, 19.5)","(10.0, 25.0, 15.666666666666668)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:04:04.953146,"(1.26, 1.73, 1.4340000000000002)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 10.2)","(10.0, 14.5, 11.928571428571429)","(14.0, 42.0, 18.0)","(10.0, 25.0, 15.666666666666668)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:04:05.982778,"(1.26, 1.73, 1.4340000000000002)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 10.2)","(10.0, 14.5, 11.928571428571429)","(14.0, 42.0, 18.0)","(10.0, 25.0, 15.666666666666668)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:04:07.050436,"(1.26, 1.73, 1.4340000000000002)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 10.2)","(10.0, 14.5, 11.928571428571429)","(14.0, 42.0, 18.0)","(10.0, 25.0, 15.666666666666668)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:04:08.159738,"(1.26, 1.73, 1.4340000000000002)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 10.2)","(10.0, 14.5, 11.928571428571429)","(14.0, 42.0, 18.0)","(10.0, 25.0, 15.666666666666668)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:04:09.261717,"(1.26, 1.73, 1.4180000000000001)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 10.2)","(10.0, 14.5, 11.928571428571429)","(14.0, 42.0, 18.0)","(10.0, 25.0, 15.666666666666668)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:04:10.333005,"(1.26, 1.73, 1.4180000000000001)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 10.2)","(10.0, 14.5, 11.928571428571429)","(14.0, 42.0, 18.0)","(10.0, 25.0, 15.666666666666668)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:04:11.373640,"(1.26, 1.73, 1.4180000000000001)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 10.2)","(10.0, 14.5, 11.928571428571429)","(14.0, 42.0, 18.0)","(10.0, 25.0, 15.666666666666668)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:04:12.346784,"(1.26, 1.73, 1.4180000000000001)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 10.2)","(10.0, 14.5, 11.928571428571429)","(14.0, 42.0, 18.0)","(10.0, 25.0, 15.666666666666668)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:04:13.364994,"(1.26, 1.73, 1.4180000000000001)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 10.2)","(10.0, 14.5, 11.928571428571429)","(14.0, 42.0, 18.0)","(10.0, 25.0, 15.666666666666668)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:04:14.341802,"(1.26, 1.73, 1.4180000000000001)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 10.2)","(10.0, 14.5, 11.928571428571429)","(14.0, 42.0, 18.0)","(10.0, 25.0, 15.666666666666668)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:04:15.321878,"(1.26, 1.73, 1.4180000000000001)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 10.2)","(10.0, 14.5, 11.928571428571429)","(14.0, 42.0, 18.0)","(10.0, 25.0, 15.666666666666668)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:04:16.331310,"(1.26, 1.73, 1.4180000000000001)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 10.2)","(10.0, 14.5, 11.928571428571429)","(14.0, 42.0, 18.0)","(10.0, 25.0, 15.666666666666668)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:04:17.335679,"(1.26, 1.73, 1.49)","(19.0, 60.0, 34.15384615384615)","(8.5, 21.0, 10.2)","(10.0, 14.5, 11.928571428571429)","(14.0, 42.0, 18.0)","(10.0, 25.0, 15.666666666666668)","(17.0, 28.0, 23.714285714285715)"
