,Jilliby Tina,Spike The Punch,Tackleberry,Showtime Bobby,Flash Fever,Secret Shades,Memory Lane,Juliette Keats
16-12-2022 12:43:17.433556,"(3.0, 4.6, 4.433333333333333)","(4.2, 99999, 99990)","(16.0, 34.0, 23.88888888888889)","(8.0, 14.0, 13.307692307692308)","(3.3, 3.85, 3.6416666666666666)","(41.0, 100.0, 82.66666666666667)","(19.0, 32.0, 22.470588235294116)","(6.5, 9.0, 8.4375)"
16-12-2022 12:43:18.731681,"(3.0, 4.6, 4.1454545454545455)","(4.2, 99999, 99990)","(16.0, 34.0, 23.88888888888889)","(8.0, 14.0, 13.307692307692308)","(3.3, 3.85, 3.69)","(41.0, 100.0, 84.4)","(19.0, 32.0, 22.545454545454547)","(6.5, 9.0, 8.095238095238095)"
16-12-2022 12:43:20.105072,"(3.0, 4.6, 4.364705882352941)","(4.2, 99999, 99990)","(16.0, 34.0, 23.88888888888889)","(8.0, 14.0, 13.307692307692308)","(3.3, 3.85, 3.69)","(41.0, 100.0, 84.4)","(19.0, 32.0, 22.545454545454547)","(6.5, 9.0, 8.095238095238095)"
16-12-2022 12:43:21.282820,"(3.0, 4.6, 4.364705882352941)","(4.2, 99999, 99990)","(16.0, 34.0, 23.88888888888889)","(8.0, 14.0, 13.307692307692308)","(3.3, 3.85, 3.69)","(41.0, 100.0, 84.4)","(19.0, 32.0, 22.545454545454547)","(6.5, 9.0, 8.095238095238095)"
16-12-2022 12:43:22.544777,"(3.0, 4.6, 4.364705882352941)","(4.2, 99999, 99990)","(16.0, 34.0, 23.88888888888889)","(8.0, 14.0, 13.307692307692308)","(3.3, 3.85, 3.5999999999999996)","(41.0, 100.0, 84.4)","(19.0, 32.0, 22.545454545454547)","(6.5, 9.0, 8.095238095238095)"
16-12-2022 12:43:23.924149,"(3.0, 4.6, 4.2)","(4.2, 99999, 99990)","(16.0, 34.0, 23.88888888888889)","(8.0, 14.0, 13.307692307692308)","(3.3, 3.85, 3.73)","(41.0, 100.0, 84.4)","(19.0, 32.0, 22.545454545454547)","(6.5, 9.0, 8.095238095238095)"
16-12-2022 12:43:25.223158,"(3.0, 4.6, 4.3999999999999995)","(4.2, 99999, 99990)","(16.0, 34.0, 23.88888888888889)","(8.0, 14.0, 13.307692307692308)","(3.3, 3.85, 3.73)","(41.0, 100.0, 80.9)","(19.0, 32.0, 22.545454545454547)","(6.5, 9.0, 8.095238095238095)"
16-12-2022 12:43:26.475489,"(3.0, 4.6, 4.3999999999999995)","(4.2, 99999, 99990)","(16.0, 34.0, 29.0)","(8.0, 14.0, 13.307692307692308)","(3.3, 3.85, 3.5999999999999996)","(41.0, 95.0, 76.6086956521739)","(19.0, 32.0, 27.0)","(6.5, 9.0, 7.51304347826087)"
16-12-2022 12:43:28.013712,"(3.0, 4.6, 4.054545454545455)","(4.2, 99999, 99990)","(16.0, 32.0, 28.333333333333332)","(8.0, 14.0, 13.307692307692308)","(3.3, 3.85, 3.5999999999999996)","(41.0, 95.0, 82.63157894736842)","(19.0, 30.0, 27.0)","(6.5, 9.0, 7.733333333333333)"
16-12-2022 12:43:29.613833,"(3.0, 4.6, 4.305882352941176)","(4.2, 99999, 99990)","(16.0, 32.0, 27.545454545454547)","(8.0, 14.0, 13.307692307692308)","(3.3, 3.85, 3.73)","(41.0, 95.0, 82.63157894736842)","(19.0, 30.0, 23.333333333333332)","(6.5, 9.0, 7.733333333333333)"
16-12-2022 12:43:30.927938,"(3.0, 4.6, 4.305882352941176)","(4.2, 99999, 99990)","(16.0, 30.0, 27.545454545454547)","(8.0, 14.0, 13.307692307692308)","(3.3, 3.85, 3.73)","(41.0, 95.0, 82.63157894736842)","(19.0, 30.0, 22.413793103448278)","(6.5, 9.0, 7.93125)"
16-12-2022 12:43:32.277856,"(3.0, 4.6, 4.292307692307692)","(4.2, 99999, 99990)","(16.0, 30.0, 27.545454545454547)","(8.0, 14.0, 13.307692307692308)","(3.3, 3.85, 3.72)","(41.0, 95.0, 82.63157894736842)","(19.0, 30.0, 22.692307692307693)","(6.5, 9.0, 7.93125)"
16-12-2022 12:43:33.639132,"(3.0, 4.1, 4.0058823529411764)","(4.2, 99999, 99990)","(16.0, 30.0, 25.0)","(8.0, 14.0, 13.307692307692308)","(3.3, 3.8, 3.716666666666667)","(41.0, 95.0, 82.63157894736842)","(19.0, 30.0, 22.258064516129032)","(6.5, 9.0, 7.93125)"
16-12-2022 12:43:35.033650,"(3.0, 4.6, 4.168181818181818)","(4.2, 99999, 99990)","(16.0, 30.0, 25.0)","(8.0, 14.0, 13.307692307692308)","(3.3, 3.8, 3.716666666666667)","(41.0, 95.0, 82.63157894736842)","(19.0, 30.0, 22.258064516129032)","(6.5, 9.0, 8.075675675675676)"
16-12-2022 12:43:36.433888,"(3.0, 4.6, 4.125)","(4.2, 99999, 99990)","(16.0, 30.0, 25.0)","(8.0, 14.0, 13.307692307692308)","(3.3, 3.8, 3.716666666666667)","(41.0, 95.0, 82.63157894736842)","(19.0, 30.0, 22.258064516129032)","(6.5, 9.0, 8.075675675675676)"
16-12-2022 12:43:37.832134,"(3.0, 4.6, 4.125)","(4.2, 99999, 99990)","(16.0, 30.0, 24.272727272727273)","(8.0, 14.0, 13.307692307692308)","(3.3, 3.8, 3.71)","(41.0, 95.0, 82.63157894736842)","(19.0, 30.0, 22.258064516129032)","(6.5, 9.0, 8.04)"
16-12-2022 12:43:39.315875,"(3.0, 4.6, 4.234615384615385)","(4.2, 99999, 99990)","(16.0, 30.0, 28.11111111111111)","(8.0, 14.0, 13.307692307692308)","(3.3, 3.8, 4.161864406779661)","(41.0, 95.0, 82.63157894736842)","(19.0, 30.0, 26.75)","(6.5, 9.0, 8.04)"
16-12-2022 12:43:40.960204,"(3.0, 4.6, 4.296551724137931)","(4.2, 99999, 99990)","(16.0, 29.0, 28.272727272727273)","(8.0, 14.0, 13.172413793103448)","(3.3, 4.2, 4.057142857142857)","(41.0, 95.0, 80.04545454545455)","(19.0, 29.0, 22.25)","(6.5, 9.0, 8.177142857142858)"
16-12-2022 12:43:42.475331,"(3.0, 4.6, 4.233333333333333)","(4.2, 99999, 99990)","(16.0, 29.0, 24.80952380952381)","(8.0, 14.0, 13.172413793103448)","(3.3, 4.2, 4.057142857142857)","(41.0, 95.0, 80.04545454545455)","(19.0, 29.0, 21.90909090909091)","(6.5, 9.0, 8.177142857142858)"
16-12-2022 12:43:44.034021,"(3.0, 4.6, 4.233333333333333)","(4.2, 99999, 99990)","(16.0, 29.0, 24.80952380952381)","(8.0, 14.0, 13.333333333333332)","(3.3, 4.2, 3.966666666666667)","(41.0, 95.0, 72.5)","(19.0, 29.0, 21.90909090909091)","(6.5, 9.0, 8.404651162790698)"
16-12-2022 12:43:45.669123,"(3.0, 4.6, 4.355555555555555)","(4.2, 99999, 99990)","(16.0, 29.0, 24.076923076923077)","(8.0, 14.0, 13.333333333333332)","(3.3, 4.2, 3.966666666666667)","(41.0, 95.0, 78.42105263157895)","(19.0, 29.0, 21.90909090909091)","(6.5, 9.0, 8.404651162790698)"
16-12-2022 12:43:47.671734,"(3.0, 4.6, 4.233333333333333)","(4.2, 99999, 99990)","(16.0, 29.0, 24.428571428571427)","(8.0, 14.0, 13.333333333333332)","(3.3, 4.2, 4.0095238095238095)","(41.0, 95.0, 78.42105263157895)","(19.0, 29.0, 21.657894736842106)","(6.5, 9.0, 8.466666666666667)"
16-12-2022 12:43:49.209793,"(3.0, 4.6, 4.171428571428571)","(4.2, 99999, 99990)","(16.0, 29.0, 25.2)","(8.0, 14.0, 13.333333333333332)","(3.3, 4.2, 4.0)","(41.0, 95.0, 81.875)","(19.0, 29.0, 21.657894736842106)","(6.5, 9.0, 8.822222222222223)"
16-12-2022 12:43:50.830797,"(3.0, 4.3, 4.171428571428571)","(4.2, 99999, 99990)","(16.0, 28.0, 25.2)","(8.0, 14.0, 13.333333333333332)","(3.3, 4.2, 4.0)","(41.0, 95.0, 81.875)","(19.0, 29.0, 21.657894736842106)","(6.5, 9.0, 8.688888888888888)"
16-12-2022 12:43:52.265376,"(3.0, 4.3, 4.120833333333333)","(4.2, 99999, 99990)","(16.0, 28.0, 25.2)","(8.0, 14.0, 13.318181818181818)","(3.3, 4.2, 4.0095238095238095)","(41.0, 95.0, 81.875)","(19.0, 29.0, 21.615384615384617)","(6.5, 9.0, 8.688888888888888)"
16-12-2022 12:43:53.727446,"(3.0, 4.2, 3.8848484848484848)","(4.2, 99999, 99990)","(16.0, 28.0, 25.375)","(8.0, 14.0, 13.423076923076923)","(3.3, 4.2, 4.0)","(41.0, 95.0, 81.875)","(19.0, 29.0, 21.615384615384617)","(6.5, 9.0, 8.688888888888888)"
16-12-2022 12:43:55.331193,"(3.0, 4.2, 3.9875)","(4.2, 99999, 99990)","(16.0, 28.0, 24.333333333333332)","(8.0, 14.0, 13.516129032258064)","(3.3, 4.2, 4.05)","(41.0, 95.0, 81.875)","(19.0, 29.0, 21.615384615384617)","(6.5, 9.0, 8.688888888888888)"
16-12-2022 12:43:56.789366,"(3.0, 4.1, 3.9846153846153847)","(4.2, 99999, 99990)","(16.0, 28.0, 24.333333333333332)","(8.0, 14.0, 13.583333333333334)","(3.3, 4.2, 4.05)","(41.0, 95.0, 81.875)","(19.0, 29.0, 25.25)","(6.5, 9.0, 8.756521739130434)"
16-12-2022 12:43:58.093595,"(3.0, 4.1, 3.7818181818181817)","(4.2, 99999, 99990)","(16.0, 28.0, 24.333333333333332)","(8.0, 14.0, 13.583333333333334)","(3.3, 4.2, 4.0058823529411764)","(41.0, 95.0, 81.875)","(19.0, 26.0, 21.75)","(6.5, 9.0, 8.756521739130434)"
16-12-2022 12:43:59.424277,"(3.0, 4.1, 3.827272727272727)","(4.2, 99999, 99990)","(16.0, 28.0, 24.333333333333332)","(8.0, 14.0, 13.583333333333334)","(3.3, 4.2, 4.069047619047619)","(41.0, 95.0, 67.20588235294117)","(19.0, 26.0, 21.565217391304348)","(6.5, 9.0, 8.8)"
16-12-2022 12:44:00.718984,"(3.0, 4.1, 3.827272727272727)","(4.2, 99999, 99990)","(16.0, 28.0, 24.75)","(8.0, 14.0, 13.583333333333334)","(3.3, 4.2, 4.053333333333334)","(41.0, 95.0, 67.20588235294117)","(19.0, 26.0, 20.9)","(6.5, 9.0, 8.8)"
16-12-2022 12:44:01.985869,"(3.0, 4.1, 3.827272727272727)","(4.2, 99999, 99990)","(16.0, 27.0, 24.75)","(8.0, 14.0, 13.583333333333334)","(3.4, 4.2, 4.1)","(51.0, 95.0, 67.20588235294117)","(19.0, 26.0, 20.9)","(6.5, 9.0, 8.8)"
16-12-2022 12:44:03.359221,"(3.0, 4.1, 3.827272727272727)","(4.2, 99999, 99990)","(16.0, 27.0, 24.75)","(8.0, 14.0, 13.583333333333334)","(3.4, 4.2, 4.066666666666666)","(51.0, 95.0, 67.20588235294117)","(19.0, 26.0, 20.9)","(6.5, 9.0, 8.8)"
16-12-2022 12:44:04.719062,"(3.0, 4.1, 3.8187499999999996)","(4.2, 99999, 99990)","(16.0, 27.0, 24.125)","(8.0, 14.0, 13.583333333333334)","(3.4, 4.2, 4.066666666666666)","(51.0, 95.0, 67.20588235294117)","(19.0, 26.0, 20.72)","(6.5, 9.0, 8.733333333333334)"
16-12-2022 12:44:05.928216,"(3.0, 4.1, 3.8187499999999996)","(4.2, 99999, 99990)","(16.0, 26.0, 23.38095238095238)","(8.0, 14.0, 13.583333333333334)","(3.4, 4.2, 4.0625)","(51.0, 95.0, 67.20588235294117)","(19.0, 26.0, 20.72)","(6.5, 9.0, 8.714285714285714)"
16-12-2022 12:44:07.205782,"(3.0, 4.1, 3.8187499999999996)","(4.2, 99999, 99990)","(16.0, 26.0, 23.38095238095238)","(8.0, 14.0, 13.583333333333334)","(3.4, 4.2, 4.0625)","(51.0, 95.0, 67.20588235294117)","(19.0, 26.0, 20.6)","(6.5, 9.0, 8.709090909090909)"
16-12-2022 12:44:08.506328,"(3.0, 4.1, 3.8187499999999996)","(4.2, 99999, 99990)","(16.0, 26.0, 23.38095238095238)","(8.0, 14.0, 13.142857142857142)","(3.4, 4.2, 4.0625)","(51.0, 95.0, 67.20588235294117)","(19.0, 26.0, 20.6)","(6.5, 9.0, 8.77142857142857)"
16-12-2022 12:44:09.781380,"(3.0, 4.1, 3.8187499999999996)","(4.2, 99999, 99990)","(16.0, 26.0, 23.38095238095238)","(8.0, 14.0, 13.142857142857142)","(3.4, 4.2, 4.0625)","(51.0, 95.0, 67.20588235294117)","(19.0, 26.0, 21.09090909090909)","(6.5, 9.0, 8.866666666666667)"
16-12-2022 12:44:11.039473,"(3.0, 4.1, 3.8187499999999996)","(4.2, 99999, 99990)","(16.0, 26.0, 23.25)","(8.0, 14.0, 13.368421052631579)","(3.4, 4.2, 4.0625)","(51.0, 95.0, 67.72727272727272)","(19.0, 26.0, 21.09090909090909)","(6.5, 9.0, 8.866666666666667)"
16-12-2022 12:44:12.252938,"(3.1, 4.1, 3.8187499999999996)","(4.2, 99999, 99990)","(17.0, 26.0, 23.25)","(9.0, 14.0, 13.4)","(3.4, 4.2, 4.0625)","(51.0, 95.0, 64.85714285714286)","(19.0, 26.0, 21.235294117647058)","(6.5, 9.0, 8.733333333333333)"
16-12-2022 12:44:13.377399,"(3.1, 4.1, 3.8187499999999996)","(4.2, 99999, 99990)","(17.0, 26.0, 23.25)","(9.0, 14.0, 13.4)","(3.4, 4.2, 4.0625)","(51.0, 90.0, 64.44444444444444)","(19.0, 26.0, 21.235294117647058)","(6.5, 9.0, 8.733333333333333)"
16-12-2022 12:44:14.339715,"(3.1, 4.1, 3.8187499999999996)","(4.2, 99999, 99990)","(17.0, 26.0, 23.25)","(9.0, 14.0, 13.4)","(3.4, 4.2, 4.0625)","(51.0, 90.0, 63.0)","(19.0, 26.0, 21.235294117647058)","(6.5, 9.0, 9.0125)"
16-12-2022 12:44:15.342022,"(3.1, 4.1, 3.8187499999999996)","(4.2, 99999, 99990)","(17.0, 26.0, 23.25)","(9.0, 14.0, 12.714285714285714)","(3.4, 4.2, 4.0625)","(51.0, 90.0, 63.0)","(19.0, 26.0, 21.235294117647058)","(6.5, 9.2, 8.95)"
16-12-2022 12:44:16.297223,"(3.1, 4.1, 3.8187499999999996)","(4.2, 99999, 99990)","(17.0, 26.0, 23.25)","(9.0, 14.0, 12.714285714285714)","(3.4, 4.2, 4.0625)","(51.0, 90.0, 63.0)","(19.0, 26.0, 21.235294117647058)","(6.5, 9.2, 9.0)"
16-12-2022 12:44:17.333630,"(3.1, 4.1, 3.771875)","(4.2, 99999, 99990)","(17.0, 26.0, 23.25)","(9.0, 14.0, 12.714285714285714)","(3.4, 4.2, 4.0625)","(51.0, 90.0, 63.0)","(19.0, 26.0, 21.235294117647058)","(6.5, 9.2, 9.957142857142857)"
16-12-2022 12:44:18.715283,"(3.1, 4.1, 3.771875)","(4.2, 99999, 99990)","(17.0, 26.0, 22.875)","(9.0, 14.0, 12.65)","(3.4, 4.2, 4.05)","(51.0, 90.0, 62.093023255813954)","(19.0, 26.0, 21.135135135135137)","(6.5, 10.5, 9.164285714285715)"
16-12-2022 12:44:19.766251,"(3.1, 4.0, 3.767857142857143)","(4.2, 99999, 99990)","(17.0, 26.0, 22.875)","(9.0, 14.0, 12.65)","(3.4, 4.2, 4.0625)","(51.0, 90.0, 62.093023255813954)","(19.0, 26.0, 21.363636363636363)","(6.5, 10.5, 9.270212765957448)"
16-12-2022 12:44:21.182286,"(3.1, 3.95, 3.715625)","(4.0, 99999, 99990)","(17.0, 26.0, 22.875)","(9.0, 14.0, 12.714285714285714)","(3.4, 4.2, 4.0625)","(51.0, 90.0, 62.093023255813954)","(19.0, 25.0, 20.75)","(6.5, 10.5, 9.424)"
16-12-2022 12:44:22.508591,"(3.1, 3.9, 3.6708333333333334)","(4.0, 99999, 99990)","(17.0, 26.0, 22.875)","(9.0, 14.0, 12.714285714285714)","(3.4, 4.2, 4.128571428571428)","(51.0, 90.0, 62.093023255813954)","(19.0, 25.0, 20.75)","(6.5, 10.0, 9.314285714285715)"
16-12-2022 12:44:23.751618,"(3.1, 3.9, 3.6708333333333334)","(4.0, 99999, 99990)","(17.0, 26.0, 22.875)","(9.0, 14.0, 12.65)","(3.4, 4.3, 4.079411764705882)","(51.0, 90.0, 62.093023255813954)","(19.0, 25.0, 20.454545454545453)","(6.5, 10.0, 9.200000000000001)"
16-12-2022 12:44:25.049840,"(3.1, 3.9, 3.6973684210526314)","(4.0, 99999, 99990)","(17.0, 26.0, 22.875)","(9.0, 14.0, 12.714285714285714)","(3.4, 4.3, 4.09)","(51.0, 90.0, 62.093023255813954)","(19.0, 25.0, 20.833333333333332)","(6.5, 10.0, 9.185714285714287)"
16-12-2022 12:44:26.183082,"(3.1, 3.9, 3.6772727272727272)","(4.0, 99999, 99990)","(17.0, 26.0, 22.875)","(9.0, 14.0, 13.25)","(3.4, 4.3, 4.075)","(51.0, 90.0, 62.093023255813954)","(19.0, 25.0, 21.043478260869566)","(6.5, 10.0, 9.3625)"
16-12-2022 12:44:27.306432,"(3.0, 3.9, 3.611764705882353)","(4.0, 99999, 99990)","(17.0, 26.0, 22.875)","(9.0, 14.0, 13.25)","(3.4, 4.3, 4.0375)","(51.0, 90.0, 62.093023255813954)","(19.0, 24.0, 21.043478260869566)","(6.5, 9.8, 9.146153846153847)"
16-12-2022 12:44:28.379653,"(3.0, 3.9, 3.611764705882353)","(4.0, 99999, 99990)","(17.0, 26.0, 22.875)","(9.0, 14.0, 13.052631578947368)","(3.4, 4.3, 4.0321428571428575)","(51.0, 90.0, 64.46808510638297)","(19.0, 24.0, 21.043478260869566)","(6.5, 9.8, 9.146153846153847)"
16-12-2022 12:44:29.322560,"(3.0, 3.9, 3.6772727272727272)","(4.0, 99999, 99990)","(17.0, 26.0, 22.875)","(9.0, 14.0, 13.052631578947368)","(3.4, 4.3, 4.0321428571428575)","(51.0, 90.0, 64.46808510638297)","(19.0, 24.0, 21.043478260869566)","(6.5, 9.8, 9.146153846153847)"
16-12-2022 12:44:30.304722,"(3.0, 3.9, 3.611764705882353)","(4.0, 99999, 99990)","(17.0, 26.0, 22.875)","(9.0, 14.0, 13.052631578947368)","(3.4, 4.3, 4.0321428571428575)","(51.0, 90.0, 64.16666666666667)","(19.0, 24.0, 20.823529411764707)","(6.5, 9.8, 9.52)"
16-12-2022 12:44:31.456325,"(3.0, 3.9, 3.6772727272727272)","(4.0, 99999, 99990)","(17.0, 26.0, 22.774193548387096)","(9.0, 14.0, 12.772727272727273)","(3.4, 4.3, 3.8921052631578945)","(51.0, 90.0, 65.17241379310344)","(19.0, 24.0, 20.823529411764707)","(6.5, 9.6, 9.454545454545455)"
16-12-2022 12:44:32.528791,"(3.0, 3.9, 3.6537037037037035)","(4.0, 99999, 99990)","(17.0, 26.0, 22.774193548387096)","(9.0, 14.0, 12.772727272727273)","(3.4, 4.3, 3.8921052631578945)","(51.0, 90.0, 65.17241379310344)","(19.0, 24.0, 20.823529411764707)","(6.5, 9.6, 9.16)"
16-12-2022 12:44:33.610493,"(3.0, 3.9, 3.6537037037037035)","(4.0, 99999, 99990)","(17.0, 26.0, 22.774193548387096)","(9.0, 14.0, 12.875)","(3.4, 4.2, 3.9928571428571424)","(51.0, 90.0, 65.17241379310344)","(19.0, 24.0, 20.823529411764707)","(6.5, 9.6, 9.454545454545455)"
16-12-2022 12:44:34.795861,"(3.0, 3.9, 3.6537037037037035)","(4.0, 99999, 99990)","(17.0, 26.0, 23.03125)","(9.0, 14.0, 13.142857142857142)","(3.4, 4.1, 3.971428571428571)","(51.0, 90.0, 66.29629629629629)","(19.0, 24.0, 20.4)","(6.5, 9.6, 9.25)"
16-12-2022 12:44:36.168960,"(3.0, 3.85, 3.646)","(4.0, 99999, 99990)","(17.0, 26.0, 23.03125)","(9.0, 14.0, 13.142857142857142)","(3.4, 4.1, 3.971428571428571)","(51.0, 90.0, 66.29629629629629)","(19.0, 24.0, 20.4)","(6.5, 9.4, 9.25)"
16-12-2022 12:44:37.242264,"(3.0, 3.85, 3.646)","(4.0, 99999, 99990)","(17.0, 26.0, 23.03125)","(9.0, 14.0, 13.307692307692308)","(3.4, 4.1, 3.9666666666666663)","(51.0, 90.0, 66.29629629629629)","(19.0, 24.0, 20.4)","(6.5, 9.4, 9.25)"
16-12-2022 12:44:38.274145,"(3.0, 3.85, 3.646)","(4.0, 99999, 99990)","(17.0, 26.0, 23.03125)","(9.0, 14.0, 13.307692307692308)","(3.4, 4.1, 3.97027027027027)","(51.0, 90.0, 66.29629629629629)","(19.0, 24.0, 20.4)","(6.5, 9.4, 8.35)"
16-12-2022 12:44:39.491176,"(3.0, 3.85, 3.646)","(4.0, 99999, 99990)","(17.0, 26.0, 23.03125)","(9.0, 14.0, 13.307692307692308)","(3.4, 4.1, 3.97027027027027)","(51.0, 90.0, 66.29629629629629)","(19.0, 24.0, 20.4)","(6.5, 9.4, 8.38888888888889)"
16-12-2022 12:44:40.633630,"(3.0, 3.85, 3.646)","(4.0, 99999, 99990)","(17.0, 26.0, 23.03125)","(9.0, 14.0, 13.307692307692308)","(3.4, 4.1, 3.97027027027027)","(51.0, 90.0, 66.29629629629629)","(19.0, 24.0, 20.823529411764707)","(6.5, 9.4, 8.5)"
16-12-2022 12:44:41.721761,"(3.0, 3.85, 3.632758620689655)","(4.0, 99999, 99990)","(17.0, 26.0, 23.03125)","(9.0, 14.0, 13.307692307692308)","(3.4, 4.1, 3.97027027027027)","(51.0, 90.0, 66.17021276595744)","(19.0, 24.0, 20.823529411764707)","(6.5, 9.2, 8.833333333333334)"
16-12-2022 12:44:42.921612,"(3.0, 3.85, 3.646)","(4.0, 99999, 99990)","(17.0, 26.0, 23.03125)","(9.0, 16.5, 14.04)","(3.4, 4.1, 3.9499999999999997)","(51.0, 90.0, 66.17021276595744)","(19.0, 24.0, 20.823529411764707)","(6.5, 9.0, 8.333333333333334)"
16-12-2022 12:44:44.083810,"(3.0, 3.85, 3.5949999999999998)","(4.0, 99999, 99990)","(17.0, 26.0, 23.03125)","(9.0, 16.0, 14.304347826086957)","(3.4, 4.1, 3.9499999999999997)","(51.0, 90.0, 68.46153846153847)","(19.0, 24.0, 20.823529411764707)","(6.5, 9.0, 8.5)"
16-12-2022 12:44:45.155566,"(3.0, 3.85, 3.646)","(4.0, 99999, 99990)","(17.0, 26.0, 23.03125)","(9.0, 16.0, 13.652173913043478)","(3.4, 4.1, 3.9499999999999997)","(51.0, 90.0, 66.32075471698113)","(19.0, 24.0, 20.823529411764707)","(6.5, 9.0, 8.5)"
16-12-2022 12:44:46.217073,"(3.0, 3.9, 3.625)","(4.0, 99999, 99990)","(17.0, 26.0, 23.03125)","(9.0, 16.0, 13.483870967741936)","(3.4, 4.1, 3.933333333333333)","(51.0, 85.0, 66.36363636363636)","(19.0, 24.0, 20.823529411764707)","(6.5, 9.0, 8.25)"
16-12-2022 12:44:47.246479,"(3.0, 3.9, 3.7624999999999997)","(4.0, 99999, 99990)","(17.0, 26.0, 23.03125)","(9.0, 16.0, 13.483870967741936)","(3.4, 4.1, 3.933333333333333)","(51.0, 85.0, 66.36363636363636)","(19.0, 24.0, 20.823529411764707)","(6.5, 9.0, 8.25)"
16-12-2022 12:44:48.262530,"(3.0, 3.9, 3.7185185185185183)","(4.0, 99999, 99990)","(17.0, 26.0, 23.03125)","(9.0, 15.5, 14.041666666666666)","(3.4, 4.1, 3.933333333333333)","(51.0, 85.0, 64.5)","(19.0, 24.0, 20.823529411764707)","(6.5, 9.0, 8.25)"
16-12-2022 12:44:49.275818,"(3.0, 3.9, 3.7185185185185183)","(4.0, 99999, 99990)","(17.0, 26.0, 23.03125)","(9.0, 15.5, 13.657894736842104)","(3.4, 4.1, 3.933333333333333)","(51.0, 85.0, 64.5)","(19.0, 24.0, 20.823529411764707)","(6.5, 9.0, 8.571428571428571)"
16-12-2022 12:44:50.270919,"(3.0, 3.85, 3.718)","(4.0, 99999, 99990)","(17.0, 26.0, 23.03125)","(9.0, 15.5, 13.568181818181818)","(3.4, 4.1, 3.9285714285714284)","(51.0, 85.0, 64.5)","(19.0, 24.0, 20.823529411764707)","(6.5, 8.8, 8.246153846153847)"
16-12-2022 12:44:51.350541,"(3.0, 3.85, 3.6948275862068964)","(4.0, 99999, 99990)","(17.0, 26.0, 23.03125)","(9.0, 15.5, 13.462962962962964)","(3.4, 4.1, 3.9451612903225803)","(51.0, 85.0, 66.17647058823529)","(19.0, 24.0, 20.823529411764707)","(6.5, 8.8, 8.4)"
16-12-2022 12:44:52.419055,"(3.0, 3.85, 3.718)","(4.0, 99999, 99990)","(17.0, 26.0, 23.03125)","(9.0, 15.5, 13.462962962962964)","(3.4, 4.1, 3.9451612903225803)","(51.0, 85.0, 66.17647058823529)","(19.0, 24.0, 20.823529411764707)","(6.5, 8.8, 8.4)"
16-12-2022 12:44:53.537270,"(3.0, 3.85, 3.718)","(4.0, 99999, 99990)","(17.0, 26.0, 23.03125)","(9.0, 15.5, 13.735294117647058)","(3.4, 4.1, 3.9451612903225803)","(51.0, 85.0, 66.17647058823529)","(19.0, 24.0, 20.823529411764707)","(6.5, 8.8, 8.246153846153847)"
16-12-2022 12:44:54.562718,"(3.0, 3.85, 3.718)","(4.0, 99999, 99990)","(17.0, 26.0, 23.03125)","(9.0, 15.5, 13.735294117647058)","(3.4, 4.1, 3.9451612903225803)","(51.0, 85.0, 66.17647058823529)","(18.0, 24.0, 20.823529411764707)","(6.5, 8.8, 8.266666666666667)"
16-12-2022 12:44:55.610200,"(3.0, 3.85, 3.718)","(4.0, 99999, 99990)","(17.0, 26.0, 23.03125)","(9.0, 15.5, 13.431034482758621)","(3.4, 4.1, 3.9451612903225803)","(51.0, 85.0, 66.17647058823529)","(18.0, 24.0, 20.823529411764707)","(6.5, 8.8, 8.188235294117646)"
16-12-2022 12:44:56.687854,"(3.0, 3.85, 3.719047619047619)","(4.0, 99999, 99990)","(17.0, 26.0, 23.24137931034483)","(9.0, 15.0, 14.538461538461538)","(3.4, 4.1, 3.9285714285714284)","(51.0, 85.0, 66.17647058823529)","(18.0, 24.0, 20.823529411764707)","(6.5, 8.8, 8.188235294117646)"
16-12-2022 12:44:57.699580,"(3.0, 3.85, 3.8395833333333336)","(4.0, 99999, 99990)","(17.0, 26.0, 23.24137931034483)","(9.0, 15.0, 13.526315789473685)","(3.4, 4.1, 3.9285714285714284)","(51.0, 85.0, 66.17647058823529)","(18.0, 24.0, 20.823529411764707)","(6.5, 8.8, 8.188235294117646)"
16-12-2022 12:44:58.733924,"(3.0, 3.9, 3.7928571428571427)","(4.0, 99999, 99990)","(17.0, 26.0, 23.24137931034483)","(9.0, 15.0, 13.434782608695652)","(3.4, 4.0, 3.9875)","(51.0, 85.0, 66.17647058823529)","(18.0, 24.0, 20.823529411764707)","(6.5, 8.8, 8.077777777777778)"
16-12-2022 12:44:59.748946,"(3.0, 3.9, 3.8166666666666664)","(4.0, 99999, 99990)","(17.0, 26.0, 23.24137931034483)","(9.0, 15.0, 13.714285714285714)","(3.4, 4.0, 3.9875)","(51.0, 80.0, 64.13461538461539)","(18.0, 24.0, 20.823529411764707)","(6.5, 8.8, 8.209090909090909)"
16-12-2022 12:45:00.807505,"(3.0, 3.9, 3.8166666666666664)","(4.0, 99999, 99990)","(17.0, 26.0, 23.24137931034483)","(9.0, 15.0, 13.434782608695652)","(3.4, 4.0, 3.9875)","(51.0, 80.0, 64.13461538461539)","(18.0, 24.0, 20.823529411764707)","(6.5, 8.8, 8.209090909090909)"
