,Jilliby Tina,Spike The Punch,Tackleberry,Showtime Bobby,Flash Fever,Secret Shades,Memory Lane,Juliette Keats
16-12-2022 12:38:41.068284,"(2.8, 4.5, 3.96875)","(4.4, 99999, 99990)","(15.0, 46.0, 24.63157894736842)","(7.5, 14.5, 11.195833333333333)","(3.2, 4.5, 4.115384615384615)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 12.5, 10.455555555555556)"
16-12-2022 12:38:42.137469,"(2.8, 4.5, 4.1)","(4.4, 99999, 99990)","(15.0, 46.0, 24.63157894736842)","(7.5, 14.5, 10.496875)","(3.2, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 11.5, 10.455555555555556)"
16-12-2022 12:38:43.156019,"(2.8, 4.5, 4.1)","(4.4, 99999, 99990)","(15.0, 46.0, 24.63157894736842)","(7.5, 14.5, 12.036538461538463)","(3.2, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 11.5, 8.262222222222222)"
16-12-2022 12:38:44.104206,"(2.8, 4.5, 4.1)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 12.036538461538463)","(3.2, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 11.5, 8.262222222222222)"
16-12-2022 12:38:45.187510,"(2.8, 4.5, 4.1)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 12.036538461538463)","(3.2, 4.5, 4.115384615384615)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 11.5, 8.262222222222222)"
16-12-2022 12:38:46.251373,"(2.8, 4.5, 3.96875)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 12.036538461538463)","(3.2, 4.5, 4.115384615384615)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 11.5, 8.262222222222222)"
16-12-2022 12:38:47.306281,"(2.8, 4.5, 3.96875)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 12.036538461538463)","(3.2, 4.5, 4.115384615384615)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 11.5, 8.262222222222222)"
16-12-2022 12:38:48.385013,"(2.8, 4.5, 3.96875)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 12.036538461538463)","(3.2, 4.5, 4.115384615384615)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 11.5, 8.262222222222222)"
16-12-2022 12:38:49.395500,"(2.8, 4.5, 3.96875)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 12.036538461538463)","(3.2, 4.5, 4.115384615384615)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 11.5, 9.6)"
16-12-2022 12:38:50.470006,"(2.8, 4.5, 3.96875)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 12.036538461538463)","(3.2, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 11.0, 9.677777777777777)"
16-12-2022 12:38:51.578520,"(2.8, 4.5, 4.1)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 12.036538461538463)","(3.2, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 10.5, 9.677777777777777)"
16-12-2022 12:38:52.582070,"(2.8, 4.5, 4.1)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 12.036538461538463)","(3.2, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 10.5, 8.033333333333333)"
16-12-2022 12:38:53.600429,"(2.8, 4.5, 4.1)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 12.036538461538463)","(3.2, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 10.5, 8.033333333333333)"
16-12-2022 12:38:54.644296,"(2.8, 4.5, 3.96875)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 12.036538461538463)","(3.2, 4.5, 4.115384615384615)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 10.5, 8.033333333333333)"
16-12-2022 12:38:55.700929,"(2.8, 4.5, 3.96875)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 12.036538461538463)","(3.2, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 10.5, 9.133333333333333)"
16-12-2022 12:38:56.719788,"(2.8, 4.5, 4.1)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 12.036538461538463)","(3.2, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 8.626086956521739)"
16-12-2022 12:38:57.728976,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 10.96)","(3.2, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 8.626086956521739)"
16-12-2022 12:38:58.721978,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 10.638709677419355)","(3.2, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 8.626086956521739)"
16-12-2022 12:38:59.734152,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 12.692682926829269)","(3.2, 4.5, 4.115384615384615)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:00.716934,"(2.8, 4.6, 4.00625)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 12.692682926829269)","(3.2, 4.5, 4.166666666666667)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:01.756141,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 12.692682926829269)","(3.2, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:02.823049,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 12.692682926829269)","(3.2, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:03.934436,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 12.692682926829269)","(3.2, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:04.991664,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 12.692682926829269)","(3.2, 4.5, 4.115384615384615)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:05.936821,"(2.8, 4.6, 3.8692307692307693)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 12.692682926829269)","(3.2, 4.5, 4.115384615384615)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:06.968918,"(2.8, 4.6, 3.8692307692307693)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 12.692682926829269)","(3.2, 4.5, 4.115384615384615)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:07.987683,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 12.692682926829269)","(3.2, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:08.967040,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 12.692682926829269)","(3.2, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:09.987144,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 12.692682926829269)","(3.2, 4.5, 4.192307692307692)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:11.029874,"(2.8, 4.6, 3.8692307692307693)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 12.692682926829269)","(3.2, 4.5, 4.166666666666667)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:12.012606,"(2.8, 4.6, 3.8692307692307693)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 12.692682926829269)","(3.2, 4.5, 4.166666666666667)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:13.030898,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 12.692682926829269)","(3.2, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:13.984905,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 12.692682926829269)","(3.2, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:14.961989,"(2.8, 4.6, 3.946153846153846)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 12.692682926829269)","(3.2, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:16.058542,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 13.36)","(3.2, 4.5, 4.115384615384615)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:17.072107,"(2.8, 4.6, 3.8692307692307693)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 13.36)","(3.2, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:18.139993,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 13.36)","(3.2, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:19.098939,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 46.0, 32.46666666666667)","(7.5, 14.5, 13.36)","(3.2, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:20.154218,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 36.0, 34.88235294117647)","(7.5, 14.5, 13.36)","(3.2, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:21.175985,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 36.0, 34.88235294117647)","(7.5, 14.5, 13.36)","(3.2, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:22.241700,"(2.8, 4.6, 4.00625)","(4.4, 99999, 99990)","(15.0, 44.0, 37.57142857142857)","(7.5, 14.5, 13.36)","(3.2, 4.6, 4.22)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:23.238737,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 44.0, 37.57142857142857)","(7.5, 14.5, 13.36)","(3.2, 4.6, 4.22)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:24.276454,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 44.0, 33.39285714285714)","(7.5, 14.5, 13.36)","(3.2, 4.6, 4.22)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:25.276288,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 44.0, 33.39285714285714)","(7.5, 14.5, 13.36)","(3.2, 4.6, 4.22)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:26.266186,"(2.8, 4.6, 3.8692307692307693)","(4.4, 99999, 99990)","(15.0, 44.0, 33.39285714285714)","(7.5, 14.5, 13.36)","(3.2, 4.6, 4.125)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:27.455872,"(2.8, 4.6, 4.00625)","(4.4, 99999, 99990)","(15.0, 44.0, 33.39285714285714)","(7.5, 14.5, 13.36)","(3.2, 4.6, 4.125)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:28.446994,"(2.8, 4.6, 4.00625)","(4.4, 99999, 99990)","(15.0, 44.0, 33.39285714285714)","(7.5, 14.5, 13.36)","(3.2, 4.6, 4.125)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:29.435125,"(2.8, 4.6, 4.00625)","(4.4, 99999, 99990)","(15.0, 44.0, 33.39285714285714)","(7.5, 14.5, 13.36)","(3.2, 4.6, 4.125)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:30.548693,"(2.8, 4.6, 4.00625)","(4.4, 99999, 99990)","(15.0, 44.0, 33.39285714285714)","(7.5, 14.5, 13.36)","(3.2, 4.6, 4.125)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:31.521753,"(2.8, 4.6, 4.00625)","(4.4, 99999, 99990)","(15.0, 44.0, 33.39285714285714)","(7.5, 14.5, 13.36)","(3.2, 4.6, 4.125)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:32.551102,"(2.8, 4.6, 4.00625)","(4.4, 99999, 99990)","(15.0, 44.0, 33.39285714285714)","(7.5, 14.5, 13.36)","(3.2, 4.6, 4.125)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:33.660203,"(2.8, 4.6, 4.00625)","(4.4, 99999, 99990)","(15.0, 44.0, 33.39285714285714)","(7.5, 14.5, 13.36)","(3.2, 4.6, 4.125)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:34.648162,"(2.8, 4.6, 4.00625)","(4.4, 99999, 99990)","(15.0, 44.0, 33.39285714285714)","(7.5, 14.5, 13.36)","(3.2, 4.6, 4.125)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:35.654257,"(2.8, 4.6, 4.00625)","(4.4, 99999, 99990)","(15.0, 44.0, 33.39285714285714)","(7.5, 14.5, 13.36)","(3.2, 4.6, 4.125)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:36.669428,"(2.8, 4.6, 4.00625)","(4.4, 99999, 99990)","(15.0, 44.0, 33.39285714285714)","(7.5, 14.5, 13.36)","(3.3, 4.6, 4.125)","(41.0, 150.0, 96.0)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:37.654609,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 44.0, 33.39285714285714)","(7.5, 14.5, 13.36)","(3.3, 4.6, 4.22)","(41.0, 150.0, 96.0)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:38.648075,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 44.0, 33.39285714285714)","(7.5, 14.5, 13.36)","(3.3, 4.6, 4.22)","(41.0, 150.0, 96.0)","(18.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:39.653954,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 44.0, 33.39285714285714)","(7.5, 14.5, 13.36)","(3.3, 4.6, 4.22)","(41.0, 150.0, 96.0)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:40.649147,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 44.0, 33.39285714285714)","(7.5, 14.5, 13.36)","(3.3, 4.6, 4.22)","(41.0, 150.0, 96.0)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.905263157894737)"
16-12-2022 12:39:41.622685,"(2.8, 4.6, 3.8692307692307693)","(4.4, 99999, 99990)","(15.0, 44.0, 33.39285714285714)","(7.5, 14.5, 13.36)","(3.3, 4.6, 4.204166666666667)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.5600000000000005)"
16-12-2022 12:39:42.610128,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 44.0, 33.39285714285714)","(7.5, 14.5, 13.36)","(3.3, 4.6, 4.22)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.5600000000000005)"
16-12-2022 12:39:43.529406,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 44.0, 33.39285714285714)","(7.5, 14.5, 13.36)","(3.3, 4.6, 4.22)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:39:44.562329,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 44.0, 33.39285714285714)","(7.5, 14.5, 13.36)","(3.3, 4.6, 4.22)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:39:45.639454,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 44.0, 33.39285714285714)","(7.5, 14.5, 13.36)","(3.3, 4.6, 4.125)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:39:46.704475,"(2.8, 4.6, 3.8692307692307693)","(4.4, 99999, 99990)","(15.0, 44.0, 33.39285714285714)","(7.5, 14.5, 13.36)","(3.3, 4.6, 4.125)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:39:47.737012,"(2.8, 4.6, 4.00625)","(4.4, 99999, 99990)","(15.0, 44.0, 33.39285714285714)","(7.5, 14.5, 13.36)","(3.3, 4.6, 4.125)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:39:48.839890,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 44.0, 33.39285714285714)","(7.5, 14.5, 13.36)","(3.3, 4.6, 4.204166666666667)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:39:49.895390,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 44.0, 33.39285714285714)","(7.5, 14.5, 13.36)","(3.3, 4.6, 4.204166666666667)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:39:50.967691,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 44.0, 33.39285714285714)","(7.5, 14.5, 13.36)","(3.3, 4.6, 4.125)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:39:51.979206,"(2.8, 4.5, 4.16)","(4.4, 99999, 99990)","(15.0, 44.0, 25.78125)","(7.5, 14.5, 13.36)","(3.3, 4.6, 4.204166666666667)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:39:52.953346,"(2.8, 4.5, 3.9857142857142858)","(4.4, 99999, 99990)","(15.0, 44.0, 30.11904761904762)","(7.5, 14.5, 13.36)","(3.3, 4.6, 4.204166666666667)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:39:54.104155,"(2.8, 4.5, 3.9857142857142858)","(4.4, 99999, 99990)","(15.0, 44.0, 30.11904761904762)","(7.5, 14.5, 13.36)","(3.3, 4.6, 4.204166666666667)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:39:55.181673,"(2.8, 4.5, 3.9857142857142858)","(4.4, 99999, 99990)","(15.0, 44.0, 30.11904761904762)","(7.5, 14.5, 13.36)","(3.3, 4.6, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:39:56.150096,"(2.8, 4.5, 3.9857142857142858)","(4.4, 99999, 99990)","(15.0, 44.0, 34.596774193548384)","(7.5, 14.5, 13.36)","(3.3, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:39:57.178740,"(2.8, 4.5, 3.9899999999999998)","(4.4, 99999, 99990)","(15.0, 44.0, 34.596774193548384)","(7.5, 14.5, 13.36)","(3.3, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:39:58.301707,"(2.8, 4.5, 3.9857142857142858)","(4.4, 99999, 99990)","(15.0, 44.0, 34.596774193548384)","(7.5, 14.5, 13.36)","(3.3, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:39:59.412485,"(2.8, 4.5, 3.9857142857142858)","(4.4, 99999, 99990)","(15.0, 44.0, 34.596774193548384)","(7.5, 14.5, 13.36)","(3.3, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:00.403927,"(2.8, 4.5, 3.9857142857142858)","(4.4, 99999, 99990)","(15.0, 42.0, 37.1)","(7.5, 14.5, 13.36)","(3.3, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:01.426491,"(2.8, 4.5, 3.9857142857142858)","(4.4, 99999, 99990)","(15.0, 42.0, 37.1)","(7.5, 14.5, 13.36)","(3.3, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:02.461421,"(2.8, 4.5, 3.8625)","(4.4, 99999, 99990)","(15.0, 40.0, 37.065217391304344)","(7.5, 14.5, 13.36)","(3.3, 4.5, 4.115384615384615)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:03.479035,"(2.8, 4.5, 3.9857142857142858)","(4.4, 99999, 99990)","(15.0, 40.0, 37.065217391304344)","(7.5, 14.5, 13.36)","(3.3, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:04.458549,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 40.0, 36.25)","(7.5, 14.5, 13.36)","(3.3, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:05.425940,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 40.0, 36.25)","(7.5, 14.5, 13.36)","(3.3, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:06.479731,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.36)","(3.3, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 21.323529411764707)","(7.0, 9.8, 7.933333333333334)"
