,Joan Jet,Big Time Pacman,Chi Lin,Uncle Albert,Redeem A Rapper,Mow Cow
14-12-2022 12:20:26.516461,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 93.75)","(15.0, 85.0, 55.41666666666667)","(4.4, 14.0, 10.32)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:27.569848,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 93.75)","(15.0, 85.0, 55.41666666666667)","(4.4, 14.0, 10.620000000000001)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:28.672840,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 93.75)","(15.0, 85.0, 55.41666666666667)","(4.4, 14.5, 10.620000000000001)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:29.813604,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 220.0, 93.75)","(16.0, 85.0, 55.41666666666667)","(4.6, 14.5, 10.620000000000001)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:30.871633,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 220.0, 93.75)","(16.0, 85.0, 55.41666666666667)","(4.6, 14.5, 10.620000000000001)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:32.052042,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 220.0, 93.75)","(16.0, 85.0, 55.41666666666667)","(4.6, 14.5, 10.620000000000001)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:33.152328,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 220.0, 93.75)","(16.0, 85.0, 55.41666666666667)","(4.6, 14.5, 10.620000000000001)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:34.525774,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 220.0, 93.75)","(16.0, 85.0, 55.41666666666667)","(4.6, 14.5, 10.620000000000001)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:35.669159,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 220.0, 93.75)","(16.0, 85.0, 55.41666666666667)","(4.6, 14.5, 10.620000000000001)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:36.857401,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 220.0, 93.75)","(16.0, 85.0, 55.41666666666667)","(4.6, 14.5, 10.620000000000001)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:38.132674,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 220.0, 93.75)","(16.0, 85.0, 55.41666666666667)","(4.6, 14.5, 10.620000000000001)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:39.299494,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 220.0, 93.75)","(16.0, 85.0, 55.41666666666667)","(4.6, 14.5, 10.620000000000001)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:40.491006,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 220.0, 93.75)","(16.0, 85.0, 55.41666666666667)","(4.6, 14.5, 10.620000000000001)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:41.645308,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 220.0, 93.75)","(16.0, 85.0, 55.41666666666667)","(4.6, 14.5, 10.620000000000001)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:42.799031,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 220.0, 93.75)","(16.0, 85.0, 55.41666666666667)","(4.6, 14.5, 10.620000000000001)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:44.026424,"(26.0, 250.0, 61.666666666666664)","(1.6, 1.82, 1.7650000000000001)","(21.0, 220.0, 93.75)","(16.0, 85.0, 55.41666666666667)","(4.6, 14.5, 10.620000000000001)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:45.124291,"(26.0, 250.0, 61.666666666666664)","(1.6, 1.82, 1.7650000000000001)","(21.0, 220.0, 93.75)","(16.0, 85.0, 55.41666666666667)","(4.6, 14.5, 10.620000000000001)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:46.443709,"(26.0, 250.0, 61.666666666666664)","(1.6, 1.82, 1.7650000000000001)","(21.0, 220.0, 93.75)","(16.0, 85.0, 55.41666666666667)","(4.6, 14.5, 10.620000000000001)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:47.599315,"(26.0, 250.0, 61.666666666666664)","(1.6, 1.82, 1.7650000000000001)","(21.0, 220.0, 93.75)","(16.0, 85.0, 55.41666666666667)","(4.6, 14.5, 8.25)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:48.771910,"(26.0, 250.0, 61.666666666666664)","(1.6, 1.82, 1.7650000000000001)","(21.0, 220.0, 93.75)","(16.0, 85.0, 55.41666666666667)","(4.6, 14.0, 8.25)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:49.946954,"(26.0, 250.0, 61.666666666666664)","(1.6, 1.82, 1.7650000000000001)","(21.0, 220.0, 93.75)","(16.0, 85.0, 55.41666666666667)","(4.6, 14.0, 8.25)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:51.151898,"(26.0, 250.0, 61.666666666666664)","(1.6, 1.82, 1.7650000000000001)","(21.0, 220.0, 93.75)","(16.0, 85.0, 55.41666666666667)","(4.6, 14.0, 8.25)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:52.380943,"(26.0, 250.0, 61.666666666666664)","(1.6, 1.82, 1.7650000000000001)","(21.0, 220.0, 93.75)","(16.0, 85.0, 55.41666666666667)","(4.6, 14.0, 8.25)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:53.745403,"(26.0, 250.0, 61.666666666666664)","(1.6, 1.82, 1.7650000000000001)","(21.0, 220.0, 93.75)","(16.0, 85.0, 55.41666666666667)","(4.6, 14.0, 8.25)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:54.893370,"(26.0, 250.0, 61.666666666666664)","(1.6, 1.82, 1.7650000000000001)","(21.0, 220.0, 93.75)","(16.0, 85.0, 55.41666666666667)","(4.6, 14.0, 8.25)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:56.025979,"(26.0, 250.0, 61.666666666666664)","(1.6, 1.82, 1.7650000000000001)","(21.0, 220.0, 93.75)","(16.0, 85.0, 55.41666666666667)","(4.6, 14.0, 8.25)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:57.130924,"(26.0, 250.0, 61.666666666666664)","(1.6, 1.82, 1.7650000000000001)","(21.0, 220.0, 93.75)","(16.0, 85.0, 55.41666666666667)","(4.6, 14.0, 8.25)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:58.322442,"(26.0, 250.0, 61.666666666666664)","(1.6, 1.82, 1.7650000000000001)","(21.0, 220.0, 93.75)","(16.0, 85.0, 55.41666666666667)","(4.6, 14.0, 8.399999999999999)","(3.9, 6.4, 5.4192307692307695)"
14-12-2022 12:20:59.520818,"(26.0, 250.0, 61.666666666666664)","(1.6, 1.82, 1.7650000000000001)","(21.0, 130.0, 60.0)","(16.0, 85.0, 55.41666666666667)","(4.6, 12.0, 8.399999999999999)","(3.9, 6.4, 5.4192307692307695)"
14-12-2022 12:21:00.998736,"(26.0, 250.0, 61.666666666666664)","(1.6, 1.82, 1.7650000000000001)","(21.0, 130.0, 60.0)","(16.0, 85.0, 55.41666666666667)","(4.6, 12.0, 8.399999999999999)","(3.9, 6.4, 5.4192307692307695)"
14-12-2022 12:21:02.304845,"(26.0, 250.0, 61.666666666666664)","(1.6, 1.82, 1.7650000000000001)","(21.0, 130.0, 60.0)","(16.0, 85.0, 55.41666666666667)","(4.6, 12.0, 8.399999999999999)","(3.9, 6.4, 5.4192307692307695)"
14-12-2022 12:21:03.538906,"(26.0, 250.0, 61.666666666666664)","(1.6, 1.82, 1.7650000000000001)","(21.0, 130.0, 60.0)","(16.0, 85.0, 55.41666666666667)","(4.6, 12.0, 8.399999999999999)","(3.9, 6.4, 5.4192307692307695)"
14-12-2022 12:21:04.674467,"(26.0, 250.0, 61.666666666666664)","(1.6, 1.82, 1.7650000000000001)","(21.0, 130.0, 60.0)","(16.0, 85.0, 55.41666666666667)","(4.6, 12.0, 8.399999999999999)","(3.9, 6.4, 5.4192307692307695)"
14-12-2022 12:21:05.921950,"(26.0, 250.0, 61.666666666666664)","(1.6, 1.82, 1.7650000000000001)","(21.0, 130.0, 60.0)","(16.0, 85.0, 55.41666666666667)","(4.6, 12.0, 6.15)","(3.9, 6.4, 5.4192307692307695)"
14-12-2022 12:21:07.179819,"(26.0, 250.0, 61.666666666666664)","(1.6, 1.82, 1.7650000000000001)","(21.0, 130.0, 60.0)","(16.0, 85.0, 55.41666666666667)","(4.6, 12.0, 6.15)","(3.9, 6.4, 5.4192307692307695)"
14-12-2022 12:21:08.528199,"(26.0, 250.0, 61.666666666666664)","(1.6, 1.82, 1.7650000000000001)","(21.0, 130.0, 60.0)","(16.0, 85.0, 55.41666666666667)","(4.6, 12.0, 6.15)","(3.9, 6.4, 5.4192307692307695)"
14-12-2022 12:21:09.726828,"(26.0, 250.0, 61.666666666666664)","(1.6, 1.82, 1.7650000000000001)","(21.0, 130.0, 60.0)","(16.0, 85.0, 55.41666666666667)","(4.6, 12.0, 6.15)","(3.9, 6.4, 5.4192307692307695)"
14-12-2022 12:21:10.948424,"(26.0, 250.0, 61.666666666666664)","(1.6, 1.82, 1.7650000000000001)","(21.0, 130.0, 60.0)","(16.0, 85.0, 55.41666666666667)","(4.6, 12.0, 6.15)","(3.9, 6.4, 5.4192307692307695)"
14-12-2022 12:21:12.240629,"(26.0, 250.0, 61.666666666666664)","(1.6, 1.82, 1.7650000000000001)","(21.0, 130.0, 60.0)","(16.0, 85.0, 55.41666666666667)","(4.6, 12.0, 6.235714285714286)","(3.9, 6.4, 4.605555555555556)"
14-12-2022 12:21:13.504633,"(26.0, 250.0, 61.666666666666664)","(1.6, 1.82, 1.7650000000000001)","(21.0, 130.0, 60.0)","(16.0, 85.0, 55.41666666666667)","(4.6, 11.5, 8.52)","(3.9, 6.4, 5.73)"
14-12-2022 12:21:14.767924,"(26.0, 250.0, 61.666666666666664)","(1.6, 1.82, 1.7650000000000001)","(21.0, 130.0, 60.0)","(16.0, 85.0, 55.41666666666667)","(4.6, 11.0, 8.52)","(3.9, 6.2, 5.300000000000001)"
14-12-2022 12:21:16.086043,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 130.0, 60.0)","(16.0, 85.0, 55.41666666666667)","(4.6, 11.0, 7.671428571428571)","(3.9, 6.2, 5.300000000000001)"
14-12-2022 12:21:17.355394,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 130.0, 60.0)","(16.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 5.300000000000001)"
14-12-2022 12:21:18.633551,"(26.0, 260.0, 167.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 130.0, 60.0)","(16.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 5.300000000000001)"
14-12-2022 12:21:19.992673,"(26.0, 310.0, 167.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 130.0, 60.0)","(16.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 5.300000000000001)"
14-12-2022 12:21:21.317897,"(26.0, 310.0, 162.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 130.0, 60.0)","(16.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 5.300000000000001)"
14-12-2022 12:21:22.630621,"(26.0, 300.0, 162.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 130.0, 32.4375)","(16.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 5.300000000000001)"
14-12-2022 12:21:23.911025,"(26.0, 300.0, 162.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 130.0, 58.0)","(16.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 5.300000000000001)"
14-12-2022 12:21:25.075226,"(26.0, 300.0, 162.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 110.0, 58.0)","(16.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 5.300000000000001)"
14-12-2022 12:21:26.431099,"(26.0, 300.0, 162.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 110.0, 24.25)","(16.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 5.300000000000001)"
14-12-2022 12:21:27.857613,"(26.0, 300.0, 162.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 40.0, 24.25)","(16.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 4.733333333333333)"
14-12-2022 12:21:29.321604,"(26.0, 300.0, 208.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 38.0, 25.666666666666668)","(16.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 4.733333333333333)"
14-12-2022 12:21:30.785466,"(26.0, 300.0, 208.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 38.0, 25.666666666666668)","(16.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 4.733333333333333)"
14-12-2022 12:21:32.069979,"(26.0, 300.0, 208.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 38.0, 25.666666666666668)","(16.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 4.733333333333333)"
14-12-2022 12:21:33.191231,"(26.0, 300.0, 208.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 38.0, 21.55)","(16.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 4.733333333333333)"
14-12-2022 12:21:34.325704,"(26.0, 300.0, 208.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 40.0, 32.17391304347826)","(16.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 4.733333333333333)"
14-12-2022 12:21:35.604335,"(26.0, 300.0, 208.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 40.0, 32.17391304347826)","(16.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 4.733333333333333)"
14-12-2022 12:21:36.838873,"(26.0, 300.0, 208.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 40.0, 32.17391304347826)","(16.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 4.733333333333333)"
14-12-2022 12:21:38.112580,"(26.0, 300.0, 208.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 40.0, 32.17391304347826)","(16.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 4.733333333333333)"
14-12-2022 12:21:39.542483,"(26.0, 300.0, 208.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 40.0, 32.17391304347826)","(16.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 4.733333333333333)"
14-12-2022 12:21:40.848604,"(26.0, 300.0, 208.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 40.0, 32.17391304347826)","(16.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 4.733333333333333)"
14-12-2022 12:21:42.169962,"(26.0, 300.0, 208.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 40.0, 32.17391304347826)","(16.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 4.733333333333333)"
14-12-2022 12:21:43.678263,"(26.0, 300.0, 208.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 40.0, 32.17391304347826)","(16.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 4.733333333333333)"
14-12-2022 12:21:45.037615,"(26.0, 300.0, 208.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 40.0, 32.17391304347826)","(16.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 4.733333333333333)"
14-12-2022 12:21:46.387996,"(26.0, 300.0, 208.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 40.0, 32.17391304347826)","(16.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 4.733333333333333)"
14-12-2022 12:21:47.638104,"(26.0, 300.0, 208.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 40.0, 32.17391304347826)","(16.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 4.733333333333333)"
14-12-2022 12:21:48.887796,"(26.0, 300.0, 208.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 40.0, 32.17391304347826)","(16.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 4.733333333333333)"
14-12-2022 12:21:50.062969,"(26.0, 300.0, 208.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 40.0, 25.75)","(16.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 4.733333333333333)"
14-12-2022 12:21:51.302079,"(26.0, 300.0, 208.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 40.0, 27.785714285714285)","(16.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 4.733333333333333)"
14-12-2022 12:21:52.515850,"(26.0, 300.0, 208.0)","(1.6, 1.82, 1.7650000000000001)","(21.0, 40.0, 27.785714285714285)","(16.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 4.733333333333333)"
14-12-2022 12:21:53.768545,"(26.0, 300.0, 208.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 40.0, 27.785714285714285)","(15.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 4.733333333333333)"
14-12-2022 12:21:54.929426,"(26.0, 300.0, 208.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 40.0, 27.785714285714285)","(15.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 4.733333333333333)"
14-12-2022 12:21:56.088348,"(26.0, 300.0, 208.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 40.0, 27.785714285714285)","(15.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 4.733333333333333)"
14-12-2022 12:21:57.291644,"(26.0, 300.0, 208.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 40.0, 27.785714285714285)","(15.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 4.733333333333333)"
14-12-2022 12:21:58.444315,"(26.0, 300.0, 208.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 40.0, 27.785714285714285)","(15.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 4.733333333333333)"
14-12-2022 12:21:59.599607,"(26.0, 300.0, 208.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 40.0, 27.785714285714285)","(15.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 4.733333333333333)"
14-12-2022 12:22:00.732508,"(26.0, 300.0, 208.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 40.0, 27.785714285714285)","(15.0, 85.0, 55.41666666666667)","(4.6, 11.5, 7.671428571428571)","(3.9, 6.2, 4.733333333333333)"
14-12-2022 12:22:01.969626,"(26.0, 300.0, 208.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 40.0, 27.785714285714285)","(15.0, 85.0, 55.41666666666667)","(4.6, 11.5, 5.977777777777778)","(3.9, 6.2, 4.4818181818181815)"
14-12-2022 12:22:03.202607,"(26.0, 290.0, 78.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 38.0, 34.8)","(15.0, 85.0, 29.0)","(4.6, 11.5, 9.05)","(3.9, 6.2, 5.340909090909091)"
14-12-2022 12:22:04.329585,"(26.0, 290.0, 78.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 36.0, 34.44444444444444)","(15.0, 85.0, 29.0)","(4.6, 11.5, 6.67)","(3.9, 6.2, 5.340909090909091)"
14-12-2022 12:22:05.683134,"(26.0, 290.0, 78.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 36.0, 34.44444444444444)","(15.0, 85.0, 29.0)","(4.6, 11.5, 6.67)","(3.9, 6.2, 5.340909090909091)"
14-12-2022 12:22:07.029746,"(26.0, 290.0, 78.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 36.0, 33.6)","(15.0, 85.0, 29.0)","(4.6, 11.5, 6.67)","(3.9, 6.2, 5.340909090909091)"
14-12-2022 12:22:08.341897,"(26.0, 290.0, 78.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 36.0, 33.6)","(15.0, 85.0, 29.0)","(4.6, 11.5, 6.67)","(3.9, 6.2, 5.340909090909091)"
14-12-2022 12:22:09.713375,"(26.0, 290.0, 78.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 36.0, 33.6)","(15.0, 85.0, 29.0)","(4.6, 11.5, 6.7333333333333325)","(3.9, 6.2, 5.4)"
14-12-2022 12:22:11.120168,"(26.0, 290.0, 78.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 36.0, 33.6)","(15.0, 85.0, 29.0)","(4.6, 11.0, 6.076923076923077)","(3.9, 6.0, 5.05)"
14-12-2022 12:22:12.542292,"(26.0, 290.0, 78.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 36.0, 33.6)","(15.0, 85.0, 29.0)","(4.6, 11.0, 6.076923076923077)","(3.9, 6.0, 4.982142857142857)"
14-12-2022 12:22:13.912702,"(26.0, 290.0, 78.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 36.0, 33.6)","(15.0, 85.0, 29.0)","(4.6, 11.0, 6.076923076923077)","(3.9, 6.0, 4.982142857142857)"
14-12-2022 12:22:15.150816,"(26.0, 290.0, 78.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 36.0, 33.6)","(15.0, 85.0, 29.0)","(4.6, 11.0, 6.076923076923077)","(3.9, 6.0, 4.982142857142857)"
14-12-2022 12:22:16.351482,"(26.0, 290.0, 78.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 36.0, 33.6)","(15.0, 85.0, 29.0)","(4.6, 11.0, 6.076923076923077)","(3.9, 6.0, 4.982142857142857)"
14-12-2022 12:22:17.580253,"(26.0, 290.0, 78.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 36.0, 33.6)","(15.0, 85.0, 29.0)","(4.6, 11.0, 6.076923076923077)","(3.9, 6.0, 4.982142857142857)"
14-12-2022 12:22:18.834406,"(26.0, 290.0, 78.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 36.0, 33.6)","(15.0, 85.0, 29.0)","(4.6, 11.0, 6.076923076923077)","(3.9, 6.0, 4.982142857142857)"
14-12-2022 12:22:19.999749,"(26.0, 290.0, 78.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 36.0, 33.6)","(15.0, 85.0, 29.0)","(4.6, 11.0, 6.076923076923077)","(3.9, 6.0, 4.982142857142857)"
14-12-2022 12:22:21.182631,"(26.0, 290.0, 78.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 36.0, 33.6)","(15.0, 85.0, 29.0)","(4.6, 11.0, 6.076923076923077)","(3.9, 6.0, 4.982142857142857)"
14-12-2022 12:22:22.404656,"(26.0, 290.0, 78.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 36.0, 33.6)","(15.0, 85.0, 29.0)","(4.6, 11.0, 6.076923076923077)","(3.9, 6.0, 4.982142857142857)"
14-12-2022 12:22:23.600967,"(26.0, 290.0, 184.39999999999998)","(1.6, 1.82, 1.7650000000000001)","(20.0, 36.0, 33.6)","(15.0, 85.0, 29.0)","(4.6, 11.0, 6.076923076923077)","(3.9, 6.0, 4.982142857142857)"
14-12-2022 12:22:24.996252,"(26.0, 290.0, 194.0)","(1.6, 1.82, 1.7344444444444445)","(21.0, 36.0, 32.21052631578947)","(16.0, 85.0, 45.285714285714285)","(4.6, 7.8, 6.621052631578947)","(3.9, 6.0, 4.982142857142857)"
14-12-2022 12:22:26.278092,"(26.0, 290.0, 194.0)","(1.6, 1.82, 1.7344444444444445)","(21.0, 36.0, 32.21052631578947)","(16.0, 85.0, 52.29411764705882)","(4.6, 7.8, 6.621052631578947)","(3.9, 6.0, 5.136363636363637)"
14-12-2022 12:22:27.600383,"(26.0, 290.0, 194.0)","(1.6, 1.82, 1.7344444444444445)","(21.0, 36.0, 32.21052631578947)","(16.0, 85.0, 52.29411764705882)","(4.6, 7.8, 6.75)","(3.9, 6.0, 5.22972972972973)"
14-12-2022 12:22:29.020135,"(26.0, 290.0, 194.0)","(1.6, 1.82, 1.7344444444444445)","(21.0, 36.0, 32.21052631578947)","(16.0, 85.0, 52.29411764705882)","(4.6, 7.2, 6.846153846153847)","(3.9, 6.0, 5.22972972972973)"
14-12-2022 12:22:30.285323,"(26.0, 290.0, 79.6)","(1.6, 1.82, 1.7607692307692309)","(21.0, 36.0, 32.21052631578947)","(16.0, 85.0, 52.29411764705882)","(4.6, 7.4, 6.843478260869565)","(3.9, 6.0, 5.136363636363637)"
14-12-2022 12:22:31.541917,"(26.0, 290.0, 114.66666666666667)","(1.6, 1.82, 1.7607692307692309)","(21.0, 36.0, 32.869565217391305)","(16.0, 85.0, 52.29411764705882)","(4.6, 7.0, 6.6521739130434785)","(3.9, 6.0, 4.3125)"
14-12-2022 12:22:32.710606,"(26.0, 290.0, 139.71428571428572)","(1.6, 1.82, 1.7607692307692309)","(21.0, 36.0, 32.869565217391305)","(16.0, 85.0, 52.29411764705882)","(4.6, 7.0, 6.6521739130434785)","(3.9, 6.0, 4.3500000000000005)"
14-12-2022 12:22:33.954481,"(26.0, 290.0, 185.2)","(1.6, 1.82, 1.7561538461538462)","(21.0, 36.0, 32.869565217391305)","(16.0, 85.0, 50.75)","(4.6, 7.0, 6.6923076923076925)","(3.9, 6.0, 4.3500000000000005)"
14-12-2022 12:22:35.191217,"(26.0, 290.0, 194.72727272727272)","(1.6, 1.81, 1.7850000000000001)","(21.0, 36.0, 32.869565217391305)","(16.0, 85.0, 74.22727272727272)","(4.6, 7.0, 6.529411764705882)","(3.9, 6.0, 4.3500000000000005)"
14-12-2022 12:22:36.343450,"(26.0, 290.0, 194.72727272727272)","(1.6, 1.81, 1.7850000000000001)","(21.0, 36.0, 32.869565217391305)","(16.0, 80.0, 74.22727272727272)","(4.6, 7.0, 6.529411764705882)","(3.9, 6.0, 4.835294117647059)"
14-12-2022 12:22:37.554327,"(26.0, 290.0, 194.72727272727272)","(1.6, 1.81, 1.7850000000000001)","(21.0, 36.0, 32.869565217391305)","(16.0, 75.0, 66.17857142857143)","(4.6, 6.8, 5.989473684210527)","(3.9, 6.0, 5.089285714285714)"
