,Wandering Star,Know Gloating,Impressive Sonic,Mysterious Lady,Goldstar Justice,Barbaras Angel,Mine Hunter,Feeling Fancy
15-12-2022 14:38:13.090349,"(2.7, 3.35, 3.328214285714286)","(5.0, 7.4, 6.4)","(18.0, 23.0, 18.210526315789473)","(8.0, 13.5, 11.866666666666667)","(21.0, 90.0, 53.45454545454545)","(9.0, 11.5, 10.8)","(3.6, 7.6, 6.757894736842105)","(9.0, 12.5, 11.5)"
15-12-2022 14:38:14.078094,"(2.7, 3.35, 3.2075)","(5.0, 7.4, 6.4)","(17.0, 23.0, 18.210526315789473)","(8.5, 13.5, 11.884615384615385)","(21.0, 90.0, 53.45454545454545)","(9.0, 11.5, 10.8)","(3.7, 7.6, 6.933333333333334)","(10.0, 12.5, 11.5)"
15-12-2022 14:38:15.108327,"(2.7, 3.35, 3.236)","(5.0, 7.4, 6.4)","(17.0, 23.0, 18.210526315789473)","(8.5, 13.5, 12.0)","(21.0, 90.0, 53.45454545454545)","(9.0, 11.5, 10.8)","(3.7, 7.6, 6.5280000000000005)","(10.0, 12.5, 11.4125)"
15-12-2022 14:38:16.125936,"(2.7, 3.35, 3.236)","(5.0, 7.4, 6.4)","(17.0, 23.0, 18.210526315789473)","(8.5, 13.5, 12.0)","(21.0, 90.0, 53.45454545454545)","(9.0, 11.5, 10.8)","(3.7, 7.2, 6.173333333333334)","(10.0, 12.5, 10.715384615384615)"
15-12-2022 14:38:17.147003,"(2.7, 3.35, 3.293)","(5.0, 7.4, 6.4)","(17.0, 23.0, 18.210526315789473)","(8.5, 13.5, 12.0)","(21.0, 90.0, 53.45454545454545)","(9.0, 11.5, 10.8)","(3.7, 7.2, 5.34375)","(10.0, 12.5, 10.715384615384615)"
15-12-2022 14:38:18.243917,"(2.7, 3.35, 3.3111111111111113)","(5.0, 7.4, 6.4)","(17.0, 23.0, 18.210526315789473)","(8.5, 13.5, 12.0)","(21.0, 90.0, 53.45454545454545)","(9.0, 11.5, 10.28888888888889)","(3.7, 7.2, 6.0120000000000005)","(10.0, 12.5, 10.715384615384615)"
15-12-2022 14:38:19.269128,"(2.7, 3.35, 3.3111111111111113)","(5.0, 7.4, 6.4625)","(17.0, 23.0, 18.210526315789473)","(8.5, 13.5, 12.0)","(21.0, 90.0, 53.45454545454545)","(9.0, 11.0, 10.28888888888889)","(3.7, 7.2, 6.0120000000000005)","(10.0, 12.5, 10.715384615384615)"
15-12-2022 14:38:20.279843,"(2.7, 3.35, 3.325)","(5.0, 7.4, 6.4625)","(17.0, 23.0, 18.210526315789473)","(8.5, 13.5, 12.0)","(21.0, 90.0, 53.45454545454545)","(9.0, 11.0, 10.28888888888889)","(3.7, 7.2, 6.0120000000000005)","(10.0, 12.5, 10.715384615384615)"
15-12-2022 14:38:21.292000,"(2.7, 3.35, 3.325)","(5.0, 7.4, 6.4625)","(17.0, 23.0, 18.210526315789473)","(8.5, 13.5, 10.875)","(21.0, 90.0, 53.45454545454545)","(9.0, 11.0, 10.28888888888889)","(3.7, 7.2, 6.0120000000000005)","(10.0, 12.5, 10.715384615384615)"
15-12-2022 14:38:22.299038,"(2.7, 3.35, 3.325)","(5.0, 7.4, 6.4625)","(17.0, 23.0, 18.210526315789473)","(8.5, 13.5, 11.884615384615385)","(21.0, 90.0, 53.45454545454545)","(9.0, 11.0, 10.28888888888889)","(3.7, 7.2, 6.0120000000000005)","(10.0, 12.5, 10.715384615384615)"
15-12-2022 14:38:23.279157,"(2.7, 3.35, 3.331578947368421)","(5.0, 7.4, 6.4625)","(17.0, 23.0, 18.210526315789473)","(8.5, 13.5, 11.884615384615385)","(21.0, 90.0, 53.45454545454545)","(9.0, 11.0, 10.28888888888889)","(3.7, 7.2, 6.21)","(10.0, 12.5, 10.715384615384615)"
15-12-2022 14:38:24.354535,"(2.7, 3.35, 3.275)","(5.0, 7.4, 6.4625)","(17.0, 23.0, 18.210526315789473)","(8.5, 13.5, 11.884615384615385)","(21.0, 90.0, 53.45454545454545)","(9.0, 11.0, 10.28888888888889)","(3.7, 7.2, 5.9)","(10.0, 12.5, 10.405555555555555)"
15-12-2022 14:38:25.385511,"(2.7, 3.35, 3.275)","(5.0, 7.4, 6.4625)","(17.0, 23.0, 18.210526315789473)","(8.5, 13.5, 12.333333333333334)","(21.0, 90.0, 53.45454545454545)","(9.0, 11.0, 10.28888888888889)","(3.7, 7.2, 6.405555555555556)","(10.0, 12.5, 10.405555555555555)"
15-12-2022 14:38:26.413553,"(2.7, 3.35, 3.275)","(5.0, 7.4, 6.4625)","(17.0, 23.0, 18.210526315789473)","(8.5, 13.5, 12.333333333333334)","(21.0, 90.0, 53.45454545454545)","(9.0, 11.0, 10.28888888888889)","(3.7, 7.2, 6.405555555555556)","(10.0, 12.5, 10.405555555555555)"
15-12-2022 14:38:27.552491,"(2.7, 3.35, 3.275)","(5.0, 7.4, 6.4625)","(17.0, 23.0, 18.210526315789473)","(8.5, 13.5, 12.333333333333334)","(21.0, 90.0, 53.45454545454545)","(9.0, 11.0, 10.28888888888889)","(3.7, 7.2, 6.1)","(10.0, 12.5, 10.405555555555555)"
15-12-2022 14:38:28.631457,"(2.7, 3.35, 3.275)","(5.0, 7.2, 6.5636363636363635)","(17.0, 23.0, 18.210526315789473)","(8.5, 13.5, 12.333333333333334)","(21.0, 90.0, 53.45454545454545)","(9.0, 11.0, 10.28888888888889)","(3.7, 7.2, 6.1)","(10.0, 12.5, 10.405555555555555)"
15-12-2022 14:38:29.777453,"(2.7, 3.35, 3.275)","(5.0, 7.2, 6.550000000000001)","(17.0, 23.0, 18.210526315789473)","(8.5, 13.5, 12.333333333333334)","(21.0, 90.0, 64.33333333333334)","(9.0, 11.0, 10.28888888888889)","(3.7, 7.2, 6.1)","(10.0, 12.5, 10.405555555555555)"
15-12-2022 14:38:30.907995,"(2.7, 3.35, 3.275)","(5.0, 7.2, 6.550000000000001)","(17.0, 23.0, 18.210526315789473)","(8.5, 13.5, 12.333333333333334)","(21.0, 85.0, 64.33333333333334)","(9.0, 11.0, 10.28888888888889)","(3.7, 7.2, 6.1)","(10.0, 12.5, 10.405555555555555)"
15-12-2022 14:38:32.057307,"(2.7, 3.35, 3.3)","(5.0, 7.2, 6.550000000000001)","(17.0, 23.0, 19.5)","(8.5, 13.5, 12.333333333333334)","(21.0, 85.0, 64.33333333333334)","(9.0, 11.0, 10.28888888888889)","(3.7, 7.2, 6.1)","(10.0, 12.5, 10.405555555555555)"
15-12-2022 14:38:33.256505,"(2.7, 3.35, 3.3)","(5.0, 7.2, 6.333333333333334)","(17.0, 23.0, 19.5)","(8.5, 13.5, 12.333333333333334)","(21.0, 85.0, 81.0)","(9.0, 11.0, 10.28888888888889)","(3.7, 7.2, 6.446153846153846)","(10.0, 12.5, 10.405555555555555)"
15-12-2022 14:38:34.383820,"(2.7, 3.35, 3.3227272727272728)","(5.0, 7.2, 6.333333333333334)","(17.0, 23.0, 19.5)","(8.5, 13.5, 12.333333333333334)","(21.0, 110.0, 82.23076923076923)","(9.0, 11.0, 10.28888888888889)","(3.7, 7.0, 6.446153846153846)","(10.0, 12.5, 10.405555555555555)"
15-12-2022 14:38:35.431530,"(2.7, 3.35, 3.3227272727272728)","(5.0, 7.2, 6.325)","(17.0, 23.0, 19.5)","(8.5, 13.5, 12.333333333333334)","(21.0, 100.0, 82.23076923076923)","(9.0, 11.0, 10.28888888888889)","(3.7, 7.0, 5.85)","(10.0, 12.5, 10.405555555555555)"
15-12-2022 14:38:36.443534,"(2.7, 3.35, 3.3227272727272728)","(5.0, 7.2, 6.2)","(17.0, 23.0, 19.5)","(8.5, 13.5, 12.333333333333334)","(21.0, 100.0, 82.23076923076923)","(9.0, 11.0, 10.28888888888889)","(3.7, 7.0, 5.24)","(10.0, 12.5, 10.405555555555555)"
15-12-2022 14:38:37.568263,"(2.7, 3.35, 3.3227272727272728)","(5.0, 7.2, 6.2)","(17.0, 23.0, 19.5)","(8.5, 13.5, 12.333333333333334)","(21.0, 100.0, 82.23076923076923)","(9.0, 11.0, 10.28888888888889)","(3.7, 7.0, 5.944)","(10.0, 12.5, 10.405555555555555)"
15-12-2022 14:38:38.891488,"(2.7, 3.35, 3.33)","(5.0, 7.2, 6.2250000000000005)","(17.0, 23.0, 19.5)","(8.5, 13.0, 12.285714285714286)","(21.0, 100.0, 68.29411764705883)","(9.0, 11.0, 10.28888888888889)","(3.7, 7.0, 5.673684210526316)","(10.0, 12.5, 10.405555555555555)"
15-12-2022 14:38:40.140863,"(2.7, 3.35, 3.33)","(5.0, 7.2, 6.2250000000000005)","(17.0, 23.0, 19.5)","(8.5, 13.0, 12.285714285714286)","(21.0, 100.0, 68.29411764705883)","(9.0, 11.0, 10.28888888888889)","(3.7, 7.0, 5.673684210526316)","(10.0, 12.5, 10.405555555555555)"
15-12-2022 14:38:41.200664,"(2.7, 3.35, 3.33)","(5.0, 7.2, 6.3428571428571425)","(17.0, 23.0, 19.5)","(8.5, 13.0, 12.285714285714286)","(21.0, 100.0, 68.29411764705883)","(9.0, 11.0, 10.28888888888889)","(3.7, 6.8, 5.54)","(10.0, 12.5, 10.405555555555555)"
15-12-2022 14:38:42.269922,"(2.7, 3.35, 3.33)","(5.0, 7.2, 6.533333333333333)","(17.0, 23.0, 19.5)","(8.5, 13.0, 12.285714285714286)","(21.0, 100.0, 68.29411764705883)","(9.0, 10.5, 10.011111111111111)","(3.7, 6.6, 5.96)","(10.0, 13.0, 11.72)"
15-12-2022 14:38:43.362668,"(2.7, 3.35, 3.33)","(5.0, 7.2, 6.533333333333333)","(17.0, 23.0, 19.043478260869566)","(8.5, 13.0, 12.285714285714286)","(21.0, 100.0, 68.29411764705883)","(9.0, 10.5, 10.011111111111111)","(3.7, 6.6, 5.96)","(10.0, 13.0, 11.72)"
15-12-2022 14:38:44.562642,"(2.7, 3.35, 3.33)","(5.0, 7.2, 6.533333333333333)","(17.0, 23.0, 19.043478260869566)","(8.5, 13.0, 12.285714285714286)","(21.0, 100.0, 68.29411764705883)","(9.0, 10.5, 10.011111111111111)","(3.7, 6.6, 5.96)","(10.0, 13.0, 11.72)"
15-12-2022 14:38:45.761271,"(2.7, 3.35, 3.33)","(5.0, 7.2, 6.533333333333333)","(17.0, 23.0, 19.043478260869566)","(8.5, 13.0, 12.285714285714286)","(20.0, 100.0, 68.29411764705883)","(9.0, 10.5, 10.011111111111111)","(3.9, 6.6, 5.96)","(9.0, 14.0, 11.666666666666666)"
15-12-2022 14:38:46.934643,"(2.7, 3.35, 3.33)","(5.0, 7.2, 6.3428571428571425)","(17.0, 23.0, 19.043478260869566)","(8.5, 13.0, 12.285714285714286)","(20.0, 100.0, 68.29411764705883)","(9.0, 10.5, 10.011111111111111)","(3.9, 6.6, 5.96)","(9.0, 14.0, 11.666666666666666)"
15-12-2022 14:38:48.139657,"(2.7, 3.35, 3.3200000000000003)","(5.0, 7.2, 6.3428571428571425)","(17.0, 23.0, 19.142857142857142)","(8.5, 13.0, 12.285714285714286)","(20.0, 100.0, 68.29411764705883)","(9.0, 10.5, 10.011111111111111)","(3.9, 6.6, 5.96)","(9.0, 14.0, 11.666666666666666)"
15-12-2022 14:38:49.479543,"(2.7, 3.35, 3.3200000000000003)","(5.0, 7.2, 6.3428571428571425)","(17.0, 22.0, 17.875)","(8.5, 13.0, 12.285714285714286)","(20.0, 100.0, 68.29411764705883)","(9.0, 10.5, 10.011111111111111)","(3.9, 6.6, 5.75625)","(9.0, 14.0, 11.200000000000001)"
15-12-2022 14:38:50.601597,"(2.7, 3.35, 3.3200000000000003)","(5.0, 7.2, 6.3428571428571425)","(17.0, 22.0, 17.875)","(8.5, 13.0, 12.285714285714286)","(20.0, 100.0, 68.29411764705883)","(9.0, 10.5, 10.011111111111111)","(3.9, 6.6, 5.957142857142856)","(9.0, 14.0, 11.200000000000001)"
15-12-2022 14:38:51.716045,"(2.7, 3.35, 3.3200000000000003)","(5.0, 7.2, 6.485714285714286)","(17.0, 22.0, 17.36842105263158)","(8.5, 13.0, 12.285714285714286)","(20.0, 100.0, 68.29411764705883)","(9.0, 10.5, 10.011111111111111)","(3.9, 6.6, 5.957142857142856)","(9.0, 14.0, 11.200000000000001)"
15-12-2022 14:38:52.797380,"(2.7, 3.35, 3.3200000000000003)","(5.0, 7.2, 6.644444444444445)","(17.0, 22.0, 17.470588235294116)","(8.5, 13.0, 12.285714285714286)","(20.0, 100.0, 68.29411764705883)","(9.0, 10.5, 10.011111111111111)","(3.9, 6.6, 5.957142857142856)","(9.0, 14.0, 11.200000000000001)"
15-12-2022 14:38:53.808299,"(2.7, 3.35, 3.3200000000000003)","(5.0, 7.2, 6.644444444444445)","(17.0, 22.0, 18.818181818181817)","(8.5, 13.0, 12.285714285714286)","(20.0, 100.0, 68.29411764705883)","(9.0, 10.5, 10.011111111111111)","(3.9, 6.6, 5.957142857142856)","(9.0, 14.0, 11.666666666666666)"
15-12-2022 14:38:54.769487,"(2.7, 3.35, 3.3200000000000003)","(5.0, 7.2, 6.644444444444445)","(17.0, 22.0, 18.818181818181817)","(8.5, 13.0, 12.285714285714286)","(20.0, 100.0, 68.29411764705883)","(9.0, 10.5, 10.036842105263158)","(3.9, 6.6, 5.92258064516129)","(9.0, 14.0, 11.375)"
15-12-2022 14:38:55.762549,"(2.7, 3.35, 3.33)","(5.0, 7.2, 6.73125)","(17.0, 22.0, 18.73913043478261)","(8.5, 13.0, 12.21875)","(20.0, 100.0, 71.63157894736841)","(9.0, 10.5, 10.036842105263158)","(3.9, 6.6, 5.704)","(9.0, 14.0, 11.375)"
15-12-2022 14:38:56.721070,"(2.7, 3.35, 3.33)","(5.0, 7.2, 6.73125)","(17.0, 21.0, 18.88235294117647)","(8.5, 13.0, 12.21875)","(20.0, 100.0, 71.63157894736841)","(9.0, 10.5, 10.036842105263158)","(3.9, 6.6, 5.704)","(9.0, 14.0, 11.375)"
15-12-2022 14:38:57.773234,"(2.7, 3.35, 3.33)","(5.0, 7.2, 6.6230769230769235)","(17.0, 21.0, 19.285714285714285)","(8.5, 13.0, 12.21875)","(20.0, 100.0, 71.63157894736841)","(9.0, 10.5, 10.036842105263158)","(3.9, 6.6, 5.704)","(9.0, 14.0, 11.375)"
15-12-2022 14:38:58.874247,"(2.7, 3.35, 3.33)","(5.0, 7.2, 6.6230769230769235)","(17.0, 21.0, 18.0)","(8.5, 13.0, 12.21875)","(20.0, 100.0, 69.2)","(9.0, 10.5, 10.036842105263158)","(3.9, 6.6, 5.94)","(9.0, 14.0, 11.375)"
15-12-2022 14:38:59.907388,"(2.7, 3.35, 3.33)","(5.0, 7.2, 6.6230769230769235)","(17.0, 21.0, 18.0)","(8.5, 13.0, 12.21875)","(20.0, 100.0, 73.82352941176471)","(9.0, 10.5, 10.036842105263158)","(3.9, 6.2, 5.52)","(9.0, 14.0, 11.375)"
15-12-2022 14:39:00.939772,"(2.7, 3.3, 3.175)","(5.0, 7.2, 6.6230769230769235)","(17.0, 21.0, 18.0)","(8.5, 13.0, 12.21875)","(20.0, 95.0, 57.56)","(9.0, 10.5, 10.036842105263158)","(3.9, 6.0, 5.230434782608696)","(9.0, 14.0, 10.850000000000001)"
15-12-2022 14:39:01.925968,"(2.7, 3.3, 3.175)","(5.0, 7.2, 6.723809523809524)","(17.0, 21.0, 18.0)","(8.5, 13.0, 12.21875)","(20.0, 95.0, 57.56)","(9.0, 10.5, 10.036842105263158)","(3.9, 5.9, 5.230434782608696)","(9.0, 14.0, 10.850000000000001)"
15-12-2022 14:39:02.951207,"(2.7, 3.3, 3.175)","(5.0, 7.2, 6.723809523809524)","(17.0, 21.0, 18.0)","(8.5, 13.0, 12.21875)","(20.0, 95.0, 57.56)","(9.0, 10.5, 10.036842105263158)","(3.9, 5.9, 5.230434782608696)","(9.0, 14.0, 10.850000000000001)"
15-12-2022 14:39:03.920637,"(2.7, 3.3, 3.2096774193548385)","(5.0, 7.2, 6.723809523809524)","(17.0, 21.0, 17.818181818181817)","(8.5, 13.0, 12.21875)","(20.0, 95.0, 59.0)","(9.0, 10.5, 10.036842105263158)","(3.9, 5.9, 5.230434782608696)","(9.0, 14.0, 11.0)"
15-12-2022 14:39:04.995194,"(2.7, 3.3, 3.2222222222222223)","(5.0, 7.2, 6.723809523809524)","(17.0, 21.0, 18.22222222222222)","(8.5, 13.0, 11.966666666666667)","(20.0, 95.0, 59.0)","(9.0, 10.5, 10.036842105263158)","(3.9, 5.9, 4.84)","(9.0, 14.0, 11.0)"
15-12-2022 14:39:06.013218,"(2.7, 3.3, 3.2222222222222223)","(5.0, 7.2, 6.800000000000001)","(17.0, 21.0, 18.22222222222222)","(8.5, 12.5, 11.966666666666667)","(20.0, 95.0, 59.0)","(9.0, 10.5, 10.036842105263158)","(3.9, 5.8, 4.9375)","(9.0, 14.0, 11.0)"
15-12-2022 14:39:07.048339,"(2.7, 3.3, 3.2363636363636363)","(5.0, 7.2, 6.903703703703704)","(17.0, 21.0, 18.22222222222222)","(8.5, 12.5, 11.875)","(20.0, 110.0, 89.36842105263159)","(9.0, 10.5, 10.036842105263158)","(3.7, 5.2, 4.7625)","(9.0, 14.0, 11.0)"
15-12-2022 14:39:08.001057,"(2.7, 3.25, 3.225)","(5.0, 7.2, 6.903703703703704)","(17.0, 21.0, 18.22222222222222)","(8.5, 12.5, 11.875)","(20.0, 120.0, 89.36842105263159)","(9.0, 10.5, 9.84)","(3.7, 5.2, 5.047826086956522)","(9.0, 14.0, 12.105263157894736)"
15-12-2022 14:39:09.127187,"(2.7, 3.25, 3.225)","(5.0, 7.2, 6.903703703703704)","(17.0, 21.0, 18.22222222222222)","(8.5, 12.5, 11.875)","(20.0, 120.0, 89.36842105263159)","(9.0, 10.0, 9.84)","(3.7, 5.2, 5.047826086956522)","(9.0, 14.0, 12.105263157894736)"
15-12-2022 14:39:10.194872,"(2.7, 3.25, 3.225)","(5.0, 7.2, 6.903703703703704)","(17.0, 21.0, 18.22222222222222)","(8.5, 12.5, 11.875)","(20.0, 120.0, 89.36842105263159)","(9.0, 10.0, 9.84)","(3.7, 5.2, 5.0600000000000005)","(9.0, 14.0, 12.105263157894736)"
15-12-2022 14:39:11.219009,"(2.7, 3.25, 3.225)","(5.0, 7.2, 6.969230769230769)","(17.0, 21.0, 17.5625)","(8.5, 12.5, 11.875)","(20.0, 120.0, 79.55)","(9.0, 10.0, 9.84)","(3.7, 5.2, 5.027272727272727)","(9.0, 14.0, 12.105263157894736)"
15-12-2022 14:39:12.234694,"(2.7, 3.25, 3.225)","(5.0, 7.2, 6.969230769230769)","(17.0, 21.0, 17.153846153846153)","(8.5, 12.5, 11.875)","(20.0, 110.0, 79.55)","(9.0, 10.0, 9.84)","(3.7, 5.1, 5.027272727272727)","(9.0, 14.0, 12.56)"
15-12-2022 14:39:13.259830,"(2.7, 3.25, 3.225)","(5.5, 7.2, 6.969230769230769)","(16.0, 21.0, 17.153846153846153)","(8.5, 12.5, 11.875)","(20.0, 110.0, 79.55)","(8.5, 10.0, 9.84)","(3.9, 5.1, 5.0)","(8.5, 14.0, 12.56)"
15-12-2022 14:39:14.317248,"(2.7, 3.3, 3.2363636363636363)","(5.5, 7.2, 6.9)","(16.0, 21.0, 16.416666666666668)","(8.5, 12.5, 11.875)","(20.0, 110.0, 79.55)","(8.5, 10.0, 9.84)","(3.9, 5.1, 5.0)","(8.5, 14.0, 12.56)"
15-12-2022 14:39:15.331167,"(2.7, 3.3, 3.2363636363636363)","(5.5, 7.2, 6.9)","(16.0, 21.0, 17.470588235294116)","(8.5, 12.5, 11.875)","(20.0, 110.0, 79.55)","(8.5, 10.0, 9.84)","(3.9, 5.1, 5.0)","(8.5, 14.0, 12.56)"
15-12-2022 14:39:16.338084,"(2.7, 3.3, 3.2363636363636363)","(5.5, 7.2, 6.9)","(16.0, 21.0, 17.470588235294116)","(8.5, 12.5, 11.875)","(20.0, 110.0, 79.55)","(8.5, 10.0, 9.84)","(3.9, 5.1, 5.053846153846154)","(8.5, 14.0, 11.882352941176471)"
15-12-2022 14:39:17.392664,"(2.7, 3.3, 3.234375)","(5.5, 7.2, 6.678260869565218)","(16.0, 21.0, 18.272727272727273)","(8.5, 12.5, 12.192307692307693)","(20.0, 110.0, 79.55)","(8.5, 10.0, 9.84)","(3.9, 5.1, 5.053846153846154)","(8.5, 14.0, 11.882352941176471)"
15-12-2022 14:39:18.473085,"(2.7, 3.3, 3.243243243243243)","(5.5, 7.2, 6.8)","(16.0, 21.0, 19.095238095238095)","(8.5, 12.5, 13.25)","(20.0, 110.0, 103.78571428571429)","(8.5, 10.0, 9.84)","(3.9, 5.1, 5.027586206896552)","(8.5, 14.0, 11.923076923076923)"
15-12-2022 14:39:19.606189,"(2.7, 3.3, 3.2624999999999997)","(5.5, 7.2, 6.82962962962963)","(16.0, 21.0, 19.095238095238095)","(8.5, 13.5, 13.25)","(20.0, 110.0, 81.33333333333334)","(8.5, 10.0, 9.84)","(3.9, 5.1, 5.053846153846154)","(8.5, 14.0, 11.714285714285714)"
15-12-2022 14:39:20.739202,"(2.7, 3.3, 3.2624999999999997)","(5.5, 7.2, 6.82962962962963)","(16.0, 21.0, 19.095238095238095)","(8.5, 13.5, 13.25)","(20.0, 110.0, 100.44444444444444)","(8.5, 10.0, 9.84)","(3.9, 5.1, 5.016)","(8.5, 13.5, 12.666666666666666)"
15-12-2022 14:39:21.813019,"(2.7, 3.3, 3.2624999999999997)","(5.5, 7.2, 6.82962962962963)","(16.0, 21.0, 19.095238095238095)","(8.5, 13.5, 13.038461538461538)","(20.0, 110.0, 100.44444444444444)","(8.5, 10.0, 9.84)","(3.9, 5.1, 5.016)","(8.5, 13.5, 12.666666666666666)"
15-12-2022 14:39:23.218033,"(2.7, 3.3, 3.2624999999999997)","(5.5, 7.2, 6.82962962962963)","(16.0, 21.0, 19.095238095238095)","(8.5, 13.5, 13.041666666666668)","(20.0, 110.0, 103.85714285714286)","(8.5, 10.0, 9.84)","(4.0, 5.1, 5.016)","(8.5, 13.5, 12.11111111111111)"
15-12-2022 14:39:24.339383,"(2.7, 3.3, 3.2624999999999997)","(5.5, 7.2, 6.82962962962963)","(16.0, 21.0, 19.095238095238095)","(8.5, 14.5, 13.041666666666668)","(20.0, 110.0, 103.85714285714286)","(8.5, 10.0, 9.84)","(4.0, 5.1, 4.992857142857143)","(8.5, 13.5, 12.607142857142858)"
15-12-2022 14:39:25.410128,"(2.7, 3.3, 3.2624999999999997)","(5.5, 7.2, 6.765217391304348)","(16.0, 21.0, 19.095238095238095)","(8.5, 14.5, 13.470588235294118)","(20.0, 110.0, 105.47368421052632)","(8.5, 10.0, 9.84)","(4.0, 5.1, 5.045454545454545)","(8.5, 13.5, 13.1875)"
15-12-2022 14:39:26.477864,"(2.7, 3.3, 3.2624999999999997)","(5.5, 7.2, 6.765217391304348)","(16.0, 21.0, 19.095238095238095)","(8.5, 14.5, 13.470588235294118)","(20.0, 110.0, 105.47368421052632)","(8.5, 10.0, 9.84)","(4.0, 5.1, 5.016)","(8.5, 13.5, 12.842105263157894)"
15-12-2022 14:39:27.616954,"(2.7, 3.3, 3.2624999999999997)","(5.5, 7.2, 6.765217391304348)","(16.0, 21.0, 19.095238095238095)","(8.5, 14.5, 12.90909090909091)","(20.0, 110.0, 105.47368421052632)","(8.5, 10.0, 9.84)","(4.0, 5.1, 5.033333333333333)","(8.5, 13.5, 13.1875)"
15-12-2022 14:39:28.739386,"(2.7, 3.3, 3.2624999999999997)","(5.5, 7.2, 6.800000000000001)","(16.0, 21.0, 19.095238095238095)","(8.5, 14.5, 12.90909090909091)","(20.0, 110.0, 105.47368421052632)","(8.5, 10.0, 9.84)","(4.0, 5.2, 5.033333333333333)","(8.5, 13.5, 13.1875)"
15-12-2022 14:39:29.868652,"(2.7, 3.3, 3.2624999999999997)","(5.5, 7.2, 6.892307692307693)","(16.0, 21.0, 19.095238095238095)","(8.5, 14.5, 13.961538461538462)","(20.0, 110.0, 105.47368421052632)","(8.5, 10.0, 9.84)","(4.0, 5.2, 5.033333333333333)","(8.5, 13.5, 12.956521739130435)"
15-12-2022 14:39:30.902590,"(2.7, 3.85, 3.761764705882353)","(5.5, 7.2, 6.892307692307693)","(16.0, 21.0, 19.095238095238095)","(8.5, 14.5, 13.961538461538462)","(20.0, 110.0, 105.47368421052632)","(8.5, 10.0, 9.84)","(4.0, 5.2, 5.062068965517241)","(8.5, 13.5, 13.166666666666666)"
15-12-2022 14:39:32.057909,"(2.7, 3.75, 3.57)","(5.5, 7.2, 6.628571428571429)","(16.0, 21.0, 16.0)","(8.5, 14.5, 13.75)","(20.0, 110.0, 105.47368421052632)","(8.5, 10.0, 9.84)","(4.0, 5.2, 5.062068965517241)","(8.5, 13.5, 12.805555555555555)"
15-12-2022 14:39:33.284979,"(2.7, 3.75, 3.5055555555555555)","(5.5, 7.2, 6.765217391304348)","(16.0, 21.0, 17.08823529411765)","(8.5, 14.5, 13.833333333333332)","(20.0, 110.0, 105.47368421052632)","(8.5, 10.0, 9.84)","(4.0, 5.2, 5.114285714285715)","(8.5, 13.5, 12.805555555555555)"
15-12-2022 14:39:34.312191,"(2.7, 3.75, 3.573529411764706)","(5.5, 7.2, 6.765217391304348)","(16.0, 20.0, 17.08823529411765)","(8.5, 14.5, 13.833333333333332)","(20.0, 110.0, 105.47368421052632)","(8.5, 10.0, 9.84)","(4.0, 5.2, 5.114285714285715)","(8.5, 13.5, 13.166666666666666)"
15-12-2022 14:39:35.306504,"(2.7, 3.75, 3.5637931034482757)","(5.5, 7.2, 6.658333333333333)","(16.0, 20.0, 18.5)","(8.5, 14.5, 13.833333333333332)","(20.0, 110.0, 105.47368421052632)","(8.5, 10.0, 9.84)","(4.0, 5.2, 5.114285714285715)","(8.5, 13.5, 12.805555555555555)"
15-12-2022 14:39:36.341598,"(2.7, 3.75, 3.558)","(5.0, 7.2, 6.658333333333333)","(15.0, 20.0, 18.5)","(8.5, 14.5, 13.833333333333332)","(19.0, 110.0, 105.47368421052632)","(8.5, 10.0, 9.84)","(4.0, 5.2, 5.08235294117647)","(8.5, 13.5, 13.166666666666666)"
15-12-2022 14:39:37.350781,"(2.7, 3.75, 3.55)","(5.0, 7.2, 6.658333333333333)","(15.0, 20.0, 18.22222222222222)","(8.5, 14.5, 14.071428571428571)","(19.0, 110.0, 105.47368421052632)","(8.5, 10.0, 9.84)","(4.0, 5.2, 5.152380952380953)","(8.5, 13.5, 13.166666666666666)"
15-12-2022 14:39:38.446594,"(2.7, 3.7, 3.6500000000000004)","(5.0, 7.2, 6.658333333333333)","(15.0, 20.0, 18.03125)","(8.5, 14.5, 14.038461538461538)","(19.0, 110.0, 105.47368421052632)","(8.5, 10.0, 9.84)","(4.0, 5.4, 5.2)","(8.5, 13.5, 12.805555555555555)"
15-12-2022 14:39:39.591804,"(2.8, 3.7, 3.6)","(5.5, 7.2, 6.658333333333333)","(15.0, 20.0, 18.03125)","(9.0, 14.5, 14.038461538461538)","(20.0, 110.0, 105.47368421052632)","(8.5, 10.0, 9.84)","(4.0, 5.5, 5.2)","(8.5, 13.5, 13.166666666666666)"
15-12-2022 14:39:40.678111,"(2.8, 3.7, 3.5833333333333335)","(5.5, 7.2, 6.658333333333333)","(15.0, 20.0, 18.03125)","(9.0, 14.5, 14.038461538461538)","(20.0, 110.0, 105.47368421052632)","(8.5, 10.0, 9.84)","(4.0, 5.5, 5.2)","(8.5, 13.5, 12.805555555555555)"
15-12-2022 14:39:41.784117,"(2.8, 3.7, 3.5833333333333335)","(5.5, 7.2, 6.55)","(15.0, 19.5, 18.375)","(9.0, 14.5, 14.038461538461538)","(20.0, 110.0, 104.625)","(8.5, 10.0, 9.84)","(4.0, 5.5, 5.2)","(8.5, 13.5, 12.805555555555555)"
