,Kempton Bale,Call The Fairies,Hokkaido Miss,Micks Kimmy,Iverson,Joffas Liberty,Impress Scarlett,Who Knows Chloe
15,"[datetime.datetime(2022, 11, 28, 16, 5, 25, 304174), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 5, 25, 304174), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 5, 25, 304174), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 16, 5, 25, 304174), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 5, 25, 304174), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 5, 25, 304174), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 5, 25, 304174), 3.9, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 25, 304174), 21.0, 170.0]"
16,"[datetime.datetime(2022, 11, 28, 16, 5, 26, 453762), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 5, 26, 453762), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 5, 26, 453762), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 16, 5, 26, 453762), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 5, 26, 453762), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 5, 26, 453762), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 5, 26, 453762), 3.9, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 26, 453762), 21.0, 170.0]"
17,"[datetime.datetime(2022, 11, 28, 16, 5, 27, 586556), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 5, 27, 586556), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 5, 27, 586556), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 16, 5, 27, 586556), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 5, 27, 586556), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 5, 27, 586556), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 5, 27, 586556), 3.9, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 27, 586556), 21.0, 170.0]"
18,"[datetime.datetime(2022, 11, 28, 16, 5, 28, 812002), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 5, 28, 812002), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 5, 28, 812002), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 16, 5, 28, 812002), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 5, 28, 812002), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 5, 28, 812002), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 5, 28, 812002), 3.9, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 28, 812002), 21.0, 170.0]"
19,"[datetime.datetime(2022, 11, 28, 16, 5, 29, 963082), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 5, 29, 963082), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 5, 29, 963082), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 16, 5, 29, 963082), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 5, 29, 963082), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 5, 29, 963082), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 5, 29, 963082), 3.9, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 29, 963082), 21.0, 170.0]"
20,"[datetime.datetime(2022, 11, 28, 16, 5, 31, 153442), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 5, 31, 153442), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 5, 31, 153442), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 16, 5, 31, 153442), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 5, 31, 153442), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 5, 31, 153442), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 5, 31, 153442), 3.9, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 31, 153442), 21.0, 170.0]"
21,"[datetime.datetime(2022, 11, 28, 16, 5, 32, 313121), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 5, 32, 313121), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 5, 32, 313121), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 16, 5, 32, 313121), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 5, 32, 313121), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 5, 32, 313121), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 5, 32, 313121), 3.9, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 32, 313121), 21.0, 170.0]"
22,"[datetime.datetime(2022, 11, 28, 16, 5, 33, 454802), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 5, 33, 454802), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 5, 33, 454802), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 16, 5, 33, 454802), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 5, 33, 454802), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 5, 33, 454802), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 5, 33, 454802), 3.9, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 33, 454802), 21.0, 170.0]"
23,"[datetime.datetime(2022, 11, 28, 16, 5, 34, 594664), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 5, 34, 594664), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 5, 34, 594664), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 16, 5, 34, 594664), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 5, 34, 594664), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 5, 34, 594664), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 5, 34, 594664), 3.9, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 34, 594664), 21.0, 170.0]"
24,"[datetime.datetime(2022, 11, 28, 16, 5, 35, 786179), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 5, 35, 786179), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 5, 35, 786179), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 16, 5, 35, 786179), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 5, 35, 786179), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 5, 35, 786179), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 5, 35, 786179), 3.9, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 35, 786179), 21.0, 170.0]"
25,"[datetime.datetime(2022, 11, 28, 16, 5, 36, 950840), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 5, 36, 950840), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 5, 36, 950840), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 16, 5, 36, 950840), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 5, 36, 950840), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 5, 36, 950840), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 5, 36, 950840), 3.9, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 36, 950840), 21.0, 170.0]"
26,"[datetime.datetime(2022, 11, 28, 16, 5, 38, 81415), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 5, 38, 81415), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 5, 38, 81415), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 16, 5, 38, 81415), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 5, 38, 81415), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 5, 38, 81415), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 5, 38, 81415), 3.9, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 38, 81415), 21.0, 170.0]"
27,"[datetime.datetime(2022, 11, 28, 16, 5, 39, 215494), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 5, 39, 215494), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 5, 39, 215494), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 16, 5, 39, 215494), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 5, 39, 215494), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 5, 39, 215494), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 5, 39, 215494), 3.9, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 39, 215494), 21.0, 170.0]"
28,"[datetime.datetime(2022, 11, 28, 16, 5, 40, 345452), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 5, 40, 345452), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 5, 40, 345452), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 16, 5, 40, 345452), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 5, 40, 345452), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 5, 40, 345452), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 5, 40, 345452), 3.9, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 40, 345452), 21.0, 170.0]"
29,"[datetime.datetime(2022, 11, 28, 16, 5, 41, 475828), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 5, 41, 475828), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 5, 41, 475828), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 16, 5, 41, 475828), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 5, 41, 475828), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 5, 41, 475828), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 5, 41, 475828), 3.9, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 41, 475828), 21.0, 170.0]"
30,"[datetime.datetime(2022, 11, 28, 16, 5, 42, 605192), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 5, 42, 605192), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 5, 42, 605192), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 16, 5, 42, 605192), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 5, 42, 605192), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 5, 42, 605192), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 5, 42, 605192), 3.9, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 42, 605192), 21.0, 170.0]"
31,"[datetime.datetime(2022, 11, 28, 16, 5, 43, 741152), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 5, 43, 741152), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 5, 43, 741152), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 16, 5, 43, 741152), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 5, 43, 741152), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 5, 43, 741152), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 5, 43, 741152), 3.9, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 43, 741152), 21.0, 170.0]"
32,"[datetime.datetime(2022, 11, 28, 16, 5, 44, 871682), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 5, 44, 871682), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 5, 44, 871682), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 16, 5, 44, 871682), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 5, 44, 871682), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 5, 44, 871682), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 5, 44, 871682), 3.9, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 44, 871682), 21.0, 170.0]"
33,"[datetime.datetime(2022, 11, 28, 16, 5, 46, 2488), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 5, 46, 2488), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 5, 46, 2488), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 16, 5, 46, 2488), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 5, 46, 2488), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 5, 46, 2488), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 5, 46, 2488), 3.9, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 46, 2488), 21.0, 170.0]"
34,"[datetime.datetime(2022, 11, 28, 16, 5, 47, 141028), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 5, 47, 141028), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 5, 47, 141028), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 16, 5, 47, 141028), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 5, 47, 141028), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 5, 47, 141028), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 5, 47, 141028), 3.9, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 47, 141028), 21.0, 170.0]"
35,"[datetime.datetime(2022, 11, 28, 16, 5, 48, 272336), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 5, 48, 272336), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 5, 48, 272336), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 16, 5, 48, 272336), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 5, 48, 272336), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 5, 48, 272336), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 5, 48, 272336), 3.9, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 48, 272336), 21.0, 170.0]"
36,"[datetime.datetime(2022, 11, 28, 16, 5, 49, 414310), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 5, 49, 414310), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 5, 49, 414310), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 16, 5, 49, 414310), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 5, 49, 414310), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 5, 49, 414310), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 5, 49, 414310), 3.9, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 49, 414310), 21.0, 170.0]"
37,"[datetime.datetime(2022, 11, 28, 16, 5, 50, 543987), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 5, 50, 543987), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 5, 50, 543987), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 16, 5, 50, 543987), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 5, 50, 543987), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 5, 50, 543987), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 5, 50, 543987), 3.9, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 50, 543987), 21.0, 170.0]"
38,"[datetime.datetime(2022, 11, 28, 16, 5, 51, 678091), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 5, 51, 678091), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 5, 51, 678091), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 16, 5, 51, 678091), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 5, 51, 678091), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 5, 51, 678091), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 5, 51, 678091), 3.9, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 51, 678091), 21.0, 170.0]"
39,"[datetime.datetime(2022, 11, 28, 16, 5, 52, 827750), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 5, 52, 827750), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 5, 52, 827750), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 16, 5, 52, 827750), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 5, 52, 827750), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 5, 52, 827750), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 5, 52, 827750), 3.9, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 52, 827750), 21.0, 170.0]"
