,Up There Billy,Aston Carlos,Curls Victory,Woodside Zulu,Dash Home,Just Buffy,Denzell Bale
10-01-2023 12:09:20.581092,"(3.7, 4.8, 4.366666666666666)","(7.0, 20.0, 16.75)","(1.65, 2.08, 1.9366666666666668)","(8.0, 18.5, 16.833333333333332)","(18.0, 42.0, 31.142857142857142)","(20.0, 55.0, 36.14285714285714)","(17.0, 42.0, 29.75)"
10-01-2023 12:09:21.739132,"(3.7, 4.8, 4.366666666666666)","(7.0, 20.0, 16.75)","(1.65, 2.08, 1.9366666666666668)","(8.0, 18.5, 16.833333333333332)","(18.0, 42.0, 31.142857142857142)","(20.0, 55.0, 36.14285714285714)","(17.0, 42.0, 29.75)"
10-01-2023 12:09:22.871461,"(3.7, 4.8, 4.294444444444444)","(7.0, 20.0, 16.75)","(1.65, 2.1, 1.8107142857142857)","(8.0, 18.5, 16.833333333333332)","(18.0, 42.0, 31.142857142857142)","(20.0, 55.0, 36.14285714285714)","(17.0, 42.0, 29.75)"
10-01-2023 12:09:24.003454,"(3.7, 4.8, 4.294444444444444)","(7.0, 20.0, 16.75)","(1.65, 2.1, 1.8107142857142857)","(8.0, 18.5, 16.833333333333332)","(18.0, 42.0, 31.142857142857142)","(20.0, 55.0, 36.14285714285714)","(17.0, 42.0, 29.75)"
10-01-2023 12:09:25.052333,"(3.7, 4.8, 4.294444444444444)","(7.0, 20.0, 16.75)","(1.65, 2.1, 1.891578947368421)","(8.0, 18.5, 16.833333333333332)","(18.0, 42.0, 31.142857142857142)","(20.0, 55.0, 36.14285714285714)","(17.0, 42.0, 29.75)"
10-01-2023 12:09:26.024197,"(3.7, 4.8, 4.294444444444444)","(7.0, 20.0, 15.666666666666666)","(1.65, 2.1, 1.848)","(8.0, 18.5, 16.833333333333332)","(18.0, 42.0, 31.142857142857142)","(20.0, 55.0, 36.14285714285714)","(17.0, 42.0, 29.75)"
10-01-2023 12:09:27.017342,"(3.7, 4.8, 4.294444444444444)","(7.0, 20.0, 15.666666666666666)","(1.65, 2.1, 1.86)","(8.0, 18.5, 16.833333333333332)","(18.0, 42.0, 31.142857142857142)","(20.0, 55.0, 36.14285714285714)","(17.0, 42.0, 29.75)"
10-01-2023 12:09:28.027573,"(3.7, 4.8, 4.294444444444444)","(7.0, 20.0, 15.666666666666666)","(1.65, 2.1, 2.040508474576271)","(8.0, 18.5, 16.833333333333332)","(18.0, 42.0, 31.142857142857142)","(20.0, 55.0, 36.14285714285714)","(17.0, 42.0, 29.75)"
10-01-2023 12:09:29.086152,"(3.7, 4.8, 4.294444444444444)","(7.0, 20.0, 15.666666666666666)","(1.65, 2.1, 2.040508474576271)","(8.0, 18.5, 16.833333333333332)","(18.0, 42.0, 31.142857142857142)","(20.0, 55.0, 36.14285714285714)","(17.0, 42.0, 29.75)"
10-01-2023 12:09:30.058404,"(3.7, 4.8, 4.294444444444444)","(7.0, 20.0, 15.666666666666666)","(1.65, 2.1, 2.040508474576271)","(8.0, 18.5, 16.833333333333332)","(18.0, 42.0, 31.142857142857142)","(20.0, 55.0, 36.14285714285714)","(17.0, 42.0, 29.75)"
10-01-2023 12:09:31.048405,"(3.7, 4.8, 4.294444444444444)","(7.0, 20.0, 15.666666666666666)","(1.65, 2.1, 2.040508474576271)","(8.0, 18.5, 16.833333333333332)","(18.0, 42.0, 31.142857142857142)","(20.0, 55.0, 36.14285714285714)","(17.0, 42.0, 29.75)"
10-01-2023 12:09:32.065811,"(3.7, 4.8, 4.15)","(7.0, 20.0, 15.666666666666666)","(1.65, 2.08, 1.9676785714285714)","(8.0, 18.5, 16.833333333333332)","(18.0, 42.0, 31.142857142857142)","(20.0, 55.0, 36.14285714285714)","(17.0, 42.0, 29.75)"
10-01-2023 12:09:33.129670,"(3.7, 4.8, 4.533333333333333)","(7.0, 20.0, 18.823529411764707)","(1.65, 1.98, 1.968076923076923)","(8.0, 19.0, 15.333333333333334)","(18.0, 42.0, 31.142857142857142)","(20.0, 55.0, 36.14285714285714)","(17.0, 42.0, 38.875)"
10-01-2023 12:09:34.268005,"(3.7, 4.8, 4.544)","(7.0, 20.0, 17.88888888888889)","(1.65, 1.98, 1.8013559322033899)","(8.0, 19.0, 15.333333333333334)","(18.0, 42.0, 31.142857142857142)","(20.0, 55.0, 36.14285714285714)","(17.0, 42.0, 38.875)"
10-01-2023 12:09:35.412625,"(3.7, 4.8, 4.177777777777777)","(7.0, 20.0, 16.6)","(1.65, 1.96, 1.9488461538461537)","(8.0, 19.0, 15.7)","(18.0, 42.0, 31.142857142857142)","(20.0, 55.0, 36.14285714285714)","(17.0, 42.0, 37.2)"
10-01-2023 12:09:36.572841,"(3.7, 4.8, 4.216666666666667)","(7.0, 20.0, 18.0)","(1.65, 1.96, 1.7557142857142856)","(8.0, 19.0, 15.7)","(18.0, 42.0, 31.142857142857142)","(20.0, 55.0, 36.14285714285714)","(17.0, 42.0, 39.33333333333333)"
10-01-2023 12:09:37.596706,"(3.7, 4.8, 4.6)","(7.0, 20.0, 18.6)","(1.65, 1.91, 1.676)","(8.0, 19.0, 15.7)","(18.0, 42.0, 31.142857142857142)","(20.0, 55.0, 36.14285714285714)","(17.0, 42.0, 39.33333333333333)"
10-01-2023 12:09:38.649774,"(3.7, 4.8, 4.618181818181818)","(7.0, 20.0, 18.6)","(1.65, 1.91, 1.676)","(8.0, 19.0, 15.7)","(18.0, 42.0, 31.142857142857142)","(20.0, 55.0, 36.14285714285714)","(17.0, 42.0, 37.3)"
10-01-2023 12:09:39.587002,"(3.7, 4.8, 4.618181818181818)","(7.0, 20.0, 18.6)","(1.65, 1.91, 1.676)","(8.0, 19.0, 15.7)","(18.0, 42.0, 31.142857142857142)","(20.0, 55.0, 36.14285714285714)","(17.0, 42.0, 38.714285714285715)"
10-01-2023 12:09:40.611112,"(3.7, 4.8, 4.618181818181818)","(7.0, 20.0, 18.6)","(1.65, 1.88, 1.79375)","(8.0, 19.0, 15.7)","(18.0, 42.0, 31.142857142857142)","(20.0, 55.0, 36.14285714285714)","(17.0, 42.0, 38.714285714285715)"
10-01-2023 12:09:41.623107,"(3.7, 4.8, 4.742857142857143)","(7.0, 20.0, 18.6)","(1.65, 1.87, 1.6724489795918367)","(8.0, 19.0, 15.7)","(18.0, 42.0, 31.142857142857142)","(20.0, 55.0, 36.14285714285714)","(17.0, 42.0, 40.125)"
10-01-2023 12:09:42.687849,"(3.7, 4.8, 4.742857142857143)","(7.0, 20.0, 18.6)","(1.65, 1.87, 1.6683333333333332)","(8.0, 20.0, 17.833333333333332)","(18.0, 42.0, 31.142857142857142)","(20.0, 55.0, 36.714285714285715)","(17.0, 38.0, 32.333333333333336)"
10-01-2023 12:09:43.722502,"(3.7, 4.9, 4.666666666666667)","(7.0, 20.0, 18.6)","(1.65, 1.84, 1.7042857142857142)","(8.0, 19.5, 17.3)","(18.0, 42.0, 31.142857142857142)","(20.0, 55.0, 36.714285714285715)","(17.0, 38.0, 32.333333333333336)"
10-01-2023 12:09:44.790220,"(3.7, 4.9, 4.666666666666667)","(7.0, 20.0, 18.6)","(1.65, 1.82, 1.747142857142857)","(8.0, 19.5, 17.85)","(18.0, 42.0, 31.142857142857142)","(20.0, 55.0, 36.714285714285715)","(17.0, 38.0, 32.333333333333336)"
10-01-2023 12:09:45.761841,"(3.7, 4.9, 4.666666666666667)","(7.0, 20.0, 18.81818181818182)","(1.65, 1.8, 1.7357142857142858)","(8.0, 19.5, 17.85)","(18.0, 42.0, 31.142857142857142)","(20.0, 55.0, 30.200000000000003)","(17.0, 40.0, 24.842105263157894)"
10-01-2023 12:09:46.762419,"(3.7, 4.9, 4.666666666666667)","(7.0, 20.0, 18.5)","(1.65, 1.79, 1.6619148936170212)","(8.0, 19.5, 17.85)","(18.0, 42.0, 31.142857142857142)","(20.0, 55.0, 34.333333333333336)","(17.0, 40.0, 26.90909090909091)"
10-01-2023 12:09:47.857409,"(3.7, 4.9, 4.666666666666667)","(7.0, 20.0, 18.5)","(1.65, 1.78, 1.7242857142857142)","(8.0, 19.5, 17.85)","(18.0, 42.0, 31.142857142857142)","(20.0, 55.0, 33.78947368421053)","(17.0, 40.0, 26.4)"
10-01-2023 12:09:48.928236,"(3.7, 4.9, 4.666666666666667)","(7.0, 20.0, 18.77777777777778)","(1.65, 1.76, 1.6578048780487804)","(8.0, 20.0, 19.083333333333332)","(18.0, 48.0, 44.42857142857143)","(20.0, 55.0, 37.285714285714285)","(17.0, 40.0, 30.666666666666668)"
10-01-2023 12:09:49.987638,"(3.7, 4.9, 4.4625)","(7.0, 20.0, 18.35)","(1.65, 1.73, 1.6578048780487804)","(8.0, 20.0, 19.083333333333332)","(18.0, 48.0, 44.42857142857143)","(20.0, 55.0, 37.285714285714285)","(17.0, 40.0, 31.333333333333332)"
10-01-2023 12:09:51.197559,"(3.7, 4.9, 4.666666666666667)","(7.0, 20.0, 17.8)","(1.65, 1.73, 1.6728571428571428)","(8.0, 21.0, 20.25)","(18.0, 48.0, 44.42857142857143)","(20.0, 55.0, 37.285714285714285)","(17.0, 40.0, 31.333333333333332)"
10-01-2023 12:09:52.178445,"(3.7, 4.9, 4.666666666666667)","(7.0, 20.0, 17.8)","(1.65, 1.73, 1.702)","(8.0, 21.0, 20.333333333333332)","(18.0, 48.0, 44.42857142857143)","(20.0, 55.0, 37.285714285714285)","(17.0, 40.0, 31.727272727272727)"
10-01-2023 12:09:53.221393,"(3.7, 4.9, 4.684615384615385)","(7.0, 21.0, 16.565217391304348)","(1.65, 1.73, 1.702)","(8.0, 21.0, 20.333333333333332)","(18.0, 48.0, 44.42857142857143)","(20.0, 55.0, 37.285714285714285)","(17.0, 40.0, 31.727272727272727)"
10-01-2023 12:09:54.305620,"(3.7, 4.9, 4.684615384615385)","(7.0, 21.0, 16.565217391304348)","(1.65, 1.73, 1.702)","(8.0, 21.0, 20.333333333333332)","(18.0, 48.0, 44.42857142857143)","(20.0, 55.0, 37.285714285714285)","(17.0, 40.0, 31.727272727272727)"
10-01-2023 12:09:55.480733,"(3.7, 4.9, 4.684615384615385)","(7.0, 21.0, 16.565217391304348)","(1.65, 1.73, 1.702)","(8.0, 21.0, 20.083333333333332)","(18.0, 48.0, 44.42857142857143)","(20.0, 55.0, 37.285714285714285)","(17.0, 40.0, 29.294117647058822)"
10-01-2023 12:09:56.648375,"(3.7, 4.9, 4.684615384615385)","(7.0, 21.0, 16.565217391304348)","(1.65, 1.73, 1.7125)","(8.0, 21.0, 19.166666666666668)","(18.0, 48.0, 44.42857142857143)","(20.0, 55.0, 37.285714285714285)","(17.0, 40.0, 31.333333333333332)"
10-01-2023 12:09:57.805105,"(3.7, 4.9, 4.725)","(7.0, 21.0, 16.565217391304348)","(1.65, 1.73, 1.7125)","(8.0, 21.0, 19.166666666666668)","(18.0, 48.0, 44.42857142857143)","(20.0, 55.0, 37.285714285714285)","(17.0, 40.0, 31.157894736842106)"
10-01-2023 12:09:58.907978,"(3.7, 4.9, 4.725)","(7.0, 21.0, 16.565217391304348)","(1.65, 1.71, 1.6975)","(8.0, 21.0, 20.0)","(18.0, 48.0, 44.42857142857143)","(20.0, 55.0, 37.285714285714285)","(17.0, 40.0, 36.333333333333336)"
10-01-2023 12:09:59.918826,"(3.7, 4.9, 4.725)","(7.0, 21.0, 16.565217391304348)","(1.65, 1.71, 1.6975)","(8.0, 21.0, 20.375)","(18.0, 48.0, 44.42857142857143)","(20.0, 55.0, 37.285714285714285)","(17.0, 38.0, 36.333333333333336)"
10-01-2023 12:10:00.958653,"(3.7, 4.9, 4.725)","(7.0, 21.0, 16.565217391304348)","(1.65, 1.71, 1.6975)","(8.0, 21.0, 20.1)","(18.0, 48.0, 44.42857142857143)","(20.0, 55.0, 37.285714285714285)","(17.0, 38.0, 36.333333333333336)"
10-01-2023 12:10:02.036600,"(3.7, 4.9, 4.725)","(7.0, 21.0, 16.565217391304348)","(1.65, 1.71, 1.6975)","(8.0, 21.0, 20.1)","(18.0, 48.0, 35.54545454545455)","(20.0, 55.0, 40.69230769230769)","(17.0, 38.0, 37.0)"
10-01-2023 12:10:03.101927,"(3.7, 4.9, 4.725)","(7.0, 21.0, 17.36842105263158)","(1.6, 1.71, 1.6975)","(8.0, 21.0, 20.333333333333332)","(19.0, 46.0, 35.54545454545455)","(21.0, 55.0, 40.69230769230769)","(17.0, 38.0, 33.0)"
10-01-2023 12:10:04.110099,"(3.7, 4.9, 4.55)","(7.0, 21.0, 16.78333333333333)","(1.6, 1.71, 1.6975)","(8.0, 21.0, 20.333333333333332)","(19.0, 46.0, 35.54545454545455)","(21.0, 55.0, 35.5)","(17.0, 40.0, 33.30434782608695)"
10-01-2023 12:10:05.161256,"(3.7, 4.9, 4.55)","(7.0, 21.0, 17.03448275862069)","(1.6, 1.7, 1.69)","(8.0, 21.0, 20.333333333333332)","(19.0, 46.0, 35.54545454545455)","(21.0, 55.0, 32.05882352941177)","(17.0, 40.0, 33.30434782608695)"
10-01-2023 12:10:06.163197,"(3.7, 4.9, 4.55)","(7.0, 21.0, 17.03448275862069)","(1.65, 1.7, 1.69)","(8.0, 21.0, 22.5)","(19.0, 46.0, 31.11764705882353)","(21.0, 55.0, 44.0)","(17.0, 40.0, 35.1875)"
10-01-2023 12:10:07.382314,"(3.7, 4.9, 4.55)","(7.0, 21.0, 16.74074074074074)","(1.65, 1.7, 1.69)","(8.0, 24.0, 23.214285714285715)","(19.0, 46.0, 31.625)","(21.0, 50.0, 35.84210526315789)","(17.0, 40.0, 35.1875)"
10-01-2023 12:10:08.467140,"(3.7, 4.9, 4.55)","(7.0, 21.0, 16.74074074074074)","(1.65, 1.7, 1.69)","(8.0, 24.0, 23.214285714285715)","(19.0, 46.0, 31.625)","(21.0, 55.0, 36.8)","(17.0, 40.0, 35.1875)"
10-01-2023 12:10:09.575002,"(3.7, 4.9, 4.55)","(7.0, 21.0, 17.666666666666668)","(1.65, 1.7, 1.69)","(8.0, 24.0, 20.75)","(19.0, 46.0, 31.625)","(21.0, 55.0, 38.45454545454545)","(17.0, 40.0, 34.10526315789474)"
10-01-2023 12:10:10.727481,"(3.7, 4.9, 4.725)","(7.0, 21.0, 18.692307692307693)","(1.65, 1.7, 1.69)","(8.0, 23.0, 20.333333333333332)","(19.0, 46.0, 31.625)","(21.0, 55.0, 39.173913043478265)","(17.0, 40.0, 34.22222222222222)"
10-01-2023 12:10:11.893410,"(3.7, 4.9, 4.7384615384615385)","(7.0, 21.0, 18.692307692307693)","(1.65, 1.7, 1.69)","(8.0, 24.0, 20.333333333333332)","(19.0, 46.0, 31.625)","(21.0, 55.0, 39.173913043478265)","(17.0, 40.0, 34.22222222222222)"
10-01-2023 12:10:13.058631,"(3.7, 4.9, 4.7384615384615385)","(7.0, 21.0, 18.692307692307693)","(1.65, 1.7, 1.69)","(8.0, 24.0, 20.333333333333332)","(19.0, 46.0, 31.625)","(21.0, 55.0, 39.173913043478265)","(17.0, 40.0, 35.82608695652174)"
10-01-2023 12:10:14.140115,"(3.7, 4.9, 4.7384615384615385)","(7.0, 21.0, 18.692307692307693)","(1.65, 1.7, 1.69)","(8.0, 24.0, 20.333333333333332)","(19.0, 46.0, 34.5)","(21.0, 55.0, 39.173913043478265)","(17.0, 40.0, 38.875)"
10-01-2023 12:10:15.431529,"(3.7, 4.9, 4.7384615384615385)","(7.0, 21.0, 18.692307692307693)","(1.65, 1.7, 1.69)","(8.0, 24.0, 20.333333333333332)","(19.0, 46.0, 31.625)","(21.0, 55.0, 39.173913043478265)","(17.0, 42.0, 38.875)"
10-01-2023 12:10:16.553131,"(3.7, 4.9, 4.637499999999999)","(7.0, 21.0, 18.692307692307693)","(1.65, 1.7, 1.69)","(8.0, 24.0, 20.333333333333332)","(19.0, 46.0, 31.625)","(21.0, 55.0, 39.173913043478265)","(17.0, 42.0, 37.45454545454545)"
10-01-2023 12:10:17.607323,"(3.7, 4.9, 4.433333333333334)","(7.0, 21.0, 18.692307692307693)","(1.65, 1.7, 1.69)","(8.0, 24.0, 21.0)","(19.0, 46.0, 34.5)","(21.0, 55.0, 39.173913043478265)","(17.0, 42.0, 37.45454545454545)"
10-01-2023 12:10:18.655475,"(3.7, 4.9, 4.433333333333334)","(7.0, 21.0, 18.692307692307693)","(1.65, 1.72, 1.7)","(8.0, 24.0, 21.272727272727273)","(19.0, 46.0, 34.5)","(21.0, 55.0, 39.173913043478265)","(17.0, 42.0, 37.45454545454545)"
10-01-2023 12:10:19.664285,"(3.7, 4.9, 4.433333333333334)","(7.0, 21.0, 18.923076923076923)","(1.65, 1.69, 1.6824999999999999)","(8.0, 24.0, 21.272727272727273)","(19.0, 46.0, 34.5)","(21.0, 55.0, 39.173913043478265)","(17.0, 42.0, 37.45454545454545)"
10-01-2023 12:10:20.764638,"(3.7, 4.9, 4.433333333333334)","(7.0, 21.0, 19.0)","(1.65, 1.69, 1.6824999999999999)","(8.0, 24.0, 21.272727272727273)","(19.0, 46.0, 34.5)","(21.0, 55.0, 39.173913043478265)","(17.0, 42.0, 37.45454545454545)"
10-01-2023 12:10:21.837144,"(3.7, 4.9, 4.785714285714286)","(7.0, 21.0, 18.333333333333332)","(1.65, 1.69, 1.6824999999999999)","(8.0, 24.0, 21.272727272727273)","(19.0, 46.0, 34.5)","(21.0, 55.0, 39.173913043478265)","(17.0, 42.0, 37.45454545454545)"
10-01-2023 12:10:22.906709,"(3.7, 4.9, 4.785714285714286)","(7.0, 21.0, 18.333333333333332)","(1.65, 1.69, 1.6824999999999999)","(8.0, 24.0, 21.272727272727273)","(19.0, 46.0, 34.5)","(21.0, 55.0, 39.173913043478265)","(17.0, 42.0, 37.45454545454545)"
10-01-2023 12:10:24.001835,"(3.7, 4.9, 4.785714285714286)","(7.0, 21.0, 18.333333333333332)","(1.65, 1.69, 1.6824999999999999)","(8.0, 24.0, 21.272727272727273)","(19.0, 46.0, 34.5)","(21.0, 55.0, 39.173913043478265)","(17.0, 42.0, 36.61538461538461)"
10-01-2023 12:10:25.111769,"(3.7, 4.9, 4.785714285714286)","(7.0, 21.0, 18.333333333333332)","(1.65, 1.69, 1.6975)","(8.0, 24.0, 21.272727272727273)","(19.0, 46.0, 34.5)","(21.0, 55.0, 39.173913043478265)","(17.0, 42.0, 36.61538461538461)"
10-01-2023 12:10:26.187811,"(3.7, 4.9, 4.785714285714286)","(7.0, 21.0, 18.333333333333332)","(1.65, 1.72, 1.6975)","(8.0, 24.0, 21.272727272727273)","(19.0, 46.0, 34.5)","(21.0, 55.0, 44.69230769230769)","(17.0, 42.0, 38.0)"
10-01-2023 12:10:27.208516,"(3.7, 4.9, 4.785714285714286)","(7.0, 21.0, 18.333333333333332)","(1.65, 1.71, 1.6975)","(8.0, 24.0, 21.272727272727273)","(19.0, 46.0, 34.5)","(21.0, 50.0, 44.69230769230769)","(17.0, 42.0, 38.0)"
10-01-2023 12:10:28.212815,"(3.7, 4.9, 4.785714285714286)","(7.0, 21.0, 18.333333333333332)","(1.65, 1.71, 1.6975)","(8.0, 24.0, 21.272727272727273)","(19.0, 46.0, 34.5)","(21.0, 50.0, 44.69230769230769)","(17.0, 42.0, 38.0)"
10-01-2023 12:10:29.400655,"(3.7, 4.9, 4.790909090909091)","(7.0, 21.0, 18.333333333333332)","(1.65, 1.71, 1.6975)","(8.0, 24.0, 21.5)","(19.0, 46.0, 34.5)","(21.0, 50.0, 39.10526315789474)","(17.0, 42.0, 35.888888888888886)"
10-01-2023 12:10:30.518021,"(3.7, 4.9, 4.790909090909091)","(7.0, 21.0, 18.333333333333332)","(1.65, 1.71, 1.6975)","(8.0, 24.0, 21.5)","(19.0, 46.0, 34.5)","(21.0, 50.0, 39.10526315789474)","(17.0, 42.0, 35.888888888888886)"
10-01-2023 12:10:31.830925,"(3.7, 4.9, 4.790909090909091)","(7.0, 21.0, 18.333333333333332)","(1.65, 1.71, 1.6975)","(8.0, 24.0, 21.75)","(19.0, 46.0, 34.5)","(21.0, 50.0, 39.10526315789474)","(17.0, 42.0, 35.888888888888886)"
10-01-2023 12:10:33.001251,"(3.7, 4.9, 4.566666666666667)","(7.0, 21.0, 18.333333333333332)","(1.65, 1.71, 1.6975)","(8.0, 24.0, 21.75)","(19.0, 46.0, 34.5)","(21.0, 50.0, 39.10526315789474)","(17.0, 42.0, 35.888888888888886)"
10-01-2023 12:10:34.121286,"(3.7, 4.9, 4.566666666666667)","(7.0, 21.0, 18.333333333333332)","(1.65, 1.72, 1.692)","(8.0, 24.0, 21.75)","(19.0, 46.0, 35.38461538461539)","(21.0, 50.0, 39.10526315789474)","(17.0, 42.0, 35.888888888888886)"
10-01-2023 12:10:35.228485,"(3.7, 4.9, 4.757142857142857)","(7.0, 21.0, 19.25)","(1.65, 1.72, 1.692)","(8.0, 24.0, 21.75)","(19.0, 46.0, 35.38461538461539)","(21.0, 50.0, 39.10526315789474)","(17.0, 42.0, 35.888888888888886)"
10-01-2023 12:10:36.284760,"(3.7, 5.0, 4.672727272727273)","(7.0, 21.0, 19.25)","(1.65, 1.72, 1.692)","(8.0, 24.0, 21.75)","(19.0, 46.0, 35.38461538461539)","(21.0, 50.0, 37.95238095238095)","(17.0, 42.0, 35.888888888888886)"
10-01-2023 12:10:37.310577,"(3.7, 4.9, 4.86875)","(7.0, 21.0, 19.25)","(1.6, 1.72, 1.69)","(8.0, 24.0, 21.75)","(19.0, 46.0, 35.38461538461539)","(21.0, 50.0, 37.95238095238095)","(17.0, 42.0, 35.888888888888886)"
10-01-2023 12:10:38.435097,"(3.7, 4.9, 4.86875)","(7.0, 21.0, 19.25)","(1.6, 1.72, 1.69)","(8.0, 24.0, 21.75)","(19.0, 46.0, 35.38461538461539)","(21.0, 50.0, 37.95238095238095)","(17.0, 42.0, 35.888888888888886)"
10-01-2023 12:10:39.670690,"(3.7, 4.9, 4.86875)","(7.0, 21.0, 19.25)","(1.6, 1.72, 1.669090909090909)","(8.0, 24.0, 21.75)","(19.0, 46.0, 35.38461538461539)","(21.0, 50.0, 37.95238095238095)","(17.0, 42.0, 35.888888888888886)"
10-01-2023 12:10:40.752240,"(3.7, 4.9, 4.86875)","(7.0, 21.0, 19.25)","(1.6, 1.72, 1.669090909090909)","(8.0, 24.0, 21.75)","(19.0, 46.0, 35.38461538461539)","(21.0, 50.0, 37.95238095238095)","(17.0, 42.0, 35.888888888888886)"
10-01-2023 12:10:41.897119,"(3.7, 4.9, 4.86875)","(7.0, 21.0, 19.25)","(1.6, 1.72, 1.669090909090909)","(8.0, 24.0, 21.75)","(19.0, 46.0, 35.38461538461539)","(21.0, 50.0, 37.95238095238095)","(17.0, 42.0, 35.888888888888886)"
10-01-2023 12:10:42.959838,"(3.7, 4.9, 4.86875)","(7.0, 21.0, 19.25)","(1.6, 1.72, 1.669090909090909)","(8.0, 24.0, 21.75)","(19.0, 46.0, 35.38461538461539)","(21.0, 50.0, 37.95238095238095)","(17.0, 42.0, 35.888888888888886)"
10-01-2023 12:10:44.074550,"(3.7, 4.9, 4.86875)","(7.0, 21.0, 19.25)","(1.6, 1.72, 1.669090909090909)","(8.0, 24.0, 22.5)","(19.0, 46.0, 35.38461538461539)","(21.0, 50.0, 37.95238095238095)","(17.0, 42.0, 39.0)"
10-01-2023 12:10:45.159595,"(3.7, 4.9, 4.814285714285714)","(7.0, 21.0, 19.384615384615383)","(1.6, 1.72, 1.669090909090909)","(8.0, 23.0, 22.5)","(19.0, 46.0, 31.049999999999997)","(21.0, 50.0, 37.95238095238095)","(17.0, 42.0, 39.0)"
10-01-2023 12:10:46.251518,"(3.7, 4.9, 4.814285714285714)","(7.0, 21.0, 19.384615384615383)","(1.6, 1.72, 1.669090909090909)","(8.0, 23.0, 22.5)","(19.0, 46.0, 31.049999999999997)","(21.0, 50.0, 37.95238095238095)","(17.0, 42.0, 39.0)"
10-01-2023 12:10:47.457728,"(3.7, 4.9, 4.814285714285714)","(7.0, 21.0, 19.384615384615383)","(1.6, 1.72, 1.669090909090909)","(8.0, 23.0, 21.363636363636363)","(19.0, 46.0, 31.049999999999997)","(21.0, 50.0, 37.95238095238095)","(17.0, 42.0, 39.0)"
10-01-2023 12:10:48.598323,"(3.7, 4.9, 4.814285714285714)","(7.0, 21.0, 19.384615384615383)","(1.6, 1.72, 1.669090909090909)","(8.0, 23.0, 21.363636363636363)","(19.0, 46.0, 31.049999999999997)","(21.0, 50.0, 37.95238095238095)","(17.0, 42.0, 39.0)"
10-01-2023 12:10:49.658452,"(3.7, 4.9, 4.814285714285714)","(7.0, 21.0, 19.384615384615383)","(1.6, 1.72, 1.669090909090909)","(8.0, 23.0, 21.363636363636363)","(19.0, 46.0, 31.049999999999997)","(21.0, 50.0, 37.95238095238095)","(17.0, 42.0, 39.0)"
10-01-2023 12:10:50.761480,"(3.7, 4.9, 4.814285714285714)","(7.0, 21.0, 19.5)","(1.6, 1.72, 1.669090909090909)","(8.0, 23.0, 21.363636363636363)","(19.0, 46.0, 31.049999999999997)","(21.0, 50.0, 37.95238095238095)","(17.0, 42.0, 39.0)"
10-01-2023 12:10:52.073703,"(3.7, 4.9, 4.814285714285714)","(7.0, 21.0, 19.5)","(1.6, 1.72, 1.669090909090909)","(8.0, 23.0, 21.363636363636363)","(19.0, 46.0, 31.049999999999997)","(21.0, 50.0, 37.95238095238095)","(17.0, 42.0, 39.0)"
10-01-2023 12:10:53.241110,"(3.7, 4.9, 4.814285714285714)","(7.0, 21.0, 19.5)","(1.6, 1.72, 1.674705882352941)","(8.0, 23.0, 21.363636363636363)","(19.0, 46.0, 31.049999999999997)","(21.0, 50.0, 37.95238095238095)","(17.0, 42.0, 39.0)"
10-01-2023 12:10:54.367654,"(3.7, 4.9, 4.814285714285714)","(7.0, 21.0, 19.5)","(1.6, 1.72, 1.672222222222222)","(8.0, 23.0, 21.363636363636363)","(19.0, 46.0, 31.049999999999997)","(21.0, 50.0, 37.95238095238095)","(17.0, 42.0, 39.0)"
10-01-2023 12:10:55.505554,"(3.7, 4.9, 4.814285714285714)","(7.0, 21.0, 19.5)","(1.6, 1.7, 1.672222222222222)","(8.0, 23.0, 21.363636363636363)","(19.0, 46.0, 31.049999999999997)","(21.0, 50.0, 37.95238095238095)","(17.0, 42.0, 39.0)"
10-01-2023 12:10:56.641068,"(3.7, 4.9, 4.814285714285714)","(7.0, 21.0, 19.5)","(1.6, 1.7, 1.672222222222222)","(8.0, 23.0, 21.363636363636363)","(19.0, 46.0, 31.049999999999997)","(21.0, 50.0, 37.95238095238095)","(17.0, 42.0, 39.0)"
10-01-2023 12:10:57.713262,"(3.7, 4.9, 4.814285714285714)","(7.0, 21.0, 19.5)","(1.6, 1.7, 1.672222222222222)","(8.0, 23.0, 21.363636363636363)","(19.0, 46.0, 31.049999999999997)","(21.0, 50.0, 37.95238095238095)","(17.0, 42.0, 39.0)"
10-01-2023 12:10:59.110295,"(3.7, 4.9, 4.785714285714286)","(7.0, 21.0, 19.5)","(1.6, 1.7, 1.672222222222222)","(8.0, 23.0, 21.363636363636363)","(19.0, 46.0, 31.049999999999997)","(21.0, 50.0, 37.95238095238095)","(17.0, 42.0, 39.0)"
10-01-2023 12:11:00.289966,"(3.7, 4.9, 4.814285714285714)","(7.0, 21.0, 19.5)","(1.6, 1.7, 1.672222222222222)","(8.0, 23.0, 21.363636363636363)","(19.0, 46.0, 31.049999999999997)","(21.0, 50.0, 37.95238095238095)","(17.0, 42.0, 39.0)"
10-01-2023 12:11:01.250462,"(3.7, 4.9, 4.814285714285714)","(7.0, 21.0, 19.5)","(1.6, 1.7, 1.672222222222222)","(8.0, 23.0, 21.363636363636363)","(19.0, 46.0, 31.049999999999997)","(21.0, 50.0, 37.95238095238095)","(17.0, 42.0, 39.0)"
