,Lady Miki,Mon Soleil,Best Back Bruce,Kia Ora Beauty,Caledonian Terra,Morvah,Sunshine Warrior,Hameldaeme,Well Said Harps,Lenard Ess
11-01-2023 19:53:59.882694,"(2.6, 3.7, 3.516666666666667)","(6.5, 9.6, 9.24)","(17.0, 23.0, 20.3)","(13.0, 21.0, 20.5)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 73.33333333333333)","(2.9, 3.2, 3.157142857142857)","(7.5, 11.5, 10.3)","(19.0, 27.0, 24.5)"
11-01-2023 19:54:01.127305,"(2.6, 3.7, 3.516666666666667)","(6.5, 9.6, 9.333333333333334)","(17.0, 23.0, 19.625)","(13.0, 21.0, 20.5)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 73.33333333333333)","(2.9, 3.2, 3.1)","(7.5, 11.5, 10.3)","(19.0, 27.0, 24.5)"
11-01-2023 19:54:02.367735,"(2.6, 3.7, 3.5821428571428573)","(6.5, 10.0, 9.222222222222221)","(17.0, 23.0, 20.75)","(13.0, 21.0, 20.5)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 73.33333333333333)","(2.9, 3.2, 3.172727272727273)","(7.5, 11.5, 10.3)","(19.0, 27.0, 23.75)"
11-01-2023 19:54:03.570491,"(2.6, 3.7, 3.6029411764705883)","(6.5, 10.0, 9.222222222222221)","(17.0, 23.0, 21.25)","(13.0, 21.0, 20.5)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 73.33333333333333)","(2.9, 3.2, 3.172727272727273)","(7.5, 11.5, 10.3)","(19.0, 28.0, 23.75)"
11-01-2023 19:54:04.704584,"(2.6, 3.7, 3.6029411764705883)","(6.5, 10.0, 9.222222222222221)","(17.0, 24.0, 20.071428571428573)","(13.0, 21.0, 20.5)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 73.33333333333333)","(2.9, 3.2, 3.1371428571428575)","(7.5, 11.5, 10.3)","(19.0, 28.0, 23.75)"
11-01-2023 19:54:05.877221,"(2.6, 3.7, 3.6029411764705883)","(6.5, 10.0, 9.222222222222221)","(17.0, 24.0, 21.25)","(13.0, 21.0, 20.5)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 73.33333333333333)","(2.9, 3.2, 3.125)","(7.5, 11.5, 10.3)","(19.0, 28.0, 23.75)"
11-01-2023 19:54:07.198173,"(2.6, 3.7, 3.516666666666667)","(6.5, 10.0, 9.222222222222221)","(17.0, 24.0, 21.25)","(13.0, 21.0, 20.5)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 73.33333333333333)","(2.9, 3.2, 3.1307692307692307)","(7.5, 11.5, 10.5)","(19.0, 28.0, 23.75)"
11-01-2023 19:54:08.528621,"(2.6, 3.7, 3.555263157894737)","(6.5, 10.0, 9.222222222222221)","(17.0, 24.0, 21.25)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 73.33333333333333)","(2.9, 3.2, 3.1307692307692307)","(7.5, 11.5, 10.5)","(19.0, 28.0, 23.75)"
11-01-2023 19:54:09.880925,"(2.6, 3.7, 3.555263157894737)","(6.5, 10.0, 9.222222222222221)","(17.0, 24.0, 20.75)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 75.0)","(2.9, 3.2, 3.1307692307692307)","(7.5, 11.5, 10.5)","(19.0, 28.0, 23.75)"
11-01-2023 19:54:11.178153,"(2.6, 3.7, 3.555263157894737)","(6.5, 10.0, 9.222222222222221)","(17.0, 23.0, 20.75)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 75.0)","(2.9, 3.2, 3.1307692307692307)","(7.5, 11.5, 10.5)","(19.0, 28.0, 23.75)"
11-01-2023 19:54:12.421465,"(2.6, 3.7, 3.555263157894737)","(6.5, 9.8, 9.16)","(17.0, 23.0, 19.785714285714285)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 75.0)","(2.9, 3.2, 3.1307692307692307)","(7.5, 11.5, 10.5)","(19.0, 28.0, 23.75)"
11-01-2023 19:54:13.698544,"(2.6, 3.7, 3.555263157894737)","(6.5, 9.8, 9.16)","(17.0, 23.0, 19.785714285714285)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 75.0)","(2.9, 3.2, 3.1307692307692307)","(7.5, 11.5, 10.5)","(19.0, 28.0, 23.75)"
11-01-2023 19:54:14.913185,"(2.6, 3.7, 3.4642857142857144)","(6.5, 9.8, 9.16)","(17.0, 23.0, 19.785714285714285)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 80.0)","(2.9, 3.2, 3.1307692307692307)","(7.5, 11.5, 10.5)","(19.0, 28.0, 23.75)"
11-01-2023 19:54:16.149796,"(2.6, 3.7, 3.4642857142857144)","(6.5, 9.8, 9.16)","(17.0, 23.0, 19.785714285714285)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 75.0)","(2.9, 3.2, 3.166666666666667)","(7.5, 11.5, 10.5)","(19.0, 28.0, 23.75)"
11-01-2023 19:54:17.422825,"(2.6, 3.65, 3.4681818181818183)","(6.5, 9.8, 9.16)","(17.0, 23.0, 20.75)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 75.0)","(2.9, 3.2, 3.088888888888889)","(7.5, 11.5, 10.5)","(19.0, 28.0, 25.166666666666668)"
11-01-2023 19:54:18.729924,"(2.6, 3.65, 3.4681818181818183)","(6.5, 9.8, 9.16)","(17.0, 22.0, 20.833333333333332)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 75.0)","(2.9, 3.2, 3.088888888888889)","(7.5, 11.5, 10.5)","(19.0, 28.0, 25.166666666666668)"
11-01-2023 19:54:20.038884,"(2.6, 3.65, 3.4681818181818183)","(6.5, 9.8, 9.16)","(17.0, 22.0, 20.833333333333332)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 80.71428571428572)","(2.9, 3.2, 3.1083333333333334)","(7.5, 11.5, 10.5)","(19.0, 28.0, 25.166666666666668)"
11-01-2023 19:54:21.297766,"(2.6, 3.65, 3.4681818181818183)","(6.5, 9.8, 9.16)","(17.0, 22.0, 20.833333333333332)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 95.0, 75.0)","(2.9, 3.2, 3.096875)","(7.5, 11.5, 10.5)","(19.0, 28.0, 25.166666666666668)"
11-01-2023 19:54:22.554742,"(2.6, 3.65, 3.4681818181818183)","(6.5, 9.8, 9.16)","(17.0, 23.0, 21.5)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 95.0, 75.0)","(2.9, 3.2, 3.2416666666666667)","(7.5, 11.5, 10.5)","(19.0, 28.0, 25.166666666666668)"
11-01-2023 19:54:23.809120,"(2.6, 3.6, 3.5272727272727273)","(6.5, 9.8, 9.16)","(17.0, 23.0, 21.5)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.6)","(26.0, 95.0, 83.33333333333333)","(2.9, 3.3, 3.172727272727273)","(7.5, 11.5, 10.666666666666666)","(19.0, 28.0, 25.166666666666668)"
11-01-2023 19:54:25.042944,"(2.6, 3.55, 3.495454545454545)","(6.5, 9.8, 9.16)","(17.0, 23.0, 21.5)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.6)","(26.0, 150.0, 105.0)","(2.9, 3.3, 3.172727272727273)","(7.5, 12.0, 10.5)","(19.0, 28.0, 25.166666666666668)"
11-01-2023 19:54:26.340855,"(2.6, 3.55, 3.495454545454545)","(6.5, 9.8, 9.218181818181819)","(17.0, 23.0, 21.5)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.6)","(26.0, 140.0, 87.85714285714286)","(2.9, 3.3, 3.172727272727273)","(7.5, 11.5, 10.5)","(19.0, 28.0, 25.166666666666668)"
11-01-2023 19:54:27.689545,"(2.6, 3.55, 3.495454545454545)","(6.5, 9.8, 9.218181818181819)","(17.0, 23.0, 21.5)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.6)","(26.0, 120.0, 88.75)","(2.9, 3.3, 3.172727272727273)","(7.5, 11.5, 11.0)","(19.0, 28.0, 25.166666666666668)"
11-01-2023 19:54:28.983441,"(2.6, 3.55, 3.495454545454545)","(6.5, 9.8, 9.218181818181819)","(17.0, 23.0, 21.5)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.6)","(26.0, 120.0, 96.66666666666667)","(2.9, 3.3, 3.172727272727273)","(7.5, 12.5, 10.555555555555555)","(19.0, 28.0, 25.166666666666668)"
11-01-2023 19:54:30.251267,"(2.6, 3.55, 3.495454545454545)","(6.5, 9.8, 9.218181818181819)","(17.0, 23.0, 21.5)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.6)","(26.0, 110.0, 94.0)","(2.9, 3.3, 3.1541666666666663)","(7.5, 12.5, 10.666666666666666)","(19.0, 28.0, 25.166666666666668)"
11-01-2023 19:54:31.507881,"(2.6, 3.55, 3.495454545454545)","(6.5, 9.8, 9.218181818181819)","(17.0, 23.0, 20.071428571428573)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.6)","(26.0, 110.0, 94.0)","(2.9, 3.3, 3.1541666666666663)","(7.5, 12.0, 10.4)","(19.0, 28.0, 23.75)"
11-01-2023 19:54:32.749216,"(2.6, 3.55, 3.495454545454545)","(6.5, 9.8, 9.342857142857143)","(17.0, 24.0, 20.071428571428573)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.6)","(26.0, 110.0, 94.0)","(2.9, 3.3, 3.1541666666666663)","(7.5, 12.0, 10.4)","(19.0, 28.0, 23.75)"
11-01-2023 19:54:34.018303,"(2.6, 3.55, 3.495454545454545)","(6.5, 9.8, 9.342857142857143)","(17.0, 24.0, 20.071428571428573)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.6)","(26.0, 110.0, 94.0)","(2.9, 3.3, 3.1541666666666663)","(7.5, 12.0, 10.4)","(19.0, 28.0, 23.75)"
11-01-2023 19:54:35.377238,"(2.6, 3.55, 3.495454545454545)","(6.5, 9.8, 9.342857142857143)","(17.0, 24.0, 20.071428571428573)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.6)","(26.0, 110.0, 85.0)","(2.9, 3.3, 3.1541666666666663)","(7.5, 12.0, 10.4)","(19.0, 28.0, 23.75)"
11-01-2023 19:54:36.805509,"(2.6, 3.55, 3.495454545454545)","(6.5, 9.8, 9.342857142857143)","(17.0, 24.0, 20.071428571428573)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.6)","(26.0, 95.0, 85.0)","(2.9, 3.3, 3.1541666666666663)","(7.5, 12.0, 10.4)","(19.0, 28.0, 23.75)"
11-01-2023 19:54:38.218259,"(2.6, 3.55, 3.495454545454545)","(6.5, 9.8, 9.342857142857143)","(17.0, 24.0, 20.071428571428573)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.6)","(26.0, 95.0, 85.0)","(2.9, 3.3, 3.1227272727272726)","(7.5, 12.0, 10.4)","(19.0, 28.0, 23.75)"
11-01-2023 19:54:39.571607,"(2.6, 3.55, 3.495454545454545)","(6.5, 9.8, 9.342857142857143)","(17.0, 24.0, 20.071428571428573)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.6)","(26.0, 95.0, 85.0)","(2.9, 3.25, 3.1115384615384616)","(7.5, 12.0, 10.4)","(19.0, 28.0, 23.75)"
11-01-2023 19:54:40.868847,"(2.6, 3.55, 3.495454545454545)","(6.5, 9.8, 9.342857142857143)","(17.0, 24.0, 20.071428571428573)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.6)","(26.0, 95.0, 75.0)","(2.9, 3.25, 3.1382978723404253)","(7.5, 12.0, 10.4)","(19.0, 28.0, 23.75)"
11-01-2023 19:54:42.167974,"(2.6, 3.55, 3.495454545454545)","(6.5, 9.8, 9.342857142857143)","(17.0, 24.0, 20.071428571428573)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.8)","(26.0, 95.0, 75.0)","(2.9, 3.25, 3.1470588235294117)","(7.5, 12.0, 10.4)","(19.0, 28.0, 23.75)"
11-01-2023 19:54:43.380289,"(2.6, 3.55, 3.495454545454545)","(6.5, 10.5, 9.5625)","(17.0, 24.0, 20.071428571428573)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.8)","(26.0, 95.0, 74.0)","(2.9, 3.25, 3.15625)","(7.5, 12.0, 10.4)","(19.0, 28.0, 23.75)"
11-01-2023 19:54:44.688902,"(2.6, 3.55, 3.495454545454545)","(6.5, 10.0, 9.428571428571429)","(17.0, 24.0, 20.071428571428573)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.8)","(26.0, 90.0, 75.0)","(2.9, 3.25, 3.15625)","(7.5, 12.0, 10.4)","(19.0, 28.0, 23.75)"
11-01-2023 19:54:46.007755,"(2.6, 3.55, 3.495454545454545)","(6.5, 9.8, 9.48)","(17.0, 24.0, 20.071428571428573)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.8)","(26.0, 85.0, 80.0)","(2.9, 3.25, 3.29375)","(7.5, 12.0, 10.4)","(19.0, 28.0, 23.75)"
11-01-2023 19:54:47.415260,"(2.6, 3.55, 3.4699999999999998)","(6.5, 9.8, 9.266666666666667)","(17.0, 24.0, 22.166666666666668)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.8)","(26.0, 85.0, 80.0)","(2.9, 3.35, 3.29375)","(7.5, 12.0, 10.4)","(19.0, 28.0, 25.166666666666668)"
11-01-2023 19:54:48.779798,"(2.6, 3.55, 3.4699999999999998)","(6.5, 9.8, 9.266666666666667)","(17.0, 23.0, 21.5)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.8)","(26.0, 85.0, 81.66666666666667)","(2.9, 3.35, 3.29375)","(7.5, 12.0, 10.4)","(19.0, 28.0, 25.166666666666668)"
11-01-2023 19:54:50.211115,"(2.6, 3.55, 3.5)","(6.5, 9.8, 9.266666666666667)","(17.0, 23.0, 21.5)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.8)","(26.0, 85.0, 80.0)","(2.9, 3.35, 3.29375)","(7.5, 12.0, 11.076923076923077)","(19.0, 28.0, 25.166666666666668)"
11-01-2023 19:54:51.488191,"(2.6, 3.6, 3.5)","(6.5, 9.8, 9.266666666666667)","(17.0, 23.0, 21.5)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.8)","(26.0, 85.0, 87.5)","(2.9, 3.35, 3.29375)","(7.5, 12.0, 11.333333333333334)","(19.0, 28.0, 25.166666666666668)"
11-01-2023 19:54:52.740410,"(2.6, 3.6, 3.5)","(6.5, 9.8, 9.2)","(17.0, 23.0, 21.5)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.8)","(26.0, 100.0, 74.28571428571429)","(2.9, 3.35, 3.29375)","(7.5, 12.0, 11.333333333333334)","(19.0, 28.0, 25.166666666666668)"
11-01-2023 19:54:54.037891,"(2.6, 3.6, 3.522222222222222)","(6.5, 9.8, 9.2)","(17.0, 23.0, 21.5)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.8)","(26.0, 100.0, 74.28571428571429)","(2.9, 3.35, 3.29375)","(7.5, 12.0, 11.333333333333334)","(19.0, 28.0, 25.166666666666668)"
11-01-2023 19:54:55.347836,"(2.6, 3.6, 3.444444444444444)","(6.5, 9.8, 9.2)","(17.0, 23.0, 21.5)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.8)","(26.0, 100.0, 76.0)","(2.9, 3.35, 3.29375)","(7.5, 12.0, 11.333333333333334)","(19.0, 28.0, 25.166666666666668)"
11-01-2023 19:54:56.780008,"(2.6, 3.6, 3.5027777777777778)","(6.5, 9.8, 9.2)","(17.0, 23.0, 21.5)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.8)","(26.0, 100.0, 75.0)","(2.9, 3.35, 3.268181818181818)","(7.5, 12.0, 11.333333333333334)","(19.0, 28.0, 25.166666666666668)"
11-01-2023 19:54:58.185293,"(2.6, 3.35, 3.426315789473684)","(6.5, 9.8, 9.2)","(17.0, 23.0, 21.5)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.8)","(26.0, 95.0, 75.0)","(2.9, 3.35, 3.2375)","(7.5, 12.0, 10.75)","(19.0, 28.0, 25.166666666666668)"
11-01-2023 19:54:59.530494,"(2.6, 3.6, 3.4166666666666665)","(6.5, 9.8, 9.2)","(17.0, 23.0, 21.5)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.8)","(26.0, 95.0, 75.0)","(2.9, 3.35, 3.340721649484536)","(7.5, 12.5, 11.0)","(19.0, 28.0, 25.166666666666668)"
11-01-2023 19:55:00.885273,"(2.6, 3.6, 3.4166666666666665)","(6.5, 9.8, 9.2)","(17.0, 23.0, 21.5)","(13.0, 21.0, 19.75)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.8)","(26.0, 95.0, 75.0)","(2.9, 3.35, 3.3414285714285716)","(7.5, 12.0, 11.0)","(19.0, 28.0, 25.166666666666668)"
11-01-2023 19:55:02.214126,"(2.6, 3.6, 3.5707964601769913)","(6.5, 9.8, 9.2)","(17.0, 23.0, 20.071428571428573)","(13.0, 21.0, 20.5)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.8)","(26.0, 95.0, 75.0)","(2.9, 3.35, 3.3414285714285716)","(7.5, 12.0, 11.0)","(19.0, 28.0, 23.75)"
11-01-2023 19:55:03.537946,"(2.6, 3.6, 3.5707964601769913)","(6.5, 9.8, 9.2)","(17.0, 24.0, 20.071428571428573)","(13.0, 21.0, 20.5)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.8)","(26.0, 95.0, 76.66666666666667)","(2.9, 3.35, 3.25625)","(7.5, 12.0, 11.0)","(19.0, 28.0, 23.75)"
11-01-2023 19:55:04.879852,"(2.6, 3.6, 3.428125)","(6.5, 9.8, 9.2)","(17.0, 24.0, 20.071428571428573)","(13.0, 21.0, 20.5)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.8)","(26.0, 110.0, 77.5)","(2.9, 3.35, 3.325)","(7.5, 12.0, 10.714285714285714)","(19.0, 28.0, 23.75)"
11-01-2023 19:55:06.332528,"(2.6, 3.6, 3.428125)","(6.5, 9.8, 9.64)","(17.0, 24.0, 20.071428571428573)","(13.0, 21.0, 20.333333333333332)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.8)","(26.0, 100.0, 73.57142857142857)","(2.9, 3.55, 3.375)","(7.5, 12.0, 10.8)","(19.0, 28.0, 23.75)"
11-01-2023 19:55:07.823710,"(2.6, 3.6, 3.423529411764706)","(6.5, 9.8, 9.35)","(17.0, 24.0, 20.071428571428573)","(13.0, 21.0, 20.333333333333332)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.8)","(26.0, 95.0, 74.16666666666667)","(2.9, 3.5, 3.2857142857142856)","(7.5, 12.0, 11.75)","(19.0, 28.0, 23.75)"
11-01-2023 19:55:09.287122,"(2.6, 3.6, 3.423529411764706)","(6.5, 9.8, 9.35)","(17.0, 24.0, 20.071428571428573)","(13.0, 21.0, 20.333333333333332)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.8)","(26.0, 95.0, 76.66666666666667)","(2.9, 3.5, 3.275)","(7.5, 12.0, 11.981481481481481)","(19.0, 28.0, 23.75)"
11-01-2023 19:55:10.626161,"(2.6, 3.6, 3.423529411764706)","(6.5, 9.8, 9.4)","(17.0, 24.0, 20.071428571428573)","(13.0, 21.0, 20.333333333333332)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.8)","(26.0, 90.0, 78.33333333333333)","(2.9, 3.5, 3.275)","(7.5, 12.5, 11.863636363636363)","(19.0, 28.0, 23.75)"
11-01-2023 19:55:11.959817,"(2.6, 3.6, 3.423529411764706)","(6.5, 9.8, 9.4)","(17.0, 24.0, 20.071428571428573)","(13.0, 21.0, 20.333333333333332)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.8)","(26.0, 95.0, 76.25)","(2.9, 3.5, 3.275)","(7.5, 12.0, 11.863636363636363)","(19.0, 28.0, 23.75)"
11-01-2023 19:55:13.395959,"(2.6, 3.6, 3.4125)","(6.5, 9.8, 9.4)","(18.0, 24.0, 20.071428571428573)","(13.0, 21.0, 20.333333333333332)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.8)","(26.0, 95.0, 75.0)","(2.9, 3.5, 3.2777777777777777)","(7.5, 12.0, 11.863636363636363)","(19.0, 28.0, 25.625)"
11-01-2023 19:55:14.836123,"(2.6, 3.6, 3.416666666666667)","(6.5, 9.8, 9.4)","(18.0, 24.0, 21.555555555555557)","(13.0, 21.0, 20.625)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.8)","(26.0, 95.0, 75.0)","(2.9, 3.5, 3.2777777777777777)","(7.5, 12.0, 11.863636363636363)","(19.0, 28.0, 25.625)"
11-01-2023 19:55:16.208467,"(2.6, 3.6, 3.416666666666667)","(6.5, 9.8, 9.4)","(18.0, 24.0, 21.555555555555557)","(13.0, 21.0, 20.625)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.8)","(26.0, 95.0, 75.0)","(2.9, 3.5, 3.2777777777777777)","(7.5, 12.0, 11.863636363636363)","(19.0, 28.0, 25.625)"
11-01-2023 19:55:17.592042,"(2.6, 3.6, 3.416666666666667)","(6.5, 9.8, 9.4)","(18.0, 24.0, 21.555555555555557)","(13.0, 21.0, 20.772727272727273)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.8)","(26.0, 95.0, 80.0)","(2.9, 3.5, 3.205263157894737)","(7.5, 12.0, 12.23913043478261)","(19.0, 28.0, 26.416666666666664)"
11-01-2023 19:55:18.995110,"(2.6, 3.75, 3.6)","(6.5, 9.8, 9.4)","(18.0, 24.0, 21.555555555555557)","(13.0, 23.0, 20.928571428571427)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 33.0)","(26.0, 95.0, 83.75)","(2.9, 3.5, 3.231818181818182)","(7.5, 12.5, 11.863636363636363)","(19.0, 28.0, 23.25)"
11-01-2023 19:55:20.336360,"(2.6, 3.75, 3.7029411764705884)","(6.5, 9.8, 9.4)","(18.0, 24.0, 21.555555555555557)","(13.0, 22.0, 20.40909090909091)","(101.0, 220.0, 185.0)","(21.0, 34.0, 33.0)","(26.0, 90.0, 75.71428571428571)","(2.9, 3.45, 3.231818181818182)","(7.5, 12.0, 11.863636363636363)","(19.0, 28.0, 23.25)"
11-01-2023 19:55:21.662738,"(2.6, 3.75, 3.7029411764705884)","(6.5, 10.5, 9.459999999999999)","(18.0, 24.0, 21.555555555555557)","(13.0, 22.0, 20.40909090909091)","(101.0, 210.0, 185.0)","(21.0, 34.0, 33.0)","(26.0, 90.0, 75.71428571428571)","(2.9, 3.45, 3.308823529411765)","(7.5, 12.0, 11.863636363636363)","(19.0, 28.0, 22.72222222222222)"
11-01-2023 19:55:23.078102,"(2.6, 3.75, 3.6657894736842107)","(6.5, 10.5, 9.466666666666667)","(18.0, 24.0, 21.555555555555557)","(13.0, 22.0, 20.928571428571427)","(101.0, 210.0, 188.88888888888889)","(21.0, 34.0, 33.0)","(26.0, 90.0, 75.71428571428571)","(2.9, 3.45, 3.308823529411765)","(7.5, 12.0, 11.863636363636363)","(19.0, 28.0, 22.72222222222222)"
11-01-2023 19:55:24.420450,"(2.6, 3.65, 3.586842105263158)","(6.5, 10.0, 9.36)","(18.0, 24.0, 21.555555555555557)","(13.0, 22.0, 19.88888888888889)","(101.0, 200.0, 188.88888888888889)","(21.0, 34.0, 31.5)","(26.0, 90.0, 75.71428571428571)","(2.9, 3.45, 3.308823529411765)","(7.5, 12.0, 11.863636363636363)","(19.0, 28.0, 22.72222222222222)"
11-01-2023 19:55:25.761745,"(2.6, 3.65, 3.5456521739130435)","(6.5, 10.0, 9.345454545454546)","(18.0, 24.0, 21.77777777777778)","(13.0, 23.0, 21.894736842105264)","(101.0, 200.0, 188.88888888888889)","(21.0, 34.0, 31.5)","(26.0, 90.0, 75.71428571428571)","(2.9, 3.45, 3.1875)","(7.5, 12.0, 11.452380952380953)","(19.0, 28.0, 21.25)"
11-01-2023 19:55:27.151518,"(2.6, 3.75, 3.726923076923077)","(6.5, 10.0, 9.345454545454546)","(18.0, 24.0, 23.09090909090909)","(13.0, 23.0, 21.894736842105264)","(101.0, 200.0, 188.88888888888889)","(21.0, 34.0, 31.5)","(26.0, 90.0, 75.71428571428571)","(2.9, 3.25, 3.1875)","(7.5, 11.5, 11.452380952380953)","(19.0, 28.0, 21.25)"
11-01-2023 19:55:28.524922,"(2.6, 3.75, 3.726923076923077)","(6.5, 10.0, 9.138461538461538)","(18.0, 24.0, 21.42857142857143)","(13.0, 23.0, 21.5)","(101.0, 200.0, 188.88888888888889)","(21.0, 34.0, 32.5)","(26.0, 90.0, 60.833333333333336)","(2.9, 3.25, 3.24375)","(7.5, 11.5, 11.7)","(19.0, 28.0, 24.73076923076923)"
11-01-2023 19:55:29.924281,"(2.6, 3.8, 3.7375)","(6.5, 10.0, 8.952941176470588)","(18.0, 24.0, 22.94736842105263)","(13.0, 23.0, 21.5)","(101.0, 200.0, 181.11111111111111)","(21.0, 34.0, 31.857142857142858)","(26.0, 90.0, 68.125)","(2.9, 3.4, 3.2772727272727273)","(7.5, 12.0, 11.7)","(19.0, 28.0, 21.90909090909091)"
