,Go Goose Go,Agent Eleven,Mine Master,Aston Scepter,Finniss Blossom,Argent Street
14-12-2022 13:53:06.352963,"(3.0, 3.95, 3.55)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.7)","(14.0, 50.0, 35.625)","(6.0, 14.0, 9.028571428571428)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:07.404912,"(3.0, 3.95, 3.55)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.7)","(14.0, 50.0, 35.625)","(6.0, 14.0, 9.028571428571428)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:08.439238,"(3.0, 3.95, 3.55)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.7)","(14.0, 50.0, 35.625)","(6.0, 14.0, 9.028571428571428)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:09.489697,"(3.0, 3.95, 3.55)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.911111111111111)","(14.0, 46.0, 38.4)","(6.0, 14.0, 9.028571428571428)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:10.653726,"(3.0, 3.95, 3.55)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.911111111111111)","(14.0, 46.0, 38.4)","(6.0, 14.0, 9.028571428571428)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:11.717158,"(3.0, 3.95, 3.55)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.911111111111111)","(14.0, 46.0, 38.4)","(6.0, 14.0, 9.028571428571428)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:12.788160,"(3.0, 3.95, 3.55)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.7)","(14.0, 46.0, 38.4)","(6.0, 14.0, 9.028571428571428)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:13.962121,"(3.0, 3.95, 3.55)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.911111111111111)","(14.0, 46.0, 38.4)","(6.0, 14.0, 9.028571428571428)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:15.108886,"(3.0, 3.95, 3.55)","(2.15, 2.82, 2.61)","(5.5, 8.8, 7.911111111111111)","(14.0, 46.0, 38.4)","(6.0, 14.0, 9.083333333333332)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:16.310064,"(3.0, 3.95, 3.55)","(2.15, 2.82, 2.6333333333333333)","(5.5, 8.8, 7.911111111111111)","(14.0, 46.0, 38.4)","(6.0, 13.5, 8.729999999999999)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:17.586511,"(3.0, 3.95, 3.55)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.7)","(14.0, 46.0, 38.4)","(6.0, 13.5, 8.729999999999999)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:18.840136,"(3.0, 3.95, 3.55)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.911111111111111)","(14.0, 46.0, 38.4)","(6.0, 13.5, 8.729999999999999)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:20.004777,"(3.0, 3.95, 3.55)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.911111111111111)","(14.0, 46.0, 38.4)","(6.0, 13.5, 8.729999999999999)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:21.211383,"(3.0, 3.95, 3.7233333333333336)","(2.15, 2.82, 2.61)","(5.5, 8.8, 7.911111111111111)","(14.0, 46.0, 38.4)","(6.0, 13.5, 8.729999999999999)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:22.297992,"(3.0, 3.95, 3.7233333333333336)","(2.15, 2.82, 2.61)","(5.5, 8.8, 7.7)","(14.0, 46.0, 38.4)","(6.0, 13.5, 8.729999999999999)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:23.466446,"(3.0, 3.95, 3.7233333333333336)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.7)","(14.0, 46.0, 38.4)","(6.0, 13.5, 8.729999999999999)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:24.768461,"(3.0, 3.95, 3.5722222222222224)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.911111111111111)","(14.0, 46.0, 38.4)","(6.0, 13.5, 8.729999999999999)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:25.839152,"(3.0, 3.95, 3.5722222222222224)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.911111111111111)","(14.0, 46.0, 38.4)","(6.0, 13.5, 8.729999999999999)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:27.314348,"(3.0, 3.95, 3.5722222222222224)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.911111111111111)","(14.0, 46.0, 38.4)","(6.0, 13.5, 8.729999999999999)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:28.539851,"(3.0, 3.95, 3.5722222222222224)","(2.15, 2.82, 2.61)","(5.5, 8.8, 7.7)","(14.0, 46.0, 38.4)","(6.0, 13.5, 8.729999999999999)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:29.515268,"(3.0, 3.95, 3.5722222222222224)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.7)","(14.0, 46.0, 38.4)","(6.0, 13.5, 8.494444444444444)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:30.888882,"(3.0, 3.95, 3.5722222222222224)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.911111111111111)","(14.0, 46.0, 32.25)","(6.0, 13.0, 8.466666666666667)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:32.220955,"(3.0, 3.95, 3.5722222222222224)","(2.15, 2.82, 2.61)","(5.5, 8.8, 7.911111111111111)","(14.0, 34.0, 32.25)","(6.0, 13.0, 8.466666666666667)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:33.487033,"(3.0, 3.95, 3.5722222222222224)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.7)","(14.0, 34.0, 32.25)","(6.0, 13.0, 8.466666666666667)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:34.577373,"(3.0, 3.95, 3.5722222222222224)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.911111111111111)","(14.0, 34.0, 32.25)","(6.0, 13.0, 8.466666666666667)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:35.678055,"(3.0, 3.95, 3.5722222222222224)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.911111111111111)","(14.0, 34.0, 32.25)","(6.0, 13.0, 8.466666666666667)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:36.759739,"(3.0, 3.95, 3.736666666666667)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.911111111111111)","(14.0, 34.0, 32.25)","(6.0, 13.0, 8.466666666666667)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:37.884218,"(3.0, 3.95, 3.736666666666667)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.911111111111111)","(14.0, 34.0, 32.25)","(6.0, 13.0, 8.466666666666667)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:38.855721,"(3.0, 3.95, 3.736666666666667)","(2.15, 2.82, 2.61)","(5.5, 8.8, 7.911111111111111)","(14.0, 34.0, 32.25)","(6.0, 13.0, 8.466666666666667)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:39.987076,"(3.0, 3.95, 3.736666666666667)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.7)","(14.0, 46.0, 38.4)","(6.0, 13.0, 8.466666666666667)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:41.180371,"(3.0, 3.95, 3.75)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.911111111111111)","(14.0, 46.0, 38.4)","(6.0, 13.0, 8.466666666666667)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:42.335162,"(3.0, 3.95, 3.75)","(2.15, 2.82, 2.61)","(5.5, 8.8, 7.911111111111111)","(14.0, 46.0, 36.75)","(6.0, 13.0, 8.466666666666667)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:43.402767,"(3.0, 3.95, 3.75)","(2.15, 2.82, 2.61)","(5.5, 8.8, 7.911111111111111)","(14.0, 40.0, 36.75)","(6.0, 13.0, 8.466666666666667)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:44.478190,"(3.0, 3.95, 3.75)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.7)","(14.0, 40.0, 36.75)","(6.0, 13.0, 8.466666666666667)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:45.694426,"(3.0, 3.95, 3.75)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.911111111111111)","(14.0, 40.0, 38.666666666666664)","(6.0, 13.0, 8.466666666666667)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:46.843407,"(3.0, 3.95, 3.7633333333333336)","(2.15, 2.82, 2.61)","(5.5, 8.8, 7.911111111111111)","(14.0, 40.0, 38.666666666666664)","(6.0, 13.0, 8.466666666666667)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:48.011605,"(3.0, 3.95, 3.7633333333333336)","(2.15, 2.82, 2.61)","(5.5, 8.8, 7.911111111111111)","(14.0, 40.0, 32.5)","(6.0, 13.0, 8.466666666666667)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:49.082218,"(3.0, 3.95, 3.7633333333333336)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.7)","(14.0, 50.0, 43.82352941176471)","(6.0, 13.0, 8.466666666666667)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:50.136709,"(3.0, 3.95, 3.7633333333333336)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.7)","(14.0, 50.0, 43.82352941176471)","(6.0, 13.0, 8.466666666666667)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:51.252510,"(3.0, 3.95, 3.7633333333333336)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.7)","(14.0, 50.0, 43.82352941176471)","(6.0, 13.0, 8.466666666666667)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:52.379870,"(3.0, 3.95, 3.7633333333333336)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.822222222222223)","(14.0, 50.0, 40.90909090909091)","(6.0, 13.0, 8.466666666666667)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:53.535270,"(3.0, 3.95, 3.7633333333333336)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.911111111111111)","(14.0, 50.0, 44.666666666666664)","(6.0, 13.0, 8.466666666666667)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:54.725425,"(3.0, 3.95, 3.7633333333333336)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.911111111111111)","(14.0, 46.0, 44.666666666666664)","(6.0, 13.0, 8.466666666666667)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:55.834926,"(3.0, 3.95, 3.7633333333333336)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.7)","(14.0, 46.0, 44.666666666666664)","(6.0, 13.0, 8.46875)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:56.895050,"(3.0, 3.95, 3.638888888888889)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.911111111111111)","(14.0, 46.0, 44.666666666666664)","(6.0, 12.5, 8.86)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:58.036117,"(3.0, 3.95, 3.638888888888889)","(2.15, 2.82, 2.61)","(5.5, 8.8, 7.911111111111111)","(14.0, 46.0, 44.666666666666664)","(6.0, 11.5, 8.612499999999999)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:59.107574,"(3.0, 3.95, 3.638888888888889)","(2.15, 2.82, 2.61)","(5.5, 8.8, 7.911111111111111)","(14.0, 46.0, 44.666666666666664)","(6.0, 11.5, 8.612499999999999)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:54:00.095461,"(3.0, 3.95, 3.638888888888889)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.911111111111111)","(14.0, 46.0, 44.666666666666664)","(6.0, 11.5, 8.612499999999999)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:54:01.100144,"(3.0, 3.95, 3.638888888888889)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.911111111111111)","(14.0, 46.0, 44.666666666666664)","(6.0, 11.5, 8.612499999999999)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:54:02.203229,"(3.0, 3.95, 3.638888888888889)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.7)","(14.0, 46.0, 44.666666666666664)","(6.0, 11.5, 8.612499999999999)","(18.0, 75.0, 44.72727272727273)"
14-12-2022 13:54:03.216800,"(3.0, 3.95, 3.5)","(2.15, 2.82, 2.529230769230769)","(5.5, 8.8, 7.911111111111111)","(14.0, 46.0, 40.35294117647059)","(6.0, 11.5, 10.05625)","(18.0, 50.0, 44.72727272727273)"
14-12-2022 13:54:04.232468,"(3.0, 3.95, 3.638888888888889)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 8.22857142857143)","(14.0, 46.0, 44.666666666666664)","(6.0, 11.0, 9.133333333333333)","(18.0, 75.0, 45.0)"
14-12-2022 13:54:05.446657,"(3.0, 3.95, 3.638888888888889)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 8.22857142857143)","(14.0, 46.0, 44.666666666666664)","(6.0, 11.0, 9.133333333333333)","(18.0, 75.0, 45.0)"
14-12-2022 13:54:06.793586,"(3.0, 3.95, 3.5)","(2.15, 2.82, 2.5628571428571427)","(5.5, 8.8, 7.911111111111111)","(14.0, 46.0, 40.35294117647059)","(6.0, 11.0, 9.68235294117647)","(18.0, 75.0, 45.0)"
14-12-2022 13:54:07.860856,"(3.0, 3.95, 3.638888888888889)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.822222222222223)","(14.0, 46.0, 44.666666666666664)","(6.0, 11.0, 9.133333333333333)","(18.0, 75.0, 45.0)"
14-12-2022 13:54:09.001960,"(3.0, 3.95, 3.638888888888889)","(2.15, 2.82, 2.5628571428571427)","(5.5, 8.8, 7.911111111111111)","(14.0, 46.0, 40.35294117647059)","(6.0, 11.0, 10.3)","(18.0, 75.0, 55.714285714285715)"
14-12-2022 13:54:10.201569,"(3.0, 3.95, 3.5)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 8.22857142857143)","(14.0, 46.0, 44.666666666666664)","(6.0, 11.0, 9.799999999999999)","(18.0, 75.0, 45.0)"
14-12-2022 13:54:11.381976,"(3.0, 3.95, 3.638888888888889)","(2.15, 2.82, 2.5628571428571427)","(5.5, 8.8, 7.933333333333334)","(14.0, 46.0, 40.35294117647059)","(6.0, 11.0, 10.3)","(18.0, 75.0, 55.714285714285715)"
14-12-2022 13:54:12.814074,"(3.0, 3.95, 3.638888888888889)","(2.15, 2.82, 2.61)","(5.5, 8.8, 7.314285714285715)","(14.0, 46.0, 44.666666666666664)","(6.0, 11.0, 9.799999999999999)","(18.0, 75.0, 45.0)"
14-12-2022 13:54:14.252230,"(3.0, 3.95, 3.638888888888889)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 8.266666666666667)","(14.0, 46.0, 44.666666666666664)","(6.0, 11.0, 9.799999999999999)","(18.0, 75.0, 39.0)"
14-12-2022 13:54:15.362563,"(3.0, 3.95, 3.638888888888889)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 8.266666666666667)","(14.0, 46.0, 44.666666666666664)","(6.0, 11.0, 9.799999999999999)","(18.0, 75.0, 39.0)"
14-12-2022 13:54:16.532990,"(3.0, 3.95, 3.638888888888889)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 8.061538461538461)","(14.0, 46.0, 40.35294117647059)","(6.0, 11.0, 10.3)","(18.0, 75.0, 51.0)"
14-12-2022 13:54:17.809816,"(3.0, 3.95, 3.5)","(2.15, 2.82, 2.5628571428571427)","(5.5, 8.8, 7.911111111111111)","(14.0, 46.0, 37.27272727272727)","(6.0, 11.0, 10.566666666666666)","(18.0, 75.0, 51.0)"
14-12-2022 13:54:19.081333,"(3.0, 3.95, 3.638888888888889)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 8.22857142857143)","(14.0, 46.0, 43.33333333333333)","(6.0, 11.0, 10.566666666666666)","(18.0, 75.0, 41.769230769230774)"
14-12-2022 13:54:20.373160,"(3.0, 3.95, 3.638888888888889)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 8.22857142857143)","(14.0, 46.0, 43.33333333333333)","(6.0, 11.0, 10.566666666666666)","(18.0, 75.0, 41.769230769230774)"
14-12-2022 13:54:21.484159,"(3.0, 3.95, 3.638888888888889)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 8.22857142857143)","(14.0, 46.0, 43.33333333333333)","(6.0, 11.0, 10.566666666666666)","(18.0, 75.0, 41.769230769230774)"
14-12-2022 13:54:22.690646,"(3.0, 3.95, 3.638888888888889)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 8.311111111111112)","(14.0, 46.0, 43.33333333333333)","(6.0, 11.0, 10.566666666666666)","(18.0, 75.0, 41.769230769230774)"
14-12-2022 13:54:23.778276,"(3.0, 3.95, 3.75)","(2.15, 2.82, 2.61)","(5.5, 8.8, 8.311111111111112)","(14.0, 46.0, 43.33333333333333)","(6.0, 11.0, 10.566666666666666)","(18.0, 75.0, 41.769230769230774)"
14-12-2022 13:54:24.990157,"(3.0, 3.95, 3.75)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 8.08)","(14.0, 46.0, 38.0)","(6.0, 11.0, 10.6)","(18.0, 75.0, 51.0)"
14-12-2022 13:54:26.020971,"(3.0, 3.95, 3.618421052631579)","(2.15, 2.82, 2.5628571428571427)","(5.5, 8.8, 8.32)","(14.0, 46.0, 35.333333333333336)","(6.0, 11.0, 10.165217391304347)","(18.0, 75.0, 51.0)"
14-12-2022 13:54:27.148177,"(3.0, 3.95, 3.618421052631579)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 8.32)","(14.0, 46.0, 38.0)","(6.0, 11.0, 10.165217391304347)","(18.0, 75.0, 41.769230769230774)"
14-12-2022 13:54:28.257558,"(3.0, 3.95, 3.75)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 8.32)","(14.0, 46.0, 35.333333333333336)","(6.0, 11.0, 10.165217391304347)","(18.0, 75.0, 51.0)"
14-12-2022 13:54:29.212423,"(3.0, 3.95, 3.618421052631579)","(2.15, 2.8, 2.6285714285714286)","(5.5, 8.8, 8.088888888888889)","(14.0, 46.0, 35.333333333333336)","(6.0, 11.0, 10.165217391304347)","(18.0, 75.0, 51.0)"
14-12-2022 13:54:30.360689,"(3.0, 3.95, 3.69)","(2.15, 2.76, 2.6325)","(5.5, 8.8, 8.463157894736842)","(14.0, 46.0, 34.705882352941174)","(6.0, 11.0, 9.266666666666667)","(18.0, 75.0, 51.0)"
14-12-2022 13:54:31.483410,"(3.0, 3.95, 3.6421052631578945)","(2.15, 2.78, 2.645)","(5.5, 8.8, 8.088888888888889)","(14.0, 46.0, 34.705882352941174)","(6.0, 11.0, 9.776470588235295)","(18.0, 75.0, 41.769230769230774)"
14-12-2022 13:54:32.568641,"(3.0, 3.95, 3.7642857142857142)","(2.15, 2.78, 2.645)","(5.5, 8.8, 8.088888888888889)","(15.0, 46.0, 34.705882352941174)","(6.0, 11.0, 9.266666666666667)","(18.0, 75.0, 51.0)"
14-12-2022 13:54:33.675518,"(3.0, 3.95, 3.6421052631578945)","(2.15, 2.78, 2.617142857142857)","(5.5, 8.8, 8.088888888888889)","(15.0, 46.0, 38.0)","(6.0, 11.0, 9.776470588235295)","(18.0, 75.0, 41.769230769230774)"
14-12-2022 13:54:34.861361,"(3.0, 3.95, 3.778571428571429)","(2.15, 2.7, 2.5714285714285716)","(5.5, 8.8, 8.177777777777779)","(15.0, 46.0, 35.333333333333336)","(6.0, 11.0, 9.266666666666667)","(18.0, 75.0, 51.0)"
14-12-2022 13:54:36.014611,"(3.0, 3.95, 3.622727272727273)","(2.15, 2.7, 2.595)","(5.5, 8.8, 8.4)","(15.0, 46.0, 35.333333333333336)","(6.0, 11.0, 9.266666666666667)","(18.0, 75.0, 51.0)"
14-12-2022 13:54:37.109526,"(3.0, 3.95, 3.6833333333333336)","(2.15, 2.7, 2.595)","(5.5, 8.8, 8.4)","(15.0, 46.0, 35.333333333333336)","(6.0, 11.0, 9.4)","(18.0, 75.0, 41.769230769230774)"
14-12-2022 13:54:38.185500,"(3.0, 3.95, 3.823684210526316)","(2.15, 2.76, 2.59)","(5.5, 8.8, 8.177777777777779)","(15.0, 46.0, 38.0)","(6.0, 11.0, 9.276923076923076)","(18.0, 75.0, 51.0)"
14-12-2022 13:54:39.299756,"(3.0, 3.95, 3.7025)","(2.15, 2.68, 2.5244444444444443)","(5.5, 8.8, 8.266666666666667)","(15.0, 46.0, 38.0)","(6.0, 11.0, 9.2)","(18.0, 75.0, 41.769230769230774)"
14-12-2022 13:54:40.397401,"(3.0, 3.95, 3.8033333333333337)","(2.15, 2.76, 2.6325)","(5.5, 8.8, 8.457142857142857)","(15.0, 46.0, 38.0)","(6.0, 11.0, 8.381818181818183)","(18.0, 75.0, 51.0)"
14-12-2022 13:54:41.424389,"(3.0, 3.95, 3.7025)","(2.15, 2.76, 2.6325)","(5.5, 8.8, 8.266666666666667)","(15.0, 46.0, 35.333333333333336)","(6.0, 11.0, 9.08)","(18.0, 75.0, 41.769230769230774)"
14-12-2022 13:54:42.491100,"(3.0, 3.95, 3.8033333333333337)","(2.15, 2.76, 2.6325)","(5.5, 8.8, 8.266666666666667)","(15.0, 46.0, 38.0)","(6.0, 11.0, 9.211764705882352)","(18.0, 75.0, 41.769230769230774)"
14-12-2022 13:54:43.556482,"(3.0, 3.95, 3.8033333333333337)","(2.15, 2.78, 2.5999999999999996)","(5.5, 8.8, 8.533333333333333)","(15.0, 46.0, 38.0)","(6.0, 11.0, 8.466666666666667)","(18.0, 75.0, 49.588235294117645)"
14-12-2022 13:54:44.623984,"(3.0, 3.95, 3.7520000000000002)","(2.15, 2.76, 2.56)","(5.5, 8.8, 8.571428571428571)","(15.0, 46.0, 35.333333333333336)","(6.0, 11.0, 9.211764705882352)","(18.0, 75.0, 39.0)"
14-12-2022 13:54:45.800854,"(3.0, 3.95, 3.8400000000000003)","(2.15, 2.76, 2.59)","(5.5, 8.8, 8.571428571428571)","(15.0, 46.0, 38.0)","(6.0, 11.0, 8.466666666666667)","(18.0, 75.0, 39.0)"
14-12-2022 13:54:47.067279,"(3.0, 3.95, 3.7520000000000002)","(2.15, 2.76, 2.58)","(5.5, 8.8, 8.56)","(15.0, 46.0, 35.333333333333336)","(6.0, 11.0, 8.285714285714286)","(18.0, 75.0, 49.588235294117645)"
14-12-2022 13:54:48.227392,"(3.0, 3.95, 3.7520000000000002)","(2.15, 2.74, 2.58)","(5.5, 8.8, 8.56)","(15.0, 46.0, 35.333333333333336)","(6.0, 11.0, 8.285714285714286)","(18.0, 75.0, 39.0)"
14-12-2022 13:54:49.297458,"(3.0, 3.95, 3.8400000000000003)","(2.15, 2.72, 2.4755555555555557)","(5.5, 8.8, 8.622222222222224)","(15.0, 46.0, 35.333333333333336)","(6.0, 11.0, 8.466666666666667)","(18.0, 75.0, 49.588235294117645)"
14-12-2022 13:54:50.659335,"(3.0, 3.95, 3.7520000000000002)","(2.15, 2.72, 2.4755555555555557)","(5.5, 8.8, 8.685714285714287)","(15.0, 46.0, 38.470588235294116)","(6.0, 11.0, 9.211764705882352)","(18.0, 75.0, 33.25)"
14-12-2022 13:54:51.980782,"(3.0, 3.95, 3.792857142857143)","(2.15, 2.72, 2.45)","(5.5, 8.8, 8.685714285714287)","(15.0, 46.0, 36.54545454545455)","(6.0, 11.0, 9.211764705882352)","(18.0, 70.0, 33.25)"
14-12-2022 13:54:53.200899,"(3.0, 3.95, 3.792857142857143)","(2.15, 2.72, 2.45)","(5.5, 8.8, 8.622222222222224)","(15.0, 46.0, 36.54545454545455)","(6.0, 11.0, 8.466666666666667)","(18.0, 70.0, 42.0)"
14-12-2022 13:54:54.336061,"(3.0, 3.95, 3.6894736842105265)","(2.05, 2.72, 2.45)","(5.5, 8.8, 9.266666666666666)","(16.0, 46.0, 36.54545454545455)","(6.0, 11.0, 8.466666666666667)","(18.0, 70.0, 42.0)"
14-12-2022 13:54:55.439076,"(3.0, 3.95, 3.6894736842105265)","(2.05, 2.7, 2.4299999999999997)","(5.5, 10.0, 9.236363636363636)","(16.0, 46.0, 36.54545454545455)","(6.0, 11.0, 9.211764705882352)","(18.0, 70.0, 33.25)"
14-12-2022 13:54:56.521180,"(3.0, 3.95, 3.792857142857143)","(2.05, 2.7, 2.4428571428571426)","(5.5, 10.0, 9.236363636363636)","(16.0, 46.0, 36.54545454545455)","(6.0, 11.0, 8.466666666666667)","(18.0, 70.0, 42.0)"
14-12-2022 13:54:57.589056,"(3.0, 3.95, 3.5)","(2.05, 2.66, 2.375)","(5.5, 10.0, 9.127272727272727)","(16.0, 46.0, 36.54545454545455)","(6.5, 11.0, 9.211764705882352)","(17.0, 70.0, 33.25)"
14-12-2022 13:54:58.643836,"(3.0, 3.95, 3.7666666666666666)","(2.05, 2.72, 2.375)","(5.5, 10.0, 9.127272727272727)","(16.0, 46.0, 36.54545454545455)","(6.5, 11.0, 8.466666666666667)","(17.0, 70.0, 42.0)"
14-12-2022 13:54:59.777022,"(3.0, 3.95, 3.675)","(2.05, 2.72, 2.4272727272727272)","(5.5, 10.0, 9.475)","(16.0, 46.0, 36.54545454545455)","(6.5, 11.0, 8.466666666666667)","(17.0, 70.0, 42.0)"
14-12-2022 13:55:00.871117,"(3.0, 3.95, 3.675)","(2.05, 2.7, 2.4428571428571426)","(5.5, 10.0, 9.236363636363636)","(16.0, 46.0, 36.54545454545455)","(6.5, 11.0, 9.211764705882352)","(17.0, 70.0, 33.25)"
14-12-2022 13:55:02.019881,"(3.0, 3.95, 3.7666666666666666)","(2.05, 2.7, 2.4557142857142855)","(5.5, 10.0, 9.475)","(16.0, 46.0, 36.63157894736842)","(6.5, 11.0, 8.85)","(17.0, 70.0, 51.46153846153846)"
14-12-2022 13:55:03.157881,"(3.0, 3.95, 3.675)","(2.05, 2.7, 2.4557142857142855)","(5.5, 10.0, 9.236363636363636)","(16.0, 44.0, 41.45454545454545)","(6.5, 10.5, 9.484615384615385)","(17.0, 65.0, 43.0)"
14-12-2022 13:55:04.244641,"(3.0, 3.95, 3.7666666666666666)","(2.05, 2.72, 2.3914285714285715)","(5.5, 10.0, 9.127272727272727)","(16.0, 44.0, 41.45454545454545)","(6.5, 10.5, 9.484615384615385)","(17.0, 65.0, 43.0)"
14-12-2022 13:55:05.381230,"(3.0, 3.95, 3.7227272727272727)","(2.05, 2.66, 2.4285714285714284)","(5.5, 10.0, 9.236363636363636)","(16.0, 44.0, 37.875)","(6.5, 10.5, 8.85)","(17.0, 65.0, 51.46153846153846)"
