,Lightning Jack,Bankx Turbo,Amicus Brief,Pirate Rick,Hes A Fine Man,Payster,Sheltowees Bali,Hiding The Brick
15-12-2022 12:40:52.732968,"(31.0, 65.0, 63.421052631578945)","(31.0, 80.0, 76.36363636363636)","(19.0, 40.0, 36.4)","(1.06, 1.19, 1.184047619047619)","(41.0, 160.0, 150.0)","(41.0, 460.0, 287.27272727272725)","(18.0, 29.0, 27.46153846153846)","(14.0, 22.0, 20.941176470588236)"
15-12-2022 12:40:54.052072,"(31.0, 65.0, 62.14285714285714)","(31.0, 80.0, 76.36363636363636)","(19.0, 40.0, 37.92307692307692)","(1.06, 1.19, 1.184047619047619)","(41.0, 160.0, 157.2)","(41.0, 460.0, 398.7096774193548)","(18.0, 29.0, 27.857142857142858)","(14.0, 22.0, 21.379310344827587)"
15-12-2022 12:40:55.374495,"(31.0, 65.0, 63.0)","(31.0, 80.0, 76.36363636363636)","(19.0, 40.0, 37.92307692307692)","(1.06, 1.19, 1.184047619047619)","(41.0, 160.0, 157.2)","(41.0, 460.0, 398.7096774193548)","(18.0, 29.0, 27.857142857142858)","(14.0, 22.0, 21.379310344827587)"
15-12-2022 12:40:56.573733,"(31.0, 65.0, 63.0)","(31.0, 80.0, 76.36363636363636)","(19.0, 40.0, 37.92307692307692)","(1.06, 1.19, 1.184047619047619)","(41.0, 160.0, 157.2)","(41.0, 460.0, 398.7096774193548)","(18.0, 29.0, 27.857142857142858)","(14.0, 22.0, 21.379310344827587)"
15-12-2022 12:40:57.688740,"(31.0, 65.0, 63.0)","(31.0, 80.0, 76.36363636363636)","(19.0, 40.0, 37.92307692307692)","(1.06, 1.19, 1.184047619047619)","(41.0, 160.0, 157.2)","(41.0, 460.0, 398.7096774193548)","(18.0, 29.0, 27.857142857142858)","(14.0, 22.0, 21.379310344827587)"
15-12-2022 12:40:58.969725,"(31.0, 65.0, 63.888888888888886)","(31.0, 80.0, 72.0)","(19.0, 40.0, 39.1)","(1.06, 1.19, 1.1837499999999999)","(41.0, 160.0, 157.2)","(41.0, 460.0, 398.7096774193548)","(18.0, 29.0, 29.225806451612904)","(14.0, 22.0, 22.857142857142858)"
15-12-2022 12:41:00.201876,"(31.0, 65.0, 63.888888888888886)","(31.0, 80.0, 72.0)","(19.0, 40.0, 39.1)","(1.06, 1.19, 1.184054054054054)","(41.0, 160.0, 157.2)","(41.0, 460.0, 398.7096774193548)","(18.0, 30.0, 29.225806451612904)","(14.0, 23.0, 22.857142857142858)"
15-12-2022 12:41:01.409259,"(31.0, 65.0, 63.888888888888886)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.1)","(1.06, 1.19, 1.184054054054054)","(41.0, 160.0, 157.2)","(41.0, 460.0, 398.7096774193548)","(18.0, 30.0, 29.225806451612904)","(14.0, 23.0, 22.857142857142858)"
15-12-2022 12:41:02.579738,"(31.0, 65.0, 62.69230769230769)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.1)","(1.06, 1.19, 1.184054054054054)","(41.0, 160.0, 157.2)","(41.0, 460.0, 398.7096774193548)","(18.0, 30.0, 29.225806451612904)","(14.0, 23.0, 22.884615384615383)"
15-12-2022 12:41:03.749189,"(31.0, 65.0, 62.5)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.21739130434783)","(1.06, 1.19, 1.1874269005847953)","(41.0, 160.0, 156.5)","(41.0, 460.0, 333.3333333333333)","(18.0, 30.0, 29.142857142857142)","(14.0, 23.0, 22.884615384615383)"
15-12-2022 12:41:04.835833,"(31.0, 65.0, 62.5)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.21739130434783)","(1.06, 1.19, 1.1874269005847953)","(41.0, 160.0, 156.5)","(41.0, 460.0, 333.3333333333333)","(18.0, 30.0, 29.142857142857142)","(14.0, 23.0, 22.884615384615383)"
15-12-2022 12:41:05.894667,"(31.0, 65.0, 62.5)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.21739130434783)","(1.06, 1.18, 1.1799333333333333)","(41.0, 160.0, 156.5)","(41.0, 460.0, 341.25)","(18.0, 30.0, 27.333333333333332)","(14.0, 23.0, 21.677419354838708)"
15-12-2022 12:41:07.006668,"(31.0, 65.0, 62.5)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.21739130434783)","(1.06, 1.18, 1.1799557522123894)","(41.0, 160.0, 155.33333333333334)","(41.0, 460.0, 341.25)","(18.0, 28.0, 27.333333333333332)","(14.0, 22.0, 21.677419354838708)"
15-12-2022 12:41:08.172958,"(31.0, 65.0, 62.5)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.25)","(1.06, 1.18, 1.178893280632411)","(41.0, 160.0, 155.33333333333334)","(41.0, 460.0, 151.66666666666666)","(18.0, 28.0, 25.5)","(14.0, 22.0, 21.6875)"
15-12-2022 12:41:09.383799,"(31.0, 65.0, 62.5)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.21739130434783)","(1.06, 1.18, 1.187175572519084)","(41.0, 160.0, 155.33333333333334)","(41.0, 460.0, 341.25)","(18.0, 28.0, 27.333333333333332)","(14.0, 22.0, 21.285714285714285)"
15-12-2022 12:41:10.610706,"(31.0, 65.0, 62.5)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.21739130434783)","(1.06, 1.19, 1.187175572519084)","(41.0, 160.0, 155.33333333333334)","(41.0, 460.0, 341.25)","(18.0, 28.0, 27.09090909090909)","(14.0, 22.0, 21.285714285714285)"
15-12-2022 12:41:11.772971,"(31.0, 65.0, 62.5)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.21739130434783)","(1.06, 1.19, 1.187175572519084)","(41.0, 160.0, 155.33333333333334)","(41.0, 460.0, 341.25)","(18.0, 28.0, 27.09090909090909)","(14.0, 22.0, 21.565217391304348)"
15-12-2022 12:41:13.156584,"(31.0, 65.0, 61.666666666666664)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 37.0)","(1.06, 1.19, 1.1729840848806365)","(41.0, 160.0, 155.0)","(41.0, 460.0, 392.1428571428571)","(18.0, 28.0, 26.666666666666668)","(14.0, 22.0, 21.583333333333332)"
15-12-2022 12:41:14.347859,"(31.0, 65.0, 61.666666666666664)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.21739130434783)","(1.06, 1.2, 1.1904634831460674)","(41.0, 160.0, 155.0)","(41.0, 460.0, 389.6296296296296)","(18.0, 28.0, 25.916666666666668)","(14.0, 22.0, 21.41176470588235)"
15-12-2022 12:41:15.509783,"(31.0, 65.0, 61.25)","(31.0, 80.0, 72.0)","(19.0, 40.0, 39.21739130434783)","(1.06, 1.2, 1.1904634831460674)","(41.0, 160.0, 155.0)","(41.0, 460.0, 392.1428571428571)","(18.0, 28.0, 26.214285714285715)","(14.0, 22.0, 21.473684210526315)"
15-12-2022 12:41:16.726334,"(31.0, 65.0, 61.666666666666664)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.25)","(1.06, 1.2, 1.1904634831460674)","(41.0, 160.0, 155.0)","(41.0, 460.0, 392.1428571428571)","(18.0, 28.0, 26.214285714285715)","(14.0, 22.0, 21.473684210526315)"
15-12-2022 12:41:17.940872,"(31.0, 65.0, 61.666666666666664)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.25)","(1.06, 1.2, 1.1802244897959182)","(41.0, 160.0, 155.0)","(41.0, 460.0, 392.1428571428571)","(18.0, 28.0, 26.214285714285715)","(14.0, 22.0, 21.473684210526315)"
15-12-2022 12:41:19.168717,"(31.0, 65.0, 61.666666666666664)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.25)","(1.06, 1.2, 1.1802244897959182)","(41.0, 160.0, 155.0)","(41.0, 460.0, 392.1428571428571)","(18.0, 28.0, 26.214285714285715)","(14.0, 22.0, 21.473684210526315)"
15-12-2022 12:41:20.470819,"(31.0, 65.0, 61.666666666666664)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.25)","(1.06, 1.2, 1.1802244897959182)","(41.0, 160.0, 155.0)","(41.0, 460.0, 392.1428571428571)","(18.0, 28.0, 27.846153846153847)","(14.0, 22.0, 22.8)"
15-12-2022 12:41:21.665069,"(31.0, 65.0, 61.666666666666664)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 37.0)","(1.06, 1.2, 1.1802244897959182)","(41.0, 160.0, 155.0)","(41.0, 460.0, 392.1428571428571)","(18.0, 30.0, 27.846153846153847)","(14.0, 23.0, 22.8)"
15-12-2022 12:41:22.797597,"(31.0, 65.0, 61.666666666666664)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 37.0)","(1.06, 1.2, 1.1802244897959182)","(41.0, 160.0, 155.0)","(41.0, 460.0, 392.1428571428571)","(18.0, 30.0, 27.846153846153847)","(14.0, 23.0, 22.8)"
15-12-2022 12:41:23.945138,"(31.0, 65.0, 61.666666666666664)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 37.0)","(1.06, 1.2, 1.1802244897959182)","(41.0, 160.0, 155.0)","(41.0, 460.0, 392.1428571428571)","(18.0, 30.0, 27.846153846153847)","(14.0, 23.0, 22.8)"
15-12-2022 12:41:24.991701,"(31.0, 65.0, 63.69565217391305)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.4)","(1.06, 1.2, 1.1802244897959182)","(41.0, 160.0, 156.66666666666669)","(41.0, 460.0, 341.25)","(18.0, 30.0, 28.444444444444443)","(14.0, 23.0, 22.85)"
15-12-2022 12:41:26.191618,"(31.0, 65.0, 63.69565217391305)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.4)","(1.06, 1.2, 1.190015455950541)","(41.0, 160.0, 156.66666666666669)","(41.0, 460.0, 341.25)","(18.0, 30.0, 28.444444444444443)","(14.0, 23.0, 22.85)"
15-12-2022 12:41:27.356271,"(31.0, 65.0, 63.69565217391305)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.4)","(1.06, 1.2, 1.190015455950541)","(41.0, 160.0, 156.66666666666669)","(41.0, 460.0, 341.25)","(18.0, 30.0, 28.444444444444443)","(14.0, 23.0, 22.85)"
15-12-2022 12:41:28.862888,"(31.0, 65.0, 63.69565217391305)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.4)","(1.06, 1.2, 1.190015455950541)","(41.0, 160.0, 156.66666666666669)","(41.0, 460.0, 341.25)","(18.0, 30.0, 28.444444444444443)","(14.0, 23.0, 22.85)"
15-12-2022 12:41:30.149794,"(31.0, 65.0, 63.69565217391305)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.4)","(1.06, 1.2, 1.190015455950541)","(41.0, 160.0, 156.66666666666669)","(41.0, 460.0, 341.25)","(18.0, 30.0, 28.444444444444443)","(14.0, 23.0, 22.666666666666668)"
15-12-2022 12:41:31.415744,"(31.0, 65.0, 63.69565217391305)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 37.0)","(1.06, 1.2, 1.1900161550888528)","(41.0, 160.0, 156.31578947368422)","(41.0, 460.0, 333.3333333333333)","(18.0, 30.0, 28.782608695652172)","(14.0, 23.0, 22.77777777777778)"
15-12-2022 12:41:32.756381,"(31.0, 65.0, 63.63636363636364)","(31.0, 80.0, 72.0)","(19.0, 40.0, 37.0)","(1.06, 1.2, 1.1900161550888528)","(41.0, 160.0, 155.0)","(41.0, 460.0, 384.0)","(18.0, 30.0, 29.125)","(14.0, 23.0, 22.857142857142858)"
15-12-2022 12:41:34.311479,"(31.0, 65.0, 63.5)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.14285714285714)","(1.06, 1.2, 1.1801923076923075)","(41.0, 160.0, 155.0)","(41.0, 460.0, 384.0)","(18.0, 30.0, 29.125)","(14.0, 23.0, 22.81818181818182)"
15-12-2022 12:41:35.812835,"(31.0, 65.0, 63.5)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.14285714285714)","(1.06, 1.2, 1.180107296137339)","(41.0, 160.0, 155.0)","(41.0, 460.0, 384.0)","(18.0, 30.0, 29.125)","(14.0, 23.0, 22.875)"
15-12-2022 12:41:37.292744,"(31.0, 65.0, 63.5)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.14285714285714)","(1.06, 1.2, 1.180107296137339)","(41.0, 160.0, 155.0)","(41.0, 460.0, 384.0)","(18.0, 30.0, 29.125)","(14.0, 23.0, 22.875)"
15-12-2022 12:41:38.893149,"(31.0, 65.0, 63.5)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.14285714285714)","(1.06, 1.2, 1.1876635514018692)","(41.0, 160.0, 155.0)","(41.0, 460.0, 384.0)","(18.0, 30.0, 29.125)","(14.0, 23.0, 22.875)"
15-12-2022 12:41:40.288795,"(31.0, 65.0, 63.5)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.14285714285714)","(1.06, 1.19, 1.1876635514018692)","(41.0, 160.0, 155.0)","(41.0, 460.0, 384.0)","(18.0, 30.0, 28.444444444444443)","(14.0, 23.0, 22.88888888888889)"
15-12-2022 12:41:41.682242,"(31.0, 65.0, 63.5)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 38.94117647058823)","(1.06, 1.2, 1.181625371655104)","(41.0, 160.0, 155.0)","(41.0, 460.0, 384.0)","(18.0, 30.0, 28.444444444444443)","(14.0, 23.0, 22.88888888888889)"
15-12-2022 12:41:43.180249,"(31.0, 65.0, 63.5)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.25)","(1.05, 1.2, 1.181625371655104)","(51.0, 160.0, 153.0)","(41.0, 460.0, 369.5238095238095)","(17.0, 30.0, 27.76)","(14.0, 23.0, 22.944444444444443)"
15-12-2022 12:41:44.757212,"(31.0, 65.0, 62.27272727272727)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.25)","(1.05, 1.2, 1.181625371655104)","(51.0, 160.0, 153.0)","(41.0, 460.0, 369.5238095238095)","(17.0, 30.0, 27.76)","(14.0, 23.0, 22.935483870967744)"
15-12-2022 12:41:46.137311,"(31.0, 65.0, 62.27272727272727)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.25)","(1.05, 1.2, 1.181625371655104)","(51.0, 160.0, 153.0)","(41.0, 460.0, 369.5238095238095)","(17.0, 30.0, 27.76)","(14.0, 23.0, 22.935483870967744)"
15-12-2022 12:41:47.350819,"(31.0, 65.0, 62.27272727272727)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.25)","(1.05, 1.2, 1.181625371655104)","(51.0, 160.0, 153.0)","(41.0, 460.0, 369.5238095238095)","(17.0, 30.0, 27.76)","(14.0, 23.0, 22.935483870967744)"
15-12-2022 12:41:48.631528,"(31.0, 65.0, 62.27272727272727)","(31.0, 80.0, 71.11111111111111)","(19.0, 40.0, 39.25)","(1.05, 1.2, 1.181625371655104)","(51.0, 160.0, 153.0)","(41.0, 460.0, 369.5238095238095)","(17.0, 30.0, 27.76)","(14.0, 23.0, 22.935483870967744)"
15-12-2022 12:41:49.909880,"(31.0, 65.0, 62.27272727272727)","(31.0, 80.0, 71.11111111111111)","(19.0, 40.0, 39.25)","(1.05, 1.2, 1.181625371655104)","(51.0, 160.0, 153.0)","(41.0, 460.0, 369.5238095238095)","(17.0, 30.0, 27.76)","(14.0, 23.0, 22.935483870967744)"
15-12-2022 12:41:51.286466,"(31.0, 65.0, 62.27272727272727)","(31.0, 80.0, 71.11111111111111)","(19.0, 40.0, 39.25)","(1.05, 1.2, 1.181625371655104)","(51.0, 160.0, 153.0)","(41.0, 460.0, 369.5238095238095)","(17.0, 30.0, 27.76)","(14.0, 23.0, 22.935483870967744)"
15-12-2022 12:41:52.641094,"(31.0, 65.0, 62.27272727272727)","(31.0, 80.0, 71.11111111111111)","(19.0, 40.0, 38.875)","(1.05, 1.2, 1.1808471074380165)","(51.0, 160.0, 151.25)","(41.0, 460.0, 384.0)","(17.0, 30.0, 25.636363636363637)","(14.0, 23.0, 23.636363636363637)"
15-12-2022 12:41:53.868703,"(31.0, 65.0, 62.27272727272727)","(31.0, 80.0, 71.11111111111111)","(19.0, 40.0, 38.875)","(1.05, 1.2, 1.1808457968024755)","(51.0, 160.0, 151.25)","(41.0, 460.0, 384.0)","(17.0, 30.0, 28.486486486486488)","(14.0, 25.0, 23.636363636363637)"
15-12-2022 12:41:55.101232,"(31.0, 65.0, 62.27272727272727)","(31.0, 80.0, 71.11111111111111)","(19.0, 40.0, 38.875)","(1.05, 1.2, 1.1808457968024755)","(51.0, 160.0, 151.25)","(41.0, 460.0, 384.0)","(17.0, 30.0, 28.486486486486488)","(14.0, 25.0, 23.636363636363637)"
15-12-2022 12:41:56.309882,"(31.0, 65.0, 62.27272727272727)","(31.0, 80.0, 71.11111111111111)","(19.0, 40.0, 38.875)","(1.05, 1.2, 1.1810510204081632)","(51.0, 160.0, 151.25)","(41.0, 460.0, 384.0)","(17.0, 30.0, 28.486486486486488)","(14.0, 25.0, 23.636363636363637)"
15-12-2022 12:41:57.661742,"(31.0, 65.0, 62.27272727272727)","(31.0, 80.0, 71.11111111111111)","(19.0, 40.0, 38.5)","(1.05, 1.2, 1.1810510204081632)","(51.0, 160.0, 151.25)","(41.0, 460.0, 384.0)","(17.0, 30.0, 28.486486486486488)","(14.0, 25.0, 23.636363636363637)"
15-12-2022 12:41:58.919437,"(31.0, 65.0, 62.27272727272727)","(31.0, 80.0, 71.11111111111111)","(19.0, 40.0, 38.5)","(1.05, 1.2, 1.1810510204081632)","(51.0, 160.0, 151.25)","(41.0, 460.0, 384.0)","(17.0, 30.0, 28.486486486486488)","(14.0, 25.0, 23.636363636363637)"
15-12-2022 12:42:00.147925,"(31.0, 65.0, 62.27272727272727)","(31.0, 80.0, 71.11111111111111)","(19.0, 40.0, 38.875)","(1.05, 1.2, 1.1897169811320754)","(51.0, 160.0, 151.25)","(41.0, 460.0, 384.0)","(17.0, 30.0, 28.352941176470587)","(14.0, 25.0, 23.666666666666668)"
15-12-2022 12:42:01.462428,"(31.0, 65.0, 62.27272727272727)","(31.0, 80.0, 71.11111111111111)","(19.0, 40.0, 38.875)","(1.05, 1.19, 1.186842105263158)","(51.0, 160.0, 151.25)","(41.0, 460.0, 384.0)","(17.0, 30.0, 25.636363636363637)","(14.0, 25.0, 23.5)"
15-12-2022 12:42:02.708814,"(31.0, 65.0, 62.27272727272727)","(31.0, 80.0, 71.11111111111111)","(19.0, 40.0, 39.333333333333336)","(1.05, 1.19, 1.186842105263158)","(51.0, 160.0, 153.63636363636363)","(41.0, 460.0, 380.83333333333337)","(17.0, 30.0, 27.818181818181817)","(14.0, 25.0, 24.0625)"
15-12-2022 12:42:04.081234,"(31.0, 65.0, 63.23529411764706)","(31.0, 80.0, 71.11111111111111)","(19.0, 40.0, 39.333333333333336)","(1.05, 1.19, 1.188695652173913)","(51.0, 160.0, 153.63636363636363)","(41.0, 460.0, 377.39130434782606)","(17.0, 30.0, 27.473684210526315)","(14.0, 25.0, 24.0625)"
15-12-2022 12:42:05.408342,"(31.0, 65.0, 63.23529411764706)","(31.0, 80.0, 71.11111111111111)","(19.0, 40.0, 39.357142857142854)","(1.05, 1.19, 1.188695652173913)","(51.0, 160.0, 153.63636363636363)","(41.0, 460.0, 380.83333333333337)","(17.0, 30.0, 27.6)","(14.0, 25.0, 24.0625)"
15-12-2022 12:42:06.648771,"(31.0, 65.0, 63.23529411764706)","(31.0, 80.0, 71.11111111111111)","(19.0, 40.0, 39.357142857142854)","(1.05, 1.19, 1.188695652173913)","(51.0, 160.0, 153.63636363636363)","(41.0, 460.0, 380.83333333333337)","(17.0, 30.0, 27.6)","(14.0, 25.0, 24.0625)"
15-12-2022 12:42:07.836670,"(31.0, 65.0, 63.23529411764706)","(31.0, 80.0, 71.11111111111111)","(19.0, 40.0, 39.357142857142854)","(1.05, 1.19, 1.184255319148936)","(51.0, 160.0, 153.63636363636363)","(41.0, 460.0, 380.83333333333337)","(17.0, 30.0, 27.6)","(14.0, 25.0, 24.0625)"
15-12-2022 12:42:08.975177,"(31.0, 65.0, 63.23529411764706)","(31.0, 80.0, 71.11111111111111)","(19.0, 40.0, 39.357142857142854)","(1.05, 1.19, 1.1832)","(51.0, 160.0, 153.63636363636363)","(41.0, 460.0, 380.83333333333337)","(17.0, 30.0, 27.6)","(14.0, 25.0, 24.0625)"
15-12-2022 12:42:10.084308,"(31.0, 65.0, 63.23529411764706)","(31.0, 80.0, 71.11111111111111)","(19.0, 40.0, 39.357142857142854)","(1.05, 1.19, 1.1832)","(51.0, 160.0, 153.63636363636363)","(41.0, 460.0, 380.83333333333337)","(17.0, 30.0, 27.714285714285715)","(14.0, 25.0, 24.210526315789473)"
15-12-2022 12:42:11.313760,"(31.0, 65.0, 63.23529411764706)","(31.0, 80.0, 71.11111111111111)","(19.0, 40.0, 39.357142857142854)","(1.05, 1.19, 1.1832)","(51.0, 160.0, 153.63636363636363)","(41.0, 460.0, 380.83333333333337)","(17.0, 30.0, 28.0)","(14.0, 25.0, 24.210526315789473)"
15-12-2022 12:42:12.435049,"(31.0, 65.0, 63.23529411764706)","(31.0, 80.0, 71.11111111111111)","(19.0, 40.0, 37.0)","(1.05, 1.19, 1.1832)","(51.0, 160.0, 153.63636363636363)","(41.0, 460.0, 392.1428571428571)","(17.0, 30.0, 25.2)","(14.0, 25.0, 24.285714285714285)"
15-12-2022 12:42:13.474382,"(31.0, 65.0, 61.666666666666664)","(31.0, 80.0, 71.11111111111111)","(19.0, 40.0, 37.0)","(1.05, 1.19, 1.1832)","(51.0, 160.0, 156.11111111111111)","(41.0, 460.0, 392.1428571428571)","(17.0, 30.0, 25.2)","(14.0, 25.0, 24.285714285714285)"
15-12-2022 12:42:14.581147,"(31.0, 65.0, 61.666666666666664)","(31.0, 80.0, 71.11111111111111)","(19.0, 40.0, 39.18181818181818)","(1.05, 1.19, 1.1854794520547944)","(51.0, 160.0, 156.11111111111111)","(41.0, 460.0, 392.1428571428571)","(17.0, 30.0, 24.666666666666668)","(14.0, 25.0, 24.0625)"
15-12-2022 12:42:15.668466,"(31.0, 65.0, 61.666666666666664)","(31.0, 80.0, 71.11111111111111)","(19.0, 40.0, 39.18181818181818)","(1.05, 1.19, 1.1854794520547944)","(51.0, 160.0, 156.11111111111111)","(41.0, 460.0, 392.1428571428571)","(17.0, 30.0, 24.666666666666668)","(14.0, 25.0, 23.75)"
15-12-2022 12:42:16.737700,"(31.0, 65.0, 61.666666666666664)","(31.0, 80.0, 71.11111111111111)","(19.0, 40.0, 39.18181818181818)","(1.05, 1.19, 1.1854794520547944)","(51.0, 160.0, 156.11111111111111)","(41.0, 460.0, 392.1428571428571)","(17.0, 30.0, 24.666666666666668)","(14.0, 25.0, 23.75)"
15-12-2022 12:42:17.827091,"(31.0, 65.0, 61.666666666666664)","(31.0, 80.0, 71.11111111111111)","(19.0, 40.0, 39.18181818181818)","(1.05, 1.19, 1.1854794520547944)","(51.0, 160.0, 156.11111111111111)","(41.0, 460.0, 392.1428571428571)","(17.0, 30.0, 24.666666666666668)","(14.0, 25.0, 23.75)"
15-12-2022 12:42:18.965038,"(31.0, 65.0, 61.666666666666664)","(31.0, 80.0, 71.11111111111111)","(19.0, 40.0, 39.18181818181818)","(1.05, 1.19, 1.1854794520547944)","(51.0, 160.0, 156.11111111111111)","(41.0, 460.0, 392.1428571428571)","(17.0, 30.0, 25.2)","(14.0, 25.0, 23.666666666666668)"
15-12-2022 12:42:20.193834,"(31.0, 65.0, 61.666666666666664)","(31.0, 80.0, 64.0)","(19.0, 40.0, 39.18181818181818)","(1.05, 1.19, 1.1833057851239668)","(51.0, 160.0, 156.11111111111111)","(41.0, 460.0, 392.1428571428571)","(17.0, 30.0, 25.2)","(14.0, 25.0, 23.666666666666668)"
15-12-2022 12:42:21.256870,"(31.0, 65.0, 61.666666666666664)","(31.0, 80.0, 64.0)","(19.0, 40.0, 39.18181818181818)","(1.05, 1.19, 1.1833057851239668)","(51.0, 160.0, 156.11111111111111)","(41.0, 460.0, 392.1428571428571)","(17.0, 30.0, 25.2)","(14.0, 25.0, 24.0)"
15-12-2022 12:42:22.353213,"(31.0, 65.0, 61.666666666666664)","(31.0, 80.0, 72.0)","(19.0, 40.0, 37.0)","(1.05, 1.19, 1.1833057851239668)","(51.0, 160.0, 146.25)","(41.0, 460.0, 287.27272727272725)","(17.0, 30.0, 25.2)","(14.0, 25.0, 24.0)"
15-12-2022 12:42:23.623880,"(31.0, 65.0, 62.27272727272727)","(31.0, 80.0, 72.0)","(19.0, 40.0, 38.8)","(1.05, 1.19, 1.1833057851239668)","(51.0, 160.0, 153.63636363636363)","(41.0, 460.0, 341.25)","(17.0, 30.0, 27.6)","(14.0, 25.0, 23.5)"
15-12-2022 12:42:24.953776,"(31.0, 65.0, 62.27272727272727)","(31.0, 80.0, 72.0)","(19.0, 40.0, 38.8)","(1.05, 1.19, 1.1833057851239668)","(51.0, 160.0, 153.63636363636363)","(41.0, 460.0, 341.25)","(17.0, 30.0, 27.6)","(14.0, 25.0, 23.5)"
15-12-2022 12:42:26.269415,"(31.0, 65.0, 62.27272727272727)","(31.0, 80.0, 72.0)","(19.0, 40.0, 38.8)","(1.05, 1.19, 1.1833057851239668)","(51.0, 160.0, 153.63636363636363)","(41.0, 460.0, 341.25)","(17.0, 30.0, 27.6)","(14.0, 25.0, 23.5)"
15-12-2022 12:42:27.508548,"(31.0, 65.0, 62.27272727272727)","(31.0, 80.0, 72.0)","(19.0, 40.0, 38.8)","(1.05, 1.19, 1.1833057851239668)","(51.0, 160.0, 153.63636363636363)","(41.0, 460.0, 341.25)","(17.0, 30.0, 27.6)","(14.0, 25.0, 23.5)"
15-12-2022 12:42:28.782717,"(31.0, 65.0, 62.27272727272727)","(31.0, 80.0, 72.0)","(19.0, 40.0, 38.8)","(1.05, 1.19, 1.1833057851239668)","(51.0, 160.0, 153.63636363636363)","(41.0, 460.0, 341.25)","(17.0, 30.0, 27.6)","(14.0, 25.0, 23.5)"
15-12-2022 12:42:30.104906,"(31.0, 65.0, 62.27272727272727)","(31.0, 80.0, 72.0)","(19.0, 40.0, 38.8)","(1.05, 1.19, 1.1833057851239668)","(51.0, 160.0, 153.63636363636363)","(41.0, 460.0, 341.25)","(17.0, 30.0, 27.6)","(14.0, 25.0, 23.5)"
15-12-2022 12:42:31.312347,"(31.0, 65.0, 62.27272727272727)","(31.0, 80.0, 72.0)","(19.0, 40.0, 37.0)","(1.05, 1.19, 1.1833057851239668)","(51.0, 160.0, 153.63636363636363)","(41.0, 460.0, 341.25)","(17.0, 30.0, 27.6)","(14.0, 25.0, 23.5)"
15-12-2022 12:42:32.545513,"(31.0, 65.0, 62.27272727272727)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.0)","(1.05, 1.19, 1.1833057851239668)","(51.0, 160.0, 154.16666666666666)","(41.0, 460.0, 386.9230769230769)","(17.0, 30.0, 28.0)","(14.0, 25.0, 23.5)"
15-12-2022 12:42:33.732063,"(31.0, 65.0, 61.666666666666664)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.0)","(1.05, 1.19, 1.1833057851239668)","(51.0, 160.0, 154.16666666666666)","(41.0, 460.0, 386.9230769230769)","(17.0, 30.0, 28.0)","(15.0, 25.0, 23.5)"
15-12-2022 12:42:34.909731,"(31.0, 65.0, 61.666666666666664)","(31.0, 80.0, 72.72727272727272)","(19.0, 40.0, 39.05263157894737)","(1.05, 1.19, 1.1833057851239668)","(51.0, 160.0, 151.875)","(41.0, 460.0, 386.9230769230769)","(17.0, 30.0, 26.0)","(15.0, 25.0, 23.636363636363637)"
