,My Fathers Son,Galloping Speed,Midnight Rocker,Valor Bale,My Bonneville,Greysynd Shock,Zipping Crusader,Apache Shout
07-01-2023 19:41:53.481643,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.0, 5.581818181818182)","(13.0, 30.0, 28.3)","(12.0, 25.0, 26.40625)"
07-01-2023 19:41:54.872395,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.4, 5.581818181818182)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:41:56.194719,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.4, 5.581818181818182)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:41:57.553920,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.4, 5.581818181818182)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:41:58.910508,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.4, 5.581818181818182)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:00.284229,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.4, 5.581818181818182)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:01.570443,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.4, 5.581818181818182)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:02.961327,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.4, 5.581818181818182)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:04.313345,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.4, 6.3500000000000005)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:05.673566,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.8, 6.3500000000000005)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:07.010912,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.8, 6.3500000000000005)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:08.246431,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.8, 6.3500000000000005)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:09.548012,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.8, 6.3500000000000005)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:10.897435,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.8, 6.3500000000000005)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:12.234727,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.8, 6.3500000000000005)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:13.542593,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.8, 6.3500000000000005)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:14.655432,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.8, 6.3500000000000005)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:15.836624,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.8, 6.3500000000000005)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:17.075086,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.8, 6.3500000000000005)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:18.356702,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.8, 6.3500000000000005)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:19.664266,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.8, 6.3500000000000005)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:20.888897,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.8, 6.3500000000000005)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:22.203328,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.8, 6.3500000000000005)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:23.547054,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.8, 6.3500000000000005)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:24.845830,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.8, 6.3500000000000005)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:26.441017,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.8, 6.3500000000000005)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:27.935257,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.8, 6.3500000000000005)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:29.430522,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.8, 6.3500000000000005)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:30.826775,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.8, 6.3500000000000005)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:32.165357,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.8, 6.3500000000000005)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:33.539638,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.8, 6.3500000000000005)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:34.932572,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.8, 6.3500000000000005)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:36.277931,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.8, 6.3500000000000005)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:37.542815,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.8, 6.3500000000000005)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:38.755102,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.8, 6.3500000000000005)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:39.920153,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.8, 6.3500000000000005)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:41.175077,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.8, 6.3500000000000005)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
07-01-2023 19:42:42.486841,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 9.095744680851064)","(2.35, 3.85, 2.9840909090909093)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.8, 6.3500000000000005)","(13.0, 32.0, 28.3)","(12.0, 27.0, 26.40625)"
