,Soopat,Jumping Power Two,Lavish Lady,So Extra,The Mitchell Snail,Empress Cleopatra,Jackal,Rust,Colonel Von Trapp
12-01-2023 12:26:25.605209,"(2.45, 2.86, 2.7975)","(2.05, 2.3, 2.223404255319149)","(10.0, 16.5, 16.458333333333332)","(6.5, 10.5, 9.93125)","(41.0, 130.0, 96.66666666666667)","(81.0, 230.0, 210.0)","(81.0, 160.0, 130.0)","(91.0, 190.0, 165.0)","(101.0, 230.0, 215.0)"
12-01-2023 12:26:26.778393,"(2.45, 2.86, 2.825)","(2.05, 2.3, 2.223404255319149)","(10.0, 16.5, 16.458333333333332)","(6.5, 10.5, 10.344444444444445)","(41.0, 130.0, 96.66666666666667)","(81.0, 230.0, 210.0)","(81.0, 160.0, 130.0)","(91.0, 190.0, 165.0)","(101.0, 230.0, 215.0)"
12-01-2023 12:26:27.999690,"(2.45, 2.84, 2.7933333333333334)","(2.05, 2.3, 2.225)","(10.0, 16.5, 16.458333333333332)","(6.5, 10.5, 10.344444444444445)","(41.0, 130.0, 96.66666666666667)","(81.0, 230.0, 210.0)","(81.0, 160.0, 124.0)","(91.0, 190.0, 165.0)","(101.0, 230.0, 215.0)"
12-01-2023 12:26:29.137865,"(2.45, 2.84, 2.8024999999999998)","(2.05, 2.3, 2.213157894736842)","(10.0, 16.5, 16.458333333333332)","(6.5, 10.5, 10.344444444444445)","(41.0, 130.0, 96.66666666666667)","(81.0, 230.0, 210.0)","(81.0, 160.0, 124.0)","(91.0, 190.0, 165.0)","(101.0, 230.0, 215.0)"
12-01-2023 12:26:30.267971,"(2.45, 2.84, 2.8024999999999998)","(2.05, 2.3, 2.2121951219512197)","(10.0, 16.5, 16.458333333333332)","(6.5, 10.5, 10.344444444444445)","(41.0, 130.0, 96.66666666666667)","(81.0, 230.0, 200.0)","(81.0, 160.0, 124.0)","(91.0, 190.0, 165.0)","(101.0, 230.0, 215.0)"
12-01-2023 12:26:31.384174,"(2.45, 2.84, 2.8024999999999998)","(2.05, 2.3, 2.197142857142857)","(10.0, 16.5, 16.458333333333332)","(6.5, 10.5, 10.344444444444445)","(51.0, 130.0, 96.66666666666667)","(91.0, 230.0, 215.71428571428572)","(81.0, 160.0, 124.0)","(91.0, 190.0, 165.0)","(101.0, 230.0, 215.0)"
12-01-2023 12:26:32.504305,"(2.45, 2.84, 2.782857142857143)","(2.05, 2.22, 2.2085714285714286)","(10.0, 16.5, 16.458333333333332)","(6.5, 10.5, 10.392307692307693)","(51.0, 130.0, 102.22222222222223)","(91.0, 230.0, 215.71428571428572)","(81.0, 160.0, 124.0)","(91.0, 190.0, 165.0)","(101.0, 230.0, 215.0)"
12-01-2023 12:26:33.711963,"(2.5, 2.84, 2.815)","(2.05, 2.22, 2.2085714285714286)","(10.0, 16.5, 16.456521739130434)","(6.5, 10.5, 10.392307692307693)","(51.0, 130.0, 102.22222222222223)","(91.0, 230.0, 215.71428571428572)","(81.0, 160.0, 124.0)","(91.0, 190.0, 170.0)","(101.0, 230.0, 215.0)"
12-01-2023 12:26:34.943209,"(2.5, 2.84, 2.8066666666666666)","(2.05, 2.18, 2.164375)","(10.0, 17.5, 17.44736842105263)","(6.5, 10.5, 10.528571428571428)","(51.0, 130.0, 94.0)","(91.0, 230.0, 200.0)","(81.0, 160.0, 118.33333333333333)","(91.0, 190.0, 170.0)","(101.0, 230.0, 216.66666666666666)"
12-01-2023 12:26:36.205060,"(2.5, 2.7, 2.693793103448276)","(2.05, 2.18, 2.1678222222222225)","(10.0, 18.0, 17.3125)","(6.5, 11.5, 10.46875)","(51.0, 130.0, 100.0)","(91.0, 230.0, 215.71428571428572)","(81.0, 160.0, 163.33333333333334)","(91.0, 190.0, 176.66666666666666)","(101.0, 230.0, 210.0)"
12-01-2023 12:26:37.354075,"(2.5, 2.84, 2.836)","(2.05, 2.18, 2.164161849710983)","(10.0, 18.0, 17.3125)","(6.5, 11.5, 10.405405405405405)","(51.0, 130.0, 107.5)","(91.0, 230.0, 185.0)","(81.0, 190.0, 174.0)","(91.0, 190.0, 214.0)","(101.0, 230.0, 210.0)"
12-01-2023 12:26:38.527515,"(2.5, 2.84, 2.8)","(2.05, 2.18, 2.1640437158469945)","(10.0, 18.0, 17.28)","(6.5, 11.5, 10.405405405405405)","(51.0, 130.0, 107.5)","(91.0, 230.0, 185.0)","(81.0, 190.0, 174.0)","(91.0, 230.0, 196.66666666666666)","(101.0, 230.0, 210.0)"
12-01-2023 12:26:39.708555,"(2.5, 2.84, 2.7542857142857144)","(2.05, 2.18, 2.1640437158469945)","(10.0, 18.0, 17.28)","(6.5, 11.5, 10.405405405405405)","(51.0, 130.0, 107.5)","(91.0, 230.0, 185.0)","(81.0, 190.0, 174.0)","(91.0, 220.0, 196.66666666666666)","(101.0, 230.0, 210.0)"
12-01-2023 12:26:40.842228,"(2.5, 2.84, 2.7542857142857144)","(2.05, 2.18, 2.1641340782122906)","(10.0, 18.0, 17.28)","(6.5, 11.5, 10.405405405405405)","(51.0, 130.0, 107.5)","(91.0, 230.0, 185.0)","(81.0, 190.0, 156.66666666666666)","(91.0, 220.0, 196.66666666666666)","(101.0, 230.0, 210.0)"
12-01-2023 12:26:41.933843,"(2.5, 2.84, 2.7542857142857144)","(2.05, 2.18, 2.1641340782122906)","(10.0, 18.0, 17.28)","(6.5, 11.5, 10.405405405405405)","(51.0, 130.0, 107.5)","(91.0, 230.0, 185.0)","(81.0, 180.0, 141.11111111111111)","(91.0, 220.0, 196.66666666666666)","(101.0, 230.0, 210.0)"
12-01-2023 12:26:43.035659,"(2.5, 2.84, 2.8307692307692305)","(2.05, 2.18, 2.1646540880503147)","(10.0, 18.0, 17.28)","(6.5, 11.5, 10.405405405405405)","(51.0, 130.0, 107.5)","(91.0, 230.0, 185.0)","(81.0, 180.0, 150.0)","(91.0, 220.0, 196.66666666666666)","(101.0, 230.0, 210.0)"
12-01-2023 12:26:44.150863,"(2.5, 2.86, 2.79875)","(2.05, 2.18, 2.1646540880503147)","(10.0, 18.0, 17.28)","(6.5, 11.5, 10.405405405405405)","(51.0, 130.0, 107.5)","(91.0, 230.0, 185.0)","(81.0, 170.0, 134.0)","(91.0, 220.0, 196.66666666666666)","(101.0, 230.0, 210.0)"
12-01-2023 12:26:45.320113,"(2.5, 2.86, 2.8204040404040405)","(2.05, 2.18, 2.1665486725663716)","(10.0, 18.0, 17.28)","(6.5, 11.5, 10.571428571428571)","(51.0, 130.0, 107.5)","(91.0, 230.0, 185.0)","(81.0, 170.0, 174.0)","(91.0, 220.0, 196.66666666666666)","(101.0, 230.0, 210.0)"
12-01-2023 12:26:46.534151,"(2.5, 2.86, 2.8018181818181818)","(2.05, 2.2, 2.1575)","(10.0, 18.0, 17.307692307692307)","(6.5, 11.5, 10.571428571428571)","(51.0, 130.0, 107.5)","(91.0, 230.0, 185.0)","(81.0, 190.0, 174.0)","(91.0, 220.0, 196.66666666666666)","(101.0, 230.0, 210.0)"
12-01-2023 12:26:47.754433,"(2.5, 2.8, 2.792307692307692)","(2.05, 2.2, 2.1550000000000002)","(10.0, 18.0, 17.456521739130434)","(6.5, 11.5, 10.385714285714286)","(51.0, 130.0, 107.5)","(91.0, 230.0, 185.0)","(81.0, 190.0, 174.0)","(91.0, 220.0, 196.66666666666666)","(101.0, 230.0, 210.0)"
12-01-2023 12:26:48.906876,"(2.5, 2.8, 2.7937499999999997)","(2.05, 2.2, 2.163076923076923)","(10.0, 18.5, 17.456521739130434)","(6.5, 11.5, 10.385714285714286)","(51.0, 130.0, 107.5)","(91.0, 230.0, 185.0)","(81.0, 190.0, 174.0)","(91.0, 220.0, 196.66666666666666)","(101.0, 230.0, 210.0)"
12-01-2023 12:26:50.005632,"(2.5, 2.88, 2.81620253164557)","(2.05, 2.2, 2.183728813559322)","(10.0, 18.5, 17.78)","(7.0, 11.5, 10.155172413793103)","(51.0, 130.0, 107.5)","(91.0, 230.0, 185.0)","(81.0, 190.0, 174.0)","(91.0, 220.0, 196.66666666666666)","(101.0, 230.0, 210.0)"
12-01-2023 12:26:51.199626,"(2.5, 2.86, 2.8475)","(2.05, 2.2, 2.184)","(10.0, 18.5, 17.78)","(7.0, 11.5, 10.155172413793103)","(51.0, 130.0, 107.5)","(91.0, 230.0, 185.0)","(81.0, 190.0, 174.0)","(91.0, 220.0, 196.66666666666666)","(101.0, 230.0, 210.0)"
12-01-2023 12:26:52.385489,"(2.5, 2.86, 2.8521052631578945)","(2.05, 2.22, 2.198666666666667)","(10.0, 18.5, 17.78)","(7.0, 11.5, 10.366666666666667)","(51.0, 130.0, 107.5)","(91.0, 230.0, 185.0)","(81.0, 190.0, 174.0)","(91.0, 220.0, 196.66666666666666)","(101.0, 230.0, 198.0)"
12-01-2023 12:26:53.654259,"(2.5, 2.86, 2.8521052631578945)","(2.05, 2.22, 2.2054545454545456)","(10.0, 18.5, 17.78)","(7.0, 11.5, 10.160606060606062)","(51.0, 130.0, 107.5)","(91.0, 230.0, 185.0)","(81.0, 190.0, 174.0)","(91.0, 220.0, 196.66666666666666)","(101.0, 230.0, 205.0)"
12-01-2023 12:26:54.853272,"(2.5, 2.86, 2.8521052631578945)","(2.05, 2.22, 2.2054545454545456)","(10.0, 18.5, 17.78)","(7.0, 11.5, 10.160606060606062)","(51.0, 130.0, 107.5)","(91.0, 230.0, 185.0)","(81.0, 190.0, 174.0)","(91.0, 220.0, 196.66666666666666)","(101.0, 220.0, 196.66666666666666)"
12-01-2023 12:26:56.085615,"(2.5, 2.86, 2.8521052631578945)","(2.05, 2.2, 2.1832000000000003)","(10.0, 18.5, 17.78)","(7.0, 11.5, 10.160606060606062)","(51.0, 130.0, 107.5)","(91.0, 230.0, 185.0)","(81.0, 190.0, 174.0)","(91.0, 220.0, 196.66666666666666)","(101.0, 210.0, 210.0)"
12-01-2023 12:26:57.205607,"(2.5, 2.86, 2.8521052631578945)","(2.05, 2.2, 2.1766666666666667)","(10.0, 18.5, 17.78)","(7.0, 11.5, 10.160606060606062)","(51.0, 130.0, 107.5)","(91.0, 230.0, 185.0)","(81.0, 190.0, 174.0)","(91.0, 220.0, 196.66666666666666)","(101.0, 230.0, 210.0)"
12-01-2023 12:26:58.274985,"(2.5, 2.86, 2.836923076923077)","(2.0, 2.18, 2.173846153846154)","(10.0, 18.5, 17.78)","(7.0, 11.5, 10.160606060606062)","(51.0, 130.0, 107.5)","(91.0, 230.0, 185.0)","(81.0, 190.0, 174.0)","(91.0, 220.0, 196.66666666666666)","(101.0, 230.0, 210.0)"
12-01-2023 12:26:59.311000,"(2.5, 2.88, 2.794285714285714)","(2.0, 2.16, 2.1563636363636367)","(10.0, 18.5, 17.857142857142858)","(7.0, 11.5, 10.305405405405406)","(51.0, 130.0, 107.5)","(91.0, 230.0, 185.0)","(81.0, 190.0, 174.0)","(91.0, 220.0, 196.66666666666666)","(101.0, 230.0, 210.0)"
12-01-2023 12:27:00.475385,"(2.5, 2.88, 2.8183333333333334)","(2.0, 2.16, 2.155223880597015)","(10.0, 18.5, 17.9375)","(7.0, 11.5, 10.305405405405406)","(51.0, 130.0, 107.5)","(91.0, 230.0, 185.0)","(81.0, 170.0, 150.0)","(91.0, 220.0, 196.66666666666666)","(101.0, 230.0, 218.57142857142856)"
12-01-2023 12:27:01.537720,"(2.5, 2.86, 2.8183333333333334)","(2.0, 2.16, 2.155223880597015)","(10.0, 18.5, 17.9375)","(7.0, 11.5, 10.305405405405406)","(51.0, 130.0, 107.5)","(91.0, 230.0, 185.0)","(81.0, 160.0, 143.33333333333334)","(91.0, 220.0, 196.66666666666666)","(101.0, 230.0, 216.66666666666669)"
12-01-2023 12:27:02.675039,"(2.5, 2.86, 2.804444444444444)","(2.0, 2.16, 2.1548387096774193)","(10.0, 18.5, 17.9375)","(7.0, 11.5, 10.652173913043478)","(51.0, 130.0, 107.5)","(91.0, 230.0, 185.0)","(81.0, 160.0, 143.33333333333334)","(91.0, 220.0, 196.66666666666666)","(101.0, 550.0, 452.5)"
12-01-2023 12:27:03.771375,"(2.5, 2.84, 2.8099999999999996)","(2.0, 2.16, 2.1548387096774193)","(10.0, 18.5, 17.857142857142858)","(7.0, 11.5, 10.652173913043478)","(51.0, 130.0, 107.5)","(91.0, 230.0, 185.0)","(81.0, 160.0, 143.33333333333334)","(91.0, 220.0, 196.66666666666666)","(101.0, 550.0, 486.6666666666667)"
12-01-2023 12:27:04.913953,"(2.5, 2.86, 2.8314285714285714)","(2.0, 2.12, 2.102542372881356)","(10.0, 18.5, 17.725806451612904)","(7.0, 11.5, 10.633333333333333)","(51.0, 130.0, 98.0)","(91.0, 230.0, 185.0)","(81.0, 160.0, 143.33333333333334)","(91.0, 220.0, 196.66666666666666)","(101.0, 550.0, 370.0)"
12-01-2023 12:27:06.105045,"(2.5, 2.86, 2.8314285714285714)","(2.0, 2.12, 2.101526717557252)","(10.0, 18.5, 17.833333333333332)","(7.0, 11.5, 10.633333333333333)","(51.0, 130.0, 98.0)","(91.0, 230.0, 185.0)","(81.0, 160.0, 143.33333333333334)","(91.0, 220.0, 196.66666666666666)","(101.0, 550.0, 430.0)"
12-01-2023 12:27:07.290078,"(2.5, 2.86, 2.8314285714285714)","(2.0, 2.12, 2.1001600000000002)","(10.0, 18.5, 17.833333333333332)","(7.0, 11.5, 10.633333333333333)","(51.0, 130.0, 97.5)","(91.0, 230.0, 170.0)","(81.0, 160.0, 143.33333333333334)","(91.0, 220.0, 180.0)","(101.0, 550.0, 480.0)"
12-01-2023 12:27:08.515654,"(2.5, 2.86, 2.8266666666666667)","(2.0, 2.12, 2.100107238605898)","(10.0, 18.5, 17.833333333333332)","(7.0, 11.5, 10.595238095238095)","(51.0, 120.0, 95.0)","(91.0, 230.0, 170.0)","(81.0, 160.0, 143.33333333333334)","(91.0, 210.0, 180.0)","(101.0, 550.0, 375.0)"
12-01-2023 12:27:09.731183,"(2.5, 2.88, 2.8413793103448275)","(2.0, 2.1, 2.0832432432432433)","(10.0, 18.5, 17.833333333333332)","(7.0, 11.5, 11.875)","(51.0, 120.0, 95.0)","(91.0, 230.0, 170.0)","(81.0, 160.0, 143.33333333333334)","(91.0, 210.0, 176.66666666666666)","(101.0, 550.0, 465.0)"
12-01-2023 12:27:10.927125,"(2.45, 2.88, 2.8225641025641024)","(1.95, 2.1, 2.0822857142857143)","(11.0, 18.5, 17.833333333333332)","(7.5, 12.0, 11.5)","(51.0, 120.0, 103.33333333333333)","(91.0, 230.0, 200.0)","(81.0, 160.0, 143.33333333333334)","(101.0, 230.0, 203.33333333333334)","(101.0, 550.0, 440.0)"
12-01-2023 12:27:12.083967,"(2.45, 2.9, 2.819642857142857)","(1.95, 2.1, 2.0822857142857143)","(11.0, 18.5, 17.833333333333332)","(7.5, 12.0, 11.192307692307692)","(51.0, 120.0, 105.0)","(91.0, 230.0, 190.0)","(81.0, 160.0, 143.33333333333334)","(101.0, 230.0, 203.33333333333334)","(101.0, 550.0, 575.0)"
12-01-2023 12:27:13.166662,"(2.45, 2.92, 2.84125)","(1.95, 2.1, 2.081860465116279)","(11.0, 21.0, 18.142857142857142)","(7.5, 12.0, 11.192307692307692)","(51.0, 120.0, 105.0)","(91.0, 230.0, 203.33333333333334)","(81.0, 160.0, 143.33333333333334)","(101.0, 230.0, 203.33333333333334)","(101.0, 950.0, 765.0)"
12-01-2023 12:27:14.320092,"(2.45, 2.92, 2.864117647058823)","(1.95, 2.04, 2.023735408560311)","(11.0, 21.0, 18.976190476190474)","(7.5, 12.0, 11.8)","(51.0, 120.0, 106.66666666666667)","(91.0, 230.0, 216.66666666666669)","(81.0, 160.0, 143.33333333333334)","(101.0, 230.0, 214.0)","(101.0, 950.0, 580.0)"
12-01-2023 12:27:15.520797,"(2.45, 2.92, 2.837391304347826)","(1.95, 2.04, 2.037777777777778)","(11.0, 21.0, 19.24074074074074)","(7.5, 12.0, 11.054794520547945)","(51.0, 120.0, 100.0)","(91.0, 230.0, 227.5)","(81.0, 160.0, 154.28571428571428)","(101.0, 230.0, 420.0)","(101.0, 940.0, 657.1428571428571)"
12-01-2023 12:27:16.713732,"(2.45, 2.94, 2.8499999999999996)","(1.95, 2.04, 2.037777777777778)","(11.0, 21.0, 19.19047619047619)","(7.5, 11.5, 9.657575757575756)","(51.0, 110.0, 100.66666666666667)","(91.0, 230.0, 227.77777777777777)","(81.0, 160.0, 145.0)","(101.0, 480.0, 352.0)","(101.0, 730.0, 571.4285714285714)"
12-01-2023 12:27:17.863898,"(2.45, 2.94, 2.863404255319149)","(1.95, 2.08, 2.064)","(12.0, 21.0, 19.48)","(7.5, 11.5, 9.731944444444444)","(51.0, 110.0, 97.27272727272727)","(91.0, 230.0, 228.0)","(81.0, 160.0, 180.0)","(101.0, 380.0, 315.0)","(101.0, 630.0, 571.4285714285714)"
12-01-2023 12:27:19.048957,"(2.45, 2.92, 2.91625)","(1.95, 2.08, 2.0694117647058823)","(12.0, 21.0, 19.48)","(7.5, 11.5, 9.731944444444444)","(51.0, 110.0, 97.27272727272727)","(91.0, 230.0, 228.0)","(81.0, 190.0, 180.0)","(101.0, 380.0, 320.0)","(101.0, 630.0, 571.4285714285714)"
12-01-2023 12:27:20.116899,"(2.45, 2.94, 2.9343749999999997)","(1.95, 2.12, 2.0347368421052634)","(12.0, 21.0, 19.8)","(7.5, 11.5, 9.731944444444444)","(51.0, 110.0, 97.27272727272727)","(91.0, 230.0, 228.0)","(81.0, 190.0, 180.0)","(101.0, 380.0, 315.0)","(101.0, 630.0, 571.4285714285714)"
12-01-2023 12:27:21.200239,"(2.45, 2.94, 2.9283333333333332)","(1.9, 2.12, 2.0975147928994082)","(12.0, 21.0, 19.48)","(7.5, 11.0, 10.183333333333334)","(51.0, 110.0, 99.5)","(101.0, 230.0, 228.0)","(81.0, 190.0, 180.0)","(101.0, 380.0, 315.0)","(101.0, 630.0, 571.4285714285714)"
12-01-2023 12:27:22.358256,"(2.45, 2.94, 2.9283333333333332)","(1.9, 2.12, 2.0975147928994082)","(12.0, 21.0, 19.48)","(7.5, 11.0, 9.879999999999999)","(51.0, 110.0, 99.5)","(101.0, 230.0, 228.0)","(81.0, 190.0, 155.0)","(101.0, 380.0, 315.0)","(101.0, 630.0, 571.4285714285714)"
12-01-2023 12:27:23.606258,"(2.45, 2.94, 2.9283333333333332)","(1.9, 2.1, 2.0839024390243903)","(12.0, 21.0, 19.571428571428573)","(7.5, 11.0, 9.782608695652174)","(61.0, 110.0, 99.5)","(101.0, 230.0, 228.0)","(91.0, 190.0, 148.0)","(101.0, 380.0, 320.0)","(101.0, 630.0, 571.4285714285714)"
12-01-2023 12:27:24.875750,"(2.45, 2.94, 2.9283333333333332)","(1.9, 2.1, 2.07696)","(12.0, 21.0, 19.333333333333332)","(7.5, 11.0, 9.782608695652174)","(61.0, 110.0, 99.5)","(101.0, 230.0, 228.0)","(91.0, 190.0, 148.75)","(101.0, 380.0, 320.0)","(101.0, 630.0, 430.0)"
12-01-2023 12:27:26.025445,"(2.45, 2.94, 2.9283333333333332)","(1.9, 2.1, 2.083448275862069)","(12.0, 21.0, 19.695652173913043)","(7.5, 11.0, 9.782608695652174)","(61.0, 110.0, 99.5)","(101.0, 230.0, 227.5)","(91.0, 180.0, 148.75)","(101.0, 380.0, 277.14285714285717)","(101.0, 630.0, 430.0)"
12-01-2023 12:27:27.212378,"(2.45, 2.94, 2.9283333333333332)","(1.9, 2.1, 2.0816560509554143)","(12.0, 21.0, 19.695652173913043)","(7.5, 11.0, 9.782608695652174)","(61.0, 110.0, 99.5)","(101.0, 230.0, 227.5)","(91.0, 180.0, 153.33333333333334)","(101.0, 380.0, 278.3333333333333)","(101.0, 630.0, 430.0)"
12-01-2023 12:27:28.377999,"(2.45, 2.94, 2.933333333333333)","(1.9, 2.1, 2.0816560509554143)","(12.0, 21.0, 20.066666666666666)","(7.5, 11.0, 9.782608695652174)","(61.0, 110.0, 97.27272727272727)","(101.0, 230.0, 227.5)","(91.0, 180.0, 146.66666666666666)","(101.0, 370.0, 262.22222222222223)","(101.0, 630.0, 430.0)"
12-01-2023 12:27:29.559725,"(2.45, 2.94, 2.933333333333333)","(1.9, 2.1, 2.0977570093457945)","(12.0, 21.0, 20.047619047619047)","(7.5, 11.0, 9.882352941176471)","(61.0, 110.0, 86.92307692307692)","(101.0, 230.0, 223.33333333333334)","(91.0, 180.0, 158.57142857142856)","(101.0, 360.0, 220.0)","(101.0, 630.0, 525.0)"
12-01-2023 12:27:30.700924,"(2.45, 2.94, 2.893333333333333)","(1.9, 2.1, 2.085)","(12.0, 21.0, 21.205882352941178)","(7.5, 10.0, 10.533333333333333)","(61.0, 110.0, 84.0)","(101.0, 230.0, 223.33333333333334)","(91.0, 180.0, 156.0)","(101.0, 360.0, 238.88888888888889)","(101.0, 630.0, 425.0)"
12-01-2023 12:27:31.844381,"(2.45, 2.94, 2.893333333333333)","(1.9, 2.1, 2.085)","(12.0, 22.0, 21.233333333333334)","(7.5, 11.0, 10.533333333333333)","(61.0, 100.0, 85.88235294117646)","(101.0, 230.0, 223.33333333333334)","(91.0, 180.0, 129.0)","(101.0, 350.0, 234.44444444444446)","(101.0, 630.0, 425.0)"
12-01-2023 12:27:32.930009,"(2.45, 2.94, 2.873333333333333)","(1.9, 2.1, 2.085)","(12.0, 22.0, 21.233333333333334)","(7.5, 11.0, 10.583783783783783)","(61.0, 100.0, 83.33333333333333)","(101.0, 230.0, 343.33333333333337)","(91.0, 130.0, 156.0)","(101.0, 340.0, 263.3333333333333)","(101.0, 630.0, 527.5)"
12-01-2023 12:27:34.035209,"(2.45, 2.94, 2.8451851851851853)","(1.9, 2.12, 2.0550943396226415)","(12.0, 22.0, 20.333333333333332)","(7.5, 11.0, 10.583783783783783)","(61.0, 100.0, 83.33333333333333)","(101.0, 410.0, 248.0)","(91.0, 180.0, 145.0)","(101.0, 320.0, 203.33333333333334)","(101.0, 630.0, 520.0)"
12-01-2023 12:27:35.109101,"(2.45, 2.92, 2.866153846153846)","(1.9, 2.12, 2.0585714285714287)","(12.0, 22.0, 20.333333333333332)","(7.5, 11.0, 10.371428571428572)","(61.0, 100.0, 80.71428571428571)","(101.0, 400.0, 255.0)","(91.0, 170.0, 138.1818181818182)","(101.0, 310.0, 183.33333333333334)","(101.0, 620.0, 438.1818181818182)"
12-01-2023 12:27:36.158976,"(2.45, 2.9, 2.8046153846153845)","(1.9, 2.14, 2.0702857142857143)","(12.0, 22.0, 20.285714285714285)","(7.5, 11.0, 10.371428571428572)","(61.0, 100.0, 80.71428571428571)","(101.0, 390.0, 295.0)","(91.0, 170.0, 142.85714285714286)","(101.0, 300.0, 216.66666666666669)","(101.0, 620.0, 486.66666666666663)"
12-01-2023 12:27:37.255986,"(2.45, 2.84, 2.788275862068965)","(1.9, 2.14, 2.107466666666667)","(12.0, 22.0, 20.285714285714285)","(7.5, 11.0, 10.492307692307692)","(61.0, 100.0, 96.15384615384616)","(101.0, 380.0, 285.0)","(91.0, 160.0, 132.5)","(101.0, 300.0, 200.0)","(101.0, 620.0, 888.5714285714286)"
12-01-2023 12:27:38.466005,"(2.45, 2.82, 2.7849999999999997)","(1.9, 2.14, 2.098876404494382)","(12.0, 22.0, 20.32)","(7.5, 11.0, 10.492307692307692)","(61.0, 100.0, 98.57142857142857)","(91.0, 360.0, 188.57142857142858)","(91.0, 150.0, 125.0)","(91.0, 280.0, 207.77777777777777)","(101.0, 1000.0, 797.5)"
12-01-2023 12:27:39.647705,"(2.45, 2.88, 2.873191489361702)","(1.9, 2.14, 2.088085106382979)","(13.0, 22.0, 20.32)","(7.5, 11.0, 10.5875)","(61.0, 100.0, 98.57142857142857)","(91.0, 360.0, 256.6666666666667)","(91.0, 140.0, 132.0)","(101.0, 280.0, 220.0)","(101.0, 990.0, 468.57142857142856)"
12-01-2023 12:27:40.778791,"(2.45, 2.88, 2.8712)","(1.9, 2.14, 2.092)","(13.0, 22.0, 20.17391304347826)","(7.5, 11.0, 10.5875)","(61.0, 100.0, 122.0)","(91.0, 350.0, 250.0)","(91.0, 150.0, 125.0)","(101.0, 280.0, 235.0)","(101.0, 510.0, 468.57142857142856)"
12-01-2023 12:27:41.918382,"(2.4, 2.88, 2.873191489361702)","(1.9, 2.14, 2.092)","(12.0, 22.0, 20.16)","(7.5, 11.0, 10.5875)","(61.0, 130.0, 115.71428571428572)","(91.0, 330.0, 246.66666666666666)","(91.0, 140.0, 155.0)","(101.0, 260.0, 214.54545454545456)","(101.0, 510.0, 468.57142857142856)"
12-01-2023 12:27:43.000394,"(2.4, 2.88, 2.873191489361702)","(1.9, 2.14, 2.092)","(12.0, 22.0, 20.16)","(7.5, 11.0, 10.5875)","(61.0, 120.0, 108.94736842105263)","(91.0, 320.0, 224.28571428571428)","(91.0, 190.0, 155.0)","(101.0, 260.0, 209.0909090909091)","(101.0, 510.0, 468.57142857142856)"
12-01-2023 12:27:44.109730,"(2.4, 2.88, 2.873191489361702)","(1.9, 2.14, 2.1075)","(12.0, 22.0, 20.16)","(7.5, 11.0, 10.5875)","(61.0, 120.0, 106.0)","(91.0, 310.0, 221.25)","(91.0, 190.0, 155.0)","(101.0, 250.0, 173.33333333333334)","(101.0, 510.0, 468.57142857142856)"
12-01-2023 12:27:45.271503,"(2.4, 2.86, 2.853220338983051)","(1.9, 2.14, 2.1075)","(12.0, 22.0, 20.16)","(7.5, 11.0, 10.5875)","(61.0, 110.0, 103.33333333333333)","(91.0, 300.0, 221.25)","(81.0, 190.0, 155.0)","(101.0, 240.0, 171.66666666666666)","(101.0, 510.0, 468.57142857142856)"
12-01-2023 12:27:46.511434,"(2.4, 2.86, 2.8521875)","(1.9, 2.14, 2.0966666666666667)","(12.0, 22.0, 20.16)","(7.5, 11.0, 10.5875)","(61.0, 110.0, 105.0)","(91.0, 300.0, 233.33333333333334)","(81.0, 190.0, 126.92307692307692)","(101.0, 230.0, 176.36363636363637)","(101.0, 510.0, 468.57142857142856)"
12-01-2023 12:27:47.729598,"(2.4, 2.86, 2.8515254237288135)","(1.9, 2.14, 2.0966666666666667)","(12.0, 22.0, 20.17391304347826)","(7.5, 11.0, 10.5875)","(61.0, 110.0, 98.0)","(91.0, 280.0, 220.0)","(81.0, 210.0, 126.92307692307692)","(101.0, 220.0, 178.0)","(101.0, 510.0, 468.57142857142856)"
12-01-2023 12:27:48.914050,"(2.4, 2.86, 2.8515254237288135)","(1.9, 2.14, 2.0966666666666667)","(12.0, 22.0, 20.17391304347826)","(7.5, 11.0, 10.5875)","(61.0, 100.0, 98.0)","(91.0, 280.0, 220.0)","(81.0, 210.0, 126.92307692307692)","(101.0, 220.0, 190.0)","(101.0, 510.0, 468.57142857142856)"
12-01-2023 12:27:50.029758,"(2.4, 2.86, 2.849795918367347)","(1.9, 2.14, 2.0966666666666667)","(12.0, 22.0, 20.17391304347826)","(7.5, 11.0, 10.5875)","(61.0, 100.0, 118.23529411764706)","(91.0, 280.0, 226.66666666666666)","(81.0, 210.0, 126.92307692307692)","(101.0, 210.0, 173.63636363636363)","(101.0, 510.0, 468.57142857142856)"
12-01-2023 12:27:51.195514,"(2.45, 2.86, 2.8509090909090906)","(1.9, 2.14, 2.1)","(13.0, 22.0, 20.17391304347826)","(7.5, 11.0, 10.5875)","(61.0, 130.0, 111.81818181818181)","(91.0, 260.0, 217.14285714285714)","(91.0, 210.0, 126.92307692307692)","(101.0, 210.0, 178.75)","(101.0, 510.0, 468.57142857142856)"
