,Clan Mcmillan,Chilly Bin,Keira Spolly,Nixon Bale,Just Admit It,Gai Water Star,Balmoral,Locked And Ready
09-01-2023 15:23:34.560993,"(41.0, 190.0, 185.65217391304347)","(7.5, 11.0, 10.710144927536232)","(6.5, 7.6, 7.49090909090909)","(6.5, 9.8, 9.082051282051284)","(20.0, 34.0, 26.38095238095238)","(3.5, 4.2, 3.9467105263157896)","(21.0, 40.0, 31.483870967741936)","(2.3, 3.1, 3.04375)"
09-01-2023 15:23:35.607218,"(41.0, 190.0, 185.65217391304347)","(7.5, 11.0, 10.710144927536232)","(6.5, 7.6, 7.49090909090909)","(6.5, 9.8, 9.082051282051284)","(20.0, 34.0, 26.38095238095238)","(3.5, 4.2, 3.9467105263157896)","(21.0, 40.0, 35.3)","(2.3, 3.1, 3.04375)"
09-01-2023 15:23:36.641791,"(41.0, 190.0, 185.65217391304347)","(7.5, 11.0, 10.710144927536232)","(6.5, 7.6, 7.49090909090909)","(6.5, 9.8, 9.082051282051284)","(20.0, 34.0, 26.38095238095238)","(3.5, 4.2, 3.9467105263157896)","(21.0, 38.0, 32.705882352941174)","(2.3, 3.1, 3.04375)"
09-01-2023 15:23:37.674408,"(41.0, 190.0, 185.65217391304347)","(7.5, 11.0, 10.710144927536232)","(6.5, 7.6, 7.49090909090909)","(6.5, 9.8, 9.082051282051284)","(20.0, 34.0, 26.38095238095238)","(3.5, 4.2, 3.9467105263157896)","(21.0, 38.0, 32.705882352941174)","(2.3, 3.1, 3.04375)"
09-01-2023 15:23:38.658772,"(41.0, 190.0, 186.36363636363637)","(7.5, 11.0, 10.710144927536232)","(6.5, 7.6, 7.49090909090909)","(6.5, 9.8, 9.082051282051284)","(20.0, 34.0, 26.38095238095238)","(3.5, 4.2, 3.9467105263157896)","(21.0, 38.0, 31.333333333333332)","(2.3, 3.1, 3.04375)"
09-01-2023 15:23:39.675357,"(41.0, 190.0, 186.36363636363637)","(7.5, 11.0, 10.710144927536232)","(6.5, 7.6, 7.49090909090909)","(6.5, 9.8, 9.082051282051284)","(20.0, 34.0, 26.38095238095238)","(3.5, 4.2, 3.9467105263157896)","(21.0, 38.0, 30.75)","(2.3, 3.1, 3.04375)"
09-01-2023 15:23:40.677687,"(41.0, 190.0, 186.36363636363637)","(7.5, 11.0, 10.710144927536232)","(6.5, 7.6, 7.49090909090909)","(6.5, 9.8, 9.082051282051284)","(20.0, 34.0, 26.38095238095238)","(3.5, 4.2, 3.9467105263157896)","(21.0, 38.0, 30.75)","(2.3, 3.1, 3.04375)"
09-01-2023 15:23:41.754530,"(41.0, 190.0, 186.36363636363637)","(7.5, 11.0, 10.710144927536232)","(6.5, 7.6, 7.49090909090909)","(7.0, 9.8, 9.082051282051284)","(21.0, 34.0, 26.355555555555554)","(3.5, 4.2, 3.9467105263157896)","(21.0, 38.0, 30.75)","(2.3, 3.1, 3.04375)"
09-01-2023 15:23:42.797234,"(41.0, 190.0, 186.36363636363637)","(7.5, 11.0, 10.710144927536232)","(6.5, 7.6, 7.49090909090909)","(7.0, 9.8, 9.082051282051284)","(21.0, 34.0, 26.355555555555554)","(3.5, 4.2, 4.004166666666666)","(21.0, 38.0, 30.75)","(2.3, 3.1, 3.04375)"
09-01-2023 15:23:43.928558,"(41.0, 190.0, 186.36363636363637)","(7.5, 11.0, 10.710144927536232)","(6.5, 7.6, 7.415384615384615)","(7.0, 9.8, 9.082051282051284)","(21.0, 34.0, 26.355555555555554)","(3.5, 4.2, 4.004166666666666)","(21.0, 38.0, 30.96969696969697)","(2.3, 3.1, 3.04375)"
09-01-2023 15:23:44.989148,"(31.0, 190.0, 186.36363636363637)","(7.5, 11.0, 10.710144927536232)","(7.0, 7.6, 7.49090909090909)","(6.5, 9.8, 9.082051282051284)","(21.0, 34.0, 26.355555555555554)","(3.5, 4.2, 4.004166666666666)","(21.0, 38.0, 31.555555555555557)","(2.3, 3.1, 3.0304347826086957)"
09-01-2023 15:23:46.081790,"(31.0, 190.0, 186.36363636363637)","(7.5, 11.0, 10.710144927536232)","(7.0, 7.6, 7.49090909090909)","(6.5, 9.8, 9.082051282051284)","(21.0, 34.0, 26.355555555555554)","(3.5, 4.2, 4.037931034482758)","(21.0, 38.0, 31.555555555555557)","(2.3, 3.1, 3.0304347826086957)"
09-01-2023 15:23:47.280624,"(31.0, 190.0, 186.36363636363637)","(7.5, 11.0, 10.710144927536232)","(7.0, 7.6, 7.49090909090909)","(6.5, 9.8, 9.082051282051284)","(21.0, 34.0, 26.355555555555554)","(3.5, 4.2, 4.061764705882353)","(21.0, 38.0, 31.555555555555557)","(2.3, 3.1, 3.0304347826086957)"
09-01-2023 15:23:48.492812,"(31.0, 190.0, 186.36363636363637)","(7.5, 11.0, 10.710144927536232)","(7.0, 7.6, 7.415384615384615)","(6.5, 9.8, 9.082051282051284)","(21.0, 34.0, 26.355555555555554)","(3.5, 4.2, 4.061764705882353)","(21.0, 38.0, 31.555555555555557)","(2.3, 3.1, 3.013846153846154)"
09-01-2023 15:23:49.758736,"(31.0, 190.0, 186.36363636363637)","(7.5, 11.0, 10.710144927536232)","(7.0, 7.6, 7.415384615384615)","(6.5, 9.8, 9.082051282051284)","(21.0, 34.0, 26.355555555555554)","(3.5, 4.2, 4.061764705882353)","(21.0, 38.0, 31.555555555555557)","(2.3, 3.1, 3.013846153846154)"
09-01-2023 15:23:50.884065,"(31.0, 190.0, 186.36363636363637)","(7.5, 11.0, 10.710144927536232)","(7.0, 7.6, 7.415384615384615)","(6.5, 9.8, 9.082051282051284)","(21.0, 34.0, 26.355555555555554)","(3.5, 4.2, 4.061764705882353)","(21.0, 38.0, 31.555555555555557)","(2.3, 3.1, 3.013846153846154)"
09-01-2023 15:23:52.040998,"(31.0, 190.0, 186.36363636363637)","(7.5, 11.0, 10.710144927536232)","(7.0, 7.6, 7.415384615384615)","(6.5, 9.8, 9.082051282051284)","(21.0, 34.0, 26.355555555555554)","(3.5, 4.2, 4.061764705882353)","(21.0, 38.0, 31.555555555555557)","(2.3, 3.1, 2.996470588235294)"
09-01-2023 15:23:53.172207,"(31.0, 190.0, 186.36363636363637)","(7.5, 11.0, 10.710144927536232)","(7.0, 7.6, 7.415384615384615)","(6.5, 9.8, 9.082051282051284)","(21.0, 34.0, 26.355555555555554)","(3.5, 4.2, 4.061764705882353)","(21.0, 38.0, 31.555555555555557)","(2.3, 3.1, 3.0085714285714285)"
09-01-2023 15:23:54.229622,"(31.0, 190.0, 186.36363636363637)","(7.5, 11.0, 10.710144927536232)","(7.0, 7.6, 7.415384615384615)","(6.5, 9.8, 9.082051282051284)","(21.0, 34.0, 26.355555555555554)","(3.5, 4.2, 4.061764705882353)","(21.0, 38.0, 31.555555555555557)","(2.3, 3.1, 3.0085714285714285)"
09-01-2023 15:23:55.288893,"(31.0, 190.0, 186.36363636363637)","(7.5, 11.0, 10.710144927536232)","(7.0, 7.6, 7.415384615384615)","(6.5, 9.8, 9.082051282051284)","(21.0, 34.0, 26.355555555555554)","(3.5, 4.2, 4.061764705882353)","(21.0, 38.0, 31.555555555555557)","(2.3, 3.1, 3.0085714285714285)"
09-01-2023 15:23:56.335751,"(31.0, 190.0, 186.36363636363637)","(7.5, 11.0, 10.710144927536232)","(6.5, 7.6, 7.415384615384615)","(6.5, 9.8, 9.082051282051284)","(21.0, 34.0, 26.355555555555554)","(3.5, 4.2, 4.061764705882353)","(21.0, 38.0, 31.555555555555557)","(2.3, 3.1, 2.996470588235294)"
09-01-2023 15:23:57.385585,"(41.0, 190.0, 186.36363636363637)","(7.5, 11.0, 10.710144927536232)","(6.5, 7.6, 7.415384615384615)","(6.5, 9.8, 9.082051282051284)","(21.0, 34.0, 26.355555555555554)","(3.5, 4.2, 4.2444444444444445)","(21.0, 38.0, 31.555555555555557)","(2.3, 3.1, 2.953333333333333)"
09-01-2023 15:23:58.461202,"(41.0, 190.0, 186.36363636363637)","(7.5, 11.0, 10.710144927536232)","(6.5, 7.6, 7.415384615384615)","(6.5, 9.8, 9.043243243243245)","(21.0, 34.0, 26.355555555555554)","(3.5, 4.3, 4.22)","(21.0, 38.0, 31.555555555555557)","(2.3, 3.1, 2.953333333333333)"
09-01-2023 15:23:59.562761,"(41.0, 190.0, 186.36363636363637)","(7.5, 11.0, 10.710144927536232)","(6.5, 7.6, 7.415384615384615)","(7.0, 9.8, 9.043243243243245)","(21.0, 34.0, 26.355555555555554)","(3.5, 4.3, 4.194117647058824)","(21.0, 38.0, 31.555555555555557)","(2.3, 3.1, 2.953333333333333)"
09-01-2023 15:24:00.733152,"(41.0, 190.0, 186.36363636363637)","(7.5, 11.0, 10.710144927536232)","(6.5, 7.6, 7.415384615384615)","(7.0, 9.8, 9.043243243243245)","(21.0, 34.0, 26.355555555555554)","(3.5, 4.3, 4.15)","(21.0, 38.0, 31.555555555555557)","(2.3, 3.1, 2.953333333333333)"
09-01-2023 15:24:01.852001,"(41.0, 190.0, 186.36363636363637)","(7.5, 11.0, 10.710144927536232)","(6.5, 7.6, 7.415384615384615)","(7.0, 9.8, 9.043243243243245)","(21.0, 34.0, 26.355555555555554)","(3.5, 4.3, 4.15)","(21.0, 38.0, 31.555555555555557)","(2.3, 3.1, 2.949411764705882)"
09-01-2023 15:24:02.962403,"(41.0, 190.0, 186.36363636363637)","(7.5, 11.0, 10.710144927536232)","(6.5, 7.6, 7.415384615384615)","(7.0, 9.8, 9.043243243243245)","(21.0, 34.0, 26.355555555555554)","(3.5, 4.3, 4.15)","(21.0, 38.0, 31.555555555555557)","(2.3, 3.1, 2.949411764705882)"
09-01-2023 15:24:04.056717,"(41.0, 190.0, 186.36363636363637)","(7.5, 11.0, 10.710144927536232)","(6.5, 7.6, 7.415384615384615)","(7.0, 9.8, 9.043243243243245)","(21.0, 34.0, 26.355555555555554)","(3.5, 4.3, 4.15)","(21.0, 38.0, 31.473684210526315)","(2.3, 3.1, 2.992)"
09-01-2023 15:24:05.277353,"(41.0, 190.0, 186.36363636363637)","(7.5, 11.0, 10.710144927536232)","(6.5, 7.6, 7.415384615384615)","(7.0, 9.8, 9.019512195121951)","(21.0, 32.0, 31.272727272727273)","(3.5, 4.3, 4.21)","(21.0, 38.0, 31.473684210526315)","(2.3, 3.1, 2.992)"
09-01-2023 15:24:06.568297,"(41.0, 190.0, 186.36363636363637)","(7.5, 11.0, 10.735294117647058)","(6.5, 7.6, 7.428571428571428)","(7.0, 9.8, 9.063157894736843)","(21.0, 32.0, 25.333333333333332)","(3.5, 4.3, 4.21)","(21.0, 38.0, 31.647058823529413)","(2.3, 3.1, 3.020285714285714)"
09-01-2023 15:24:07.697716,"(41.0, 190.0, 186.36363636363637)","(7.5, 11.0, 10.735294117647058)","(6.5, 7.6, 7.428571428571428)","(7.0, 9.8, 9.063157894736843)","(21.0, 32.0, 29.0)","(3.5, 4.3, 4.21)","(21.0, 38.0, 31.647058823529413)","(2.3, 3.05, 3.033225806451613)"
09-01-2023 15:24:08.818057,"(41.0, 190.0, 186.36363636363637)","(7.5, 11.0, 10.735294117647058)","(6.5, 7.6, 7.428571428571428)","(7.0, 9.8, 9.038095238095238)","(21.0, 30.0, 29.0)","(3.5, 4.3, 4.21)","(21.0, 38.0, 31.647058823529413)","(2.3, 3.05, 3.033225806451613)"
09-01-2023 15:24:09.948242,"(41.0, 200.0, 191.66666666666669)","(7.5, 11.0, 10.735294117647058)","(6.5, 7.6, 7.428571428571428)","(7.0, 9.8, 9.038095238095238)","(21.0, 30.0, 25.428571428571427)","(3.5, 4.3, 4.21)","(21.0, 38.0, 31.647058823529413)","(2.3, 3.05, 3.033225806451613)"
09-01-2023 15:24:10.999811,"(41.0, 200.0, 191.66666666666669)","(7.5, 11.0, 10.735294117647058)","(6.5, 7.6, 7.428571428571428)","(7.0, 9.8, 9.038095238095238)","(21.0, 30.0, 24.76923076923077)","(3.5, 4.3, 4.154166666666667)","(21.0, 38.0, 31.647058823529413)","(2.3, 3.05, 3.033225806451613)"
09-01-2023 15:24:12.077048,"(61.0, 200.0, 184.48275862068965)","(7.5, 11.0, 10.735294117647058)","(6.5, 7.6, 7.428571428571428)","(7.0, 9.8, 9.108108108108109)","(21.0, 30.0, 24.76923076923077)","(3.5, 4.3, 4.05)","(21.0, 38.0, 31.647058823529413)","(2.3, 3.05, 3.020285714285714)"
09-01-2023 15:24:13.119589,"(61.0, 200.0, 188.46153846153845)","(7.5, 11.0, 10.735294117647058)","(6.5, 7.6, 7.428571428571428)","(7.0, 9.8, 9.655000000000001)","(21.0, 30.0, 24.612244897959183)","(3.5, 4.3, 4.085714285714285)","(21.0, 38.0, 31.647058823529413)","(2.3, 3.05, 3.020285714285714)"
09-01-2023 15:24:14.198554,"(61.0, 200.0, 187.5)","(7.5, 11.0, 10.735294117647058)","(6.5, 7.6, 7.428571428571428)","(7.0, 9.8, 9.655000000000001)","(21.0, 30.0, 23.714285714285715)","(3.5, 4.3, 4.085714285714285)","(21.0, 38.0, 36.97674418604651)","(2.3, 3.05, 3.020285714285714)"
09-01-2023 15:24:15.304389,"(61.0, 200.0, 183.33333333333334)","(7.5, 11.0, 10.735294117647058)","(6.5, 7.6, 7.428571428571428)","(7.0, 9.8, 9.671604938271605)","(21.0, 30.0, 23.304347826086957)","(3.5, 4.3, 4.154166666666667)","(21.0, 38.0, 36.97674418604651)","(2.3, 3.05, 3.020285714285714)"
09-01-2023 15:24:16.456856,"(61.0, 200.0, 183.33333333333334)","(7.5, 11.0, 10.735294117647058)","(6.5, 7.6, 7.428571428571428)","(7.0, 9.8, 9.671604938271605)","(21.0, 30.0, 23.304347826086957)","(3.5, 4.3, 4.066666666666666)","(21.0, 38.0, 37.5625)","(2.3, 3.05, 3.020285714285714)"
09-01-2023 15:24:17.565626,"(61.0, 200.0, 183.33333333333334)","(7.5, 11.0, 10.735294117647058)","(6.5, 7.6, 7.428571428571428)","(7.0, 9.8, 9.671604938271605)","(21.0, 30.0, 23.304347826086957)","(3.5, 4.3, 4.066666666666666)","(21.0, 38.0, 37.5625)","(2.3, 3.05, 3.020285714285714)"
09-01-2023 15:24:18.675635,"(61.0, 200.0, 183.33333333333334)","(7.5, 11.0, 10.694444444444445)","(6.5, 7.6, 7.428571428571428)","(7.0, 9.8, 9.671604938271605)","(21.0, 30.0, 23.714285714285715)","(3.5, 4.2, 4.075)","(21.0, 38.0, 37.333333333333336)","(2.3, 3.05, 3.020285714285714)"
09-01-2023 15:24:19.826016,"(61.0, 200.0, 183.33333333333334)","(7.5, 11.0, 10.694444444444445)","(6.5, 7.6, 7.428571428571428)","(7.0, 9.8, 9.671604938271605)","(21.0, 30.0, 23.714285714285715)","(3.5, 4.2, 4.075)","(21.0, 38.0, 37.4)","(2.3, 3.05, 3.020285714285714)"
09-01-2023 15:24:20.923428,"(61.0, 200.0, 183.33333333333334)","(7.5, 11.0, 10.694444444444445)","(6.5, 7.6, 6.828571428571428)","(7.0, 9.8, 9.583333333333332)","(21.0, 30.0, 23.7)","(3.5, 4.2, 4.021739130434782)","(21.0, 38.0, 37.64705882352941)","(2.3, 3.05, 3.0036842105263157)"
09-01-2023 15:24:21.996570,"(61.0, 200.0, 183.33333333333334)","(7.5, 11.0, 10.632352941176471)","(6.5, 7.4, 7.114285714285715)","(7.0, 9.6, 9.583333333333332)","(20.0, 30.0, 23.7)","(3.5, 4.1, 4.021739130434782)","(21.0, 38.0, 37.64705882352941)","(2.3, 3.05, 3.008095238095238)"
09-01-2023 15:24:23.048116,"(61.0, 200.0, 183.33333333333334)","(7.5, 11.0, 10.710526315789474)","(6.5, 7.4, 7.166666666666667)","(7.0, 9.6, 9.583333333333332)","(20.0, 30.0, 23.29787234042553)","(3.5, 4.1, 4.021739130434782)","(21.0, 38.0, 37.64705882352941)","(2.3, 3.05, 3.008095238095238)"
09-01-2023 15:24:24.097150,"(61.0, 200.0, 183.33333333333334)","(7.5, 11.0, 10.710526315789474)","(6.5, 7.4, 7.166666666666667)","(7.0, 9.6, 9.563758389261745)","(20.0, 30.0, 23.29787234042553)","(3.5, 4.1, 3.9615384615384612)","(21.0, 38.0, 37.64705882352941)","(2.3, 3.05, 3.008095238095238)"
09-01-2023 15:24:25.193427,"(61.0, 200.0, 183.33333333333334)","(7.5, 11.0, 10.710526315789474)","(6.5, 7.4, 7.166666666666667)","(7.0, 9.6, 9.579310344827586)","(20.0, 30.0, 23.6)","(3.5, 4.1, 3.9615384615384612)","(21.0, 38.0, 37.64705882352941)","(2.3, 3.05, 2.995)"
09-01-2023 15:24:26.303894,"(61.0, 200.0, 183.33333333333334)","(7.5, 11.0, 10.710526315789474)","(6.5, 7.4, 7.05)","(7.0, 9.6, 9.579310344827586)","(20.0, 29.0, 23.545454545454547)","(3.5, 4.1, 4.0)","(21.0, 38.0, 37.64705882352941)","(2.3, 3.05, 3.0117391304347825)"
09-01-2023 15:24:27.357634,"(61.0, 200.0, 183.33333333333334)","(7.5, 11.0, 10.725)","(6.5, 7.4, 7.1375)","(7.0, 9.6, 9.583333333333332)","(20.0, 29.0, 23.27906976744186)","(3.5, 4.1, 3.9470588235294115)","(21.0, 38.0, 37.64705882352941)","(2.3, 3.05, 3.0117391304347825)"
09-01-2023 15:24:28.423866,"(61.0, 200.0, 183.33333333333334)","(7.5, 11.0, 10.725)","(6.5, 7.4, 7.15)","(7.0, 9.6, 9.583216783216782)","(20.0, 29.0, 23.22641509433962)","(3.5, 4.1, 3.9555555555555553)","(21.0, 38.0, 37.64705882352941)","(2.3, 3.05, 3.0117391304347825)"
09-01-2023 15:24:29.470893,"(61.0, 200.0, 164.0)","(7.5, 11.0, 10.725)","(6.5, 7.4, 7.2)","(7.0, 9.6, 9.583783783783783)","(20.0, 29.0, 23.666666666666668)","(3.5, 4.1, 3.9796296296296294)","(21.0, 38.0, 37.72727272727273)","(2.3, 3.05, 2.9989285714285714)"
09-01-2023 15:24:30.627264,"(61.0, 200.0, 164.0)","(7.5, 11.0, 10.7)","(6.5, 7.4, 7.2956521739130435)","(7.0, 9.6, 9.583783783783783)","(20.0, 29.0, 23.666666666666668)","(3.5, 4.1, 3.9796296296296294)","(21.0, 38.0, 37.72727272727273)","(2.3, 3.05, 2.9989285714285714)"
09-01-2023 15:24:31.846945,"(61.0, 200.0, 164.0)","(7.5, 11.0, 10.7)","(6.5, 7.4, 7.2956521739130435)","(7.0, 9.6, 9.583783783783783)","(20.0, 29.0, 23.666666666666668)","(3.5, 4.1, 3.9951612903225806)","(21.0, 38.0, 37.72727272727273)","(2.3, 3.05, 3.037058823529412)"
09-01-2023 15:24:33.014073,"(61.0, 200.0, 164.0)","(7.5, 11.0, 10.7)","(6.5, 7.4, 7.2956521739130435)","(7.0, 9.6, 9.583783783783783)","(20.0, 29.0, 25.87878787878788)","(3.5, 4.1, 4.009090909090909)","(21.0, 38.0, 37.72727272727273)","(2.3, 3.05, 3.042413793103448)"
09-01-2023 15:24:34.196982,"(61.0, 190.0, 162.5)","(7.5, 11.0, 10.7)","(6.5, 7.4, 7.2956521739130435)","(7.0, 9.6, 9.583783783783783)","(20.0, 28.0, 25.065217391304348)","(3.4, 4.1, 4.016666666666667)","(21.0, 38.0, 37.80952380952381)","(2.35, 3.05, 3.0255555555555556)"
09-01-2023 15:24:35.313339,"(61.0, 190.0, 163.0)","(7.5, 11.0, 10.7)","(6.5, 7.4, 7.2956521739130435)","(7.0, 9.6, 9.583783783783783)","(20.0, 28.0, 24.666666666666668)","(3.4, 4.1, 4.016666666666667)","(21.0, 38.0, 37.80952380952381)","(2.35, 3.05, 3.0255555555555556)"
09-01-2023 15:24:36.408097,"(61.0, 190.0, 163.0)","(7.5, 11.0, 10.7)","(6.5, 7.4, 7.2956521739130435)","(7.0, 9.6, 9.583783783783783)","(20.0, 28.0, 25.235294117647058)","(3.4, 4.1, 3.9787878787878785)","(21.0, 38.0, 37.80952380952381)","(2.35, 3.05, 3.039354838709677)"
09-01-2023 15:24:37.477065,"(81.0, 190.0, 163.0)","(7.5, 11.0, 10.7)","(6.5, 7.4, 7.304)","(7.0, 9.6, 9.583783783783783)","(20.0, 27.0, 25.235294117647058)","(3.4, 4.1, 3.9787878787878785)","(21.0, 38.0, 37.80952380952381)","(2.35, 3.05, 3.0255555555555556)"
09-01-2023 15:24:38.516284,"(81.0, 190.0, 163.0)","(7.5, 11.0, 10.7)","(6.5, 7.4, 7.304)","(7.0, 9.6, 9.583783783783783)","(20.0, 27.0, 24.473684210526315)","(3.4, 4.1, 3.9787878787878785)","(21.0, 38.0, 37.80952380952381)","(2.35, 3.05, 3.039354838709677)"
09-01-2023 15:24:39.619885,"(81.0, 190.0, 163.0)","(7.5, 11.0, 10.7)","(6.5, 7.4, 7.290909090909091)","(7.0, 9.6, 9.583783783783783)","(20.0, 27.0, 24.166666666666668)","(3.4, 4.1, 3.9608695652173913)","(21.0, 38.0, 37.80952380952381)","(2.35, 3.05, 3.039354838709677)"
09-01-2023 15:24:40.642879,"(81.0, 190.0, 163.0)","(7.5, 11.0, 10.7)","(6.5, 8.0, 7.688888888888889)","(7.0, 9.6, 9.58421052631579)","(20.0, 27.0, 23.96551724137931)","(3.4, 4.0, 3.932258064516129)","(21.0, 38.0, 37.80952380952381)","(2.35, 3.05, 3.0255555555555556)"
09-01-2023 15:24:41.678439,"(81.0, 190.0, 163.0)","(7.5, 11.0, 10.7)","(6.5, 7.8, 7.386206896551724)","(7.0, 9.6, 9.5841059602649)","(20.0, 27.0, 23.54901960784314)","(3.4, 4.0, 3.932258064516129)","(21.0, 38.0, 37.80952380952381)","(2.35, 3.05, 3.039354838709677)"
09-01-2023 15:24:42.783442,"(81.0, 190.0, 178.14814814814815)","(7.5, 11.0, 10.7)","(6.5, 7.8, 7.336842105263158)","(7.0, 9.6, 9.5841059602649)","(20.0, 27.0, 23.17391304347826)","(3.4, 4.0, 3.915625)","(21.0, 38.0, 39.45454545454545)","(2.35, 3.05, 3.017)"
09-01-2023 15:24:43.830850,"(81.0, 190.0, 181.30434782608697)","(7.5, 11.0, 10.7)","(6.5, 7.8, 7.4526315789473685)","(7.0, 9.6, 9.580263157894736)","(20.0, 27.0, 23.53846153846154)","(3.4, 4.0, 3.94375)","(21.0, 40.0, 38.0)","(2.35, 3.05, 3.039354838709677)"
09-01-2023 15:24:44.889173,"(81.0, 190.0, 181.30434782608697)","(7.5, 11.0, 10.7)","(6.5, 7.8, 7.3)","(7.0, 9.6, 9.580392156862745)","(20.0, 27.0, 23.170212765957448)","(3.4, 4.0, 3.9571428571428573)","(21.0, 40.0, 38.0)","(2.35, 3.05, 3.0236363636363635)"
09-01-2023 15:24:45.943240,"(81.0, 240.0, 221.25)","(7.5, 11.0, 10.7)","(6.5, 7.8, 7.3)","(7.0, 9.6, 9.56625)","(20.0, 27.0, 23.170212765957448)","(3.4, 4.0, 3.9295454545454547)","(21.0, 40.0, 38.57142857142857)","(2.35, 3.1, 3.0641025641025643)"
09-01-2023 15:24:47.061839,"(81.0, 240.0, 213.33333333333334)","(7.5, 11.0, 10.7)","(6.5, 7.8, 7.408695652173913)","(7.0, 9.6, 9.56625)","(20.0, 27.0, 23.53846153846154)","(3.4, 3.95, 3.8916666666666666)","(21.0, 40.0, 38.70967741935484)","(2.35, 3.1, 3.0522727272727272)"
09-01-2023 15:24:48.098900,"(81.0, 240.0, 213.33333333333334)","(7.5, 11.0, 10.7)","(6.5, 7.8, 7.3)","(7.0, 9.6, 9.56625)","(20.0, 27.0, 23.53846153846154)","(3.4, 3.95, 3.8620689655172415)","(21.0, 40.0, 38.70967741935484)","(2.35, 3.1, 3.0522727272727272)"
09-01-2023 15:24:49.154219,"(81.0, 240.0, 213.33333333333334)","(7.5, 11.0, 10.7)","(6.5, 7.8, 7.408695652173913)","(7.0, 9.6, 9.584516129032258)","(20.0, 27.0, 23.170212765957448)","(3.4, 3.95, 3.8224137931034483)","(21.0, 40.0, 38.70967741935484)","(2.35, 3.1, 3.041935483870968)"
09-01-2023 15:24:50.194757,"(81.0, 240.0, 213.33333333333334)","(7.5, 11.0, 10.7)","(6.5, 7.8, 7.3)","(7.0, 9.6, 9.584516129032258)","(20.0, 27.0, 23.170212765957448)","(3.4, 3.9, 3.8224137931034483)","(21.0, 40.0, 38.70967741935484)","(2.35, 3.1, 3.041935483870968)"
09-01-2023 15:24:51.331309,"(81.0, 240.0, 212.30769230769232)","(7.5, 11.0, 10.7)","(6.5, 7.8, 7.408695652173913)","(7.0, 9.6, 9.573417721518988)","(20.0, 27.0, 23.170212765957448)","(3.4, 3.9, 3.830769230769231)","(21.0, 40.0, 38.70967741935484)","(2.35, 3.1, 3.0485714285714285)"
09-01-2023 15:24:52.423681,"(81.0, 240.0, 168.88888888888889)","(7.5, 11.0, 10.7)","(6.5, 7.8, 7.408695652173913)","(7.0, 9.6, 9.573417721518988)","(20.0, 27.0, 23.170212765957448)","(3.4, 3.9, 3.830769230769231)","(21.0, 40.0, 38.70967741935484)","(2.35, 3.1, 3.0485714285714285)"
09-01-2023 15:24:53.590851,"(81.0, 240.0, 168.88888888888889)","(7.5, 11.0, 10.7)","(6.5, 7.8, 7.3)","(7.0, 9.6, 9.584516129032258)","(20.0, 27.0, 23.53846153846154)","(3.4, 3.9, 3.8442307692307693)","(21.0, 40.0, 38.70967741935484)","(2.35, 3.1, 3.0485714285714285)"
09-01-2023 15:24:54.707330,"(81.0, 240.0, 168.88888888888889)","(7.5, 11.0, 10.7)","(6.5, 7.8, 7.3)","(7.0, 9.6, 9.706432748538013)","(20.0, 27.0, 24.244897959183675)","(3.4, 3.85, 3.8433333333333333)","(21.0, 40.0, 38.625)","(2.35, 3.1, 3.035)"
09-01-2023 15:24:55.834241,"(81.0, 240.0, 168.88888888888889)","(7.5, 11.0, 10.71951219512195)","(6.5, 7.6, 7.306666666666667)","(7.0, 9.8, 9.423255813953489)","(20.0, 27.0, 24.244897959183675)","(3.3, 3.85, 3.8433333333333333)","(21.0, 40.0, 44.8)","(2.35, 3.1, 3.0634782608695654)"
09-01-2023 15:24:56.977929,"(81.0, 240.0, 168.88888888888889)","(7.5, 11.0, 10.71951219512195)","(6.5, 7.6, 7.306666666666667)","(7.0, 9.8, 9.423255813953489)","(20.0, 27.0, 24.391304347826086)","(3.3, 3.85, 3.84)","(21.0, 46.0, 45.2)","(2.35, 3.1, 3.0672727272727274)"
09-01-2023 15:24:58.095062,"(81.0, 240.0, 168.88888888888889)","(7.5, 11.0, 10.71951219512195)","(6.5, 7.4, 7.285714285714286)","(7.0, 9.8, 9.423255813953489)","(20.0, 27.0, 24.391304347826086)","(3.3, 3.85, 3.8442307692307693)","(21.0, 46.0, 44.10526315789474)","(2.35, 3.1, 3.051111111111111)"
09-01-2023 15:24:59.146473,"(81.0, 240.0, 170.0)","(7.5, 11.0, 10.71951219512195)","(6.5, 7.4, 7.285714285714286)","(7.0, 9.8, 9.44)","(20.0, 27.0, 24.5)","(3.3, 3.85, 3.845833333333333)","(21.0, 46.0, 44.10526315789474)","(2.35, 3.1, 3.051111111111111)"
09-01-2023 15:25:00.279309,"(81.0, 240.0, 170.0)","(7.5, 11.0, 10.71951219512195)","(6.5, 7.4, 7.222222222222222)","(7.0, 9.8, 9.44)","(20.0, 27.0, 24.5)","(3.3, 3.85, 3.845833333333333)","(21.0, 46.0, 44.10526315789474)","(2.35, 3.1, 3.051111111111111)"
09-01-2023 15:25:01.375695,"(81.0, 240.0, 214.8)","(7.5, 11.0, 10.71951219512195)","(6.5, 7.4, 7.3)","(7.0, 9.8, 9.423255813953489)","(20.0, 27.0, 24.5)","(3.3, 3.85, 3.845833333333333)","(21.0, 46.0, 44.10526315789474)","(2.35, 3.1, 3.0929411764705885)"
