,Lions Tooth,Taspinaro,Coronation Veronic,Saxon Mist,Labby Rock,Techno Awards,Another Prediction,Baheera,Punk Princess
07-12-2022 20:43:37.578644,"(4.6, 5.3, 5.205063291139241)","(15.0, 18.5, 18.142857142857142)","(8.0, 11.0, 10.941666666666666)","(6.0, 7.4, 7.310112359550562)","(7.5, 9.6, 9.572222222222223)","(71.0, 110.0, 105.0)","(61.0, 80.0, 77.22222222222223)","(6.0, 7.4, 7.380645161290323)","(3.6, 3.85, 3.8488549618320613)"
07-12-2022 20:43:38.903158,"(4.6, 5.3, 5.210810810810811)","(15.0, 18.5, 18.142857142857142)","(8.0, 11.0, 10.9375)","(6.0, 7.4, 7.512605042016807)","(7.5, 9.6, 9.572222222222223)","(71.0, 110.0, 104.0)","(61.0, 80.0, 77.22222222222223)","(6.0, 7.4, 7.380645161290323)","(3.6, 3.85, 3.8797427652733116)"
07-12-2022 20:43:40.233604,"(4.6, 5.2, 5.151470588235294)","(15.0, 18.5, 18.142857142857142)","(8.0, 11.0, 10.915254237288135)","(6.0, 7.6, 7.509774436090225)","(7.5, 9.6, 9.554545454545455)","(71.0, 110.0, 105.0)","(61.0, 80.0, 77.22222222222223)","(6.0, 7.4, 7.380645161290323)","(3.6, 3.9, 3.882943143812709)"
07-12-2022 20:43:41.580687,"(4.6, 5.1, 5.093103448275862)","(15.0, 18.5, 18.142857142857142)","(8.0, 11.0, 10.918032786885245)","(6.0, 7.6, 7.509774436090225)","(7.5, 9.6, 9.554545454545455)","(71.0, 110.0, 100.0)","(61.0, 80.0, 77.22222222222223)","(6.0, 7.4, 7.380645161290323)","(3.6, 3.9, 3.8744318181818183)"
07-12-2022 20:43:42.970789,"(4.6, 5.2, 5.102290076335878)","(15.0, 18.5, 18.13529411764706)","(8.0, 11.0, 10.925)","(6.0, 7.6, 7.5027027027027025)","(7.5, 9.6, 9.57)","(71.0, 110.0, 100.0)","(61.0, 80.0, 71.42857142857143)","(6.0, 7.4, 7.380645161290323)","(3.6, 3.9, 3.9014970059880243)"
07-12-2022 20:43:44.305865,"(4.6, 5.2, 5.102290076335878)","(15.0, 18.5, 18.0974025974026)","(8.0, 11.0, 10.925)","(6.0, 7.6, 7.525)","(7.5, 9.6, 9.54)","(71.0, 110.0, 100.0)","(61.0, 75.0, 71.42857142857143)","(6.0, 7.4, 7.380645161290323)","(3.5, 3.95, 3.8952631578947368)"
07-12-2022 20:43:45.590064,"(4.6, 5.2, 5.105511811023622)","(15.0, 18.5, 17.95098039215686)","(8.0, 11.0, 10.817073170731707)","(6.0, 7.6, 7.536363636363636)","(7.5, 9.6, 9.54)","(71.0, 110.0, 100.0)","(61.0, 75.0, 71.30434782608695)","(6.0, 7.4, 7.380645161290323)","(3.5, 3.9, 3.8898148148148146)"
07-12-2022 20:43:46.869727,"(4.4, 5.2, 5.105511811023622)","(15.0, 18.0, 17.95098039215686)","(8.0, 11.0, 10.817073170731707)","(6.0, 7.6, 7.539130434782608)","(7.5, 9.6, 9.54)","(71.0, 110.0, 100.0)","(61.0, 75.0, 71.30434782608695)","(6.0, 7.4, 7.380645161290323)","(3.5, 3.9, 3.8952631578947368)"
07-12-2022 20:43:48.100209,"(4.4, 5.2, 5.105511811023622)","(15.0, 18.0, 17.772727272727273)","(8.0, 11.0, 10.817073170731707)","(6.0, 7.6, 7.548148148148148)","(7.5, 9.6, 9.54)","(71.0, 110.0, 100.0)","(61.0, 75.0, 71.30434782608695)","(6.0, 7.4, 7.380645161290323)","(3.5, 3.9, 3.8952631578947368)"
07-12-2022 20:43:49.300625,"(4.4, 5.2, 5.104)","(15.0, 18.0, 17.73076923076923)","(8.0, 11.0, 10.817073170731707)","(6.0, 7.6, 7.566666666666666)","(7.5, 9.6, 9.54)","(71.0, 110.0, 100.0)","(61.0, 75.0, 71.30434782608695)","(6.0, 7.4, 7.376923076923077)","(3.5, 3.9, 3.8785714285714286)"
07-12-2022 20:43:50.734274,"(4.6, 5.2, 5.171052631578948)","(15.0, 18.0, 17.81578947368421)","(8.0, 11.0, 10.817073170731707)","(6.0, 7.6, 7.566666666666666)","(7.5, 9.6, 9.54)","(71.0, 110.0, 100.0)","(61.0, 75.0, 71.30434782608695)","(6.0, 7.4, 7.376923076923077)","(3.5, 3.9, 3.8723684210526317)"
07-12-2022 20:43:52.023452,"(4.4, 5.1, 5.084722222222222)","(15.0, 18.0, 17.81578947368421)","(8.5, 11.0, 10.817073170731707)","(6.0, 7.6, 7.743478260869565)","(7.5, 9.6, 9.54)","(71.0, 110.0, 100.0)","(61.0, 75.0, 71.30434782608695)","(6.0, 7.4, 7.3812500000000005)","(3.5, 3.9, 3.875)"
07-12-2022 20:43:53.420311,"(4.4, 5.1, 5.083823529411765)","(15.0, 18.0, 17.833333333333332)","(8.5, 11.0, 10.85576923076923)","(6.0, 7.8, 7.729166666666667)","(7.5, 9.6, 9.54)","(71.0, 110.0, 100.0)","(61.0, 75.0, 71.30434782608695)","(6.0, 7.4, 7.3812500000000005)","(3.5, 3.9, 3.875)"
07-12-2022 20:43:55.061091,"(4.4, 5.1, 5.087912087912088)","(15.0, 18.0, 17.833333333333332)","(8.0, 11.0, 10.85576923076923)","(6.0, 7.8, 7.735849056603773)","(8.0, 9.6, 9.54)","(71.0, 110.0, 100.0)","(61.0, 75.0, 71.30434782608695)","(6.0, 7.4, 7.3812500000000005)","(3.5, 3.9, 3.875)"
07-12-2022 20:43:56.550122,"(4.4, 5.1, 5.087912087912088)","(15.0, 18.0, 17.833333333333332)","(8.0, 11.0, 10.85576923076923)","(6.0, 7.8, 7.735849056603773)","(8.0, 9.6, 9.54)","(71.0, 110.0, 100.0)","(61.0, 75.0, 71.30434782608695)","(6.0, 7.4, 7.3812500000000005)","(3.5, 3.9, 3.875)"
07-12-2022 20:43:57.909661,"(4.4, 5.1, 5.087912087912088)","(15.0, 18.0, 17.806451612903224)","(8.0, 11.0, 10.85576923076923)","(6.0, 7.8, 7.735849056603773)","(8.0, 9.6, 9.571014492753623)","(71.0, 110.0, 100.0)","(61.0, 75.0, 71.30434782608695)","(6.0, 7.4, 7.376470588235295)","(3.5, 3.9, 3.875)"
07-12-2022 20:43:59.155265,"(4.4, 5.1, 5.087912087912088)","(15.0, 18.0, 17.806451612903224)","(8.0, 11.0, 10.85576923076923)","(6.0, 7.8, 7.593939393939394)","(8.0, 9.6, 9.43)","(71.0, 110.0, 101.42857142857143)","(61.0, 75.0, 71.45833333333333)","(6.0, 7.4, 7.391489361702128)","(3.5, 3.9, 3.875714285714286)"
07-12-2022 20:44:00.457626,"(4.4, 5.1, 5.07906976744186)","(15.0, 18.0, 17.625)","(8.0, 11.0, 10.977272727272727)","(6.0, 7.8, 7.666666666666667)","(8.0, 9.6, 9.464)","(71.0, 110.0, 107.0)","(61.0, 75.0, 71.6)","(6.0, 7.6, 7.4301886792452825)","(3.5, 3.9, 3.8758823529411766)"
07-12-2022 20:44:01.746387,"(4.4, 5.0, 4.925000000000001)","(15.0, 18.0, 17.75)","(8.0, 11.0, 10.741758241758241)","(6.0, 7.8, 7.675268817204301)","(8.0, 9.6, 9.519047619047619)","(71.0, 110.0, 104.64285714285714)","(61.0, 75.0, 71.25)","(6.0, 7.6, 7.428571428571429)","(3.5, 3.9, 3.8575581395348837)"
07-12-2022 20:44:03.062563,"(4.4, 5.0, 4.936026936026936)","(15.0, 18.0, 17.76)","(8.0, 11.5, 11.091666666666667)","(6.0, 7.8, 7.643809523809524)","(8.0, 9.6, 9.519047619047619)","(71.0, 110.0, 97.5)","(61.0, 75.0, 71.0)","(6.0, 7.6, 7.457391304347826)","(3.5, 3.9, 3.865873015873016)"
07-12-2022 20:44:04.397530,"(4.4, 5.0, 4.933189655172414)","(15.0, 18.0, 17.75)","(8.0, 11.5, 11.123076923076923)","(6.0, 7.8, 7.661016949152542)","(8.0, 9.6, 9.515)","(71.0, 110.0, 96.25)","(61.0, 75.0, 71.20689655172414)","(6.0, 7.6, 7.457142857142857)","(3.5, 3.9, 3.861607142857143)"
07-12-2022 20:44:05.775094,"(4.4, 5.0, 4.937931034482759)","(15.0, 18.0, 17.75)","(8.0, 11.5, 11.084745762711865)","(6.0, 7.8, 7.661016949152542)","(8.0, 9.6, 9.502857142857144)","(71.0, 100.0, 96.25)","(61.0, 75.0, 70.94594594594595)","(6.0, 7.6, 7.448275862068965)","(3.5, 3.9, 3.848339483394834)"
07-12-2022 20:44:07.154074,"(4.4, 5.0, 4.937931034482759)","(15.0, 18.0, 17.75)","(8.5, 11.5, 11.084745762711865)","(6.0, 7.8, 7.661016949152542)","(8.0, 9.6, 9.502857142857144)","(61.0, 100.0, 102.5)","(51.0, 75.0, 70.94594594594595)","(6.0, 7.6, 7.448275862068965)","(3.5, 3.85, 3.8482758620689657)"
07-12-2022 20:44:08.481120,"(4.4, 5.0, 4.937931034482759)","(15.0, 18.0, 17.806451612903224)","(8.5, 11.5, 11.084745762711865)","(6.0, 7.8, 7.661016949152542)","(8.0, 9.6, 9.50909090909091)","(61.0, 110.0, 96.66666666666667)","(51.0, 75.0, 70.78947368421052)","(6.0, 7.6, 7.448275862068965)","(3.5, 3.85, 3.861754385964912)"
07-12-2022 20:44:09.847403,"(4.4, 5.0, 4.937931034482759)","(15.0, 18.0, 17.74074074074074)","(8.5, 11.5, 11.090909090909092)","(6.0, 7.8, 7.682051282051281)","(8.0, 9.6, 9.50909090909091)","(71.0, 110.0, 96.66666666666667)","(51.0, 75.0, 70.78947368421052)","(6.0, 7.6, 7.3125)","(3.5, 3.9, 3.861754385964912)"
07-12-2022 20:44:11.195058,"(4.4, 5.0, 4.937931034482759)","(15.0, 18.0, 17.74074074074074)","(8.5, 11.5, 11.090909090909092)","(6.0, 7.8, 7.682051282051281)","(8.0, 9.6, 9.50909090909091)","(71.0, 110.0, 102.0)","(51.0, 75.0, 70.29411764705883)","(6.0, 7.6, 7.445614035087719)","(3.5, 3.9, 3.8947368421052633)"
07-12-2022 20:44:12.545756,"(4.4, 5.0, 4.949397590361446)","(15.0, 18.0, 17.78787878787879)","(8.5, 11.5, 11.21311475409836)","(6.0, 7.4, 7.325628140703518)","(8.0, 9.6, 9.727272727272728)","(71.0, 110.0, 115.0)","(51.0, 75.0, 70.25)","(6.0, 7.6, 7.757446808510638)","(3.5, 3.9, 3.98125)"
07-12-2022 20:44:13.862516,"(4.4, 5.2, 5.0975)","(15.0, 18.5, 18.38)","(8.5, 11.0, 8.684375000000001)","(6.0, 7.6, 7.544827586206896)","(8.0, 9.8, 9.75294117647059)","(71.0, 130.0, 115.0)","(51.0, 75.0, 70.25)","(6.0, 7.8, 7.85)","(3.5, 4.0, 3.959375)"
07-12-2022 20:44:15.149910,"(4.4, 5.2, 5.122147651006712)","(15.0, 18.5, 18.456521739130434)","(8.5, 8.6, 8.5875)","(6.0, 7.8, 7.671264367816092)","(8.0, 10.0, 9.861333333333333)","(71.0, 130.0, 127.5)","(51.0, 75.0, 70.26315789473684)","(6.0, 8.0, 8.005128205128205)","(3.5, 4.0, 3.9833333333333334)"
07-12-2022 20:44:16.453046,"(4.4, 5.2, 5.161061946902655)","(15.0, 18.5, 18.456521739130434)","(8.5, 8.6, 8.595121951219513)","(6.0, 7.8, 7.535211267605634)","(8.0, 9.8, 9.728947368421053)","(71.0, 130.0, 117.0)","(51.0, 75.0, 70.26315789473684)","(6.0, 8.2, 8.014634146341463)","(3.5, 4.0, 3.9833333333333334)"
07-12-2022 20:44:17.754008,"(4.4, 5.2, 5.161061946902655)","(15.0, 18.5, 18.477777777777778)","(8.5, 8.6, 8.980392156862745)","(6.0, 7.8, 7.545454545454545)","(8.0, 9.8, 9.714285714285715)","(71.0, 120.0, 105.0)","(51.0, 75.0, 70.26315789473684)","(6.0, 8.2, 7.9833333333333325)","(3.5, 4.0, 3.9885714285714284)"
07-12-2022 20:44:19.143710,"(4.4, 5.2, 5.138931297709924)","(15.0, 18.5, 18.475)","(8.5, 9.0, 9.08)","(6.0, 7.6, 7.4875)","(8.0, 9.8, 9.714285714285715)","(71.0, 120.0, 100.58823529411765)","(51.0, 75.0, 68.33333333333333)","(6.0, 8.2, 7.940425531914894)","(3.5, 4.0, 3.925666666666667)"
07-12-2022 20:44:20.425581,"(4.4, 5.2, 5.138461538461539)","(15.0, 18.5, 18.475)","(8.0, 9.2, 9.083333333333332)","(6.0, 7.6, 7.4875)","(8.0, 9.8, 9.714285714285715)","(71.0, 110.0, 100.41666666666667)","(51.0, 70.0, 68.07692307692308)","(6.0, 8.0, 7.9529411764705875)","(3.5, 3.95, 3.9248275862068964)"
07-12-2022 20:44:21.849181,"(4.4, 5.2, 5.138461538461539)","(15.0, 18.5, 18.475)","(8.0, 9.2, 9.242424242424242)","(6.0, 7.6, 7.51)","(8.0, 9.8, 9.714285714285715)","(71.0, 110.0, 101.0)","(51.0, 70.0, 68.07692307692308)","(6.0, 8.2, 7.962264150943396)","(3.5, 3.95, 3.9248275862068964)"
07-12-2022 20:44:23.271271,"(4.4, 5.2, 5.138461538461539)","(15.0, 18.5, 18.475)","(8.0, 9.4, 9.222222222222223)","(6.0, 7.6, 7.545454545454545)","(8.0, 9.8, 9.714285714285715)","(71.0, 110.0, 100.0)","(51.0, 70.0, 66.73913043478261)","(6.0, 8.2, 7.981395348837209)","(3.5, 3.95, 3.8622418879056046)"
07-12-2022 20:44:24.726547,"(4.4, 5.2, 5.160714285714286)","(15.0, 18.5, 18.475)","(8.0, 9.4, 9.242424242424242)","(6.0, 7.6, 7.545454545454545)","(8.0, 9.8, 9.730769230769232)","(71.0, 110.0, 95.0)","(51.0, 70.0, 66.73913043478261)","(6.0, 8.2, 8.03921568627451)","(3.5, 3.9, 3.8609756097560974)"
07-12-2022 20:44:26.151236,"(4.4, 5.2, 5.151612903225806)","(15.0, 18.5, 18.5126582278481)","(8.0, 9.4, 10.067567567567568)","(6.5, 7.6, 8.08)","(8.0, 9.8, 6.0802395209580835)","(71.0, 100.0, 158.57142857142856)","(51.0, 70.0, 69.0)","(6.5, 8.2, 8.614035087719298)","(3.5, 3.9, 3.891477272727273)"
07-12-2022 20:44:27.590854,"(4.4, 5.5, 5.49078947368421)","(15.0, 19.5, 19.14423076923077)","(8.0, 11.0, 9.86140350877193)","(6.5, 8.2, 7.946666666666666)","(8.0, 6.2, 6.964705882352941)","(71.0, 170.0, 137.1875)","(51.0, 70.0, 69.16666666666667)","(6.5, 9.0, 8.685714285714287)","(3.5, 3.9, 3.941666666666667)"
07-12-2022 20:44:29.151738,"(4.4, 5.5, 5.517241379310345)","(15.0, 19.5, 19.109375)","(8.0, 10.5, 9.553846153846154)","(6.5, 8.0, 7.945454545454545)","(8.0, 7.0, 7.574999999999999)","(71.0, 170.0, 107.0)","(51.0, 70.0, 68.84615384615384)","(6.5, 8.8, 8.4125)","(3.5, 3.95, 3.8017241379310343)"
07-12-2022 20:44:30.597998,"(4.4, 5.6, 5.517241379310345)","(15.0, 19.5, 19.096774193548388)","(8.0, 10.0, 9.65)","(6.5, 8.2, 8.080597014925372)","(8.0, 7.6, 7.688235294117646)","(71.0, 170.0, 107.0)","(51.0, 70.0, 69.54545454545455)","(6.5, 8.6, 8.514754098360655)","(3.5, 3.85, 3.7776923076923077)"
07-12-2022 20:44:32.009076,"(4.4, 5.6, 5.529629629629629)","(15.0, 19.5, 19.115384615384617)","(8.0, 9.8, 9.711111111111112)","(6.5, 8.2, 7.964044943820225)","(8.0, 7.8, 7.679012345679012)","(71.0, 170.0, 130.0)","(51.0, 70.0, 69.54545454545455)","(6.5, 8.6, 8.502702702702702)","(3.5, 3.8, 3.783962264150943)"
07-12-2022 20:44:33.302105,"(4.4, 5.6, 5.535922330097088)","(15.0, 19.5, 19.1875)","(8.0, 9.8, 9.62962962962963)","(6.5, 8.0, 7.964044943820225)","(8.0, 8.0, 7.763999999999999)","(71.0, 160.0, 140.0)","(51.0, 70.0, 69.54545454545455)","(6.5, 8.6, 8.504761904761905)","(3.5, 3.8, 3.703846153846154)"
07-12-2022 20:44:34.532171,"(4.4, 5.6, 5.519512195121951)","(15.0, 19.5, 19.12962962962963)","(8.0, 10.0, 9.709999999999999)","(6.5, 8.0, 7.966666666666667)","(8.0, 7.8, 7.779220779220779)","(71.0, 160.0, 151.42857142857144)","(51.0, 70.0, 69.58333333333333)","(6.5, 8.6, 8.529411764705882)","(3.5, 3.75, 3.6523684210526315)"
07-12-2022 20:44:35.986615,"(4.4, 5.7, 5.545871559633028)","(15.0, 19.5, 19.177419354838708)","(8.0, 10.0, 9.767441860465116)","(6.5, 8.0, 7.969230769230769)","(8.0, 7.8, 7.933333333333334)","(71.0, 160.0, 152.5)","(51.0, 70.0, 69.76190476190476)","(6.5, 8.6, 8.556521739130435)","(3.5, 3.7, 3.617777777777778)"
07-12-2022 20:44:37.296894,"(4.4, 5.7, 5.607692307692307)","(15.0, 19.5, 18.85)","(8.0, 10.0, 9.942857142857143)","(6.5, 8.0, 7.961467889908257)","(8.0, 8.0, 8.06774193548387)","(71.0, 160.0, 152.5)","(51.0, 70.0, 69.76190476190476)","(6.5, 8.6, 8.526829268292683)","(3.5, 3.65, 3.6133333333333333)"
07-12-2022 20:44:38.625035,"(4.4, 5.7, 5.569491525423729)","(15.0, 19.5, 18.85)","(8.0, 10.0, 9.942857142857143)","(6.5, 8.0, 7.964406779661017)","(8.0, 8.2, 8.119230769230768)","(71.0, 160.0, 152.5)","(51.0, 70.0, 69.76190476190476)","(6.5, 8.6, 8.555223880597016)","(3.5, 3.65, 3.5591787439613527)"
07-12-2022 20:44:40.027377,"(4.4, 5.7, 5.6261363636363635)","(15.0, 19.0, 18.755102040816325)","(8.0, 10.0, 9.978947368421053)","(6.5, 8.0, 7.964102564102564)","(8.0, 8.2, 8.142307692307693)","(71.0, 160.0, 153.33333333333334)","(51.0, 70.0, 69.77272727272727)","(6.5, 8.6, 8.567391304347826)","(3.5, 3.6, 3.5566878980891716)"
07-12-2022 20:44:41.397694,"(4.4, 5.7, 5.615584415584415)","(15.0, 19.0, 18.873684210526317)","(8.0, 10.0, 9.978947368421053)","(6.5, 8.0, 8.03076923076923)","(8.0, 8.2, 8.142307692307693)","(71.0, 160.0, 153.33333333333334)","(51.0, 70.0, 69.77272727272727)","(6.5, 8.6, 8.5679012345679)","(3.5, 3.6, 3.554854368932039)"
07-12-2022 20:44:42.794180,"(4.4, 5.7, 5.609722222222222)","(15.0, 19.0, 18.785714285714285)","(8.0, 10.0, 9.866666666666667)","(6.5, 8.2, 8.074452554744525)","(8.0, 8.2, 8.115254237288134)","(71.0, 160.0, 153.33333333333334)","(51.0, 70.0, 69.77272727272727)","(6.5, 8.6, 8.5679012345679)","(3.5, 3.6, 3.686440677966102)"
07-12-2022 20:44:44.371794,"(4.4, 5.7, 5.63939393939394)","(15.0, 19.0, 18.794736842105262)","(8.0, 10.0, 9.966666666666667)","(6.5, 8.2, 8.093827160493827)","(8.0, 8.2, 8.163157894736841)","(71.0, 160.0, 122.5)","(51.0, 70.0, 69.79166666666667)","(6.5, 8.6, 8.569620253164556)","(3.5, 3.7, 3.6052980132450334)"
07-12-2022 20:44:45.949369,"(4.4, 5.7, 5.578787878787879)","(15.0, 19.0, 18.71698113207547)","(8.0, 10.0, 9.82)","(6.5, 8.2, 7.8759999999999994)","(8.0, 8.2, 7.989473684210527)","(71.0, 150.0, 105.71428571428571)","(51.0, 70.0, 69.8)","(6.5, 8.6, 8.573033707865168)","(3.5, 3.7, 3.6617283950617283)"
07-12-2022 20:44:47.440275,"(4.4, 5.7, 5.908163265306123)","(15.0, 19.0, 17.666666666666668)","(8.0, 10.0, 9.787234042553191)","(6.5, 8.0, 9.895652173913044)","(8.0, 8.0, 8.018604651162791)","(71.0, 140.0, 135.0)","(51.0, 70.0, 65.71428571428571)","(6.5, 8.6, 8.317857142857143)","(3.5, 3.45, 3.4076612903225807)"
07-12-2022 20:44:48.829956,"(4.4, 6.0, 5.822535211267605)","(15.0, 18.0, 18.105263157894736)","(8.0, 10.0, 9.7)","(6.5, 10.0, 9.446666666666667)","(8.0, 8.2, 7.994630872483222)","(71.0, 140.0, 125.0)","(51.0, 75.0, 63.87096774193549)","(6.5, 8.4, 8.324528301886792)","(3.5, 3.45, 3.441919191919192)"
07-12-2022 20:44:50.213696,"(4.4, 5.8, 5.777464788732394)","(15.0, 18.5, 18.03846153846154)","(8.0, 9.8, 9.880769230769232)","(6.5, 9.8, 9.436893203883495)","(8.0, 8.0, 8.09855072463768)","(71.0, 130.0, 132.0)","(51.0, 70.0, 65.55555555555556)","(6.5, 8.4, 8.391397849462367)","(3.5, 3.45, 3.3291878172588834)"
07-12-2022 20:44:51.623194,"(4.4, 5.9, 5.876851851851852)","(15.0, 18.5, 18.23076923076923)","(8.0, 10.5, 9.99)","(6.5, 9.6, 9.413084112149534)","(8.0, 8.2, 8.126666666666667)","(71.0, 140.0, 117.27272727272727)","(51.0, 70.0, 67.0)","(6.5, 8.4, 8.394285714285715)","(3.5, 3.35, 3.4426829268292685)"
07-12-2022 20:44:53.044405,"(4.4, 5.9, 5.880869565217392)","(15.0, 18.5, 17.666666666666668)","(8.0, 10.0, 9.99)","(6.5, 9.6, 9.481904761904762)","(8.0, 8.2, 8.12987012987013)","(71.0, 150.0, 116.66666666666667)","(51.0, 70.0, 66.66666666666667)","(6.5, 8.4, 8.369047619047619)","(3.5, 3.45, 3.3215384615384616)"
07-12-2022 20:44:54.646068,"(4.4, 5.9, 5.896949152542373)","(15.0, 18.5, 17.666666666666668)","(8.0, 10.0, 9.987323943661972)","(6.5, 9.6, 9.535555555555556)","(8.0, 8.2, 8.111475409836066)","(71.0, 140.0, 116.66666666666667)","(51.0, 70.0, 64.5)","(6.5, 8.4, 8.386842105263158)","(3.5, 3.35, 3.32987012987013)"
07-12-2022 20:44:56.107429,"(4.4, 6.0, 5.89828178694158)","(15.0, 18.5, 18.043478260869566)","(8.0, 10.5, 9.982191780821918)","(6.5, 9.6, 9.508823529411764)","(8.0, 8.2, 8.145999999999999)","(71.0, 140.0, 116.66666666666667)","(51.0, 65.0, 63.484848484848484)","(6.5, 8.4, 8.376190476190477)","(3.5, 3.35, 3.3272189349112424)"
07-12-2022 20:44:57.613878,"(4.4, 6.0, 5.894661921708185)","(15.0, 18.5, 17.945652173913043)","(8.0, 10.5, 9.988235294117647)","(6.5, 9.6, 9.534090909090908)","(8.0, 8.2, 8.113333333333333)","(71.0, 140.0, 115.0)","(51.0, 65.0, 63.529411764705884)","(6.5, 8.4, 8.198319327731092)","(3.5, 3.4, 3.3491869918699186)"
07-12-2022 20:44:59.087367,"(4.4, 6.0, 5.908139534883722)","(15.0, 18.5, 17.945652173913043)","(8.0, 10.0, 9.99047619047619)","(6.5, 9.6, 9.532558139534883)","(8.0, 8.2, 8.113333333333333)","(71.0, 140.0, 115.0)","(51.0, 65.0, 63.529411764705884)","(6.5, 8.2, 8.299319727891156)","(3.5, 3.35, 3.3451219512195123)"
07-12-2022 20:45:00.521338,"(4.4, 6.0, 5.905952380952382)","(15.0, 18.5, 17.945652173913043)","(8.0, 10.0, 9.99047619047619)","(6.5, 9.6, 9.492592592592592)","(8.0, 8.2, 8.113333333333333)","(71.0, 140.0, 115.0)","(51.0, 65.0, 63.529411764705884)","(6.5, 8.4, 8.18780487804878)","(3.5, 3.35, 3.369256756756757)"
07-12-2022 20:45:01.840186,"(4.4, 6.0, 5.905952380952382)","(15.0, 18.5, 17.875)","(8.0, 10.0, 9.991666666666667)","(6.5, 9.6, 9.4125)","(8.0, 8.2, 8.134653465346535)","(71.0, 140.0, 114.61538461538461)","(51.0, 65.0, 63.529411764705884)","(6.5, 8.2, 8.159420289855072)","(3.5, 3.4, 3.3427777777777776)"
07-12-2022 20:45:03.163637,"(4.4, 6.0, 5.905952380952382)","(15.0, 18.5, 16.88888888888889)","(8.0, 10.0, 10.01045751633987)","(6.5, 9.6, 9.373228346456692)","(8.0, 8.2, 8.183783783783783)","(71.0, 140.0, 116.52173913043478)","(51.0, 65.0, 62.72727272727273)","(6.5, 8.2, 8.166666666666666)","(3.5, 3.35, 3.3605555555555555)"
07-12-2022 20:45:04.572366,"(4.6, 6.0, 5.927461139896374)","(15.0, 18.0, 16.846153846153847)","(8.0, 10.5, 10.018018018018019)","(6.5, 9.6, 9.35142857142857)","(7.5, 8.2, 8.167499999999999)","(71.0, 140.0, 117.89473684210526)","(51.0, 65.0, 62.72727272727273)","(7.0, 8.2, 8.15111111111111)","(3.3, 3.4, 3.3623655913978494)"
07-12-2022 20:45:06.048516,"(4.6, 6.0, 6.1676348547717845)","(15.0, 18.0, 17.333333333333332)","(8.0, 10.5, 10.016774193548388)","(6.5, 9.6, 9.347826086956522)","(7.5, 8.2, 8.164102564102564)","(71.0, 140.0, 119.375)","(51.0, 65.0, 62.72727272727273)","(7.0, 8.2, 8.134883720930231)","(3.3, 3.4, 3.3865853658536587)"
07-12-2022 20:45:07.550024,"(4.6, 6.2, 6.168163265306123)","(15.0, 18.0, 15.789473684210526)","(8.0, 10.5, 10.072000000000001)","(6.5, 9.6, 9.383850931677019)","(7.5, 8.2, 8.169565217391304)","(71.0, 140.0, 118.0)","(51.0, 65.0, 62.82608695652174)","(7.0, 8.2, 8.124324324324323)","(3.3, 3.4, 3.3609375)"
07-12-2022 20:45:08.968885,"(4.6, 6.2, 6.150796460176991)","(15.0, 18.0, 14.7)","(8.0, 10.5, 10.033333333333333)","(6.5, 9.6, 9.368707482993196)","(7.5, 8.2, 8.194999999999999)","(71.0, 140.0, 114.28571428571429)","(51.0, 65.0, 62.065217391304344)","(7.0, 8.2, 8.16470588235294)","(3.3, 3.4, 3.3603174603174604)"
07-12-2022 20:45:10.408584,"(4.8, 6.2, 6.150796460176991)","(15.0, 15.5, 14.75)","(8.0, 10.5, 10.086528497409327)","(7.0, 9.6, 9.380645161290323)","(7.0, 8.2, 8.36952380952381)","(71.0, 140.0, 117.5)","(51.0, 65.0, 62.244897959183675)","(7.0, 8.2, 8.028571428571428)","(3.2, 3.4, 3.376923076923077)"
07-12-2022 20:45:11.907527,"(4.8, 6.2, 6.131230283911672)","(15.0, 15.5, 14.625)","(8.0, 10.5, 10.085474860335196)","(7.0, 9.6, 9.374603174603175)","(7.0, 8.4, 8.3)","(71.0, 140.0, 120.54054054054055)","(51.0, 65.0, 62.3)","(7.0, 8.2, 8.137931034482758)","(3.2, 3.4, 3.3705069124423965)"
07-12-2022 20:45:13.394467,"(4.8, 6.2, 6.122848664688427)","(15.0, 15.5, 14.625)","(8.0, 10.5, 10.071098265895953)","(7.0, 9.4, 9.38021978021978)","(7.0, 8.4, 8.423255813953489)","(71.0, 140.0, 120.54054054054055)","(51.0, 65.0, 62.3)","(7.0, 8.2, 7.893506493506494)","(3.2, 3.4, 3.3703619909502263)"
07-12-2022 20:45:14.643958,"(4.8, 6.2, 6.122848664688427)","(15.0, 15.5, 14.625)","(8.0, 10.5, 10.027388535031848)","(7.0, 9.4, 9.388505747126437)","(7.0, 8.6, 8.44)","(71.0, 140.0, 116.76470588235294)","(51.0, 65.0, 62.3)","(7.0, 8.0, 7.871052631578947)","(3.2, 3.4, 3.4011811023622047)"
07-12-2022 20:45:15.937774,"(4.8, 6.2, 6.123031203566122)","(15.0, 15.5, 14.625)","(8.0, 10.5, 9.996153846153845)","(7.0, 9.4, 9.38021978021978)","(7.0, 8.6, 8.44)","(71.0, 130.0, 120.35714285714286)","(51.0, 65.0, 62.3)","(7.0, 8.0, 7.865753424657534)","(3.2, 3.45, 3.4330882352941177)"
