,Dayseas Rikki,Booming Boo Boo,Spring Demon,Vixon Lad,Jameson Bay,Identity Thief,Jamie Tartt,Katara Love
10-01-2023 16:53:22.994668,"(11.0, 13.5, 10.928571428571429)","(4.6, 4.9, 4.75)","(19.0, 29.0, 23.413793103448278)","(1.8, 2.72, 2.6936)","(4.6, 7.2, 7.04516129032258)","(31.0, 42.0, 36.44444444444444)","(9.0, 9.6, 8.795121951219512)","(81.0, 390.0, 358.8888888888889)"
10-01-2023 16:53:24.128743,"(11.0, 13.0, 11.333333333333334)","(4.6, 4.9, 4.7)","(19.0, 29.0, 23.413793103448278)","(1.8, 2.72, 2.709677419354839)","(4.6, 7.2, 6.764285714285714)","(31.0, 42.0, 32.370370370370374)","(9.0, 9.6, 8.777777777777777)","(81.0, 390.0, 358.8888888888889)"
10-01-2023 16:53:25.281790,"(11.0, 11.5, 10.944444444444445)","(4.6, 5.1, 5.0625)","(19.0, 26.0, 24.2)","(1.8, 2.72, 2.7111111111111112)","(4.6, 6.8, 6.739393939393939)","(31.0, 42.0, 30.857142857142858)","(9.0, 9.0, 8.777777777777777)","(81.0, 390.0, 358.8888888888889)"
10-01-2023 16:53:26.350220,"(11.0, 13.0, 12.166666666666666)","(4.6, 5.1, 5.03)","(19.0, 26.0, 24.285714285714285)","(1.8, 2.72, 2.704)","(4.6, 6.8, 6.764285714285714)","(31.0, 42.0, 38.888888888888886)","(9.0, 9.0, 8.644444444444444)","(81.0, 390.0, 358.8888888888889)"
10-01-2023 16:53:27.447452,"(10.0, 13.0, 12.558823529411764)","(4.8, 5.1, 5.0625)","(18.0, 26.0, 24.0)","(1.85, 2.82, 2.806)","(4.6, 6.8, 6.764285714285714)","(31.0, 40.0, 32.90909090909091)","(9.0, 9.0, 8.7)","(81.0, 390.0, 358.8888888888889)"
10-01-2023 16:53:28.761245,"(10.0, 13.0, 11.5)","(4.8, 5.1, 5.0625)","(18.0, 26.0, 24.0)","(1.85, 2.8, 2.7333333333333334)","(4.6, 6.8, 6.739393939393939)","(31.0, 42.0, 32.90909090909091)","(9.0, 9.0, 8.4)","(81.0, 390.0, 358.8888888888889)"
10-01-2023 16:53:29.925427,"(10.0, 13.0, 11.25)","(4.8, 5.1, 5.04)","(18.0, 26.0, 24.0)","(1.85, 2.8, 2.7642857142857142)","(4.6, 6.8, 5.606451612903226)","(31.0, 42.0, 33.07142857142857)","(9.0, 9.0, 8.486486486486486)","(81.0, 390.0, 358.8888888888889)"
10-01-2023 16:53:30.969470,"(10.0, 13.0, 11.170731707317072)","(4.8, 5.1, 5.04)","(18.0, 26.0, 22.857142857142858)","(1.85, 2.8, 2.814782608695652)","(4.6, 6.0, 5.638518518518518)","(31.0, 42.0, 34.64705882352941)","(9.0, 9.0, 8.486486486486486)","(81.0, 390.0, 358.8888888888889)"
10-01-2023 16:53:31.957274,"(10.0, 13.0, 11.03921568627451)","(4.8, 5.1, 5.04)","(18.0, 25.0, 22.857142857142858)","(1.85, 2.82, 2.814782608695652)","(4.6, 6.0, 5.656338028169014)","(31.0, 42.0, 33.1764705882353)","(9.0, 9.0, 8.486486486486486)","(81.0, 390.0, 358.8888888888889)"
10-01-2023 16:53:32.936556,"(10.0, 13.0, 11.03921568627451)","(4.8, 5.1, 5.04)","(18.0, 25.0, 22.75)","(1.85, 2.82, 2.8155555555555556)","(4.6, 6.0, 6.585714285714285)","(31.0, 42.0, 33.84615384615385)","(9.0, 9.0, 8.391304347826086)","(81.0, 390.0, 358.8888888888889)"
10-01-2023 16:53:34.024848,"(10.0, 12.5, 11.657894736842106)","(4.8, 5.1, 5.04)","(18.0, 25.0, 22.75)","(1.85, 2.82, 2.8177777777777777)","(4.6, 6.8, 5.85)","(31.0, 40.0, 32.72727272727273)","(9.0, 9.0, 8.321428571428571)","(81.0, 390.0, 358.8888888888889)"
10-01-2023 16:53:35.192531,"(10.0, 12.5, 11.357142857142858)","(4.8, 5.1, 5.04)","(18.0, 25.0, 22.75)","(1.85, 2.82, 2.8177777777777777)","(4.6, 6.6, 6.4312499999999995)","(31.0, 40.0, 32.64)","(9.0, 9.0, 8.321428571428571)","(81.0, 390.0, 358.8888888888889)"
10-01-2023 16:53:36.427821,"(10.0, 12.5, 11.318181818181818)","(4.8, 5.1, 5.04)","(18.0, 25.0, 22.75)","(1.85, 2.82, 2.816923076923077)","(4.6, 6.6, 6.381818181818182)","(31.0, 40.0, 33.6551724137931)","(9.0, 9.0, 8.321428571428571)","(81.0, 390.0, 358.8888888888889)"
10-01-2023 16:53:37.535048,"(10.0, 12.5, 11.318181818181818)","(4.8, 5.1, 5.04)","(18.0, 25.0, 22.75)","(1.85, 2.82, 2.816923076923077)","(4.6, 6.6, 6.371428571428571)","(31.0, 40.0, 33.6551724137931)","(9.0, 9.0, 8.321428571428571)","(81.0, 390.0, 358.8888888888889)"
10-01-2023 16:53:38.623087,"(10.0, 12.5, 11.318181818181818)","(4.8, 5.1, 5.04)","(18.0, 25.0, 22.75)","(1.85, 2.82, 2.816923076923077)","(4.6, 6.6, 6.371428571428571)","(31.0, 40.0, 33.6551724137931)","(9.0, 9.0, 8.321428571428571)","(81.0, 390.0, 358.8888888888889)"
10-01-2023 16:53:39.776376,"(10.0, 12.5, 11.318181818181818)","(4.8, 5.1, 5.04)","(18.0, 25.0, 22.75)","(1.85, 2.82, 2.8163636363636364)","(4.6, 6.6, 6.371428571428571)","(31.0, 40.0, 33.6551724137931)","(9.0, 9.0, 8.321428571428571)","(81.0, 390.0, 362.0)"
10-01-2023 16:53:40.965901,"(10.0, 12.5, 10.928571428571429)","(4.8, 5.1, 5.04)","(18.0, 25.0, 22.75)","(1.85, 2.82, 2.8466666666666667)","(4.6, 6.6, 6.133333333333334)","(31.0, 40.0, 36.0)","(9.0, 9.0, 8.333333333333334)","(81.0, 390.0, 362.0)"
10-01-2023 16:53:42.343699,"(10.0, 12.5, 10.918604651162791)","(4.8, 5.1, 5.04)","(18.0, 25.0, 22.22222222222222)","(1.85, 2.86, 2.8366666666666664)","(4.6, 6.2, 6.058823529411765)","(31.0, 38.0, 33.5)","(9.0, 9.0, 8.327586206896552)","(81.0, 390.0, 362.0)"
10-01-2023 16:53:43.742837,"(10.0, 12.5, 10.86734693877551)","(4.8, 5.1, 5.04)","(18.0, 25.0, 22.22222222222222)","(1.85, 2.86, 2.8366666666666664)","(4.6, 6.2, 6.035)","(31.0, 40.0, 33.45454545454545)","(9.0, 9.0, 8.218181818181817)","(81.0, 390.0, 362.0)"
10-01-2023 16:53:45.042271,"(10.0, 12.5, 12.3)","(4.8, 5.1, 5.04)","(18.0, 25.0, 22.727272727272727)","(1.85, 2.86, 2.83)","(4.6, 6.2, 5.8)","(31.0, 40.0, 32.55172413793103)","(9.0, 9.0, 8.566666666666666)","(81.0, 390.0, 362.0)"
10-01-2023 16:53:46.440073,"(10.0, 12.0, 10.95)","(4.8, 5.1, 5.183333333333334)","(18.0, 25.0, 22.705882352941178)","(1.85, 2.86, 2.8476923076923075)","(4.6, 6.2, 5.8)","(31.0, 40.0, 35.0)","(9.0, 9.0, 8.569811320754717)","(81.0, 390.0, 362.0)"
10-01-2023 16:53:47.758650,"(10.0, 11.5, 10.95)","(4.8, 5.2, 5.183333333333334)","(18.0, 25.0, 22.705882352941178)","(1.85, 2.86, 2.8476923076923075)","(4.6, 6.2, 5.925)","(31.0, 38.0, 33.5)","(9.0, 9.0, 8.569811320754717)","(81.0, 390.0, 362.0)"
10-01-2023 16:53:49.044457,"(10.0, 11.5, 10.8)","(4.8, 5.3, 5.2)","(18.0, 23.0, 21.666666666666668)","(1.85, 2.82, 2.797333333333333)","(4.6, 6.6, 6.415384615384615)","(31.0, 38.0, 32.92307692307692)","(9.0, 9.0, 8.569811320754717)","(81.0, 390.0, 362.0)"
10-01-2023 16:53:50.283673,"(10.0, 11.5, 10.8)","(4.8, 5.4, 5.2)","(18.0, 23.0, 21.666666666666668)","(1.85, 2.8, 2.797333333333333)","(4.6, 6.6, 6.010526315789473)","(31.0, 36.0, 32.92307692307692)","(9.0, 9.0, 8.569811320754717)","(81.0, 390.0, 362.0)"
10-01-2023 16:53:51.741783,"(10.0, 11.5, 10.8)","(4.8, 5.4, 5.2)","(18.0, 25.0, 23.4)","(1.85, 2.8, 2.7083333333333335)","(4.6, 6.2, 5.84)","(31.0, 36.0, 32.36363636363637)","(9.0, 9.0, 8.569811320754717)","(81.0, 390.0, 362.0)"
10-01-2023 16:53:52.908669,"(10.0, 11.5, 10.8)","(4.8, 5.4, 5.2)","(18.0, 29.0, 23.4)","(1.85, 2.8, 2.7083333333333335)","(4.6, 6.2, 5.84)","(31.0, 36.0, 32.36363636363637)","(9.0, 9.0, 8.569811320754717)","(81.0, 390.0, 362.0)"
10-01-2023 16:53:54.176902,"(10.0, 11.5, 10.810344827586206)","(4.8, 5.4, 5.25)","(18.0, 28.0, 24.071428571428573)","(1.85, 2.72, 2.6900000000000004)","(4.6, 6.2, 5.963157894736843)","(31.0, 36.0, 32.52173913043478)","(9.0, 9.0, 8.854545454545455)","(81.0, 390.0, 362.0)"
10-01-2023 16:53:55.522348,"(10.0, 11.5, 10.794117647058824)","(4.8, 5.4, 5.265)","(18.0, 28.0, 24.764705882352942)","(1.85, 2.72, 2.656)","(4.6, 6.2, 6.449999999999999)","(31.0, 36.0, 32.92307692307692)","(9.0, 9.0, 9.428571428571429)","(81.0, 390.0, 362.0)"
10-01-2023 16:53:56.763836,"(10.0, 11.5, 10.794117647058824)","(4.8, 5.4, 5.265)","(18.0, 28.0, 24.764705882352942)","(1.85, 2.72, 2.63)","(4.6, 6.6, 6.375)","(31.0, 36.0, 32.92307692307692)","(9.0, 9.6, 8.88888888888889)","(81.0, 390.0, 362.0)"
10-01-2023 16:53:57.904472,"(10.0, 11.5, 10.794117647058824)","(4.8, 5.4, 5.265)","(18.0, 28.0, 24.764705882352942)","(1.85, 2.7, 2.63)","(4.6, 6.6, 6.375)","(31.0, 36.0, 32.92307692307692)","(9.0, 9.6, 9.0)","(81.0, 390.0, 362.0)"
10-01-2023 16:53:59.033420,"(11.0, 11.5, 10.814285714285715)","(4.6, 5.4, 5.294117647058823)","(18.0, 28.0, 24.764705882352942)","(1.95, 2.7, 2.665)","(4.8, 6.6, 6.4799999999999995)","(31.0, 36.0, 32.92307692307692)","(8.0, 9.4, 9.0)","(81.0, 390.0, 362.0)"
10-01-2023 16:54:00.164303,"(11.0, 11.5, 10.596774193548388)","(4.6, 5.4, 5.25)","(18.0, 28.0, 24.764705882352942)","(1.95, 2.7, 2.667692307692308)","(4.8, 6.6, 6.4799999999999995)","(31.0, 36.0, 32.52173913043478)","(8.0, 9.2, 9.0)","(81.0, 390.0, 362.0)"
10-01-2023 16:54:01.349537,"(11.0, 11.5, 10.651515151515152)","(4.6, 5.4, 5.22)","(18.0, 28.0, 24.764705882352942)","(1.95, 2.7, 2.688)","(4.8, 6.6, 6.4799999999999995)","(31.0, 36.0, 32.5)","(8.0, 9.2, 9.0)","(81.0, 390.0, 362.0)"
10-01-2023 16:54:02.543140,"(11.0, 11.5, 10.596774193548388)","(4.6, 5.4, 5.22)","(18.0, 28.0, 24.764705882352942)","(1.95, 2.7, 2.672)","(4.8, 6.6, 6.4799999999999995)","(31.0, 36.0, 32.857142857142854)","(8.0, 9.2, 9.0)","(81.0, 390.0, 362.0)"
10-01-2023 16:54:03.698587,"(11.0, 11.5, 10.596774193548388)","(4.6, 5.4, 5.22)","(18.0, 28.0, 24.764705882352942)","(1.95, 2.7, 2.688)","(4.8, 6.6, 6.466666666666667)","(31.0, 36.0, 32.48)","(8.0, 9.2, 9.0)","(81.0, 390.0, 362.0)"
10-01-2023 16:54:04.822651,"(11.0, 11.5, 10.596774193548388)","(4.6, 5.4, 5.22)","(18.0, 28.0, 24.764705882352942)","(1.95, 2.7, 2.66)","(4.8, 6.6, 6.384615384615384)","(31.0, 36.0, 32.48)","(8.0, 9.2, 9.0)","(81.0, 390.0, 362.0)"
10-01-2023 16:54:05.990190,"(11.0, 11.5, 10.651515151515152)","(4.6, 5.4, 5.22)","(18.0, 28.0, 24.764705882352942)","(1.95, 2.7, 2.644)","(4.8, 6.6, 6.36)","(31.0, 36.0, 32.857142857142854)","(8.0, 9.2, 9.0)","(81.0, 390.0, 362.0)"
10-01-2023 16:54:07.127474,"(11.0, 11.5, 10.596774193548388)","(4.6, 5.4, 5.22)","(18.0, 28.0, 24.764705882352942)","(2.05, 2.7, 2.671764705882353)","(4.8, 6.6, 6.092307692307692)","(31.0, 36.0, 32.48)","(8.0, 9.2, 9.049999999999999)","(81.0, 390.0, 362.0)"
10-01-2023 16:54:08.251401,"(11.0, 11.5, 10.636363636363637)","(4.6, 5.4, 5.22)","(18.0, 28.0, 24.764705882352942)","(2.05, 2.7, 2.671764705882353)","(4.8, 6.4, 6.092307692307692)","(31.0, 36.0, 32.5)","(8.0, 9.2, 9.076923076923077)","(81.0, 390.0, 362.0)"
10-01-2023 16:54:09.538067,"(11.0, 11.0, 10.647058823529411)","(4.6, 5.4, 5.25)","(18.0, 28.0, 24.764705882352942)","(2.05, 2.7, 2.7449999999999997)","(4.8, 6.2, 6.050000000000001)","(31.0, 36.0, 33.0)","(8.0, 9.2, 9.105882352941176)","(81.0, 390.0, 362.0)"
10-01-2023 16:54:10.827859,"(11.0, 11.0, 10.6)","(4.6, 5.4, 5.25)","(18.0, 28.0, 24.764705882352942)","(2.05, 2.76, 2.7422222222222223)","(4.8, 6.2, 6.0058823529411764)","(26.0, 36.0, 33.0)","(7.5, 9.2, 8.866666666666667)","(81.0, 390.0, 300.0)"
10-01-2023 16:54:12.089268,"(10.0, 11.0, 10.192307692307692)","(4.4, 5.4, 5.25)","(18.0, 28.0, 24.764705882352942)","(2.05, 2.82, 2.751428571428572)","(4.8, 6.2, 5.946153846153846)","(26.0, 36.0, 32.48)","(7.5, 9.0, 8.65)","(81.0, 390.0, 255.0)"
10-01-2023 16:54:13.190767,"(10.0, 11.0, 10.192307692307692)","(4.4, 5.4, 5.25)","(18.0, 28.0, 24.764705882352942)","(2.05, 2.82, 2.784)","(4.8, 6.2, 6.0875)","(26.0, 36.0, 32.48)","(7.5, 8.8, 8.2)","(81.0, 390.0, 255.0)"
10-01-2023 16:54:14.301465,"(10.0, 11.0, 10.222222222222221)","(4.4, 5.4, 5.25)","(18.0, 28.0, 24.764705882352942)","(2.05, 2.82, 2.772)","(4.8, 6.2, 5.955555555555556)","(26.0, 36.0, 33.0)","(7.5, 8.6, 8.2)","(81.0, 390.0, 255.0)"
10-01-2023 16:54:15.327200,"(10.0, 11.0, 10.222222222222221)","(4.4, 5.4, 5.25)","(18.0, 28.0, 24.764705882352942)","(2.05, 2.82, 2.772)","(4.8, 6.2, 5.76)","(26.0, 36.0, 32.5)","(7.5, 8.6, 8.533333333333333)","(81.0, 390.0, 255.0)"
10-01-2023 16:54:16.444407,"(10.0, 11.0, 10.222222222222221)","(4.4, 5.4, 5.25)","(18.0, 28.0, 24.764705882352942)","(2.05, 2.86, 2.8085714285714283)","(4.8, 6.2, 5.85625)","(26.0, 36.0, 33.0)","(7.5, 8.6, 8.475)","(81.0, 390.0, 255.0)"
10-01-2023 16:54:17.511490,"(10.0, 11.0, 10.214285714285714)","(4.4, 5.4, 5.25)","(18.0, 28.0, 24.764705882352942)","(2.05, 2.86, 2.805454545454545)","(4.8, 6.2, 5.833333333333333)","(26.0, 36.0, 32.48)","(7.5, 8.6, 8.5)","(81.0, 390.0, 255.0)"
10-01-2023 16:54:18.634683,"(10.0, 11.0, 10.214285714285714)","(4.4, 5.4, 5.25)","(18.0, 28.0, 24.764705882352942)","(2.05, 2.86, 2.8099999999999996)","(4.8, 6.2, 5.933333333333334)","(26.0, 36.0, 32.96551724137931)","(7.5, 8.6, 8.5)","(81.0, 390.0, 255.0)"
10-01-2023 16:54:19.796848,"(10.0, 11.0, 10.214285714285714)","(4.4, 5.4, 5.28)","(18.0, 28.0, 24.764705882352942)","(2.05, 2.86, 2.8099999999999996)","(4.8, 6.2, 6.072727272727272)","(26.0, 36.0, 32.96551724137931)","(7.5, 8.6, 8.342857142857143)","(81.0, 390.0, 352.8571428571429)"
10-01-2023 16:54:20.954863,"(10.0, 11.0, 10.214285714285714)","(4.4, 5.4, 5.28)","(19.0, 28.0, 24.764705882352942)","(2.05, 2.86, 2.7925)","(4.8, 6.4, 6.017647058823529)","(26.0, 36.0, 32.48)","(7.5, 8.4, 8.342857142857143)","(81.0, 390.0, 361.1111111111111)"
10-01-2023 16:54:22.086476,"(10.0, 11.0, 10.214285714285714)","(4.4, 5.4, 5.228571428571429)","(19.0, 28.0, 24.764705882352942)","(2.05, 2.88, 2.7895238095238093)","(4.8, 6.4, 6.017647058823529)","(26.0, 36.0, 32.48)","(7.5, 8.4, 8.342857142857143)","(81.0, 390.0, 296.1538461538462)"
10-01-2023 16:54:23.245209,"(10.0, 11.0, 10.214285714285714)","(4.4, 5.4, 5.228571428571429)","(19.0, 28.0, 24.764705882352942)","(2.1, 2.88, 2.804)","(4.8, 6.4, 6.0200000000000005)","(26.0, 36.0, 32.96551724137931)","(7.5, 8.4, 8.342857142857143)","(81.0, 400.0, 361.1111111111111)"
10-01-2023 16:54:24.403594,"(10.0, 11.0, 10.1875)","(4.4, 5.4, 5.28)","(19.0, 28.0, 24.764705882352942)","(2.1, 2.88, 2.8344)","(4.8, 6.2, 5.825)","(26.0, 36.0, 32.48)","(7.5, 8.4, 8.342857142857143)","(81.0, 390.0, 361.1111111111111)"
10-01-2023 16:54:25.527897,"(10.0, 11.0, 10.214285714285714)","(4.4, 5.4, 5.28)","(19.0, 28.0, 24.764705882352942)","(2.1, 2.88, 2.8344)","(4.8, 6.2, 5.825)","(26.0, 36.0, 32.48)","(7.5, 8.4, 8.36)","(81.0, 390.0, 361.1111111111111)"
10-01-2023 16:54:26.725024,"(10.0, 11.0, 10.214285714285714)","(4.4, 5.4, 5.28)","(19.0, 28.0, 24.764705882352942)","(2.1, 2.88, 2.8344)","(4.8, 6.2, 5.825)","(26.0, 36.0, 32.96551724137931)","(7.5, 8.4, 8.36)","(81.0, 390.0, 361.1111111111111)"
10-01-2023 16:54:27.898190,"(10.0, 11.0, 10.214285714285714)","(4.4, 5.4, 5.228571428571429)","(19.0, 28.0, 24.764705882352942)","(2.1, 2.88, 2.8344)","(4.8, 6.2, 5.825)","(26.0, 36.0, 32.48)","(7.5, 8.4, 8.36)","(81.0, 390.0, 361.1111111111111)"
10-01-2023 16:54:29.078130,"(10.0, 11.0, 10.222222222222221)","(4.4, 5.4, 5.28)","(19.0, 28.0, 24.764705882352942)","(2.1, 2.88, 2.823)","(4.8, 6.2, 5.8545454545454545)","(26.0, 36.0, 32.96551724137931)","(7.5, 8.4, 8.36)","(81.0, 390.0, 361.1111111111111)"
10-01-2023 16:54:30.272479,"(10.0, 11.0, 10.222222222222221)","(4.4, 5.4, 5.28)","(19.0, 28.0, 25.5)","(2.1, 2.88, 2.7876923076923075)","(4.8, 6.4, 6.15)","(26.0, 36.0, 33.06666666666667)","(7.5, 8.4, 8.368)","(81.0, 390.0, 369.16666666666663)"
10-01-2023 16:54:31.456369,"(10.0, 11.0, 10.166666666666666)","(4.4, 5.4, 5.194736842105263)","(19.0, 28.0, 25.5)","(2.1, 2.88, 2.7876923076923075)","(4.8, 6.4, 6.341176470588236)","(26.0, 36.0, 33.06666666666667)","(7.5, 8.4, 8.368)","(81.0, 390.0, 369.16666666666663)"
10-01-2023 16:54:32.575362,"(10.0, 11.0, 10.1875)","(4.4, 5.4, 5.194736842105263)","(19.0, 28.0, 25.5)","(2.1, 2.88, 2.7876923076923075)","(4.8, 6.4, 6.0736842105263165)","(26.0, 36.0, 32.96551724137931)","(7.5, 8.4, 8.370000000000001)","(81.0, 390.0, 369.16666666666663)"
10-01-2023 16:54:33.613956,"(10.0, 11.0, 10.1875)","(4.4, 5.3, 5.271428571428571)","(19.0, 28.0, 25.5)","(2.1, 2.88, 2.832)","(4.8, 6.2, 5.88)","(26.0, 36.0, 33.06666666666667)","(7.5, 8.4, 8.375)","(81.0, 390.0, 369.16666666666663)"
10-01-2023 16:54:34.725607,"(10.0, 11.0, 10.1875)","(4.4, 5.3, 5.271428571428571)","(19.0, 28.0, 25.5)","(2.1, 2.88, 2.832)","(4.8, 6.2, 5.84)","(26.0, 36.0, 32.96551724137931)","(7.5, 8.4, 8.536)","(81.0, 390.0, 369.16666666666663)"
10-01-2023 16:54:35.832238,"(10.0, 11.0, 10.1875)","(4.4, 5.3, 5.271428571428571)","(19.0, 28.0, 25.5)","(2.1, 2.88, 2.8305882352941176)","(4.8, 6.2, 6.066666666666667)","(26.0, 36.0, 32.48)","(7.5, 8.6, 8.56)","(81.0, 390.0, 367.27272727272725)"
10-01-2023 16:54:37.026512,"(10.0, 11.0, 10.232558139534884)","(4.4, 5.3, 5.16)","(19.0, 28.0, 25.5)","(2.1, 2.88, 2.8305882352941176)","(4.8, 6.2, 6.181818181818182)","(26.0, 36.0, 33.411764705882355)","(7.5, 8.6, 8.9625)","(81.0, 390.0, 305.0)"
10-01-2023 16:54:38.177815,"(10.0, 11.0, 10.25)","(4.4, 5.3, 5.154545454545454)","(19.0, 28.0, 25.5)","(2.1, 2.88, 2.7831249999999996)","(4.8, 6.4, 6.133333333333334)","(26.0, 36.0, 33.411764705882355)","(7.5, 9.0, 8.966666666666667)","(91.0, 380.0, 308.6666666666667)"
10-01-2023 16:54:39.493762,"(10.0, 11.0, 10.25)","(4.4, 5.3, 5.154545454545454)","(19.0, 28.0, 25.5)","(2.1, 2.88, 2.8204255319148936)","(4.8, 6.4, 6.228571428571429)","(26.0, 36.0, 33.411764705882355)","(7.5, 9.0, 8.966666666666667)","(91.0, 370.0, 308.6666666666667)"
10-01-2023 16:54:40.608307,"(10.0, 11.0, 10.25)","(4.4, 5.3, 5.154545454545454)","(19.0, 28.0, 25.5)","(2.1, 2.88, 2.829090909090909)","(4.8, 6.4, 6.213333333333334)","(26.0, 36.0, 33.411764705882355)","(7.5, 9.0, 8.973333333333333)","(91.0, 370.0, 308.6666666666667)"
10-01-2023 16:54:41.669650,"(10.0, 10.5, 10.35)","(4.4, 5.3, 5.154545454545454)","(19.0, 28.0, 25.5)","(2.1, 2.88, 2.829090909090909)","(4.8, 6.4, 6.236363636363636)","(26.0, 36.0, 33.411764705882355)","(7.5, 9.0, 8.973333333333333)","(91.0, 370.0, 308.8888888888889)"
10-01-2023 16:54:42.776686,"(10.0, 10.5, 10.18888888888889)","(4.4, 5.3, 5.154545454545454)","(19.0, 28.0, 25.5)","(2.1, 2.88, 2.829090909090909)","(4.8, 6.4, 6.266666666666667)","(26.0, 36.0, 33.411764705882355)","(7.5, 9.0, 8.755555555555556)","(91.0, 370.0, 308.8888888888889)"
10-01-2023 16:54:43.937445,"(10.0, 10.5, 9.975000000000001)","(4.4, 5.3, 5.154545454545454)","(19.0, 28.0, 25.5)","(2.1, 2.88, 2.830344827586207)","(4.8, 6.4, 6.133333333333334)","(26.0, 36.0, 33.411764705882355)","(7.5, 8.8, 8.76)","(91.0, 370.0, 345.0)"
10-01-2023 16:54:45.135932,"(9.0, 10.5, 9.7)","(4.4, 5.3, 5.154545454545454)","(19.0, 28.0, 25.5)","(2.1, 2.88, 2.832)","(4.8, 6.4, 6.114285714285715)","(26.0, 36.0, 33.411764705882355)","(7.5, 8.8, 8.9)","(91.0, 360.0, 345.0)"
10-01-2023 16:54:46.357653,"(9.0, 10.5, 9.669230769230769)","(4.4, 5.3, 5.154545454545454)","(19.0, 28.0, 25.894736842105264)","(2.1, 2.88, 2.803076923076923)","(4.8, 6.2, 6.114285714285715)","(26.0, 36.0, 33.5)","(7.5, 9.0, 8.96)","(91.0, 360.0, 335.7142857142857)"
10-01-2023 16:54:47.607198,"(9.0, 10.5, 9.669230769230769)","(4.4, 5.3, 5.154545454545454)","(19.0, 28.0, 26.0)","(2.1, 2.88, 2.8345454545454545)","(4.8, 6.2, 6.114285714285715)","(26.0, 36.0, 33.857142857142854)","(7.5, 9.0, 8.75)","(91.0, 350.0, 312.5)"
10-01-2023 16:54:49.085019,"(9.0, 10.5, 9.669230769230769)","(4.4, 5.3, 5.154545454545454)","(19.0, 28.0, 26.0)","(2.1, 2.88, 2.8345454545454545)","(4.8, 6.2, 6.155555555555556)","(26.0, 34.0, 33.857142857142854)","(7.5, 8.8, 8.76)","(91.0, 350.0, 250.0)"
10-01-2023 16:54:50.308294,"(9.0, 10.5, 9.669230769230769)","(4.4, 5.3, 5.154545454545454)","(19.0, 28.0, 26.0)","(2.1, 2.88, 2.8466666666666667)","(4.8, 6.2, 6.155555555555556)","(26.0, 34.0, 32.72727272727273)","(7.5, 8.8, 8.92)","(91.0, 340.0, 178.88888888888889)"
10-01-2023 16:54:51.692332,"(9.0, 10.5, 9.669230769230769)","(4.4, 5.3, 5.154545454545454)","(19.0, 28.0, 26.0)","(2.1, 2.88, 2.8466666666666667)","(4.8, 6.4, 6.155555555555556)","(26.0, 34.0, 32.72727272727273)","(7.5, 9.0, 8.96)","(91.0, 330.0, 240.0)"
10-01-2023 16:54:53.070988,"(9.0, 10.5, 9.669230769230769)","(4.4, 5.3, 5.154545454545454)","(19.0, 28.0, 26.0)","(2.1, 2.88, 2.8457142857142856)","(4.8, 6.4, 6.155555555555556)","(26.0, 34.0, 32.72727272727273)","(7.5, 9.0, 8.96)","(91.0, 320.0, 213.33333333333334)"
10-01-2023 16:54:54.467803,"(9.0, 10.5, 9.669230769230769)","(4.4, 5.3, 5.154545454545454)","(19.0, 28.0, 26.0)","(2.1, 2.88, 2.8455555555555554)","(4.8, 6.4, 6.1647058823529415)","(26.0, 34.0, 32.08695652173913)","(7.5, 9.0, 8.96)","(91.0, 320.0, 235.0)"
10-01-2023 16:54:55.866660,"(9.0, 10.5, 9.75)","(4.4, 5.3, 5.154545454545454)","(19.0, 28.0, 26.0)","(2.1, 2.88, 2.8304)","(4.8, 6.2, 6.15)","(26.0, 34.0, 32.08695652173913)","(7.5, 9.0, 8.92)","(91.0, 300.0, 191.66666666666666)"
10-01-2023 16:54:57.208810,"(9.0, 10.5, 9.681818181818182)","(4.4, 5.5, 5.484615384615385)","(19.0, 28.0, 26.0)","(2.1, 2.88, 2.8309090909090906)","(4.8, 6.2, 6.1625000000000005)","(26.0, 34.0, 32.07692307692308)","(7.5, 9.0, 8.755555555555556)","(91.0, 300.0, 225.0)"
10-01-2023 16:54:58.518588,"(9.0, 10.5, 9.66)","(4.4, 5.6, 5.44)","(19.0, 28.0, 26.0)","(2.1, 2.86, 2.8309090909090906)","(4.8, 6.2, 6.1625000000000005)","(26.0, 34.0, 32.07692307692308)","(7.5, 8.8, 8.742857142857144)","(91.0, 280.0, 206.66666666666666)"
10-01-2023 16:54:59.662611,"(9.0, 10.5, 9.681818181818182)","(4.4, 5.6, 5.554347826086956)","(19.0, 28.0, 26.0)","(2.1, 2.86, 2.8355555555555556)","(4.8, 6.2, 6.284615384615385)","(26.0, 34.0, 32.08695652173913)","(7.5, 8.8, 8.742857142857144)","(91.0, 280.0, 182.5)"
10-01-2023 16:55:00.886644,"(9.0, 10.5, 10.033333333333333)","(4.4, 5.5, 5.494871794871795)","(19.0, 28.0, 26.0)","(2.1, 2.86, 2.8309677419354835)","(4.8, 6.4, 6.142857142857143)","(26.0, 34.0, 32.08695652173913)","(7.5, 8.8, 8.755555555555556)","(91.0, 270.0, 182.5)"
