,Kingsbrae Demon,Marinus,Double Charming,Dasha Tullamore,Kingsbrae Noel,Expert Tease,Blazing Bonus,Fly Tom
12-01-2023 11:30:07.361834,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:08.486704,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:09.615491,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:10.997121,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:12.073179,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:13.156822,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:14.422331,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:15.619742,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:16.850380,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:18.017960,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:19.092236,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:20.288141,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:21.405354,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:22.509803,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:23.798436,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:24.969583,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:26.141807,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:27.325018,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:28.471430,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:29.626529,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:30.839612,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:31.959473,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:33.022337,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:34.368685,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:35.774851,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:37.133116,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:38.417005,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:39.623942,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:40.898312,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:42.153065,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:43.353901,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:44.531372,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 7.0375000000000005)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:45.641611,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 9.209090909090909)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:46.809884,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 9.209090909090909)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:47.948285,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 9.209090909090909)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:49.146319,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 9.209090909090909)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:50.274607,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 9.209090909090909)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:51.374342,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 9.209090909090909)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:52.430249,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 9.209090909090909)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:53.606882,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 9.209090909090909)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:54.734030,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 9.209090909090909)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:55.871424,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 9.209090909090909)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:56.968040,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 9.209090909090909)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:58.073317,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 9.209090909090909)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:30:59.280556,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 9.209090909090909)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:31:00.418282,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 9.209090909090909)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:31:01.440898,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 9.209090909090909)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:31:02.516553,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 9.209090909090909)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:31:03.563576,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 9.209090909090909)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:31:04.724618,"(3.6, 3.95, 3.944545454545455)","(2.2, 2.48, 2.473478260869565)","(6.0, 15.0, 9.209090909090909)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.466666666666667)"
12-01-2023 11:31:05.880465,"(3.6, 3.95, 3.75)","(2.2, 2.48, 2.3200000000000003)","(6.0, 15.0, 9.209090909090909)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 30.0)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.127272727272727)"
12-01-2023 11:31:07.004923,"(3.6, 3.95, 3.75)","(2.2, 2.48, 2.3200000000000003)","(6.0, 15.0, 9.75)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 35.45454545454545)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.127272727272727)"
12-01-2023 11:31:08.129253,"(3.6, 3.95, 3.75)","(2.2, 2.48, 2.3200000000000003)","(6.0, 15.0, 9.75)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 35.45454545454545)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.127272727272727)"
12-01-2023 11:31:09.290237,"(3.6, 3.95, 3.75)","(2.2, 2.48, 2.3200000000000003)","(6.0, 15.0, 8.84)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 35.45454545454545)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.127272727272727)"
12-01-2023 11:31:10.434167,"(3.6, 3.95, 3.75)","(2.2, 2.48, 2.3200000000000003)","(6.0, 15.0, 9.983333333333334)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 35.45454545454545)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.127272727272727)"
12-01-2023 11:31:11.544616,"(3.6, 3.95, 3.75)","(2.2, 2.48, 2.3200000000000003)","(6.0, 15.0, 9.983333333333334)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 35.45454545454545)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.127272727272727)"
12-01-2023 11:31:12.658906,"(3.6, 3.95, 3.75)","(2.2, 2.48, 2.3200000000000003)","(6.0, 15.0, 9.983333333333334)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 35.45454545454545)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.127272727272727)"
12-01-2023 11:31:13.614938,"(3.6, 3.95, 3.75)","(2.2, 2.48, 2.3200000000000003)","(6.0, 15.0, 9.983333333333334)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 35.45454545454545)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.127272727272727)"
12-01-2023 11:31:14.632393,"(3.6, 3.95, 3.75)","(2.2, 2.48, 2.3200000000000003)","(6.0, 15.0, 9.983333333333334)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 35.45454545454545)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.127272727272727)"
12-01-2023 11:31:15.879559,"(3.6, 3.95, 3.75)","(2.2, 2.48, 2.3200000000000003)","(6.0, 15.0, 9.983333333333334)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 35.45454545454545)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.127272727272727)"
12-01-2023 11:31:17.073473,"(3.6, 3.95, 3.75)","(2.2, 2.48, 2.3200000000000003)","(6.0, 15.0, 9.983333333333334)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 35.45454545454545)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.127272727272727)"
12-01-2023 11:31:18.186539,"(3.6, 3.95, 3.75)","(2.2, 2.48, 2.3200000000000003)","(6.0, 15.0, 9.983333333333334)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 35.45454545454545)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.127272727272727)"
12-01-2023 11:31:19.236614,"(3.6, 3.95, 3.75)","(2.2, 2.48, 2.3200000000000003)","(6.0, 15.0, 9.983333333333334)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 35.45454545454545)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.127272727272727)"
12-01-2023 11:31:20.393703,"(3.6, 3.95, 3.75)","(2.2, 2.48, 2.3200000000000003)","(6.0, 15.0, 9.983333333333334)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 35.45454545454545)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.127272727272727)"
12-01-2023 11:31:21.712022,"(3.6, 3.95, 3.75)","(2.2, 2.48, 2.3200000000000003)","(6.0, 15.0, 9.983333333333334)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 35.45454545454545)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.127272727272727)"
12-01-2023 11:31:22.907381,"(3.6, 3.95, 3.75)","(2.2, 2.48, 2.3200000000000003)","(6.0, 15.0, 9.983333333333334)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 35.45454545454545)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.127272727272727)"
12-01-2023 11:31:24.049131,"(3.6, 3.95, 3.75)","(2.2, 2.48, 2.3200000000000003)","(6.0, 15.0, 9.983333333333334)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 35.45454545454545)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.127272727272727)"
12-01-2023 11:31:25.233276,"(3.6, 3.95, 3.75)","(2.2, 2.48, 2.3200000000000003)","(6.0, 15.0, 9.983333333333334)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 35.45454545454545)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.127272727272727)"
12-01-2023 11:31:26.427588,"(3.6, 3.95, 3.75)","(2.2, 2.48, 2.3200000000000003)","(6.0, 15.0, 9.983333333333334)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 35.45454545454545)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.127272727272727)"
12-01-2023 11:31:27.535096,"(3.6, 3.95, 3.75)","(2.2, 2.48, 2.3200000000000003)","(6.0, 15.0, 11.325)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 35.45454545454545)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.127272727272727)"
12-01-2023 11:31:28.609974,"(3.6, 3.95, 3.75)","(2.2, 2.48, 2.3200000000000003)","(6.0, 15.0, 9.26)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 35.45454545454545)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.4, 4.045833333333333)"
12-01-2023 11:31:29.729590,"(3.6, 3.95, 3.75)","(2.2, 2.48, 2.3200000000000003)","(6.0, 15.0, 11.905263157894737)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 35.45454545454545)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.1, 4.333333333333333)"
12-01-2023 11:31:30.821014,"(3.6, 3.95, 3.75)","(2.2, 2.48, 2.3200000000000003)","(6.0, 15.0, 11.733333333333334)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 35.45454545454545)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:31:31.988517,"(3.6, 3.95, 3.75)","(2.2, 2.48, 2.3200000000000003)","(6.0, 15.0, 11.733333333333334)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 35.45454545454545)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:31:33.109508,"(3.6, 3.95, 3.75)","(2.2, 2.48, 2.3200000000000003)","(6.0, 15.0, 11.733333333333334)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 35.45454545454545)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:31:34.273295,"(3.6, 3.95, 3.75)","(2.2, 2.48, 2.3200000000000003)","(6.0, 15.0, 11.733333333333334)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 35.45454545454545)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:31:35.471338,"(3.6, 3.95, 3.75)","(2.2, 2.48, 2.3200000000000003)","(6.0, 15.0, 11.733333333333334)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 35.45454545454545)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:31:36.723046,"(3.6, 3.95, 3.75)","(2.2, 2.48, 2.3200000000000003)","(6.0, 15.0, 11.733333333333334)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 35.45454545454545)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:31:37.850180,"(3.6, 3.95, 3.75)","(2.2, 2.48, 2.3200000000000003)","(6.0, 15.0, 11.733333333333334)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 35.45454545454545)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:31:38.923113,"(3.6, 3.95, 3.75)","(2.2, 2.48, 2.3200000000000003)","(6.0, 15.0, 11.733333333333334)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 35.45454545454545)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:31:39.942669,"(3.6, 3.95, 3.75)","(2.2, 2.48, 2.3200000000000003)","(6.0, 15.0, 7.7666666666666675)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 35.45454545454545)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
