,Kingsbrae Demon,Marinus,Double Charming,Dasha Tullamore,Kingsbrae Noel,Expert Tease,Blazing Bonus,Fly Tom
12-01-2023 11:47:18.103855,"(3.5, 4.9, 4.677777777777778)","(2.15, 3.0, 2.444210526315789)","(6.0, 16.0, 12.8)","(71.0, 250.0, 217.27272727272728)","(18.0, 40.0, 24.625)","(51.0, 430.0, 211.0)","(61.0, 450.0, 411.0)","(3.3, 4.8, 4.433333333333334)"
12-01-2023 11:47:19.415873,"(3.5, 4.8, 4.535294117647059)","(2.15, 3.0, 2.4365853658536585)","(6.0, 16.0, 12.8)","(71.0, 250.0, 217.27272727272728)","(18.0, 40.0, 23.227272727272727)","(51.0, 430.0, 211.0)","(61.0, 450.0, 411.0)","(3.3, 4.8, 4.603571428571429)"
12-01-2023 11:47:20.675509,"(3.5, 4.8, 4.535294117647059)","(2.15, 2.98, 2.542105263157895)","(6.0, 16.0, 13.106666666666667)","(71.0, 250.0, 217.27272727272728)","(18.0, 40.0, 23.227272727272727)","(51.0, 430.0, 211.0)","(61.0, 450.0, 411.0)","(3.3, 4.8, 4.603571428571429)"
12-01-2023 11:47:21.920293,"(3.5, 4.8, 4.535294117647059)","(2.15, 2.96, 2.526)","(6.0, 16.0, 13.2)","(71.0, 250.0, 217.27272727272728)","(18.0, 40.0, 23.227272727272727)","(51.0, 430.0, 211.0)","(61.0, 450.0, 411.0)","(3.3, 4.8, 4.603571428571429)"
12-01-2023 11:47:23.188058,"(3.5, 4.8, 4.3)","(2.15, 2.96, 2.4019999999999997)","(6.0, 16.0, 13.2)","(71.0, 250.0, 217.27272727272728)","(18.0, 40.0, 23.227272727272727)","(51.0, 430.0, 211.0)","(61.0, 450.0, 411.0)","(3.3, 4.8, 4.603571428571429)"
12-01-2023 11:47:24.478661,"(3.5, 4.8, 4.157142857142857)","(2.15, 2.96, 2.4019999999999997)","(6.0, 16.0, 13.384615384615385)","(71.0, 250.0, 217.27272727272728)","(18.0, 40.0, 24.055555555555557)","(51.0, 430.0, 211.0)","(61.0, 450.0, 411.0)","(3.3, 4.8, 4.603571428571429)"
12-01-2023 11:47:25.968006,"(3.5, 4.8, 4.045454545454545)","(2.15, 2.96, 2.4019999999999997)","(6.0, 15.5, 12.75)","(71.0, 250.0, 217.27272727272728)","(18.0, 40.0, 24.055555555555557)","(51.0, 430.0, 211.0)","(61.0, 450.0, 411.0)","(3.3, 4.8, 4.603571428571429)"
12-01-2023 11:47:27.688652,"(3.5, 4.7, 4.25)","(2.15, 2.96, 2.4019999999999997)","(6.0, 15.5, 12.75)","(71.0, 250.0, 217.27272727272728)","(18.0, 40.0, 24.055555555555557)","(51.0, 430.0, 211.0)","(61.0, 450.0, 411.0)","(3.3, 4.8, 4.603571428571429)"
12-01-2023 11:47:29.318578,"(3.5, 4.6, 4.1)","(2.15, 2.96, 2.415)","(6.0, 15.5, 12.75)","(71.0, 250.0, 217.27272727272728)","(18.0, 40.0, 24.055555555555557)","(51.0, 430.0, 211.0)","(61.0, 450.0, 411.0)","(3.3, 4.8, 4.603571428571429)"
12-01-2023 11:47:30.804318,"(3.5, 4.6, 4.1)","(2.15, 2.94, 2.415)","(6.0, 15.5, 12.75)","(71.0, 250.0, 217.27272727272728)","(18.0, 40.0, 24.055555555555557)","(51.0, 430.0, 211.0)","(61.0, 450.0, 411.0)","(3.3, 4.8, 4.603571428571429)"
12-01-2023 11:47:32.148550,"(3.5, 4.6, 4.1)","(2.15, 2.94, 2.415)","(6.0, 15.5, 12.75)","(71.0, 250.0, 232.0)","(18.0, 40.0, 31.75)","(51.0, 430.0, 211.0)","(61.0, 450.0, 319.4117647058824)","(3.3, 4.8, 4.712)"
12-01-2023 11:47:33.584358,"(3.5, 4.4, 4.325675675675676)","(2.15, 2.94, 2.415)","(6.0, 15.5, 12.75)","(71.0, 250.0, 232.0)","(18.0, 44.0, 34.5)","(51.0, 430.0, 211.0)","(61.0, 550.0, 447.0)","(3.3, 4.8, 4.712)"
12-01-2023 11:47:34.907990,"(3.5, 4.4, 4.316666666666667)","(2.15, 2.94, 2.415)","(6.0, 15.5, 12.75)","(71.0, 250.0, 232.0)","(18.0, 42.0, 34.5)","(51.0, 430.0, 211.0)","(61.0, 490.0, 447.0)","(3.3, 4.8, 4.712)"
12-01-2023 11:47:36.243497,"(3.5, 4.4, 4.2552631578947375)","(2.15, 2.94, 2.415)","(6.0, 15.5, 12.75)","(71.0, 250.0, 232.0)","(18.0, 42.0, 34.5)","(51.0, 430.0, 211.0)","(61.0, 490.0, 447.0)","(3.3, 4.8, 4.712)"
12-01-2023 11:47:37.568519,"(3.5, 4.4, 4.2552631578947375)","(2.15, 2.94, 2.4124999999999996)","(6.0, 15.5, 12.75)","(71.0, 250.0, 232.0)","(18.0, 42.0, 34.5)","(51.0, 430.0, 211.0)","(61.0, 490.0, 447.0)","(3.3, 4.8, 4.712)"
12-01-2023 11:47:38.929962,"(3.5, 4.4, 4.269047619047619)","(2.15, 2.92, 2.4124999999999996)","(6.0, 15.5, 12.75)","(71.0, 250.0, 232.0)","(18.0, 42.0, 34.5)","(51.0, 430.0, 211.0)","(61.0, 490.0, 447.0)","(3.3, 4.8, 4.712)"
12-01-2023 11:47:40.458552,"(3.5, 4.4, 4.325675675675676)","(2.15, 2.92, 2.4124999999999996)","(6.0, 15.5, 12.75)","(71.0, 250.0, 232.0)","(18.0, 42.0, 34.5)","(51.0, 430.0, 211.0)","(61.0, 490.0, 447.0)","(3.3, 4.8, 4.516129032258064)"
12-01-2023 11:47:41.928385,"(3.5, 4.4, 4.325675675675676)","(2.15, 2.92, 2.4124999999999996)","(6.0, 15.5, 12.75)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 34.5)","(51.0, 430.0, 211.0)","(61.0, 490.0, 411.0)","(3.3, 4.8, 3.933333333333333)"
12-01-2023 11:47:43.466070,"(3.5, 4.4, 4.325675675675676)","(2.15, 2.92, 2.4124999999999996)","(6.0, 15.5, 12.75)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 34.5)","(51.0, 430.0, 237.5)","(61.0, 450.0, 411.0)","(3.3, 4.8, 4.44375)"
12-01-2023 11:47:45.143310,"(3.5, 4.4, 4.325675675675676)","(2.15, 2.92, 2.4099999999999997)","(6.0, 15.5, 12.75)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 34.5)","(51.0, 410.0, 203.0)","(61.0, 450.0, 411.0)","(3.3, 4.8, 4.176923076923077)"
12-01-2023 11:47:46.727787,"(3.5, 4.4, 4.325675675675676)","(2.15, 2.9, 2.4099999999999997)","(6.0, 15.5, 11.947368421052632)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 34.5)","(51.0, 410.0, 203.0)","(61.0, 450.0, 411.0)","(3.3, 4.8, 4.1625)"
12-01-2023 11:47:48.074200,"(3.5, 4.4, 4.325675675675676)","(2.15, 2.9, 2.396)","(6.0, 15.5, 12.431818181818182)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 34.5)","(51.0, 410.0, 203.0)","(61.0, 450.0, 411.0)","(3.3, 4.8, 4.1625)"
12-01-2023 11:47:49.592277,"(3.5, 4.4, 4.316666666666667)","(2.15, 2.9, 2.396)","(6.0, 15.5, 12.431818181818182)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 36.5)","(51.0, 410.0, 203.0)","(61.0, 450.0, 411.0)","(3.3, 4.8, 4.1625)"
12-01-2023 11:47:50.853296,"(3.5, 4.4, 4.316666666666667)","(2.15, 2.9, 2.396)","(6.0, 15.5, 12.431818181818182)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 37.6)","(51.0, 410.0, 203.0)","(61.0, 450.0, 411.0)","(3.3, 4.8, 4.1625)"
12-01-2023 11:47:52.505909,"(3.5, 4.4, 4.316666666666667)","(2.15, 2.9, 2.396)","(6.0, 15.5, 12.431818181818182)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 36.75)","(51.0, 410.0, 203.0)","(61.0, 450.0, 406.6666666666667)","(3.3, 4.8, 4.1625)"
12-01-2023 11:47:54.244919,"(3.5, 4.4, 4.316666666666667)","(2.15, 2.9, 2.3939999999999997)","(6.0, 15.5, 12.431818181818182)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 36.75)","(51.0, 410.0, 203.0)","(61.0, 450.0, 411.0)","(3.3, 4.8, 4.1625)"
12-01-2023 11:47:55.715716,"(3.5, 4.4, 4.316666666666667)","(2.15, 2.88, 2.3939999999999997)","(6.0, 15.5, 12.431818181818182)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 36.75)","(51.0, 410.0, 203.0)","(61.0, 450.0, 411.0)","(3.3, 4.8, 4.1625)"
12-01-2023 11:47:57.166988,"(3.5, 4.4, 4.316666666666667)","(2.15, 2.88, 2.3939999999999997)","(6.0, 15.5, 12.431818181818182)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 36.75)","(51.0, 410.0, 203.0)","(61.0, 450.0, 411.0)","(3.3, 4.8, 4.1625)"
12-01-2023 11:47:58.678016,"(3.5, 4.4, 4.316666666666667)","(2.15, 2.88, 2.3939999999999997)","(6.0, 15.5, 12.431818181818182)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 36.75)","(51.0, 410.0, 203.0)","(61.0, 450.0, 411.0)","(3.3, 4.8, 4.1625)"
12-01-2023 11:48:00.129006,"(3.5, 4.4, 4.316666666666667)","(2.15, 2.88, 2.3939999999999997)","(6.0, 15.5, 12.431818181818182)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 36.75)","(51.0, 410.0, 203.0)","(61.0, 450.0, 411.0)","(3.3, 4.8, 4.1625)"
12-01-2023 11:48:01.656226,"(3.5, 4.4, 4.316666666666667)","(2.15, 2.88, 2.405)","(6.0, 15.5, 12.431818181818182)","(71.0, 250.0, 232.0)","(18.0, 42.0, 37.0)","(51.0, 410.0, 203.0)","(61.0, 450.0, 447.0)","(3.3, 4.8, 4.1625)"
12-01-2023 11:48:03.175917,"(3.5, 4.4, 4.316666666666667)","(2.15, 2.86, 2.392)","(6.0, 15.5, 12.431818181818182)","(71.0, 250.0, 232.0)","(18.0, 42.0, 37.25)","(51.0, 410.0, 203.0)","(61.0, 490.0, 447.0)","(3.3, 4.8, 4.1625)"
12-01-2023 11:48:04.453474,"(3.5, 4.4, 4.316666666666667)","(2.15, 2.86, 2.392)","(6.0, 15.5, 12.431818181818182)","(71.0, 250.0, 232.0)","(18.0, 42.0, 37.25)","(51.0, 410.0, 203.0)","(61.0, 490.0, 447.0)","(3.3, 4.8, 4.1625)"
12-01-2023 11:48:05.791092,"(3.5, 4.4, 4.316666666666667)","(2.15, 2.86, 2.392)","(6.0, 15.5, 12.431818181818182)","(71.0, 250.0, 232.0)","(18.0, 42.0, 37.25)","(51.0, 410.0, 203.0)","(61.0, 490.0, 411.0)","(3.3, 4.8, 4.154545454545454)"
12-01-2023 11:48:07.314150,"(3.5, 4.4, 4.316666666666667)","(2.15, 2.86, 2.392)","(6.0, 15.5, 12.431818181818182)","(71.0, 250.0, 232.0)","(18.0, 42.0, 37.25)","(51.0, 410.0, 203.0)","(61.0, 450.0, 411.0)","(3.3, 4.7, 4.1000000000000005)"
12-01-2023 11:48:08.885705,"(3.5, 4.4, 4.325675675675676)","(2.15, 2.86, 2.392)","(6.0, 15.5, 12.431818181818182)","(71.0, 250.0, 232.0)","(18.0, 42.0, 37.25)","(51.0, 410.0, 203.0)","(61.0, 450.0, 406.6666666666667)","(3.3, 4.7, 4.1000000000000005)"
12-01-2023 11:48:10.324853,"(3.5, 4.4, 4.325675675675676)","(2.15, 2.86, 2.4025)","(6.0, 15.5, 12.565217391304348)","(71.0, 250.0, 232.0)","(18.0, 42.0, 37.25)","(51.0, 410.0, 203.0)","(61.0, 450.0, 411.0)","(3.3, 4.7, 4.053846153846154)"
12-01-2023 11:48:11.695304,"(3.5, 4.4, 4.325675675675676)","(2.15, 2.84, 2.4025)","(6.0, 15.5, 12.21875)","(71.0, 250.0, 232.0)","(18.0, 42.0, 37.25)","(51.0, 410.0, 203.0)","(61.0, 450.0, 411.0)","(3.3, 4.7, 4.053846153846154)"
12-01-2023 11:48:13.118100,"(3.5, 4.4, 4.352857142857143)","(2.15, 2.84, 2.3899999999999997)","(6.0, 15.5, 12.21875)","(71.0, 250.0, 232.0)","(18.0, 42.0, 37.5)","(51.0, 410.0, 203.0)","(61.0, 450.0, 411.0)","(3.3, 4.7, 4.053846153846154)"
12-01-2023 11:48:14.391111,"(3.5, 4.4, 4.352857142857143)","(2.15, 2.84, 2.3899999999999997)","(6.0, 15.5, 12.21875)","(71.0, 250.0, 232.0)","(18.0, 42.0, 39.285714285714285)","(51.0, 410.0, 203.0)","(61.0, 450.0, 411.0)","(3.3, 4.7, 4.053846153846154)"
12-01-2023 11:48:15.621923,"(3.5, 4.3, 4.27)","(2.15, 2.84, 2.3899999999999997)","(6.0, 15.5, 12.21875)","(71.0, 250.0, 232.0)","(18.0, 42.0, 39.285714285714285)","(51.0, 410.0, 203.0)","(61.0, 450.0, 411.0)","(3.3, 4.7, 4.053846153846154)"
12-01-2023 11:48:16.902132,"(3.5, 4.3, 4.256451612903225)","(2.15, 2.84, 2.4025)","(6.0, 15.5, 12.21875)","(71.0, 250.0, 232.0)","(18.0, 42.0, 39.285714285714285)","(51.0, 410.0, 203.0)","(61.0, 450.0, 411.0)","(3.3, 4.7, 4.053846153846154)"
12-01-2023 11:48:18.229791,"(3.5, 4.3, 4.256451612903225)","(2.15, 2.84, 2.4025)","(6.0, 15.5, 12.21875)","(71.0, 250.0, 232.0)","(18.0, 42.0, 39.285714285714285)","(51.0, 410.0, 203.0)","(61.0, 450.0, 411.0)","(3.3, 4.7, 4.04375)"
12-01-2023 11:48:19.525105,"(3.5, 4.3, 4.256451612903225)","(2.15, 2.82, 2.4)","(6.0, 15.5, 12.21875)","(71.0, 250.0, 232.0)","(18.0, 42.0, 39.285714285714285)","(51.0, 410.0, 203.0)","(61.0, 450.0, 411.0)","(3.3, 4.7, 4.04375)"
12-01-2023 11:48:20.794576,"(3.5, 4.3, 4.256451612903225)","(2.15, 2.82, 2.4)","(6.0, 15.5, 12.21875)","(71.0, 250.0, 232.0)","(18.0, 42.0, 39.285714285714285)","(51.0, 410.0, 203.0)","(61.0, 450.0, 411.0)","(3.3, 4.7, 4.04375)"
12-01-2023 11:48:22.091965,"(3.5, 4.3, 4.256451612903225)","(2.15, 2.82, 2.4)","(6.0, 15.5, 12.21875)","(71.0, 250.0, 232.0)","(18.0, 42.0, 39.285714285714285)","(51.0, 410.0, 203.0)","(61.0, 450.0, 411.0)","(3.3, 4.7, 4.04375)"
12-01-2023 11:48:23.391797,"(3.5, 4.3, 4.256451612903225)","(2.15, 2.82, 2.4)","(6.0, 15.5, 12.21875)","(71.0, 250.0, 232.0)","(18.0, 42.0, 39.285714285714285)","(51.0, 410.0, 195.0)","(61.0, 450.0, 447.0)","(3.3, 4.7, 4.04375)"
12-01-2023 11:48:24.671552,"(3.5, 4.3, 4.256451612903225)","(2.15, 2.82, 2.4)","(6.0, 15.5, 12.21875)","(71.0, 250.0, 232.0)","(18.0, 42.0, 39.285714285714285)","(51.0, 390.0, 195.0)","(61.0, 490.0, 447.0)","(3.3, 4.7, 4.04375)"
12-01-2023 11:48:25.949723,"(3.5, 4.3, 4.256451612903225)","(2.15, 2.82, 2.3975)","(6.0, 15.5, 12.21875)","(71.0, 250.0, 232.0)","(18.0, 42.0, 39.285714285714285)","(51.0, 390.0, 195.0)","(61.0, 490.0, 447.0)","(3.3, 4.7, 4.04375)"
12-01-2023 11:48:27.230543,"(3.5, 4.3, 4.256451612903225)","(2.15, 2.8, 2.3975)","(6.0, 15.5, 12.21875)","(71.0, 250.0, 232.0)","(18.0, 42.0, 39.285714285714285)","(51.0, 390.0, 195.0)","(61.0, 490.0, 447.0)","(3.3, 4.7, 4.04375)"
12-01-2023 11:48:28.486842,"(3.5, 4.3, 4.256451612903225)","(2.15, 2.8, 2.3975)","(6.0, 15.5, 12.21875)","(71.0, 250.0, 232.0)","(18.0, 42.0, 39.285714285714285)","(51.0, 390.0, 195.0)","(61.0, 490.0, 447.0)","(3.3, 4.7, 4.04375)"
12-01-2023 11:48:29.711775,"(3.5, 4.3, 4.256451612903225)","(2.15, 2.8, 2.3975)","(6.0, 15.5, 12.21875)","(71.0, 250.0, 232.0)","(18.0, 42.0, 39.285714285714285)","(51.0, 390.0, 195.0)","(61.0, 490.0, 447.0)","(3.3, 4.7, 4.04375)"
12-01-2023 11:48:30.951436,"(3.5, 4.3, 4.256451612903225)","(2.15, 2.8, 2.3975)","(6.0, 15.5, 12.21875)","(71.0, 250.0, 232.0)","(18.0, 42.0, 39.285714285714285)","(51.0, 390.0, 195.0)","(61.0, 490.0, 447.0)","(3.3, 4.7, 4.04375)"
12-01-2023 11:48:32.211304,"(3.5, 4.3, 4.256451612903225)","(2.15, 2.8, 2.3975)","(6.0, 15.5, 12.21875)","(71.0, 250.0, 232.0)","(18.0, 42.0, 39.285714285714285)","(51.0, 390.0, 195.0)","(61.0, 490.0, 411.0)","(3.3, 4.7, 4.04375)"
12-01-2023 11:48:33.375110,"(3.5, 4.3, 4.256451612903225)","(2.15, 2.8, 2.3859999999999997)","(6.0, 14.5, 12.833333333333334)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 39.285714285714285)","(51.0, 390.0, 195.0)","(61.0, 450.0, 411.0)","(3.3, 4.7, 4.3999999999999995)"
12-01-2023 11:48:34.534661,"(3.5, 5.4, 5.09)","(2.15, 2.78, 2.395)","(6.0, 15.0, 12.5)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 39.285714285714285)","(51.0, 390.0, 195.0)","(61.0, 450.0, 411.0)","(3.3, 4.6, 4.218181818181818)"
12-01-2023 11:48:35.722336,"(3.5, 5.2, 4.408695652173913)","(2.15, 2.78, 2.384)","(6.0, 15.0, 12.5)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 39.285714285714285)","(51.0, 390.0, 195.0)","(61.0, 450.0, 411.0)","(3.3, 4.6, 4.218181818181818)"
12-01-2023 11:48:36.971523,"(3.5, 5.0, 4.41764705882353)","(2.15, 2.78, 2.395)","(6.0, 15.0, 12.5)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 39.285714285714285)","(51.0, 390.0, 195.0)","(61.0, 450.0, 411.0)","(3.3, 4.6, 4.218181818181818)"
12-01-2023 11:48:38.291320,"(3.5, 4.8, 4.62)","(2.15, 2.78, 2.395)","(6.0, 15.0, 12.5)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 39.625)","(51.0, 390.0, 195.0)","(61.0, 450.0, 275.0)","(3.3, 4.6, 4.218181818181818)"
12-01-2023 11:48:39.600167,"(3.5, 4.7, 4.38)","(2.15, 2.78, 2.395)","(6.0, 15.0, 12.5)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 39.625)","(51.0, 390.0, 195.0)","(61.0, 450.0, 275.0)","(3.3, 4.6, 4.3)"
12-01-2023 11:48:40.911130,"(3.5, 4.6, 4.05)","(2.15, 2.78, 2.395)","(6.0, 15.0, 12.5)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 39.625)","(51.0, 390.0, 195.0)","(61.0, 450.0, 275.0)","(3.3, 4.6, 4.3)"
12-01-2023 11:48:42.196550,"(3.5, 4.5, 4.05)","(2.15, 2.78, 2.3925)","(6.0, 15.0, 12.5)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 39.625)","(51.0, 390.0, 195.0)","(61.0, 450.0, 275.0)","(3.3, 4.6, 4.3)"
12-01-2023 11:48:43.500353,"(3.5, 4.5, 4.341891891891892)","(2.15, 2.76, 2.3925)","(6.0, 15.0, 12.5)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 39.625)","(51.0, 390.0, 195.0)","(61.0, 450.0, 275.0)","(3.3, 4.6, 4.3)"
12-01-2023 11:48:44.724717,"(3.5, 4.5, 4.401515151515151)","(2.15, 2.76, 2.412)","(6.0, 15.0, 12.5)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 39.625)","(51.0, 390.0, 195.0)","(61.0, 450.0, 275.0)","(3.3, 4.6, 4.3)"
12-01-2023 11:48:46.011064,"(3.5, 4.5, 4.412162162162162)","(2.15, 2.7, 2.412)","(6.0, 15.0, 12.5)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 39.625)","(51.0, 390.0, 195.0)","(61.0, 450.0, 275.0)","(3.3, 4.6, 4.3)"
12-01-2023 11:48:47.201224,"(3.5, 4.5, 4.461764705882353)","(2.15, 2.7, 2.3925)","(6.0, 15.0, 12.5)","(71.0, 250.0, 232.0)","(18.0, 42.0, 39.625)","(51.0, 390.0, 195.0)","(61.0, 450.0, 150.0)","(3.3, 4.6, 4.3)"
12-01-2023 11:48:48.430079,"(3.5, 4.3, 4.273529411764706)","(2.15, 2.76, 2.3925)","(6.0, 15.0, 12.5)","(71.0, 250.0, 232.0)","(18.0, 42.0, 39.625)","(51.0, 390.0, 195.0)","(61.0, 500.0, 295.0)","(3.3, 4.6, 4.3)"
12-01-2023 11:48:49.642290,"(3.5, 4.3, 4.273529411764706)","(2.15, 2.76, 2.5733333333333333)","(6.0, 15.0, 12.5)","(71.0, 250.0, 232.0)","(18.0, 42.0, 39.625)","(51.0, 390.0, 195.0)","(61.0, 490.0, 295.0)","(3.3, 4.6, 4.218181818181818)"
12-01-2023 11:48:50.941225,"(3.5, 4.3, 4.27)","(2.15, 3.0, 2.5866666666666664)","(6.0, 15.0, 12.75)","(71.0, 250.0, 232.0)","(18.0, 42.0, 39.625)","(51.0, 390.0, 195.0)","(61.0, 490.0, 295.0)","(3.3, 4.6, 4.218181818181818)"
12-01-2023 11:48:52.261158,"(3.5, 4.3, 4.2318181818181815)","(2.15, 3.0, 2.506153846153846)","(6.0, 15.0, 12.75)","(71.0, 250.0, 232.0)","(18.0, 42.0, 39.625)","(51.0, 390.0, 195.0)","(61.0, 490.0, 295.0)","(3.3, 4.6, 4.218181818181818)"
12-01-2023 11:48:53.579247,"(3.5, 4.3, 4.2318181818181815)","(2.15, 2.98, 2.56)","(6.0, 15.0, 12.75)","(71.0, 250.0, 232.0)","(18.0, 42.0, 39.625)","(51.0, 390.0, 195.0)","(61.0, 490.0, 295.0)","(3.3, 4.6, 4.218181818181818)"
12-01-2023 11:48:54.917823,"(3.5, 4.3, 4.2318181818181815)","(2.15, 2.98, 2.56)","(6.0, 15.0, 12.75)","(71.0, 250.0, 232.0)","(18.0, 42.0, 39.625)","(51.0, 390.0, 195.0)","(61.0, 490.0, 295.0)","(3.3, 4.6, 4.218181818181818)"
12-01-2023 11:48:56.321174,"(3.5, 4.3, 4.2318181818181815)","(2.15, 2.98, 2.614782608695652)","(6.0, 15.0, 12.75)","(71.0, 250.0, 230.0)","(18.0, 42.0, 39.625)","(51.0, 390.0, 195.0)","(61.0, 490.0, 150.0)","(3.3, 4.6, 4.218181818181818)"
12-01-2023 11:48:57.735793,"(3.5, 4.3, 4.2318181818181815)","(2.15, 2.98, 2.614782608695652)","(6.0, 15.0, 12.75)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 39.625)","(51.0, 390.0, 195.0)","(61.0, 550.0, 275.0)","(3.3, 4.6, 4.142857142857143)"
12-01-2023 11:48:59.094763,"(3.5, 4.3, 4.2318181818181815)","(2.15, 2.98, 2.614782608695652)","(6.0, 15.0, 12.75)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 39.625)","(51.0, 390.0, 195.0)","(61.0, 450.0, 275.0)","(3.3, 4.5, 4.142857142857143)"
12-01-2023 11:49:00.468123,"(3.5, 4.3, 4.2318181818181815)","(2.15, 2.98, 2.827272727272727)","(6.0, 15.0, 12.75)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 39.625)","(51.0, 390.0, 195.0)","(61.0, 450.0, 275.0)","(3.3, 4.5, 4.142857142857143)"
12-01-2023 11:49:01.791683,"(3.5, 4.3, 4.2318181818181815)","(2.15, 2.98, 2.827272727272727)","(6.0, 15.0, 12.75)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 39.625)","(51.0, 390.0, 195.0)","(61.0, 450.0, 275.0)","(3.3, 4.5, 4.111111111111111)"
12-01-2023 11:49:03.154716,"(3.5, 4.3, 4.2318181818181815)","(2.15, 2.98, 2.827272727272727)","(6.0, 15.0, 12.75)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 39.625)","(51.0, 390.0, 187.0)","(61.0, 450.0, 275.0)","(3.3, 4.5, 4.111111111111111)"
12-01-2023 11:49:04.776229,"(3.5, 4.3, 4.2318181818181815)","(2.15, 2.98, 2.827272727272727)","(6.0, 15.0, 12.75)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 39.625)","(51.0, 370.0, 217.5)","(61.0, 450.0, 275.0)","(3.3, 4.5, 4.111111111111111)"
12-01-2023 11:49:06.241942,"(3.5, 4.3, 4.2318181818181815)","(2.15, 2.98, 2.827272727272727)","(6.0, 15.0, 12.75)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 39.625)","(51.0, 370.0, 217.5)","(61.0, 450.0, 275.0)","(3.3, 4.5, 4.111111111111111)"
12-01-2023 11:49:07.623185,"(3.5, 4.3, 4.2318181818181815)","(2.15, 2.98, 2.84)","(6.0, 15.0, 12.75)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 39.625)","(51.0, 370.0, 247.5)","(61.0, 450.0, 275.0)","(3.3, 4.5, 4.111111111111111)"
12-01-2023 11:49:09.010864,"(3.5, 4.3, 4.2318181818181815)","(2.15, 2.98, 2.8449999999999998)","(6.0, 15.0, 12.75)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 39.625)","(51.0, 430.0, 211.0)","(61.0, 450.0, 275.0)","(3.3, 4.5, 4.111111111111111)"
12-01-2023 11:49:10.417557,"(3.5, 4.3, 4.2318181818181815)","(2.15, 2.98, 2.87875)","(6.0, 15.0, 12.75)","(71.0, 250.0, 217.27272727272728)","(18.0, 42.0, 39.625)","(51.0, 430.0, 211.0)","(61.0, 450.0, 275.0)","(3.3, 4.5, 4.111111111111111)"
12-01-2023 11:49:11.718260,"(3.5, 4.3, 4.2318181818181815)","(2.15, 2.98, 2.837647058823529)","(6.0, 15.0, 12.75)","(71.0, 250.0, 232.0)","(18.0, 42.0, 39.625)","(51.0, 430.0, 211.0)","(61.0, 450.0, 275.0)","(3.3, 4.5, 4.111111111111111)"
12-01-2023 11:49:13.096679,"(3.5, 4.3, 4.254545454545454)","(2.15, 2.96, 2.9228571428571426)","(6.0, 15.0, 12.75)","(71.0, 250.0, 232.0)","(18.0, 42.0, 39.625)","(51.0, 430.0, 211.0)","(61.0, 450.0, 320.0)","(3.3, 4.5, 4.133333333333334)"
12-01-2023 11:49:14.552168,"(3.5, 4.3, 4.276)","(2.15, 2.96, 2.9228571428571426)","(6.0, 15.0, 12.75)","(71.0, 250.0, 232.0)","(18.0, 42.0, 39.625)","(51.0, 430.0, 211.0)","(61.0, 540.0, 320.0)","(3.3, 4.4, 4.066666666666666)"
12-01-2023 11:49:15.909269,"(3.5, 4.3, 4.276)","(2.15, 2.96, 2.785)","(6.0, 15.0, 12.75)","(71.0, 250.0, 232.0)","(18.0, 42.0, 39.625)","(51.0, 430.0, 211.0)","(61.0, 540.0, 320.0)","(3.3, 4.4, 4.257894736842106)"
