,Emerley Bruce,Allinga Chloe,Allinga Lily,Loving The Cash,Paramount State,Correlate,Dark Compass,Queen Of Scotch
16-12-2022 12:36:29.880035,"(5.5, 8.4, 7.953846153846154)","(20.0, 38.0, 37.666666666666664)","(71.0, 330.0, 215.71428571428572)","(101.0, 590.0, 482.10526315789474)","(4.6, 5.2, 5.125)","(51.0, 230.0, 178.0)","(8.5, 11.0, 10.852941176470589)","(1.55, 1.87, 1.8318181818181818)"
16-12-2022 12:36:31.083972,"(5.5, 8.4, 7.888235294117647)","(20.0, 38.0, 37.666666666666664)","(71.0, 330.0, 215.71428571428572)","(101.0, 590.0, 482.10526315789474)","(4.6, 5.2, 5.0736842105263165)","(51.0, 230.0, 206.0)","(8.5, 11.0, 11.380952380952381)","(1.55, 1.87, 1.832)"
16-12-2022 12:36:32.245357,"(5.5, 8.4, 7.726315789473684)","(20.0, 38.0, 37.666666666666664)","(71.0, 330.0, 193.63636363636363)","(101.0, 590.0, 482.10526315789474)","(4.6, 5.2, 5.12)","(51.0, 230.0, 210.0)","(8.5, 12.0, 11.380952380952381)","(1.55, 1.87, 1.832)"
16-12-2022 12:36:33.740517,"(5.5, 8.2, 7.743478260869565)","(20.0, 38.0, 37.666666666666664)","(71.0, 330.0, 195.0)","(101.0, 590.0, 482.10526315789474)","(4.6, 5.2, 5.12)","(51.0, 230.0, 206.0)","(8.5, 12.0, 10.852941176470589)","(1.55, 1.87, 1.832)"
16-12-2022 12:36:35.224118,"(5.5, 8.2, 7.77391304347826)","(20.0, 38.0, 37.666666666666664)","(71.0, 330.0, 195.0)","(101.0, 590.0, 482.10526315789474)","(4.6, 5.2, 5.0736842105263165)","(61.0, 230.0, 210.0)","(8.5, 11.0, 10.852941176470589)","(1.55, 1.87, 1.832)"
16-12-2022 12:36:36.514172,"(5.5, 8.4, 7.77391304347826)","(20.0, 38.0, 37.666666666666664)","(71.0, 330.0, 195.0)","(101.0, 590.0, 482.10526315789474)","(4.6, 5.2, 5.125)","(61.0, 230.0, 178.0)","(8.5, 11.0, 10.852941176470589)","(1.55, 1.87, 1.8325)"
16-12-2022 12:36:37.779732,"(5.5, 8.4, 7.748148148148148)","(20.0, 38.0, 37.666666666666664)","(71.0, 330.0, 193.63636363636363)","(101.0, 590.0, 482.10526315789474)","(4.6, 5.2, 5.1625000000000005)","(61.0, 230.0, 213.33333333333334)","(8.5, 11.0, 10.852941176470589)","(1.55, 1.87, 1.8325)"
16-12-2022 12:36:38.980591,"(5.5, 8.4, 7.721212121212121)","(20.0, 38.0, 37.666666666666664)","(71.0, 330.0, 195.0)","(101.0, 590.0, 482.10526315789474)","(4.4, 5.2, 5.1625000000000005)","(61.0, 230.0, 213.33333333333334)","(8.5, 11.0, 11.318181818181818)","(1.55, 1.87, 1.8325)"
16-12-2022 12:36:40.243891,"(5.5, 8.4, 7.721212121212121)","(20.0, 38.0, 37.333333333333336)","(71.0, 330.0, 195.0)","(101.0, 590.0, 482.10526315789474)","(4.4, 5.2, 5.135714285714286)","(61.0, 230.0, 150.0)","(8.5, 12.0, 11.318181818181818)","(1.55, 1.87, 1.84)"
16-12-2022 12:36:41.475453,"(5.5, 8.2, 7.892307692307692)","(20.0, 38.0, 37.76470588235294)","(71.0, 330.0, 195.0)","(101.0, 590.0, 482.10526315789474)","(4.4, 5.2, 5.233333333333333)","(61.0, 230.0, 213.33333333333334)","(8.5, 12.0, 11.115384615384615)","(1.55, 1.86, 1.8355555555555556)"
16-12-2022 12:36:42.705104,"(5.5, 8.2, 7.661538461538461)","(20.0, 38.0, 37.76470588235294)","(71.0, 330.0, 193.63636363636363)","(101.0, 590.0, 482.10526315789474)","(4.4, 5.3, 5.050000000000001)","(51.0, 230.0, 150.0)","(8.5, 11.5, 11.011627906976745)","(1.55, 1.86, 1.8383333333333334)"
16-12-2022 12:36:44.016803,"(5.5, 8.2, 7.77391304347826)","(20.0, 38.0, 37.76470588235294)","(71.0, 330.0, 193.63636363636363)","(101.0, 590.0, 482.10526315789474)","(4.4, 5.2, 5.133333333333334)","(51.0, 230.0, 215.0)","(8.5, 11.5, 11.011627906976745)","(1.55, 1.86, 1.8425)"
16-12-2022 12:36:45.311025,"(5.5, 8.4, 7.832258064516129)","(20.0, 38.0, 37.76470588235294)","(71.0, 330.0, 193.63636363636363)","(101.0, 590.0, 443.57142857142856)","(4.4, 5.2, 5.142857142857143)","(61.0, 230.0, 178.0)","(8.5, 11.5, 11.011627906976745)","(1.55, 1.85, 1.8425)"
16-12-2022 12:36:46.633210,"(5.5, 8.4, 7.832258064516129)","(20.0, 38.0, 37.76470588235294)","(71.0, 330.0, 193.63636363636363)","(101.0, 590.0, 373.33333333333337)","(4.4, 5.2, 5.142857142857143)","(61.0, 230.0, 202.5)","(8.5, 11.5, 11.011627906976745)","(1.55, 1.85, 1.833846153846154)"
16-12-2022 12:36:47.899691,"(5.5, 8.4, 7.7176470588235295)","(20.0, 38.0, 37.76470588235294)","(71.0, 330.0, 193.63636363636363)","(101.0, 590.0, 373.33333333333337)","(4.4, 5.2, 5.155)","(61.0, 230.0, 150.0)","(8.5, 11.5, 11.011627906976745)","(1.55, 1.85, 1.8441666666666667)"
16-12-2022 12:36:49.206320,"(5.5, 8.4, 7.895652173913044)","(21.0, 38.0, 37.76470588235294)","(71.0, 330.0, 193.63636363636363)","(101.0, 590.0, 450.7142857142857)","(4.4, 5.2, 5.070588235294117)","(61.0, 230.0, 190.0)","(8.5, 11.5, 11.011627906976745)","(1.55, 1.85, 1.8480645161290323)"
16-12-2022 12:36:50.528428,"(5.5, 8.2, 8.016326530612245)","(21.0, 38.0, 37.76470588235294)","(71.0, 330.0, 193.63636363636363)","(101.0, 590.0, 450.7142857142857)","(4.4, 5.4, 5.06)","(61.0, 230.0, 195.71428571428572)","(8.5, 11.5, 10.642857142857142)","(1.55, 1.85, 1.8166666666666667)"
16-12-2022 12:36:51.822629,"(5.5, 8.2, 7.861538461538461)","(21.0, 38.0, 37.76470588235294)","(71.0, 330.0, 193.63636363636363)","(101.0, 590.0, 408.125)","(4.4, 5.3, 5.311111111111111)","(51.0, 230.0, 210.0)","(8.5, 11.5, 11.033333333333333)","(1.55, 1.82, 1.7957692307692308)"
16-12-2022 12:36:52.933338,"(5.5, 8.2, 7.910344827586207)","(21.0, 38.0, 37.76470588235294)","(71.0, 330.0, 193.63636363636363)","(101.0, 570.0, 408.125)","(4.4, 5.4, 5.1647058823529415)","(51.0, 230.0, 195.71428571428572)","(8.5, 11.5, 11.051724137931034)","(1.55, 1.8, 1.7763157894736843)"
16-12-2022 12:36:54.229465,"(5.5, 8.8, 8.107692307692307)","(21.0, 38.0, 37.76470588235294)","(71.0, 330.0, 193.63636363636363)","(101.0, 570.0, 408.125)","(4.4, 5.4, 5.183783783783784)","(51.0, 230.0, 200.0)","(8.5, 11.5, 11.051724137931034)","(1.55, 1.81, 1.7846153846153847)"
16-12-2022 12:36:55.476113,"(5.5, 8.8, 8.213793103448277)","(21.0, 38.0, 37.76470588235294)","(71.0, 330.0, 192.72727272727272)","(101.0, 570.0, 408.125)","(4.4, 5.4, 5.2064516129032254)","(51.0, 230.0, 173.68421052631578)","(8.5, 11.5, 10.880952380952381)","(1.55, 1.8, 1.7911764705882354)"
16-12-2022 12:36:56.811292,"(5.5, 8.8, 8.213793103448277)","(21.0, 38.0, 37.76470588235294)","(71.0, 320.0, 245.0)","(101.0, 570.0, 408.125)","(4.4, 5.4, 5.2064516129032254)","(51.0, 220.0, 157.14285714285714)","(8.5, 11.5, 10.880952380952381)","(1.55, 1.8, 1.7675)"
16-12-2022 12:36:58.052950,"(5.5, 8.8, 8.213793103448277)","(21.0, 38.0, 37.84)","(71.0, 310.0, 245.0)","(101.0, 570.0, 408.125)","(4.4, 5.4, 5.272)","(51.0, 220.0, 183.33333333333331)","(8.5, 11.5, 10.766666666666667)","(1.55, 1.79, 1.7871428571428571)"
16-12-2022 12:36:59.237762,"(5.5, 7.8, 7.424827586206897)","(21.0, 40.0, 38.57142857142857)","(71.0, 310.0, 193.33333333333334)","(101.0, 570.0, 448.0)","(4.4, 5.5, 5.368965517241379)","(51.0, 220.0, 183.33333333333334)","(8.5, 11.5, 10.954545454545455)","(1.55, 1.79, 1.7761538461538462)"
16-12-2022 12:37:00.503542,"(5.5, 7.8, 7.609259259259259)","(21.0, 40.0, 38.0)","(71.0, 300.0, 202.22222222222223)","(101.0, 550.0, 422.5)","(4.4, 5.5, 5.377419354838709)","(51.0, 210.0, 146.0)","(8.5, 11.5, 10.934782608695652)","(1.55, 1.79, 1.7743298969072165)"
16-12-2022 12:37:01.723286,"(5.5, 7.8, 7.609615384615385)","(21.0, 40.0, 38.5)","(71.0, 300.0, 202.22222222222223)","(101.0, 550.0, 465.0)","(4.4, 5.5, 5.377419354838709)","(51.0, 210.0, 146.0)","(8.5, 11.5, 10.909090909090908)","(1.55, 1.79, 1.776822429906542)"
16-12-2022 12:37:03.022934,"(5.5, 7.8, 7.618518518518518)","(21.0, 42.0, 38.57142857142857)","(71.0, 300.0, 205.71428571428572)","(101.0, 550.0, 465.0)","(4.4, 5.5, 5.377419354838709)","(51.0, 210.0, 156.66666666666666)","(8.5, 11.5, 10.909090909090908)","(1.55, 1.79, 1.7802631578947368)"
16-12-2022 12:37:04.297623,"(5.5, 7.8, 7.618348623853211)","(21.0, 42.0, 39.5)","(71.0, 300.0, 205.71428571428572)","(101.0, 550.0, 465.0)","(4.4, 5.5, 5.405)","(51.0, 210.0, 156.66666666666666)","(8.5, 11.5, 10.928571428571429)","(1.55, 1.79, 1.79)"
16-12-2022 12:37:05.663390,"(5.5, 7.8, 7.426415094339623)","(21.0, 42.0, 41.0)","(71.0, 300.0, 205.71428571428572)","(101.0, 550.0, 465.0)","(4.4, 5.5, 5.406666666666666)","(51.0, 210.0, 156.66666666666666)","(8.5, 11.5, 10.928571428571429)","(1.55, 1.81, 1.7864285714285715)"
16-12-2022 12:37:07.030460,"(5.5, 7.6, 7.527272727272727)","(21.0, 42.0, 40.8235294117647)","(71.0, 300.0, 205.71428571428572)","(101.0, 550.0, 465.0)","(4.4, 5.5, 5.408333333333333)","(51.0, 210.0, 156.66666666666666)","(8.5, 11.5, 10.75)","(1.55, 1.81, 1.80828125)"
16-12-2022 12:37:08.358769,"(5.5, 7.6, 7.466666666666667)","(21.0, 44.0, 40.8235294117647)","(71.0, 300.0, 214.28571428571428)","(101.0, 550.0, 260.0)","(4.4, 5.5, 5.408333333333333)","(51.0, 210.0, 163.33333333333334)","(8.5, 11.5, 10.909090909090908)","(1.55, 1.82, 1.80828125)"
16-12-2022 12:37:09.823474,"(5.5, 7.6, 7.552941176470588)","(21.0, 44.0, 40.142857142857146)","(71.0, 300.0, 214.28571428571428)","(101.0, 540.0, 260.0)","(4.4, 5.5, 5.41)","(51.0, 210.0, 163.33333333333334)","(8.5, 11.0, 10.857142857142858)","(1.55, 1.82, 1.8138461538461539)"
16-12-2022 12:37:11.220208,"(5.5, 7.6, 7.552941176470588)","(21.0, 44.0, 39.5)","(71.0, 300.0, 214.28571428571428)","(101.0, 540.0, 260.0)","(4.4, 5.5, 5.41)","(51.0, 210.0, 163.33333333333334)","(8.5, 11.0, 10.916666666666666)","(1.55, 1.82, 1.8173529411764706)"
16-12-2022 12:37:12.529103,"(5.5, 7.6, 7.552941176470588)","(21.0, 44.0, 39.5)","(71.0, 300.0, 214.28571428571428)","(101.0, 540.0, 260.0)","(4.4, 5.5, 5.41)","(51.0, 210.0, 163.33333333333334)","(8.5, 11.0, 10.916666666666666)","(1.55, 1.82, 1.8178571428571428)"
16-12-2022 12:37:13.741224,"(5.5, 7.6, 7.552941176470588)","(21.0, 44.0, 39.875)","(71.0, 300.0, 214.28571428571428)","(101.0, 540.0, 260.0)","(4.4, 5.5, 5.4125000000000005)","(51.0, 210.0, 148.75)","(8.5, 11.0, 10.919354838709678)","(1.55, 1.82, 1.805897435897436)"
16-12-2022 12:37:14.954641,"(5.5, 7.6, 7.44)","(21.0, 44.0, 40.857142857142854)","(71.0, 300.0, 214.28571428571428)","(101.0, 540.0, 260.0)","(4.4, 5.5, 5.42)","(51.0, 210.0, 148.75)","(8.5, 11.5, 10.86)","(1.55, 1.81, 1.8085714285714287)"
16-12-2022 12:37:16.244103,"(5.5, 7.6, 7.2625)","(21.0, 44.0, 39.875)","(71.0, 300.0, 214.28571428571428)","(101.0, 540.0, 326.6666666666667)","(4.4, 5.5, 5.45)","(51.0, 210.0, 163.33333333333334)","(8.5, 11.5, 10.95)","(1.55, 1.81, 1.804)"
16-12-2022 12:37:17.429972,"(5.5, 7.4, 7.2625)","(21.0, 44.0, 39.875)","(71.0, 300.0, 214.28571428571428)","(101.0, 540.0, 271.6666666666667)","(4.4, 5.5, 5.614285714285715)","(51.0, 210.0, 185.0)","(8.5, 11.0, 10.95)","(1.55, 1.81, 1.802)"
16-12-2022 12:37:18.652587,"(5.5, 7.0, 6.835849056603774)","(21.0, 44.0, 39.5)","(71.0, 300.0, 214.28571428571428)","(101.0, 530.0, 271.6666666666667)","(4.4, 5.7, 5.6899999999999995)","(51.0, 200.0, 187.5)","(8.5, 11.0, 10.95)","(1.55, 1.81, 1.8125)"
16-12-2022 12:37:19.882834,"(5.5, 7.0, 6.837777777777777)","(21.0, 44.0, 42.2)","(71.0, 300.0, 214.28571428571428)","(101.0, 530.0, 271.6666666666667)","(4.4, 5.9, 5.7105263157894735)","(51.0, 200.0, 188.88888888888889)","(8.5, 11.0, 10.928571428571429)","(1.55, 1.82, 1.8149152542372882)"
16-12-2022 12:37:21.139368,"(5.5, 7.0, 6.841304347826087)","(21.0, 44.0, 42.421052631578945)","(71.0, 300.0, 214.28571428571428)","(101.0, 530.0, 271.6666666666667)","(4.4, 5.9, 5.8500000000000005)","(51.0, 200.0, 155.0)","(8.5, 11.5, 10.928571428571429)","(1.55, 1.82, 1.7825)"
16-12-2022 12:37:22.416944,"(5.5, 7.0, 6.835849056603774)","(21.0, 44.0, 42.2)","(71.0, 300.0, 214.28571428571428)","(101.0, 530.0, 271.6666666666667)","(4.4, 5.9, 5.805882352941177)","(51.0, 200.0, 192.5)","(8.5, 11.5, 10.954545454545455)","(1.55, 1.79, 1.8196466431095406)"
16-12-2022 12:37:23.535433,"(5.5, 7.0, 6.832692307692308)","(21.0, 44.0, 38.857142857142854)","(71.0, 300.0, 214.28571428571428)","(101.0, 530.0, 320.0)","(4.4, 5.9, 5.7615384615384615)","(51.0, 200.0, 170.0)","(8.5, 11.5, 10.954545454545455)","(1.55, 1.82, 1.8282598607888632)"
16-12-2022 12:37:24.770985,"(5.5, 7.0, 6.832692307692308)","(21.0, 44.0, 40.666666666666664)","(71.0, 300.0, 214.28571428571428)","(101.0, 520.0, 320.0)","(4.4, 5.9, 5.747058823529412)","(51.0, 200.0, 177.5)","(8.5, 11.5, 11.055555555555555)","(1.55, 1.83, 1.8195979899497488)"
16-12-2022 12:37:26.040082,"(5.5, 6.8, 6.675409836065573)","(21.0, 44.0, 40.666666666666664)","(71.0, 300.0, 214.28571428571428)","(101.0, 520.0, 320.0)","(4.6, 5.9, 5.838461538461539)","(51.0, 200.0, 190.0)","(8.5, 11.5, 11.055555555555555)","(1.55, 1.82, 1.8146153846153847)"
16-12-2022 12:37:27.267598,"(5.5, 6.8, 6.6625)","(21.0, 44.0, 40.666666666666664)","(71.0, 300.0, 214.28571428571428)","(101.0, 520.0, 320.0)","(4.6, 5.9, 5.842857142857143)","(51.0, 200.0, 191.8181818181818)","(8.5, 11.5, 11.055555555555555)","(1.55, 1.83, 1.8195522388059702)"
16-12-2022 12:37:28.381778,"(5.5, 6.6, 6.326315789473684)","(21.0, 44.0, 42.421052631578945)","(71.0, 300.0, 214.28571428571428)","(101.0, 520.0, 320.0)","(4.6, 5.9, 5.800000000000001)","(51.0, 200.0, 192.5)","(8.5, 11.5, 11.055555555555555)","(1.55, 1.82, 1.827945205479452)"
16-12-2022 12:37:29.564407,"(5.5, 6.6, 6.430000000000001)","(21.0, 44.0, 42.421052631578945)","(71.0, 300.0, 214.28571428571428)","(101.0, 520.0, 320.0)","(4.6, 5.9, 5.776923076923077)","(51.0, 200.0, 192.5)","(8.5, 11.5, 11.055555555555555)","(1.55, 1.83, 1.80953125)"
16-12-2022 12:37:30.789322,"(5.5, 6.6, 6.430000000000001)","(21.0, 44.0, 42.421052631578945)","(71.0, 300.0, 214.28571428571428)","(101.0, 520.0, 320.0)","(4.6, 5.9, 5.928)","(51.0, 200.0, 192.5)","(8.5, 11.5, 12.25)","(1.55, 1.81, 1.78)"
16-12-2022 12:37:31.987395,"(5.5, 6.6, 6.438235294117647)","(21.0, 44.0, 42.421052631578945)","(71.0, 300.0, 210.0)","(101.0, 520.0, 268.3333333333333)","(4.6, 6.2, 5.9818181818181815)","(51.0, 200.0, 172.22222222222223)","(8.5, 12.5, 12.516129032258064)","(1.55, 1.8, 1.78025)"
16-12-2022 12:37:33.114594,"(5.5, 6.6, 6.449315068493151)","(21.0, 44.0, 42.421052631578945)","(71.0, 290.0, 210.0)","(101.0, 510.0, 268.3333333333333)","(4.6, 6.0, 5.9818181818181815)","(51.0, 190.0, 172.22222222222223)","(8.5, 13.0, 12.7)","(1.55, 1.79, 1.778)"
16-12-2022 12:37:34.246260,"(5.5, 6.6, 6.460759493670886)","(21.0, 44.0, 42.421052631578945)","(71.0, 290.0, 210.0)","(101.0, 510.0, 268.3333333333333)","(4.6, 6.0, 5.9818181818181815)","(51.0, 190.0, 163.33333333333334)","(8.5, 13.0, 12.518518518518519)","(1.55, 1.79, 1.7766666666666666)"
16-12-2022 12:37:35.396737,"(5.5, 6.6, 6.460759493670886)","(21.0, 44.0, 42.421052631578945)","(71.0, 290.0, 210.0)","(101.0, 510.0, 268.3333333333333)","(4.6, 6.0, 5.984615384615385)","(51.0, 190.0, 154.44444444444446)","(8.5, 13.0, 12.518518518518519)","(1.55, 1.79, 1.7776923076923077)"
16-12-2022 12:37:36.558920,"(5.5, 6.6, 6.496)","(21.0, 44.0, 42.421052631578945)","(71.0, 290.0, 212.85714285714286)","(101.0, 510.0, 378.1818181818182)","(4.6, 6.0, 5.742857142857143)","(51.0, 190.0, 180.0)","(8.5, 13.0, 12.19047619047619)","(1.55, 1.79, 1.772)"
16-12-2022 12:37:37.710928,"(5.5, 7.2, 7.010526315789473)","(21.0, 44.0, 42.421052631578945)","(81.0, 290.0, 212.85714285714286)","(101.0, 510.0, 302.8571428571429)","(4.8, 5.9, 5.757575757575758)","(61.0, 190.0, 180.0)","(9.0, 13.0, 12.346153846153847)","(1.55, 1.79, 1.771)"
16-12-2022 12:37:38.948062,"(5.5, 7.2, 7.054545454545455)","(21.0, 44.0, 42.421052631578945)","(81.0, 290.0, 212.85714285714286)","(101.0, 510.0, 378.1818181818182)","(4.8, 5.8, 5.693333333333333)","(61.0, 190.0, 180.0)","(9.0, 13.0, 12.409090909090908)","(1.55, 1.79, 1.7735714285714286)"
16-12-2022 12:37:40.176749,"(5.5, 7.2, 7.054545454545455)","(21.0, 44.0, 42.421052631578945)","(81.0, 290.0, 212.85714285714286)","(101.0, 510.0, 365.0)","(4.8, 5.8, 5.693333333333333)","(61.0, 190.0, 180.0)","(9.0, 13.0, 12.409090909090908)","(1.55, 1.79, 1.7619672131147541)"
16-12-2022 12:37:41.346747,"(5.5, 7.2, 7.054545454545455)","(21.0, 44.0, 42.421052631578945)","(81.0, 290.0, 212.85714285714286)","(101.0, 510.0, 302.8571428571429)","(4.8, 5.8, 5.6875)","(61.0, 190.0, 180.0)","(9.0, 13.0, 12.409090909090908)","(1.55, 1.77, 1.7627272727272727)"
16-12-2022 12:37:42.497152,"(5.5, 7.2, 7.090909090909091)","(21.0, 44.0, 42.421052631578945)","(81.0, 290.0, 230.0)","(101.0, 510.0, 302.8571428571429)","(4.8, 5.7, 5.6499999999999995)","(61.0, 190.0, 180.0)","(9.0, 13.0, 12.409090909090908)","(1.55, 1.77, 1.7674074074074073)"
16-12-2022 12:37:43.669077,"(5.5, 7.2, 7.177777777777778)","(21.0, 44.0, 42.421052631578945)","(81.0, 290.0, 230.0)","(101.0, 510.0, 378.1818181818182)","(4.8, 5.8, 5.655172413793103)","(61.0, 190.0, 180.0)","(9.0, 13.0, 12.481481481481481)","(1.55, 1.78, 1.7733333333333334)"
16-12-2022 12:37:44.823492,"(5.5, 7.0, 6.849606299212598)","(21.0, 44.0, 42.421052631578945)","(81.0, 290.0, 230.0)","(101.0, 510.0, 365.0)","(4.8, 5.8, 5.6499999999999995)","(61.0, 190.0, 164.44444444444446)","(9.0, 13.0, 12.5625)","(1.55, 1.78, 1.770967741935484)"
16-12-2022 12:37:45.995934,"(5.5, 7.0, 6.842276422764227)","(21.0, 44.0, 42.421052631578945)","(81.0, 290.0, 230.0)","(101.0, 510.0, 302.8571428571429)","(4.8, 5.8, 5.6499999999999995)","(61.0, 180.0, 164.44444444444446)","(9.0, 13.0, 12.517241379310345)","(1.55, 1.78, 1.774468085106383)"
16-12-2022 12:37:47.095241,"(5.5, 7.0, 6.842276422764227)","(21.0, 44.0, 42.421052631578945)","(81.0, 290.0, 230.0)","(101.0, 510.0, 302.8571428571429)","(4.8, 5.8, 5.6499999999999995)","(61.0, 180.0, 158.46153846153845)","(9.0, 13.0, 12.588235294117647)","(1.55, 1.8, 1.78)"
16-12-2022 12:37:48.215962,"(5.5, 7.0, 6.842448979591836)","(21.0, 44.0, 42.421052631578945)","(81.0, 290.0, 230.0)","(101.0, 510.0, 365.0)","(4.8, 5.8, 5.6499999999999995)","(61.0, 180.0, 175.33333333333334)","(9.0, 13.0, 12.588235294117647)","(1.55, 1.79, 1.78)"
16-12-2022 12:37:49.376413,"(5.5, 6.8, 6.785185185185185)","(21.0, 44.0, 42.421052631578945)","(81.0, 290.0, 230.0)","(101.0, 510.0, 302.8571428571429)","(4.8, 5.8, 5.6499999999999995)","(61.0, 180.0, 175.33333333333334)","(9.0, 13.0, 12.606060606060606)","(1.55, 1.79, 1.7818181818181817)"
16-12-2022 12:37:50.736195,"(5.5, 6.8, 6.625)","(21.0, 44.0, 40.57142857142857)","(81.0, 290.0, 230.0)","(101.0, 510.0, 378.1818181818182)","(4.8, 5.8, 5.6499999999999995)","(61.0, 180.0, 175.33333333333334)","(9.0, 13.0, 12.54054054054054)","(1.55, 1.79, 1.7842857142857143)"
16-12-2022 12:37:51.972196,"(5.5, 6.8, 6.707894736842105)","(21.0, 44.0, 40.57142857142857)","(81.0, 290.0, 230.0)","(101.0, 510.0, 365.0)","(4.8, 5.8, 5.6499999999999995)","(61.0, 180.0, 173.0)","(9.0, 13.0, 12.277777777777779)","(1.55, 1.79, 1.7821428571428573)"
16-12-2022 12:37:53.217900,"(5.5, 6.8, 6.708235294117647)","(21.0, 44.0, 41.75)","(81.0, 290.0, 230.0)","(101.0, 510.0, 302.8571428571429)","(4.8, 5.8, 5.655172413793103)","(61.0, 180.0, 175.33333333333334)","(9.0, 13.0, 12.235294117647058)","(1.55, 1.79, 1.7821428571428573)"
16-12-2022 12:37:54.462281,"(5.5, 6.8, 6.723076923076923)","(21.0, 44.0, 41.75)","(81.0, 290.0, 230.0)","(101.0, 510.0, 201.02564102564102)","(4.8, 5.8, 5.655172413793103)","(61.0, 180.0, 175.33333333333334)","(9.0, 13.0, 12.235294117647058)","(1.55, 1.79, 1.7821428571428573)"
16-12-2022 12:37:55.703069,"(5.5, 6.8, 6.723076923076923)","(21.0, 44.0, 41.75)","(81.0, 290.0, 230.0)","(101.0, 210.0, 200.27777777777777)","(4.8, 5.8, 5.655172413793103)","(61.0, 180.0, 168.33333333333331)","(9.0, 13.0, 12.31578947368421)","(1.55, 1.79, 1.7833333333333334)"
16-12-2022 12:37:56.799071,"(5.5, 6.8, 6.717808219178082)","(21.0, 44.0, 41.75)","(81.0, 290.0, 230.0)","(101.0, 210.0, 200.27777777777777)","(4.8, 5.8, 5.655172413793103)","(61.0, 180.0, 175.33333333333334)","(9.0, 13.0, 12.31578947368421)","(1.55, 1.79, 1.7875)"
16-12-2022 12:37:58.167747,"(5.5, 6.8, 6.699999999999999)","(21.0, 44.0, 41.75)","(81.0, 290.0, 230.0)","(101.0, 210.0, 200.27777777777777)","(4.8, 5.8, 5.655172413793103)","(61.0, 180.0, 176.25)","(9.0, 13.0, 12.31578947368421)","(1.55, 1.79, 1.7875)"
16-12-2022 12:37:59.655538,"(5.5, 6.8, 6.705494505494506)","(21.0, 44.0, 41.75)","(81.0, 290.0, 230.0)","(101.0, 210.0, 200.27777777777777)","(4.8, 5.8, 5.655172413793103)","(61.0, 180.0, 171.42857142857144)","(9.0, 13.0, 12.31578947368421)","(1.55, 1.79, 1.7875)"
16-12-2022 12:38:00.992231,"(5.5, 6.8, 6.698969072164948)","(21.0, 44.0, 41.333333333333336)","(81.0, 290.0, 230.0)","(101.0, 210.0, 200.27777777777777)","(4.8, 5.8, 5.725)","(61.0, 180.0, 175.0)","(9.0, 13.0, 12.36)","(1.55, 1.79, 1.788)"
16-12-2022 12:38:02.309220,"(5.5, 6.8, 6.698969072164948)","(21.0, 44.0, 41.333333333333336)","(81.0, 290.0, 230.0)","(101.0, 210.0, 200.27777777777777)","(4.8, 5.8, 5.86896551724138)","(61.0, 180.0, 175.0)","(9.0, 13.0, 12.314814814814815)","(1.55, 1.79, 1.7731818181818182)"
16-12-2022 12:38:03.623608,"(5.5, 6.8, 6.709090909090909)","(21.0, 44.0, 41.333333333333336)","(81.0, 290.0, 230.0)","(101.0, 210.0, 200.27777777777777)","(4.8, 5.9, 5.891666666666667)","(61.0, 180.0, 176.25)","(9.0, 13.0, 12.327272727272728)","(1.55, 1.78, 1.7729166666666667)"
16-12-2022 12:38:04.991666,"(5.5, 6.8, 6.730337078651685)","(21.0, 44.0, 40.0)","(81.0, 290.0, 230.0)","(101.0, 210.0, 200.2941176470588)","(4.8, 6.0, 5.886956521739131)","(61.0, 180.0, 155.0)","(9.0, 13.0, 12.36)","(1.55, 1.78, 1.7730434782608695)"
16-12-2022 12:38:06.320259,"(5.5, 6.8, 6.705263157894737)","(21.0, 44.0, 40.0)","(81.0, 290.0, 230.0)","(101.0, 210.0, 200.2941176470588)","(4.8, 6.0, 5.8545454545454545)","(61.0, 180.0, 155.0)","(9.0, 13.0, 12.327272727272728)","(1.55, 1.78, 1.7840350877192983)"
16-12-2022 12:38:07.827991,"(5.5, 6.8, 6.726086956521739)","(21.0, 44.0, 41.1764705882353)","(81.0, 290.0, 230.0)","(101.0, 210.0, 200.2941176470588)","(4.8, 5.9, 5.802564102564103)","(61.0, 180.0, 155.0)","(9.0, 13.0, 12.383333333333333)","(1.55, 1.79, 1.7797560975609756)"
16-12-2022 12:38:09.011867,"(5.5, 6.8, 6.726086956521739)","(21.0, 44.0, 41.1764705882353)","(81.0, 290.0, 230.0)","(101.0, 210.0, 200.2941176470588)","(4.8, 5.9, 5.802564102564103)","(61.0, 180.0, 155.0)","(9.0, 13.0, 12.418181818181818)","(1.55, 1.79, 1.7853333333333334)"
16-12-2022 12:38:10.322753,"(5.5, 6.8, 6.714285714285714)","(21.0, 44.0, 41.1764705882353)","(81.0, 290.0, 230.0)","(101.0, 210.0, 200.2941176470588)","(4.8, 5.9, 5.802564102564103)","(61.0, 180.0, 155.0)","(9.0, 13.0, 12.542857142857143)","(1.55, 1.79, 1.7853333333333334)"
16-12-2022 12:38:11.522256,"(5.5, 6.8, 6.714285714285714)","(21.0, 44.0, 42.0)","(81.0, 290.0, 230.0)","(101.0, 210.0, 200.2941176470588)","(4.8, 5.9, 5.593181818181818)","(61.0, 180.0, 155.0)","(9.0, 13.0, 12.627906976744185)","(1.55, 1.79, 1.7920689655172415)"
