,Cedars Wish,Ghostly Squall,Timetogetup,Aims Jubilee,Emberly,Shenandoah Cat,Slewing,Windsors Play,All Caps,Charitable Any
15-12-2022 13:36:24.880607,"(14.0, 16.0, 15.714285714285714)","(13.0, 20.0, 19.0)","(20.0, 65.0, 56.44444444444444)","(12.0, 17.0, 16.5)","(7.0, 11.0, 10.4)","(21.0, 48.0, 38.5)","(13.0, 27.0, 24.5)","(8.0, 10.0, 9.339130434782609)","(1.7, 2.06, 1.952)","(31.0, 400.0, 334.0)"
15-12-2022 13:36:26.212871,"(14.0, 16.0, 15.428571428571429)","(13.0, 20.0, 19.0)","(20.0, 60.0, 49.6)","(12.0, 18.0, 16.75)","(7.0, 11.0, 10.576470588235294)","(21.0, 48.0, 38.5)","(13.0, 27.0, 24.5)","(8.0, 10.0, 9.339130434782609)","(1.7, 2.06, 1.952)","(31.0, 400.0, 334.0)"
15-12-2022 13:36:27.463620,"(14.0, 16.0, 15.428571428571429)","(13.0, 20.0, 19.0)","(20.0, 55.0, 49.6)","(12.0, 17.5, 16.75)","(7.0, 11.0, 10.576470588235294)","(21.0, 48.0, 38.5)","(13.0, 27.0, 24.5)","(8.0, 10.0, 9.339130434782609)","(1.7, 2.06, 2.0338709677419353)","(31.0, 400.0, 334.0)"
15-12-2022 13:36:28.696922,"(14.0, 16.0, 15.428571428571429)","(13.0, 20.0, 19.0)","(20.0, 55.0, 49.6)","(12.0, 17.5, 16.75)","(7.0, 11.0, 10.576470588235294)","(21.0, 48.0, 38.5)","(13.0, 27.0, 24.5)","(8.0, 10.0, 9.339130434782609)","(1.7, 2.06, 2.0338709677419353)","(31.0, 400.0, 334.0)"
15-12-2022 13:36:29.959982,"(14.0, 16.0, 15.428571428571429)","(13.0, 20.0, 19.0)","(20.0, 55.0, 50.84615384615385)","(12.0, 17.5, 16.75)","(7.0, 11.0, 10.576470588235294)","(21.0, 48.0, 38.5)","(13.0, 27.0, 24.5)","(8.0, 10.0, 9.339130434782609)","(1.7, 2.06, 2.0338709677419353)","(31.0, 400.0, 334.0)"
15-12-2022 13:36:31.225441,"(14.0, 15.5, 15.071428571428571)","(13.0, 20.0, 19.0)","(20.0, 65.0, 40.333333333333336)","(12.0, 17.5, 16.833333333333332)","(7.0, 11.0, 10.25)","(21.0, 48.0, 38.5)","(13.0, 27.0, 24.5)","(8.0, 10.0, 9.339130434782609)","(1.7, 2.06, 2.0310714285714284)","(31.0, 400.0, 334.0)"
15-12-2022 13:36:32.590765,"(14.0, 15.5, 15.071428571428571)","(13.0, 20.0, 19.0)","(20.0, 65.0, 40.333333333333336)","(12.0, 17.5, 16.8)","(7.0, 11.0, 10.25)","(21.0, 48.0, 38.5)","(13.0, 27.0, 24.5)","(8.0, 10.0, 9.339130434782609)","(1.7, 2.06, 2.0310714285714284)","(31.0, 400.0, 334.0)"
15-12-2022 13:36:33.884521,"(14.0, 15.5, 15.071428571428571)","(13.0, 20.0, 19.0)","(20.0, 65.0, 44.5)","(12.0, 18.0, 16.75)","(7.0, 11.0, 10.6)","(21.0, 48.0, 38.5)","(13.0, 27.0, 24.5)","(8.0, 10.0, 9.339130434782609)","(1.7, 2.06, 2.0235714285714286)","(31.0, 400.0, 334.0)"
15-12-2022 13:36:35.109285,"(14.0, 16.0, 15.428571428571429)","(13.0, 20.0, 19.0)","(20.0, 60.0, 35.888888888888886)","(12.0, 17.5, 16.75)","(7.0, 11.0, 10.454545454545455)","(21.0, 48.0, 38.5)","(13.0, 27.0, 24.5)","(8.0, 10.0, 9.310344827586206)","(1.7, 2.06, 2.0235714285714286)","(31.0, 400.0, 334.0)"
15-12-2022 13:36:36.294307,"(14.0, 16.0, 15.818181818181818)","(13.0, 20.0, 19.0)","(20.0, 60.0, 35.888888888888886)","(12.0, 17.5, 16.75)","(7.0, 11.0, 10.454545454545455)","(21.0, 48.0, 38.5)","(13.0, 27.0, 22.0)","(8.0, 10.0, 9.310344827586206)","(1.7, 2.06, 2.0235714285714286)","(31.0, 400.0, 334.0)"
15-12-2022 13:36:37.544733,"(14.0, 16.0, 15.818181818181818)","(13.0, 20.0, 19.0)","(20.0, 60.0, 35.888888888888886)","(12.0, 17.5, 16.75)","(7.0, 11.0, 10.454545454545455)","(21.0, 48.0, 38.5)","(13.0, 27.0, 22.0)","(8.0, 10.0, 9.310344827586206)","(1.7, 2.06, 2.0235714285714286)","(31.0, 400.0, 334.0)"
15-12-2022 13:36:38.795436,"(14.0, 16.0, 15.8125)","(13.0, 20.0, 19.0)","(20.0, 60.0, 44.5)","(12.0, 17.5, 16.75)","(7.0, 11.0, 10.454545454545455)","(21.0, 48.0, 38.5)","(13.0, 27.0, 22.0)","(8.0, 10.0, 9.310344827586206)","(1.7, 2.06, 1.9752941176470589)","(31.0, 400.0, 334.0)"
15-12-2022 13:36:40.084627,"(14.0, 16.0, 15.8125)","(13.0, 20.0, 19.0)","(20.0, 60.0, 47.083333333333336)","(12.0, 18.0, 16.8)","(7.0, 11.0, 10.454545454545455)","(21.0, 46.0, 40.333333333333336)","(13.0, 26.0, 23.833333333333332)","(8.0, 10.0, 9.310344827586206)","(1.7, 2.06, 1.9752941176470589)","(31.0, 400.0, 334.0)"
15-12-2022 13:36:41.385257,"(14.0, 16.0, 15.8125)","(13.0, 20.0, 19.0)","(20.0, 60.0, 47.083333333333336)","(12.0, 18.0, 16.8)","(7.0, 11.0, 10.454545454545455)","(21.0, 46.0, 40.333333333333336)","(13.0, 26.0, 23.833333333333332)","(8.0, 10.0, 9.310344827586206)","(1.7, 2.06, 1.9752941176470589)","(31.0, 400.0, 334.0)"
15-12-2022 13:36:42.685540,"(14.0, 16.0, 15.8125)","(13.0, 20.0, 19.0)","(20.0, 60.0, 50.3125)","(12.0, 18.0, 16.75)","(7.0, 11.0, 10.454545454545455)","(21.0, 46.0, 40.333333333333336)","(13.0, 26.0, 23.833333333333332)","(8.0, 10.0, 9.310344827586206)","(1.7, 2.06, 1.9752941176470589)","(31.0, 400.0, 334.0)"
15-12-2022 13:36:43.998921,"(14.0, 16.0, 15.8125)","(13.0, 20.0, 19.0)","(20.0, 60.0, 48.07692307692308)","(12.0, 17.5, 16.75)","(7.0, 11.0, 10.454545454545455)","(21.0, 46.0, 40.333333333333336)","(13.0, 26.0, 23.833333333333332)","(8.0, 10.0, 9.310344827586206)","(1.7, 2.06, 1.9752941176470589)","(31.0, 400.0, 334.0)"
15-12-2022 13:36:45.292112,"(14.0, 16.0, 15.8125)","(13.0, 20.0, 19.0)","(20.0, 60.0, 38.92)","(12.0, 17.5, 16.75)","(7.0, 11.0, 10.454545454545455)","(21.0, 46.0, 40.333333333333336)","(13.0, 26.0, 23.833333333333332)","(8.0, 10.0, 9.318518518518518)","(1.7, 2.06, 1.929090909090909)","(31.0, 400.0, 334.0)"
15-12-2022 13:36:46.549304,"(14.0, 16.0, 15.25)","(13.0, 20.0, 19.0)","(20.0, 60.0, 38.92)","(12.0, 17.5, 16.75)","(7.0, 11.0, 10.454545454545455)","(21.0, 46.0, 40.333333333333336)","(13.0, 26.0, 23.833333333333332)","(8.0, 10.0, 9.318518518518518)","(1.7, 2.06, 1.929090909090909)","(31.0, 400.0, 334.0)"
15-12-2022 13:36:47.939518,"(14.0, 16.0, 15.25)","(13.0, 20.0, 19.0)","(20.0, 55.0, 48.5)","(12.0, 18.0, 16.8)","(7.0, 11.0, 10.454545454545455)","(21.0, 46.0, 40.333333333333336)","(13.0, 26.0, 23.833333333333332)","(8.0, 10.0, 9.318518518518518)","(1.7, 2.06, 1.929090909090909)","(31.0, 400.0, 334.0)"
15-12-2022 13:36:49.365797,"(14.0, 16.0, 15.25)","(13.0, 20.0, 19.0)","(20.0, 55.0, 48.5)","(12.0, 18.0, 16.8)","(7.0, 11.0, 10.454545454545455)","(21.0, 46.0, 40.333333333333336)","(13.0, 26.0, 23.833333333333332)","(7.5, 10.0, 9.318518518518518)","(1.7, 2.06, 1.929090909090909)","(31.0, 400.0, 334.0)"
15-12-2022 13:36:50.661915,"(14.0, 16.0, 15.777777777777779)","(13.0, 20.0, 21.4)","(20.0, 55.0, 48.5)","(12.0, 18.0, 16.75)","(7.0, 11.0, 10.454545454545455)","(21.0, 46.0, 38.5)","(13.0, 26.0, 24.5)","(7.5, 10.0, 9.318518518518518)","(1.7, 2.06, 1.929090909090909)","(31.0, 400.0, 334.0)"
15-12-2022 13:36:51.906068,"(14.0, 15.5, 15.2)","(13.0, 24.0, 21.4)","(20.0, 55.0, 48.5)","(12.0, 17.5, 16.75)","(7.0, 11.0, 10.454545454545455)","(21.0, 48.0, 38.5)","(13.0, 27.0, 24.5)","(7.5, 10.0, 9.318518518518518)","(1.7, 2.06, 1.929090909090909)","(31.0, 400.0, 334.0)"
15-12-2022 13:36:53.158558,"(14.0, 15.5, 15.2)","(13.0, 24.0, 21.4)","(20.0, 55.0, 48.5)","(12.0, 17.5, 16.75)","(7.0, 11.0, 10.454545454545455)","(21.0, 48.0, 38.5)","(13.0, 27.0, 24.5)","(7.5, 10.0, 9.318518518518518)","(1.7, 2.06, 1.929090909090909)","(31.0, 400.0, 334.0)"
15-12-2022 13:36:54.458558,"(14.0, 15.5, 15.2)","(13.0, 24.0, 21.4)","(20.0, 55.0, 46.33333333333333)","(12.0, 17.5, 16.8)","(7.0, 11.0, 10.454545454545455)","(21.0, 48.0, 38.5)","(13.0, 27.0, 24.5)","(7.5, 10.0, 9.364102564102563)","(1.7, 2.06, 1.929090909090909)","(31.0, 400.0, 334.0)"
15-12-2022 13:36:55.756997,"(14.0, 16.0, 15.777777777777779)","(13.0, 24.0, 21.4)","(20.0, 55.0, 46.33333333333333)","(12.0, 18.0, 16.8)","(7.0, 11.0, 10.454545454545455)","(21.0, 48.0, 38.5)","(13.0, 27.0, 22.75)","(7.5, 10.0, 9.339130434782609)","(1.7, 2.06, 1.9934782608695651)","(31.0, 400.0, 334.0)"
15-12-2022 13:36:57.020375,"(14.0, 16.0, 15.5)","(13.0, 24.0, 19.45)","(20.0, 55.0, 41.0)","(12.0, 18.0, 16.8)","(7.0, 11.0, 10.454545454545455)","(21.0, 48.0, 38.5)","(13.0, 26.0, 22.75)","(7.5, 10.0, 9.339130434782609)","(1.7, 2.06, 1.9366666666666665)","(31.0, 400.0, 334.0)"
15-12-2022 13:36:58.311927,"(14.0, 16.0, 15.5)","(13.0, 24.0, 19.45)","(20.0, 55.0, 41.0)","(12.0, 18.0, 16.8)","(7.0, 11.0, 10.454545454545455)","(21.0, 48.0, 38.5)","(13.0, 26.0, 22.75)","(7.5, 10.0, 9.339130434782609)","(1.7, 2.06, 1.9366666666666665)","(31.0, 400.0, 334.0)"
15-12-2022 13:36:59.616505,"(14.0, 16.0, 15.5)","(13.0, 24.0, 19.45)","(20.0, 55.0, 43.18181818181819)","(12.0, 17.5, 16.75)","(7.0, 11.0, 10.571428571428571)","(21.0, 48.0, 38.5)","(13.0, 26.0, 22.75)","(7.5, 10.0, 9.339130434782609)","(1.7, 2.06, 1.9366666666666665)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:00.919931,"(14.0, 16.0, 15.5)","(13.0, 24.0, 19.45)","(20.0, 55.0, 43.18181818181819)","(12.0, 17.5, 16.75)","(7.0, 11.0, 10.571428571428571)","(21.0, 48.0, 38.5)","(13.0, 26.0, 22.75)","(7.5, 10.0, 9.339130434782609)","(1.7, 2.06, 1.9366666666666665)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:02.206850,"(14.0, 16.0, 15.5)","(13.0, 24.0, 19.45)","(20.0, 55.0, 43.18181818181819)","(12.0, 17.5, 16.75)","(7.0, 11.0, 10.285714285714286)","(21.0, 48.0, 38.5)","(13.0, 26.0, 22.75)","(7.5, 10.0, 9.339130434782609)","(1.7, 2.06, 1.9842168674698795)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:03.506450,"(14.0, 16.0, 15.5)","(13.0, 24.0, 19.45)","(20.0, 55.0, 43.18181818181819)","(12.0, 17.5, 17.5)","(7.0, 11.0, 10.285714285714286)","(21.0, 48.0, 38.5)","(13.0, 26.0, 22.75)","(7.5, 10.0, 9.339130434782609)","(1.7, 2.06, 1.9575384615384614)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:04.798280,"(13.0, 18.0, 17.0)","(13.0, 24.0, 18.526315789473685)","(20.0, 55.0, 35.0)","(12.0, 18.0, 17.5)","(7.0, 11.0, 10.285714285714286)","(20.0, 48.0, 38.5)","(13.0, 26.0, 22.75)","(7.5, 10.0, 9.320754716981131)","(1.7, 2.06, 1.9895652173913043)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:06.085474,"(13.0, 18.0, 17.0)","(13.0, 24.0, 18.526315789473685)","(20.0, 55.0, 35.0)","(12.0, 18.0, 17.5)","(7.0, 11.0, 10.285714285714286)","(20.0, 48.0, 38.5)","(13.0, 26.0, 22.75)","(7.5, 10.0, 9.320754716981131)","(1.7, 2.06, 2.0735483870967744)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:07.455295,"(13.0, 18.0, 17.0)","(13.0, 24.0, 18.526315789473685)","(20.0, 55.0, 44.75)","(12.0, 18.0, 16.75)","(7.0, 11.0, 10.4)","(20.0, 48.0, 38.5)","(13.0, 26.0, 22.75)","(7.5, 10.0, 9.320754716981131)","(1.7, 2.08, 2.0653846153846156)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:08.783641,"(13.0, 17.5, 16.25)","(13.0, 24.0, 18.526315789473685)","(20.0, 50.0, 44.75)","(12.0, 17.5, 16.75)","(7.0, 11.0, 10.4)","(20.0, 48.0, 38.5)","(13.0, 26.0, 22.75)","(7.5, 10.0, 9.320754716981131)","(1.7, 2.08, 2.0653846153846156)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:10.087916,"(13.0, 17.5, 17.03846153846154)","(13.0, 24.0, 18.22222222222222)","(20.0, 50.0, 44.0)","(12.0, 17.5, 16.75)","(7.0, 11.0, 10.4)","(20.0, 48.0, 44.5)","(13.0, 26.0, 22.75)","(7.5, 10.0, 9.320754716981131)","(1.7, 2.08, 2.0653846153846156)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:11.377667,"(12.0, 17.5, 17.03846153846154)","(13.0, 24.0, 18.22222222222222)","(21.0, 50.0, 44.0)","(12.0, 17.5, 16.5)","(7.5, 11.0, 10.4)","(20.0, 48.0, 38.5)","(13.0, 26.0, 22.75)","(7.5, 10.0, 9.320754716981131)","(1.7, 2.08, 2.0653846153846156)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:12.690608,"(12.0, 17.0, 16.0)","(13.0, 23.0, 20.25)","(21.0, 50.0, 44.0)","(12.0, 18.0, 16.5)","(7.5, 11.0, 10.4)","(20.0, 48.0, 38.5)","(13.0, 26.0, 22.75)","(7.5, 10.0, 9.320754716981131)","(1.7, 2.08, 2.0653846153846156)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:14.029897,"(12.0, 17.0, 16.0)","(13.0, 23.0, 20.25)","(21.0, 50.0, 44.0)","(12.0, 18.0, 16.5)","(7.5, 11.0, 10.625)","(20.0, 48.0, 38.5)","(13.0, 26.0, 22.75)","(7.5, 10.0, 9.8125)","(1.7, 2.08, 2.0193055555555555)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:15.339030,"(12.0, 17.0, 16.0)","(13.0, 23.0, 18.72222222222222)","(21.0, 50.0, 37.75)","(12.0, 18.0, 16.75)","(7.5, 11.0, 10.363636363636363)","(20.0, 48.0, 38.5)","(13.0, 26.0, 22.75)","(7.5, 10.0, 9.026315789473685)","(1.7, 2.08, 2.042622950819672)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:16.647332,"(12.0, 17.0, 16.0)","(13.0, 23.0, 18.72222222222222)","(21.0, 50.0, 37.75)","(12.0, 17.5, 16.75)","(7.5, 11.0, 10.363636363636363)","(20.0, 48.0, 38.5)","(13.0, 26.0, 22.75)","(7.5, 10.0, 9.026315789473685)","(1.7, 2.08, 2.0762)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:17.939370,"(12.0, 17.0, 16.0)","(13.0, 23.0, 18.72222222222222)","(21.0, 50.0, 37.75)","(12.0, 17.5, 16.75)","(7.5, 11.0, 10.65)","(20.0, 48.0, 38.5)","(13.0, 26.0, 22.75)","(7.5, 10.0, 9.026315789473685)","(1.7, 2.08, 2.0636363636363635)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:19.159274,"(12.0, 17.0, 16.0)","(13.0, 23.0, 18.72222222222222)","(21.0, 50.0, 37.75)","(12.0, 17.5, 16.75)","(7.5, 11.0, 10.25)","(20.0, 48.0, 38.5)","(13.0, 26.0, 22.75)","(7.5, 10.0, 9.114285714285714)","(1.7, 2.08, 2.0636363636363635)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:20.426946,"(12.0, 17.0, 16.0)","(13.0, 23.0, 18.72222222222222)","(21.0, 50.0, 37.75)","(12.0, 17.5, 16.75)","(7.5, 11.0, 10.285714285714286)","(20.0, 48.0, 38.5)","(13.0, 26.0, 22.75)","(7.5, 9.8, 9.114285714285714)","(1.7, 2.08, 2.0636363636363635)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:21.706288,"(12.0, 17.0, 16.0)","(13.0, 23.0, 18.72222222222222)","(21.0, 50.0, 39.5)","(12.0, 17.5, 17.318181818181817)","(7.5, 11.0, 10.285714285714286)","(20.0, 48.0, 38.5)","(13.0, 26.0, 22.75)","(7.5, 9.8, 9.114285714285714)","(1.7, 2.08, 1.981818181818182)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:23.032246,"(12.0, 17.0, 16.0)","(13.0, 23.0, 18.72222222222222)","(21.0, 50.0, 39.5)","(12.0, 18.0, 17.318181818181817)","(7.5, 11.0, 10.285714285714286)","(20.0, 48.0, 38.5)","(13.0, 26.0, 22.75)","(7.5, 9.8, 9.711111111111112)","(1.7, 2.08, 1.981818181818182)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:24.313299,"(12.0, 17.0, 16.0)","(13.0, 23.0, 18.72222222222222)","(21.0, 50.0, 42.125)","(12.0, 18.0, 16.8)","(7.5, 11.0, 10.285714285714286)","(20.0, 48.0, 38.5)","(13.0, 26.0, 22.75)","(7.5, 9.8, 9.205128205128204)","(1.7, 2.08, 2.0636363636363635)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:25.592751,"(12.0, 17.0, 16.0)","(13.0, 23.0, 20.25)","(21.0, 70.0, 37.07692307692308)","(12.0, 18.0, 16.8)","(7.5, 11.0, 10.285714285714286)","(20.0, 48.0, 38.5)","(13.0, 26.0, 22.75)","(7.5, 10.0, 9.173913043478262)","(1.7, 2.08, 2.066666666666667)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:26.859676,"(12.0, 17.0, 16.0)","(13.0, 23.0, 18.5)","(21.0, 50.0, 37.07692307692308)","(12.0, 18.0, 16.8)","(7.5, 11.0, 10.285714285714286)","(20.0, 48.0, 38.5)","(13.0, 26.0, 22.75)","(7.5, 10.0, 9.533333333333333)","(1.7, 2.1, 2.056153846153846)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:28.106568,"(12.0, 17.0, 16.0)","(13.0, 23.0, 18.5)","(21.0, 50.0, 37.07692307692308)","(12.0, 17.5, 16.75)","(7.5, 11.0, 10.25)","(20.0, 48.0, 38.5)","(13.0, 26.0, 22.75)","(7.5, 9.8, 9.533333333333333)","(1.7, 2.1, 2.056153846153846)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:29.378868,"(12.0, 17.0, 16.0)","(13.0, 23.0, 18.5)","(21.0, 50.0, 37.07692307692308)","(12.0, 17.5, 16.75)","(7.5, 11.0, 10.25)","(20.0, 48.0, 40.333333333333336)","(13.0, 26.0, 23.166666666666668)","(7.5, 9.8, 9.533333333333333)","(1.7, 2.1, 2.0442105263157897)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:30.668296,"(12.0, 17.0, 16.0)","(13.0, 22.0, 20.5)","(21.0, 50.0, 37.07692307692308)","(12.0, 17.5, 16.5)","(7.5, 11.0, 10.25)","(20.0, 46.0, 40.333333333333336)","(13.0, 25.0, 23.166666666666668)","(7.5, 9.8, 9.533333333333333)","(1.7, 2.08, 2.0442105263157897)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:32.038772,"(12.0, 17.0, 16.0)","(13.0, 22.0, 18.5)","(21.0, 50.0, 37.07692307692308)","(12.0, 17.5, 16.5)","(7.5, 11.0, 10.571428571428571)","(20.0, 46.0, 38.5)","(13.0, 25.0, 22.75)","(7.5, 9.8, 9.533333333333333)","(1.7, 2.08, 2.0442105263157897)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:33.343454,"(12.0, 17.0, 16.0)","(13.0, 23.0, 20.5)","(21.0, 50.0, 37.07692307692308)","(12.0, 17.5, 16.5)","(7.5, 11.0, 10.5)","(20.0, 48.0, 40.333333333333336)","(13.0, 26.0, 23.166666666666668)","(7.5, 9.8, 9.533333333333333)","(1.7, 2.08, 2.0605714285714285)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:34.640464,"(12.0, 17.0, 16.0)","(13.0, 22.0, 20.5)","(21.0, 50.0, 54.625)","(12.0, 17.0, 16.5)","(7.5, 11.0, 10.5)","(20.0, 46.0, 40.333333333333336)","(13.0, 25.0, 23.166666666666668)","(7.5, 9.8, 9.533333333333333)","(1.7, 2.08, 2.0605714285714285)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:35.935961,"(12.0, 17.0, 16.0)","(13.0, 22.0, 20.5)","(21.0, 70.0, 33.2)","(12.0, 17.0, 16.5)","(7.5, 11.0, 10.5)","(20.0, 46.0, 38.5)","(13.0, 25.0, 22.75)","(7.5, 9.8, 9.376470588235295)","(1.7, 2.08, 2.056949152542373)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:37.237653,"(12.0, 17.0, 16.0)","(13.0, 23.0, 20.5)","(21.0, 50.0, 33.2)","(12.0, 17.0, 16.285714285714285)","(7.5, 11.0, 10.5)","(20.0, 48.0, 40.333333333333336)","(13.0, 26.0, 23.166666666666668)","(7.5, 9.8, 9.376470588235295)","(1.7, 2.08, 2.019047619047619)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:38.521875,"(12.0, 17.0, 16.0)","(13.0, 22.0, 20.5)","(21.0, 50.0, 33.2)","(12.0, 17.0, 16.285714285714285)","(7.5, 11.0, 10.5)","(21.0, 46.0, 40.333333333333336)","(13.0, 25.0, 23.166666666666668)","(7.5, 9.8, 9.376470588235295)","(1.7, 2.08, 2.0431578947368423)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:39.766437,"(12.0, 17.0, 16.0)","(13.0, 22.0, 20.5)","(21.0, 50.0, 42.57142857142857)","(12.0, 17.0, 15.875)","(7.5, 11.0, 10.5)","(21.0, 46.0, 40.333333333333336)","(13.0, 25.0, 23.166666666666668)","(7.5, 9.8, 9.376470588235295)","(1.7, 2.1, 2.0431578947368423)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:41.036692,"(12.0, 17.0, 16.0)","(13.0, 22.0, 20.5)","(21.0, 48.0, 43.16666666666667)","(12.0, 17.0, 15.875)","(7.5, 11.0, 10.5)","(21.0, 46.0, 40.333333333333336)","(13.0, 25.0, 23.166666666666668)","(7.5, 9.8, 9.376470588235295)","(1.7, 2.1, 2.006666666666667)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:42.354927,"(12.0, 17.0, 16.0)","(13.0, 22.0, 20.5)","(21.0, 46.0, 43.16666666666667)","(12.0, 17.0, 15.875)","(7.5, 11.0, 10.5)","(21.0, 46.0, 40.333333333333336)","(13.0, 25.0, 22.75)","(7.5, 9.8, 9.376470588235295)","(1.7, 2.1, 2.006666666666667)","(31.0, 400.0, 334.0)"
15-12-2022 13:37:43.654574,"(12.0, 17.0, 16.0)","(13.0, 23.0, 17.97826086956522)","(21.0, 48.0, 42.57142857142857)","(12.0, 18.0, 16.8)","(7.5, 11.0, 10.5)","(21.0, 48.0, 40.333333333333336)","(13.0, 26.0, 23.166666666666668)","(7.5, 9.8, 9.376470588235295)","(1.7, 2.1, 2.0431578947368423)","(31.0, 400.0, 365.57142857142856)"
15-12-2022 13:37:44.919307,"(12.0, 17.0, 16.0)","(13.0, 22.0, 20.5)","(21.0, 46.0, 43.16666666666667)","(12.0, 18.0, 16.8)","(7.5, 11.0, 10.5)","(21.0, 46.0, 40.333333333333336)","(13.0, 25.0, 23.166666666666668)","(7.5, 9.8, 9.376470588235295)","(1.7, 2.1, 2.0431578947368423)","(31.0, 390.0, 365.57142857142856)"
15-12-2022 13:37:46.243639,"(12.0, 17.0, 16.0)","(13.0, 22.0, 21.333333333333332)","(21.0, 46.0, 43.16666666666667)","(12.0, 17.5, 16.166666666666668)","(7.5, 11.0, 10.5)","(21.0, 46.0, 40.333333333333336)","(13.0, 25.0, 23.166666666666668)","(7.5, 9.8, 9.256)","(1.7, 2.1, 2.0431578947368423)","(31.0, 390.0, 365.57142857142856)"
15-12-2022 13:37:47.498866,"(12.0, 17.0, 16.0)","(13.0, 22.0, 21.333333333333332)","(21.0, 46.0, 43.16666666666667)","(12.0, 17.5, 16.166666666666668)","(7.5, 11.0, 10.5)","(21.0, 46.0, 40.333333333333336)","(13.0, 25.0, 23.166666666666668)","(7.5, 9.8, 9.256)","(1.7, 2.1, 2.019047619047619)","(31.0, 390.0, 365.57142857142856)"
15-12-2022 13:37:48.772165,"(12.0, 17.0, 16.0)","(13.0, 22.0, 21.692307692307693)","(21.0, 46.0, 36.916666666666664)","(12.0, 17.5, 16.166666666666668)","(7.5, 11.0, 10.5)","(21.0, 46.0, 40.333333333333336)","(13.0, 25.0, 23.166666666666668)","(7.5, 9.8, 9.256)","(1.7, 2.08, 2.019047619047619)","(31.0, 390.0, 365.57142857142856)"
15-12-2022 13:37:50.076674,"(12.0, 17.0, 16.0)","(13.0, 21.0, 20.7)","(21.0, 48.0, 43.16666666666667)","(12.0, 17.5, 16.75)","(7.5, 11.0, 10.5)","(21.0, 46.0, 40.333333333333336)","(13.0, 25.0, 23.166666666666668)","(7.5, 9.8, 9.256)","(1.7, 2.08, 2.019047619047619)","(31.0, 390.0, 365.57142857142856)"
15-12-2022 13:37:51.360346,"(12.0, 17.0, 16.0)","(13.0, 22.0, 21.125)","(21.0, 46.0, 43.16666666666667)","(12.0, 17.5, 16.8)","(7.5, 11.0, 10.5)","(21.0, 46.0, 40.333333333333336)","(13.0, 25.0, 23.166666666666668)","(7.5, 9.8, 9.256)","(1.7, 2.08, 2.006666666666667)","(31.0, 390.0, 365.57142857142856)"
15-12-2022 13:37:52.641647,"(12.0, 17.0, 16.0)","(13.0, 22.0, 21.125)","(21.0, 46.0, 43.16666666666667)","(12.0, 18.0, 16.8)","(7.5, 11.0, 10.5)","(21.0, 46.0, 40.333333333333336)","(13.0, 25.0, 23.166666666666668)","(7.5, 9.8, 9.256)","(1.7, 2.08, 2.006666666666667)","(31.0, 390.0, 365.57142857142856)"
15-12-2022 13:37:53.871838,"(12.0, 17.0, 16.0)","(13.0, 22.0, 21.125)","(21.0, 46.0, 43.16666666666667)","(12.0, 18.0, 16.8)","(7.5, 11.0, 10.5)","(21.0, 46.0, 40.333333333333336)","(13.0, 25.0, 23.166666666666668)","(7.5, 9.8, 9.256)","(1.7, 2.08, 2.05)","(31.0, 390.0, 365.57142857142856)"
15-12-2022 13:37:55.106997,"(12.0, 17.0, 16.0)","(13.0, 22.0, 20.6)","(21.0, 46.0, 43.16666666666667)","(12.0, 18.0, 16.8)","(7.5, 11.0, 10.5)","(21.0, 46.0, 40.333333333333336)","(13.0, 25.0, 23.166666666666668)","(7.5, 9.8, 9.193939393939393)","(1.7, 2.08, 2.033684210526316)","(31.0, 390.0, 365.57142857142856)"
