,Carlos Jewel,Diamond Alex,Iced Mocha,Go Hazel,Sefton Heights,Zipping Chassis,Opawa Solomon,Diamond Neena
15-12-2022 14:54:18.288056,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 5.6000000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:19.262767,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:20.221376,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.5103448275862075)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:21.221780,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.5103448275862075)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:22.262373,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:23.285923,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:24.255602,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:25.290483,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:26.302234,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:27.299637,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:28.291101,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:29.285397,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:30.341853,"(1.8, 2.9, 2.091111111111111)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:31.496738,"(1.8, 2.9, 2.091111111111111)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:32.762046,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:33.878159,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:34.979233,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:36.081430,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:37.116537,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:38.193434,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:39.198411,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:40.187386,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:41.155567,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:42.135351,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:43.147335,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:44.158844,"(1.8, 2.9, 2.091111111111111)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:45.206159,"(1.8, 2.9, 2.091111111111111)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:46.258511,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:47.337063,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:48.405041,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:49.436903,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:50.480753,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:51.493219,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:52.483975,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:53.416421,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:54.416299,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:55.412972,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:56.462033,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:57.496926,"(1.8, 2.9, 2.091111111111111)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:58.594143,"(1.8, 2.9, 2.091111111111111)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:54:59.695641,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 12.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:55:00.747497,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.465217391304348)","(9.0, 19.0, 15.600000000000001)","(7.5, 18.0, 10.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:55:01.827605,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.45)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.362068965517241)","(9.0, 20.0, 16.266666666666666)","(7.5, 14.0, 10.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:55:02.774391,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.362068965517241)","(9.0, 20.0, 16.266666666666666)","(7.5, 14.0, 10.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:55:03.706236,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.362068965517241)","(9.0, 20.0, 16.266666666666666)","(7.5, 14.0, 10.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:55:04.691814,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.278260869565218)","(9.0, 20.0, 16.266666666666666)","(7.5, 14.0, 10.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:55:05.646085,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.278260869565218)","(9.0, 20.0, 16.266666666666666)","(7.5, 14.0, 10.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:55:06.661119,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.278260869565218)","(9.0, 20.0, 16.266666666666666)","(7.5, 14.0, 10.5)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:55:07.677014,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.0, 15.600000000000001)","(7.5, 16.5, 11.75)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:55:08.679749,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.0, 15.600000000000001)","(7.5, 16.5, 11.75)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:55:09.653758,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.0, 15.600000000000001)","(7.5, 16.5, 11.75)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:55:10.585689,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.0, 15.600000000000001)","(7.5, 16.5, 11.75)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:55:11.556512,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.278260869565218)","(9.0, 19.0, 15.600000000000001)","(7.5, 16.5, 13.785714285714286)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:55:12.543080,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.278260869565218)","(9.0, 19.0, 15.600000000000001)","(7.5, 16.5, 10.433333333333334)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:55:13.623466,"(1.8, 2.88, 2.1514285714285712)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.278260869565218)","(9.0, 19.0, 15.600000000000001)","(7.5, 16.5, 10.433333333333334)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.8)"
15-12-2022 14:55:14.700873,"(1.8, 2.96, 2.1044444444444443)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.278260869565218)","(9.0, 19.0, 16.266666666666666)","(7.5, 16.5, 9.6)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 15.52)"
15-12-2022 14:55:15.775547,"(1.8, 2.96, 2.1044444444444443)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.2, 6.575)","(9.0, 20.0, 16.266666666666666)","(7.5, 14.0, 9.6)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 15.52)"
15-12-2022 14:55:16.891914,"(1.8, 2.96, 2.1044444444444443)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.2, 6.9)","(9.0, 20.0, 16.266666666666666)","(7.5, 14.0, 9.6)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 15.52)"
15-12-2022 14:55:17.962894,"(1.8, 2.96, 2.1044444444444443)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.2, 6.9)","(9.0, 20.0, 16.266666666666666)","(7.5, 14.0, 9.6)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 15.52)"
15-12-2022 14:55:19.024789,"(1.8, 2.96, 2.1044444444444443)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.2, 6.575)","(9.0, 20.0, 16.266666666666666)","(7.5, 14.0, 9.6)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 15.52)"
15-12-2022 14:55:20.088150,"(1.8, 2.96, 2.1044444444444443)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.2, 6.575)","(9.0, 20.0, 16.266666666666666)","(7.5, 14.0, 9.6)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 15.52)"
15-12-2022 14:55:21.076740,"(1.8, 2.96, 2.1044444444444443)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.2, 6.575)","(9.0, 20.0, 16.266666666666666)","(7.5, 14.0, 10.8)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.728571428571428)"
15-12-2022 14:55:22.072390,"(1.8, 2.96, 2.1044444444444443)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.2, 6.575)","(9.0, 20.0, 13.280000000000001)","(7.5, 14.0, 10.8)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.728571428571428)"
15-12-2022 14:55:23.054913,"(1.8, 2.96, 2.1044444444444443)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.2, 6.9)","(9.0, 20.0, 13.280000000000001)","(7.5, 14.0, 10.8)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.728571428571428)"
15-12-2022 14:55:24.006136,"(1.8, 2.96, 2.1044444444444443)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.2, 6.9)","(9.0, 20.0, 13.280000000000001)","(7.5, 14.0, 10.8)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.728571428571428)"
15-12-2022 14:55:25.015171,"(1.8, 2.96, 2.1044444444444443)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.2, 6.9)","(9.0, 20.0, 13.280000000000001)","(7.5, 14.0, 12.35)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 14.728571428571428)"
15-12-2022 14:55:26.077519,"(1.8, 2.96, 2.1044444444444443)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.2, 6.9)","(9.0, 20.0, 13.280000000000001)","(7.5, 14.0, 12.35)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 11.166666666666666)"
15-12-2022 14:55:27.137155,"(1.8, 2.94, 2.1685714285714286)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.2, 6.9)","(9.0, 20.0, 13.280000000000001)","(7.5, 14.0, 12.35)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 11.166666666666666)"
15-12-2022 14:55:28.203523,"(1.8, 2.94, 2.1685714285714286)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.2, 6.9)","(9.0, 20.0, 13.280000000000001)","(7.5, 14.0, 12.35)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 11.166666666666666)"
15-12-2022 14:55:29.284308,"(1.8, 2.94, 2.1685714285714286)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.362068965517241)","(9.0, 20.0, 13.280000000000001)","(7.5, 14.0, 12.35)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 11.166666666666666)"
15-12-2022 14:55:30.331171,"(1.8, 2.94, 2.1685714285714286)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.362068965517241)","(9.0, 20.0, 13.280000000000001)","(7.5, 14.0, 12.35)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 11.166666666666666)"
15-12-2022 14:55:31.361898,"(1.8, 2.94, 2.1685714285714286)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.362068965517241)","(9.0, 20.0, 13.280000000000001)","(7.5, 14.0, 12.35)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 11.166666666666666)"
15-12-2022 14:55:32.409574,"(1.8, 2.94, 2.1685714285714286)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.362068965517241)","(9.0, 20.0, 13.280000000000001)","(7.5, 14.0, 12.577777777777778)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 11.166666666666666)"
15-12-2022 14:55:33.477874,"(1.8, 2.94, 2.1685714285714286)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.362068965517241)","(9.0, 20.0, 13.280000000000001)","(7.5, 14.0, 12.577777777777778)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 11.166666666666666)"
15-12-2022 14:55:34.493751,"(1.8, 2.94, 2.1685714285714286)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.362068965517241)","(9.0, 20.0, 13.280000000000001)","(7.5, 14.0, 12.577777777777778)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 11.166666666666666)"
15-12-2022 14:55:35.524701,"(1.8, 2.94, 2.1685714285714286)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.362068965517241)","(9.0, 20.0, 13.280000000000001)","(7.5, 14.0, 12.17142857142857)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 15.025)"
15-12-2022 14:55:36.553200,"(1.8, 2.94, 2.1685714285714286)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.362068965517241)","(9.0, 20.0, 13.280000000000001)","(7.5, 14.0, 12.17142857142857)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 12.649999999999999)"
15-12-2022 14:55:37.564227,"(1.8, 2.94, 2.1685714285714286)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.362068965517241)","(9.0, 20.0, 13.280000000000001)","(7.5, 14.0, 12.17142857142857)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 11.166666666666666)"
15-12-2022 14:55:38.604414,"(1.8, 2.94, 2.1685714285714286)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.278260869565218)","(9.0, 20.0, 13.280000000000001)","(7.5, 14.0, 12.17142857142857)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 11.166666666666666)"
15-12-2022 14:55:39.575088,"(1.8, 2.96, 2.1044444444444443)","(4.8, 8.0, 6.5600000000000005)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.278260869565218)","(9.0, 20.0, 13.280000000000001)","(7.5, 14.0, 12.17142857142857)","(31.0, 330.0, 144.76923076923077)","(8.5, 17.5, 11.166666666666666)"
