,Gulf Of Tomini,Hombre Grande,Buff In Disguise,Jahbath,Savant De Lune,Port Of Jeddah,Amy Ekcels,La Marsa
10,"[datetime.datetime(2022, 11, 28, 12, 58, 53, 18081), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 12, 58, 53, 18081), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 12, 58, 53, 18081), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 12, 58, 53, 18081), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 12, 58, 53, 18081), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 58, 53, 18081), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 58, 53, 18081), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 58, 53, 18081), 15.0, 32.0]"
11,"[datetime.datetime(2022, 11, 28, 12, 58, 54, 202041), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 12, 58, 54, 202041), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 12, 58, 54, 202041), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 12, 58, 54, 202041), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 12, 58, 54, 202041), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 58, 54, 202041), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 58, 54, 202041), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 58, 54, 202041), 15.0, 32.0]"
12,"[datetime.datetime(2022, 11, 28, 12, 58, 55, 352500), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 12, 58, 55, 352500), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 12, 58, 55, 352500), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 12, 58, 55, 352500), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 12, 58, 55, 352500), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 58, 55, 352500), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 58, 55, 352500), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 58, 55, 352500), 15.0, 32.0]"
13,"[datetime.datetime(2022, 11, 28, 12, 58, 56, 480949), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 12, 58, 56, 480949), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 12, 58, 56, 480949), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 12, 58, 56, 480949), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 12, 58, 56, 480949), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 58, 56, 480949), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 58, 56, 480949), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 58, 56, 480949), 15.0, 32.0]"
14,"[datetime.datetime(2022, 11, 28, 12, 58, 57, 619238), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 12, 58, 57, 619238), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 12, 58, 57, 619238), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 12, 58, 57, 619238), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 12, 58, 57, 619238), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 58, 57, 619238), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 58, 57, 619238), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 58, 57, 619238), 15.0, 32.0]"
15,"[datetime.datetime(2022, 11, 28, 12, 58, 58, 749443), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 12, 58, 58, 749443), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 12, 58, 58, 749443), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 12, 58, 58, 749443), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 12, 58, 58, 749443), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 58, 58, 749443), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 58, 58, 749443), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 58, 58, 749443), 15.0, 32.0]"
16,"[datetime.datetime(2022, 11, 28, 12, 58, 59, 878989), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 12, 58, 59, 878989), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 12, 58, 59, 878989), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 12, 58, 59, 878989), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 12, 58, 59, 878989), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 58, 59, 878989), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 58, 59, 878989), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 58, 59, 878989), 15.0, 32.0]"
17,"[datetime.datetime(2022, 11, 28, 12, 59, 1, 6673), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 12, 59, 1, 6673), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 12, 59, 1, 6673), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 12, 59, 1, 6673), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 12, 59, 1, 6673), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 1, 6673), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 59, 1, 6673), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 1, 6673), 15.0, 32.0]"
18,"[datetime.datetime(2022, 11, 28, 12, 59, 2, 141054), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 12, 59, 2, 141054), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 12, 59, 2, 141054), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 12, 59, 2, 141054), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 12, 59, 2, 141054), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 2, 141054), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 59, 2, 141054), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 2, 141054), 15.0, 32.0]"
19,"[datetime.datetime(2022, 11, 28, 12, 59, 3, 271291), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 12, 59, 3, 271291), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 12, 59, 3, 271291), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 12, 59, 3, 271291), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 12, 59, 3, 271291), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 3, 271291), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 59, 3, 271291), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 3, 271291), 15.0, 32.0]"
20,"[datetime.datetime(2022, 11, 28, 12, 59, 4, 406020), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 12, 59, 4, 406020), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 12, 59, 4, 406020), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 12, 59, 4, 406020), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 12, 59, 4, 406020), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 4, 406020), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 59, 4, 406020), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 4, 406020), 15.0, 32.0]"
21,"[datetime.datetime(2022, 11, 28, 12, 59, 5, 534194), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 12, 59, 5, 534194), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 12, 59, 5, 534194), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 12, 59, 5, 534194), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 12, 59, 5, 534194), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 5, 534194), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 59, 5, 534194), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 5, 534194), 15.0, 32.0]"
22,"[datetime.datetime(2022, 11, 28, 12, 59, 6, 669448), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 12, 59, 6, 669448), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 12, 59, 6, 669448), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 12, 59, 6, 669448), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 12, 59, 6, 669448), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 6, 669448), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 59, 6, 669448), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 6, 669448), 15.0, 32.0]"
23,"[datetime.datetime(2022, 11, 28, 12, 59, 7, 794358), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 12, 59, 7, 794358), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 12, 59, 7, 794358), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 12, 59, 7, 794358), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 12, 59, 7, 794358), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 7, 794358), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 59, 7, 794358), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 7, 794358), 15.0, 32.0]"
24,"[datetime.datetime(2022, 11, 28, 12, 59, 8, 947872), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 12, 59, 8, 947872), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 12, 59, 8, 947872), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 12, 59, 8, 947872), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 12, 59, 8, 947872), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 8, 947872), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 59, 8, 947872), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 8, 947872), 15.0, 32.0]"
25,"[datetime.datetime(2022, 11, 28, 12, 59, 10, 87936), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 12, 59, 10, 87936), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 12, 59, 10, 87936), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 12, 59, 10, 87936), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 12, 59, 10, 87936), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 10, 87936), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 59, 10, 87936), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 10, 87936), 15.0, 32.0]"
26,"[datetime.datetime(2022, 11, 28, 12, 59, 11, 227609), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 12, 59, 11, 227609), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 12, 59, 11, 227609), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 12, 59, 11, 227609), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 12, 59, 11, 227609), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 11, 227609), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 59, 11, 227609), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 11, 227609), 15.0, 32.0]"
27,"[datetime.datetime(2022, 11, 28, 12, 59, 12, 356443), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 12, 59, 12, 356443), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 12, 59, 12, 356443), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 12, 59, 12, 356443), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 12, 59, 12, 356443), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 12, 356443), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 59, 12, 356443), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 12, 356443), 15.0, 32.0]"
28,"[datetime.datetime(2022, 11, 28, 12, 59, 13, 496643), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 12, 59, 13, 496643), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 12, 59, 13, 496643), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 12, 59, 13, 496643), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 12, 59, 13, 496643), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 13, 496643), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 59, 13, 496643), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 13, 496643), 15.0, 32.0]"
29,"[datetime.datetime(2022, 11, 28, 12, 59, 14, 630986), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 12, 59, 14, 630986), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 12, 59, 14, 630986), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 12, 59, 14, 630986), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 12, 59, 14, 630986), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 14, 630986), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 59, 14, 630986), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 14, 630986), 15.0, 32.0]"
30,"[datetime.datetime(2022, 11, 28, 12, 59, 15, 767874), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 12, 59, 15, 767874), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 12, 59, 15, 767874), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 12, 59, 15, 767874), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 12, 59, 15, 767874), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 15, 767874), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 59, 15, 767874), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 15, 767874), 15.0, 32.0]"
31,"[datetime.datetime(2022, 11, 28, 12, 59, 16, 902246), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 12, 59, 16, 902246), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 12, 59, 16, 902246), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 12, 59, 16, 902246), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 12, 59, 16, 902246), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 16, 902246), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 59, 16, 902246), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 16, 902246), 15.0, 32.0]"
32,"[datetime.datetime(2022, 11, 28, 12, 59, 18, 54985), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 12, 59, 18, 54985), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 12, 59, 18, 54985), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 12, 59, 18, 54985), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 12, 59, 18, 54985), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 18, 54985), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 59, 18, 54985), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 18, 54985), 15.0, 32.0]"
33,"[datetime.datetime(2022, 11, 28, 12, 59, 19, 202918), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 12, 59, 19, 202918), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 12, 59, 19, 202918), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 12, 59, 19, 202918), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 12, 59, 19, 202918), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 19, 202918), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 59, 19, 202918), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 19, 202918), 15.0, 32.0]"
34,"[datetime.datetime(2022, 11, 28, 12, 59, 20, 360508), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 12, 59, 20, 360508), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 12, 59, 20, 360508), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 12, 59, 20, 360508), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 12, 59, 20, 360508), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 20, 360508), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 59, 20, 360508), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 20, 360508), 15.0, 32.0]"
35,"[datetime.datetime(2022, 11, 28, 12, 59, 21, 509616), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 12, 59, 21, 509616), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 12, 59, 21, 509616), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 12, 59, 21, 509616), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 12, 59, 21, 509616), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 21, 509616), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 59, 21, 509616), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 21, 509616), 15.0, 32.0]"
36,"[datetime.datetime(2022, 11, 28, 12, 59, 22, 657536), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 12, 59, 22, 657536), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 12, 59, 22, 657536), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 12, 59, 22, 657536), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 12, 59, 22, 657536), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 22, 657536), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 59, 22, 657536), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 22, 657536), 15.0, 32.0]"
37,"[datetime.datetime(2022, 11, 28, 12, 59, 23, 791556), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 12, 59, 23, 791556), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 12, 59, 23, 791556), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 12, 59, 23, 791556), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 12, 59, 23, 791556), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 23, 791556), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 59, 23, 791556), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 23, 791556), 15.0, 32.0]"
38,"[datetime.datetime(2022, 11, 28, 12, 59, 24, 928276), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 12, 59, 24, 928276), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 12, 59, 24, 928276), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 12, 59, 24, 928276), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 12, 59, 24, 928276), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 24, 928276), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 59, 24, 928276), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 24, 928276), 15.0, 32.0]"
39,"[datetime.datetime(2022, 11, 28, 12, 59, 26, 66750), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 12, 59, 26, 66750), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 12, 59, 26, 66750), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 12, 59, 26, 66750), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 12, 59, 26, 66750), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 26, 66750), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 59, 26, 66750), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 59, 26, 66750), 15.0, 32.0]"
