,Springfield Spirit,Khulan Kid,Sure Thing Captain,Our Boy Roy,Blue Shard,Borderline,Braeview Fella,Redbank Molly,Shez All Style
10-01-2023 15:02:34.144452,"(71.0, 150.0, 142.22222222222223)","(8.5, 13.5, 11.25)","(1.26, 1.44, 1.3766666666666667)","(51.0, 190.0, 105.0)","(21.0, 55.0, 41.5)","(10.0, 38.0, 30.0)","(31.0, 95.0, 77.5)","(31.0, 75.0, 71.875)","(7.5, 11.5, 10.040000000000001)"
10-01-2023 15:02:35.525523,"(71.0, 130.0, 121.0)","(8.5, 13.5, 11.25)","(1.26, 1.44, 1.383)","(51.0, 140.0, 105.0)","(21.0, 55.0, 41.5)","(10.0, 38.0, 30.0)","(31.0, 95.0, 77.5)","(31.0, 75.0, 71.875)","(7.5, 11.0, 10.0)"
10-01-2023 15:02:36.843366,"(71.0, 130.0, 121.0)","(8.5, 13.5, 11.25)","(1.26, 1.44, 1.383)","(51.0, 140.0, 105.0)","(21.0, 55.0, 41.5)","(10.0, 38.0, 30.0)","(31.0, 95.0, 77.5)","(31.0, 75.0, 71.875)","(7.5, 11.0, 10.100000000000001)"
10-01-2023 15:02:38.174965,"(71.0, 130.0, 121.0)","(8.5, 13.5, 11.25)","(1.26, 1.44, 1.4218181818181819)","(51.0, 140.0, 105.0)","(21.0, 55.0, 41.5)","(10.0, 38.0, 30.0)","(31.0, 95.0, 77.5)","(31.0, 75.0, 71.875)","(7.5, 11.0, 9.940000000000001)"
10-01-2023 15:02:39.467163,"(71.0, 130.0, 121.0)","(8.5, 13.5, 11.25)","(1.26, 1.44, 1.4218181818181819)","(51.0, 140.0, 105.0)","(21.0, 55.0, 41.5)","(10.0, 38.0, 30.0)","(31.0, 95.0, 77.5)","(31.0, 75.0, 71.875)","(7.5, 10.5, 9.940000000000001)"
10-01-2023 15:02:40.749642,"(71.0, 130.0, 121.0)","(8.5, 13.5, 11.25)","(1.26, 1.44, 1.3772727272727274)","(51.0, 140.0, 105.0)","(21.0, 55.0, 41.5)","(10.0, 38.0, 30.0)","(31.0, 95.0, 77.5)","(31.0, 75.0, 71.875)","(7.5, 10.5, 10.083333333333334)"
10-01-2023 15:02:42.051867,"(71.0, 130.0, 121.0)","(8.5, 13.5, 11.25)","(1.26, 1.45, 1.378888888888889)","(51.0, 140.0, 105.0)","(21.0, 55.0, 41.5)","(10.0, 38.0, 30.0)","(31.0, 95.0, 77.5)","(31.0, 75.0, 71.875)","(7.5, 11.5, 10.083333333333334)"
10-01-2023 15:02:43.340574,"(71.0, 130.0, 121.0)","(8.5, 13.5, 11.25)","(1.26, 1.45, 1.378888888888889)","(51.0, 140.0, 105.0)","(21.0, 55.0, 41.5)","(10.0, 38.0, 30.0)","(31.0, 95.0, 77.5)","(31.0, 75.0, 71.875)","(7.5, 11.5, 10.083333333333334)"
10-01-2023 15:02:44.639216,"(71.0, 130.0, 121.0)","(8.5, 13.5, 11.25)","(1.26, 1.45, 1.378888888888889)","(51.0, 140.0, 105.0)","(21.0, 55.0, 41.5)","(10.0, 38.0, 30.0)","(31.0, 95.0, 77.5)","(31.0, 75.0, 71.875)","(7.5, 11.5, 10.083333333333334)"
10-01-2023 15:02:45.948367,"(71.0, 130.0, 121.0)","(8.5, 13.5, 11.25)","(1.26, 1.45, 1.378888888888889)","(51.0, 140.0, 105.0)","(21.0, 55.0, 52.099999999999994)","(10.0, 38.0, 30.0)","(31.0, 95.0, 77.5)","(31.0, 75.0, 71.875)","(7.5, 11.5, 10.083333333333334)"
10-01-2023 15:02:47.229458,"(71.0, 130.0, 121.0)","(8.5, 13.5, 11.423076923076923)","(1.26, 1.45, 1.3780000000000001)","(51.0, 140.0, 105.0)","(21.0, 55.0, 45.66666666666667)","(10.0, 38.0, 30.0)","(31.0, 95.0, 77.5)","(31.0, 75.0, 71.875)","(7.5, 11.5, 10.083333333333334)"
10-01-2023 15:02:48.536008,"(71.0, 130.0, 123.33333333333334)","(8.5, 13.5, 11.423076923076923)","(1.26, 1.45, 1.3780000000000001)","(51.0, 140.0, 105.0)","(21.0, 55.0, 45.66666666666667)","(10.0, 38.0, 30.0)","(31.0, 95.0, 77.5)","(31.0, 75.0, 71.875)","(7.5, 11.5, 10.083333333333334)"
10-01-2023 15:02:49.829818,"(71.0, 130.0, 123.33333333333334)","(8.5, 13.5, 11.423076923076923)","(1.26, 1.45, 1.3780000000000001)","(51.0, 140.0, 105.0)","(21.0, 55.0, 45.66666666666667)","(10.0, 38.0, 30.0)","(31.0, 95.0, 77.5)","(31.0, 75.0, 71.875)","(7.5, 11.5, 10.083333333333334)"
10-01-2023 15:02:51.126383,"(71.0, 130.0, 123.33333333333334)","(8.5, 13.5, 11.423076923076923)","(1.26, 1.45, 1.3780000000000001)","(51.0, 140.0, 105.0)","(21.0, 55.0, 45.66666666666667)","(10.0, 38.0, 30.0)","(31.0, 95.0, 77.5)","(31.0, 75.0, 71.875)","(7.5, 11.5, 10.083333333333334)"
10-01-2023 15:02:52.390121,"(71.0, 130.0, 123.33333333333334)","(8.5, 13.5, 11.423076923076923)","(1.26, 1.45, 1.3780000000000001)","(51.0, 140.0, 105.0)","(21.0, 55.0, 45.66666666666667)","(10.0, 38.0, 30.0)","(31.0, 95.0, 77.5)","(31.0, 75.0, 71.875)","(7.5, 11.5, 10.285714285714286)"
10-01-2023 15:02:53.660556,"(71.0, 130.0, 123.33333333333334)","(8.5, 13.5, 11.423076923076923)","(1.26, 1.45, 1.378888888888889)","(51.0, 140.0, 105.0)","(21.0, 55.0, 45.66666666666667)","(10.0, 38.0, 30.0)","(31.0, 95.0, 77.5)","(31.0, 75.0, 71.875)","(7.5, 11.5, 10.4)"
10-01-2023 15:02:54.916366,"(71.0, 130.0, 123.33333333333334)","(8.5, 13.5, 11.423076923076923)","(1.26, 1.48, 1.38375)","(51.0, 140.0, 105.0)","(21.0, 55.0, 45.66666666666667)","(10.0, 38.0, 30.0)","(31.0, 95.0, 77.5)","(31.0, 75.0, 71.875)","(7.5, 11.0, 10.142857142857144)"
10-01-2023 15:02:56.270210,"(71.0, 130.0, 123.33333333333334)","(8.5, 13.5, 11.423076923076923)","(1.26, 1.48, 1.395)","(51.0, 140.0, 105.0)","(21.0, 55.0, 45.66666666666667)","(10.0, 38.0, 30.0)","(31.0, 95.0, 77.5)","(31.0, 75.0, 71.875)","(7.5, 11.0, 10.142857142857144)"
10-01-2023 15:02:57.587793,"(71.0, 130.0, 123.33333333333334)","(8.5, 13.5, 11.423076923076923)","(1.26, 1.47, 1.395)","(51.0, 140.0, 105.0)","(21.0, 55.0, 45.66666666666667)","(10.0, 38.0, 30.0)","(31.0, 95.0, 77.5)","(31.0, 75.0, 71.875)","(7.5, 11.0, 10.142857142857144)"
10-01-2023 15:02:58.894769,"(71.0, 130.0, 123.33333333333334)","(8.5, 13.5, 11.423076923076923)","(1.26, 1.47, 1.3684615384615386)","(51.0, 140.0, 105.0)","(21.0, 55.0, 45.66666666666667)","(10.0, 38.0, 29.666666666666668)","(31.0, 95.0, 77.5)","(31.0, 75.0, 71.875)","(7.5, 11.0, 10.142857142857144)"
10-01-2023 15:03:00.211197,"(71.0, 130.0, 123.33333333333334)","(8.5, 13.5, 11.423076923076923)","(1.26, 1.47, 1.366470588235294)","(51.0, 140.0, 105.0)","(21.0, 55.0, 48.0)","(10.0, 38.0, 29.666666666666668)","(31.0, 95.0, 77.5)","(31.0, 75.0, 65.0)","(7.5, 11.0, 10.280000000000001)"
10-01-2023 15:03:01.486308,"(71.0, 130.0, 123.33333333333334)","(8.5, 13.5, 11.911764705882353)","(1.26, 1.45, 1.4052)","(51.0, 140.0, 129.16666666666669)","(21.0, 55.0, 50.5)","(10.0, 38.0, 29.666666666666668)","(31.0, 95.0, 77.5)","(31.0, 75.0, 65.0)","(7.5, 11.0, 11.216666666666667)"
10-01-2023 15:03:02.838280,"(71.0, 210.0, 190.0)","(8.5, 13.5, 12.666666666666666)","(1.26, 1.42, 1.4085714285714286)","(51.0, 140.0, 129.16666666666669)","(21.0, 55.0, 41.5)","(10.0, 38.0, 30.857142857142858)","(31.0, 95.0, 77.5)","(31.0, 75.0, 65.0)","(7.5, 11.5, 10.785714285714286)"
10-01-2023 15:03:04.220840,"(71.0, 200.0, 145.0)","(8.5, 13.5, 12.6)","(1.26, 1.41, 1.4085714285714286)","(51.0, 140.0, 110.0)","(21.0, 55.0, 41.5)","(10.0, 38.0, 30.857142857142858)","(31.0, 95.0, 77.5)","(31.0, 75.0, 71.66666666666667)","(7.5, 11.5, 10.785714285714286)"
10-01-2023 15:03:05.582474,"(71.0, 190.0, 134.44444444444446)","(8.5, 13.5, 12.6)","(1.26, 1.41, 1.4085714285714286)","(51.0, 140.0, 110.0)","(21.0, 55.0, 41.5)","(10.0, 38.0, 30.857142857142858)","(31.0, 95.0, 77.5)","(31.0, 75.0, 71.66666666666667)","(7.5, 11.5, 10.785714285714286)"
10-01-2023 15:03:06.907831,"(71.0, 180.0, 150.0)","(8.5, 13.5, 12.6)","(1.26, 1.41, 1.4074358974358974)","(51.0, 140.0, 110.0)","(21.0, 55.0, 41.5)","(10.0, 38.0, 30.857142857142858)","(31.0, 95.0, 77.5)","(31.0, 75.0, 64.61538461538461)","(7.5, 11.5, 10.785714285714286)"
10-01-2023 15:03:08.338522,"(71.0, 170.0, 175.55555555555554)","(8.5, 13.5, 12.6)","(1.26, 1.41, 1.3646835443037975)","(51.0, 140.0, 110.0)","(21.0, 55.0, 41.5)","(10.0, 38.0, 30.857142857142858)","(31.0, 95.0, 77.5)","(31.0, 80.0, 64.61538461538461)","(7.5, 11.5, 10.785714285714286)"
10-01-2023 15:03:09.699277,"(71.0, 200.0, 145.0)","(8.5, 13.5, 12.6)","(1.26, 1.39, 1.3794736842105262)","(51.0, 140.0, 110.0)","(21.0, 55.0, 41.5)","(10.0, 38.0, 30.857142857142858)","(31.0, 95.0, 77.5)","(31.0, 80.0, 69.28571428571429)","(7.5, 11.5, 10.785714285714286)"
10-01-2023 15:03:11.080806,"(71.0, 200.0, 145.0)","(8.5, 13.5, 12.6)","(1.26, 1.38, 1.3757446808510638)","(51.0, 140.0, 110.0)","(21.0, 55.0, 41.5)","(10.0, 38.0, 30.285714285714285)","(31.0, 95.0, 77.5)","(31.0, 75.0, 69.28571428571429)","(7.5, 11.5, 10.944444444444445)"
10-01-2023 15:03:12.435049,"(71.0, 200.0, 145.0)","(8.5, 13.5, 12.666666666666666)","(1.26, 1.38, 1.3505555555555557)","(51.0, 140.0, 110.0)","(21.0, 55.0, 41.5)","(10.0, 36.0, 34.666666666666664)","(31.0, 95.0, 77.5)","(31.0, 75.0, 69.28571428571429)","(7.5, 11.5, 10.944444444444445)"
10-01-2023 15:03:13.886446,"(71.0, 200.0, 145.0)","(8.5, 13.5, 11.673076923076923)","(1.26, 1.36, 1.3505555555555557)","(51.0, 140.0, 110.0)","(21.0, 55.0, 41.5)","(10.0, 38.0, 34.0)","(31.0, 95.0, 77.5)","(31.0, 75.0, 69.28571428571429)","(7.5, 11.5, 10.944444444444445)"
10-01-2023 15:03:15.369519,"(71.0, 200.0, 108.125)","(8.5, 13.5, 11.5)","(1.26, 1.36, 1.3505555555555557)","(51.0, 140.0, 110.0)","(21.0, 55.0, 41.5)","(10.0, 40.0, 34.0)","(31.0, 95.0, 75.0)","(31.0, 75.0, 69.28571428571429)","(7.5, 11.5, 11.166666666666666)"
10-01-2023 15:03:17.066778,"(71.0, 200.0, 151.66666666666666)","(8.5, 13.5, 11.54054054054054)","(1.26, 1.36, 1.3505555555555557)","(51.0, 140.0, 110.0)","(21.0, 55.0, 46.0)","(10.0, 40.0, 32.8)","(31.0, 90.0, 85.83333333333334)","(31.0, 75.0, 70.71428571428571)","(7.5, 11.5, 11.142857142857142)"
10-01-2023 15:03:18.580230,"(71.0, 180.0, 154.44444444444446)","(8.5, 13.5, 11.48611111111111)","(1.26, 1.36, 1.353061224489796)","(51.0, 140.0, 110.0)","(21.0, 55.0, 46.0)","(10.0, 40.0, 32.8)","(31.0, 90.0, 87.5)","(31.0, 75.0, 70.71428571428571)","(7.5, 11.5, 11.314814814814815)"
10-01-2023 15:03:20.508495,"(71.0, 170.0, 171.11111111111111)","(8.5, 13.5, 11.48611111111111)","(1.26, 1.36, 1.3411413043478262)","(51.0, 140.0, 110.0)","(21.0, 55.0, 46.0)","(10.0, 40.0, 32.8)","(31.0, 90.0, 87.5)","(31.0, 75.0, 72.27272727272727)","(7.5, 12.5, 11.314814814814815)"
10-01-2023 15:03:22.178809,"(71.0, 180.0, 165.0)","(8.5, 13.5, 11.48611111111111)","(1.26, 1.35, 1.3411413043478262)","(51.0, 140.0, 110.0)","(21.0, 55.0, 46.0)","(10.0, 40.0, 32.8)","(31.0, 90.0, 87.5)","(31.0, 75.0, 72.85714285714286)","(7.5, 12.5, 11.314814814814815)"
10-01-2023 15:03:23.553772,"(71.0, 180.0, 167.5)","(8.5, 13.5, 11.48611111111111)","(1.26, 1.35, 1.3411413043478262)","(51.0, 140.0, 120.0)","(21.0, 55.0, 34.75)","(10.0, 40.0, 32.8)","(31.0, 90.0, 87.5)","(31.0, 80.0, 72.85714285714286)","(7.5, 12.5, 11.26923076923077)"
10-01-2023 15:03:24.917243,"(71.0, 180.0, 167.5)","(8.5, 13.5, 11.595238095238095)","(1.26, 1.35, 1.3438181818181818)","(51.0, 140.0, 120.0)","(21.0, 55.0, 42.666666666666664)","(10.0, 40.0, 32.8)","(31.0, 90.0, 87.5)","(31.0, 80.0, 72.85714285714286)","(7.5, 12.5, 11.26923076923077)"
10-01-2023 15:03:26.281766,"(71.0, 190.0, 176.66666666666669)","(8.5, 13.5, 11.595238095238095)","(1.26, 1.35, 1.3438181818181818)","(51.0, 140.0, 120.0)","(21.0, 50.0, 38.0)","(10.0, 40.0, 32.8)","(31.0, 90.0, 87.5)","(31.0, 80.0, 72.85714285714286)","(7.5, 12.5, 11.26923076923077)"
10-01-2023 15:03:27.598920,"(71.0, 180.0, 164.0)","(8.5, 13.5, 11.48611111111111)","(1.26, 1.35, 1.3438181818181818)","(51.0, 140.0, 110.0)","(21.0, 48.0, 38.0)","(10.0, 40.0, 32.8)","(31.0, 90.0, 87.5)","(31.0, 80.0, 72.85714285714286)","(7.5, 12.5, 11.26923076923077)"
10-01-2023 15:03:28.942873,"(71.0, 190.0, 180.0)","(8.5, 13.5, 11.428571428571429)","(1.26, 1.35, 1.3438181818181818)","(51.0, 140.0, 104.0)","(21.0, 48.0, 40.0)","(10.0, 40.0, 32.8)","(31.0, 90.0, 87.5)","(31.0, 80.0, 72.85714285714286)","(7.5, 12.5, 10.653061224489797)"
10-01-2023 15:03:30.349653,"(71.0, 190.0, 180.0)","(8.5, 13.5, 11.384615384615385)","(1.26, 1.35, 1.3438181818181818)","(51.0, 140.0, 106.66666666666667)","(21.0, 48.0, 40.0)","(10.0, 40.0, 32.8)","(31.0, 90.0, 87.5)","(31.0, 80.0, 72.85714285714286)","(7.5, 12.0, 10.591836734693878)"
10-01-2023 15:03:31.773112,"(71.0, 190.0, 163.33333333333334)","(8.5, 13.5, 12.044117647058824)","(1.26, 1.35, 1.3314285714285714)","(51.0, 120.0, 102.5)","(21.0, 48.0, 43.5)","(10.0, 40.0, 32.666666666666664)","(31.0, 90.0, 86.25)","(31.0, 80.0, 78.0)","(7.5, 12.0, 11.666666666666666)"
10-01-2023 15:03:33.144069,"(71.0, 190.0, 163.33333333333334)","(8.5, 13.5, 12.044117647058824)","(1.26, 1.34, 1.3318181818181818)","(51.0, 120.0, 102.5)","(21.0, 55.0, 43.5)","(11.0, 40.0, 32.666666666666664)","(31.0, 90.0, 86.25)","(31.0, 80.0, 75.0)","(7.5, 12.0, 11.666666666666666)"
10-01-2023 15:03:34.466397,"(71.0, 190.0, 163.33333333333334)","(8.5, 13.5, 12.044117647058824)","(1.26, 1.34, 1.3314285714285714)","(51.0, 120.0, 102.5)","(21.0, 55.0, 43.5)","(11.0, 40.0, 33.333333333333336)","(31.0, 90.0, 86.25)","(31.0, 80.0, 75.0)","(7.5, 12.0, 11.666666666666666)"
10-01-2023 15:03:35.851990,"(71.0, 190.0, 163.33333333333334)","(8.5, 13.5, 12.085714285714285)","(1.26, 1.34, 1.3314285714285714)","(51.0, 120.0, 102.5)","(21.0, 55.0, 43.5)","(11.0, 40.0, 33.333333333333336)","(31.0, 90.0, 86.25)","(31.0, 80.0, 75.0)","(7.5, 12.0, 11.666666666666666)"
10-01-2023 15:03:37.147632,"(71.0, 190.0, 163.33333333333334)","(8.5, 13.5, 12.044117647058824)","(1.26, 1.34, 1.3314285714285714)","(51.0, 120.0, 102.5)","(21.0, 55.0, 46.66666666666667)","(11.0, 40.0, 41.93939393939394)","(31.0, 90.0, 86.25)","(31.0, 80.0, 75.0)","(7.5, 12.0, 11.666666666666666)"
10-01-2023 15:03:38.417195,"(71.0, 190.0, 163.33333333333334)","(8.5, 13.5, 12.044117647058824)","(1.26, 1.34, 1.3314285714285714)","(51.0, 120.0, 106.66666666666667)","(21.0, 55.0, 42.5)","(11.0, 42.0, 52.073170731707314)","(31.0, 90.0, 86.25)","(31.0, 80.0, 75.0)","(7.5, 12.0, 11.666666666666666)"
10-01-2023 15:03:39.687866,"(71.0, 190.0, 182.5)","(8.5, 13.5, 12.053571428571429)","(1.26, 1.34, 1.3314285714285714)","(51.0, 120.0, 91.42857142857143)","(21.0, 55.0, 42.5)","(11.0, 55.0, 52.073170731707314)","(31.0, 90.0, 86.25)","(31.0, 80.0, 75.0)","(7.5, 12.0, 11.666666666666666)"
10-01-2023 15:03:40.939885,"(71.0, 190.0, 180.0)","(8.5, 13.5, 12.10344827586207)","(1.26, 1.34, 1.3326086956521739)","(51.0, 120.0, 91.42857142857143)","(21.0, 55.0, 42.5)","(11.0, 55.0, 52.073170731707314)","(31.0, 90.0, 86.25)","(31.0, 80.0, 75.0)","(7.5, 12.0, 11.666666666666666)"
10-01-2023 15:03:42.300631,"(71.0, 190.0, 180.0)","(8.5, 13.5, 12.10344827586207)","(1.26, 1.34, 1.3534453781512605)","(51.0, 120.0, 91.42857142857143)","(21.0, 55.0, 41.5)","(11.0, 55.0, 47.674418604651166)","(31.0, 90.0, 86.25)","(31.0, 80.0, 75.0)","(7.5, 12.0, 11.666666666666666)"
10-01-2023 15:03:43.587068,"(71.0, 190.0, 182.0)","(8.5, 13.5, 12.10344827586207)","(1.26, 1.36, 1.3534453781512605)","(51.0, 120.0, 91.42857142857143)","(21.0, 55.0, 41.5)","(11.0, 50.0, 43.473684210526315)","(31.0, 90.0, 86.25)","(31.0, 80.0, 75.0)","(7.5, 12.0, 11.785714285714286)"
10-01-2023 15:03:44.914057,"(71.0, 190.0, 182.0)","(8.5, 13.0, 12.444444444444445)","(1.26, 1.36, 1.355061728395062)","(51.0, 120.0, 91.42857142857143)","(21.0, 55.0, 41.5)","(11.0, 44.0, 30.545454545454547)","(31.0, 90.0, 86.25)","(31.0, 80.0, 75.0)","(7.5, 12.5, 11.7)"
10-01-2023 15:03:46.148633,"(71.0, 190.0, 182.0)","(8.5, 13.0, 12.444444444444445)","(1.26, 1.36, 1.355061728395062)","(51.0, 120.0, 90.83333333333333)","(21.0, 55.0, 41.5)","(11.0, 36.0, 36.22222222222222)","(31.0, 90.0, 87.5)","(31.0, 80.0, 75.0)","(7.5, 12.5, 11.7)"
10-01-2023 15:03:47.343553,"(71.0, 190.0, 182.0)","(8.5, 13.0, 12.444444444444445)","(1.26, 1.36, 1.3570731707317074)","(51.0, 120.0, 90.83333333333333)","(21.0, 55.0, 44.2)","(11.0, 44.0, 36.0)","(31.0, 90.0, 87.5)","(31.0, 80.0, 75.0)","(7.5, 12.5, 11.7)"
10-01-2023 15:03:48.518863,"(71.0, 190.0, 182.0)","(8.5, 11.5, 11.25)","(1.26, 1.36, 1.3402912621359224)","(51.0, 120.0, 90.83333333333333)","(21.0, 55.0, 45.5)","(11.0, 42.0, 39.33333333333333)","(31.0, 90.0, 87.5)","(31.0, 80.0, 50.526315789473685)","(7.5, 12.5, 12.0)"
10-01-2023 15:03:49.646785,"(71.0, 210.0, 200.0)","(8.5, 11.5, 12.304347826086957)","(1.26, 1.35, 1.3379734219269104)","(51.0, 120.0, 90.83333333333333)","(21.0, 55.0, 41.2)","(11.0, 42.0, 36.857142857142854)","(31.0, 90.0, 91.66666666666667)","(31.0, 60.0, 51.05263157894737)","(7.5, 12.5, 11.75)"
10-01-2023 15:03:50.842403,"(71.0, 210.0, 200.0)","(8.5, 13.0, 11.666666666666666)","(1.26, 1.35, 1.3405325443786984)","(51.0, 120.0, 102.5)","(21.0, 50.0, 44.0)","(11.0, 42.0, 38.25)","(31.0, 95.0, 95.0)","(31.0, 60.0, 52.27272727272727)","(8.0, 12.5, 11.7)"
10-01-2023 15:03:51.995694,"(71.0, 210.0, 202.5)","(8.5, 13.0, 11.857142857142858)","(1.26, 1.35, 1.34)","(51.0, 120.0, 102.5)","(21.0, 50.0, 44.285714285714285)","(11.0, 42.0, 40.0)","(31.0, 100.0, 95.0)","(31.0, 60.0, 43.63636363636363)","(8.0, 12.5, 11.7)"
10-01-2023 15:03:53.180136,"(71.0, 210.0, 204.28571428571428)","(8.5, 13.0, 12.076923076923077)","(1.26, 1.34, 1.3295652173913044)","(51.0, 120.0, 114.16666666666666)","(21.0, 50.0, 44.666666666666664)","(11.0, 42.0, 39.714285714285715)","(31.0, 100.0, 95.0)","(31.0, 60.0, 43.0)","(8.0, 12.5, 11.833333333333334)"
10-01-2023 15:03:54.316199,"(71.0, 210.0, 202.0)","(8.5, 13.0, 12.076923076923077)","(1.26, 1.34, 1.3295652173913044)","(51.0, 120.0, 110.0)","(21.0, 50.0, 47.09090909090909)","(11.0, 42.0, 40.4)","(31.0, 110.0, 97.14285714285714)","(31.0, 60.0, 46.09090909090909)","(8.0, 12.5, 11.833333333333334)"
10-01-2023 15:03:55.430155,"(71.0, 210.0, 200.0)","(8.5, 13.0, 12.076923076923077)","(1.26, 1.34, 1.3287719298245615)","(51.0, 130.0, 118.75)","(21.0, 50.0, 47.09090909090909)","(11.0, 42.0, 40.4)","(31.0, 110.0, 97.14285714285714)","(31.0, 60.0, 46.09090909090909)","(8.0, 12.5, 11.833333333333334)"
10-01-2023 15:03:56.585394,"(71.0, 210.0, 200.0)","(8.5, 12.0, 11.777777777777779)","(1.26, 1.35, 1.3410471204188483)","(51.0, 130.0, 133.63636363636363)","(21.0, 50.0, 47.33333333333333)","(11.0, 42.0, 40.666666666666664)","(31.0, 110.0, 97.14285714285714)","(31.0, 60.0, 47.2)","(8.0, 12.5, 11.833333333333334)"
10-01-2023 15:03:57.722455,"(81.0, 210.0, 200.0)","(8.5, 12.0, 11.692307692307692)","(1.24, 1.35, 1.3410471204188483)","(51.0, 170.0, 133.63636363636363)","(21.0, 50.0, 47.33333333333333)","(11.0, 42.0, 40.666666666666664)","(31.0, 110.0, 97.14285714285714)","(31.0, 55.0, 47.2)","(8.0, 12.5, 11.833333333333334)"
10-01-2023 15:03:58.911687,"(81.0, 210.0, 200.0)","(8.5, 12.0, 11.764705882352942)","(1.24, 1.36, 1.340909090909091)","(51.0, 160.0, 142.5)","(21.0, 50.0, 47.33333333333333)","(11.0, 44.0, 37.45454545454545)","(31.0, 110.0, 97.14285714285714)","(31.0, 55.0, 47.2)","(8.0, 12.5, 11.772727272727273)"
10-01-2023 15:04:00.113284,"(81.0, 210.0, 200.0)","(8.5, 13.0, 12.058823529411764)","(1.24, 1.36, 1.3376000000000001)","(51.0, 160.0, 125.0)","(21.0, 50.0, 47.45454545454545)","(11.0, 44.0, 36.857142857142854)","(31.0, 110.0, 97.14285714285714)","(31.0, 55.0, 48.4)","(8.0, 12.5, 11.772727272727273)"
10-01-2023 15:04:01.251854,"(81.0, 210.0, 202.5)","(8.5, 13.0, 11.857142857142858)","(1.24, 1.36, 1.3338775510204082)","(51.0, 160.0, 126.0)","(21.0, 50.0, 47.45454545454545)","(11.0, 44.0, 41.27272727272727)","(31.0, 110.0, 97.14285714285714)","(31.0, 50.0, 48.4)","(8.0, 12.5, 11.772727272727273)"
10-01-2023 15:04:02.436139,"(81.0, 210.0, 202.5)","(8.5, 13.0, 12.333333333333334)","(1.24, 1.36, 1.3338775510204082)","(51.0, 150.0, 126.0)","(21.0, 50.0, 46.666666666666664)","(11.0, 44.0, 41.27272727272727)","(31.0, 110.0, 97.14285714285714)","(31.0, 50.0, 48.4)","(8.0, 12.5, 11.772727272727273)"
10-01-2023 15:04:03.656020,"(81.0, 210.0, 202.5)","(8.5, 13.0, 12.333333333333334)","(1.24, 1.36, 1.3338775510204082)","(51.0, 150.0, 127.5)","(21.0, 48.0, 44.72727272727273)","(11.0, 44.0, 41.27272727272727)","(31.0, 110.0, 97.14285714285714)","(31.0, 50.0, 48.4)","(8.0, 12.5, 11.772727272727273)"
10-01-2023 15:04:04.874601,"(81.0, 210.0, 202.5)","(8.5, 13.0, 12.333333333333334)","(1.24, 1.36, 1.344)","(51.0, 140.0, 110.0)","(21.0, 48.0, 47.45454545454545)","(11.0, 44.0, 39.5)","(31.0, 110.0, 91.25)","(31.0, 50.0, 48.0)","(8.0, 12.5, 11.772727272727273)"
10-01-2023 15:04:06.105937,"(81.0, 210.0, 207.5)","(8.5, 12.5, 12.382352941176471)","(1.24, 1.36, 1.337049180327869)","(51.0, 140.0, 97.14285714285714)","(21.0, 50.0, 47.45454545454545)","(11.0, 44.0, 39.5)","(31.0, 110.0, 91.25)","(31.0, 50.0, 51.75)","(8.0, 12.5, 11.772727272727273)"
10-01-2023 15:04:07.337015,"(81.0, 230.0, 222.5)","(8.5, 12.5, 12.382352941176471)","(1.24, 1.36, 1.335438596491228)","(51.0, 140.0, 95.71428571428571)","(21.0, 50.0, 45.0)","(11.0, 44.0, 41.0)","(31.0, 110.0, 91.25)","(31.0, 55.0, 53.166666666666664)","(8.0, 12.5, 11.772727272727273)"
10-01-2023 15:04:08.566997,"(81.0, 230.0, 224.0)","(8.5, 12.5, 12.2)","(1.24, 1.36, 1.3482022471910113)","(51.0, 130.0, 100.0)","(21.0, 50.0, 45.0)","(11.0, 44.0, 41.0)","(31.0, 110.0, 98.75)","(31.0, 55.0, 53.166666666666664)","(8.0, 12.5, 11.36111111111111)"
10-01-2023 15:04:09.717290,"(101.0, 230.0, 224.0)","(8.5, 12.5, 12.2)","(1.16, 1.36, 1.3525806451612905)","(51.0, 120.0, 95.0)","(21.0, 48.0, 45.0)","(16.0, 44.0, 41.0)","(41.0, 110.0, 98.75)","(31.0, 55.0, 53.166666666666664)","(8.5, 11.5, 11.295454545454545)"
10-01-2023 15:04:10.888395,"(101.0, 230.0, 224.0)","(9.0, 12.5, 12.2)","(1.16, 1.36, 1.3525806451612905)","(61.0, 120.0, 90.83333333333333)","(21.0, 48.0, 45.0)","(16.0, 44.0, 41.0)","(41.0, 110.0, 98.75)","(31.0, 55.0, 53.111111111111114)","(8.5, 11.5, 11.295454545454545)"
10-01-2023 15:04:12.023282,"(101.0, 230.0, 224.0)","(9.0, 12.5, 12.2)","(1.16, 1.36, 1.3477906976744187)","(61.0, 120.0, 90.83333333333333)","(21.0, 48.0, 45.0)","(16.0, 44.0, 41.0)","(41.0, 110.0, 98.75)","(31.0, 55.0, 53.111111111111114)","(8.5, 11.5, 11.233333333333333)"
10-01-2023 15:04:13.149939,"(101.0, 230.0, 224.0)","(9.0, 12.5, 12.277777777777779)","(1.16, 1.36, 1.3506756756756757)","(41.0, 120.0, 90.83333333333333)","(21.0, 48.0, 45.0)","(16.0, 44.0, 41.0)","(41.0, 110.0, 98.75)","(31.0, 55.0, 53.111111111111114)","(8.5, 11.5, 11.233333333333333)"
