,Real Cute,Good Grab,Tecoma Street,Yakutsk,Spirit Of Luck,Baba Vanga,Hedonie,Heros Trinket,Lively Lass,Say Goodbye,Angels Voice
12-01-2023 14:28:45.864754,"(16.0, 28.0, 27.727272727272727)","(5.0, 8.2, 8.0)","(21.0, 28.0, 27.272727272727273)","(4.0, 4.4, 4.3694444444444445)","(51.0, 120.0, 81.42857142857143)","(101.0, 170.0, 134.28571428571428)","(2.9, 3.05, 3.0285714285714285)","(5.0, 7.2, 7.11764705882353)","(31.0, 55.0, 46.333333333333336)","(51.0, 95.0, 91.66666666666667)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:28:47.356865,"(16.0, 28.0, 27.727272727272727)","(5.0, 7.6, 7.52)","(21.0, 28.0, 27.272727272727273)","(4.0, 4.4, 4.3694444444444445)","(51.0, 120.0, 81.42857142857143)","(101.0, 170.0, 134.28571428571428)","(2.9, 3.05, 3.019047619047619)","(5.0, 7.4, 7.11764705882353)","(31.0, 55.0, 47.6)","(51.0, 95.0, 91.66666666666667)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:28:48.966179,"(16.0, 28.0, 27.727272727272727)","(5.0, 7.6, 7.52)","(21.0, 28.0, 27.272727272727273)","(4.0, 4.4, 4.3694444444444445)","(51.0, 120.0, 97.5)","(101.0, 170.0, 134.28571428571428)","(2.9, 3.05, 2.996470588235294)","(5.0, 7.4, 7.268965517241379)","(31.0, 50.0, 48.5)","(51.0, 95.0, 110.0)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:28:50.443172,"(16.0, 28.0, 27.625)","(5.0, 7.6, 7.586666666666667)","(21.0, 28.0, 27.272727272727273)","(4.0, 4.4, 4.3694444444444445)","(51.0, 120.0, 103.125)","(101.0, 170.0, 134.28571428571428)","(2.9, 3.05, 3.0166666666666666)","(5.0, 7.4, 7.274074074074075)","(31.0, 50.0, 47.6)","(51.0, 130.0, 110.0)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:28:51.914536,"(16.0, 28.0, 27.625)","(5.0, 7.8, 7.5473684210526315)","(21.0, 28.0, 27.272727272727273)","(4.0, 4.4, 4.3694444444444445)","(51.0, 120.0, 103.125)","(101.0, 170.0, 134.28571428571428)","(2.9, 3.05, 3.0166666666666666)","(5.0, 7.4, 7.274074074074075)","(31.0, 50.0, 47.6)","(51.0, 130.0, 110.0)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:28:53.638608,"(16.0, 28.0, 27.625)","(5.0, 7.8, 7.622222222222223)","(21.0, 28.0, 27.272727272727273)","(4.0, 4.4, 4.3694444444444445)","(51.0, 120.0, 103.125)","(101.0, 170.0, 134.28571428571428)","(2.9, 3.05, 3.0166666666666666)","(5.0, 7.4, 7.311111111111112)","(31.0, 50.0, 48.285714285714285)","(51.0, 130.0, 110.0)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:28:55.472499,"(16.0, 28.0, 27.625)","(5.0, 7.8, 7.660869565217391)","(21.0, 28.0, 27.272727272727273)","(4.0, 4.4, 4.3656250000000005)","(51.0, 120.0, 103.125)","(101.0, 170.0, 134.28571428571428)","(2.9, 3.0, 2.998181818181818)","(5.0, 7.4, 7.311111111111112)","(31.0, 50.0, 48.8)","(51.0, 130.0, 110.0)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:28:57.228264,"(16.0, 28.0, 27.666666666666668)","(5.0, 7.8, 7.660869565217391)","(21.0, 28.0, 27.272727272727273)","(4.0, 4.4, 4.3656250000000005)","(51.0, 120.0, 103.125)","(101.0, 170.0, 134.28571428571428)","(2.9, 3.0, 2.99812865497076)","(5.0, 7.4, 7.276923076923077)","(31.0, 50.0, 47.6)","(51.0, 130.0, 110.0)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:28:58.952369,"(16.0, 28.0, 27.666666666666668)","(5.0, 7.8, 7.660869565217391)","(21.0, 28.0, 27.272727272727273)","(4.0, 4.4, 4.3656250000000005)","(51.0, 120.0, 103.125)","(101.0, 170.0, 134.28571428571428)","(2.9, 3.0, 3.0054545454545454)","(5.0, 7.4, 7.321951219512195)","(31.0, 50.0, 47.6)","(51.0, 130.0, 110.0)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:00.662606,"(16.0, 28.0, 27.76923076923077)","(5.0, 7.8, 7.622222222222223)","(21.0, 28.0, 27.272727272727273)","(4.0, 4.4, 4.38235294117647)","(51.0, 120.0, 103.125)","(101.0, 170.0, 128.33333333333334)","(2.9, 3.05, 2.9885714285714284)","(5.0, 7.4, 7.321951219512195)","(31.0, 50.0, 47.6)","(51.0, 130.0, 110.0)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:02.376783,"(16.0, 28.0, 27.76923076923077)","(5.0, 7.8, 7.660869565217391)","(21.0, 28.0, 24.272727272727273)","(4.0, 4.5, 4.38235294117647)","(51.0, 120.0, 103.125)","(101.0, 170.0, 128.33333333333334)","(2.9, 3.0, 2.9885714285714284)","(5.0, 7.4, 7.321951219512195)","(26.0, 50.0, 49.22222222222222)","(51.0, 130.0, 110.0)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:04.049799,"(16.0, 28.0, 27.76923076923077)","(5.5, 7.8, 7.660869565217391)","(21.0, 26.0, 24.24)","(4.0, 4.5, 4.4)","(51.0, 120.0, 103.125)","(101.0, 170.0, 128.33333333333334)","(2.9, 3.0, 2.9846153846153847)","(5.0, 7.4, 7.321951219512195)","(26.0, 50.0, 49.22222222222222)","(51.0, 130.0, 115.0)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:05.604775,"(16.0, 28.0, 27.76923076923077)","(5.5, 7.8, 7.660869565217391)","(21.0, 26.0, 25.153846153846153)","(4.0, 4.5, 4.407692307692308)","(51.0, 120.0, 108.0)","(101.0, 170.0, 128.33333333333334)","(2.9, 3.0, 2.973076923076923)","(5.0, 7.4, 7.485294117647059)","(26.0, 50.0, 49.375)","(51.0, 140.0, 103.33333333333333)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:07.239257,"(16.0, 29.0, 28.636363636363637)","(5.5, 7.8, 7.90990990990991)","(21.0, 26.0, 24.565217391304348)","(4.0, 4.5, 4.397674418604651)","(51.0, 120.0, 108.0)","(101.0, 170.0, 128.33333333333334)","(2.9, 2.98, 2.917534246575342)","(5.0, 7.6, 7.534545454545454)","(26.0, 50.0, 47.333333333333336)","(51.0, 130.0, 95.71428571428571)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:08.800665,"(16.0, 29.0, 28.636363636363637)","(5.5, 8.0, 7.90990990990991)","(21.0, 26.0, 24.653061224489797)","(4.0, 4.5, 4.407692307692308)","(51.0, 120.0, 110.0)","(101.0, 170.0, 128.33333333333334)","(2.9, 2.92, 2.9156190476190473)","(5.0, 7.6, 7.538983050847458)","(26.0, 50.0, 47.333333333333336)","(51.0, 130.0, 95.71428571428571)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:10.419926,"(16.0, 29.0, 28.636363636363637)","(5.5, 8.0, 8.049056603773584)","(21.0, 26.0, 24.653061224489797)","(4.0, 4.5, 4.3875)","(51.0, 120.0, 110.0)","(101.0, 170.0, 135.0)","(2.9, 2.92, 2.833333333333333)","(5.0, 7.6, 7.621739130434783)","(26.0, 50.0, 47.333333333333336)","(51.0, 130.0, 95.71428571428571)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:12.080619,"(16.0, 29.0, 28.333333333333332)","(5.5, 8.2, 8.093333333333332)","(21.0, 26.0, 24.653061224489797)","(4.0, 4.5, 4.3875)","(51.0, 120.0, 110.0)","(101.0, 170.0, 135.0)","(2.9, 2.86, 2.814285714285714)","(5.0, 7.8, 7.659459459459459)","(26.0, 50.0, 47.333333333333336)","(51.0, 130.0, 95.71428571428571)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:13.701976,"(16.0, 29.0, 28.333333333333332)","(5.5, 8.2, 8.13913043478261)","(21.0, 26.0, 24.275862068965516)","(4.0, 4.5, 4.363636363636364)","(51.0, 120.0, 110.0)","(101.0, 170.0, 132.5)","(2.9, 2.82, 2.808108108108108)","(5.0, 7.8, 7.647826086956521)","(26.0, 50.0, 47.333333333333336)","(51.0, 130.0, 95.71428571428571)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:15.330694,"(16.0, 29.0, 28.333333333333332)","(5.5, 8.4, 8.13913043478261)","(21.0, 26.0, 24.076923076923077)","(4.0, 4.4, 4.3875)","(51.0, 120.0, 110.0)","(101.0, 170.0, 132.5)","(2.9, 2.84, 2.8118518518518516)","(5.0, 7.8, 7.654999999999999)","(26.0, 50.0, 47.333333333333336)","(51.0, 130.0, 95.71428571428571)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:16.862886,"(16.0, 29.0, 28.333333333333332)","(5.5, 8.4, 8.2)","(21.0, 26.0, 24.076923076923077)","(4.0, 4.5, 4.3875)","(51.0, 120.0, 108.0)","(101.0, 170.0, 132.5)","(2.9, 2.82, 2.811926605504587)","(5.0, 7.8, 7.675675675675675)","(26.0, 50.0, 47.333333333333336)","(51.0, 130.0, 95.71428571428571)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:18.468664,"(16.0, 29.0, 28.454545454545453)","(5.5, 8.4, 8.355555555555556)","(21.0, 26.0, 24.72222222222222)","(4.0, 4.5, 4.3875)","(51.0, 120.0, 100.0)","(101.0, 170.0, 132.5)","(2.9, 2.82, 2.824)","(5.0, 7.8, 7.690322580645161)","(26.0, 50.0, 47.333333333333336)","(51.0, 130.0, 95.71428571428571)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:20.058032,"(16.0, 29.0, 28.454545454545453)","(5.5, 8.4, 8.355555555555556)","(21.0, 25.0, 24.72222222222222)","(4.0, 4.5, 4.3875)","(51.0, 110.0, 95.0)","(101.0, 170.0, 136.66666666666666)","(2.9, 2.84, 2.822)","(5.0, 7.8, 7.746153846153846)","(26.0, 50.0, 48.666666666666664)","(51.0, 130.0, 95.71428571428571)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:21.545688,"(16.0, 29.0, 28.428571428571427)","(5.5, 8.4, 8.355555555555556)","(21.0, 25.0, 24.696969696969695)","(4.0, 4.5, 4.3875)","(51.0, 100.0, 88.75)","(91.0, 170.0, 136.66666666666666)","(2.9, 2.84, 2.822)","(5.0, 7.8, 7.791304347826086)","(31.0, 50.0, 48.666666666666664)","(51.0, 130.0, 96.66666666666667)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:23.161554,"(16.0, 29.0, 28.428571428571427)","(5.5, 8.4, 8.355555555555556)","(21.0, 25.0, 24.696969696969695)","(4.0, 4.5, 4.3875)","(51.0, 100.0, 88.75)","(91.0, 170.0, 136.66666666666666)","(2.9, 2.84, 2.8232558139534882)","(5.0, 7.8, 7.699999999999999)","(31.0, 50.0, 48.666666666666664)","(51.0, 130.0, 111.25)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:24.924694,"(16.0, 29.0, 28.733333333333334)","(5.5, 8.4, 8.333333333333332)","(21.0, 25.0, 23.733333333333334)","(4.0, 4.5, 4.3875)","(51.0, 100.0, 88.75)","(91.0, 170.0, 140.0)","(2.9, 2.84, 2.7884324324324323)","(5.0, 8.0, 7.828571428571428)","(31.0, 50.0, 48.666666666666664)","(51.0, 130.0, 111.25)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:26.809543,"(16.0, 29.0, 28.4)","(5.5, 8.6, 8.36)","(21.0, 24.0, 23.733333333333334)","(4.0, 4.5, 4.3875)","(51.0, 100.0, 88.75)","(91.0, 160.0, 131.42857142857142)","(2.9, 2.8, 2.7884324324324323)","(5.0, 8.0, 7.8707692307692305)","(31.0, 50.0, 48.666666666666664)","(51.0, 130.0, 111.25)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:28.554701,"(16.0, 29.0, 28.4)","(5.5, 8.6, 8.36)","(21.0, 24.0, 23.647058823529413)","(4.0, 4.5, 4.3875)","(51.0, 100.0, 88.75)","(91.0, 160.0, 131.42857142857142)","(2.9, 2.8, 2.7884324324324323)","(5.0, 8.0, 7.890196078431372)","(31.0, 50.0, 48.666666666666664)","(51.0, 130.0, 111.25)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:30.274939,"(16.0, 29.0, 27.846153846153847)","(5.5, 8.6, 8.36)","(21.0, 24.0, 23.647058823529413)","(4.0, 4.5, 4.3875)","(51.0, 100.0, 88.75)","(91.0, 160.0, 131.42857142857142)","(2.9, 2.8, 2.808)","(5.0, 8.0, 7.875)","(31.0, 50.0, 48.666666666666664)","(51.0, 130.0, 111.25)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:32.030638,"(16.0, 29.0, 28.625)","(5.5, 8.6, 8.36)","(21.0, 24.0, 23.647058823529413)","(4.0, 4.5, 4.3875)","(51.0, 100.0, 86.66666666666667)","(91.0, 160.0, 153.75)","(2.9, 2.82, 2.808)","(5.0, 8.0, 7.875)","(31.0, 50.0, 48.666666666666664)","(51.0, 130.0, 111.25)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:33.679128,"(16.0, 29.0, 28.625)","(5.5, 8.6, 8.36)","(21.0, 24.0, 23.647058823529413)","(4.0, 4.5, 4.377777777777777)","(51.0, 100.0, 86.66666666666667)","(91.0, 160.0, 172.5)","(2.9, 2.82, 2.8052941176470587)","(5.0, 8.0, 7.875)","(31.0, 50.0, 48.666666666666664)","(51.0, 130.0, 111.25)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:35.325277,"(16.0, 29.0, 28.625)","(5.5, 8.6, 8.36)","(21.0, 24.0, 23.647058823529413)","(4.0, 4.5, 4.377777777777777)","(51.0, 100.0, 86.66666666666667)","(91.0, 180.0, 172.5)","(2.9, 2.82, 2.802456140350877)","(5.0, 8.0, 7.875)","(31.0, 50.0, 48.666666666666664)","(51.0, 130.0, 111.25)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:36.984735,"(16.0, 29.0, 28.625)","(5.5, 8.6, 8.36)","(21.0, 24.0, 23.647058823529413)","(4.0, 4.5, 4.3875)","(51.0, 100.0, 86.66666666666667)","(91.0, 180.0, 172.5)","(2.8, 2.82, 2.8007692307692307)","(5.0, 8.0, 7.848484848484849)","(31.0, 50.0, 47.333333333333336)","(51.0, 130.0, 111.25)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:38.708842,"(16.0, 29.0, 28.625)","(5.5, 8.6, 8.36)","(21.0, 24.0, 23.916666666666668)","(4.0, 4.5, 4.3875)","(51.0, 100.0, 86.66666666666667)","(91.0, 180.0, 172.5)","(2.8, 2.82, 2.8007692307692307)","(5.0, 8.0, 7.848484848484849)","(31.0, 50.0, 47.333333333333336)","(51.0, 130.0, 111.25)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:40.323207,"(16.0, 29.0, 28.625)","(5.5, 8.6, 8.36)","(21.0, 24.0, 23.916666666666668)","(4.0, 4.5, 4.3875)","(51.0, 100.0, 86.66666666666667)","(91.0, 180.0, 172.5)","(2.8, 2.82, 2.8007692307692307)","(5.0, 8.0, 7.848484848484849)","(31.0, 50.0, 47.333333333333336)","(51.0, 130.0, 111.25)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:41.914020,"(16.0, 29.0, 28.625)","(5.5, 8.6, 8.36)","(21.0, 24.0, 23.916666666666668)","(4.0, 4.5, 4.3875)","(51.0, 100.0, 86.66666666666667)","(91.0, 180.0, 172.5)","(2.8, 2.82, 2.8007692307692307)","(5.0, 8.0, 7.8769230769230765)","(31.0, 50.0, 47.333333333333336)","(51.0, 130.0, 111.25)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:43.538389,"(16.0, 29.0, 28.625)","(5.5, 8.6, 8.36)","(21.0, 24.0, 22.789473684210527)","(4.0, 4.5, 4.3875)","(51.0, 100.0, 86.66666666666667)","(91.0, 180.0, 172.5)","(2.8, 2.82, 2.8007692307692307)","(5.0, 8.0, 7.8769230769230765)","(31.0, 50.0, 47.333333333333336)","(51.0, 130.0, 111.25)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:45.262195,"(16.0, 29.0, 28.625)","(5.5, 8.6, 8.36)","(21.0, 23.0, 22.6)","(4.0, 4.5, 4.3875)","(51.0, 100.0, 86.66666666666667)","(91.0, 180.0, 172.5)","(2.8, 2.82, 2.8007692307692307)","(5.0, 8.0, 7.8769230769230765)","(31.0, 50.0, 47.333333333333336)","(51.0, 130.0, 111.25)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:47.112473,"(16.0, 29.0, 28.625)","(5.5, 8.6, 8.36)","(21.0, 23.0, 22.571428571428573)","(4.0, 4.5, 4.3875)","(51.0, 100.0, 86.66666666666667)","(91.0, 180.0, 172.5)","(2.8, 2.82, 2.8007692307692307)","(5.0, 8.0, 7.896774193548387)","(31.0, 50.0, 47.333333333333336)","(51.0, 130.0, 111.25)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:48.897111,"(17.0, 29.0, 28.625)","(5.5, 8.6, 8.36)","(21.0, 23.0, 22.571428571428573)","(4.0, 4.5, 4.3875)","(61.0, 100.0, 86.66666666666667)","(91.0, 180.0, 172.5)","(2.7, 2.82, 2.8007692307692307)","(5.0, 8.0, 7.896774193548387)","(31.0, 50.0, 47.333333333333336)","(61.0, 130.0, 111.25)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:50.694210,"(17.0, 29.0, 28.625)","(5.5, 8.6, 8.36)","(21.0, 23.0, 22.571428571428573)","(4.0, 4.5, 4.3875)","(61.0, 100.0, 86.66666666666667)","(91.0, 180.0, 172.5)","(2.7, 2.82, 2.8011320754716977)","(5.0, 8.0, 7.905882352941177)","(31.0, 50.0, 47.333333333333336)","(61.0, 120.0, 112.22222222222223)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:52.542631,"(17.0, 29.0, 28.625)","(5.5, 8.6, 8.36)","(21.0, 23.0, 22.571428571428573)","(4.0, 4.5, 4.3875)","(61.0, 100.0, 86.66666666666667)","(91.0, 180.0, 172.5)","(2.6, 2.82, 2.8011320754716977)","(5.0, 8.0, 7.905882352941177)","(31.0, 50.0, 47.333333333333336)","(61.0, 120.0, 105.41666666666666)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:54.213581,"(17.0, 29.0, 28.625)","(5.5, 8.6, 8.36)","(21.0, 23.0, 22.571428571428573)","(4.0, 4.5, 4.3875)","(61.0, 100.0, 86.66666666666667)","(91.0, 180.0, 172.5)","(2.6, 2.82, 2.792222222222222)","(5.0, 8.0, 7.905882352941177)","(31.0, 50.0, 46.4)","(61.0, 120.0, 103.84615384615384)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:55.883255,"(17.0, 29.0, 28.625)","(5.5, 8.6, 8.36)","(21.0, 23.0, 22.59090909090909)","(4.0, 4.5, 4.3875)","(61.0, 100.0, 86.66666666666667)","(91.0, 180.0, 172.5)","(2.7, 2.82, 2.792222222222222)","(5.0, 8.0, 7.905882352941177)","(31.0, 50.0, 45.5)","(61.0, 120.0, 103.84615384615384)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:57.539855,"(17.0, 29.0, 28.625)","(5.5, 8.6, 8.36)","(21.0, 23.0, 22.59090909090909)","(4.0, 4.5, 4.3875)","(61.0, 100.0, 86.66666666666667)","(91.0, 180.0, 172.5)","(2.7, 2.82, 2.792222222222222)","(5.0, 8.0, 7.905882352941177)","(31.0, 50.0, 45.5)","(61.0, 120.0, 96.66666666666667)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:29:59.159095,"(17.0, 29.0, 28.625)","(5.5, 8.6, 8.36)","(21.0, 23.0, 22.59090909090909)","(4.0, 4.5, 4.3875)","(61.0, 100.0, 86.66666666666667)","(91.0, 180.0, 172.5)","(2.6, 2.82, 2.792222222222222)","(5.0, 8.0, 7.905882352941177)","(31.0, 50.0, 45.5)","(61.0, 120.0, 96.66666666666667)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:30:00.821590,"(17.0, 29.0, 28.625)","(5.5, 8.6, 8.36)","(21.0, 23.0, 22.333333333333332)","(4.0, 4.5, 4.402702702702703)","(61.0, 100.0, 86.66666666666667)","(91.0, 180.0, 172.5)","(2.6, 2.82, 2.7791666666666663)","(5.0, 8.0, 7.905882352941177)","(31.0, 50.0, 45.5)","(61.0, 120.0, 96.66666666666667)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:30:02.570554,"(17.0, 29.0, 28.625)","(5.5, 8.6, 8.36)","(21.0, 23.0, 22.333333333333332)","(4.0, 4.5, 4.3875)","(61.0, 100.0, 86.66666666666667)","(91.0, 180.0, 172.5)","(2.6, 2.78, 2.7896969696969696)","(5.0, 8.0, 7.905882352941177)","(31.0, 50.0, 45.5)","(61.0, 120.0, 96.66666666666667)","(20.0, 25.0, 24.76923076923077)"
12-01-2023 14:30:04.248896,"(17.0, 29.0, 28.625)","(5.5, 8.6, 8.930434782608696)","(21.0, 23.0, 22.333333333333332)","(4.0, 4.5, 4.2938053097345135)","(61.0, 100.0, 86.66666666666667)","(91.0, 180.0, 172.5)","(2.6, 2.82, 2.77915611814346)","(5.0, 8.0, 8.065)","(31.0, 50.0, 49.111111111111114)","(61.0, 120.0, 96.66666666666667)","(20.0, 25.0, 23.333333333333332)"
12-01-2023 14:30:05.974746,"(17.0, 29.0, 28.625)","(5.5, 9.0, 8.827027027027027)","(21.0, 23.0, 22.333333333333332)","(4.0, 4.4, 4.296551724137931)","(61.0, 100.0, 92.0)","(91.0, 180.0, 171.25)","(2.6, 2.78, 2.750566037735849)","(5.0, 8.2, 8.027083333333334)","(31.0, 50.0, 49.111111111111114)","(61.0, 120.0, 98.57142857142857)","(20.0, 24.0, 23.333333333333332)"
12-01-2023 14:30:07.646971,"(17.0, 29.0, 28.666666666666668)","(5.5, 9.0, 8.851162790697675)","(21.0, 23.0, 22.444444444444443)","(4.0, 4.4, 4.305511811023623)","(61.0, 100.0, 92.94117647058823)","(91.0, 190.0, 171.25)","(2.6, 2.76, 2.7533333333333334)","(5.0, 8.2, 8.043298969072165)","(31.0, 50.0, 49.42857142857143)","(61.0, 120.0, 102.0)","(20.0, 24.0, 23.384615384615383)"
12-01-2023 14:30:09.255064,"(17.0, 29.0, 28.333333333333332)","(5.5, 9.0, 8.82857142857143)","(21.0, 23.0, 22.444444444444443)","(4.0, 4.4, 4.292857142857143)","(61.0, 100.0, 92.94117647058823)","(91.0, 190.0, 171.25)","(2.6, 2.76, 2.7679452054794518)","(5.0, 8.2, 8.043298969072165)","(31.0, 50.0, 48.666666666666664)","(61.0, 120.0, 103.63636363636364)","(20.0, 24.0, 23.714285714285715)"
12-01-2023 14:30:10.887963,"(17.0, 29.0, 28.333333333333332)","(5.5, 9.0, 8.82857142857143)","(21.0, 23.0, 22.88888888888889)","(4.0, 4.4, 4.292857142857143)","(61.0, 100.0, 92.94117647058823)","(91.0, 190.0, 171.25)","(2.6, 2.78, 2.7679452054794518)","(5.0, 8.2, 8.029213483146068)","(31.0, 50.0, 47.625)","(61.0, 120.0, 103.63636363636364)","(20.0, 24.0, 23.666666666666668)"
12-01-2023 14:30:12.536169,"(17.0, 29.0, 28.333333333333332)","(5.5, 9.0, 8.82857142857143)","(21.0, 24.0, 22.88888888888889)","(4.0, 4.4, 4.292857142857143)","(61.0, 100.0, 92.94117647058823)","(91.0, 190.0, 171.25)","(2.6, 2.78, 2.7539726027397258)","(5.0, 8.2, 8.051162790697674)","(31.0, 48.0, 47.57142857142857)","(61.0, 120.0, 103.63636363636364)","(20.0, 24.0, 23.666666666666668)"
12-01-2023 14:30:14.150060,"(17.0, 29.0, 28.333333333333332)","(5.5, 9.0, 8.758620689655173)","(21.0, 24.0, 23.142857142857142)","(4.0, 4.4, 4.301639344262296)","(61.0, 100.0, 92.94117647058823)","(91.0, 190.0, 171.25)","(2.6, 2.76, 2.7539726027397258)","(5.0, 8.2, 8.051162790697674)","(31.0, 48.0, 47.57142857142857)","(61.0, 120.0, 106.66666666666667)","(20.0, 24.0, 23.666666666666668)"
12-01-2023 14:30:15.766668,"(17.0, 29.0, 28.333333333333332)","(5.5, 8.8, 8.758620689655173)","(21.0, 24.0, 23.6)","(4.0, 4.4, 4.299159663865546)","(61.0, 100.0, 92.94117647058823)","(91.0, 190.0, 171.25)","(2.6, 2.76, 2.7539726027397258)","(5.0, 8.2, 8.051162790697674)","(31.0, 48.0, 47.333333333333336)","(61.0, 120.0, 106.66666666666667)","(20.0, 24.0, 23.666666666666668)"
12-01-2023 14:30:17.428426,"(17.0, 29.0, 28.333333333333332)","(5.5, 8.8, 8.758620689655173)","(21.0, 24.0, 23.5)","(3.9, 4.4, 4.292857142857143)","(61.0, 100.0, 92.94117647058823)","(101.0, 190.0, 171.25)","(2.6, 2.76, 2.751358024691358)","(5.5, 8.2, 8.051162790697674)","(31.0, 48.0, 48.5)","(61.0, 120.0, 106.66666666666667)","(20.0, 24.0, 23.666666666666668)"
12-01-2023 14:30:19.101920,"(17.0, 29.0, 28.666666666666668)","(5.5, 8.8, 8.793103448275863)","(21.0, 24.0, 23.0625)","(3.9, 4.4, 4.292857142857143)","(61.0, 100.0, 92.94117647058823)","(101.0, 190.0, 170.0)","(2.6, 2.76, 2.751358024691358)","(5.5, 8.2, 8.041975308641975)","(31.0, 55.0, 48.5)","(61.0, 120.0, 100.0)","(20.0, 24.0, 23.666666666666668)"
12-01-2023 14:30:20.795921,"(17.0, 29.0, 28.666666666666668)","(5.5, 8.8, 8.786666666666667)","(21.0, 24.0, 23.0625)","(3.9, 4.4, 4.321052631578947)","(61.0, 100.0, 92.94117647058823)","(101.0, 180.0, 170.0)","(2.6, 2.76, 2.751358024691358)","(5.5, 8.2, 8.041975308641975)","(31.0, 55.0, 48.5)","(61.0, 120.0, 107.5)","(20.0, 24.0, 23.666666666666668)"
12-01-2023 14:30:22.388909,"(17.0, 29.0, 28.666666666666668)","(5.5, 9.0, 8.758620689655173)","(21.0, 24.0, 24.87012987012987)","(3.9, 4.4, 4.321052631578947)","(61.0, 100.0, 107.14285714285714)","(101.0, 180.0, 170.0)","(2.6, 2.76, 2.76021978021978)","(5.5, 8.2, 7.952941176470588)","(31.0, 55.0, 48.5)","(61.0, 120.0, 107.5)","(20.0, 24.0, 23.666666666666668)"
12-01-2023 14:30:24.038564,"(18.0, 29.0, 28.2)","(5.5, 8.8, 8.758620689655173)","(20.0, 25.0, 24.88607594936709)","(4.0, 4.4, 4.321052631578947)","(61.0, 110.0, 107.14285714285714)","(101.0, 180.0, 170.0)","(2.6, 2.78, 2.76021978021978)","(5.5, 8.0, 7.952941176470588)","(31.0, 55.0, 48.5)","(61.0, 120.0, 108.88888888888889)","(20.0, 24.0, 23.666666666666668)"
12-01-2023 14:30:25.620573,"(18.0, 29.0, 28.2)","(5.5, 8.8, 8.752)","(20.0, 25.0, 24.875)","(4.0, 4.4, 4.321052631578947)","(61.0, 110.0, 107.14285714285714)","(101.0, 180.0, 170.0)","(2.6, 2.78, 2.76021978021978)","(5.5, 8.0, 7.979310344827586)","(31.0, 55.0, 48.5)","(61.0, 120.0, 120.0)","(20.0, 24.0, 23.666666666666668)"
