,Writing Unexpected,Insider Trader,Devil Racer,Summer In Siam,Hide Your Heart,Enduring Night,No Impediment,Super Vino,Star Mission,Tip Top Timing,Westgrove
08-01-2023 15:07:30.113602,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.5, 9.25)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.125)","(26.0, 110.0, 101.2)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 15.666666666666668)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.6, 8.399999999999999)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:07:31.304982,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.5, 9.25)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.125)","(26.0, 110.0, 101.2)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 15.666666666666668)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.6, 8.399999999999999)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:07:32.460101,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.5, 9.25)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.125)","(26.0, 110.0, 101.2)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 15.666666666666668)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.6, 8.399999999999999)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:07:33.625574,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.5, 9.25)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.695652173913043)","(26.0, 110.0, 101.2)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 15.666666666666668)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.6, 8.399999999999999)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:07:34.841127,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.5, 9.774999999999999)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.695652173913043)","(26.0, 110.0, 101.2)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 15.666666666666668)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.6, 8.399999999999999)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:07:36.073769,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.5, 9.774999999999999)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.695652173913043)","(26.0, 110.0, 101.2)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 15.666666666666668)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.6, 8.399999999999999)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:07:37.255340,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.5, 9.774999999999999)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.695652173913043)","(26.0, 110.0, 101.2)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 15.666666666666668)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.6, 8.399999999999999)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:07:38.474695,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.5, 9.774999999999999)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.695652173913043)","(26.0, 110.0, 101.2)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.6, 8.399999999999999)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:07:39.714661,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.5, 9.774999999999999)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.695652173913043)","(26.0, 110.0, 101.2)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.6, 8.399999999999999)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:07:40.895540,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.5, 9.774999999999999)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.695652173913043)","(26.0, 110.0, 101.2)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.6, 8.399999999999999)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:07:42.081311,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.5, 9.774999999999999)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.695652173913043)","(26.0, 110.0, 101.2)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.6, 8.399999999999999)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:07:43.236446,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.5, 9.774999999999999)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.695652173913043)","(26.0, 110.0, 101.2)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.6, 8.399999999999999)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:07:44.456615,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.5, 9.774999999999999)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.695652173913043)","(26.0, 110.0, 101.2)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.6, 8.399999999999999)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:07:45.704401,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.5, 9.774999999999999)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.333333333333334)","(26.0, 110.0, 101.2)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.6, 8.8)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:07:46.917606,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.5, 9.774999999999999)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.333333333333334)","(26.0, 110.0, 101.2)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.4, 8.8)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:07:48.149325,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.5, 9.774999999999999)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.333333333333334)","(26.0, 110.0, 101.2)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.4, 8.8)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:07:49.340929,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.5, 9.774999999999999)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.333333333333334)","(26.0, 110.0, 101.2)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.4, 8.8)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:07:50.534829,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.5, 9.774999999999999)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.333333333333334)","(26.0, 110.0, 101.2)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.4, 8.8)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:07:51.694305,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.5, 9.774999999999999)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.625)","(26.0, 110.0, 95.33333333333333)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.4, 8.8)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:07:52.885084,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.647058823529411)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.625)","(26.0, 110.0, 95.33333333333333)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.4, 8.8)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:07:54.121324,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.647058823529411)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.625)","(26.0, 110.0, 95.33333333333333)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.4, 8.8)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:07:55.330817,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.647058823529411)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.625)","(26.0, 110.0, 95.33333333333333)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.4, 8.8)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:07:56.537955,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.647058823529411)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.625)","(26.0, 110.0, 95.33333333333333)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.4, 8.8)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:07:57.760559,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.647058823529411)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.625)","(26.0, 110.0, 95.33333333333333)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.4, 8.8)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:07:58.960791,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.647058823529411)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.625)","(26.0, 110.0, 95.33333333333333)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.4, 8.8)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:00.116993,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.647058823529411)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.625)","(26.0, 110.0, 95.33333333333333)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.4, 8.8)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:01.308310,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.647058823529411)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.625)","(26.0, 110.0, 95.33333333333333)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.4, 8.8)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:02.475058,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.647058823529411)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.625)","(26.0, 110.0, 95.33333333333333)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.4, 8.8)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:03.653407,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.647058823529411)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.625)","(26.0, 110.0, 95.33333333333333)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.4, 8.8)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:04.871082,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.647058823529411)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.625)","(26.0, 130.0, 112.0)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.4, 8.7)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:06.083913,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.1)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.625)","(26.0, 130.0, 112.0)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.2, 8.7)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:07.323621,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.1)","(3.6, 4.0, 3.954838709677419)","(7.5, 9.0, 8.625)","(26.0, 130.0, 112.0)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.2, 8.7)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:08.498762,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.1)","(3.5, 4.0, 3.954838709677419)","(7.0, 9.0, 8.625)","(26.0, 130.0, 112.0)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.2, 8.95)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:09.693206,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.1)","(3.5, 4.0, 3.954838709677419)","(7.0, 9.0, 8.625)","(26.0, 130.0, 112.0)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.2, 8.95)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:10.913018,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.1)","(3.5, 4.0, 3.954838709677419)","(7.0, 9.0, 8.625)","(26.0, 130.0, 112.0)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.2, 8.95)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:12.141720,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.1)","(3.5, 4.0, 3.954838709677419)","(7.0, 9.0, 8.625)","(26.0, 130.0, 112.0)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.2, 8.95)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:13.325413,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.1)","(3.5, 4.0, 3.954838709677419)","(7.0, 9.0, 8.625)","(26.0, 130.0, 112.0)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.2, 8.95)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:14.530245,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.1)","(3.5, 4.0, 3.954838709677419)","(7.0, 9.0, 8.625)","(26.0, 130.0, 112.0)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.2, 8.95)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:15.791940,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.1)","(3.5, 4.0, 3.954838709677419)","(7.0, 9.0, 8.777777777777779)","(26.0, 130.0, 112.0)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.2, 8.95)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:17.015221,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.1)","(3.5, 4.0, 3.954838709677419)","(7.0, 9.0, 8.777777777777779)","(26.0, 130.0, 112.0)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.2, 8.95)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:18.197790,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.1)","(3.5, 4.0, 3.954838709677419)","(7.0, 9.0, 8.777777777777779)","(26.0, 130.0, 112.0)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.2, 8.95)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:19.385827,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.1)","(3.5, 4.0, 3.954838709677419)","(7.0, 9.0, 8.777777777777779)","(26.0, 130.0, 112.0)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.2, 8.95)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:20.536779,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.1)","(3.5, 4.0, 3.954838709677419)","(7.0, 9.0, 8.777777777777779)","(26.0, 130.0, 112.0)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.2, 8.95)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:21.744881,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.1)","(3.5, 4.0, 3.954838709677419)","(7.0, 9.0, 8.777777777777779)","(26.0, 130.0, 112.0)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.2, 8.95)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:22.934714,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.1)","(3.5, 4.0, 3.954838709677419)","(7.0, 9.0, 8.777777777777779)","(26.0, 130.0, 112.0)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.2, 8.95)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:24.157874,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.1)","(3.5, 4.0, 3.954838709677419)","(7.0, 9.0, 8.777777777777779)","(26.0, 130.0, 112.0)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.2, 8.399999999999999)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:25.394791,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.333333333333334)","(3.5, 4.0, 3.954838709677419)","(7.0, 9.0, 8.777777777777779)","(26.0, 130.0, 112.0)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.6, 8.8)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:26.613253,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.333333333333334)","(3.5, 4.0, 3.954838709677419)","(7.0, 9.0, 8.777777777777779)","(26.0, 130.0, 112.0)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.4, 8.8)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:27.829078,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.333333333333334)","(3.5, 4.0, 3.954838709677419)","(7.0, 9.0, 8.777777777777779)","(26.0, 130.0, 112.0)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.4, 8.8)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:29.024194,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.333333333333334)","(3.5, 4.0, 3.954838709677419)","(7.0, 9.0, 8.777777777777779)","(26.0, 130.0, 112.0)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.4, 8.8)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:30.215111,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.333333333333334)","(3.5, 4.0, 3.954838709677419)","(7.0, 9.0, 8.777777777777779)","(26.0, 130.0, 112.0)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.4, 8.8)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:31.385080,"(31.0, 95.0, 84.84615384615384)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.333333333333334)","(3.5, 4.0, 3.954838709677419)","(7.0, 9.0, 8.777777777777779)","(26.0, 130.0, 112.0)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.4, 8.8)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:32.561318,"(31.0, 95.0, 62.5)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.333333333333334)","(3.5, 4.0, 3.954838709677419)","(7.0, 9.0, 8.777777777777779)","(26.0, 130.0, 112.0)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.4, 8.8)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:33.786925,"(31.0, 95.0, 62.5)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.333333333333334)","(3.5, 4.0, 3.954838709677419)","(7.0, 9.0, 8.777777777777779)","(26.0, 130.0, 76.0)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.4, 8.8)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:35.001645,"(31.0, 95.0, 62.5)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.333333333333334)","(3.5, 4.0, 3.954838709677419)","(7.0, 9.0, 8.777777777777779)","(26.0, 130.0, 76.0)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.4, 8.8)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:36.168553,"(31.0, 95.0, 62.5)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.333333333333334)","(3.5, 4.0, 3.954838709677419)","(7.0, 9.0, 8.777777777777779)","(26.0, 130.0, 118.22222222222223)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.4, 8.8)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:37.328131,"(31.0, 95.0, 62.5)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.333333333333334)","(3.5, 4.0, 3.954838709677419)","(7.0, 9.0, 8.777777777777779)","(26.0, 130.0, 118.22222222222223)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.4, 8.8)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:38.509512,"(31.0, 95.0, 62.5)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.333333333333334)","(3.5, 4.0, 3.954838709677419)","(7.0, 9.0, 8.777777777777779)","(26.0, 130.0, 118.22222222222223)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.4, 8.8)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:39.696452,"(31.0, 95.0, 62.5)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.333333333333334)","(3.5, 4.0, 3.954838709677419)","(7.0, 9.0, 8.777777777777779)","(26.0, 130.0, 118.22222222222223)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.4, 8.8)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:40.839672,"(31.0, 95.0, 62.5)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.333333333333334)","(3.5, 4.0, 3.954838709677419)","(7.0, 9.0, 8.777777777777779)","(26.0, 130.0, 118.22222222222223)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.4, 8.8)","(13.0, 27.0, 25.090909090909093)"
08-01-2023 15:08:42.000430,"(31.0, 95.0, 62.5)","(26.0, 140.0, 120.33333333333333)","(9.0, 11.0, 10.333333333333334)","(3.5, 4.0, 3.954838709677419)","(7.0, 9.0, 8.777777777777779)","(26.0, 130.0, 118.22222222222223)","(10.0, 12.5, 11.966666666666667)","(13.0, 17.5, 14.75)","(4.0, 6.8, 5.296153846153846)","(7.0, 9.4, 8.399999999999999)","(13.0, 27.0, 25.090909090909093)"
