,Natural Action,Avianna,My Names Stacey,Maximum Brooke,Thybulle Bale,Malo Magic
10-01-2023 16:05:29.410979,"(18.0, 38.0, 35.631578947368425)","(7.0, 12.0, 10.2)","(3.2, 4.8, 4.525)","(6.5, 9.0, 8.666666666666666)","(6.0, 11.0, 10.666666666666666)","(2.25, 2.78, 2.737142857142857)"
10-01-2023 16:05:30.459190,"(18.0, 38.0, 35.631578947368425)","(7.0, 12.0, 10.2)","(3.2, 4.8, 4.525)","(6.5, 9.0, 8.666666666666666)","(6.0, 11.0, 10.666666666666666)","(2.25, 2.78, 2.737142857142857)"
10-01-2023 16:05:31.456297,"(18.0, 38.0, 35.631578947368425)","(7.0, 12.0, 10.2)","(3.2, 4.8, 4.525)","(6.5, 9.0, 8.666666666666666)","(6.0, 11.0, 10.666666666666666)","(2.25, 2.78, 2.737142857142857)"
10-01-2023 16:05:32.395741,"(18.0, 38.0, 35.85714285714286)","(7.0, 12.0, 10.2)","(3.2, 4.7, 4.557142857142857)","(6.5, 9.0, 8.666666666666666)","(6.0, 11.0, 10.666666666666666)","(2.25, 2.78, 2.737142857142857)"
10-01-2023 16:05:33.366610,"(18.0, 38.0, 35.85714285714286)","(7.0, 12.0, 10.2)","(3.2, 4.8, 4.525)","(6.5, 9.0, 8.666666666666666)","(6.0, 11.0, 10.666666666666666)","(2.25, 2.78, 2.737142857142857)"
10-01-2023 16:05:34.410060,"(18.0, 38.0, 35.85714285714286)","(7.0, 12.0, 10.2)","(3.2, 4.8, 4.525)","(6.5, 9.0, 8.666666666666666)","(6.0, 11.0, 10.666666666666666)","(2.25, 2.78, 2.737142857142857)"
10-01-2023 16:05:35.475216,"(18.0, 38.0, 35.85714285714286)","(7.0, 12.0, 10.2)","(3.2, 4.8, 4.525)","(6.5, 9.0, 8.666666666666666)","(6.0, 11.0, 10.666666666666666)","(2.25, 2.78, 2.737142857142857)"
10-01-2023 16:05:36.509331,"(18.0, 38.0, 35.85714285714286)","(7.0, 12.0, 10.2)","(3.2, 4.8, 4.525)","(6.5, 9.0, 7.416666666666667)","(6.0, 11.0, 10.09090909090909)","(2.25, 2.78, 2.714545454545455)"
10-01-2023 16:05:37.450737,"(18.0, 38.0, 35.2)","(7.0, 12.0, 9.0)","(3.2, 4.7, 4.366666666666667)","(6.5, 9.0, 7.416666666666667)","(6.0, 11.0, 10.09090909090909)","(2.25, 2.74, 2.714545454545455)"
10-01-2023 16:05:38.433712,"(18.0, 38.0, 35.2)","(7.0, 12.0, 9.0)","(3.2, 4.7, 4.366666666666667)","(6.5, 9.0, 7.175438596491228)","(6.0, 11.0, 10.705882352941176)","(2.25, 2.74, 2.714545454545455)"
10-01-2023 16:05:39.313983,"(18.0, 38.0, 36.09090909090909)","(7.0, 12.0, 8.538461538461538)","(3.2, 4.7, 4.366666666666667)","(6.5, 9.0, 7.175438596491228)","(6.0, 11.0, 10.705882352941176)","(2.25, 2.74, 2.714545454545455)"
10-01-2023 16:05:40.349907,"(18.0, 38.0, 28.25)","(7.0, 11.0, 9.7)","(3.2, 4.7, 4.366666666666667)","(6.5, 9.0, 7.175438596491228)","(6.0, 11.0, 9.5)","(2.25, 2.74, 2.714545454545455)"
10-01-2023 16:05:41.376225,"(18.0, 38.0, 34.1)","(7.0, 11.0, 9.7)","(3.2, 4.7, 4.366666666666667)","(6.5, 9.0, 7.175438596491228)","(6.0, 11.0, 9.5)","(2.25, 2.74, 2.714545454545455)"
10-01-2023 16:05:42.364161,"(18.0, 38.0, 35.705882352941174)","(7.0, 11.0, 9.7)","(3.2, 4.7, 4.366666666666667)","(6.5, 9.0, 7.175438596491228)","(6.0, 11.0, 9.5)","(2.25, 2.74, 2.714545454545455)"
10-01-2023 16:05:43.398942,"(18.0, 38.0, 35.705882352941174)","(7.0, 11.0, 9.266666666666667)","(3.2, 4.7, 4.366666666666667)","(6.5, 9.0, 7.175438596491228)","(6.0, 11.0, 9.5)","(2.25, 2.74, 2.714545454545455)"
10-01-2023 16:05:44.363334,"(18.0, 38.0, 35.705882352941174)","(7.0, 11.0, 10.0)","(3.2, 4.7, 4.366666666666667)","(6.5, 9.0, 7.175438596491228)","(6.0, 11.0, 9.5)","(2.25, 2.74, 2.714545454545455)"
10-01-2023 16:05:45.376915,"(18.0, 38.0, 35.705882352941174)","(7.0, 11.0, 9.615384615384615)","(3.2, 4.7, 4.366666666666667)","(6.5, 9.0, 7.233962264150944)","(6.0, 11.0, 9.5)","(2.25, 2.74, 2.712)"
10-01-2023 16:05:46.379932,"(18.0, 38.0, 35.705882352941174)","(7.0, 11.0, 8.666666666666666)","(3.2, 4.7, 4.366666666666667)","(6.5, 9.0, 7.233962264150944)","(6.0, 11.0, 9.5)","(2.25, 2.74, 2.712)"
10-01-2023 16:05:47.369695,"(18.0, 38.0, 35.705882352941174)","(7.0, 11.0, 8.666666666666666)","(3.2, 4.7, 3.9875)","(6.5, 9.0, 7.233962264150944)","(6.0, 11.0, 9.5)","(2.25, 2.74, 2.710526315789474)"
10-01-2023 16:05:48.485839,"(18.0, 38.0, 35.705882352941174)","(7.0, 11.0, 8.333333333333332)","(3.2, 4.7, 3.9875)","(6.5, 9.0, 7.233962264150944)","(6.0, 11.0, 9.5)","(2.25, 2.74, 2.710526315789474)"
10-01-2023 16:05:49.520649,"(18.0, 38.0, 35.705882352941174)","(7.0, 11.0, 8.333333333333332)","(3.2, 4.7, 3.9875)","(6.5, 9.0, 7.233962264150944)","(6.0, 11.0, 9.5)","(2.25, 2.74, 2.710526315789474)"
10-01-2023 16:05:50.622093,"(18.0, 38.0, 35.705882352941174)","(7.0, 11.0, 8.333333333333332)","(3.2, 4.7, 3.9875)","(6.5, 9.0, 7.233962264150944)","(6.0, 11.0, 9.5)","(2.25, 2.74, 2.710526315789474)"
10-01-2023 16:05:51.724701,"(18.0, 38.0, 35.705882352941174)","(7.0, 11.0, 8.333333333333332)","(3.2, 4.7, 3.9875)","(6.5, 9.0, 7.233962264150944)","(6.0, 11.0, 9.5)","(2.25, 2.74, 2.710526315789474)"
10-01-2023 16:05:52.853542,"(18.0, 38.0, 35.705882352941174)","(7.0, 11.0, 8.333333333333332)","(3.2, 4.7, 3.9875)","(6.5, 9.0, 8.0)","(6.0, 11.0, 9.5)","(2.25, 2.74, 2.710526315789474)"
10-01-2023 16:05:53.854633,"(18.0, 38.0, 35.705882352941174)","(7.0, 11.0, 8.333333333333332)","(3.2, 4.7, 3.9875)","(6.5, 8.8, 8.0)","(6.0, 11.0, 10.4)","(2.25, 2.74, 2.7062500000000003)"
10-01-2023 16:05:54.795820,"(18.0, 38.0, 34.4)","(7.0, 11.0, 8.333333333333332)","(3.2, 4.7, 4.225)","(6.5, 8.8, 8.0)","(6.0, 11.0, 10.584615384615384)","(2.25, 2.74, 2.7062500000000003)"
10-01-2023 16:05:55.861057,"(18.0, 38.0, 34.72727272727273)","(7.0, 11.0, 8.333333333333332)","(3.2, 4.7, 4.225)","(6.5, 8.8, 8.0)","(6.0, 11.0, 10.584615384615384)","(2.25, 2.74, 2.7062500000000003)"
10-01-2023 16:05:56.924270,"(18.0, 38.0, 34.72727272727273)","(7.0, 11.0, 8.333333333333332)","(3.2, 4.7, 4.225)","(6.5, 8.8, 8.0)","(6.0, 11.0, 10.584615384615384)","(2.25, 2.74, 2.7062500000000003)"
10-01-2023 16:05:58.056474,"(18.0, 38.0, 34.72727272727273)","(7.0, 11.0, 8.333333333333332)","(3.2, 4.7, 4.225)","(6.5, 8.8, 8.5)","(6.0, 11.0, 10.841176470588236)","(2.25, 2.74, 2.7062500000000003)"
10-01-2023 16:05:59.116476,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.327272727272726)","(3.2, 4.7, 4.225)","(6.5, 8.8, 8.142857142857142)","(6.0, 11.0, 10.841176470588236)","(2.25, 2.74, 2.7062500000000003)"
10-01-2023 16:06:00.035820,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.327272727272726)","(3.2, 4.7, 4.225)","(6.5, 8.6, 8.142857142857142)","(6.0, 11.0, 10.841176470588236)","(2.25, 2.74, 2.7062500000000003)"
10-01-2023 16:06:01.066089,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.327272727272726)","(3.2, 4.7, 4.225)","(6.5, 8.6, 8.142857142857142)","(6.0, 11.0, 10.841176470588236)","(2.25, 2.74, 2.727317073170732)"
10-01-2023 16:06:02.139308,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.327272727272726)","(3.2, 4.7, 4.225)","(6.5, 8.6, 8.0)","(6.0, 11.0, 10.841176470588236)","(2.25, 2.74, 2.49)"
10-01-2023 16:06:03.269346,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.327272727272726)","(3.2, 4.7, 4.225)","(6.5, 8.6, 8.0)","(6.0, 11.0, 10.841176470588236)","(2.25, 2.74, 2.49)"
10-01-2023 16:06:04.402120,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.327272727272726)","(3.2, 4.7, 4.225)","(6.5, 8.6, 8.0)","(6.0, 11.0, 10.841176470588236)","(2.25, 2.74, 2.49)"
10-01-2023 16:06:05.391269,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.327272727272726)","(3.2, 4.7, 4.225)","(6.5, 8.6, 7.666666666666666)","(6.0, 11.0, 10.841176470588236)","(2.25, 2.74, 2.49)"
10-01-2023 16:06:06.369771,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.327272727272726)","(3.2, 4.7, 4.225)","(6.5, 8.6, 7.666666666666666)","(6.0, 11.0, 10.841176470588236)","(2.25, 2.74, 2.49)"
10-01-2023 16:06:07.484275,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.327272727272726)","(3.2, 4.7, 4.225)","(6.5, 8.6, 7.666666666666666)","(6.0, 11.0, 10.841176470588236)","(2.25, 2.74, 2.49)"
10-01-2023 16:06:08.527413,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.327272727272726)","(3.2, 4.7, 4.225)","(6.5, 8.6, 7.666666666666666)","(6.0, 11.0, 10.841176470588236)","(2.25, 2.74, 2.49)"
10-01-2023 16:06:09.606187,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.327272727272726)","(3.2, 4.7, 4.225)","(6.5, 8.6, 7.190476190476191)","(6.0, 11.0, 10.841176470588236)","(2.25, 2.74, 2.47)"
10-01-2023 16:06:10.599749,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.327272727272726)","(3.2, 4.7, 4.225)","(6.5, 8.6, 7.583333333333334)","(6.0, 11.0, 10.841176470588236)","(2.25, 2.7, 2.47)"
10-01-2023 16:06:11.660629,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.327272727272726)","(3.2, 4.7, 4.225)","(6.5, 8.4, 7.999999999999999)","(6.0, 11.0, 10.841176470588236)","(2.25, 2.7, 2.47)"
10-01-2023 16:06:12.720564,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 9.08)","(3.2, 4.7, 4.225)","(6.5, 8.2, 7.999999999999999)","(6.0, 11.0, 10.841176470588236)","(2.25, 2.7, 2.67125)"
10-01-2023 16:06:13.929439,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.136363636363637)","(3.2, 4.7, 4.225)","(6.5, 8.2, 7.3)","(6.0, 11.0, 10.841176470588236)","(2.25, 2.7, 2.67125)"
10-01-2023 16:06:15.293025,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.136363636363637)","(3.2, 4.7, 4.594444444444445)","(6.5, 8.2, 7.3999999999999995)","(6.0, 11.0, 9.8)","(2.25, 2.7, 2.67125)"
10-01-2023 16:06:16.461266,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.136363636363637)","(3.2, 4.7, 4.541666666666667)","(6.5, 8.2, 7.3999999999999995)","(6.0, 11.0, 9.8)","(2.25, 2.7, 2.67125)"
10-01-2023 16:06:17.703554,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.136363636363637)","(3.2, 4.7, 4.541666666666667)","(6.5, 8.2, 7.3999999999999995)","(6.0, 11.0, 9.8)","(2.25, 2.7, 2.6729411764705886)"
10-01-2023 16:06:18.939276,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.136363636363637)","(3.2, 4.7, 4.541666666666667)","(6.5, 8.2, 7.3999999999999995)","(6.0, 11.0, 9.8)","(2.25, 2.7, 2.6729411764705886)"
10-01-2023 16:06:20.067510,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.136363636363637)","(3.2, 4.7, 4.541666666666667)","(6.5, 8.2, 7.057142857142857)","(6.0, 11.0, 9.8)","(2.25, 2.7, 2.6729411764705886)"
10-01-2023 16:06:21.140441,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.136363636363637)","(3.2, 4.7, 4.541666666666667)","(6.5, 8.2, 7.057142857142857)","(6.0, 11.0, 9.8)","(2.25, 2.7, 2.6729411764705886)"
10-01-2023 16:06:22.052280,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.136363636363637)","(3.2, 4.7, 4.541666666666667)","(6.5, 8.2, 7.057142857142857)","(6.0, 11.0, 9.8)","(2.25, 2.7, 2.6729411764705886)"
10-01-2023 16:06:23.040073,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.136363636363637)","(3.2, 4.7, 4.541666666666667)","(6.5, 8.2, 7.057142857142857)","(6.0, 11.0, 9.8)","(2.25, 2.7, 2.6729411764705886)"
10-01-2023 16:06:24.163148,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.136363636363637)","(3.2, 4.7, 4.541666666666667)","(6.5, 8.2, 6.741176470588235)","(6.0, 11.0, 9.8)","(2.25, 2.7, 2.6729411764705886)"
10-01-2023 16:06:25.283928,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.136363636363637)","(3.2, 4.7, 4.541666666666667)","(6.5, 8.2, 7.1)","(6.0, 11.0, 9.8)","(2.25, 2.7, 2.6729411764705886)"
10-01-2023 16:06:26.292056,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.136363636363637)","(3.2, 4.7, 4.541666666666667)","(6.5, 7.8, 7.45)","(6.0, 11.0, 9.8)","(2.25, 2.7, 2.6729411764705886)"
10-01-2023 16:06:27.260675,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.136363636363637)","(3.2, 4.7, 4.541666666666667)","(6.5, 7.8, 6.925)","(6.0, 11.0, 9.8)","(2.25, 2.7, 2.6729411764705886)"
10-01-2023 16:06:28.326077,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.136363636363637)","(3.2, 4.7, 4.541666666666667)","(6.5, 7.8, 6.925)","(6.0, 11.0, 9.8)","(2.25, 2.7, 2.6729411764705886)"
10-01-2023 16:06:29.392860,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.136363636363637)","(3.2, 4.7, 4.541666666666667)","(6.5, 7.8, 6.5354838709677425)","(6.0, 11.0, 9.8)","(2.25, 2.7, 2.6729411764705886)"
10-01-2023 16:06:30.434305,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.136363636363637)","(3.2, 4.7, 4.541666666666667)","(6.5, 7.8, 6.5354838709677425)","(6.0, 11.0, 9.8)","(2.25, 2.7, 2.6729411764705886)"
10-01-2023 16:06:31.500632,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.666666666666666)","(3.2, 4.7, 4.541666666666667)","(6.5, 7.8, 6.5354838709677425)","(6.0, 11.0, 9.8)","(2.25, 2.7, 2.6729411764705886)"
10-01-2023 16:06:32.576853,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 9.2)","(3.2, 4.7, 4.541666666666667)","(6.5, 7.8, 6.5354838709677425)","(6.0, 11.0, 9.8)","(2.25, 2.7, 2.6729411764705886)"
10-01-2023 16:06:33.673721,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 9.2)","(3.2, 4.7, 4.541666666666667)","(6.5, 7.8, 6.5354838709677425)","(6.0, 11.0, 9.8)","(2.25, 2.7, 2.6729411764705886)"
10-01-2023 16:06:34.706734,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 9.2)","(3.2, 4.7, 4.541666666666667)","(6.5, 7.8, 6.5354838709677425)","(6.0, 11.0, 9.8)","(2.25, 2.7, 2.6729411764705886)"
10-01-2023 16:06:35.795183,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 9.2)","(3.2, 4.7, 4.541666666666667)","(6.5, 7.8, 6.5354838709677425)","(6.0, 11.0, 9.8)","(2.25, 2.7, 2.6729411764705886)"
10-01-2023 16:06:36.886448,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 9.2)","(3.2, 4.7, 4.541666666666667)","(6.5, 7.8, 6.625)","(6.0, 11.0, 9.8)","(2.25, 2.7, 2.6729411764705886)"
10-01-2023 16:06:37.839545,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 9.2)","(3.2, 4.7, 4.541666666666667)","(6.5, 7.6, 6.625)","(6.0, 11.0, 9.8)","(2.25, 2.7, 2.6729411764705886)"
10-01-2023 16:06:38.865644,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 9.2)","(3.2, 4.7, 4.541666666666667)","(6.5, 7.6, 6.625)","(6.0, 11.0, 9.8)","(2.25, 2.7, 2.6729411764705886)"
10-01-2023 16:06:39.948436,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.822222222222221)","(3.2, 4.7, 4.541666666666667)","(6.5, 7.6, 6.625)","(6.0, 11.0, 9.8)","(2.25, 2.7, 2.6729411764705886)"
10-01-2023 16:06:41.161511,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 8.822222222222221)","(3.2, 4.7, 4.541666666666667)","(6.5, 7.6, 6.625)","(6.0, 11.0, 9.8)","(2.25, 2.7, 2.499047619047619)"
10-01-2023 16:06:42.600075,"(18.0, 38.0, 35.88235294117647)","(7.0, 11.0, 10.308333333333334)","(3.2, 4.7, 4.45)","(6.5, 7.6, 6.4972972972972975)","(6.0, 11.0, 9.8)","(2.25, 2.58, 2.495)"
10-01-2023 16:06:43.696137,"(18.0, 38.0, 35.88235294117647)","(7.5, 10.5, 10.308333333333334)","(3.2, 4.5, 4.45)","(6.5, 7.6, 6.4972972972972975)","(6.5, 11.0, 9.8)","(2.25, 2.56, 2.495)"
10-01-2023 16:06:44.799408,"(18.0, 38.0, 35.88235294117647)","(7.5, 10.5, 10.308333333333334)","(3.2, 4.5, 4.479032258064516)","(6.5, 7.6, 6.4972972972972975)","(6.5, 11.0, 9.8)","(2.25, 2.56, 2.495)"
10-01-2023 16:06:45.912322,"(18.0, 38.0, 35.88235294117647)","(7.5, 10.5, 10.308333333333334)","(3.2, 4.5, 4.479032258064516)","(6.5, 7.6, 6.4972972972972975)","(6.5, 11.0, 9.8)","(2.25, 2.56, 2.495)"
10-01-2023 16:06:46.979554,"(18.0, 38.0, 35.88235294117647)","(7.5, 10.5, 10.308333333333334)","(3.2, 4.5, 4.4625)","(6.5, 7.6, 6.4972972972972975)","(6.5, 11.0, 9.8)","(2.25, 2.56, 2.495)"
10-01-2023 16:06:48.048249,"(18.0, 38.0, 35.88235294117647)","(7.5, 10.5, 10.308333333333334)","(3.2, 4.5, 4.4625)","(6.5, 7.6, 6.4972972972972975)","(6.5, 11.0, 9.8)","(2.25, 2.56, 2.495)"
10-01-2023 16:06:49.074748,"(18.0, 38.0, 35.88235294117647)","(7.5, 10.5, 9.688235294117646)","(3.2, 4.5, 4.4818181818181815)","(6.5, 7.6, 6.4972972972972975)","(6.5, 11.0, 9.8)","(2.25, 2.56, 2.531111111111111)"
10-01-2023 16:06:50.116097,"(18.0, 38.0, 35.88235294117647)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.4818181818181815)","(6.5, 7.6, 6.4972972972972975)","(6.5, 11.0, 9.8)","(2.25, 2.56, 2.5)"
10-01-2023 16:06:51.252985,"(18.0, 38.0, 35.88235294117647)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.4818181818181815)","(6.5, 7.6, 6.4972972972972975)","(6.5, 11.0, 9.8)","(2.25, 2.56, 2.5)"
10-01-2023 16:06:52.226675,"(18.0, 38.0, 35.88235294117647)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.4818181818181815)","(6.5, 7.6, 6.4972972972972975)","(6.5, 11.0, 9.8)","(2.25, 2.56, 2.5)"
10-01-2023 16:06:53.293187,"(18.0, 38.0, 35.88235294117647)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.4818181818181815)","(6.5, 7.6, 6.4972972972972975)","(6.5, 11.0, 9.8)","(2.25, 2.56, 2.5)"
10-01-2023 16:06:54.386820,"(18.0, 38.0, 35.88235294117647)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.4818181818181815)","(6.5, 7.6, 6.4972972972972975)","(6.5, 11.0, 9.8)","(2.25, 2.56, 2.5)"
10-01-2023 16:06:55.552986,"(18.0, 38.0, 35.88235294117647)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.4818181818181815)","(6.5, 7.6, 6.4972972972972975)","(6.5, 11.0, 9.8)","(2.25, 2.56, 2.5)"
10-01-2023 16:06:56.664144,"(18.0, 38.0, 35.88235294117647)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.4818181818181815)","(6.5, 7.6, 6.4972972972972975)","(6.5, 11.0, 9.8)","(2.25, 2.56, 2.5)"
10-01-2023 16:06:57.622130,"(18.0, 38.0, 35.88235294117647)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.4818181818181815)","(6.5, 7.6, 6.4972972972972975)","(6.5, 11.0, 9.8)","(2.25, 2.56, 2.5)"
10-01-2023 16:06:58.746509,"(19.0, 38.0, 35.88235294117647)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.4818181818181815)","(6.5, 7.6, 6.4972972972972975)","(6.5, 11.0, 9.8)","(2.25, 2.56, 2.5)"
10-01-2023 16:06:59.883574,"(19.0, 38.0, 35.88235294117647)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.418918918918919)","(6.5, 7.6, 6.4972972972972975)","(6.5, 11.0, 9.8)","(2.25, 2.56, 2.5300000000000002)"
10-01-2023 16:07:00.993086,"(19.0, 38.0, 35.88235294117647)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.418918918918919)","(6.5, 7.6, 6.4972972972972975)","(6.5, 11.0, 9.8)","(2.25, 2.56, 2.5557894736842104)"
10-01-2023 16:07:02.143365,"(19.0, 38.0, 35.88235294117647)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.418918918918919)","(6.5, 7.6, 6.4972972972972975)","(6.5, 11.0, 9.8)","(2.25, 2.56, 2.45)"
10-01-2023 16:07:03.219297,"(19.0, 38.0, 35.88235294117647)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.363636363636363)","(6.5, 7.6, 6.58)","(6.5, 11.0, 9.8)","(2.25, 2.56, 2.45)"
10-01-2023 16:07:04.295703,"(19.0, 38.0, 35.88235294117647)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.363636363636363)","(6.5, 7.6, 6.58)","(6.5, 11.0, 9.8)","(2.25, 2.56, 2.45)"
10-01-2023 16:07:05.395920,"(19.0, 38.0, 35.88235294117647)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.363636363636363)","(6.5, 7.6, 6.58)","(6.5, 11.0, 9.8)","(2.25, 2.56, 2.45)"
10-01-2023 16:07:06.393589,"(19.0, 38.0, 35.88235294117647)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.363636363636363)","(6.5, 7.6, 6.58)","(6.5, 11.0, 9.8)","(2.25, 2.56, 2.45)"
10-01-2023 16:07:07.510596,"(19.0, 38.0, 35.23076923076923)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.363636363636363)","(6.5, 7.6, 6.58)","(6.5, 11.5, 10.45)","(2.25, 2.56, 2.5442857142857145)"
10-01-2023 16:07:08.647917,"(19.0, 38.0, 35.23076923076923)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.363636363636363)","(6.5, 7.6, 6.58)","(6.5, 11.5, 10.45)","(2.25, 2.56, 2.5442857142857145)"
10-01-2023 16:07:09.783042,"(19.0, 38.0, 35.23076923076923)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.29375)","(6.5, 7.6, 6.58)","(6.5, 11.5, 10.45)","(2.25, 2.56, 2.5442857142857145)"
10-01-2023 16:07:10.964068,"(19.0, 38.0, 35.23076923076923)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.29375)","(6.5, 7.6, 6.651162790697675)","(6.5, 11.5, 10.45)","(2.25, 2.56, 2.5442857142857145)"
10-01-2023 16:07:12.063497,"(19.0, 38.0, 35.23076923076923)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.29375)","(6.5, 7.6, 6.651162790697675)","(6.5, 11.5, 10.45)","(2.25, 2.56, 2.5442857142857145)"
10-01-2023 16:07:13.133994,"(19.0, 38.0, 35.23076923076923)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.29375)","(6.5, 7.6, 6.651162790697675)","(6.5, 11.5, 10.726315789473684)","(2.25, 2.56, 2.5442857142857145)"
10-01-2023 16:07:14.212057,"(19.0, 38.0, 35.23076923076923)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.05)","(6.5, 7.6, 6.651162790697675)","(6.5, 11.5, 10.975)","(2.25, 2.56, 2.5442857142857145)"
10-01-2023 16:07:15.349202,"(19.0, 38.0, 31.4)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.05)","(6.5, 7.6, 6.651162790697675)","(6.5, 11.5, 11.266666666666666)","(2.25, 2.56, 2.5442857142857145)"
10-01-2023 16:07:16.491842,"(19.0, 38.0, 35.46153846153846)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.05)","(6.5, 7.6, 6.651162790697675)","(6.5, 11.5, 11.266666666666666)","(2.25, 2.56, 2.5442857142857145)"
10-01-2023 16:07:17.555512,"(19.0, 38.0, 34.7)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.05)","(6.5, 7.6, 6.651162790697675)","(6.5, 11.5, 11.921212121212122)","(2.25, 2.56, 2.5442857142857145)"
10-01-2023 16:07:18.590639,"(19.0, 38.0, 33.714285714285715)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.05)","(6.5, 7.6, 6.651162790697675)","(6.5, 12.0, 11.145454545454545)","(2.25, 2.56, 2.5442857142857145)"
10-01-2023 16:07:19.718135,"(19.0, 38.0, 33.714285714285715)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.05)","(6.5, 7.6, 6.651162790697675)","(6.5, 13.0, 11.145454545454545)","(2.25, 2.56, 2.5442857142857145)"
10-01-2023 16:07:20.759243,"(19.0, 38.0, 33.714285714285715)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.05)","(6.5, 7.6, 6.651162790697675)","(6.5, 13.0, 11.145454545454545)","(2.25, 2.56, 2.5442857142857145)"
10-01-2023 16:07:21.877150,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.05)","(6.5, 7.6, 6.604878048780488)","(6.5, 13.0, 12.296551724137931)","(2.25, 2.56, 2.5442857142857145)"
10-01-2023 16:07:22.972473,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.05)","(6.5, 7.6, 6.604878048780488)","(6.5, 13.0, 12.296551724137931)","(2.25, 2.56, 2.5442857142857145)"
