,Terrific Arnold,Destini Spitfire,Bernardo Bowl,Paramount Belle,Victa Kerle,Thanks Joan,Cawbourne Attack,Victa Alby
16-12-2022 13:01:14.399220,"(13.0, 18.0, 16.7)","(16.0, 27.0, 24.375)","(3.5, 3.9, 3.8666666666666667)","(15.0, 32.0, 29.77777777777778)","(8.0, 13.0, 12.34375)","(21.0, 42.0, 37.05882352941177)","(20.0, 34.0, 33.166666666666664)","(1.85, 2.18, 2.1195121951219513)"
16-12-2022 13:01:15.499464,"(13.0, 18.0, 16.7)","(16.0, 27.0, 24.375)","(3.5, 3.9, 3.8666666666666667)","(15.0, 32.0, 29.77777777777778)","(8.0, 13.0, 12.125)","(21.0, 42.0, 39.0)","(20.0, 34.0, 33.166666666666664)","(1.85, 2.12, 2.1390243902439026)"
16-12-2022 13:01:16.553068,"(13.0, 18.0, 16.65)","(16.0, 27.0, 24.375)","(3.5, 3.9, 3.8666666666666667)","(15.0, 32.0, 29.77777777777778)","(8.0, 13.0, 12.125)","(21.0, 42.0, 38.0)","(20.0, 34.0, 34.0)","(1.85, 2.14, 2.1390243902439026)"
16-12-2022 13:01:17.637255,"(13.0, 18.0, 16.62)","(16.0, 27.0, 24.10344827586207)","(3.5, 3.9, 3.8714285714285714)","(15.0, 32.0, 30.46153846153846)","(8.0, 13.0, 12.727272727272727)","(21.0, 40.0, 37.333333333333336)","(20.0, 36.0, 35.09090909090909)","(1.85, 2.14, 2.1563636363636367)"
16-12-2022 13:01:18.723101,"(13.0, 18.0, 16.62)","(16.0, 27.0, 24.10344827586207)","(3.5, 4.0, 3.8714285714285714)","(15.0, 32.0, 30.285714285714285)","(8.0, 13.0, 12.34375)","(21.0, 40.0, 37.333333333333336)","(20.0, 36.0, 28.5)","(1.85, 2.16, 2.1542857142857144)"
16-12-2022 13:01:19.786034,"(13.0, 18.0, 16.62)","(16.0, 27.0, 24.10344827586207)","(3.5, 4.0, 3.875)","(15.0, 32.0, 30.90909090909091)","(8.0, 13.0, 12.571428571428571)","(21.0, 40.0, 36.857142857142854)","(20.0, 30.0, 28.5)","(1.85, 2.16, 2.160952380952381)"
16-12-2022 13:01:20.836398,"(13.0, 18.0, 16.62)","(16.0, 27.0, 24.10344827586207)","(3.5, 3.9, 3.875)","(15.0, 32.0, 30.285714285714285)","(8.0, 13.0, 12.125)","(21.0, 40.0, 36.888888888888886)","(20.0, 30.0, 28.5)","(1.85, 2.18, 2.1675)"
16-12-2022 13:01:21.927302,"(13.0, 18.0, 16.62)","(16.0, 27.0, 24.10344827586207)","(3.5, 3.9, 3.875)","(15.0, 32.0, 30.285714285714285)","(8.0, 13.0, 11.96875)","(21.0, 38.0, 36.888888888888886)","(20.0, 30.0, 28.5)","(1.85, 2.18, 2.1583333333333337)"
16-12-2022 13:01:22.959447,"(13.0, 18.0, 14.645833333333334)","(16.0, 26.0, 24.08)","(3.5, 3.9, 3.875)","(15.0, 32.0, 30.285714285714285)","(8.0, 13.0, 11.96875)","(21.0, 38.0, 36.46153846153846)","(20.0, 30.0, 28.5)","(1.85, 2.16, 2.1766666666666667)"
16-12-2022 13:01:23.950356,"(13.0, 18.0, 15.545454545454545)","(16.0, 26.0, 24.08)","(3.5, 4.0, 3.8714285714285714)","(15.0, 32.0, 30.90909090909091)","(8.0, 13.0, 11.96875)","(21.0, 38.0, 36.57142857142857)","(20.0, 30.0, 28.5)","(1.85, 2.18, 2.1766666666666667)"
16-12-2022 13:01:24.982826,"(13.0, 18.0, 15.81081081081081)","(16.0, 26.0, 23.4)","(3.5, 4.0, 3.8625000000000003)","(15.0, 32.0, 30.285714285714285)","(8.0, 13.0, 12.571428571428571)","(21.0, 38.0, 36.57142857142857)","(20.0, 30.0, 29.2)","(1.85, 2.18, 2.1725000000000003)"
16-12-2022 13:01:25.985304,"(13.0, 17.5, 16.19047619047619)","(16.0, 26.0, 23.4)","(3.5, 3.9, 3.875)","(15.0, 32.0, 30.285714285714285)","(8.0, 13.0, 12.727272727272727)","(21.0, 38.0, 36.46153846153846)","(19.0, 34.0, 30.0)","(1.85, 2.18, 2.146666666666667)"
16-12-2022 13:01:27.044971,"(13.0, 17.5, 15.862068965517242)","(16.0, 26.0, 23.4)","(3.5, 3.9, 3.875)","(15.0, 32.0, 30.90909090909091)","(8.0, 13.0, 12.571428571428571)","(21.0, 38.0, 36.57142857142857)","(19.0, 34.0, 30.0)","(1.85, 2.2, 2.1764705882352944)"
16-12-2022 13:01:28.104816,"(13.0, 17.5, 15.961538461538462)","(16.0, 26.0, 23.4)","(3.5, 3.9, 3.875)","(15.0, 32.0, 30.285714285714285)","(8.0, 13.0, 11.428571428571429)","(21.0, 38.0, 36.46153846153846)","(19.0, 34.0, 29.2)","(1.85, 2.18, 2.1966666666666668)"
16-12-2022 13:01:29.195750,"(13.0, 17.5, 15.806451612903226)","(16.0, 26.0, 23.4)","(3.5, 3.9, 3.875)","(15.0, 32.0, 31.2)","(8.0, 13.0, 11.777777777777779)","(21.0, 38.0, 36.46153846153846)","(19.0, 34.0, 30.5)","(1.85, 2.2, 2.1775)"
16-12-2022 13:01:30.281203,"(13.0, 17.5, 15.735294117647058)","(16.0, 26.0, 23.4)","(3.5, 3.9, 3.875)","(15.0, 32.0, 31.2)","(8.0, 13.0, 11.777777777777779)","(21.0, 38.0, 36.57142857142857)","(19.0, 34.0, 29.0)","(1.85, 2.22, 2.1715789473684213)"
16-12-2022 13:01:31.300067,"(13.0, 17.0, 15.869565217391305)","(16.0, 26.0, 23.4)","(3.5, 4.0, 3.8714285714285714)","(15.0, 32.0, 31.2)","(8.0, 13.0, 11.777777777777779)","(21.0, 38.0, 36.46153846153846)","(19.0, 34.0, 29.0)","(1.85, 2.18, 2.1715789473684213)"
16-12-2022 13:01:32.370245,"(13.0, 17.0, 15.76923076923077)","(16.0, 26.0, 23.4)","(3.5, 4.0, 3.875)","(15.0, 32.0, 31.2)","(8.0, 13.0, 11.777777777777779)","(21.0, 38.0, 36.57142857142857)","(19.0, 34.0, 29.0)","(1.85, 2.18, 2.1773333333333333)"
16-12-2022 13:01:33.452375,"(13.0, 17.0, 15.64516129032258)","(16.0, 26.0, 23.4)","(3.5, 3.9, 3.875)","(15.0, 32.0, 31.2)","(8.0, 13.0, 11.777777777777779)","(21.0, 38.0, 36.46153846153846)","(19.0, 34.0, 29.0)","(1.85, 2.18, 2.171111111111111)"
16-12-2022 13:01:34.595499,"(13.0, 17.0, 15.64516129032258)","(16.0, 26.0, 23.4)","(3.5, 3.9, 3.8583333333333334)","(15.0, 32.0, 31.2)","(8.0, 13.0, 11.777777777777779)","(21.0, 38.0, 36.46153846153846)","(19.0, 34.0, 29.0)","(1.85, 2.18, 2.166666666666667)"
16-12-2022 13:01:35.757257,"(13.0, 17.0, 15.64516129032258)","(16.0, 26.0, 23.4)","(3.5, 4.0, 3.8583333333333334)","(15.0, 32.0, 31.2)","(8.0, 13.0, 11.777777777777779)","(21.0, 38.0, 36.57142857142857)","(19.0, 34.0, 29.0)","(1.85, 2.18, 2.148)"
16-12-2022 13:01:36.912851,"(13.0, 17.0, 15.64516129032258)","(16.0, 26.0, 23.4)","(3.5, 4.0, 3.8583333333333334)","(15.0, 32.0, 31.2)","(8.0, 13.0, 11.823529411764707)","(21.0, 38.0, 36.46153846153846)","(19.0, 34.0, 29.0)","(1.85, 2.18, 2.1693333333333333)"
16-12-2022 13:01:38.057575,"(13.0, 17.0, 15.64516129032258)","(16.0, 26.0, 23.4)","(3.5, 4.0, 3.8583333333333334)","(15.0, 32.0, 31.2)","(8.0, 13.0, 12.555555555555555)","(21.0, 38.0, 36.46153846153846)","(19.0, 34.0, 29.0)","(1.85, 2.18, 2.1176470588235294)"
16-12-2022 13:01:39.112780,"(13.0, 16.5, 15.9375)","(16.0, 26.0, 23.096774193548388)","(3.5, 4.0, 3.865)","(15.0, 32.0, 31.2)","(8.0, 13.0, 11.875)","(21.0, 38.0, 36.72727272727273)","(19.0, 34.0, 29.0)","(1.85, 2.16, 2.1307692307692307)"
16-12-2022 13:01:40.155265,"(13.0, 16.5, 15.714285714285714)","(16.0, 26.0, 23.096774193548388)","(3.5, 4.1, 3.9105263157894736)","(15.0, 32.0, 31.2)","(8.0, 13.0, 12.272727272727273)","(21.0, 38.0, 36.6)","(19.0, 34.0, 29.0)","(1.85, 2.14, 2.125)"
16-12-2022 13:01:41.228709,"(13.0, 16.5, 15.714285714285714)","(16.0, 26.0, 23.555555555555557)","(3.5, 4.1, 3.908695652173913)","(15.0, 32.0, 31.2)","(8.0, 13.0, 12.272727272727273)","(21.0, 38.0, 36.6)","(19.0, 34.0, 29.0)","(1.85, 2.14, 2.125)"
16-12-2022 13:01:42.276625,"(13.0, 17.5, 16.666666666666668)","(16.0, 26.0, 23.555555555555557)","(3.5, 4.1, 4.010526315789473)","(15.0, 32.0, 31.2)","(8.0, 13.0, 11.823529411764707)","(21.0, 38.0, 36.72727272727273)","(19.0, 34.0, 29.0)","(1.85, 2.14, 2.1307692307692307)"
16-12-2022 13:01:43.312838,"(13.0, 22.0, 18.88888888888889)","(16.0, 26.0, 23.555555555555557)","(3.5, 4.1, 4.02)","(15.0, 32.0, 31.2)","(8.0, 13.0, 12.53125)","(21.0, 38.0, 36.6)","(19.0, 34.0, 29.153846153846153)","(1.85, 2.14, 2.1166666666666667)"
16-12-2022 13:01:44.377228,"(13.0, 21.0, 18.884615384615383)","(16.0, 26.0, 23.555555555555557)","(3.5, 4.2, 4.1)","(15.0, 32.0, 31.2)","(8.0, 13.0, 12.285714285714286)","(21.0, 38.0, 36.72727272727273)","(19.0, 34.0, 29.153846153846153)","(1.85, 2.12, 2.1175)"
16-12-2022 13:01:45.371250,"(13.0, 21.0, 19.307692307692307)","(16.0, 26.0, 21.156626506024097)","(3.5, 4.2, 4.1)","(15.0, 32.0, 31.2)","(8.0, 13.0, 12.90625)","(21.0, 38.0, 36.72727272727273)","(19.0, 34.0, 29.5)","(1.85, 2.12, 2.1175)"
16-12-2022 13:01:46.399793,"(13.0, 21.0, 16.294117647058822)","(16.0, 25.0, 24.210526315789473)","(3.5, 4.1, 4.025)","(15.0, 32.0, 31.2)","(8.0, 13.0, 12.875)","(21.0, 38.0, 36.6)","(19.0, 34.0, 29.153846153846153)","(1.85, 2.12, 2.116)"
16-12-2022 13:01:47.493236,"(13.0, 21.0, 17.19047619047619)","(16.0, 25.0, 23.636363636363637)","(3.5, 4.1, 4.042857142857143)","(15.0, 32.0, 31.2)","(8.0, 13.0, 12.5)","(21.0, 38.0, 36.72727272727273)","(19.0, 34.0, 29.153846153846153)","(1.85, 2.14, 2.164)"
16-12-2022 13:01:48.545919,"(13.0, 21.0, 17.52173913043478)","(16.0, 25.0, 23.076923076923077)","(3.5, 4.1, 3.9875)","(15.0, 32.0, 31.25)","(8.0, 13.0, 12.5)","(21.0, 38.0, 36.6)","(19.0, 34.0, 29.153846153846153)","(1.85, 2.22, 2.1276923076923078)"
16-12-2022 13:01:49.593633,"(13.0, 21.0, 16.789473684210527)","(16.0, 25.0, 22.962962962962962)","(3.5, 4.0, 3.9625)","(15.0, 32.0, 31.25)","(8.0, 13.5, 12.166666666666666)","(21.0, 38.0, 36.6)","(19.0, 34.0, 28.666666666666668)","(1.85, 2.22, 2.160714285714286)"
16-12-2022 13:01:50.565304,"(13.0, 21.0, 16.789473684210527)","(16.0, 25.0, 23.333333333333332)","(3.5, 3.95, 3.7330578512396695)","(15.0, 32.0, 31.25)","(8.0, 13.5, 11.863636363636363)","(21.0, 38.0, 36.72727272727273)","(19.0, 34.0, 28.666666666666668)","(1.85, 2.2, 2.1575757575757577)"
16-12-2022 13:01:51.566827,"(13.0, 21.0, 17.19047619047619)","(16.0, 25.0, 21.038961038961038)","(3.5, 3.75, 3.7333333333333334)","(15.0, 32.0, 31.25)","(8.0, 13.5, 12.7)","(21.0, 38.0, 36.6)","(19.0, 34.0, 28.666666666666668)","(1.85, 2.2, 2.16)"
16-12-2022 13:01:52.619523,"(13.0, 20.0, 17.529411764705884)","(16.0, 23.0, 22.823529411764707)","(3.5, 3.7, 3.6500000000000004)","(15.0, 32.0, 31.25)","(8.0, 13.5, 12.441176470588236)","(21.0, 38.0, 36.72727272727273)","(19.0, 34.0, 28.666666666666668)","(1.85, 2.2, 2.1825)"
16-12-2022 13:01:53.715369,"(13.0, 20.0, 16.88888888888889)","(16.0, 23.0, 22.823529411764707)","(3.5, 3.75, 3.7285714285714286)","(15.0, 32.0, 31.25)","(8.0, 13.5, 12.441176470588236)","(21.0, 38.0, 36.72727272727273)","(19.0, 34.0, 28.666666666666668)","(1.85, 2.22, 2.1975000000000002)"
16-12-2022 13:01:54.837603,"(13.0, 20.0, 16.804347826086957)","(16.0, 23.0, 22.823529411764707)","(3.5, 3.75, 3.6818181818181817)","(15.0, 32.0, 31.25)","(8.0, 13.5, 12.833333333333334)","(21.0, 38.0, 36.6)","(19.0, 34.0, 28.666666666666668)","(1.85, 2.22, 2.1938461538461542)"
16-12-2022 13:01:55.932083,"(13.0, 20.0, 16.804347826086957)","(16.0, 24.0, 22.46153846153846)","(3.5, 3.75, 3.7285714285714286)","(15.0, 32.0, 31.25)","(8.0, 13.5, 12.441176470588236)","(21.0, 38.0, 36.72727272727273)","(19.0, 34.0, 28.666666666666668)","(1.85, 2.2, 2.1938461538461542)"
16-12-2022 13:01:57.088507,"(13.0, 20.0, 16.804347826086957)","(16.0, 24.0, 22.133333333333333)","(3.5, 3.75, 3.7285714285714286)","(15.0, 32.0, 31.25)","(8.0, 13.5, 12.642857142857142)","(21.0, 38.0, 36.6)","(19.0, 34.0, 28.666666666666668)","(1.85, 2.2, 2.1938461538461542)"
16-12-2022 13:01:58.264462,"(13.0, 20.0, 16.804347826086957)","(16.0, 24.0, 22.133333333333333)","(3.5, 3.7, 3.6833333333333336)","(15.0, 32.0, 31.333333333333332)","(8.0, 13.5, 12.342105263157894)","(21.0, 38.0, 36.6)","(19.0, 34.0, 28.666666666666668)","(1.85, 2.2, 2.1938461538461542)"
16-12-2022 13:01:59.374397,"(13.0, 20.0, 16.804347826086957)","(16.0, 24.0, 22.133333333333333)","(3.5, 3.7, 3.6500000000000004)","(15.0, 32.0, 30.88888888888889)","(8.0, 13.5, 12.342105263157894)","(21.0, 38.0, 36.72727272727273)","(19.0, 34.0, 28.666666666666668)","(1.85, 2.2, 2.188)"
16-12-2022 13:02:00.426778,"(13.0, 20.0, 16.804347826086957)","(17.0, 24.0, 22.133333333333333)","(3.4, 3.7, 3.6500000000000004)","(15.0, 32.0, 30.88888888888889)","(8.0, 13.5, 12.342105263157894)","(21.0, 38.0, 36.72727272727273)","(19.0, 34.0, 28.666666666666668)","(1.85, 2.2, 2.1914285714285717)"
16-12-2022 13:02:01.444906,"(13.0, 20.0, 16.818181818181817)","(17.0, 24.0, 22.133333333333333)","(3.4, 3.7, 3.6500000000000004)","(15.0, 32.0, 30.88888888888889)","(8.0, 13.5, 12.342105263157894)","(21.0, 38.0, 36.833333333333336)","(19.0, 34.0, 28.666666666666668)","(1.85, 2.2, 2.176)"
16-12-2022 13:02:02.516430,"(13.0, 20.0, 16.966666666666665)","(17.0, 24.0, 22.666666666666668)","(3.4, 3.7, 3.6500000000000004)","(15.0, 32.0, 30.88888888888889)","(8.0, 13.5, 12.342105263157894)","(21.0, 38.0, 36.833333333333336)","(19.0, 34.0, 28.666666666666668)","(1.85, 2.2, 2.1938461538461542)"
16-12-2022 13:02:03.565339,"(13.0, 20.0, 16.966666666666665)","(17.0, 24.0, 22.666666666666668)","(3.4, 3.7, 3.6500000000000004)","(15.0, 32.0, 30.88888888888889)","(8.0, 13.5, 12.342105263157894)","(21.0, 38.0, 36.833333333333336)","(19.0, 34.0, 28.666666666666668)","(1.85, 2.2, 2.1938461538461542)"
16-12-2022 13:02:04.578333,"(13.0, 20.0, 16.966666666666665)","(17.0, 24.0, 22.666666666666668)","(3.4, 3.7, 3.6500000000000004)","(15.0, 32.0, 31.25)","(8.0, 13.5, 12.653846153846153)","(21.0, 38.0, 36.833333333333336)","(19.0, 34.0, 28.666666666666668)","(1.85, 2.2, 2.1938461538461542)"
16-12-2022 13:02:05.570031,"(13.0, 20.0, 16.966666666666665)","(17.0, 24.0, 22.285714285714285)","(3.4, 3.7, 3.6125000000000003)","(15.0, 32.0, 31.25)","(8.0, 13.5, 12.653846153846153)","(21.0, 38.0, 36.833333333333336)","(19.0, 34.0, 28.666666666666668)","(1.85, 2.2, 2.1938461538461542)"
16-12-2022 13:02:06.578312,"(13.0, 20.0, 16.966666666666665)","(17.0, 24.0, 22.285714285714285)","(3.4, 3.7, 3.62)","(15.0, 32.0, 31.25)","(8.0, 13.5, 12.653846153846153)","(21.0, 38.0, 36.833333333333336)","(19.0, 34.0, 28.666666666666668)","(1.85, 2.2, 2.1938461538461542)"
16-12-2022 13:02:07.584198,"(13.0, 20.0, 16.966666666666665)","(17.0, 24.0, 22.285714285714285)","(3.4, 3.7, 3.6125000000000003)","(15.0, 32.0, 31.25)","(8.0, 13.5, 12.653846153846153)","(21.0, 38.0, 36.833333333333336)","(19.0, 34.0, 31.53846153846154)","(1.85, 2.2, 2.1766666666666667)"
16-12-2022 13:02:08.750436,"(13.0, 19.0, 17.214285714285715)","(17.0, 24.0, 22.451612903225808)","(3.4, 3.7, 3.63)","(15.0, 32.0, 31.428571428571427)","(8.0, 13.5, 12.928571428571429)","(21.0, 38.0, 37.0)","(19.0, 34.0, 28.75)","(1.85, 2.2, 2.188)"
16-12-2022 13:02:09.814391,"(13.0, 19.0, 16.954545454545453)","(17.0, 24.0, 22.451612903225808)","(3.4, 3.7, 3.63)","(15.0, 32.0, 31.47826086956522)","(8.0, 13.0, 12.931818181818182)","(21.0, 38.0, 37.0)","(19.0, 34.0, 28.75)","(1.85, 2.2, 2.1971428571428575)"
16-12-2022 13:02:10.908823,"(13.0, 19.0, 16.954545454545453)","(17.0, 24.0, 22.451612903225808)","(3.4, 3.7, 3.63)","(15.0, 32.0, 31.47826086956522)","(8.0, 13.0, 12.941176470588236)","(21.0, 38.0, 43.27272727272727)","(19.0, 34.0, 28.75)","(1.85, 2.2, 2.1742857142857144)"
16-12-2022 13:02:11.970917,"(13.0, 18.5, 17.833333333333332)","(17.0, 24.0, 22.5)","(3.4, 3.65, 3.625)","(15.0, 32.0, 31.47826086956522)","(8.0, 13.0, 12.571428571428571)","(21.0, 44.0, 42.666666666666664)","(19.0, 34.0, 28.75)","(1.85, 2.18, 2.176)"
16-12-2022 13:02:12.947921,"(13.0, 19.0, 16.916666666666668)","(17.0, 24.0, 22.451612903225808)","(3.4, 3.65, 3.6045454545454545)","(15.0, 32.0, 31.47826086956522)","(8.0, 13.5, 12.642857142857142)","(21.0, 44.0, 43.27272727272727)","(19.0, 34.0, 28.75)","(1.85, 2.18, 2.212727272727273)"
16-12-2022 13:02:13.921564,"(13.0, 18.5, 17.833333333333332)","(17.0, 24.0, 22.451612903225808)","(3.4, 3.65, 3.604166666666667)","(15.0, 32.0, 31.47826086956522)","(8.0, 13.5, 13.166666666666666)","(21.0, 44.0, 43.27272727272727)","(19.0, 34.0, 28.75)","(1.85, 2.24, 2.2088)"
16-12-2022 13:02:14.984429,"(13.0, 18.5, 17.833333333333332)","(17.0, 24.0, 22.451612903225808)","(3.4, 3.65, 3.604166666666667)","(15.0, 32.0, 31.47826086956522)","(8.0, 13.5, 13.333333333333334)","(21.0, 44.0, 43.27272727272727)","(19.0, 34.0, 28.75)","(1.85, 2.24, 2.2123076923076925)"
16-12-2022 13:02:16.106192,"(13.0, 18.5, 17.833333333333332)","(17.0, 24.0, 22.451612903225808)","(3.4, 3.7, 3.62)","(15.0, 32.0, 31.47826086956522)","(8.0, 13.5, 13.333333333333334)","(21.0, 44.0, 43.27272727272727)","(19.0, 34.0, 28.75)","(1.85, 2.24, 2.2325000000000004)"
16-12-2022 13:02:17.142910,"(13.0, 18.5, 17.833333333333332)","(17.0, 24.0, 22.451612903225808)","(3.4, 3.7, 3.62)","(15.0, 32.0, 33.714285714285715)","(8.0, 13.5, 13.333333333333334)","(21.0, 44.0, 43.27272727272727)","(19.0, 34.0, 29.2)","(1.85, 2.24, 2.216521739130435)"
16-12-2022 13:02:18.172542,"(13.0, 18.5, 17.833333333333332)","(17.0, 24.0, 22.451612903225808)","(3.4, 3.7, 3.6083333333333334)","(15.0, 34.0, 33.714285714285715)","(8.0, 13.5, 13.088235294117647)","(21.0, 44.0, 43.27272727272727)","(19.0, 34.0, 28.75)","(1.85, 2.24, 2.2150000000000003)"
16-12-2022 13:02:19.275303,"(13.0, 18.5, 17.25)","(17.0, 24.0, 22.451612903225808)","(3.4, 3.75, 3.6653846153846152)","(15.0, 34.0, 33.714285714285715)","(8.0, 13.5, 13.25)","(21.0, 44.0, 43.27272727272727)","(19.0, 34.0, 29.545454545454547)","(1.85, 2.22, 2.205263157894737)"
16-12-2022 13:02:20.305852,"(13.0, 18.5, 17.25)","(17.0, 24.0, 22.451612903225808)","(3.4, 3.75, 3.6888888888888887)","(15.0, 34.0, 33.714285714285715)","(8.0, 13.5, 12.833333333333334)","(21.0, 44.0, 43.27272727272727)","(19.0, 34.0, 29.625)","(1.85, 2.22, 2.2142857142857144)"
16-12-2022 13:02:21.329296,"(14.0, 18.5, 17.25)","(17.0, 24.0, 22.451612903225808)","(3.3, 3.75, 3.710714285714286)","(16.0, 34.0, 33.714285714285715)","(8.5, 13.5, 12.833333333333334)","(21.0, 44.0, 43.27272727272727)","(19.0, 34.0, 31.11764705882353)","(1.85, 2.22, 2.2142857142857144)"
16-12-2022 13:02:22.440813,"(14.0, 18.5, 17.25)","(17.0, 24.0, 22.451612903225808)","(3.3, 3.75, 3.714516129032258)","(16.0, 34.0, 33.714285714285715)","(8.5, 13.5, 13.045454545454545)","(21.0, 44.0, 43.27272727272727)","(19.0, 34.0, 29.916666666666668)","(1.85, 2.22, 2.1984615384615385)"
16-12-2022 13:02:23.474934,"(14.0, 18.5, 17.25)","(17.0, 24.0, 22.625)","(3.3, 3.75, 3.714516129032258)","(16.0, 34.0, 33.714285714285715)","(8.5, 13.5, 12.75)","(21.0, 44.0, 43.27272727272727)","(19.0, 34.0, 31.11764705882353)","(1.85, 2.22, 2.21)"
16-12-2022 13:02:24.552980,"(14.0, 18.5, 17.25)","(17.0, 24.0, 22.625)","(3.3, 3.75, 3.723809523809524)","(16.0, 34.0, 33.714285714285715)","(8.5, 13.0, 12.928571428571429)","(21.0, 44.0, 43.27272727272727)","(19.0, 34.0, 29.916666666666668)","(1.85, 2.22, 2.185)"
16-12-2022 13:02:25.764193,"(14.0, 18.5, 16.11904761904762)","(17.0, 24.0, 22.625)","(3.3, 3.75, 3.725)","(16.0, 34.0, 33.714285714285715)","(8.5, 13.0, 12.75)","(21.0, 44.0, 43.27272727272727)","(19.0, 34.0, 31.11764705882353)","(1.85, 2.22, 2.21)"
16-12-2022 13:02:26.800590,"(14.0, 18.5, 16.11904761904762)","(17.0, 24.0, 22.625)","(3.3, 3.75, 3.725)","(16.0, 34.0, 33.714285714285715)","(8.5, 13.0, 12.75)","(21.0, 44.0, 43.27272727272727)","(19.0, 34.0, 31.11764705882353)","(1.85, 2.22, 2.183076923076923)"
16-12-2022 13:02:27.825293,"(14.0, 18.5, 16.11904761904762)","(17.0, 24.0, 22.625)","(3.3, 3.75, 3.725)","(16.0, 34.0, 33.714285714285715)","(8.5, 13.0, 12.75)","(21.0, 44.0, 43.27272727272727)","(19.0, 34.0, 29.916666666666668)","(1.85, 2.22, 2.1933333333333334)"
16-12-2022 13:02:29.118405,"(14.0, 18.5, 16.11904761904762)","(17.0, 24.0, 22.625)","(3.3, 3.75, 3.725)","(16.0, 34.0, 33.714285714285715)","(8.5, 13.0, 12.75)","(21.0, 44.0, 43.27272727272727)","(19.0, 34.0, 31.11764705882353)","(1.85, 2.22, 2.1950000000000003)"
16-12-2022 13:02:30.098999,"(14.0, 18.5, 16.11904761904762)","(17.0, 24.0, 22.625)","(3.3, 3.75, 3.725)","(16.0, 34.0, 33.714285714285715)","(8.5, 13.0, 12.75)","(21.0, 44.0, 43.27272727272727)","(19.0, 34.0, 31.11764705882353)","(1.85, 2.2, 2.182727272727273)"
16-12-2022 13:02:31.160448,"(14.0, 18.5, 16.11904761904762)","(17.0, 24.0, 22.666666666666668)","(3.3, 3.75, 3.7304878048780488)","(16.0, 34.0, 33.714285714285715)","(8.5, 13.0, 12.75)","(21.0, 44.0, 42.666666666666664)","(19.0, 34.0, 29.916666666666668)","(1.85, 2.24, 2.2025)"
16-12-2022 13:02:32.565499,"(14.0, 18.5, 16.681818181818183)","(17.0, 24.0, 22.705882352941178)","(3.3, 3.7, 3.674193548387097)","(16.0, 34.0, 33.80769230769231)","(8.5, 13.5, 13.0)","(21.0, 44.0, 43.27272727272727)","(19.0, 34.0, 31.11764705882353)","(1.85, 2.22, 2.2033333333333336)"
16-12-2022 13:02:33.695560,"(14.0, 18.5, 16.681818181818183)","(17.0, 24.0, 22.705882352941178)","(3.3, 3.7, 3.674193548387097)","(16.0, 34.0, 33.80769230769231)","(8.5, 13.5, 13.166666666666666)","(21.0, 44.0, 43.27272727272727)","(19.0, 34.0, 31.11764705882353)","(1.85, 2.22, 2.2033333333333336)"
16-12-2022 13:02:34.833080,"(14.0, 18.5, 16.27777777777778)","(17.0, 24.0, 22.705882352941178)","(3.3, 3.7, 3.674193548387097)","(16.0, 34.0, 33.77272727272727)","(8.5, 13.5, 13.166666666666666)","(21.0, 44.0, 43.27272727272727)","(19.0, 34.0, 29.916666666666668)","(1.85, 2.22, 2.2033333333333336)"
16-12-2022 13:02:35.996719,"(14.0, 18.5, 16.227272727272727)","(17.0, 24.0, 22.705882352941178)","(3.3, 3.7, 3.68125)","(16.0, 34.0, 33.77272727272727)","(8.5, 13.5, 13.021739130434783)","(21.0, 44.0, 43.333333333333336)","(19.0, 34.0, 29.916666666666668)","(1.85, 2.22, 2.2129411764705886)"
16-12-2022 13:02:37.168888,"(14.0, 18.5, 16.227272727272727)","(17.0, 24.0, 22.705882352941178)","(3.3, 3.7, 3.678846153846154)","(16.0, 34.0, 32.666666666666664)","(8.5, 13.5, 13.205882352941176)","(21.0, 44.0, 43.333333333333336)","(19.0, 34.0, 31.11764705882353)","(1.85, 2.22, 2.1885714285714286)"
16-12-2022 13:02:38.280554,"(14.0, 18.0, 16.4)","(17.0, 24.0, 22.705882352941178)","(3.3, 3.7, 3.6821428571428574)","(16.0, 34.0, 35.72727272727273)","(8.5, 13.5, 13.545454545454545)","(21.0, 44.0, 43.333333333333336)","(19.0, 34.0, 29.916666666666668)","(1.85, 2.2, 2.1837500000000003)"
16-12-2022 13:02:39.332897,"(14.0, 18.0, 16.22222222222222)","(17.0, 24.0, 22.705882352941178)","(3.3, 3.7, 3.6821428571428574)","(16.0, 36.0, 34.84615384615385)","(8.5, 14.0, 13.571428571428571)","(21.0, 44.0, 43.333333333333336)","(19.0, 34.0, 29.916666666666668)","(1.85, 2.2, 2.1837500000000003)"
16-12-2022 13:02:40.334722,"(14.0, 18.0, 16.181818181818183)","(17.0, 24.0, 22.705882352941178)","(3.3, 3.7, 3.672222222222222)","(16.0, 36.0, 34.84615384615385)","(8.5, 14.0, 13.571428571428571)","(21.0, 44.0, 43.333333333333336)","(19.0, 34.0, 31.05263157894737)","(1.85, 2.2, 2.178571428571429)"
16-12-2022 13:02:41.389301,"(14.0, 18.0, 16.571428571428573)","(17.0, 24.0, 22.705882352941178)","(3.3, 3.7, 3.68)","(16.0, 36.0, 34.84615384615385)","(8.5, 14.0, 12.894736842105264)","(21.0, 44.0, 43.333333333333336)","(19.0, 34.0, 30.0)","(1.85, 2.2, 2.183076923076923)"
