,Minter Spice,Rocky Dingo,Agent Jesse,Minter Win,Mega Banjo Boy,Cross The River
10-01-2023 17:58:09.132997,"(4.2, 4.8, 4.792307692307692)","(4.0, 6.8, 6.0125)","(4.4, 5.6, 5.375)","(3.3, 4.9, 4.66)","(61.0, 450.0, 189.1304347826087)","(4.4, 5.6, 4.79)"
10-01-2023 17:58:10.141612,"(4.2, 4.8, 4.792307692307692)","(4.0, 6.8, 6.0125)","(4.4, 5.6, 5.375)","(3.3, 4.9, 4.66)","(61.0, 450.0, 189.1304347826087)","(4.4, 5.6, 4.79)"
10-01-2023 17:58:11.145455,"(4.2, 4.8, 4.792307692307692)","(4.0, 6.8, 6.0125)","(4.4, 5.6, 5.375)","(3.3, 4.9, 4.66)","(61.0, 450.0, 189.1304347826087)","(4.4, 5.6, 4.79)"
10-01-2023 17:58:12.063420,"(4.2, 4.8, 4.792307692307692)","(4.0, 6.8, 6.0125)","(4.4, 5.6, 5.375)","(3.3, 4.9, 4.66)","(61.0, 450.0, 189.1304347826087)","(4.4, 5.6, 4.79)"
10-01-2023 17:58:12.952621,"(4.2, 4.8, 4.778181818181818)","(4.0, 6.8, 5.9750000000000005)","(4.4, 5.6, 5.375)","(3.3, 4.9, 4.66)","(61.0, 450.0, 189.1304347826087)","(4.4, 5.6, 4.79)"
10-01-2023 17:58:13.873015,"(4.2, 4.8, 4.778181818181818)","(4.0, 6.8, 5.9750000000000005)","(4.4, 5.6, 5.375)","(3.3, 4.9, 4.66)","(61.0, 450.0, 189.1304347826087)","(4.4, 5.6, 4.79)"
10-01-2023 17:58:14.858804,"(4.2, 4.8, 4.7924528301886795)","(4.0, 6.8, 5.9750000000000005)","(4.4, 5.6, 5.315789473684211)","(3.3, 4.9, 4.66)","(61.0, 450.0, 189.1304347826087)","(4.4, 5.6, 4.79)"
10-01-2023 17:58:15.901634,"(4.2, 4.8, 4.792307692307692)","(4.0, 6.6, 6.075)","(4.4, 5.6, 5.7)","(3.3, 4.9, 4.66)","(61.0, 450.0, 189.1304347826087)","(4.4, 5.6, 4.79)"
10-01-2023 17:58:16.955499,"(4.2, 4.8, 4.785714285714286)","(4.0, 6.6, 6.266666666666667)","(4.4, 5.9, 5.7)","(3.3, 4.9, 4.66)","(61.0, 450.0, 189.1304347826087)","(4.4, 5.6, 4.79)"
10-01-2023 17:58:17.993823,"(4.2, 4.8, 4.7)","(4.0, 6.6, 6.1)","(4.4, 5.9, 5.326086956521739)","(3.3, 4.9, 4.66)","(61.0, 450.0, 189.1304347826087)","(4.4, 5.6, 4.79)"
10-01-2023 17:58:18.876162,"(4.2, 4.8, 4.691891891891892)","(4.0, 6.6, 6.1)","(4.4, 5.8, 5.321739130434782)","(3.3, 4.9, 4.66)","(61.0, 450.0, 189.1304347826087)","(4.4, 5.6, 4.79)"
10-01-2023 17:58:19.771440,"(4.2, 4.8, 4.691891891891892)","(4.0, 6.6, 6.1)","(4.4, 5.8, 5.321739130434782)","(3.3, 4.9, 4.66)","(61.0, 450.0, 189.1304347826087)","(4.4, 5.6, 4.79)"
10-01-2023 17:58:20.795133,"(4.2, 4.8, 4.708571428571428)","(4.0, 6.6, 6.25)","(4.4, 5.8, 5.321739130434782)","(3.3, 4.9, 4.66)","(61.0, 450.0, 177.27272727272728)","(4.4, 5.6, 4.79)"
10-01-2023 17:58:21.809434,"(4.2, 4.8, 4.708571428571428)","(4.0, 6.6, 6.25)","(4.4, 5.8, 5.16)","(3.3, 4.9, 4.6)","(61.0, 450.0, 150.0)","(4.4, 5.6, 4.79)"
10-01-2023 17:58:22.830385,"(4.2, 4.8, 4.708571428571428)","(4.0, 6.6, 6.308333333333334)","(4.4, 5.7, 5.3)","(3.3, 4.9, 4.6)","(61.0, 450.0, 150.0)","(4.4, 5.6, 4.79)"
10-01-2023 17:58:23.860432,"(4.2, 4.7, 4.679310344827586)","(4.0, 6.6, 6.39)","(4.4, 5.6, 5.488888888888889)","(3.3, 4.9, 4.6)","(61.0, 450.0, 150.0)","(4.4, 5.6, 4.79)"
10-01-2023 17:58:24.758406,"(4.2, 4.7, 4.6454545454545455)","(4.0, 6.6, 6.449999999999999)","(4.4, 5.6, 5.372727272727272)","(3.3, 4.9, 4.6)","(61.0, 450.0, 150.0)","(4.4, 5.6, 4.79)"
10-01-2023 17:58:25.702082,"(4.2, 4.7, 4.6454545454545455)","(4.0, 6.6, 6.39)","(4.4, 5.6, 5.322222222222222)","(3.3, 4.9, 4.6)","(61.0, 450.0, 150.0)","(4.4, 5.6, 4.79)"
10-01-2023 17:58:26.682405,"(4.2, 4.7, 4.661290322580645)","(4.0, 6.6, 6.39)","(4.4, 5.6, 5.35)","(3.3, 4.9, 4.6)","(61.0, 450.0, 150.0)","(4.4, 5.6, 4.79)"
10-01-2023 17:58:27.769883,"(4.2, 4.7, 4.661290322580645)","(4.0, 6.6, 6.45)","(4.4, 5.6, 5.4)","(3.3, 4.9, 4.6)","(61.0, 450.0, 150.0)","(4.4, 5.6, 4.79)"
10-01-2023 17:58:28.742345,"(4.2, 4.7, 4.661290322580645)","(4.0, 6.6, 6.18)","(4.4, 5.6, 5.384615384615384)","(3.3, 4.9, 4.6)","(61.0, 450.0, 150.0)","(4.4, 5.6, 4.79)"
10-01-2023 17:58:29.673157,"(4.2, 4.6, 4.5928571428571425)","(4.0, 6.6, 6.027272727272727)","(4.4, 5.6, 5.384615384615384)","(3.3, 4.9, 4.6)","(61.0, 450.0, 150.0)","(4.4, 5.6, 4.79)"
10-01-2023 17:58:30.581293,"(4.2, 4.6, 4.5928571428571425)","(4.0, 6.6, 6.027272727272727)","(4.4, 5.6, 5.384615384615384)","(3.3, 4.9, 4.6)","(61.0, 450.0, 150.0)","(4.4, 5.6, 4.79)"
10-01-2023 17:58:31.469047,"(4.2, 4.6, 4.5928571428571425)","(4.0, 6.6, 6.027272727272727)","(4.4, 5.6, 5.384615384615384)","(3.3, 4.9, 4.6)","(61.0, 450.0, 150.0)","(4.4, 5.6, 4.79)"
10-01-2023 17:58:32.479253,"(4.2, 4.8, 4.7176470588235295)","(4.0, 6.6, 5.88)","(4.4, 5.6, 5.384615384615384)","(3.3, 4.9, 4.6)","(61.0, 450.0, 153.94736842105263)","(4.4, 5.6, 4.79)"
10-01-2023 17:58:33.509115,"(4.2, 4.8, 4.691891891891892)","(4.0, 6.6, 6.046153846153846)","(4.4, 5.6, 5.25)","(3.3, 4.9, 4.6)","(61.0, 450.0, 150.0)","(4.4, 5.6, 4.79)"
10-01-2023 17:58:34.551908,"(4.2, 4.8, 4.691891891891892)","(4.0, 6.6, 6.046153846153846)","(4.4, 5.6, 5.25)","(3.3, 4.9, 4.6)","(61.0, 450.0, 150.0)","(4.4, 5.6, 4.79)"
10-01-2023 17:58:35.475337,"(4.2, 4.7, 4.679310344827586)","(4.0, 6.6, 6.046153846153846)","(4.4, 5.6, 5.366666666666666)","(3.3, 4.9, 4.6)","(61.0, 450.0, 150.0)","(4.4, 5.6, 4.79)"
10-01-2023 17:58:36.336000,"(4.2, 4.7, 4.679310344827586)","(4.0, 6.6, 6.046153846153846)","(4.4, 5.6, 5.45)","(3.3, 4.9, 4.6)","(61.0, 450.0, 150.0)","(4.4, 5.6, 4.79)"
10-01-2023 17:58:37.287105,"(4.2, 4.7, 4.679310344827586)","(4.0, 6.6, 6.046153846153846)","(4.4, 5.6, 5.45)","(3.3, 4.9, 4.6)","(61.0, 450.0, 134.21052631578948)","(4.4, 5.6, 4.79)"
10-01-2023 17:58:38.268802,"(4.2, 4.7, 4.689090909090909)","(4.0, 6.6, 6.3538461538461535)","(4.4, 5.6, 5.45)","(3.3, 4.9, 4.6)","(61.0, 450.0, 150.0)","(4.4, 5.6, 4.86)"
10-01-2023 17:58:39.296124,"(4.2, 4.8, 4.753333333333333)","(4.0, 6.6, 6.3538461538461535)","(4.4, 5.6, 5.3538461538461535)","(3.3, 4.9, 4.6)","(61.0, 450.0, 150.0)","(4.4, 5.5, 5.0888888888888895)"
10-01-2023 17:58:40.328145,"(4.2, 4.8, 4.7365079365079366)","(4.0, 6.6, 6.3538461538461535)","(4.4, 5.6, 5.3538461538461535)","(3.3, 4.9, 4.6)","(61.0, 450.0, 150.0)","(4.4, 5.4, 4.991666666666667)"
10-01-2023 17:58:41.399001,"(4.2, 4.7, 4.680645161290323)","(4.0, 6.6, 6.333333333333333)","(4.4, 5.6, 5.155555555555555)","(3.3, 4.9, 4.6)","(61.0, 450.0, 150.0)","(4.4, 5.4, 4.991666666666667)"
10-01-2023 17:58:42.291018,"(4.2, 4.7, 4.648571428571429)","(4.0, 6.6, 6.333333333333333)","(4.4, 5.6, 5.314285714285714)","(3.3, 4.9, 4.6)","(61.0, 450.0, 150.0)","(4.4, 5.4, 4.991666666666667)"
10-01-2023 17:58:43.208993,"(4.2, 4.7, 4.648571428571429)","(4.0, 6.6, 6.3090909090909095)","(4.4, 5.6, 5.364705882352941)","(3.3, 4.9, 4.6)","(61.0, 450.0, 150.0)","(4.4, 5.4, 4.991666666666667)"
10-01-2023 17:58:44.192997,"(4.2, 4.7, 4.648571428571429)","(4.0, 6.6, 6.3090909090909095)","(4.4, 5.6, 5.218421052631578)","(3.3, 4.9, 4.6)","(61.0, 450.0, 150.0)","(4.4, 5.4, 4.991666666666667)"
10-01-2023 17:58:45.233484,"(4.2, 4.7, 4.663636363636364)","(4.0, 6.6, 6.066666666666666)","(4.4, 5.6, 5.218421052631578)","(3.3, 4.9, 4.6)","(61.0, 450.0, 150.0)","(4.4, 5.4, 4.991666666666667)"
10-01-2023 17:58:46.310808,"(4.2, 4.7, 4.663636363636364)","(4.0, 6.6, 6.333333333333333)","(4.4, 5.6, 5.196774193548387)","(3.3, 4.9, 4.6)","(61.0, 450.0, 150.0)","(4.4, 5.4, 4.991666666666667)"
10-01-2023 17:58:47.341707,"(4.2, 4.7, 4.663636363636364)","(4.0, 6.6, 6.333333333333333)","(4.4, 5.6, 5.196774193548387)","(3.3, 4.9, 4.6)","(61.0, 450.0, 150.0)","(4.4, 5.4, 4.991666666666667)"
10-01-2023 17:58:48.243678,"(4.2, 4.8, 4.751515151515151)","(4.0, 6.6, 6.333333333333333)","(4.4, 5.6, 5.168965517241379)","(3.3, 4.9, 4.6)","(61.0, 450.0, 150.0)","(4.4, 5.4, 4.991666666666667)"
10-01-2023 17:58:49.209237,"(4.2, 4.8, 4.7625)","(4.0, 6.6, 6.3090909090909095)","(4.4, 5.6, 5.35)","(3.3, 4.9, 4.550000000000001)","(61.0, 450.0, 150.0)","(4.4, 5.4, 4.991666666666667)"
10-01-2023 17:58:50.156783,"(4.2, 4.8, 4.731428571428571)","(4.0, 6.6, 6.3090909090909095)","(4.4, 5.6, 5.35)","(3.3, 4.9, 4.45)","(61.0, 450.0, 150.0)","(4.4, 5.4, 4.991666666666667)"
10-01-2023 17:58:51.151930,"(4.2, 4.8, 4.731428571428571)","(4.0, 6.6, 6.3090909090909095)","(4.4, 5.6, 5.35)","(3.3, 4.9, 4.642857142857143)","(61.0, 450.0, 150.0)","(4.4, 5.4, 4.991666666666667)"
10-01-2023 17:58:52.144788,"(4.2, 4.8, 4.62)","(4.0, 6.6, 6.018181818181818)","(4.4, 5.4, 5.116666666666666)","(3.3, 4.9, 4.710526315789474)","(61.0, 450.0, 150.0)","(4.4, 5.4, 4.991666666666667)"
10-01-2023 17:58:53.126173,"(4.2, 4.8, 4.62)","(4.0, 6.6, 6.211111111111111)","(4.4, 5.4, 5.116666666666666)","(3.3, 4.9, 4.7875000000000005)","(61.0, 450.0, 150.0)","(4.4, 5.4, 5.0888888888888895)"
10-01-2023 17:58:54.156674,"(4.2, 4.8, 4.62)","(4.0, 6.4, 6.233333333333333)","(4.4, 5.4, 5.178260869565217)","(3.3, 4.9, 4.7875000000000005)","(61.0, 450.0, 150.0)","(4.4, 5.4, 5.0888888888888895)"
10-01-2023 17:58:55.152776,"(4.2, 4.8, 4.62)","(4.0, 6.4, 6.233333333333333)","(4.4, 5.4, 5.178260869565217)","(3.3, 4.9, 4.7875000000000005)","(61.0, 450.0, 150.0)","(4.4, 5.4, 5.0888888888888895)"
10-01-2023 17:58:56.071356,"(4.2, 4.8, 4.62)","(4.0, 6.4, 6.233333333333333)","(4.4, 5.4, 5.22)","(3.3, 4.9, 4.7875000000000005)","(61.0, 450.0, 150.0)","(4.4, 5.4, 5.0888888888888895)"
10-01-2023 17:58:57.129439,"(4.2, 4.8, 4.62)","(4.0, 6.4, 6.066666666666667)","(4.4, 5.5, 5.442857142857143)","(3.3, 4.9, 4.7875000000000005)","(61.0, 450.0, 150.0)","(4.4, 5.4, 5.0888888888888895)"
10-01-2023 17:58:58.096292,"(4.2, 4.8, 4.62)","(4.0, 6.4, 6.15)","(4.4, 5.5, 5.442857142857143)","(3.3, 4.9, 4.7875000000000005)","(61.0, 450.0, 150.0)","(4.4, 5.4, 4.991666666666667)"
10-01-2023 17:58:59.102101,"(4.2, 4.8, 4.62)","(4.0, 6.4, 6.2125)","(4.4, 5.5, 5.442857142857143)","(3.3, 4.9, 4.7875000000000005)","(61.0, 450.0, 150.0)","(4.4, 5.4, 4.991666666666667)"
10-01-2023 17:59:00.297424,"(4.2, 4.8, 4.62)","(4.0, 6.4, 6.2125)","(4.4, 5.5, 5.442857142857143)","(3.3, 4.9, 4.7875000000000005)","(61.0, 450.0, 150.0)","(4.4, 5.4, 4.991666666666667)"
10-01-2023 17:59:01.389118,"(4.2, 4.8, 4.62)","(4.0, 6.4, 6.2125)","(4.4, 5.6, 5.4625)","(3.3, 4.9, 4.7875000000000005)","(61.0, 450.0, 150.0)","(4.4, 5.4, 4.991666666666667)"
10-01-2023 17:59:02.578050,"(4.2, 4.8, 4.62)","(4.0, 6.4, 6.1000000000000005)","(4.4, 5.6, 5.476923076923077)","(3.3, 4.9, 4.710526315789474)","(61.0, 450.0, 150.0)","(4.4, 5.4, 4.991666666666667)"
10-01-2023 17:59:03.641922,"(4.2, 4.8, 4.62)","(4.0, 6.4, 6.25)","(4.4, 5.6, 5.476923076923077)","(3.3, 4.9, 4.710526315789474)","(61.0, 450.0, 150.0)","(4.4, 5.4, 4.991666666666667)"
10-01-2023 17:59:04.551501,"(4.2, 4.8, 4.62)","(4.0, 6.4, 6.25)","(4.4, 5.6, 5.476923076923077)","(3.3, 4.9, 4.710526315789474)","(61.0, 450.0, 150.0)","(4.4, 5.4, 4.991666666666667)"
10-01-2023 17:59:05.513915,"(4.2, 4.8, 4.62)","(4.0, 6.4, 6.25)","(4.4, 5.6, 5.476923076923077)","(3.3, 4.9, 4.7875000000000005)","(61.0, 450.0, 150.0)","(4.4, 5.4, 4.991666666666667)"
10-01-2023 17:59:06.518378,"(4.2, 4.8, 4.62)","(4.0, 6.4, 6.25)","(4.4, 5.6, 5.476923076923077)","(3.3, 4.9, 4.7875000000000005)","(61.0, 450.0, 150.0)","(4.4, 5.4, 4.991666666666667)"
10-01-2023 17:59:07.448526,"(4.2, 4.8, 4.62)","(4.0, 6.4, 6.25)","(4.4, 5.6, 5.292307692307692)","(3.3, 4.9, 4.7875000000000005)","(61.0, 450.0, 153.94736842105263)","(4.4, 5.4, 4.991666666666667)"
10-01-2023 17:59:08.402546,"(4.2, 4.8, 4.62)","(4.0, 6.4, 6.25)","(4.4, 5.6, 5.325)","(3.3, 4.9, 4.794117647058824)","(61.0, 450.0, 158.33333333333331)","(4.4, 5.4, 4.991666666666667)"
10-01-2023 17:59:09.342315,"(4.2, 4.8, 4.62)","(4.0, 6.4, 6.1000000000000005)","(4.4, 5.6, 5.325)","(3.3, 4.9, 4.794117647058824)","(61.0, 450.0, 318.33333333333337)","(4.4, 5.4, 4.991666666666667)"
10-01-2023 17:59:10.345033,"(4.2, 4.8, 4.62)","(4.0, 6.4, 6.2125)","(4.4, 5.6, 5.311111111111111)","(3.3, 4.9, 4.794117647058824)","(61.0, 440.0, 318.33333333333337)","(4.4, 5.4, 4.991666666666667)"
10-01-2023 17:59:11.340994,"(4.2, 4.8, 4.62)","(4.0, 6.8, 6.275)","(4.4, 5.6, 5.311111111111111)","(3.3, 4.9, 4.794117647058824)","(61.0, 430.0, 359.0)","(4.4, 5.4, 4.95)"
10-01-2023 17:59:12.292967,"(4.2, 4.8, 4.62)","(4.0, 6.8, 6.246153846153846)","(4.4, 5.6, 5.311111111111111)","(3.3, 4.9, 4.794117647058824)","(61.0, 430.0, 359.0)","(4.4, 5.4, 4.95)"
10-01-2023 17:59:13.256254,"(4.2, 4.8, 4.62)","(4.0, 6.8, 6.246153846153846)","(4.4, 5.6, 5.311111111111111)","(3.3, 4.9, 4.794117647058824)","(61.0, 430.0, 359.0)","(4.4, 5.4, 4.95)"
10-01-2023 17:59:14.138514,"(4.2, 4.8, 4.62)","(4.0, 6.8, 6.246153846153846)","(4.4, 5.6, 5.311111111111111)","(3.3, 4.9, 4.794117647058824)","(61.0, 430.0, 359.0)","(4.4, 5.4, 4.95)"
10-01-2023 17:59:15.013593,"(4.2, 4.8, 4.62)","(4.0, 6.8, 6.4)","(4.4, 5.6, 5.311111111111111)","(3.3, 4.9, 4.794117647058824)","(61.0, 430.0, 163.75)","(4.4, 5.4, 4.95)"
10-01-2023 17:59:15.980125,"(4.2, 4.8, 4.62)","(4.0, 6.8, 6.4)","(4.4, 5.6, 5.4)","(3.3, 4.9, 4.794117647058824)","(61.0, 430.0, 163.75)","(4.4, 5.4, 4.95)"
10-01-2023 17:59:16.922936,"(4.2, 4.8, 4.62)","(4.0, 6.8, 6.4)","(4.4, 5.6, 5.4)","(3.3, 4.9, 4.794117647058824)","(61.0, 430.0, 163.75)","(4.4, 5.4, 4.95)"
10-01-2023 17:59:17.895992,"(4.2, 4.8, 4.62)","(4.0, 6.8, 6.4)","(4.4, 5.6, 5.4)","(3.3, 4.9, 4.794117647058824)","(61.0, 430.0, 163.75)","(4.4, 5.4, 4.95)"
10-01-2023 17:59:18.814267,"(4.2, 4.8, 4.62)","(4.0, 6.8, 6.4)","(4.4, 5.6, 5.4)","(3.3, 4.9, 4.794117647058824)","(61.0, 430.0, 163.75)","(4.4, 5.4, 4.95)"
10-01-2023 17:59:19.708867,"(4.2, 4.8, 4.62)","(4.0, 6.8, 6.4)","(4.4, 5.6, 5.4)","(3.3, 4.9, 4.794117647058824)","(61.0, 430.0, 163.75)","(4.4, 5.4, 4.95)"
10-01-2023 17:59:20.600718,"(4.2, 4.8, 4.62)","(4.0, 6.8, 6.4)","(4.4, 5.6, 5.4)","(3.3, 4.9, 4.794117647058824)","(61.0, 430.0, 163.75)","(4.4, 5.4, 4.95)"
10-01-2023 17:59:21.495989,"(4.2, 4.8, 4.62)","(4.0, 6.8, 6.246153846153846)","(4.4, 5.6, 5.2875)","(3.3, 4.9, 4.794117647058824)","(61.0, 430.0, 163.75)","(4.4, 5.4, 4.95)"
10-01-2023 17:59:22.578919,"(4.2, 4.8, 4.62)","(4.0, 6.6, 6.24)","(4.4, 5.6, 5.35)","(3.3, 4.9, 4.794117647058824)","(61.0, 430.0, 163.75)","(4.4, 5.4, 4.95)"
10-01-2023 17:59:23.586118,"(4.2, 4.8, 4.62)","(4.0, 6.6, 6.24)","(4.4, 5.6, 5.35)","(3.3, 4.9, 4.794117647058824)","(61.0, 430.0, 163.75)","(4.4, 5.4, 4.95)"
10-01-2023 17:59:24.562152,"(4.2, 4.8, 4.62)","(4.0, 6.6, 6.199999999999999)","(4.4, 5.6, 5.35)","(3.3, 4.9, 4.800000000000001)","(61.0, 430.0, 163.75)","(4.4, 5.4, 4.95)"
10-01-2023 17:59:25.496772,"(4.2, 4.8, 4.62)","(4.0, 6.6, 6.199999999999999)","(4.4, 5.6, 5.35)","(3.3, 4.9, 4.766666666666667)","(61.0, 430.0, 163.75)","(4.4, 5.4, 4.95)"
10-01-2023 17:59:26.442621,"(4.2, 4.8, 4.62)","(4.0, 6.6, 5.96)","(4.4, 5.6, 5.35)","(3.3, 4.9, 4.766666666666667)","(61.0, 430.0, 163.75)","(4.4, 5.4, 5.0125)"
10-01-2023 17:59:27.380049,"(4.2, 4.8, 4.62)","(4.0, 6.6, 6.3538461538461535)","(4.4, 5.6, 5.4363636363636365)","(3.3, 4.9, 4.766666666666667)","(61.0, 430.0, 163.75)","(4.4, 5.2, 5.0125)"
10-01-2023 17:59:28.308479,"(4.2, 4.8, 4.62)","(4.0, 6.6, 6.317647058823529)","(4.4, 5.6, 5.4363636363636365)","(3.3, 4.9, 4.766666666666667)","(61.0, 430.0, 163.75)","(4.4, 5.2, 5.0125)"
10-01-2023 17:59:29.233694,"(4.2, 4.8, 4.62)","(4.0, 6.6, 6.317647058823529)","(4.4, 5.6, 5.4363636363636365)","(3.3, 4.9, 4.766666666666667)","(61.0, 430.0, 163.75)","(4.4, 5.2, 5.0125)"
10-01-2023 17:59:30.130943,"(4.2, 4.8, 4.62)","(4.0, 6.6, 6.3428571428571425)","(4.4, 5.6, 5.4363636363636365)","(3.3, 4.9, 4.766666666666667)","(61.0, 430.0, 163.75)","(4.4, 5.2, 5.0125)"
10-01-2023 17:59:31.039716,"(4.2, 4.8, 4.62)","(4.0, 6.6, 6.3428571428571425)","(4.4, 5.6, 5.4363636363636365)","(3.3, 4.9, 4.766666666666667)","(61.0, 430.0, 163.75)","(4.4, 5.2, 5.0125)"
10-01-2023 17:59:31.953802,"(4.2, 4.8, 4.62)","(4.0, 6.6, 6.3428571428571425)","(4.4, 5.6, 5.4363636363636365)","(3.3, 4.9, 4.766666666666667)","(61.0, 430.0, 163.75)","(4.4, 5.2, 4.95)"
10-01-2023 17:59:32.871551,"(4.2, 4.8, 4.62)","(4.0, 6.6, 6.085714285714285)","(4.4, 5.6, 5.4363636363636365)","(3.3, 4.9, 4.766666666666667)","(61.0, 430.0, 163.75)","(4.4, 5.4, 4.95)"
10-01-2023 17:59:33.717218,"(4.2, 4.8, 4.62)","(4.0, 6.4, 6.333333333333334)","(4.4, 5.6, 5.428571428571429)","(3.3, 4.9, 4.814285714285715)","(61.0, 430.0, 163.75)","(4.4, 5.4, 4.905882352941177)"
10-01-2023 17:59:34.642700,"(4.2, 4.8, 4.62)","(4.0, 6.6, 6.176470588235294)","(4.4, 5.6, 5.4875)","(3.3, 4.9, 4.814285714285715)","(61.0, 430.0, 163.75)","(4.4, 5.4, 4.905882352941177)"
10-01-2023 17:59:35.487804,"(4.2, 4.8, 4.62)","(4.0, 6.6, 6.15)","(4.4, 5.6, 5.4875)","(3.3, 4.9, 4.814285714285715)","(61.0, 430.0, 163.75)","(4.4, 5.4, 4.905882352941177)"
10-01-2023 17:59:36.337176,"(4.2, 4.8, 4.62)","(4.0, 6.6, 6.15)","(4.4, 5.6, 5.4875)","(3.3, 4.9, 4.814285714285715)","(61.0, 430.0, 163.75)","(4.4, 5.4, 4.905882352941177)"
10-01-2023 17:59:37.203752,"(4.2, 4.8, 4.62)","(4.0, 6.6, 6.15)","(4.4, 5.6, 5.4875)","(3.3, 4.9, 4.814285714285715)","(61.0, 430.0, 163.75)","(4.4, 5.4, 4.905882352941177)"
10-01-2023 17:59:38.085925,"(4.2, 4.8, 4.62)","(4.0, 6.6, 6.15)","(4.4, 5.6, 5.4875)","(3.3, 4.9, 4.814285714285715)","(61.0, 430.0, 163.75)","(4.4, 5.4, 4.905882352941177)"
10-01-2023 17:59:38.958716,"(4.2, 4.8, 4.62)","(4.0, 6.6, 6.105882352941176)","(4.4, 5.6, 5.4875)","(3.3, 4.9, 4.814285714285715)","(61.0, 430.0, 163.75)","(4.4, 5.4, 4.905882352941177)"
10-01-2023 17:59:39.852401,"(4.2, 4.8, 4.62)","(4.0, 6.6, 5.8125)","(4.4, 5.6, 5.4875)","(3.3, 4.9, 4.814285714285715)","(61.0, 430.0, 163.75)","(4.4, 5.4, 5.1375)"
10-01-2023 17:59:41.391772,"(4.2, 4.8, 4.733333333333333)","(4.0, 6.6, 6.325)","(4.4, 5.6, 5.614285714285714)","(3.3, 4.9, 4.455555555555556)","(61.0, 430.0, 163.75)","(4.4, 5.2, 5.116666666666667)"
10-01-2023 17:59:42.366409,"(4.2, 4.8, 4.733333333333333)","(4.0, 6.6, 6.325)","(4.4, 5.7, 5.614285714285714)","(3.3, 4.9, 4.4714285714285715)","(61.0, 430.0, 163.75)","(4.4, 5.2, 5.116666666666667)"
10-01-2023 17:59:43.250577,"(4.2, 4.8, 4.733333333333333)","(4.0, 6.6, 6.3428571428571425)","(4.4, 5.7, 5.609999999999999)","(3.3, 4.9, 4.4714285714285715)","(61.0, 430.0, 163.75)","(4.4, 5.2, 5.116666666666667)"
10-01-2023 17:59:44.125799,"(4.2, 4.8, 4.733333333333333)","(4.0, 6.6, 6.2727272727272725)","(4.4, 5.7, 5.609999999999999)","(3.3, 4.9, 4.4714285714285715)","(61.0, 430.0, 163.75)","(4.4, 5.2, 5.116666666666667)"
10-01-2023 17:59:45.211647,"(4.2, 4.8, 4.733333333333333)","(4.0, 6.6, 6.2727272727272725)","(4.4, 5.7, 5.609999999999999)","(3.3, 4.9, 4.4714285714285715)","(61.0, 430.0, 163.75)","(4.4, 5.2, 5.116666666666667)"
10-01-2023 17:59:46.338797,"(4.2, 4.8, 4.735135135135135)","(4.0, 6.6, 6.15)","(4.4, 5.7, 5.62)","(3.3, 4.9, 4.45)","(61.0, 430.0, 163.75)","(4.4, 5.2, 4.95)"
10-01-2023 17:59:47.288527,"(4.2, 4.8, 4.652631578947369)","(4.0, 6.6, 6.15)","(4.4, 5.7, 5.62)","(3.3, 4.9, 4.45)","(61.0, 430.0, 163.75)","(4.4, 5.4, 4.933333333333334)"
10-01-2023 17:59:48.266373,"(4.4, 4.8, 4.672727272727273)","(4.0, 6.4, 6.257142857142857)","(4.4, 6.0, 5.7562500000000005)","(3.3, 4.9, 4.45)","(61.0, 430.0, 163.75)","(4.4, 5.4, 4.933333333333334)"
10-01-2023 17:59:49.176505,"(4.4, 4.8, 4.672727272727273)","(4.0, 6.4, 6.1000000000000005)","(4.4, 6.0, 5.769230769230769)","(3.3, 4.9, 4.45)","(61.0, 430.0, 163.75)","(4.4, 5.4, 4.933333333333334)"
10-01-2023 17:59:50.039583,"(4.4, 4.8, 4.672727272727273)","(4.0, 6.4, 6.1000000000000005)","(4.4, 6.0, 5.769230769230769)","(3.3, 4.9, 4.45)","(61.0, 430.0, 163.75)","(4.4, 5.4, 4.933333333333334)"
10-01-2023 17:59:50.921557,"(4.4, 4.8, 4.672727272727273)","(4.0, 6.4, 6.066666666666667)","(4.4, 6.0, 5.769230769230769)","(3.3, 4.9, 4.45)","(61.0, 430.0, 163.75)","(4.4, 5.4, 4.933333333333334)"
10-01-2023 17:59:51.857268,"(4.4, 4.8, 4.672727272727273)","(4.0, 6.4, 6.066666666666667)","(4.4, 6.0, 5.769230769230769)","(3.3, 4.9, 4.45)","(61.0, 430.0, 163.75)","(4.4, 5.4, 4.933333333333334)"
10-01-2023 17:59:52.744606,"(4.4, 4.8, 4.672727272727273)","(4.0, 6.4, 6.066666666666667)","(4.4, 6.0, 5.769230769230769)","(3.3, 4.9, 4.45)","(61.0, 430.0, 163.75)","(4.4, 5.4, 4.933333333333334)"
10-01-2023 17:59:53.664260,"(4.4, 4.8, 4.672727272727273)","(4.0, 6.4, 5.8)","(4.4, 6.0, 5.769230769230769)","(3.3, 4.9, 4.45)","(61.0, 430.0, 163.75)","(4.4, 5.4, 4.95)"
10-01-2023 17:59:54.546055,"(4.4, 4.8, 4.672727272727273)","(4.0, 6.4, 5.8)","(4.4, 6.0, 5.769230769230769)","(3.3, 4.9, 4.45)","(61.0, 430.0, 163.75)","(4.4, 5.4, 4.95)"
