,Tahi Tama,Wind In My Wings,Perfect Turn,My Bibby,Dublin Castle,Triathlete,Derryaire,Our Mate Reg,Sneeze,Mcdreamy,Unscripted
12-01-2023 12:41:44.044415,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 18.0, 16.142857142857142)","(10.0, 15.5, 13.7)","(21.0, 50.0, 38.0)","(31.0, 170.0, 84.66666666666666)","(1.95, 2.34, 2.29)","(18.0, 60.0, 34.666666666666664)","(21.0, 70.0, 41.333333333333336)","(11.0, 16.5, 14.5)","(13.0, 28.0, 21.5)"
12-01-2023 12:41:45.317197,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 18.0, 13.666666666666666)","(10.0, 15.5, 16.25)","(21.0, 50.0, 38.0)","(31.0, 170.0, 106.0)","(1.95, 2.34, 2.29)","(18.0, 60.0, 34.666666666666664)","(21.0, 70.0, 41.333333333333336)","(11.0, 16.5, 14.5)","(13.0, 28.0, 21.5)"
12-01-2023 12:41:46.620953,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 18.0, 13.666666666666666)","(10.0, 20.0, 16.333333333333332)","(21.0, 50.0, 38.0)","(31.0, 170.0, 106.0)","(1.95, 2.34, 2.29)","(18.0, 60.0, 34.666666666666664)","(21.0, 70.0, 41.333333333333336)","(11.0, 16.5, 14.5)","(13.0, 28.0, 21.5)"
12-01-2023 12:41:47.907365,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 18.0, 15.0)","(10.0, 18.0, 13.444444444444445)","(21.0, 50.0, 34.0)","(31.0, 170.0, 106.0)","(1.95, 2.34, 2.29)","(18.0, 60.0, 44.8)","(21.0, 70.0, 52.8)","(11.0, 16.5, 14.5)","(13.0, 28.0, 22.42857142857143)"
12-01-2023 12:41:49.119181,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 18.0, 15.0)","(10.0, 14.0, 13.285714285714286)","(21.0, 50.0, 34.0)","(31.0, 170.0, 106.0)","(1.95, 2.34, 2.29)","(18.0, 60.0, 44.8)","(21.0, 70.0, 52.8)","(11.0, 16.5, 14.5)","(13.0, 28.0, 22.42857142857143)"
12-01-2023 12:41:50.347408,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 18.0, 15.0)","(10.0, 14.0, 13.285714285714286)","(21.0, 50.0, 34.0)","(31.0, 170.0, 94.4)","(1.95, 2.34, 2.29)","(18.0, 60.0, 44.8)","(21.0, 70.0, 52.8)","(11.0, 16.5, 14.5)","(13.0, 28.0, 20.5)"
12-01-2023 12:41:51.637683,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 18.0, 15.0)","(10.0, 14.0, 13.285714285714286)","(21.0, 50.0, 34.0)","(31.0, 170.0, 94.4)","(1.95, 2.34, 2.29)","(18.0, 60.0, 44.8)","(21.0, 70.0, 52.8)","(11.0, 16.5, 14.5)","(13.0, 28.0, 20.5)"
12-01-2023 12:41:53.005475,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 18.0, 14.357142857142858)","(10.0, 14.0, 13.285714285714286)","(21.0, 50.0, 34.0)","(31.0, 170.0, 94.4)","(1.95, 2.34, 2.29)","(18.0, 60.0, 44.8)","(21.0, 70.0, 52.8)","(11.0, 16.5, 14.5)","(13.0, 28.0, 20.5)"
12-01-2023 12:41:54.324585,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 17.5, 14.357142857142858)","(10.0, 14.0, 13.285714285714286)","(21.0, 50.0, 34.0)","(31.0, 170.0, 94.4)","(1.95, 2.34, 2.29)","(18.0, 60.0, 44.8)","(21.0, 70.0, 52.8)","(11.0, 16.5, 14.5)","(13.0, 28.0, 20.5)"
12-01-2023 12:41:55.607009,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 17.5, 14.357142857142858)","(10.0, 14.0, 13.285714285714286)","(21.0, 50.0, 30.8)","(31.0, 170.0, 94.4)","(1.95, 2.34, 2.29)","(18.0, 60.0, 44.8)","(21.0, 70.0, 52.8)","(11.0, 16.5, 14.5)","(13.0, 28.0, 20.5)"
12-01-2023 12:41:56.947361,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 17.5, 14.357142857142858)","(10.0, 14.0, 13.285714285714286)","(21.0, 50.0, 30.0)","(31.0, 170.0, 94.4)","(1.95, 2.34, 2.29)","(18.0, 60.0, 44.8)","(21.0, 70.0, 52.8)","(11.0, 16.5, 14.333333333333334)","(13.0, 28.0, 20.5)"
12-01-2023 12:41:58.310813,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 17.5, 14.357142857142858)","(10.0, 14.0, 13.285714285714286)","(21.0, 50.0, 30.0)","(31.0, 170.0, 94.4)","(1.95, 2.34, 2.29)","(18.0, 60.0, 44.8)","(21.0, 70.0, 52.8)","(11.0, 16.0, 14.333333333333334)","(13.0, 28.0, 20.5)"
12-01-2023 12:41:59.610049,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 17.5, 14.357142857142858)","(10.0, 14.0, 13.285714285714286)","(21.0, 50.0, 30.0)","(31.0, 170.0, 94.4)","(1.95, 2.34, 2.29)","(18.0, 60.0, 44.8)","(21.0, 70.0, 52.8)","(11.0, 16.0, 14.333333333333334)","(13.0, 28.0, 20.5)"
12-01-2023 12:42:00.812446,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 17.5, 14.357142857142858)","(10.0, 14.0, 13.285714285714286)","(21.0, 50.0, 30.0)","(31.0, 170.0, 94.4)","(1.95, 2.34, 2.29)","(18.0, 60.0, 49.142857142857146)","(21.0, 70.0, 52.8)","(11.0, 16.0, 14.333333333333334)","(13.0, 28.0, 20.5)"
12-01-2023 12:42:02.082001,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 17.5, 14.357142857142858)","(10.0, 14.0, 13.444444444444445)","(21.0, 50.0, 30.0)","(31.0, 170.0, 94.4)","(1.95, 2.34, 2.29)","(18.0, 60.0, 47.33333333333333)","(21.0, 70.0, 41.333333333333336)","(11.0, 16.0, 14.333333333333334)","(13.0, 28.0, 20.5)"
12-01-2023 12:42:03.376602,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 17.5, 15.961538461538462)","(10.0, 14.0, 12.88888888888889)","(21.0, 50.0, 30.8)","(31.0, 170.0, 107.0)","(1.95, 2.34, 2.29)","(18.0, 60.0, 50.75)","(21.0, 70.0, 56.0)","(11.0, 16.0, 14.333333333333334)","(13.0, 28.0, 25.6)"
12-01-2023 12:42:04.602995,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 17.5, 15.961538461538462)","(10.0, 14.0, 12.88888888888889)","(21.0, 50.0, 39.77777777777778)","(31.0, 170.0, 108.0)","(1.95, 2.34, 2.29)","(18.0, 60.0, 45.6)","(21.0, 70.0, 57.714285714285715)","(11.0, 16.0, 14.333333333333334)","(13.0, 28.0, 21.75)"
12-01-2023 12:42:05.838939,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 17.5, 12.7)","(10.0, 14.0, 12.88888888888889)","(21.0, 50.0, 30.8)","(31.0, 170.0, 108.0)","(1.95, 2.34, 2.29)","(18.0, 60.0, 50.0)","(21.0, 70.0, 49.0)","(11.0, 16.0, 14.333333333333334)","(13.0, 28.0, 21.75)"
12-01-2023 12:42:07.068293,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 17.5, 15.785714285714285)","(10.0, 14.0, 12.88888888888889)","(21.0, 50.0, 39.33333333333333)","(31.0, 170.0, 108.0)","(1.95, 2.34, 2.312)","(18.0, 60.0, 50.75)","(21.0, 70.0, 49.0)","(11.0, 16.0, 14.333333333333334)","(13.0, 28.0, 25.6)"
12-01-2023 12:42:08.412957,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 17.5, 13.333333333333334)","(10.0, 14.0, 13.0)","(21.0, 50.0, 39.33333333333333)","(31.0, 170.0, 108.0)","(1.95, 2.34, 2.2600000000000002)","(18.0, 60.0, 50.75)","(21.0, 70.0, 56.33333333333333)","(11.0, 16.0, 14.333333333333334)","(13.0, 28.0, 21.75)"
12-01-2023 12:42:09.781868,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 17.0, 16.166666666666668)","(10.0, 13.5, 13.0)","(21.0, 50.0, 43.6)","(31.0, 170.0, 108.0)","(1.95, 2.34, 2.2600000000000002)","(18.0, 60.0, 36.666666666666664)","(21.0, 70.0, 41.333333333333336)","(11.0, 16.0, 13.833333333333334)","(13.0, 28.0, 25.6)"
12-01-2023 12:42:11.118138,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 17.0, 16.166666666666668)","(10.0, 13.5, 13.0)","(21.0, 48.0, 42.0)","(31.0, 170.0, 122.0)","(1.95, 2.34, 2.2600000000000002)","(18.0, 60.0, 48.33333333333333)","(21.0, 70.0, 56.0)","(11.0, 15.5, 13.833333333333334)","(13.0, 28.0, 21.75)"
12-01-2023 12:42:12.510916,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 17.0, 13.5625)","(10.0, 13.5, 13.0)","(21.0, 48.0, 42.0)","(31.0, 160.0, 122.0)","(1.95, 2.34, 2.3053846153846154)","(18.0, 60.0, 36.666666666666664)","(21.0, 70.0, 57.714285714285715)","(11.0, 15.5, 13.833333333333334)","(13.0, 28.0, 25.6)"
12-01-2023 12:42:13.843044,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 14.5, 12.25)","(10.0, 13.5, 12.88888888888889)","(20.0, 48.0, 42.0)","(31.0, 160.0, 122.0)","(1.95, 2.34, 2.31)","(18.0, 60.0, 36.666666666666664)","(21.0, 70.0, 57.714285714285715)","(11.0, 15.5, 14.5)","(13.0, 28.0, 25.6)"
12-01-2023 12:42:15.285963,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 14.5, 12.25)","(10.0, 14.0, 12.88888888888889)","(20.0, 48.0, 42.0)","(31.0, 160.0, 108.4)","(1.95, 2.34, 2.31)","(18.0, 60.0, 45.0)","(21.0, 70.0, 57.714285714285715)","(11.0, 15.5, 14.5)","(13.0, 28.0, 21.75)"
12-01-2023 12:42:16.611799,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 14.5, 12.25)","(10.0, 14.0, 12.88888888888889)","(20.0, 48.0, 34.666666666666664)","(31.0, 150.0, 108.4)","(1.95, 2.34, 2.31)","(18.0, 55.0, 45.0)","(21.0, 70.0, 57.714285714285715)","(11.0, 15.5, 14.5)","(13.0, 28.0, 21.75)"
12-01-2023 12:42:17.902604,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 14.5, 12.875)","(10.0, 14.0, 12.88888888888889)","(20.0, 48.0, 39.85714285714286)","(31.0, 150.0, 105.42857142857143)","(1.95, 2.34, 2.331304347826087)","(18.0, 55.0, 37.6)","(21.0, 70.0, 49.0)","(11.0, 15.5, 14.5)","(13.0, 28.0, 24.727272727272727)"
12-01-2023 12:42:19.325269,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 17.0, 13.75)","(10.0, 14.0, 12.833333333333334)","(20.0, 48.0, 33.0)","(31.0, 150.0, 108.66666666666666)","(1.95, 2.34, 2.331304347826087)","(18.0, 55.0, 37.6)","(21.0, 70.0, 49.0)","(11.0, 15.5, 14.5)","(13.0, 28.0, 22.642857142857142)"
12-01-2023 12:42:20.634948,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 16.0, 13.75)","(10.0, 13.5, 12.833333333333334)","(20.0, 48.0, 39.85714285714286)","(31.0, 140.0, 109.33333333333334)","(1.95, 2.34, 2.2803846153846155)","(18.0, 55.0, 43.0)","(21.0, 70.0, 49.0)","(11.0, 15.5, 14.5)","(13.0, 28.0, 24.727272727272727)"
12-01-2023 12:42:21.895051,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 16.0, 15.333333333333332)","(10.0, 13.5, 12.833333333333334)","(20.0, 48.0, 39.42857142857143)","(31.0, 140.0, 109.33333333333334)","(1.95, 2.34, 2.2803846153846155)","(18.0, 55.0, 43.0)","(21.0, 70.0, 49.0)","(11.0, 15.5, 14.5)","(13.0, 28.0, 24.727272727272727)"
12-01-2023 12:42:23.239674,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 16.0, 15.333333333333332)","(10.0, 13.5, 12.833333333333334)","(20.0, 48.0, 39.85714285714286)","(31.0, 140.0, 109.33333333333334)","(1.95, 2.34, 2.2803846153846155)","(18.0, 55.0, 37.6)","(21.0, 70.0, 56.33333333333333)","(11.0, 15.5, 14.5)","(13.0, 28.0, 24.727272727272727)"
12-01-2023 12:42:24.636972,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 16.0, 13.75)","(10.0, 13.5, 12.833333333333334)","(20.0, 48.0, 39.85714285714286)","(31.0, 140.0, 109.33333333333334)","(1.95, 2.34, 2.2803846153846155)","(18.0, 55.0, 43.0)","(21.0, 70.0, 56.33333333333333)","(11.0, 15.5, 14.5)","(13.0, 28.0, 24.727272727272727)"
12-01-2023 12:42:26.058897,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 16.0, 13.75)","(10.0, 13.5, 12.333333333333334)","(20.0, 48.0, 33.0)","(31.0, 140.0, 109.33333333333334)","(1.95, 2.34, 2.2803846153846155)","(18.0, 55.0, 37.6)","(21.0, 70.0, 49.0)","(11.0, 15.5, 14.5)","(13.0, 28.0, 24.727272727272727)"
12-01-2023 12:42:27.460542,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 16.0, 14.916666666666668)","(10.0, 14.0, 12.333333333333334)","(20.0, 48.0, 33.0)","(31.0, 140.0, 108.66666666666666)","(1.95, 2.34, 2.2803846153846155)","(18.0, 55.0, 37.6)","(21.0, 70.0, 56.33333333333333)","(11.0, 15.5, 14.5)","(13.0, 28.0, 24.727272727272727)"
12-01-2023 12:42:28.932160,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 15.5, 14.916666666666668)","(10.0, 14.0, 12.333333333333334)","(20.0, 48.0, 39.85714285714286)","(31.0, 140.0, 108.66666666666666)","(1.95, 2.34, 2.2803846153846155)","(18.0, 55.0, 37.6)","(21.0, 70.0, 56.33333333333333)","(11.0, 15.5, 14.5)","(13.0, 28.0, 24.727272727272727)"
12-01-2023 12:42:30.384550,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 15.5, 14.714285714285715)","(10.0, 14.0, 12.333333333333334)","(20.0, 48.0, 33.0)","(31.0, 140.0, 109.33333333333334)","(1.95, 2.34, 2.2803846153846155)","(18.0, 55.0, 37.6)","(21.0, 70.0, 56.33333333333333)","(11.0, 15.5, 14.5)","(13.0, 28.0, 24.727272727272727)"
12-01-2023 12:42:31.851544,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 16.0, 15.333333333333332)","(10.0, 14.0, 12.833333333333334)","(20.0, 48.0, 33.0)","(31.0, 140.0, 108.66666666666666)","(1.95, 2.34, 2.2803846153846155)","(18.0, 55.0, 37.6)","(21.0, 70.0, 56.33333333333333)","(11.0, 15.5, 14.25)","(13.0, 28.0, 24.727272727272727)"
12-01-2023 12:42:33.188884,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 16.0, 15.333333333333332)","(10.0, 13.5, 12.833333333333334)","(20.0, 48.0, 34.666666666666664)","(31.0, 140.0, 84.8)","(1.95, 2.34, 2.276521739130435)","(18.0, 55.0, 35.0)","(21.0, 70.0, 60.888888888888886)","(11.0, 15.0, 14.25)","(13.0, 28.0, 25.6)"
12-01-2023 12:42:34.493746,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 15.5, 14.916666666666668)","(10.0, 13.5, 12.833333333333334)","(20.0, 48.0, 41.666666666666664)","(31.0, 140.0, 92.0)","(1.95, 2.32, 2.2966666666666664)","(18.0, 55.0, 46.714285714285715)","(21.0, 70.0, 56.66666666666667)","(11.0, 15.0, 14.25)","(13.0, 28.0, 21.75)"
12-01-2023 12:42:35.833197,"(6.5, 7.4, 7.321568627450981)","(12.0, 99999, 99990)","(10.0, 15.5, 14.916666666666668)","(10.0, 13.5, 12.9)","(20.0, 48.0, 34.666666666666664)","(31.0, 140.0, 92.0)","(1.95, 2.3, 2.2966666666666664)","(18.0, 55.0, 35.0)","(21.0, 70.0, 56.66666666666667)","(11.0, 15.0, 14.5)","(13.0, 28.0, 21.333333333333332)"
12-01-2023 12:42:37.110775,"(6.5, 7.4, 7.328)","(12.0, 99999, 99990)","(10.0, 15.5, 14.916666666666668)","(10.0, 13.5, 12.333333333333334)","(20.0, 48.0, 34.666666666666664)","(31.0, 140.0, 101.6)","(1.95, 2.3, 2.293333333333333)","(18.0, 55.0, 35.0)","(21.0, 70.0, 56.66666666666667)","(11.0, 15.0, 13.4375)","(13.0, 28.0, 21.333333333333332)"
12-01-2023 12:42:38.384706,"(6.5, 7.4, 7.328)","(12.0, 99999, 99990)","(10.0, 15.5, 13.875)","(10.0, 14.0, 12.333333333333334)","(20.0, 48.0, 34.666666666666664)","(31.0, 140.0, 101.6)","(1.95, 2.3, 2.2962499999999997)","(18.0, 55.0, 35.0)","(21.0, 70.0, 56.66666666666667)","(11.0, 16.5, 14.0)","(13.0, 28.0, 21.333333333333332)"
12-01-2023 12:42:39.647670,"(6.5, 7.4, 7.328)","(12.0, 99999, 99990)","(10.0, 15.0, 14.083333333333334)","(10.0, 14.0, 12.333333333333334)","(20.0, 48.0, 34.666666666666664)","(31.0, 140.0, 101.6)","(1.95, 2.3, 2.2975999999999996)","(18.0, 55.0, 35.0)","(21.0, 70.0, 56.66666666666667)","(11.0, 16.0, 14.0)","(13.0, 28.0, 21.333333333333332)"
12-01-2023 12:42:40.886788,"(6.5, 7.4, 7.328)","(12.0, 99999, 99990)","(10.0, 14.5, 14.083333333333334)","(10.0, 14.0, 13.0)","(20.0, 48.0, 41.666666666666664)","(31.0, 140.0, 101.6)","(1.95, 2.3, 2.2975999999999996)","(18.0, 55.0, 46.714285714285715)","(21.0, 70.0, 56.66666666666667)","(11.0, 16.0, 15.166666666666666)","(13.0, 28.0, 21.333333333333332)"
12-01-2023 12:42:42.160025,"(6.5, 7.4, 7.328)","(12.0, 99999, 99990)","(10.0, 15.0, 14.75)","(10.0, 13.5, 13.0)","(20.0, 48.0, 34.666666666666664)","(31.0, 140.0, 101.6)","(1.95, 2.3, 2.297391304347826)","(18.0, 55.0, 35.0)","(21.0, 70.0, 56.66666666666667)","(11.0, 15.5, 15.166666666666666)","(13.0, 28.0, 25.625)"
12-01-2023 12:42:43.553670,"(6.5, 7.4, 7.328)","(12.0, 99999, 99990)","(10.0, 15.5, 15.0)","(10.0, 13.5, 13.0)","(20.0, 48.0, 34.666666666666664)","(31.0, 140.0, 101.6)","(1.95, 2.3, 2.298461538461538)","(18.0, 55.0, 35.0)","(21.0, 70.0, 56.66666666666667)","(11.0, 15.5, 14.714285714285714)","(13.0, 28.0, 21.333333333333332)"
12-01-2023 12:42:44.865691,"(6.5, 7.4, 7.328)","(12.0, 99999, 99990)","(10.0, 16.0, 15.0)","(10.0, 13.5, 13.0)","(20.0, 48.0, 34.666666666666664)","(31.0, 140.0, 91.0)","(1.95, 2.3, 2.298461538461538)","(18.0, 55.0, 35.0)","(21.0, 70.0, 53.599999999999994)","(11.0, 15.0, 14.714285714285714)","(13.0, 28.0, 21.333333333333332)"
12-01-2023 12:42:46.175061,"(6.5, 7.4, 7.328)","(12.0, 99999, 99990)","(10.0, 16.0, 15.0)","(10.0, 13.5, 13.0)","(20.0, 48.0, 34.666666666666664)","(31.0, 140.0, 91.0)","(1.95, 2.3, 2.298461538461538)","(18.0, 55.0, 35.0)","(21.0, 70.0, 53.599999999999994)","(11.0, 15.0, 14.714285714285714)","(13.0, 28.0, 21.333333333333332)"
12-01-2023 12:42:47.538925,"(6.5, 7.4, 7.328)","(12.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)","(10.0, 13.5, 13.0)","(20.0, 48.0, 33.0)","(31.0, 140.0, 98.0)","(1.95, 2.3, 2.296190476190476)","(18.0, 55.0, 32.5)","(21.0, 70.0, 50.0)","(11.0, 15.0, 14.714285714285714)","(13.0, 28.0, 21.333333333333332)"
12-01-2023 12:42:49.140665,"(6.5, 7.4, 7.328)","(12.0, 99999, 99990)","(10.0, 16.0, 14.55)","(10.0, 13.5, 13.0)","(20.0, 48.0, 30.666666666666668)","(31.0, 140.0, 77.63636363636363)","(1.95, 2.32, 2.296190476190476)","(18.0, 55.0, 32.5)","(21.0, 70.0, 50.0)","(11.0, 15.0, 13.75)","(13.0, 28.0, 20.5)"
12-01-2023 12:42:50.517621,"(6.5, 7.6, 7.458823529411765)","(12.0, 99999, 99990)","(10.0, 16.0, 14.55)","(10.0, 13.5, 13.0)","(20.0, 44.0, 32.666666666666664)","(31.0, 140.0, 74.66666666666666)","(1.95, 2.32, 2.296190476190476)","(18.0, 55.0, 32.5)","(21.0, 70.0, 50.0)","(11.0, 15.0, 13.75)","(13.0, 28.0, 20.5)"
12-01-2023 12:42:51.919092,"(6.5, 8.0, 7.42)","(12.0, 99999, 99990)","(10.0, 16.0, 14.55)","(10.0, 13.5, 13.0)","(20.0, 42.0, 32.666666666666664)","(31.0, 140.0, 74.66666666666666)","(1.95, 2.32, 2.295609756097561)","(18.0, 55.0, 32.5)","(21.0, 70.0, 50.0)","(11.0, 15.0, 13.75)","(13.0, 28.0, 20.5)"
12-01-2023 12:42:53.555452,"(6.0, 7.8, 7.42)","(12.0, 99999, 99990)","(11.0, 16.0, 14.55)","(10.0, 13.5, 12.333333333333334)","(19.0, 42.0, 30.8)","(31.0, 140.0, 87.0)","(2.0, 2.32, 2.295609756097561)","(18.0, 55.0, 32.5)","(21.0, 70.0, 50.0)","(10.0, 15.0, 13.75)","(14.0, 28.0, 20.5)"
12-01-2023 12:42:55.082231,"(6.0, 7.8, 7.42)","(12.0, 99999, 99990)","(11.0, 16.0, 14.55)","(10.0, 14.0, 13.0)","(19.0, 42.0, 30.0)","(31.0, 130.0, 87.0)","(2.0, 2.32, 2.3099999999999996)","(18.0, 55.0, 32.5)","(21.0, 70.0, 47.5)","(10.0, 15.0, 13.75)","(14.0, 28.0, 20.5)"
12-01-2023 12:42:56.595140,"(6.0, 7.8, 7.385454545454546)","(12.0, 99999, 99990)","(11.0, 16.0, 14.55)","(10.0, 13.5, 13.0)","(19.0, 40.0, 30.5)","(31.0, 130.0, 87.0)","(2.0, 2.32, 2.3099999999999996)","(18.0, 55.0, 32.5)","(21.0, 65.0, 47.5)","(10.0, 15.0, 13.75)","(14.0, 28.0, 20.5)"
12-01-2023 12:42:57.937519,"(6.0, 7.8, 7.385454545454546)","(12.0, 99999, 99990)","(11.0, 16.0, 14.55)","(10.0, 13.5, 13.0)","(19.0, 38.0, 30.5)","(31.0, 130.0, 87.0)","(2.0, 2.32, 2.3099999999999996)","(18.0, 55.0, 32.5)","(21.0, 65.0, 47.5)","(10.0, 15.0, 13.75)","(14.0, 28.0, 20.5)"
12-01-2023 12:42:59.224842,"(6.0, 7.8, 7.385454545454546)","(12.0, 99999, 99990)","(11.0, 16.0, 14.55)","(10.0, 13.5, 13.0)","(19.0, 38.0, 30.5)","(31.0, 130.0, 87.0)","(2.0, 2.32, 2.3099999999999996)","(18.0, 55.0, 32.5)","(21.0, 65.0, 47.5)","(10.0, 15.0, 13.75)","(14.0, 28.0, 20.5)"
12-01-2023 12:43:00.509528,"(6.0, 7.8, 7.385454545454546)","(12.0, 99999, 99990)","(11.0, 16.0, 14.55)","(10.0, 13.5, 12.333333333333334)","(19.0, 38.0, 30.5)","(31.0, 130.0, 87.0)","(2.0, 2.32, 2.3099999999999996)","(18.0, 55.0, 32.5)","(21.0, 65.0, 47.5)","(10.0, 15.0, 13.5)","(14.0, 28.0, 20.5)"
12-01-2023 12:43:01.812927,"(6.0, 7.8, 7.385454545454546)","(12.0, 99999, 99990)","(11.0, 16.0, 14.55)","(10.0, 14.0, 12.333333333333334)","(19.0, 38.0, 30.5)","(31.0, 130.0, 87.0)","(2.0, 2.32, 2.3099999999999996)","(18.0, 55.0, 32.5)","(21.0, 65.0, 47.5)","(10.0, 14.5, 13.5)","(14.0, 28.0, 20.5)"
12-01-2023 12:43:03.205038,"(6.0, 7.8, 7.385454545454546)","(12.0, 99999, 99990)","(11.0, 16.0, 14.55)","(10.0, 14.0, 12.333333333333334)","(19.0, 38.0, 30.5)","(31.0, 130.0, 87.0)","(2.0, 2.32, 2.3099999999999996)","(18.0, 55.0, 32.5)","(21.0, 65.0, 53.33333333333333)","(10.0, 14.5, 13.5)","(14.0, 28.0, 20.5)"
12-01-2023 12:43:04.579846,"(6.0, 7.8, 7.385454545454546)","(12.0, 99999, 99990)","(11.0, 16.0, 14.55)","(10.0, 14.0, 12.333333333333334)","(19.0, 38.0, 30.5)","(31.0, 130.0, 87.0)","(2.0, 2.32, 2.3099999999999996)","(18.0, 55.0, 35.0)","(21.0, 65.0, 52.0)","(10.0, 14.5, 13.5)","(14.0, 28.0, 20.5)"
12-01-2023 12:43:05.907367,"(6.0, 7.8, 7.385454545454546)","(12.0, 99999, 99990)","(11.0, 16.0, 14.55)","(10.0, 14.0, 12.333333333333334)","(19.0, 40.0, 32.0)","(31.0, 130.0, 87.0)","(2.0, 2.32, 2.3099999999999996)","(18.0, 55.0, 35.0)","(21.0, 65.0, 52.0)","(10.0, 14.0, 13.5)","(14.0, 28.0, 21.333333333333332)"
12-01-2023 12:43:07.323987,"(6.0, 7.8, 7.385454545454546)","(12.0, 99999, 99990)","(11.0, 16.0, 14.55)","(10.0, 13.5, 13.0)","(19.0, 38.0, 30.666666666666668)","(31.0, 130.0, 115.0)","(2.0, 2.32, 2.3099999999999996)","(18.0, 55.0, 35.0)","(21.0, 65.0, 52.5)","(10.0, 14.0, 12.7)","(14.0, 28.0, 18.25)"
12-01-2023 12:43:08.764559,"(6.0, 7.8, 7.385454545454546)","(12.0, 99999, 99990)","(11.0, 14.0, 12.75)","(10.0, 13.5, 13.0)","(19.0, 36.0, 30.666666666666668)","(31.0, 160.0, 115.0)","(2.0, 2.32, 2.3344827586206893)","(18.0, 55.0, 35.0)","(21.0, 65.0, 52.5)","(10.0, 13.5, 12.7)","(14.0, 20.0, 18.25)"
12-01-2023 12:43:10.190717,"(6.0, 7.8, 7.385454545454546)","(12.0, 99999, 99990)","(11.0, 14.0, 12.75)","(10.0, 13.5, 13.0)","(19.0, 36.0, 30.666666666666668)","(31.0, 160.0, 115.0)","(2.0, 2.34, 2.3344827586206893)","(18.0, 55.0, 35.0)","(21.0, 65.0, 52.5)","(10.0, 13.5, 12.7)","(14.0, 20.0, 18.25)"
12-01-2023 12:43:11.520932,"(6.0, 7.8, 7.385454545454546)","(12.0, 99999, 99990)","(11.0, 14.0, 12.75)","(10.0, 13.5, 13.0)","(19.0, 36.0, 30.666666666666668)","(31.0, 160.0, 115.0)","(2.0, 2.34, 2.3344827586206893)","(18.0, 55.0, 35.0)","(21.0, 65.0, 52.5)","(10.0, 13.5, 12.7)","(14.0, 20.0, 18.25)"
