,Live A Good Life,Hammering Lemon,Foreman,Last Renegade,Imperator,Add On,Irish Knight,Minehunter,Blessed Brother
11-01-2023 08:23:04.507185,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:23:05.820632,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:23:07.070666,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:23:08.287420,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:23:09.539075,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:23:10.792748,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:23:12.076684,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:23:13.357304,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:23:14.734387,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:16.039160,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:17.372332,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:18.724283,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:20.104916,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:21.364650,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:22.590607,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:23.818221,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:25.371946,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:26.805389,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:28.326594,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:29.789283,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:31.162935,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:32.543400,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:34.001588,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:35.466334,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:36.970411,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:38.399797,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:39.972756,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:41.231274,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:42.555707,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:43.901667,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:45.367549,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:46.716787,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:48.057514,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:49.435331,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:50.797828,"(8.0, 99999, 99990)","(3.6, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:52.142886,"(8.0, 99999, 99990)","(3.7, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:53.502438,"(8.0, 99999, 99990)","(3.7, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:54.848445,"(8.0, 99999, 99990)","(3.7, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:56.053018,"(8.0, 99999, 99990)","(3.7, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:57.288112,"(8.0, 99999, 99990)","(3.7, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:58.591994,"(8.0, 99999, 99990)","(3.7, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:23:59.922934,"(8.0, 99999, 99990)","(3.7, 99999, 99990)","(2.7, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:24:01.228023,"(8.0, 99999, 99990)","(3.8, 99999, 99990)","(2.7, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:24:02.561425,"(8.0, 99999, 99990)","(3.8, 99999, 99990)","(2.7, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:24:03.884648,"(8.0, 99999, 99990)","(3.8, 99999, 99990)","(2.7, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:24:05.232203,"(8.0, 99999, 99990)","(3.8, 99999, 99990)","(2.7, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:24:06.591243,"(8.0, 99999, 99990)","(3.8, 99999, 99990)","(2.7, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:24:07.928233,"(8.0, 99999, 99990)","(3.8, 99999, 99990)","(2.7, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:24:09.215676,"(8.0, 99999, 99990)","(3.8, 99999, 99990)","(2.7, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:24:10.459932,"(8.0, 99999, 99990)","(3.8, 99999, 99990)","(2.7, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:24:11.652682,"(8.0, 99999, 99990)","(3.8, 99999, 99990)","(2.7, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:24:12.868945,"(8.0, 99999, 99990)","(3.8, 99999, 99990)","(2.7, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:24:14.099814,"(8.0, 99999, 99990)","(3.8, 99999, 99990)","(2.7, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:24:15.356893,"(8.0, 99999, 99990)","(3.8, 99999, 99990)","(2.7, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:24:16.621915,"(8.0, 99999, 99990)","(3.8, 99999, 99990)","(2.7, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:24:17.914549,"(8.0, 99999, 99990)","(3.8, 99999, 99990)","(2.7, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:24:19.193397,"(8.0, 99999, 99990)","(3.8, 99999, 99990)","(2.7, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:24:20.457040,"(8.0, 99999, 99990)","(3.8, 99999, 99990)","(2.7, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:24:21.756090,"(8.0, 99999, 99990)","(3.8, 99999, 99990)","(2.7, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:24:23.119589,"(8.0, 99999, 99990)","(3.8, 99999, 99990)","(2.7, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 99999, 99990)"
11-01-2023 08:24:24.741687,"(8.0, 99999, 99990)","(3.8, 99999, 99990)","(2.7, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(14.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:24:26.127461,"(8.0, 99999, 99990)","(3.7, 99999, 99990)","(2.7, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(14.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:24:27.501292,"(8.0, 99999, 99990)","(3.7, 99999, 99990)","(2.7, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(14.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:24:28.826284,"(8.0, 99999, 99990)","(3.7, 99999, 99990)","(2.6, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:24:30.124417,"(8.0, 99999, 99990)","(3.7, 99999, 99990)","(2.6, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:24:31.365556,"(8.0, 99999, 99990)","(3.7, 99999, 99990)","(2.6, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:24:32.613843,"(8.0, 99999, 99990)","(3.7, 99999, 99990)","(2.6, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:24:33.829998,"(8.0, 99999, 99990)","(3.7, 99999, 99990)","(2.6, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:24:35.045647,"(8.0, 99999, 99990)","(3.7, 99999, 99990)","(2.6, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:24:36.483224,"(8.0, 99999, 99990)","(3.7, 99999, 99990)","(2.6, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:24:37.970589,"(8.0, 99999, 99990)","(3.7, 99999, 99990)","(2.6, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:24:39.535476,"(8.0, 99999, 99990)","(3.7, 99999, 99990)","(2.6, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:24:40.942869,"(8.0, 99999, 99990)","(3.7, 99999, 99990)","(2.6, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:24:42.372453,"(8.0, 99999, 99990)","(3.7, 99999, 99990)","(2.6, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:24:43.646233,"(8.0, 99999, 99990)","(3.7, 99999, 99990)","(2.6, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:24:44.887947,"(8.0, 99999, 99990)","(3.7, 99999, 99990)","(2.6, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:24:46.172374,"(8.0, 99999, 99990)","(3.7, 99999, 99990)","(2.6, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:24:47.418315,"(8.0, 99999, 99990)","(3.7, 99999, 99990)","(2.6, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:24:48.687120,"(8.0, 99999, 99990)","(3.7, 99999, 99990)","(2.6, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:24:49.922922,"(8.0, 99999, 99990)","(3.7, 99999, 99990)","(2.6, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:24:51.203829,"(8.0, 99999, 99990)","(3.7, 99999, 99990)","(2.6, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:24:52.488190,"(8.0, 99999, 99990)","(3.7, 99999, 99990)","(2.6, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:24:53.751504,"(8.0, 99999, 99990)","(3.7, 99999, 99990)","(2.6, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:24:55.050512,"(8.0, 99999, 99990)","(3.7, 99999, 99990)","(2.6, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:24:56.337829,"(7.5, 99999, 99990)","(3.7, 99999, 99990)","(2.6, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:24:57.645500,"(7.5, 99999, 99990)","(3.7, 99999, 99990)","(2.6, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:24:58.922957,"(7.5, 99999, 99990)","(3.7, 99999, 99990)","(2.6, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:25:00.181854,"(7.5, 99999, 99990)","(3.7, 99999, 99990)","(2.6, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:25:01.477546,"(7.5, 99999, 99990)","(3.7, 99999, 99990)","(2.6, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(11.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:25:02.762837,"(7.5, 99999, 99990)","(3.7, 99999, 99990)","(2.7, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:25:04.038496,"(7.5, 99999, 99990)","(3.7, 99999, 99990)","(2.7, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:25:05.269517,"(7.5, 99999, 99990)","(3.7, 99999, 99990)","(2.7, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:25:06.411508,"(7.5, 99999, 99990)","(3.7, 99999, 99990)","(2.7, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:25:07.584414,"(7.5, 99999, 99990)","(3.7, 99999, 99990)","(2.7, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:25:08.777560,"(7.5, 99999, 99990)","(3.7, 99999, 99990)","(2.7, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
11-01-2023 08:25:10.011914,"(7.5, 99999, 99990)","(3.7, 99999, 99990)","(2.7, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(21.0, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)","(18.0, 99999, 99990)"
