,Simon The Pieman,Right On Ramsay,Goldstar Portia,Rose Thorn,Edge Of Reason,Shane Baxter,Diamond Chipper,Ginger Shaw
05-01-2023 14:55:47.481833,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:48.558038,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:49.703921,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:50.791887,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:51.926116,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:53.062190,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:54.198550,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:55.312980,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:56.395441,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:57.377414,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:58.344827,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:59.321105,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:00.309458,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:01.293423,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:02.264857,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:03.256455,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:04.447599,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:05.504503,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:06.608789,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:07.714979,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:08.814772,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:10.226103,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:11.369419,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:12.545602,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:13.705578,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:14.833421,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:16.020646,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:17.272180,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:18.358117,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:19.473658,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:20.544344,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:21.697482,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:22.798484,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:23.829251,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:24.877692,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:25.919368,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:27.021944,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:28.212055,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.215625)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:29.329162,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.215625)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:30.460226,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.215625)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:31.685224,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.215625)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:32.845954,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.215625)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:34.016515,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.215625)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:35.278473,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.215625)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:36.447480,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.215625)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:37.597321,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.215625)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:38.701112,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.215625)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:39.707438,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.215625)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:40.711225,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.215625)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:41.752010,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.215625)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:42.788156,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.215625)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:43.824890,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.215625)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:44.839981,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.215625)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:45.854539,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.215625)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:46.837208,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.215625)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:47.876935,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.215625)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 27.22222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:49.207191,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 27.22222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:50.340250,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 27.22222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:51.491751,"(5.5, 11.0, 10.752173913043478)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 27.22222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:52.585385,"(5.5, 11.0, 10.752173913043478)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 27.22222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:53.735757,"(5.5, 11.0, 10.752173913043478)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 27.22222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:54.816255,"(5.5, 11.0, 10.752173913043478)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 27.22222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:55.865668,"(5.5, 11.0, 10.752173913043478)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 27.22222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:56.955384,"(5.5, 11.0, 10.752173913043478)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 27.22222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:57.945873,"(5.5, 11.0, 10.752173913043478)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 27.22222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:56:59.050019,"(5.5, 11.0, 10.752173913043478)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 27.22222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:57:00.072203,"(5.5, 11.0, 10.752173913043478)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 27.22222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:57:01.185914,"(5.5, 11.0, 10.752173913043478)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 27.22222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:57:02.265399,"(5.5, 11.0, 10.752173913043478)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 27.22222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:57:03.261487,"(5.5, 11.0, 10.752173913043478)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 27.22222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:57:04.242034,"(5.5, 11.0, 10.752173913043478)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 27.22222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:57:05.319684,"(5.5, 11.0, 10.752173913043478)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 27.22222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:57:06.339756,"(5.5, 11.0, 10.752173913043478)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.215625)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 27.22222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:57:07.378670,"(5.5, 11.0, 10.752173913043478)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.215625)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 27.22222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:57:08.427099,"(5.5, 11.0, 10.752173913043478)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.215625)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 27.22222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:57:09.448660,"(5.5, 11.0, 10.752173913043478)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.215625)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 27.22222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:57:10.439986,"(5.5, 11.0, 10.752173913043478)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.215625)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 27.22222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:57:11.490538,"(5.5, 11.0, 10.752173913043478)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.215625)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 27.22222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:57:12.499866,"(5.5, 11.0, 10.752173913043478)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.215625)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 27.22222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
