,Simon The Pieman,Right On Ramsay,Goldstar Portia,Rose Thorn,Edge Of Reason,Shane Baxter,Diamond Chipper,Ginger Shaw
05-01-2023 14:54:21.366154,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:22.510464,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:23.591382,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:24.655392,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:25.689552,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:26.785949,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:27.888433,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.72222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:29.072111,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.72222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:30.241895,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.72222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:31.413077,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.72222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:32.486187,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.72222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:33.482251,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.72222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:34.477662,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.72222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:35.581653,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.72222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:36.688326,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:37.834504,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:38.923601,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:39.916143,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:40.918069,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:42.014090,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:43.166052,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:44.245523,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:45.296784,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:46.304599,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:47.404467,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:48.550710,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:49.663966,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:50.767591,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:51.822393,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:52.923206,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:53.940343,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:54.935163,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:55.994829,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:57.072205,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:58.102696,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:54:59.159635,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:00.208318,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:01.223021,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:02.325958,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:03.509331,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:04.798024,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:05.950482,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:07.020271,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:08.152377,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:09.255617,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:10.326210,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:11.419109,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:12.593496,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:13.656591,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:14.658112,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:15.829437,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:16.927693,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:18.085295,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:19.150739,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:20.209916,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:21.401954,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:22.559846,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:23.640485,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:24.769094,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:25.867085,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:27.005087,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:28.113650,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:29.282443,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:30.338746,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:31.427275,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:32.393924,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:33.364923,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:34.371928,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:35.344080,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:36.344463,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:37.318210,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:38.317539,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:39.320353,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:40.295638,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:41.271823,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:42.284721,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:43.397098,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:44.425573,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:45.444960,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:55:46.438153,"(5.5, 11.5, 10.756)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
