,Priddy Sublime,Stepping Stones,Magic Pebbles,Szabolski Leis,Nine Diamonds,Machs Mareta Nz,Mia Ragazza Nz,Major Grace Nz,Juniper,Nova Baxter
08-01-2023 17:14:44.008611,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(20.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:14:45.495980,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(20.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:14:46.948562,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(20.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:14:48.322800,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(20.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:14:49.759996,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(20.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:14:51.235644,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(20.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:14:52.698009,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(20.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:14:54.803695,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(20.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:14:56.601360,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(20.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:14:58.292949,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(20.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:14:59.982894,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(20.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:01.507259,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(20.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:02.889562,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(20.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:04.293630,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(20.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:05.726859,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(20.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:07.241471,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(20.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:08.860075,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(20.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:10.309338,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(20.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:11.747548,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(20.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:13.115628,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(20.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:14.496337,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(20.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:15.875974,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(20.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:17.404681,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(20.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:18.951370,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(19.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:20.501194,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(19.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:22.252109,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(19.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:23.741372,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(19.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:25.248572,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(19.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:26.792359,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(19.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:28.329122,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(19.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:29.943939,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(19.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:31.452781,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(19.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:33.029685,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(19.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:34.574561,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(19.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:36.142224,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(19.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:37.663931,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(19.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:39.217446,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(19.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:40.764832,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:42.394394,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:44.091900,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:45.801963,"(51.0, 99999, 99990)","(7.5, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.9, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:47.586212,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:49.292234,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:51.077953,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:52.628012,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:54.171157,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:55.722726,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:57.200180,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:15:58.731965,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:00.376026,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:01.915631,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:03.442827,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:04.942866,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:06.485602,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:07.995809,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:09.425082,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:11.034612,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:12.577797,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:14.179576,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:15.695560,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:17.277686,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:18.765845,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:20.428732,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:21.911660,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:23.381914,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:24.782759,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:26.173254,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:27.618693,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:29.174129,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:31.064126,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:32.726552,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:34.312471,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:36.007003,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:37.685529,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:39.155669,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:40.725513,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:42.160075,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:43.645477,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:45.197655,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.0, 99999, 99990)","(17.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:46.698800,"(51.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:48.172249,"(51.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:49.709071,"(51.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:51.269771,"(51.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:52.808874,"(51.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:54.303577,"(51.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:55.713082,"(51.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:57.101151,"(51.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
08-01-2023 17:16:58.633373,"(51.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(10.0, 99999, 99990)"
