,Aqua Blaze,Pacific Prayer,Crawl Back,Zar Zar Bing,Chasing Rascal,Ocean Girl,Inter Barty,Queen Zipper
15-12-2022 14:35:38.481370,"(11.0, 16.0, 14.928571428571429)","(2.6, 3.15, 3.1315789473684212)","(4.0, 4.9, 4.8578947368421055)","(3.9, 4.8, 4.766666666666667)","(21.0, 42.0, 41.53846153846154)","(51.0, 90.0, 85.55555555555556)","(6.5, 7.6, 7.34)","(31.0, 80.0, 70.74074074074073)"
15-12-2022 14:35:39.594590,"(11.0, 15.0, 14.833333333333334)","(2.6, 3.15, 3.1294117647058823)","(4.0, 4.9, 4.7)","(3.9, 4.8, 4.756)","(21.0, 42.0, 41.53846153846154)","(51.0, 90.0, 86.8)","(6.5, 7.6, 7.4222222222222225)","(31.0, 80.0, 70.74074074074073)"
15-12-2022 14:35:40.662404,"(11.0, 16.0, 14.8)","(2.6, 3.15, 3.1294117647058823)","(4.0, 4.7, 4.608695652173913)","(3.9, 4.8, 4.745454545454545)","(21.0, 42.0, 41.53846153846154)","(51.0, 90.0, 91.875)","(6.5, 7.6, 7.4799999999999995)","(31.0, 80.0, 70.74074074074073)"
15-12-2022 14:35:41.688649,"(11.0, 16.0, 15.217391304347826)","(2.6, 3.2, 3.135211267605634)","(4.0, 4.6, 4.5928571428571425)","(3.9, 4.8, 4.745454545454545)","(21.0, 42.0, 41.53846153846154)","(51.0, 95.0, 91.875)","(6.5, 7.6, 7.4799999999999995)","(31.0, 80.0, 70.74074074074073)"
15-12-2022 14:35:42.762258,"(11.0, 16.0, 14.65)","(2.6, 3.15, 3.1304878048780487)","(4.0, 4.6, 4.583870967741936)","(3.9, 4.8, 4.731578947368421)","(21.0, 42.0, 41.53846153846154)","(51.0, 95.0, 91.875)","(6.5, 7.6, 7.533333333333333)","(31.0, 80.0, 70.74074074074073)"
15-12-2022 14:35:43.800798,"(11.0, 16.0, 14.636363636363637)","(2.6, 3.15, 3.1304878048780487)","(4.0, 4.6, 4.586842105263157)","(3.9, 4.9, 4.8238095238095235)","(21.0, 42.0, 41.53846153846154)","(51.0, 95.0, 91.875)","(6.5, 7.6, 7.533333333333333)","(31.0, 80.0, 70.74074074074073)"
15-12-2022 14:35:44.948186,"(11.0, 16.0, 14.636363636363637)","(2.6, 3.15, 3.127173913043478)","(4.0, 4.6, 4.586842105263157)","(3.9, 4.9, 4.82)","(21.0, 42.0, 41.53846153846154)","(51.0, 95.0, 92.82608695652173)","(6.5, 7.6, 7.435294117647059)","(31.0, 80.0, 70.74074074074073)"
15-12-2022 14:35:46.035513,"(11.0, 16.0, 14.59375)","(2.5, 3.15, 3.1266666666666665)","(3.9, 4.6, 4.586842105263157)","(3.9, 4.9, 4.82)","(21.0, 42.0, 41.53846153846154)","(51.0, 95.0, 92.82608695652173)","(6.5, 7.6, 7.4799999999999995)","(31.0, 80.0, 70.74074074074073)"
15-12-2022 14:35:47.175216,"(11.0, 16.0, 14.59375)","(2.5, 3.15, 3.1266666666666665)","(3.9, 4.6, 4.583870967741936)","(3.9, 4.9, 4.82)","(21.0, 42.0, 43.38461538461539)","(51.0, 95.0, 101.11111111111111)","(6.5, 7.6, 7.386666666666667)","(31.0, 80.0, 70.74074074074073)"
15-12-2022 14:35:48.223089,"(11.0, 16.0, 14.59375)","(2.5, 3.15, 3.127906976744186)","(3.9, 4.6, 4.583870967741936)","(3.9, 4.9, 4.82)","(21.0, 44.0, 43.38461538461539)","(51.0, 110.0, 101.11111111111111)","(6.5, 7.6, 7.316666666666666)","(31.0, 80.0, 70.74074074074073)"
15-12-2022 14:35:49.219695,"(11.0, 16.0, 14.59375)","(2.5, 3.15, 3.1315789473684212)","(3.9, 4.6, 4.564864864864864)","(3.9, 4.9, 4.871428571428572)","(21.0, 44.0, 43.38461538461539)","(51.0, 110.0, 100.52631578947368)","(6.5, 7.6, 7.357142857142857)","(31.0, 80.0, 70.74074074074073)"
15-12-2022 14:35:50.211454,"(11.0, 15.5, 15.26)","(2.5, 3.15, 3.1315789473684212)","(3.9, 4.6, 4.564864864864864)","(3.9, 4.9, 4.841666666666667)","(21.0, 44.0, 43.38461538461539)","(51.0, 110.0, 100.52631578947368)","(6.5, 7.6, 7.357142857142857)","(31.0, 80.0, 70.74074074074073)"
15-12-2022 14:35:51.391744,"(11.0, 15.5, 15.333333333333334)","(2.6, 3.15, 3.1315789473684212)","(4.0, 4.6, 4.566666666666666)","(3.9, 4.9, 4.873333333333334)","(21.0, 44.0, 43.38461538461539)","(51.0, 110.0, 101.0)","(6.5, 7.6, 7.357142857142857)","(31.0, 80.0, 70.74074074074073)"
15-12-2022 14:35:52.584374,"(11.0, 15.5, 15.333333333333334)","(2.6, 3.15, 3.1125)","(4.0, 4.6, 4.566666666666666)","(3.9, 4.9, 4.89047619047619)","(21.0, 44.0, 43.38461538461539)","(51.0, 110.0, 88.57142857142857)","(6.5, 7.6, 7.333333333333333)","(31.0, 80.0, 70.74074074074073)"
15-12-2022 14:35:53.758403,"(11.0, 15.5, 15.289473684210526)","(2.6, 3.15, 3.1125)","(4.0, 4.6, 4.566666666666666)","(3.9, 5.0, 4.897435897435897)","(21.0, 44.0, 43.38461538461539)","(51.0, 110.0, 92.85714285714286)","(6.5, 7.6, 7.157894736842105)","(31.0, 80.0, 70.74074074074073)"
15-12-2022 14:35:54.868508,"(11.0, 15.5, 15.289473684210526)","(2.6, 3.15, 3.1186046511627907)","(4.0, 4.6, 4.566666666666666)","(3.9, 5.0, 4.898701298701298)","(21.0, 44.0, 43.38461538461539)","(51.0, 110.0, 101.42857142857143)","(6.5, 7.2, 7.118181818181818)","(31.0, 80.0, 70.74074074074073)"
15-12-2022 14:35:56.031093,"(11.0, 15.5, 15.333333333333334)","(2.6, 3.15, 3.123809523809524)","(4.0, 4.6, 4.560526315789473)","(3.9, 5.0, 4.89620253164557)","(21.0, 44.0, 43.38461538461539)","(51.0, 110.0, 92.85714285714286)","(6.5, 7.2, 7.193939393939394)","(31.0, 80.0, 70.74074074074073)"
15-12-2022 14:35:57.105674,"(11.0, 15.5, 15.333333333333334)","(2.6, 3.15, 3.1277777777777778)","(4.0, 4.6, 4.544444444444444)","(3.9, 5.0, 4.89620253164557)","(21.0, 44.0, 43.38461538461539)","(51.0, 110.0, 96.66666666666667)","(6.5, 7.4, 7.193939393939394)","(31.0, 80.0, 66.5909090909091)"
15-12-2022 14:35:58.254842,"(11.0, 16.0, 15.161764705882353)","(2.6, 3.15, 3.1140845070422536)","(4.0, 4.6, 4.544444444444444)","(3.9, 5.0, 4.901204819277108)","(21.0, 44.0, 43.38461538461539)","(51.0, 110.0, 98.88888888888889)","(6.5, 7.4, 7.1466666666666665)","(31.0, 70.0, 64.8076923076923)"
15-12-2022 14:35:59.393554,"(11.0, 16.0, 15.161764705882353)","(2.6, 3.15, 3.1140845070422536)","(4.0, 4.6, 4.554545454545455)","(3.9, 5.0, 4.9037037037037035)","(21.0, 44.0, 43.38461538461539)","(51.0, 110.0, 91.81818181818181)","(6.5, 7.2, 7.08421052631579)","(31.0, 70.0, 64.8076923076923)"
15-12-2022 14:36:00.437812,"(11.0, 16.0, 15.161764705882353)","(2.6, 3.15, 3.111940298507463)","(4.0, 4.6, 4.580645161290322)","(3.9, 5.0, 4.9037037037037035)","(21.0, 44.0, 43.38461538461539)","(51.0, 110.0, 94.61538461538461)","(6.5, 7.2, 7.053333333333334)","(31.0, 70.0, 71.19047619047619)"
15-12-2022 14:36:01.422488,"(11.0, 16.0, 15.161764705882353)","(2.6, 3.15, 3.111940298507463)","(4.0, 4.6, 4.585365853658536)","(3.9, 5.0, 4.9037037037037035)","(21.0, 44.0, 43.38461538461539)","(51.0, 110.0, 94.61538461538461)","(6.5, 7.2, 7.053333333333334)","(31.0, 75.0, 71.19047619047619)"
15-12-2022 14:36:02.404211,"(11.0, 16.0, 15.363636363636363)","(2.6, 3.15, 3.111940298507463)","(4.0, 4.6, 4.585365853658536)","(3.9, 5.0, 4.9037037037037035)","(21.0, 44.0, 43.38461538461539)","(51.0, 110.0, 97.5)","(6.5, 7.2, 7.009756097560976)","(31.0, 75.0, 73.57142857142857)"
15-12-2022 14:36:03.457726,"(11.0, 16.0, 15.722222222222221)","(2.6, 3.15, 3.0878048780487806)","(4.0, 4.6, 4.588)","(3.9, 5.0, 4.9)","(21.0, 44.0, 43.38461538461539)","(51.0, 110.0, 93.33333333333333)","(6.5, 7.2, 6.875471698113207)","(31.0, 75.0, 73.46153846153847)"
15-12-2022 14:36:04.516743,"(11.0, 17.0, 16.75)","(2.6, 3.15, 3.1135802469135805)","(4.0, 4.6, 4.566129032258064)","(3.9, 5.0, 4.9037037037037035)","(21.0, 44.0, 43.46666666666667)","(51.0, 110.0, 97.5)","(6.5, 7.0, 6.992307692307692)","(31.0, 75.0, 73.46153846153847)"
15-12-2022 14:36:05.538402,"(11.0, 17.5, 16.5625)","(2.6, 3.15, 3.1164634146341466)","(4.0, 4.6, 4.553623188405797)","(3.9, 5.0, 4.9037037037037035)","(21.0, 44.0, 43.46666666666667)","(51.0, 110.0, 97.5)","(6.5, 7.0, 6.992307692307692)","(31.0, 75.0, 73.46153846153847)"
15-12-2022 14:36:06.645773,"(11.0, 17.0, 16.941176470588236)","(2.6, 3.15, 3.11231884057971)","(4.0, 4.6, 4.551851851851851)","(3.9, 5.0, 4.898039215686274)","(21.0, 44.0, 43.38461538461539)","(51.0, 110.0, 102.85714285714286)","(6.5, 7.0, 6.92)","(31.0, 75.0, 73.46153846153847)"
15-12-2022 14:36:07.669486,"(11.0, 17.0, 16.941176470588236)","(2.6, 3.15, 3.1103092783505155)","(4.0, 4.6, 4.5469387755102035)","(3.9, 5.0, 4.898039215686274)","(21.0, 44.0, 43.333333333333336)","(51.0, 110.0, 102.85714285714286)","(6.5, 7.0, 6.876190476190476)","(31.0, 75.0, 73.46153846153847)"
15-12-2022 14:36:08.776006,"(11.0, 17.0, 16.944444444444443)","(2.6, 3.15, 3.0629213483146067)","(4.0, 4.6, 4.553571428571429)","(3.9, 5.0, 4.898039215686274)","(21.0, 44.0, 43.5)","(51.0, 110.0, 102.85714285714286)","(6.5, 7.0, 6.9393939393939394)","(31.0, 75.0, 73.46153846153847)"
15-12-2022 14:36:09.831863,"(11.0, 17.5, 16.653846153846153)","(2.6, 3.15, 3.0626373626373624)","(4.0, 4.6, 4.553571428571429)","(3.9, 5.0, 4.898039215686274)","(21.0, 44.0, 43.5)","(51.0, 110.0, 102.85714285714286)","(6.5, 7.0, 6.985858585858586)","(31.0, 75.0, 73.46153846153847)"
15-12-2022 14:36:10.895388,"(12.0, 17.0, 16.944444444444443)","(2.6, 3.05, 3.04133064516129)","(4.0, 4.6, 4.558333333333334)","(3.8, 5.0, 4.904587155963303)","(26.0, 44.0, 43.25)","(61.0, 110.0, 102.85714285714286)","(6.0, 7.2, 6.985858585858586)","(31.0, 75.0, 73.46153846153847)"
15-12-2022 14:36:11.996130,"(12.0, 17.0, 16.954545454545453)","(2.6, 3.1, 3.066176470588235)","(4.0, 4.6, 4.554545454545455)","(3.8, 5.0, 4.904587155963303)","(26.0, 44.0, 43.25)","(61.0, 110.0, 102.85714285714286)","(6.0, 7.2, 6.985858585858586)","(31.0, 75.0, 69.0)"
15-12-2022 14:36:13.046410,"(12.0, 17.5, 16.78)","(2.6, 3.1, 3.0617924528301885)","(4.0, 4.6, 4.54)","(3.8, 5.0, 4.904587155963303)","(26.0, 44.0, 43.333333333333336)","(61.0, 110.0, 102.85714285714286)","(6.0, 7.2, 6.953846153846154)","(31.0, 75.0, 73.23529411764706)"
15-12-2022 14:36:14.099193,"(12.0, 17.0, 16.962962962962962)","(2.6, 3.1, 3.06214953271028)","(4.0, 4.6, 4.545098039215686)","(3.8, 5.0, 4.900952380952381)","(26.0, 44.0, 42.857142857142854)","(61.0, 110.0, 102.85714285714286)","(6.0, 7.0, 6.864705882352941)","(31.0, 75.0, 73.23529411764706)"
15-12-2022 14:36:15.114691,"(12.0, 17.0, 16.962962962962962)","(2.6, 3.1, 3.0610619469026545)","(4.0, 4.7, 4.637777777777778)","(3.8, 5.0, 4.886206896551724)","(26.0, 44.0, 42.857142857142854)","(61.0, 110.0, 96.0)","(6.0, 7.0, 6.790909090909091)","(31.0, 75.0, 73.23529411764706)"
15-12-2022 14:36:16.108770,"(12.0, 17.0, 16.962962962962962)","(2.6, 3.1, 3.0610619469026545)","(4.0, 4.8, 4.71)","(3.8, 5.0, 4.886206896551724)","(26.0, 44.0, 43.38461538461539)","(61.0, 110.0, 100.9090909090909)","(6.0, 6.8, 6.795454545454545)","(31.0, 75.0, 73.23529411764706)"
15-12-2022 14:36:17.089509,"(12.0, 17.0, 16.962962962962962)","(2.6, 3.1, 3.0586363636363636)","(4.0, 4.8, 4.706666666666667)","(3.8, 5.0, 4.89)","(26.0, 44.0, 43.38461538461539)","(61.0, 110.0, 101.42857142857143)","(6.0, 6.8, 6.795454545454545)","(31.0, 75.0, 73.23529411764706)"
15-12-2022 14:36:18.092310,"(12.0, 17.0, 16.962962962962962)","(2.6, 3.1, 3.0586363636363636)","(4.0, 4.8, 4.704166666666667)","(3.8, 5.0, 4.89)","(26.0, 44.0, 42.666666666666664)","(61.0, 110.0, 101.42857142857143)","(6.0, 6.8, 6.76)","(31.0, 75.0, 73.23529411764706)"
15-12-2022 14:36:19.088855,"(12.0, 17.0, 16.956521739130434)","(2.6, 3.1, 3.0586363636363636)","(4.0, 4.8, 4.703030303030303)","(3.8, 5.0, 4.887272727272727)","(26.0, 44.0, 43.0)","(61.0, 110.0, 101.42857142857143)","(6.0, 6.8, 6.76)","(31.0, 75.0, 73.23529411764706)"
15-12-2022 14:36:20.079715,"(12.0, 17.0, 16.956521739130434)","(2.6, 3.1, 3.0586363636363636)","(4.0, 4.8, 4.703030303030303)","(3.8, 5.0, 4.887272727272727)","(26.0, 44.0, 43.45454545454545)","(61.0, 110.0, 101.42857142857143)","(6.0, 6.8, 6.725)","(31.0, 75.0, 73.23529411764706)"
15-12-2022 14:36:21.058365,"(12.0, 17.0, 16.956521739130434)","(2.6, 3.1, 3.06140350877193)","(4.0, 4.8, 4.703703703703704)","(3.8, 5.0, 4.8769230769230765)","(26.0, 44.0, 43.0)","(61.0, 110.0, 101.42857142857143)","(6.0, 6.8, 6.725)","(31.0, 75.0, 73.23529411764706)"
15-12-2022 14:36:22.096698,"(12.0, 17.0, 16.956521739130434)","(2.6, 3.1, 3.069)","(4.0, 4.8, 4.703703703703704)","(3.8, 5.0, 4.8769230769230765)","(26.0, 44.0, 43.45454545454545)","(61.0, 110.0, 103.33333333333333)","(6.0, 6.6, 6.592)","(31.0, 75.0, 73.23529411764706)"
15-12-2022 14:36:23.092382,"(12.0, 17.0, 16.956521739130434)","(2.6, 3.1, 3.0848837209302324)","(4.0, 4.8, 4.733333333333333)","(3.8, 5.0, 4.8769230769230765)","(26.0, 44.0, 43.0)","(61.0, 110.0, 103.33333333333333)","(6.0, 6.8, 6.700578034682081)","(31.0, 75.0, 73.63636363636364)"
15-12-2022 14:36:24.089796,"(12.0, 17.0, 16.956521739130434)","(2.6, 3.1, 3.063690476190476)","(4.0, 4.8, 4.7384615384615385)","(3.8, 5.0, 4.88)","(26.0, 44.0, 43.53846153846154)","(61.0, 110.0, 105.71428571428571)","(6.0, 6.8, 6.656115107913669)","(31.0, 75.0, 73.63636363636364)"
15-12-2022 14:36:25.053039,"(12.0, 17.0, 16.956521739130434)","(2.6, 3.1, 3.063690476190476)","(4.0, 4.8, 4.7384615384615385)","(3.8, 5.0, 4.88)","(26.0, 44.0, 43.53846153846154)","(61.0, 110.0, 105.71428571428571)","(6.0, 6.8, 6.658156028368794)","(31.0, 75.0, 73.63636363636364)"
15-12-2022 14:36:25.999871,"(12.0, 17.0, 16.956521739130434)","(2.6, 3.1, 3.063690476190476)","(4.0, 4.8, 4.7384615384615385)","(3.8, 5.0, 4.88)","(26.0, 44.0, 43.53846153846154)","(61.0, 110.0, 105.71428571428571)","(6.0, 6.8, 6.647328244274809)","(31.0, 75.0, 73.63636363636364)"
15-12-2022 14:36:27.018473,"(12.0, 17.0, 16.956521739130434)","(2.6, 3.1, 3.0659722222222223)","(4.0, 4.8, 4.7894736842105265)","(3.8, 5.0, 4.8769230769230765)","(26.0, 44.0, 43.45454545454545)","(61.0, 110.0, 105.71428571428571)","(6.0, 6.8, 6.647328244274809)","(31.0, 75.0, 73.63636363636364)"
15-12-2022 14:36:27.982664,"(12.0, 17.0, 16.956521739130434)","(2.6, 3.1, 3.0604166666666663)","(4.0, 4.8, 4.790697674418604)","(3.8, 5.0, 4.8769230769230765)","(26.0, 44.0, 43.45454545454545)","(61.0, 110.0, 105.71428571428571)","(6.0, 6.8, 6.647328244274809)","(31.0, 75.0, 73.63636363636364)"
15-12-2022 14:36:28.965122,"(12.0, 16.5, 16.477272727272727)","(2.6, 3.1, 3.0604166666666663)","(4.0, 4.8, 4.7894736842105265)","(3.8, 5.0, 4.8769230769230765)","(26.0, 44.0, 43.53846153846154)","(61.0, 110.0, 105.71428571428571)","(6.0, 6.8, 6.609195402298851)","(31.0, 75.0, 73.63636363636364)"
15-12-2022 14:36:29.969921,"(12.0, 16.5, 16.470588235294116)","(2.6, 3.1, 3.059333333333333)","(4.0, 4.8, 4.747727272727273)","(3.8, 5.0, 4.895495495495496)","(26.0, 44.0, 43.53846153846154)","(61.0, 110.0, 106.0)","(6.0, 6.8, 6.609195402298851)","(31.0, 75.0, 73.63636363636364)"
15-12-2022 14:36:31.032666,"(12.0, 16.5, 16.46875)","(2.6, 3.1, 3.059333333333333)","(4.0, 4.8, 4.753061224489796)","(3.8, 5.0, 4.895495495495496)","(26.0, 44.0, 43.53846153846154)","(61.0, 110.0, 106.0)","(6.0, 6.8, 6.609195402298851)","(31.0, 75.0, 73.63636363636364)"
15-12-2022 14:36:32.078480,"(12.0, 16.5, 16.46875)","(2.6, 3.1, 3.058552631578947)","(4.0, 4.8, 4.753061224489796)","(3.8, 5.0, 4.8821705426356585)","(26.0, 44.0, 43.53846153846154)","(61.0, 110.0, 106.0)","(6.0, 6.8, 6.603550295857988)","(31.0, 75.0, 73.63636363636364)"
15-12-2022 14:36:33.107914,"(12.0, 16.5, 16.46875)","(2.6, 3.1, 3.051851851851852)","(4.0, 4.8, 4.774576271186441)","(3.8, 5.0, 4.853521126760564)","(26.0, 44.0, 43.45454545454545)","(61.0, 110.0, 106.0)","(6.0, 6.8, 6.589333333333333)","(31.0, 75.0, 73.63636363636364)"
15-12-2022 14:36:34.138482,"(12.0, 16.5, 16.4)","(2.6, 3.05, 3.0446511627906974)","(4.0, 5.0, 4.955414012738854)","(3.8, 4.9, 4.839285714285714)","(26.0, 44.0, 43.45454545454545)","(61.0, 110.0, 105.71428571428571)","(6.0, 6.6, 6.575308641975308)","(31.0, 75.0, 73.63636363636364)"
15-12-2022 14:36:35.243356,"(12.0, 16.0, 15.852941176470589)","(2.6, 3.05, 3.043382352941176)","(4.0, 5.1, 5.001204819277109)","(3.8, 4.9, 4.839285714285714)","(26.0, 44.0, 43.45454545454545)","(61.0, 110.0, 105.71428571428571)","(6.0, 6.6, 6.575308641975308)","(31.0, 75.0, 73.63636363636364)"
15-12-2022 14:36:36.318816,"(12.0, 16.0, 15.833333333333334)","(2.6, 3.05, 3.043382352941176)","(4.0, 5.1, 5.001204819277109)","(3.8, 4.9, 4.846315789473684)","(26.0, 44.0, 43.53846153846154)","(61.0, 110.0, 105.71428571428571)","(6.0, 6.6, 6.5777777777777775)","(31.0, 75.0, 73.33333333333333)"
15-12-2022 14:36:37.374080,"(12.0, 15.5, 15.46551724137931)","(2.6, 3.05, 3.0425925925925923)","(4.0, 5.1, 5.036111111111111)","(3.8, 4.9, 4.846315789473684)","(26.0, 44.0, 43.53846153846154)","(61.0, 110.0, 105.71428571428571)","(6.0, 6.6, 6.511111111111111)","(31.0, 75.0, 73.33333333333333)"
15-12-2022 14:36:38.491160,"(12.0, 16.0, 15.590909090909092)","(2.6, 3.05, 3.0427906976744183)","(4.0, 5.1, 5.036111111111111)","(3.8, 4.9, 4.871794871794872)","(26.0, 44.0, 43.5)","(61.0, 110.0, 105.71428571428571)","(6.0, 6.6, 6.510606060606061)","(31.0, 75.0, 73.33333333333333)"
15-12-2022 14:36:39.549306,"(12.0, 16.0, 15.75)","(2.6, 3.05, 3.045320197044335)","(4.0, 5.1, 5.032608695652174)","(3.8, 4.9, 4.847619047619047)","(26.0, 44.0, 43.0)","(61.0, 110.0, 105.71428571428571)","(6.0, 6.6, 6.50327868852459)","(31.0, 75.0, 73.23529411764706)"
15-12-2022 14:36:40.577572,"(12.0, 16.0, 15.772727272727273)","(2.6, 3.05, 3.0474093264248703)","(4.0, 5.1, 5.042)","(3.8, 4.9, 4.847619047619047)","(26.0, 44.0, 43.0)","(61.0, 110.0, 105.71428571428571)","(6.0, 6.6, 6.50327868852459)","(31.0, 75.0, 73.23529411764706)"
15-12-2022 14:36:41.596438,"(12.0, 16.0, 15.5625)","(2.6, 3.05, 3.0479057591623033)","(4.0, 5.1, 5.040816326530612)","(3.8, 4.9, 4.844943820224719)","(26.0, 44.0, 43.45454545454545)","(61.0, 110.0, 105.71428571428571)","(6.0, 6.6, 6.50327868852459)","(31.0, 75.0, 73.23529411764706)"
15-12-2022 14:36:42.586834,"(12.0, 16.0, 15.5625)","(2.6, 3.05, 3.0450738916256155)","(4.0, 5.1, 5.083050847457627)","(3.8, 4.9, 4.842307692307692)","(26.0, 44.0, 43.0)","(61.0, 110.0, 105.71428571428571)","(6.0, 6.6, 6.497391304347826)","(31.0, 70.0, 68.0)"
15-12-2022 14:36:43.562989,"(12.0, 16.0, 15.923076923076923)","(2.6, 3.05, 3.034734513274336)","(4.0, 5.1, 5.0777777777777775)","(3.8, 4.9, 4.84625)","(26.0, 46.0, 45.38461538461539)","(61.0, 110.0, 105.71428571428571)","(6.0, 6.6, 6.557142857142857)","(31.0, 75.0, 73.125)"
15-12-2022 14:36:44.564668,"(12.0, 16.0, 15.583333333333334)","(2.6, 3.05, 3.0331858407079646)","(4.0, 5.1, 5.07910447761194)","(3.8, 5.0, 4.9147286821705425)","(26.0, 46.0, 45.0)","(61.0, 110.0, 105.71428571428571)","(6.0, 6.6, 6.557142857142857)","(31.0, 75.0, 73.125)"
15-12-2022 14:36:45.513162,"(12.0, 16.0, 15.583333333333334)","(2.6, 3.05, 3.0328054298642533)","(4.0, 5.1, 5.07910447761194)","(3.8, 5.0, 4.9140625)","(26.0, 44.0, 43.53846153846154)","(61.0, 110.0, 105.71428571428571)","(6.0, 6.6, 6.557142857142857)","(31.0, 75.0, 73.125)"
15-12-2022 14:36:46.490486,"(12.0, 16.0, 15.625)","(2.6, 3.05, 3.034037558685446)","(4.0, 5.2, 5.145205479452055)","(3.8, 5.0, 4.906779661016949)","(26.0, 46.0, 43.45454545454545)","(61.0, 110.0, 105.71428571428571)","(6.0, 6.6, 6.527272727272727)","(31.0, 75.0, 73.125)"
15-12-2022 14:36:47.528064,"(12.0, 16.0, 15.625)","(2.6, 3.05, 3.033962264150943)","(4.0, 5.2, 5.091891891891892)","(3.8, 5.0, 4.889855072463768)","(26.0, 44.0, 43.14285714285714)","(61.0, 110.0, 104.44444444444444)","(6.0, 6.6, 6.56986301369863)","(31.0, 75.0, 69.0909090909091)"
15-12-2022 14:36:48.528612,"(12.0, 16.0, 15.85)","(2.6, 3.05, 3.0095)","(4.0, 5.1, 5.016666666666667)","(3.8, 5.0, 4.889855072463768)","(26.0, 44.0, 43.14285714285714)","(61.0, 110.0, 104.70588235294117)","(6.0, 6.6, 6.6440677966101696)","(31.0, 70.0, 72.5)"
15-12-2022 14:36:49.509908,"(12.0, 16.5, 15.755813953488373)","(2.6, 3.05, 3.035869565217391)","(4.0, 5.1, 5.091428571428571)","(3.8, 4.6, 4.591549295774648)","(26.0, 46.0, 41.55555555555556)","(61.0, 110.0, 104.70588235294117)","(6.0, 6.8, 6.6440677966101696)","(31.0, 75.0, 71.66666666666667)"
15-12-2022 14:36:50.549025,"(12.0, 16.5, 15.755813953488373)","(2.6, 3.05, 3.0418848167539267)","(4.0, 5.2, 5.138888888888889)","(3.8, 4.7, 4.548062015503876)","(26.0, 46.0, 43.27272727272727)","(61.0, 110.0, 104.70588235294117)","(6.0, 6.8, 6.669230769230769)","(31.0, 75.0, 71.66666666666667)"
15-12-2022 14:36:51.539036,"(12.0, 16.5, 15.73913043478261)","(2.6, 3.1, 3.047715736040609)","(4.0, 5.2, 5.117647058823529)","(3.8, 4.6, 4.534375)","(26.0, 46.0, 43.27272727272727)","(61.0, 110.0, 105.71428571428571)","(6.0, 6.8, 6.669230769230769)","(31.0, 75.0, 71.66666666666667)"
15-12-2022 14:36:52.537604,"(12.0, 16.5, 15.73913043478261)","(2.6, 3.1, 3.0462140992167104)","(4.0, 5.2, 5.173684210526316)","(3.8, 4.6, 4.533333333333333)","(26.0, 46.0, 43.77777777777778)","(61.0, 110.0, 105.71428571428571)","(6.0, 6.8, 6.626548672566372)","(31.0, 75.0, 66.36363636363636)"
15-12-2022 14:36:53.495301,"(12.0, 16.5, 15.732558139534884)","(2.6, 3.05, 3.036725663716814)","(4.0, 5.3, 5.226923076923077)","(3.8, 4.6, 4.533333333333333)","(26.0, 46.0, 42.0)","(61.0, 110.0, 105.71428571428571)","(6.0, 6.8, 6.626548672566372)","(31.0, 70.0, 66.36363636363636)"
15-12-2022 14:36:54.486871,"(12.0, 16.5, 15.861702127659575)","(2.6, 3.1, 3.0370967741935484)","(4.0, 5.4, 5.303125)","(3.8, 4.6, 4.583333333333333)","(26.0, 46.0, 41.92)","(61.0, 110.0, 102.5)","(6.0, 6.6, 6.6415094339622645)","(31.0, 70.0, 65.38461538461539)"
15-12-2022 14:36:55.515003,"(12.0, 16.5, 15.887755102040817)","(2.6, 3.05, 3.007142857142857)","(4.0, 5.4, 5.306976744186047)","(3.8, 4.6, 4.53469387755102)","(26.0, 46.0, 42.70967741935484)","(61.0, 110.0, 105.71428571428571)","(6.0, 6.8, 6.645378151260505)","(31.0, 70.0, 65.38461538461539)"
15-12-2022 14:36:56.542517,"(12.0, 16.5, 15.915094339622641)","(2.6, 3.05, 3.0064814814814813)","(4.0, 5.4, 5.341176470588236)","(3.8, 4.6, 4.53469387755102)","(26.0, 46.0, 43.0)","(61.0, 110.0, 106.0)","(6.0, 6.8, 6.6169491525423725)","(31.0, 70.0, 65.38461538461539)"
15-12-2022 14:36:57.635733,"(12.0, 16.5, 15.845454545454546)","(2.6, 3.05, 3.003301886792453)","(4.2, 5.4, 5.345205479452055)","(3.8, 4.6, 4.522666666666667)","(26.0, 46.0, 43.10344827586207)","(61.0, 110.0, 106.0)","(6.0, 6.8, 6.6169491525423725)","(31.0, 70.0, 65.38461538461539)"
15-12-2022 14:36:58.745442,"(12.0, 16.5, 15.845454545454546)","(2.6, 3.05, 3.003301886792453)","(4.2, 5.4, 5.345205479452055)","(3.8, 4.6, 4.557407407407407)","(26.0, 46.0, 43.29032258064516)","(61.0, 110.0, 106.0)","(6.0, 6.8, 6.617241379310345)","(31.0, 70.0, 65.38461538461539)"
15-12-2022 14:36:59.892093,"(12.0, 16.5, 15.858490566037736)","(2.6, 3.05, 2.9885217391304346)","(4.2, 5.4, 5.319444444444445)","(3.8, 4.6, 4.567391304347826)","(26.0, 46.0, 43.0)","(61.0, 110.0, 105.0)","(6.0, 6.8, 6.619999999999999)","(31.0, 70.0, 65.38461538461539)"
